gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-16.2687,-16.2687,-16.2687,-16.2687,-16.2687,-16.2687,-16.2687,-14.6738,-14.6738,-14.6738,-14.6738,-14.6738,-14.6738,-14.6738,-13.536,-13.536,-13.536,-13.536,-13.536,-13.536,-13.536,-12.6962,-12.6962,-12.6962,-12.6962,-12.6962,-12.6962,-12.6962,-11.9781,-11.9781,-11.9781,-11.9781,-11.9781,-11.9781,-11.9781,-11.3062,-11.3062,-11.3062,-11.3062,-11.3062,-11.3062,-11.3062,-10.6498,-10.6498,-10.6498,-10.6498,-10.6498,-10.6498,-10.6498
1,0.0185364,-15.8707,-15.867,-15.8634,-15.8597,-15.8561,-15.8525,-15.8488,-14.4524,-14.4503,-14.4483,-14.4462,-14.4441,-14.4421,-14.44,-13.4131,-13.4119,-13.4108,-13.4096,-13.4085,-13.4073,-13.4061,-12.6161,-12.6154,-12.6146,-12.6139,-12.6131,-12.6124,-12.6116,-11.9168,-11.9162,-11.9157,-11.9151,-11.9145,-11.9139,-11.9133,-11.2565,-11.256,-11.2555,-11.2551,-11.2546,-11.2541,-11.2536,-10.6081,-10.6077,-10.6073,-10.6069,-10.6065,-10.6061,-10.6057
2,0.0372875,-15.5249,-15.5186,-15.5123,-15.506,-15.4997,-15.4934,-15.4872,-14.2548,-14.2512,-14.2475,-14.2439,-14.2402,-14.2366,-14.233,-13.301,-13.2989,-13.2968,-13.2947,-13.2926,-13.2905,-13.2884,-12.5396,-12.5381,-12.5366,-12.5351,-12.5336,-12.5321,-12.5305,-11.8568,-11.8556,-11.8544,-11.8532,-11.8521,-11.8509,-11.8497,-11.2069,-11.2059,-11.205,-11.204,-11.203,-11.202,-11.2011,-10.5664,-10.5656,-10.5648,-10.5639,-10.5631,-10.5623,-10.5615
3,0.0562558,-15.2228,-15.2145,-15.2062,-15.198,-15.1898,-15.1817,-15.1736,-14.078,-14.0731,-14.0682,-14.0633,-14.0584,-14.0536,-14.0488,-13.1985,-13.1957,-13.1928,-13.19,-13.1871,-13.1843,-13.1814,-12.4641,-12.4619,-12.4598,-12.4576,-12.4554,-12.4533,-12.4511,-11.7973,-11.7955,-11.7938,-11.792,-11.7903,-11.7886,-11.7868,-11.1573,-11.1559,-11.1544,-11.153,-11.1515,-11.1501,-11.1487,-10.5248,-10.5236,-10.5224,-10.5212,-10.5199,-10.5187,-10.5175
4,0.0754439,-14.9573,-14.9477,-14.9381,-14.9285,-14.919,-14.9095,-14.9001,-13.919,-13.9132,-13.9073,-13.9015,-13.8958,-13.89,-13.8843,-13.1036,-13.0997,-13.0959,-13.092,-13.0882,-13.0844,-13.0805,-12.39,-12.3871,-12.3843,-12.3814,-12.3786,-12.3757,-12.3729,-11.7381,-11.7358,-11.7335,-11.7312,-11.7289,-11.7267,-11.7244,-11.1081,-11.1062,-11.1043,-11.1024,-11.1005,-11.0985,-11.0966,-10.4831,-10.4815,-10.4799,-10.4783,-10.4767,-10.4751,-10.4735
5,0.0948544,-14.723,-14.7124,-14.7019,-14.6914,-14.681,-14.6706,-14.6603,-13.7758,-13.7692,-13.7627,-13.7562,-13.7497,-13.7433,-13.7369,-13.0043,-12.9995,-12.9946,-12.9898,-12.985,-12.9805,-12.9761,-12.3164,-12.3128,-12.3092,-12.3056,-12.302,-12.2985,-12.2949,-11.679,-11.6762,-11.6734,-11.6705,-11.6677,-11.6649,-11.6621,-11.059,-11.0566,-11.0542,-11.0518,-11.0495,-11.0471,-11.0447,-10.4414,-10.4393,-10.4373,-10.4353,-10.4333,-10.4313,-10.4293
6,0.11449,-14.5153,-14.5041,-14.4929,-14.4818,-14.4708,-14.4599,-14.449,-13.6462,-13.6391,-13.6321,-13.6251,-13.6181,-13.6112,-13.6044,-12.9111,-12.9058,-12.9005,-12.8952,-12.8899,-12.8846,-12.8793,-12.2445,-12.2404,-12.2363,-12.2322,-12.2281,-12.224,-12.2199,-11.6205,-11.6171,-11.6137,-11.6103,-11.6069,-11.6035,-11.6001,-11.0098,-11.0069,-11.0041,-11.0013,-10.9985,-10.9957,-10.9929,-10.3997,-10.3973,-10.3949,-10.3924,-10.39,-10.3876,-10.3852
7,0.134352,-14.3304,-14.3188,-14.3072,-14.2958,-14.2844,-14.2732,-14.262,-13.5288,-13.5213,-13.5139,-13.5065,-13.4992,-13.492,-13.4848,-12.8194,-12.8136,-12.8077,-12.8019,-12.7961,-12.7903,-12.7845,-12.1735,-12.1689,-12.1642,-12.1596,-12.155,-12.1503,-12.1457,-11.5623,-11.5584,-11.5545,-11.5507,-11.5468,-11.5429,-11.539,-10.9607,-10.9574,-10.9541,-10.9508,-10.9476,-10.9443,-10.9411,-10.3579,-10.3551,-10.3523,-10.3495,-10.3468,-10.344,-10.3412
8,0.154445,-14.1651,-14.1533,-14.1416,-14.13,-14.1184,-14.107,-14.0957,-13.422,-13.4143,-13.4066,-13.399,-13.3915,-13.384,-13.3766,-12.732,-12.7254,-12.7187,-12.712,-12.7053,-12.6986,-12.692,-12.1038,-12.0985,-12.0932,-12.0879,-12.0827,-12.0776,-12.0724,-11.5044,-11.5,-11.4957,-11.4913,-11.487,-11.4826,-11.4782,-10.9119,-10.9082,-10.9045,-10.9008,-10.897,-10.8933,-10.8896,-10.316,-10.3129,-10.3097,-10.3066,-10.3034,-10.3002,-10.2971
9,0.174771,-14.0169,-14.005,-13.9933,-13.9816,-13.9701,-13.9586,-13.9473,-13.3174,-13.3076,-13.2977,-13.2878,-13.2779,-13.2681,-13.2582,-12.6461,-12.6389,-12.6317,-12.6245,-12.6173,-12.6101,-12.6029,-12.0353,-12.0295,-12.0237,-12.0179,-12.012,-12.0062,-12.0004,-11.4468,-11.4419,-11.4371,-11.4323,-11.4274,-11.4226,-11.4178,-10.8631,-10.859,-10.8548,-10.8507,-10.8466,-10.8424,-10.8383,-10.2743,-10.2707,-10.2672,-10.2636,-10.26,-10.2565,-10.2529
