gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
0,0,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886,-8.63641,-8.63641,-8.63641,-8.05337,-8.05337,-8.05337,-7.55886,-7.55886,-7.55886
1,0.0572595,-8.4526,-8.4526,-8.4526,-7.9336,-7.9336,-7.9336,-7.46988,-7.46988,-7.46988,-8.4526,-8.4526,-8.4526,-7.9336,-7.9336,-7.9336,-7.46988,-7.46988,-7.46988,-8.4526,-8.4526,-8.4526,-7.9336,-7.9336,-7.9336,-7.46988,-7.46988,-7.46988,-8.45102,-8.45102,-8.45102,-7.93243,-7.93243,-7.93243,-7.46902,-7.46902,-7.46902,-8.45102,-8.45102,-8.45102,-7.93243,-7.93243,-7.93243,-7.46902,-7.46902,-7.46902,-8.45102,-8.45102,-8.45102,-7.93243,-7.93243,-7.93243,-7.46902,-7.46902,-7.46902,-8.44946,-8.44946,-8.44946,-7.93126,-7.93126,-7.93126,-7.46815,-7.46815,-7.46815,-8.44946,-8.44946,-8.44946,-7.93126,-7.93126,-7.93126,-7.46815,-7.46815,-7.46815,-8.44946,-8.44946,-8.44946,-7.93126,-7.93126,-7.93126,-7.46815,-7.46815,-7.46815
2,0.116568,-8.30235,-8.30235,-8.30235,-7.82428,-7.82428,-7.82428,-7.38151,-7.38151,-7.38151,-8.30235,-8.30235,-8.30235,-7.82428,-7.82428,-7.82428,-7.38151,-7.38151,-7.38151,-8.30235,-8.30235,-8.30235,-7.82428,-7.82428,-7.82428,-7.38151,-7.38151,-7.38151,-8.29961,-8.29961,-8.29961,-7.8222,-7.8222,-7.8222,-7.37986,-7.37986,-7.37986,-8.29961,-8.29961,-8.29961,-7.8222,-7.8222,-7.8222,-7.37986,-7.37986,-7.37986,-8.29961,-8.29961,-8.29961,-7.8222,-7.8222,-7.8222,-7.37986,-7.37986,-7.37986,-8.29687,-8.29687,-8.29687,-7.82013,-7.82013,-7.82013,-7.3782,-7.3782,-7.3782,-8.29687,-8.29687,-8.29687,-7.82013,-7.82013,-7.82013,-7.3782,-7.3782,-7.3782,-8.29687,-8.29687,-8.29687,-7.82013,-7.82013,-7.82013,-7.3782,-7.3782,-7.3782
3,0.177999,-8.15742,-8.15742,-8.15742,-7.71554,-7.71554,-7.71554,-7.29358,-7.29358,-7.29358,-8.15742,-8.15742,-8.15742,-7.71554,-7.71554,-7.71554,-7.29358,-7.29358,-7.29358,-8.15742,-8.15742,-8.15742,-7.71554,-7.71554,-7.71554,-7.29358,-7.29358,-7.29358,-8.15388,-8.15388,-8.15388,-7.71256,-7.71256,-7.71256,-7.29118,-7.29118,-7.29118,-8.15388,-8.15388,-8.15388,-7.71256,-7.71256,-7.71256,-7.29118,-7.29118,-7.29118,-8.15388,-8.15388,-8.15388,-7.71256,-7.71256,-7.71256,-7.29118,-7.29118,-7.29118,-8.15033,-8.15033,-8.15033,-7.70959,-7.70959,-7.70959,-7.28878,-7.28878,-7.28878,-8.15033,-8.15033,-8.15033,-7.70959,-7.70959,-7.70959,-7.28878,-7.28878,-7.28878,-8.15033,-8.15033,-8.15033,-7.70959,-7.70959,-7.70959,-7.28878,-7.28878,-7.28878
4,0.241629,-8.0275,-8.0275,-8.0275,-7.60859,-7.60859,-7.60859,-7.20597,-7.20597,-7.20597,-8.0275,-8.0275,-8.0275,-7.60859,-7.60859,-7.60859,-7.20597,-7.20597,-7.20597,-8.0275,-8.0275,-8.0275,-7.60859,-7.60859,-7.60859,-7.20597,-7.20597,-7.20597,-8.02268,-8.02268,-8.02268,-7.60486,-7.60486,-7.60486,-7.20287,-7.20287,-7.20287,-8.02268,-8.02268,-8.02268,-7.60486,-7.60486,-7.60486,-7.20287,-7.20287,-7.20287,-8.02268,-8.02268,-8.02268,-7.60486,-7.60486,-7.60486,-7.20287,-7.20287,-7.20287,-8.01787,-8.01787,-8.01787,-7.60113,-7.60113,-7.60113,-7.19978,-7.19978,-7.19978,-8.01787,-8.01787,-8.01787,-7.60113,-7.60113,-7.60113,-7.19978,-7.19978,-7.19978,-8.01787,-8.01787,-8.01787,-7.60113,-7.60113,-7.60113,-7.19978,-7.19978,-7.19978
5,0.307536,-7.89989,-7.89989,-7.89989,-7.50441,-7.50441,-7.50441,-7.11942,-7.11942,-7.11942,-7.89989,-7.89989,-7.89989,-7.50441,-7.50441,-7.50441,-7.11942,-7.11942,-7.11942,-7.89989,-7.89989,-7.89989,-7.50441,-7.50441,-7.50441,-7.11942,-7.11942,-7.11942,-7.89422,-7.89422,-7.89422,-7.49991,-7.49991,-7.49991,-7.11548,-7.11548,-7.11548,-7.89422,-7.89422,-7.89422,-7.49991,-7.49991,-7.49991,-7.11548,-7.11548,-7.11548,-7.89422,-7.89422,-7.89422,-7.49991,-7.49991,-7.49991,-7.11548,-7.11548,-7.11548,-7.88854,-7.88854,-7.88854,-7.49543,-7.49543,-7.49543,-7.11154,-7.11154,-7.11154,-7.88854,-7.88854,-7.88854,-7.49543,-7.49543,-7.49543,-7.11154,-7.11154,-7.11154,-7.88854,-7.88854,-7.88854,-7.49543,-7.49543,-7.49543,-7.11154,-7.11154,-7.11154
6,0.375801,-7.77668,-7.77668,-7.77668,-7.40236,-7.40236,-7.40236,-7.03309,-7.03309,-7.03309,-7.77668,-7.77668,-7.77668,-7.40236,-7.40236,-7.40236,-7.03309,-7.03309,-7.03309,-7.77668,-7.77668,-7.77668,-7.40236,-7.40236,-7.40236,-7.03309,-7.03309,-7.03309,-7.77041,-7.77041,-7.77041,-7.39688,-7.39688,-7.39688,-7.02849,-7.02849,-7.02849,-7.77041,-7.77041,-7.77041,-7.39688,-7.39688,-7.39688,-7.02849,-7.02849,-7.02849,-7.77041,-7.77041,-7.77041,-7.39688,-7.39688,-7.39688,-7.02849,-7.02849,-7.02849,-7.76413,-7.76413,-7.76413,-7.3914,-7.3914,-7.3914,-7.02388,-7.02388,-7.02388,-7.76413,-7.76413,-7.76413,-7.3914,-7.3914,-7.3914,-7.02388,-7.02388,-7.02388,-7.76413,-7.76413,-7.76413,-7.3914,-7.3914,-7.3914,-7.02388,-7.02388,-7.02388
7,0.44651,-7.65754,-7.65754,-7.65754,-7.30148,-7.30148,-7.30148,-6.94666,-6.94666,-6.94666,-7.65754,-7.65754,-7.65754,-7.30148,-7.30148,-7.30148,-6.94666,-6.94666,-6.94666,-7.65754,-7.65754,-7.65754,-7.30148,-7.30148,-7.30148,-6.94666,-6.94666,-6.94666,-7.65052,-7.65052,-7.65052,-7.29532,-7.29532,-7.29532,-6.94141,-6.94141,-6.94141,-7.65052,-7.65052,-7.65052,-7.29532,-7.29532,-7.29532,-6.94141,-6.94141,-6.94141,-7.65052,-7.65052,-7.65052,-7.29532,-7.29532,-7.29532,-6.94141,-6.94141,-6.94141,-7.64349,-7.64349,-7.64349,-7.28917,-7.28917,-7.28917,-6.93616,-6.93616,-6.93616,-7.64349,-7.64349,-7.64349,-7.28917,-7.28917,-7.28917,-6.93616,-6.93616,-6.93616,-7.64349,-7.64349,-7.64349,-7.28917,-7.28917,-7.28917,-6.93616,-6.93616,-6.93616
8,0.519749,-7.54053,-7.54053,-7.54053,-7.20157,-7.20157,-7.20157,-6.86011,-6.86011,-6.86011,-7.54053,-7.54053,-7.54053,-7.20157,-7.20157,-7.20157,-6.86011,-6.86011,-6.86011,-7.54053,-7.54053,-7.54053,-7.20157,-7.20157,-7.20157,-6.86011,-6.86011,-6.86011,-7.53285,-7.53285,-7.53285,-7.19477,-7.19477,-7.19477,-6.85425,-6.85425,-6.85425,-7.53285,-7.53285,-7.53285,-7.19477,-7.19477,-7.19477,-6.85425,-6.85425,-6.85425,-7.53285,-7.53285,-7.53285,-7.19477,-7.19477,-7.19477,-6.85425,-6.85425,-6.85425,-7.52516,-7.52516,-7.52516,-7.18797,-7.18797,-7.18797,-6.84838,-6.84838,-6.84838,-7.52516,-7.52516,-7.52516,-7.18797,-7.18797,-7.18797,-6.84838,-6.84838,-6.84838,-7.52516,-7.52516,-7.52516,-7.18797,-7.18797,-7.18797,-6.84838,-6.84838,-6.84838
9,0.595608,-7.42582,-7.42582,-7.42582,-7.10235,-7.10235,-7.10235,-6.77346,-6.77346,-6.77346,-7.42582,-7.42582,-7.42582,-7.10235,-7.10235,-7.10235,-6.77346,-6.77346,-6.77346,-7.42582,-7.42582,-7.42582,-7.10235,-7.10235,-7.10235,-6.77346,-6.77346,-6.77346,-7.41751,-7.41751,-7.41751,-7.09491,-7.09491,-7.09491,-6.767,-6.767,-6.767,-7.41751,-7.41751,-7.41751,-7.09491,-7.09491,-7.09491,-6.767,-6.767,-6.767,-7.41751,-7.41751,-7.41751,-7.09491,-7.09491,-7.09491,-6.767,-6.767,-6.767,-7.40921,-7.40921,-7.40921,-7.08746,-7.08746,-7.08746,-6.76054,-6.76054,-6.76054,-7.40921,-7.40921,-7.40921,-7.08746,-7.08746,-7.08746,-6.76054,-6.76054,-6.76054,-7.40921,-7.40921,-7.40921,-7.08746,-7.08746,-7.08746,-6.76054,-6.76054,-6.76054
