gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.01443,0.0652212,0.135922,0.227788,0,0,0,0.01443,0.0652212,0.135922,0.227788,0,0,0,0.01443,0.0652212,0.135922,0.227788,0,0,0,0.0144299,0.0652212,0.135922,0.227788,0,0,0,0.0144298,0.0652211,0.135922,0.227788,0,0,0,0.0144298,0.0652211,0.135922,0.227788,0,0,0,0.0144298,0.0652211,0.135922,0.227788
1,0.0185364,0,0,0,0.0267392,0.0788802,0.150831,0.243357,0,0,0,0.0268548,0.079022,0.150979,0.243512,0,0,0,0.0269703,0.0791639,0.151127,0.243668,0,0,0,0.0270859,0.0793057,0.151276,0.243823,0,0,0,0.0272014,0.0794475,0.151424,0.243978,0,0,0,0.0273169,0.0795894,0.151572,0.244134,0,0,0,0.0274325,0.0797313,0.151721,0.244289
2,0.0372875,0,0,0,0.0386124,0.0933032,0.166107,0.259154,0,0,0,0.0388687,0.0935886,0.16641,0.259469,0,0,0,0.0391249,0.093874,0.166714,0.259783,0,0,0,0.0393811,0.0941593,0.167017,0.260098,0,0,0,0.0396372,0.0944446,0.167321,0.260412,0,0,0,0.0398935,0.09473,0.167624,0.260727,0,0,0,0.0401497,0.0950182,0.167928,0.261041
3,0.0562558,0,0,0.0103959,0.0517125,0.10812,0.181644,0.275234,0,0,0.0108181,0.0520991,0.108558,0.182103,0.275708,0,0,0.0112403,0.0524857,0.108996,0.182562,0.276183,0,0,0.0116625,0.0528722,0.109434,0.183021,0.276657,0,0,0.0120846,0.0532587,0.109872,0.183481,0.277132,0,0,0.0125068,0.0536453,0.11031,0.18394,0.277606,0,0,0.0129291,0.0540319,0.110748,0.184399,0.278081
4,0.0754439,0,0,0.0237964,0.0654263,0.123129,0.197404,0.291531,0,0,0.0242667,0.0659723,0.123716,0.198025,0.292169,0,0,0.024737,0.0665182,0.124303,0.198646,0.292807,0,0,0.0252072,0.0670641,0.12489,0.199266,0.293445,0,0,0.0256774,0.06761,0.125477,0.199887,0.294083,0,0,0.0261477,0.068156,0.126064,0.200508,0.294721,0,0,0.026618,0.0687019,0.126651,0.201129,0.29536
5,0.0948544,0,0.00142096,0.0359567,0.0797755,0.138424,0.213456,0.308085,0,0.00213324,0.036548,0.0805009,0.139183,0.214236,0.308894,0,0.00284552,0.0371392,0.0812263,0.139943,0.215017,0.309703,0,0.00355775,0.0377761,0.0819516,0.140703,0.215797,0.310512,0,0.0042699,0.0384281,0.0826769,0.141463,0.216584,0.311321,0,0.00498218,0.0390803,0.0834022,0.142223,0.217376,0.312131,0,0.00569447,0.0397324,0.0841276,0.142983,0.218168,0.31294
6,0.11449,0,0.0162393,0.0493869,0.0948662,0.154232,0.229892,0.324924,0,0.017099,0.050174,0.0957574,0.15516,0.230848,0.325905,0,0.0179587,0.0509612,0.0966485,0.156092,0.231803,0.326886,0,0.0187704,0.0517483,0.0975396,0.157024,0.232759,0.327867,0,0.0194838,0.0525353,0.0984307,0.157956,0.233715,0.328848,0,0.0201973,0.0533225,0.0993219,0.158887,0.234671,0.329828,0,0.0209108,0.0541096,0.100213,0.159819,0.235627,0.330809
7,0.134352,0,0.0290702,0.0634776,0.110404,0.170475,0.246589,0.342026,0.000997779,0.0299075,0.0644506,0.11145,0.171569,0.247715,0.343177,0.00200716,0.0307448,0.0654237,0.112496,0.172662,0.24884,0.344328,0.00301647,0.031582,0.0663967,0.113541,0.173755,0.249966,0.345479,0.00402572,0.0324192,0.0673697,0.114587,0.174849,0.251091,0.346633,0.0050351,0.0332565,0.0683427,0.115633,0.175945,0.252217,0.347789,0.00604448,0.0340938,0.0693158,0.116679,0.177042,0.253342,0.348946
8,0.154445,0.0151595,0.0421078,0.0782489,0.126124,0.186941,0.263539,0.35939,0.0163198,0.0431701,0.079429,0.127326,0.188201,0.264841,0.360719,0.0174801,0.0442325,0.0806091,0.128528,0.189462,0.266144,0.362049,0.0186227,0.0452948,0.0817891,0.129731,0.190722,0.267446,0.363378,0.0195848,0.0463571,0.0829692,0.130933,0.191982,0.268749,0.364708,0.020547,0.0474195,0.0841492,0.132135,0.193242,0.270051,0.366037,0.0215093,0.0484818,0.0853293,0.133338,0.194502,0.271354,0.367367
9,0.174771,0.0284627,0.0561588,0.093857,0.142257,0.20368,0.280768,0.37701,0.0295516,0.0574204,0.0951986,0.143659,0.205118,0.282247,0.37852,0.0306404,0.0586871,0.0965585,0.14506,0.206556,0.283726,0.380031,0.0317293,0.0599539,0.0979184,0.146462,0.207995,0.285205,0.381542,0.032818,0.0612205,0.0992783,0.147863,0.209433,0.286683,0.383053,0.0339069,0.0624873,0.100638,0.149265,0.210871,0.288162,0.384563,0.0349958,0.0637541,0.101998,0.150667,0.212309,0.289641,0.386074
10,0.195332,0.0417604,0.0711311,0.109918,0.158893,0.220754,0.298253,0.394881,0.0431047,0.0725469,0.111438,0.160482,0.222386,0.299906,0.396574,0.044449,0.0739627,0.112958,0.162071,0.224017,0.301559,0.398267,0.0457932,0.0753784,0.114478,0.16366,0.225649,0.303224,0.39996,0.0471374,0.0768661,0.115999,0.16525,0.227281,0.304891,0.401653,0.0484817,0.0783574,0.117521,0.166839,0.228913,0.306558,0.403346,0.0498259,0.0798487,0.119042,0.168428,0.230544,0.308225,0.405039
11,0.216131,0.0561461,0.0868599,0.126196,0.175903,0.238218,0.316064,0.412999,0.0577078,0.0885099,0.12788,0.177666,0.240028,0.317908,0.414874,0.0592754,0.09016,0.129563,0.179429,0.241837,0.319753,0.416755,0.0608429,0.09181,0.131247,0.181191,0.243647,0.321598,0.418637,0.0624105,0.09346,0.13293,0.182954,0.245456,0.323442,0.420518,0.0639781,0.0951149,0.134622,0.184717,0.247266,0.325293,0.4224,0.0655457,0.0967963,0.136357,0.186479,0.249076,0.327145,0.424281
12,0.237172,0.0714771,0.103158,0.142923,0.193149,0.255922,0.334153,0.431401,0.0731973,0.105003,0.144827,0.195083,0.257908,0.336185,0.433465,0.0749176,0.106849,0.146731,0.197034,0.259904,0.338217,0.43553,0.0766995,0.108694,0.148635,0.198986,0.261904,0.34025,0.437595,0.0785087,0.110539,0.150539,0.200938,0.263904,0.342282,0.439663,0.0803179,0.112384,0.152443,0.202891,0.265904,0.344314,0.441731,0.0821272,0.114229,0.154347,0.204843,0.267904,0.346348,0.4438
