gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[0 5],dist[0 6],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[1 5],dist[1 6],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[2 5],dist[2 6],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[3 5],dist[3 6],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4],dist[4 5],dist[4 6],dist[5 0],dist[5 1],dist[5 2],dist[5 3],dist[5 4],dist[5 5],dist[5 6],dist[6 0],dist[6 1],dist[6 2],dist[6 3],dist[6 4],dist[6 5],dist[6 6]
0,0,1.77846e-005,0.000134146,0.000399125,0.000448878,0.00019025,3.006e-005,1.78013e-006,0.00017355,0.00130906,0.00389483,0.00438034,0.00185655,0.000293339,1.73713e-005,0.000692306,0.00522196,0.0155369,0.0174736,0.00740595,0.00117016,6.92958e-005,0.00109668,0.00827208,0.0246119,0.0276799,0.0117317,0.00185365,0.000109771,0.000692303,0.00522193,0.0155368,0.0174735,0.00740592,0.00117016,6.92957e-005,0.000173548,0.00130905,0.0038948,0.00438031,0.00185653,0.000293337,1.73712e-005,1.77843e-005,0.000134144,0.000399119,0.000448872,0.000190248,3.00598e-005,1.78012e-006
1,0.0156618,4.41378e-006,4.58751e-005,0.000184888,0.000279999,0.00015893,3.3459e-005,2.64086e-006,4.30713e-005,0.000447666,0.00180421,0.00273234,0.00155091,0.000326507,2.57706e-005,0.000171814,0.00178577,0.00719714,0.0108995,0.0061867,0.00130246,0.000102801,0.000272169,0.00282882,0.0114009,0.0172658,0.00980029,0.00206322,0.000162846,0.000171811,0.00178575,0.00719704,0.0108994,0.00618663,0.00130245,0.0001028,4.30697e-005,0.000447652,0.00180416,0.00273227,0.00155087,0.0003265,2.57701e-005,4.41354e-006,4.58728e-005,0.00018488,0.000279988,0.000158925,3.34579e-005,2.64078e-006
2,0.031477,3.22588e-006,3.28211e-005,0.000129762,0.000193201,0.000108079,2.24792e-005,1.75651e-006,3.14799e-005,0.000320285,0.00126628,0.00188534,0.00105468,0.000219362,1.71408e-005,0.000125577,0.00127765,0.00505134,0.00752082,0.00420721,0.000875054,6.8376e-005,0.000198928,0.00202394,0.00800184,0.0119137,0.00666462,0.00138617,0.000108314,0.000125579,0.00127766,0.00505136,0.00752081,0.00420719,0.000875047,6.83753e-005,3.14807e-005,0.00032029,0.00126629,0.00188534,0.00105467,0.000219358,1.71404e-005,3.22602e-006,3.28219e-005,0.000129763,0.0001932,0.000108077,2.24787e-005,1.75646e-006
3,0.0474469,2.04933e-006,2.05267e-005,8.01276e-005,0.000118064,6.5497e-005,1.35331e-005,1.05193e-006,1.9998e-005,0.000200307,0.000781915,0.00115212,0.000639145,0.000132061,1.02652e-005,7.97733e-005,0.000799037,0.00311911,0.00459588,0.0025496,0.000526803,4.09487e-005,0.000126367,0.00126574,0.00494094,0.00728027,0.00403879,0.000834504,6.48665e-005,7.97714e-005,0.00079902,0.00311906,0.0045958,0.00254956,0.000526797,4.09483e-005,1.99971e-005,0.000200299,0.000781887,0.00115208,0.000639128,0.000132058,1.0265e-005,2.04918e-006,2.05254e-005,8.01233e-005,0.000118059,6.54943e-005,1.35326e-005,1.0519e-006
4,0.0635732,2.28248e-006,2.5235e-005,0.000109748,0.000182795,0.000116647,2.82979e-005,2.65844e-006,2.22731e-005,0.00024625,0.00107095,0.00178376,0.00113827,0.000276139,2.59419e-005,8.88486e-005,0.000982303,0.00427206,0.0071155,0.00454062,0.00110153,0.000103484,0.000140743,0.00155604,0.00676726,0.0112715,0.00719268,0.00174491,0.000163926,8.88461e-005,0.000982271,0.00427192,0.00711526,0.00454047,0.0011015,0.000103481,2.22719e-005,0.000246234,0.00107088,0.00178364,0.0011382,0.000276123,2.59406e-005,2.28228e-006,2.52325e-005,0.000109737,0.000182776,0.000116635,2.82953e-005,2.65823e-006
5,0.0798573,1.90832e-006,2.24463e-005,0.000104892,0.000189126,0.000131069,3.45034e-005,3.50971e-006,1.86229e-005,0.000219047,0.00102361,0.00184561,0.00127905,0.000336703,3.42496e-005,7.42907e-005,0.000873823,0.00408336,0.00736246,0.00510233,0.00134316,0.000136626,0.000117687,0.00138426,0.00646858,0.0116631,0.00808269,0.00212771,0.00021643,7.4295e-005,0.000873866,0.00408352,0.0073627,0.00510245,0.00134318,0.000136628,1.8625e-005,0.000219069,0.00102369,0.00184573,0.00127911,0.000336715,3.42504e-005,1.90866e-006,2.24497e-005,0.000104905,0.000189145,0.000131079,3.45053e-005,3.50984e-006
6,0.0963008,1.37238e-006,1.5499e-005,6.91085e-005,0.000118428,7.7942e-005,1.95227e-005,1.89475e-006,1.33922e-005,0.000151246,0.000674387,0.00115566,0.000760589,0.000190511,1.84897e-005,5.34222e-005,0.000603329,0.00269018,0.00461003,0.00303405,0.000759963,7.37571e-005,8.46254e-005,0.000955725,0.00426148,0.0073027,0.0048062,0.00120385,0.000116838,5.34213e-005,0.000603319,0.00269014,0.00460996,0.00303401,0.000759954,7.37564e-005,1.33917e-005,0.00015124,0.000674366,0.00115563,0.000760569,0.000190506,1.84894e-005,1.3723e-006,1.54982e-005,6.91052e-005,0.000118423,7.79389e-005,1.95221e-005,1.89469e-006
7,0.112905,1.19474e-006,1.39856e-005,6.4651e-005,0.00011485,7.82588e-005,2.02482e-005,2.02521e-006,1.16585e-005,0.000136474,0.000630872,0.00112071,0.000763654,0.000197583,1.97621e-005,4.65059e-005,0.000544394,0.00251653,0.00447048,0.00304617,0.000788147,7.88295e-005,7.36681e-005,0.000862349,0.0039863,0.00708143,0.00482526,0.00124845,0.000124868,4.65035e-005,0.000544362,0.00251636,0.00447016,0.00304594,0.000788081,7.88226e-005,1.16573e-005,0.000136458,0.000630788,0.00112055,0.000763534,0.00019755,1.97586e-005,1.19456e-006,1.39831e-005,6.46378e-005,0.000114824,7.824e-005,2.02431e-005,2.02467e-006
8,0.129672,1.08194e-006,1.31673e-005,6.32374e-005,0.000116589,8.22863e-005,2.19985e-005,2.27022e-006,1.05583e-005,0.000128496,0.000617119,0.00113777,0.000803013,0.000214679,2.21546e-005,4.21195e-005,0.0005126,0.00246183,0.00453882,0.0032034,0.000856401,8.83795e-005,6.67234e-005,0.000812033,0.00389989,0.00719015,0.00507466,0.00135667,0.000140006,4.21219e-005,0.00051263,0.00246197,0.00453909,0.00320359,0.000856452,8.83848e-005,1.05595e-005,0.000128511,0.000617192,0.00113791,0.000803109,0.000214704,2.21572e-005,1.08212e-006,1.31696e-005,6.32488e-005,0.000116611,8.23014e-005,2.20026e-005,2.27063e-006
9,0.146603,8.14923e-007,9.91936e-006,4.82841e-005,9.19615e-005,6.87052e-005,2.00118e-005,2.33601e-006,7.95259e-006,9.67995e-005,0.000471185,0.00089741,0.00067046,0.000195285,2.27959e-005,3.17245e-005,0.00038615,0.00187963,0.00357989,0.00267455,0.000779013,9.0935e-005,5.02559e-005,0.000611711,0.00297756,0.00567095,0.00423676,0.00123404,0.00014405,3.1726e-005,0.000386164,0.00187968,0.00357995,0.00267457,0.000779014,9.09348e-005,7.95334e-006,9.68064e-005,0.000471208,0.000897438,0.000670471,0.000195286,2.27957e-005,8.1504e-007,9.92043e-006,4.82878e-005,9.19659e-005,6.87069e-005,2.0012e-005,2.336e-006
