gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.00938534,0.0503876,0.107511,0.181766,0,0,0,0.00935934,0.0503694,0.107496,0.181753,0,0,0,0.00933321,0.0503512,0.10748,0.181739,0,0,0,0.00930698,0.0503329,0.107464,0.181726,0,0,0,0.00928095,0.0503148,0.107449,0.181713,0,0,0,0.00925481,0.0502965,0.107433,0.1817,0,0,0,0.00922855,0.0502782,0.107418,0.181687
1,0.0156618,0,0,0,0.0197745,0.0614696,0.119645,0.194562,0,0,0,0.0198487,0.0615661,0.119753,0.19468,0,0,0,0.0199229,0.0616626,0.119862,0.194798,0,0,0,0.019997,0.061759,0.119971,0.194915,0,0,0,0.0200713,0.0618557,0.12008,0.195033,0,0,0,0.0201455,0.0619523,0.120189,0.195151,0,0,0,0.0202197,0.0620489,0.120298,0.195269
2,0.031477,0,0,0,0.0290839,0.0727881,0.131903,0.207451,0,0,0,0.0292548,0.0730027,0.132138,0.2077,0,0,0,0.0294257,0.0732173,0.132373,0.207949,0,0,0,0.0295966,0.0734317,0.132607,0.208197,0,0,0,0.0297677,0.0736465,0.132842,0.208447,0,0,0,0.0299387,0.073861,0.133077,0.208695,0,0,0,0.0301098,0.0740757,0.133312,0.208944
3,0.0474469,0,0,0.00608074,0.0394826,0.0845071,0.144299,0.220478,0,0,0.00640456,0.0397891,0.0848587,0.144661,0.220862,0,0,0.00672834,0.0400956,0.0852104,0.145023,0.221246,0,0,0.0070521,0.0404022,0.0855619,0.145385,0.22163,0,0,0.00737612,0.040709,0.0859137,0.145748,0.222015,0,0,0.00770013,0.0410158,0.0862653,0.14611,0.222399,0,0,0.00802408,0.0413227,0.0866169,0.146472,0.222783
4,0.0635732,0,0,0.0173617,0.050476,0.0967721,0.157064,0.233685,0,0,0.0177232,0.0509165,0.0972584,0.157566,0.234209,0,0,0.0180847,0.051357,0.0977449,0.158068,0.234733,0,0,0.0184463,0.0517976,0.0982312,0.158569,0.235258,0,0,0.0188082,0.0522385,0.0987178,0.159072,0.235783,0,0,0.0191701,0.0526793,0.0992043,0.159574,0.236307,0,0,0.0195321,0.0531203,0.0996909,0.160076,0.236832
5,0.0798573,0,0,0.026949,0.0619928,0.109392,0.170035,0.247158,0,0,0.0274101,0.0625524,0.110008,0.170672,0.24782,0,0,0.0278712,0.0631122,0.110624,0.171309,0.248483,0,0.000368819,0.0283325,0.0636733,0.111239,0.171946,0.249145,0,0.00093153,0.0287941,0.064241,0.111855,0.172583,0.249808,0,0.00149428,0.0292557,0.0648085,0.112471,0.17322,0.25047,0,0.00205702,0.0297175,0.0653761,0.113087,0.173857,0.251132
6,0.0963008,0,0.010585,0.037368,0.0737591,0.122127,0.183215,0.260745,0,0.0112701,0.0380098,0.0744474,0.122872,0.184005,0.261544,0,0.0119552,0.0386517,0.0751359,0.123618,0.184795,0.262344,0,0.0126404,0.0392938,0.0758243,0.124364,0.185585,0.263144,0,0.0133259,0.0399362,0.076513,0.12511,0.186375,0.263944,0,0.0140115,0.0405787,0.0772016,0.125856,0.187165,0.264743,0,0.0146972,0.0412214,0.0778904,0.126601,0.187955,0.265543
7,0.112905,0,0.0213098,0.0485986,0.0860226,0.134994,0.196792,0.274497,0,0.0219684,0.0493942,0.0868832,0.135873,0.197721,0.275446,0,0.0226271,0.05019,0.0877439,0.136752,0.198649,0.276394,0,0.0232861,0.0509859,0.0886043,0.137632,0.199573,0.277343,0.000529505,0.0239454,0.0517822,0.0894652,0.138511,0.200498,0.278291,0.00133651,0.0246049,0.0525787,0.0903258,0.139391,0.201422,0.27924,0.00214357,0.0252646,0.0533754,0.0911865,0.14027,0.202347,0.280188
8,0.129672,0.0094438,0.0311834,0.0604506,0.098834,0.148037,0.210444,0.288473,0.0103754,0.0320118,0.0613688,0.0998433,0.149075,0.211508,0.289571,0.0113071,0.0328827,0.0622873,0.100853,0.150114,0.212572,0.290669,0.0122389,0.0337537,0.063206,0.101862,0.151152,0.213636,0.291767,0.013171,0.0346252,0.0641322,0.102872,0.15219,0.2147,0.292866,0.0141034,0.0354968,0.0650632,0.103881,0.153228,0.215764,0.293964,0.0150358,0.0363687,0.0659944,0.104891,0.154266,0.216833,0.295063
9,0.146603,0.0205762,0.0425461,0.0725355,0.11196,0.161503,0.224268,0.302675,0.0214372,0.0435349,0.0735906,0.113104,0.162679,0.225479,0.303918,0.0222985,0.0445239,0.0746458,0.114245,0.163855,0.226691,0.305162,0.02316,0.0455131,0.075701,0.115387,0.165036,0.227902,0.306405,0.024022,0.0465028,0.0767566,0.116529,0.166218,0.229114,0.30765,0.0248842,0.047495,0.0778122,0.117671,0.167399,0.230325,0.308894,0.0257467,0.0485334,0.078868,0.118813,0.16858,0.231537,0.310139
