gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.3251,-57.3251,-57.3251,-57.325,-57.3251,-57.3251,-57.3251,-51.6645,-51.6645,-51.6646,-51.6645,-51.6646,-51.6645,-51.6645,-47.6211,-47.6211,-47.6212,-47.6211,-47.6212,-47.6211,-47.6211,-44.6118,-44.6119,-44.6119,-44.6119,-44.612,-44.612,-44.612,-41.989,-41.989,-41.989,-41.9889,-41.9889,-41.9888,-41.9888,-39.4901,-39.49,-39.49,-39.4899,-39.4899,-39.4898,-39.4897,-37.019,-37.019,-37.019,-37.0188,-37.0189,-37.0188,-37.0187
1,0.0185364,-54.7818,-54.7606,-54.7394,-54.7181,-54.6971,-54.676,-54.6551,-50.2333,-50.221,-50.2088,-50.1965,-50.1844,-50.1721,-50.16,-46.819,-46.812,-46.805,-46.7979,-46.791,-46.784,-46.777,-44.073,-44.0677,-44.0626,-44.0573,-44.0521,-44.0469,-44.0417,-41.5572,-41.5531,-41.549,-41.5448,-41.5407,-41.5365,-41.5324,-39.13,-39.1266,-39.1232,-39.1196,-39.1162,-39.1127,-39.1093,-36.7159,-36.7129,-36.7099,-36.7069,-36.7039,-36.7009,-36.6979
2,0.0372875,-52.8394,-52.8068,-52.7744,-52.7419,-52.7099,-52.6778,-52.646,-49.0873,-49.0676,-49.0481,-49.0284,-49.0091,-48.9897,-48.9704,-46.1507,-46.1384,-46.1259,-46.1133,-46.1008,-46.0882,-46.0757,-43.5463,-43.5364,-43.5266,-43.5167,-43.5069,-43.497,-43.4872,-41.1347,-41.1267,-41.1187,-41.1106,-41.1027,-41.0946,-41.0866,-38.7748,-38.7679,-38.7611,-38.7542,-38.7475,-38.7408,-38.7341,-36.4147,-36.4089,-36.4031,-36.3972,-36.3915,-36.3856,-36.3798
3,0.0562558,-51.3241,-51.2857,-51.2477,-51.2098,-51.1724,-51.135,-51.098,-48.1564,-48.1324,-48.1085,-48.0847,-48.0612,-48.0377,-48.0144,-45.4875,-45.4685,-45.4496,-45.4306,-45.4117,-45.3927,-45.3738,-43.0342,-43.0205,-43.0069,-42.9931,-42.9794,-42.9657,-42.952,-40.7182,-40.7066,-40.6951,-40.6835,-40.672,-40.6604,-40.6489,-38.4262,-38.4162,-38.4061,-38.396,-38.386,-38.3759,-38.3658,-36.1154,-36.1069,-36.0984,-36.0898,-36.0813,-36.0728,-36.0643
4,0.0754439,-50.1202,-50.0796,-50.0393,-49.9992,-49.9597,-49.9203,-49.8813,-47.3904,-47.3641,-47.338,-47.312,-47.2863,-47.2607,-47.2353,-44.877,-44.8545,-44.8321,-44.8096,-44.7872,-44.7647,-44.7422,-42.5538,-42.5354,-42.5171,-42.4987,-42.4804,-42.4621,-42.4437,-40.314,-40.2986,-40.2831,-40.2676,-40.2522,-40.2367,-40.2213,-38.0816,-38.0685,-38.0555,-38.0424,-38.0294,-38.0163,-38.0032,-35.8181,-35.8069,-35.7958,-35.7846,-35.7736,-35.7624,-35.7513
5,0.0948544,-49.1489,-49.1079,-49.0673,-49.0269,-48.9872,-48.9477,-48.9086,-46.6891,-46.6537,-46.6183,-46.5827,-46.5473,-46.5118,-46.4764,-44.293,-44.2666,-44.2402,-44.2137,-44.1873,-44.1609,-44.1345,-42.0846,-42.0626,-42.0407,-42.0187,-41.9968,-41.9748,-41.9529,-39.9171,-39.8984,-39.8798,-39.861,-39.8424,-39.8236,-39.8049,-37.7407,-37.7248,-37.7089,-37.6929,-37.677,-37.661,-37.6451,-35.5245,-35.5105,-35.4966,-35.4825,-35.4686,-35.4546,-35.4408
6,0.11449,-48.3545,-48.3142,-48.2744,-48.235,-48.1961,-48.1575,-48.1194,-45.9508,-45.9142,-45.8777,-45.841,-45.8045,-45.7678,-45.7312,-43.7288,-43.6991,-43.67,-43.6408,-43.6118,-43.5827,-43.5536,-41.6252,-41.5996,-41.5741,-41.5485,-41.523,-41.4974,-41.4719,-39.5264,-39.5046,-39.4828,-39.4609,-39.4392,-39.4173,-39.3955,-37.4034,-37.3847,-37.366,-37.3473,-37.3286,-37.3099,-37.2912,-35.2328,-35.2163,-35.1999,-35.1834,-35.167,-35.1505,-35.134
7,0.134352,-47.6053,-47.549,-47.4927,-47.4363,-47.3801,-47.3237,-47.2674,-45.2946,-45.2516,-45.2087,-45.1668,-45.1271,-45.0873,-45.0475,-43.2079,-43.1738,-43.1397,-43.1055,-43.0714,-43.0373,-43.0044,-41.1753,-41.1468,-41.1183,-41.0897,-41.0612,-41.0326,-41.0041,-39.1414,-39.1167,-39.092,-39.0671,-39.0425,-39.0177,-38.9929,-37.0698,-37.0481,-37.0268,-37.0053,-36.984,-36.9626,-36.9413,-34.9428,-34.9239,-34.9051,-34.8862,-34.8674,-34.8485,-34.8296
8,0.154445,-46.759,-46.7055,-46.6519,-46.5983,-46.5448,-46.4912,-46.4376,-44.6722,-44.6264,-44.5808,-44.535,-44.4894,-44.4436,-44.398,-42.6979,-42.6605,-42.6231,-42.5856,-42.5483,-42.5108,-42.4734,-40.7372,-40.7056,-40.6741,-40.6424,-40.611,-40.5794,-40.5478,-38.7622,-38.7347,-38.7071,-38.6795,-38.6521,-38.6245,-38.597,-36.7409,-36.7164,-36.6919,-36.6672,-36.6431,-36.6191,-36.5952,-34.6544,-34.6333,-34.6121,-34.5909,-34.5697,-34.5485,-34.5273
9,0.174771,-46.0297,-45.9691,-45.9086,-45.8532,-45.7979,-45.7426,-45.6873,-44.0841,-44.0375,-43.9909,-43.9442,-43.8977,-43.8511,-43.8045,-42.1998,-42.159,-42.1183,-42.0774,-42.0367,-41.9959,-41.9551,-40.3096,-40.2739,-40.2391,-40.2046,-40.1702,-40.1357,-40.1013,-38.3893,-38.3584,-38.3282,-38.2979,-38.2677,-38.2375,-38.2072,-36.415,-36.3879,-36.3608,-36.3337,-36.3067,-36.2796,-36.2528,-34.368,-34.3443,-34.3209,-34.2975,-34.2741,-34.2506,-34.2272
