gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
0,0,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662,-8.64147,-8.64147,-8.64147,-8.05904,-8.05904,-8.05904,-7.56662,-7.56662,-7.56662
1,0.0572595,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787,-8.45687,-8.45687,-8.45687,-7.93951,-7.93951,-7.93951,-7.47787,-7.47787,-7.47787
2,0.116568,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977,-8.30634,-8.30634,-8.30634,-7.83,-7.83,-7.83,-7.38977,-7.38977,-7.38977
3,0.177999,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30685,-7.30685,-7.30224,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30685,-7.30685,-7.30224,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30685,-7.30685,-7.30224,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30449,-7.30449,-7.30224,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30449,-7.30449,-7.30224,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30449,-7.30449,-7.30224,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30213,-7.30213,-7.30224,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30213,-7.30213,-7.30224,-8.16132,-8.16132,-8.16132,-7.7214,-7.7214,-7.7214,-7.30213,-7.30213,-7.30224
4,0.241629,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.22074,-7.22074,-7.21523,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.22074,-7.22074,-7.21523,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.22074,-7.22074,-7.21523,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.2176,-7.2176,-7.21523,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.2176,-7.2176,-7.21523,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.2176,-7.2176,-7.21523,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.21455,-7.21455,-7.21523,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.21455,-7.21455,-7.21523,-8.03153,-8.03153,-8.03153,-7.61466,-7.61466,-7.61466,-7.21455,-7.21455,-7.21523
5,0.307536,-7.9041,-7.9041,-7.9041,-7.51792,-7.51097,-7.51097,-7.13571,-7.13571,-7.12937,-7.9041,-7.9041,-7.9041,-7.51792,-7.51097,-7.51097,-7.13571,-7.13571,-7.12937,-7.9041,-7.9041,-7.9041,-7.51792,-7.51097,-7.51097,-7.13571,-7.13571,-7.12937,-7.9041,-7.9041,-7.9041,-7.51323,-7.51097,-7.51097,-7.13182,-7.13182,-7.12937,-7.9041,-7.9041,-7.9041,-7.51323,-7.51097,-7.51097,-7.13182,-7.13182,-7.12937,-7.9041,-7.9041,-7.9041,-7.51323,-7.51097,-7.51097,-7.13182,-7.13182,-7.12937,-7.9041,-7.9041,-7.9041,-7.50861,-7.51097,-7.51097,-7.12794,-7.12794,-7.12937,-7.9041,-7.9041,-7.9041,-7.50861,-7.51097,-7.51097,-7.12794,-7.12794,-7.12937,-7.9041,-7.9041,-7.9041,-7.50861,-7.51097,-7.51097,-7.12794,-7.12794,-7.12937
6,0.375801,-7.78118,-7.78118,-7.78118,-7.41726,-7.40949,-7.40949,-7.05067,-7.05067,-7.05067,-7.78118,-7.78118,-7.78118,-7.41726,-7.40949,-7.40949,-7.05067,-7.05067,-7.05067,-7.78118,-7.78118,-7.78118,-7.41726,-7.40949,-7.40949,-7.05067,-7.05067,-7.05067,-7.78118,-7.78118,-7.78118,-7.41185,-7.40949,-7.40949,-7.04613,-7.04613,-7.04613,-7.78118,-7.78118,-7.78118,-7.41185,-7.40949,-7.40949,-7.04613,-7.04613,-7.04613,-7.78118,-7.78118,-7.78118,-7.41185,-7.40949,-7.40949,-7.04613,-7.04613,-7.04613,-7.78118,-7.78118,-7.78118,-7.40645,-7.40949,-7.40949,-7.04159,-7.04159,-7.04159,-7.78118,-7.78118,-7.78118,-7.40645,-7.40949,-7.40949,-7.04159,-7.04159,-7.04159,-7.78118,-7.78118,-7.78118,-7.40645,-7.40949,-7.40949,-7.04159,-7.04159,-7.04159
7,0.44651,-7.66251,-7.66251,-7.66251,-7.31771,-7.30921,-7.30921,-6.96555,-6.96555,-6.96555,-7.66251,-7.66251,-7.66251,-7.31771,-7.30921,-7.30921,-6.96555,-6.96555,-6.96555,-7.66251,-7.66251,-7.66251,-7.31771,-7.30921,-7.30921,-6.96555,-6.96555,-6.96555,-7.66251,-7.66251,-7.66251,-7.31163,-7.30921,-7.30921,-6.96037,-6.96037,-6.96037,-7.66251,-7.66251,-7.66251,-7.31163,-7.30921,-7.30921,-6.96037,-6.96037,-6.96037,-7.66251,-7.66251,-7.66251,-7.31163,-7.30921,-7.30921,-6.96037,-6.96037,-6.96037,-7.66251,-7.66251,-7.66251,-7.30556,-7.30921,-7.30921,-6.9552,-6.9552,-6.9552,-7.66251,-7.66251,-7.66251,-7.30556,-7.30921,-7.30921,-6.9552,-6.9552,-6.9552,-7.66251,-7.66251,-7.66251,-7.30556,-7.30921,-7.30921,-6.9552,-6.9552,-6.9552
8,0.519749,-7.54608,-7.54608,-7.54608,-7.21914,-7.20992,-7.20992,-6.88034,-6.88034,-6.88034,-7.54608,-7.54608,-7.54608,-7.21914,-7.20992,-7.20992,-6.88034,-6.88034,-6.88034,-7.54608,-7.54608,-7.54608,-7.21914,-7.20992,-7.20992,-6.88034,-6.88034,-6.88034,-7.54608,-7.54608,-7.54608,-7.21243,-7.20992,-7.20992,-6.87456,-6.87456,-6.87456,-7.54608,-7.54608,-7.54608,-7.21243,-7.20992,-7.20992,-6.87456,-6.87456,-6.87456,-7.54608,-7.54608,-7.54608,-7.21243,-7.20992,-7.20992,-6.87456,-6.87456,-6.87456,-7.54608,-7.54608,-7.54608,-7.20573,-7.20992,-7.20992,-6.86878,-6.86878,-6.86878,-7.54608,-7.54608,-7.54608,-7.20573,-7.20992,-7.20992,-6.86878,-6.86878,-6.86878,-7.54608,-7.54608,-7.54608,-7.20573,-7.20992,-7.20992,-6.86878,-6.86878,-6.86878
9,0.595608,-7.43204,-7.43204,-7.43204,-7.12132,-7.11137,-7.11137,-6.79506,-6.79506,-6.79506,-7.43204,-7.43204,-7.43204,-7.12132,-7.11137,-7.11137,-6.79506,-6.79506,-6.79506,-7.43204,-7.43204,-7.43204,-7.12132,-7.11137,-7.11137,-6.79506,-6.79506,-6.79506,-7.43204,-7.43204,-7.43204,-7.11398,-7.11137,-7.11137,-6.7887,-6.7887,-6.7887,-7.43204,-7.43204,-7.43204,-7.11398,-7.11137,-7.11137,-6.7887,-6.7887,-6.7887,-7.43204,-7.43204,-7.43204,-7.11398,-7.11137,-7.11137,-6.7887,-6.7887,-6.7887,-7.43204,-7.43204,-7.43204,-7.10663,-7.11137,-7.11137,-6.78234,-6.78234,-6.78234,-7.43204,-7.43204,-7.43204,-7.10663,-7.11137,-7.11137,-6.78234,-6.78234,-6.78234,-7.43204,-7.43204,-7.43204,-7.10663,-7.11137,-7.11137,-6.78234,-6.78234,-6.78234
