gridnumber,capital,Portfolio[0 0],Portfolio[0 1],Portfolio[0 2],Portfolio[0 3],Portfolio[0 4],Portfolio[1 0],Portfolio[1 1],Portfolio[1 2],Portfolio[1 3],Portfolio[1 4],Portfolio[2 0],Portfolio[2 1],Portfolio[2 2],Portfolio[2 3],Portfolio[2 4],Portfolio[3 0],Portfolio[3 1],Portfolio[3 2],Portfolio[3 3],Portfolio[3 4],Portfolio[4 0],Portfolio[4 1],Portfolio[4 2],Portfolio[4 3],Portfolio[4 4]
22,1.42055,0,0,0.08,0.22,0.38,0,0,0.04,0.26,0.32,0,0,0.02,0.2,0.28,0,0,0,0.06,0.28,0,0,0,0.08,0.2
23,1.50907,0,0,0.08,0.26,0.42,0,0,0.02,0.22,0.38,0,0,0,0.22,0.42,0,0,0.02,0.08,0.28,0,0,0,0.08,0.32
24,1.60018,0,0.04,0.08,0.26,0.44,0,0,0.02,0.2,0.4,0,0,0.08,0.18,0.4,0,0,0,0.2,0.36,0,0,0,0.1,0.32
25,1.69396,0,0.02,0.12,0.28,0.42,0,0,0.14,0.24,0.38,0,0,0.14,0.16,0.36,0,0,0,0.18,0.38,0,0,0,0.18,0.38
26,1.79048,0,0.02,0.2,0.3,0.4,0,0,0.14,0.28,0.42,0,0,0.12,0.3,0.36,0,0,0.04,0.22,0.4,0,0,0,0.18,0.38
27,1.88984,0,0,0.18,0.32,0.48,0,0,0.12,0.3,0.46,0,0,0.1,0.28,0.44,0,0,0.08,0.26,0.44,0,0,0.06,0.24,0.36
28,1.99211,0,0,0.18,0.34,0.48,0,0,0.14,0.3,0.46,0,0,0.08,0.26,0.44,0,0,0.08,0.26,0.44,0,0,0.08,0.28,0.48
29,2.09737,0,0.04,0.18,0.32,0.5,0,0,0.16,0.32,0.46,0,0,0.1,0.28,0.42,0,0,0.1,0.24,0.42,0,0,0.06,0.26,0.44
30,2.20572,0,0.06,0.22,0.36,0.48,0,0.04,0.2,0.34,0.48,0,0,0.14,0.3,0.46,0,0,0.18,0.36,0.48,0,0,0.06,0.24,0.42
31,2.31725,0,0.08,0.24,0.38,0.5,0,0.06,0.22,0.36,0.5,0,0,0.18,0.34,0.5,0,0,0.16,0.34,0.52,0,0,0.1,0.28,0.44
32,2.43204,0,0.1,0.26,0.4,0.52,0,0.06,0.22,0.38,0.52,0,0.02,0.18,0.34,0.5,0,0,0.14,0.32,0.48,0,0,0.14,0.32,0.48
33,2.5502,0,0.1,0.26,0.4,0.54,0,0.08,0.24,0.36,0.52,0,0.06,0.22,0.36,0.48,0,0,0.14,0.3,0.46,0,0,0.12,0.3,0.48
34,2.67182,0,0.1,0.26,0.4,0.54,0,0.1,0.26,0.4,0.5,0,0.08,0.24,0.38,0.52,0,0.02,0.18,0.34,0.48,0,0,0.1,0.36,0.54
35,2.797,0,0.14,0.28,0.38,0.54,0,0.14,0.28,0.42,0.54,0,0.1,0.26,0.4,0.54,0,0.04,0.22,0.38,0.54,0,0,0.12,0.4,0.56
36,2.92586,0,0.16,0.3,0.42,0.54,0,0.14,0.28,0.44,0.56,0,0.08,0.24,0.4,0.56,0,0.06,0.22,0.38,0.52,0,0,0.2,0.36,0.54
37,3.05848,0,0.16,0.3,0.44,0.56,0,0.12,0.28,0.42,0.58,0,0.08,0.22,0.38,0.54,0,0.04,0.2,0.4,0.54,0,0.02,0.18,0.34,0.5
38,3.195,0,0.18,0.32,0.44,0.56,0,0.12,0.26,0.4,0.56,0,0.06,0.22,0.42,0.58,0,0.02,0.24,0.42,0.56,0,0.02,0.2,0.36,0.56
39,3.33551,0,0.16,0.3,0.44,0.58,0,0.1,0.26,0.4,0.56,0,0.06,0.2,0.46,0.6,0,0.02,0.28,0.44,0.58,0,0,0.24,0.38,0.58
40,3.48015,0,0.16,0.3,0.44,0.58,0,0.1,0.24,0.44,0.6,0,0.08,0.26,0.46,0.6,0,0.06,0.28,0.42,0.58,0,0,0.26,0.4,0.56
41,3.62902,0.02,0.16,0.3,0.44,0.58,0,0.12,0.24,0.48,0.6,0,0.1,0.3,0.44,0.58,0,0.08,0.26,0.42,0.56,0,0.08,0.24,0.4,0.56
42,3.78225,0,0.14,0.28,0.46,0.58,0,0.12,0.3,0.46,0.6,0,0.14,0.28,0.42,0.58,0,0.1,0.24,0.42,0.58,0,0.08,0.22,0.4,0.58
43,3.93998,0,0.14,0.28,0.48,0.6,0,0.14,0.32,0.46,0.6,0,0.14,0.28,0.42,0.56,0,0.1,0.26,0.46,0.62,0,0.06,0.22,0.48,0.6
44,4.10232,0,0.14,0.32,0.48,0.6,0.02,0.16,0.32,0.44,0.58,0,0.14,0.28,0.44,0.6,0,0.08,0.28,0.48,0.62,0,0.08,0.24,0.46,0.6
45,4.26943,0,0.14,0.36,0.48,0.6,0.04,0.16,0.3,0.44,0.58,0,0.12,0.3,0.48,0.64,0,0.1,0.3,0.46,0.6,0,0.12,0.26,0.44,0.58
46,4.44143,0.02,0.16,0.36,0.48,0.6,0.04,0.18,0.3,0.46,0.6,0,0.12,0.32,0.48,0.62,0,0.14,0.3,0.44,0.58,0,0.14,0.28,0.42,0.62
47,4.61847,0.04,0.16,0.34,0.48,0.6,0.02,0.16,0.3,0.48,0.64,0,0.14,0.32,0.46,0.6,0,0.16,0.3,0.44,0.6,0,0.14,0.28,0.42,0.66
48,4.8007,0.04,0.18,0.34,0.48,0.6,0.02,0.16,0.32,0.5,0.64,0,0.18,0.34,0.46,0.6,0,0.16,0.3,0.46,0.62,0,0.12,0.32,0.44,0.64
49,4.98827,0.06,0.2,0.34,0.46,0.6,0.02,0.16,0.32,0.5,0.64,0,0.2,0.32,0.46,0.58,0,0.14,0.32,0.48,0.64,0,0.1,0.34,0.46,0.62
50,5.18134,0.06,0.2,0.32,0.46,0.62,0.02,0.2,0.34,0.48,0.62,0,0.18,0.32,0.46,0.6,0,0.14,0.36,0.48,0.62,0,0.1,0.34,0.48,0.6
51,5.38006,0.08,0.2,0.32,0.48,0.62,0,0.2,0.34,0.48,0.62,0.02,0.18,0.32,0.48,0.64,0,0.14,0.36,0.5,0.62,0,0.12,0.32,0.48,0.6
52,5.58461,0.08,0.2,0.32,0.52,0.62,0,0.22,0.34,0.48,0.6,0.02,0.16,0.36,0.5,0.64,0,0.16,0.34,0.48,0.62,0,0.14,0.32,0.5,0.62
53,5.79515,0.06,0.2,0.32,0.52,0.62,0.02,0.22,0.34,0.46,0.62,0.04,0.16,0.38,0.5,0.64,0,0.18,0.34,0.48,0.62,0,0.16,0.3,0.52,0.64
54,6.01186,0.06,0.2,0.32,0.52,0.64,0.02,0.22,0.34,0.46,0.64,0.04,0.16,0.38,0.5,0.62,0,0.18,0.32,0.5,0.64,0,0.16,0.3,0.52,0.64
55,6.23493,0.06,0.22,0.34,0.52,0.62,0.04,0.2,0.34,0.48,0.66,0.04,0.18,0.36,0.5,0.62,0,0.2,0.32,0.52,0.64,0,0.16,0.32,0.5,0.64
56,6.46452,0.06,0.22,0.36,0.5,0.62,0.04,0.2,0.38,0.48,0.66,0.02,0.2,0.36,0.5,0.62,0,0.2,0.32,0.52,0.66,0,0.14,0.34,0.5,0.64
57,6.70085,0.06,0.22,0.36,0.5,0.62,0.06,0.2,0.38,0.48,0.64,0.02,0.2,0.36,0.5,0.64,0,0.18,0.34,0.52,0.66,0,0.14,0.36,0.48,0.66
58,6.94411,0.06,0.24,0.38,0.5,0.64,0.06,0.2,0.38,0.5,0.64,0.02,0.22,0.34,0.52,0.64,0.02,0.18,0.34,0.52,0.64,0,0.14,0.36,0.48,0.68
59,7.19449,0.04,0.24,0.36,0.5,0.64,0.08,0.2,0.4,0.5,0.64,0.02,0.22,0.34,0.54,0.64,0.02,0.18,0.36,0.5,0.64,0,0.16,0.34,0.48,0.68
60,7.45221,0.04,0.24,0.36,0.48,0.64,0.08,0.2,0.4,0.5,0.62,0.02,0.22,0.34,0.54,0.66,0.04,0.16,0.38,0.5,0.64,0,0.16,0.34,0.5,0.66
61,7.71748,0.04,0.24,0.36,0.48,0.64,0.06,0.2,0.38,0.5,0.62,0.02,0.22,0.34,0.54,0.66,0.04,0.16,0.38,0.48,0.66,0,0.18,0.32,0.5,0.66
62,7.99052,0.04,0.24,0.36,0.48,0.64,0.06,0.2,0.38,0.5,0.62,0.04,0.22,0.34,0.52,0.64,0.04,0.18,0.36,0.48,0.66,0,0.2,0.32,0.52,0.64
63,8.27157,0.06,0.24,0.36,0.5,0.66,0.06,0.22,0.38,0.5,0.6,0.04,0.2,0.36,0.52,0.64,0.04,0.18,0.36,0.5,0.68,0,0.2,0.32,0.52,0.64
64,8.56085,0.06,0.24,0.36,0.52,0.66,0.06,0.22,0.38,0.5,0.62,0.06,0.2,0.36,0.52,0.64,0.02,0.2,0.36,0.5,0.66,0,0.18,0.32,0.52,0.64
65,8.85861,0.06,0.24,0.36,0.54,0.66,0.06,0.22,0.36,0.52,0.62,0.06,0.2,0.38,0.5,0.66,0.02,0.2,0.34,0.52,0.66,0.02,0.18,0.34,0.5,0.64
66,9.16509,0.08,0.24,0.36,0.54,0.64,0.06,0.22,0.36,0.52,0.62,0.08,0.2,0.38,0.5,0.66,0.02,0.22,0.34,0.52,0.66,0.02,0.18,0.36,0.5,0.64
67,9.48056,0.08,0.22,0.36,0.52,0.64,0.04,0.24,0.36,0.52,0.66,0.08,0.18,0.38,0.5,0.66,0.02,0.22,0.34,0.52,0.64,0.04,0.16,0.36,0.48,0.66
68,9.80527,0.08,0.22,0.38,0.52,0.64,0.04,0.24,0.36,0.52,0.66,0.08,0.2,0.38,0.5,0.66,0.02,0.22,0.34,0.52,0.64,0.04,0.16,0.36,0.48,0.66
69,10.1395,0.08,0.22,0.38,0.52,0.64,0.04,0.24,0.36,0.54,0.66,0.06,0.2,0.38,0.5,0.68,0.04,0.22,0.34,0.52,0.64,0.04,0.18,0.36,0.5,0.66
70,10.4835,0.1,0.22,0.38,0.52,0.64,0.06,0.24,0.34,0.54,0.64,0.06,0.2,0.38,0.5,0.68,0.04,0.2,0.34,0.52,0.64,0.04,0.18,0.36,0.52,0.66
71,10.8376,0.1,0.22,0.38,0.52,0.64,0.06,0.24,0.34,0.54,0.64,0.06,0.22,0.36,0.5,0.66,0.06,0.2,0.36,0.5,0.64,0.02,0.2,0.34,0.52,0.66
72,11.2021,0.1,0.22,0.38,0.5,0.62,0.06,0.24,0.36,0.54,0.64,0.06,0.22,0.36,0.5,0.66,0.06,0.2,0.36,0.5,0.64,0.02,0.2,0.34,0.52,0.64
73,11.5773,0.1,0.22,0.4,0.5,0.64,0.06,0.24,0.36,0.52,0.64,0.06,0.22,0.36,0.5,0.66,0.06,0.2,0.38,0.5,0.64,0.02,0.22,0.34,0.52,0.64
74,11.9634,0.1,0.22,0.4,0.5,0.64,0.08,0.22,0.36,0.52,0.64,0.06,0.22,0.36,0.52,0.64,0.08,0.18,0.38,0.48,0.66,0.02,0.22,0.34,0.52,0.64
75,12.3609,0.1,0.22,0.4,0.5,0.66,0.08,0.22,0.36,0.52,0.64,0.04,0.24,0.36,0.52,0.64,0.08,0.18,0.38,0.48,0.66,0.02,0.22,0.34,0.52,0.62
76,12.77,0.1,0.22,0.4,0.5,0.66,0.08,0.22,0.36,0.52,0.64,0.04,0.24,0.34,0.52,0.64,0.08,0.2,0.38,0.5,0.66,0.04,0.22,0.34,0.52,0.62
77,13.1911,0.1,0.22,0.4,0.5,0.66,0.08,0.22,0.38,0.52,0.64,0.04,0.24,0.34,0.52,0.64,0.06,0.2,0.38,0.5,0.66,0.04,0.2,0.34,0.5,0.62
78,13.6246,0.1,0.22,0.38,0.5,0.66,0.1,0.22,0.38,0.5,0.64,0.06,0.24,0.34,0.52,0.64,0.06,0.2,0.36,0.5,0.66,0.04,0.2,0.34,0.5,0.62
79,14.0707,0.1,0.22,0.38,0.5,0.66,0.1,0.22,0.38,0.5,0.64,0.06,0.24,0.34,0.52,0.62,0.06,0.22,0.36,0.5,0.66,0.06,0.2,0.38,0.5,0.64
80,14.5299,0.1,0.22,0.38,0.5,0.66,0.1,0.22,0.38,0.5,0.64,0.06,0.24,0.36,0.52,0.62,0.06,0.22,0.36,0.5,0.64,0.06,0.2,0.38,0.5,0.64
81,15.0026,0.1,0.22,0.38,0.5,0.66,0.1,0.2,0.38,0.5,0.64,0.08,0.22,0.36,0.52,0.62,0.06,0.22,0.36,0.5,0.64,0.08,0.2,0.36,0.48,0.64
82,15.4891,0.1,0.22,0.38,0.5,0.66,0.1,0.2,0.38,0.5,0.64,0.08,0.22,0.36,0.52,0.62,0.06,0.22,0.34,0.5,0.64,0.08,0.2,0.36,0.48,0.64
83,15.9899,0.08,0.24,0.38,0.5,0.66,0.1,0.2,0.38,0.48,0.64,0.08,0.22,0.36,0.5,0.62,0.04,0.24,0.34,0.52,0.64,0.08,0.2,0.36,0.5,0.64
84,16.5054,0.08,0.24,0.38,0.5,0.64,0.1,0.22,0.38,0.48,0.64,0.08,0.22,0.36,0.5,0.62,0.04,0.24,0.34,0.52,0.64,0.06,0.2,0.36,0.54,0.64
85,17.036,0.08,0.24,0.38,0.5,0.64,0.1,0.22,0.38,0.48,0.64,0.08,0.22,0.38,0.5,0.62,0.06,0.24,0.34,0.52,0.62,0.06,0.2,0.36,0.52,0.64
86,17.5821,0.08,0.24,0.36,0.5,0.64,0.1,0.22,0.38,0.48,0.64,0.1,0.22,0.38,0.5,0.62,0.06,0.24,0.34,0.52,0.62,0.06,0.2,0.36,0.52,0.64
87,18.1442,0.08,0.24,0.36,0.5,0.64,0.1,0.22,0.38,0.48,0.66,0.1,0.22,0.38,0.5,0.64,0.06,0.24,0.34,0.52,0.62,0.06,0.22,0.36,0.52,0.64
88,18.7228,0.08,0.24,0.36,0.5,0.64,0.1,0.22,0.38,0.48,0.64,0.1,0.2,0.38,0.5,0.64,0.06,0.22,0.34,0.52,0.62,0.06,0.22,0.34,0.52,0.64
89,19.3184,0.08,0.24,0.36,0.5,0.64,0.1,0.22,0.38,0.48,0.64,0.1,0.2,0.38,0.48,0.64,0.08,0.22,0.36,0.5,0.62,0.06,0.22,0.34,0.52,0.62
90,19.9314,0.08,0.24,0.36,0.5,0.64,0.08,0.22,0.38,0.48,0.64,0.1,0.2,0.38,0.48,0.64,0.08,0.22,0.36,0.5,0.62,0.04,0.22,0.34,0.5,0.62
91,20.5623,0.08,0.24,0.36,0.5,0.62,0.08,0.22,0.36,0.5,0.64,0.1,0.2,0.38,0.48,0.64,0.08,0.22,0.36,0.5,0.62,0.04,0.22,0.34,0.5,0.62
92,21.2118,0.08,0.24,0.36,0.5,0.62,0.08,0.24,0.36,0.5,0.64,0.1,0.2,0.38,0.48,0.64,0.08,0.22,0.36,0.5,0.62,0.06,0.22,0.34,0.5,0.62
93,21.8803,0.08,0.24,0.36,0.5,0.62,0.08,0.24,0.36,0.5,0.64,0.1,0.22,0.38,0.48,0.64,0.1,0.22,0.36,0.5,0.62,0.06,0.22,0.34,0.5,0.62
94,22.5684,0.08,0.24,0.36,0.5,0.62,0.08,0.24,0.36,0.5,0.64,0.1,0.22,0.38,0.48,0.64,0.1,0.2,0.38,0.48,0.62,0.06,0.22,0.34,0.5,0.62
95,23.2766,0.08,0.24,0.36,0.5,0.62,0.08,0.24,0.36,0.5,0.62,0.1,0.22,0.38,0.48,0.64,0.1,0.2,0.38,0.48,0.62,0.06,0.22,0.34,0.5,0.6
96,24.0056,0.08,0.24,0.34,0.52,0.62,0.08,0.24,0.36,0.5,0.62,0.1,0.22,0.38,0.48,0.64,0.1,0.2,0.38,0.48,0.62,0.08,0.22,0.34,0.5,0.6
97,24.756,0.08,0.24,0.34,0.52,0.62,0.08,0.24,0.36,0.5,0.62,0.08,0.22,0.36,0.48,0.64,0.1,0.2,0.38,0.48,0.62,0.08,0.22,0.34,0.5,0.6
98,25.5283,0.08,0.24,0.34,0.52,0.62,0.08,0.24,0.36,0.5,0.62,0.08,0.22,0.36,0.48,0.64,0.1,0.2,0.38,0.48,0.62,0.08,0.22,0.36,0.5,0.6
99,26.3233,0.08,0.24,0.34,0.52,0.62,0.08,0.24,0.36,0.5,0.62,0.08,0.22,0.36,0.48,0.64,0.1,0.2,0.38,0.48,0.62,0.08,0.22,0.36,0.48,0.6
100,27.1416,0.08,0.24,0.34,0.5,0.62,0.08,0.24,0.36,0.5,0.62,0.08,0.22,0.36,0.48,0.62,0.1,0.2,0.38,0.48,0.62,0.08,0.22,0.36,0.48,0.6
101,27.9838,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.24,0.36,0.48,0.62,0.1,0.22,0.38,0.48,0.64,0.1,0.2,0.36,0.48,0.62
102,28.8508,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.24,0.36,0.48,0.62,0.1,0.22,0.36,0.48,0.64,0.1,0.2,0.36,0.48,0.62
103,29.7431,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.24,0.36,0.48,0.62,0.1,0.22,0.36,0.48,0.64,0.1,0.2,0.36,0.48,0.62
104,30.6616,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.24,0.36,0.5,0.62,0.08,0.22,0.36,0.48,0.64,0.1,0.2,0.36,0.48,0.62
105,31.607,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.24,0.36,0.5,0.62,0.08,0.22,0.36,0.48,0.62,0.1,0.2,0.36,0.46,0.62
106,32.5802,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.22,0.36,0.48,0.62,0.1,0.2,0.36,0.46,0.62
107,33.5818,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.22,0.36,0.48,0.62,0.1,0.2,0.36,0.46,0.62
108,34.6128,0.1,0.24,0.36,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.22,0.36,0.48,0.62,0.1,0.2,0.36,0.46,0.62
109,35.674,0.1,0.24,0.36,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.62,0.08,0.22,0.36,0.48,0.62,0.1,0.22,0.36,0.46,0.62
110,36.7663,0.1,0.24,0.36,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.36,0.48,0.62,0.1,0.22,0.36,0.46,0.62
111,37.8906,0.1,0.24,0.36,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.36,0.48,0.62,0.08,0.22,0.36,0.46,0.62
112,39.0479,0.1,0.24,0.36,0.5,0.6,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6,0.08,0.22,0.36,0.46,0.62
113,40.239,0.1,0.24,0.36,0.5,0.6,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6,0.08,0.22,0.36,0.48,0.62
114,41.4651,0.1,0.24,0.36,0.5,0.6,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6,0.08,0.22,0.36,0.48,0.62
115,42.7271,0.1,0.24,0.36,0.5,0.6,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6,0.08,0.22,0.36,0.48,0.62
116,44.0261,0.1,0.22,0.36,0.48,0.6,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6,0.08,0.22,0.36,0.48,0.62
117,45.3631,0.1,0.22,0.36,0.48,0.6,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6,0.08,0.22,0.34,0.48,0.6
118,46.7394,0.1,0.22,0.36,0.48,0.6,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6
119,48.1559,0.1,0.22,0.36,0.48,0.6,0.1,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6
120,49.614,0.1,0.22,0.36,0.48,0.58,0.1,0.24,0.34,0.48,0.58,0.08,0.24,0.34,0.5,0.58,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6
121,51.1148,0.1,0.22,0.36,0.48,0.58,0.1,0.24,0.34,0.48,0.58,0.1,0.24,0.34,0.5,0.58,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.58
122,52.6596,0.1,0.22,0.36,0.48,0.58,0.1,0.22,0.34,0.48,0.58,0.1,0.24,0.34,0.5,0.58,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6
123,54.2497,0.12,0.22,0.36,0.48,0.58,0.1,0.22,0.34,0.48,0.58,0.1,0.24,0.34,0.5,0.58,0.08,0.24,0.34,0.5,0.6,0.08,0.24,0.34,0.48,0.6
124,55.8863,0.12,0.22,0.36,0.48,0.58,0.1,0.22,0.36,0.48,0.58,0.1,0.24,0.34,0.48,0.58,0.08,0.24,0.34,0.5,0.58,0.08,0.24,0.34,0.48,0.6
125,57.5709,0.12,0.22,0.36,0.48,0.58,0.1,0.22,0.36,0.48,0.58,0.1,0.24,0.34,0.48,0.58,0.08,0.24,0.34,0.5,0.58,0.08,0.24,0.34,0.48,0.6
126,59.3049,0.12,0.22,0.36,0.48,0.58,0.1,0.22,0.36,0.48,0.58,0.1,0.24,0.34,0.48,0.58,0.08,0.24,0.34,0.5,0.58,0.08,0.24,0.34,0.48,0.6
127,61.0897,0.12,0.22,0.36,0.48,0.58,0.1,0.22,0.36,0.48,0.58,0.1,0.22,0.34,0.48,0.58,0.08,0.24,0.34,0.5,0.58,0.08,0.24,0.34,0.48,0.6
128,62.9268,0.12,0.22,0.36,0.48,0.58,0.1,0.22,0.36,0.48,0.58,0.1,0.22,0.34,0.48,0.58,0.08,0.24,0.34,0.48,0.58,0.08,0.24,0.34,0.48,0.58
129,64.8177,0.12,0.22,0.36,0.48,0.58,0.1,0.22,0.36,0.48,0.58,0.1,0.22,0.34,0.48,0.58,0.1,0.24,0.34,0.48,0.58,0.08,0.24,0.34,0.48,0.58
130,66.7641,0.12,0.22,0.36,0.46,0.58,0.1,0.22,0.36,0.48,0.58,0.1,0.22,0.34,0.48,0.58,0.1,0.24,0.34,0.48,0.58,0.08,0.24,0.34,0.48,0.58
131,68.7675,0.12,0.22,0.36,0.46,0.58,0.1,0.22,0.36,0.48,0.58,0.1,0.22,0.34,0.48,0.58,0.1,0.24,0.34,0.48,0.58,0.08,0.24,0.34,0.48,0.58
132,70.8295,0.12,0.22,0.36,0.46,0.58,0.12,0.22,0.36,0.46,0.58,0.1,0.22,0.34,0.48,0.58,0.1,0.22,0.34,0.48,0.58,0.08,0.24,0.34,0.48,0.58
133,72.9521,0.12,0.22,0.36,0.46,0.58,0.12,0.22,0.36,0.46,0.58,0.1,0.22,0.34,0.46,0.58,0.1,0.22,0.34,0.48,0.58,0.08,0.24,0.34,0.48,0.58
134,75.1368,0.12,0.22,0.36,0.46,0.58,0.12,0.22,0.36,0.46,0.58,0.1,0.22,0.34,0.46,0.58,0.1,0.22,0.34,0.48,0.58,0.08,0.24,0.34,0.48,0.58
135,77.3855,0.12,0.22,0.36,0.46,0.58,0.12,0.22,0.36,0.46,0.58,0.1,0.22,0.34,0.46,0.58,0.1,0.22,0.34,0.46,0.58,0.08,0.24,0.34,0.48,0.58
136,79.7002,0.12,0.22,0.36,0.46,0.58,0.12,0.22,0.36,0.44,0.58,0.1,0.22,0.36,0.46,0.58,0.1,0.22,0.34,0.46,0.58,0.08,0.24,0.34,0.46,0.58
137,82.0826,0.12,0.22,0.36,0.46,0.58,0.12,0.22,0.36,0.44,0.58,0.1,0.22,0.36,0.46,0.58,0.1,0.22,0.34,0.46,0.58,0.1,0.24,0.34,0.46,0.58
