gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0272956,0.120638,0.253456,0.425709,0,0,0,0.0272956,0.120638,0.253456,0.425709,0,0,0,0.0272956,0.120638,0.253456,0.425709,0,0,0,0.0272955,0.120637,0.253456,0.425709,0,0,0,0.0272954,0.120637,0.253456,0.425709,0,0,0,0.0272954,0.120637,0.253456,0.425709,0,0,0,0.0272954,0.120637,0.253456,0.425709
1,0.0185364,0,0,0,0.0376977,0.13371,0.268127,0.441026,0,0,0,0.0378083,0.133841,0.268273,0.44118,0,0,0,0.0379189,0.133972,0.26842,0.441334,0,0,0,0.0380295,0.134102,0.268566,0.441487,0,0,0,0.0381399,0.134233,0.268712,0.441641,0,0,0,0.0382505,0.134364,0.268859,0.441795,0,0,0,0.0383611,0.134497,0.269005,0.441948
2,0.0372875,0,0,0,0.0488937,0.14717,0.282994,0.456582,0,0,0,0.0491162,0.147438,0.283293,0.456891,0,0,0,0.0493388,0.147706,0.283592,0.457201,0,0,0,0.0495612,0.147973,0.283891,0.45751,0,0,0,0.0497836,0.148241,0.28419,0.457819,0,0,0,0.0500061,0.148509,0.284489,0.458128,0,0,0,0.0502286,0.148777,0.284788,0.458437
3,0.0562558,0,0,0,0.0608895,0.161484,0.298212,0.472487,0,0,0,0.061282,0.161932,0.298663,0.472961,0,0,0,0.0616745,0.162379,0.299114,0.473435,0,0,0,0.0620669,0.162827,0.299565,0.473909,0,0,0,0.0624592,0.163274,0.300016,0.474382,0,0,0,0.0628517,0.163722,0.300467,0.474856,0,0,0,0.0632442,0.164169,0.300918,0.47533
4,0.0754439,0,0,0.000665234,0.0742834,0.176776,0.313769,0.488664,0,0,0.00119445,0.0748098,0.177381,0.314382,0.489302,0,0,0.00172367,0.0753361,0.177987,0.314996,0.489939,0,0,0.00225278,0.0758748,0.178593,0.315609,0.490576,0,0,0.00278176,0.0764165,0.179198,0.316222,0.491213,0,0,0.00331098,0.0769584,0.179804,0.316835,0.491851,0,0,0.0038402,0.0775003,0.180409,0.317449,0.492488
5,0.0948544,0,0,0.0142882,0.0881987,0.192364,0.32959,0.505069,0,0,0.0149535,0.0888801,0.193126,0.330366,0.505871,0,0,0.0156189,0.0895614,0.193887,0.331141,0.506672,0,0,0.0162842,0.0902426,0.194648,0.331917,0.507473,0,0,0.0169493,0.0909238,0.195405,0.332692,0.508274,0,0,0.0176147,0.0916051,0.196124,0.333468,0.509075,0,0,0.0182801,0.0922865,0.196843,0.334244,0.509875
6,0.11449,0,0,0.0261458,0.10181,0.207416,0.345654,0.521615,0,0,0.0267869,0.102577,0.208283,0.346584,0.522578,0,0,0.027428,0.103344,0.209151,0.347508,0.523541,0,0,0.028069,0.104111,0.210018,0.348432,0.524504,0,0,0.0287099,0.104878,0.210886,0.349356,0.525468,0,0,0.029351,0.105646,0.211753,0.35028,0.526431,0,0,0.0299921,0.106413,0.212621,0.351204,0.527394
7,0.134352,0,0,0.0372739,0.115158,0.22264,0.361698,0.538346,0,0,0.0380746,0.116103,0.223684,0.362783,0.53948,0,0,0.0388762,0.117048,0.224729,0.363867,0.540613,0,0,0.0396777,0.117992,0.225773,0.364951,0.541747,0,0,0.0404792,0.118937,0.226818,0.366035,0.54288,0,0,0.0412808,0.119882,0.227863,0.36712,0.544013,0,0,0.0420824,0.120826,0.228907,0.368204,0.545147
8,0.154445,0,0,0.0492676,0.129294,0.238293,0.378103,0.555306,0,0,0.0501891,0.13038,0.239518,0.379373,0.556609,0,0,0.0511106,0.131466,0.240744,0.380644,0.557912,0,0,0.0520321,0.132552,0.241969,0.381915,0.55922,0,0,0.0529534,0.133638,0.243194,0.383185,0.560535,0,0,0.0538749,0.134731,0.244419,0.384456,0.56185,0,0,0.0547964,0.135838,0.245645,0.385726,0.563164
9,0.174771,0,0.00332946,0.0622636,0.143771,0.254427,0.39488,0.572588,0,0.0045556,0.0634811,0.145024,0.255814,0.396338,0.574076,0,0.00578174,0.0646986,0.146276,0.2572,0.397795,0.575564,0,0.00700777,0.065916,0.147529,0.258586,0.399253,0.577052,0,0.00823367,0.0671334,0.148781,0.259967,0.40071,0.578539,0,0.00945981,0.0683509,0.150034,0.261348,0.402168,0.580027,0,0.0106859,0.0695684,0.151286,0.262729,0.403625,0.581515
