gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.6869,-57.6869,-57.6869,-57.6869,-57.6869,-57.6869,-57.6869,-52.0371,-52.0371,-52.0371,-52.0371,-52.0371,-52.0371,-52.0371,-48.0071,-48.0071,-48.0071,-48.0071,-48.0071,-48.0071,-48.0071,-45.0362,-45.0362,-45.0362,-45.0362,-45.0362,-45.0362,-45.0362,-42.5027,-42.5027,-42.5027,-42.5027,-42.5027,-42.5027,-42.5027,-40.1316,-40.1316,-40.1316,-40.1316,-40.1316,-40.1316,-40.1316,-37.8177,-37.8177,-37.8177,-37.8177,-37.8177,-37.8177,-37.8177
1,0.0185364,-56.5093,-56.0214,-55.5601,-55.1235,-54.7098,-54.3175,-53.9452,-51.3835,-51.1082,-50.8453,-50.5942,-50.3542,-50.1246,-49.9047,-47.645,-47.4904,-47.3416,-47.1983,-47.0603,-46.9273,-46.7991,-44.801,-44.7017,-44.6024,-44.5031,-44.4038,-44.3045,-44.2052,-42.3224,-42.2422,-42.1643,-42.0863,-42.0084,-41.9305,-41.8526,-39.9852,-39.9186,-39.852,-39.7855,-39.7191,-39.6573,-39.5956,-37.694,-37.6402,-37.5864,-37.5326,-37.4787,-37.4249,-37.3711
2,0.0372875,-55.4596,-54.6149,-53.8556,-53.1703,-52.5498,-51.9862,-51.4727,-50.7877,-50.2988,-49.8515,-49.4412,-49.064,-48.7163,-48.3951,-47.3088,-47.0284,-46.7679,-46.5256,-46.2998,-46.0648,-45.8231,-44.58,-44.3803,-44.1805,-43.9869,-43.8039,-43.6209,-43.438,-42.1467,-41.99,-41.8332,-41.6765,-41.5264,-41.3795,-41.2326,-39.837,-39.7044,-39.5803,-39.4561,-39.3322,-39.2089,-39.0856,-37.5742,-37.466,-37.3577,-37.2495,-37.1413,-37.033,-36.9248
3,0.0562558,-53.2892,-52.6983,-52.1586,-51.6641,-51.2101,-50.7921,-50.4065,-49.7794,-49.3162,-48.8953,-48.5118,-48.1614,-47.8403,-47.5453,-46.9963,-46.6138,-46.2702,-45.9089,-45.5442,-45.2151,-44.9001,-44.3565,-44.0551,-43.7789,-43.5029,-43.236,-42.9767,-42.7203,-41.9713,-41.7348,-41.5063,-41.2847,-41.0655,-40.8531,-40.643,-39.6896,-39.5023,-39.3154,-39.1294,-38.9439,-38.7635,-38.5831,-37.4531,-37.2898,-37.1265,-36.9632,-36.8028,-36.6509,-36.4991
4,0.0754439,-52.2438,-51.5809,-50.9892,-50.459,-49.9819,-49.5511,-49.1609,-48.8758,-48.4631,-48.0887,-47.7481,-47.4371,-47.1526,-46.8828,-46.1781,-45.8759,-45.5737,-45.2944,-45.0333,-44.7723,-44.5176,-44.1303,-43.7537,-43.3835,-43.0354,-42.6924,-42.3665,-42.0478,-41.7939,-41.4861,-41.1888,-40.9012,-40.6192,-40.342,-40.0717,-39.5491,-39.2984,-39.0489,-38.8043,-38.5624,-38.3268,-38.093,-37.3306,-37.1115,-36.8925,-36.6853,-36.4914,-36.2886,-36.0902
5,0.0948544,-50.8455,-50.3492,-49.9005,-49.4934,-49.123,-48.785,-48.4757,-48.3148,-47.8663,-47.4671,-47.1102,-46.7448,-46.3256,-45.9286,-46.4342,-45.8376,-45.2523,-44.7212,-44.2212,-43.7456,-43.2913,-43.9143,-43.4489,-43.0074,-42.5823,-42.1736,-41.783,-41.4031,-41.6151,-41.2414,-40.8782,-40.5256,-40.1788,-39.8462,-39.522,-39.4069,-39.093,-38.7848,-38.4826,-38.1867,-37.9008,-37.6174,-37.2066,-36.9312,-36.6689,-36.4229,-36.1703,-35.9216,-35.679
6,0.11449,-50.5678,-49.8466,-49.228,-48.6935,-48.2284,-47.8212,-47.3467,-47.8184,-47.3482,-46.9367,-46.4365,-45.9487,-45.5285,-45.1113,-45.3503,-44.9541,-44.5608,-44.1951,-43.8367,-43.4979,-43.1639,-43.0881,-42.762,-42.4564,-42.1527,-41.8613,-41.5742,-41.2935,-40.9443,-40.6784,-40.4184,-40.1611,-39.9129,-39.669,-39.4278,-38.8409,-38.614,-38.3916,-38.1709,-37.9577,-37.7463,-37.5349,-36.7161,-36.5252,-36.3445,-36.157,-35.9715,-35.7893,-35.6084
7,0.134352,-49.8909,-49.1669,-48.5564,-48.0368,-47.5573,-46.8933,-46.317,-47.3773,-46.8882,-46.2944,-45.7578,-45.2647,-44.7952,-44.3504,-44.9803,-44.5215,-44.0923,-43.6828,-43.2851,-42.9061,-42.5403,-42.7835,-42.4235,-42.0709,-41.729,-41.3979,-41.0739,-40.7588,-41.2665,-40.7582,-40.2646,-39.7919,-39.3355,-38.8947,-38.4682,-39.1145,-38.6837,-38.261,-37.854,-37.4526,-37.0716,-36.7043,-36.9464,-36.5838,-36.2327,-35.8815,-35.5391,-35.2049,-34.8786
8,0.154445,-49.2983,-48.582,-47.9872,-47.3888,-46.6342,-46.0231,-45.4224,-46.9839,-46.3214,-45.7065,-45.1406,-44.6086,-44.1229,-43.6484,-44.6061,-44.1118,-43.6414,-43.1878,-42.7546,-42.3418,-41.9453,-42.4935,-42.0864,-41.6934,-41.3144,-40.9468,-40.5893,-40.2411,-40.45,-40.1046,-39.7712,-39.4457,-39.1289,-38.8188,-38.5149,-38.4184,-38.121,-37.8358,-37.5506,-37.2738,-37.0091,-36.7461,-36.3676,-36.1148,-35.8659,-35.6219,-35.3827,-35.1471,-34.9147
9,0.174771,-48.7769,-48.0754,-47.4105,-46.5711,-45.8796,-45.2057,-44.6306,-46.5204,-45.7971,-45.1558,-44.5537,-44.0118,-43.4729,-42.969,-44.2557,-43.7145,-43.2002,-42.712,-42.2453,-41.8016,-41.368,-42.2014,-41.7562,-41.3251,-40.9095,-40.5074,-40.1179,-39.7402,-40.2022,-39.8234,-39.455,-39.0964,-38.7471,-38.4073,-38.0749,-38.2075,-37.8815,-37.5587,-37.246,-36.9476,-36.6496,-36.3591,-36.1878,-35.905,-35.6288,-35.3581,-35.0924,-34.8314,-34.5749
10,0.195332,-48.316,-47.6256,-46.662,-45.8891,-45.1362,-44.5084,-43.8404,-46.0323,-45.3155,-44.6328,-44.0192,-43.4165,-42.8598,-42.3489,-43.9042,-43.3261,-42.7737,-42.2514,-41.7555,-41.273,-40.814,-41.9194,-41.4319,-40.9633,-40.5129,-40.0785,-39.6589,-39.2528,-39.9623,-39.5467,-39.1433,-38.7519,-38.3728,-38.0012,-37.6453,-37.9998,-37.6391,-37.286,-36.9517,-36.6194,-36.2948,-35.9783,-36.0084,-35.6976,-35.3936,-35.096,-34.8047,-34.5193,-34.2395
11,0.216131,-47.9068,-46.9695,-46.0544,-45.2165,-44.5089,-43.7788,-43.1645,-45.6215,-44.8484,-44.1472,-43.4816,-42.8603,-42.2952,-41.731,-43.5728,-42.9495,-42.363,-41.8088,-41.2735,-40.7658,-40.2768,-41.6363,-41.1101,-40.6072,-40.1241,-39.6592,-39.2109,-38.7779,-39.7224,-39.2708,-38.8344,-38.4126,-38.0016,-37.6078,-37.2259,-37.7931,-37.395,-37.0214,-36.6544,-36.2951,-35.9451,-35.6037,-35.8293,-35.4901,-35.159,-34.8355,-34.5195,-34.2105,-33.9082
12,0.237172,-46.9735,-46.1112,-45.3234,-44.6399,-43.9432,-43.3462,-42.8095,-45.2058,-44.3978,-43.6702,-42.9725,-42.344,-41.7249,-41.1548,-43.2385,-42.5817,-41.9631,-41.371,-40.8095,-40.2716,-39.7568,-41.3586,-40.7951,-40.2564,-39.7428,-39.2489,-38.7734,-38.3157,-39.4837,-38.997,-38.5283,-38.0772,-37.6418,-37.2219,-36.8123,-37.5839,-37.1611,-36.7581,-36.3611,-35.9752,-35.6001,-35.2351,-35.237,-35.0161,-34.7983,-34.5832,-34.3724,-34.1644,-33.9587
13,0.258456,-45.7118,-45.1001,-44.591,-44.048,-43.5477,-43.109,-42.6858,-43.8813,-43.3873,-42.9337,-42.5097,-42.0938,-41.6789,-41.2959,-42.9166,-42.2203,-41.5674,-40.9466,-40.3559,-39.7908,-39.2506,-41.0827,-40.4852,-39.9145,-39.3683,-38.847,-38.3464,-37.8635,-39.247,-38.7277,-38.2294,-37.7486,-37.2875,-36.8399,-36.4061,-37.3746,-36.9309,-36.4941,-36.0704,-35.6589,-35.2595,-34.872,-35.0282,-34.7908,-34.5569,-34.3272,-34.1017,-33.8794,-33.6602
14,0.279986,-45.1751,-44.6108,-44.0208,-43.4869,-43.0198,-42.5582,-42.0846,-43.448,-42.9514,-42.4914,-42.0406,-41.5982,-41.1833,-40.7783,-41.7813,-41.3526,-40.9417,-40.5433,-40.1568,-39.7817,-39.4174,-40.1006,-39.7271,-39.3641,-39.0124,-38.6706,-38.3382,-38.0135,-38.3921,-38.0629,-37.7448,-37.434,-37.1304,-36.8325,-36.5408,-36.6363,-36.3487,-36.067,-35.7907,-35.5194,-35.253,-34.9914,-34.8196,-34.5659,-34.317,-34.0731,-33.8332,-33.5969,-33.3638
15,0.301766,-44.7095,-44.0896,-43.4999,-42.9957,-42.4937,-41.9962,-41.5392,-43.0395,-42.5378,-42.052,-41.5764,-41.1291,-40.6943,-40.274,-41.4293,-40.9833,-40.5531,-40.137,-39.7343,-39.3433,-38.9656,-39.7927,-39.4009,-39.0212,-38.6527,-38.2954,-37.9468,-37.6066,-38.1224,-37.7771,-37.4417,-37.1144,-36.794,-36.4809,-36.1746,-36.4006,-36.0959,-35.7975,-35.5053,-35.219,-34.9383,-34.6639,-34.6109,-34.3426,-34.0792,-33.8206,-33.5665,-33.3158,-33.0676
