gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
41,3.62902,2.27377,2.27377,2.27377,2.2323,2.2323,2.2323,2.18316,2.18316,2.18316,2.12859,2.12859,2.12859,2.07241,2.07241,2.07241
42,3.78225,2.40402,2.40402,2.40402,2.36324,2.36324,2.36324,2.31491,2.31491,2.31491,2.26122,2.26122,2.26122,2.20545,2.20545,2.20545
43,3.93998,2.53874,2.53874,2.53874,2.49841,2.49841,2.49841,2.45065,2.45065,2.45065,2.39775,2.39775,2.39775,2.34302,2.34302,2.34302
44,4.10232,2.67802,2.67802,2.67802,2.638,2.638,2.638,2.59075,2.59075,2.59075,2.53834,2.53834,2.53834,2.48421,2.48421,2.48421
45,4.26943,2.82199,2.82199,2.82199,2.78218,2.78218,2.78218,2.73528,2.73528,2.73528,2.68328,2.68328,2.68328,2.62961,2.62961,2.62961
46,4.44143,2.97049,2.97049,2.97049,2.9311,2.9311,2.9311,2.88457,2.88457,2.88457,2.83306,2.83306,2.83306,2.77996,2.77996,2.77996
47,4.61847,3.12348,3.12348,3.12348,3.08464,3.08464,3.08464,3.03863,3.03863,3.03863,2.98764,2.98764,2.98764,2.935,2.935,2.935
48,4.8007,3.28134,3.28134,3.28134,3.24301,3.24301,3.24301,3.19758,3.19758,3.19758,3.14713,3.14713,3.14713,3.09492,3.09492,3.09492
49,4.98827,3.44412,3.44412,3.44412,3.40624,3.40624,3.40624,3.36134,3.36134,3.36134,3.31145,3.31145,3.31145,3.2599,3.2599,3.2599
50,5.18134,3.61217,3.61217,3.61217,3.57453,3.57453,3.57453,3.53008,3.53008,3.53008,3.48074,3.48074,3.48074,3.42963,3.42963,3.42963
51,5.38006,3.78559,3.78559,3.78559,3.74815,3.74815,3.74815,3.70395,3.70395,3.70395,3.65492,3.65492,3.65492,3.60426,3.60426,3.60426
52,5.58461,3.96437,3.96437,3.96437,3.92724,3.92724,3.92724,3.88342,3.88342,3.88342,3.83471,3.83471,3.83471,3.78433,3.78433,3.78433
53,5.79515,4.14892,4.14892,4.14892,4.11204,4.11204,4.11204,4.06859,4.06859,4.06859,4.02042,4.02042,4.02042,3.97066,3.97066,3.97066
54,6.01186,4.33936,4.33936,4.33936,4.30289,4.30289,4.30289,4.25978,4.25978,4.25978,4.21193,4.21193,4.21193,4.16258,4.16258,4.16258
55,6.23493,4.53532,4.53532,4.53532,4.49932,4.49932,4.49932,4.4567,4.4567,4.4567,4.4093,4.4093,4.4093,4.36034,4.36034,4.36034
56,6.46452,4.73715,4.73715,4.73715,4.70151,4.70151,4.70151,4.65933,4.65933,4.65933,4.61245,4.61245,4.61245,4.56398,4.56398,4.56398
57,6.70085,4.94546,4.94546,4.94546,4.90999,4.90999,4.90999,4.86807,4.86807,4.86807,4.82149,4.82149,4.82149,4.77335,4.77335,4.77335
58,6.94411,5.16032,5.16032,5.16032,5.12501,5.12501,5.12501,5.08329,5.08329,5.08329,5.03693,5.03693,5.03693,4.98898,4.98898,4.98898
59,7.19449,5.38179,5.38179,5.38179,5.34676,5.34676,5.34676,5.30532,5.30532,5.30532,5.25929,5.25929,5.25929,5.21175,5.21175,5.21175
60,7.45221,5.61007,5.61007,5.61007,5.57531,5.57531,5.57531,5.53423,5.53423,5.53423,5.48858,5.48858,5.48858,5.44145,5.44145,5.44145
61,7.71748,5.8455,5.8455,5.8455,5.81098,5.81098,5.81098,5.77018,5.77018,5.77018,5.72486,5.72486,5.72486,5.67809,5.67809,5.67809
62,7.99052,6.08808,6.08808,6.08808,6.05391,6.05391,6.05391,6.01344,6.01344,6.01344,5.96842,5.96842,5.96842,5.92194,5.92194,5.92194
63,8.27157,6.33772,6.33772,6.33772,6.30393,6.30393,6.30393,6.26389,6.26389,6.26389,6.21928,6.21928,6.21928,6.17319,6.17319,6.17319
64,8.56085,6.59499,6.59499,6.59499,6.56143,6.56143,6.56143,6.52175,6.52175,6.52175,6.47762,6.47762,6.47762,6.43199,6.43199,6.43199
65,8.85861,6.86035,6.86035,6.86035,6.8269,6.8269,6.8269,6.78737,6.78737,6.78737,6.74346,6.74346,6.74346,6.6981,6.6981,6.6981
66,9.16509,7.13384,7.13384,7.13384,7.10054,7.10054,7.10054,7.06114,7.06114,7.06114,7.01732,7.01732,7.01732,6.97207,6.97207,6.97207
67,9.48056,7.41559,7.41559,7.41559,7.38254,7.38254,7.38254,7.34338,7.34338,7.34338,7.29979,7.29979,7.29979,7.25476,7.25476,7.25476
68,9.80527,7.7059,7.7059,7.7059,7.67305,7.67305,7.67305,7.63413,7.63413,7.63413,7.59083,7.59083,7.59083,7.54614,7.54614,7.54614
69,10.1395,8.00518,8.00518,8.00518,7.97246,7.97246,7.97246,7.93376,7.93376,7.93376,7.89075,7.89075,7.89075,7.84641,7.84641,7.84641
70,10.4835,8.3134,8.3134,8.3134,8.28089,8.28089,8.28089,8.24245,8.24245,8.24245,8.19973,8.19973,8.19973,8.15568,8.15568,8.15568
71,10.8376,8.63091,8.63091,8.63091,8.59868,8.59868,8.59868,8.56056,8.56056,8.56056,8.51812,8.51812,8.51812,8.4743,8.4743,8.4743
72,11.2021,8.95778,8.95778,8.95778,8.92587,8.92587,8.92587,8.88813,8.88813,8.88813,8.8461,8.8461,8.8461,8.80261,8.80261,8.80261
73,11.5773,9.29439,9.29439,9.29439,9.26262,9.26262,9.26262,9.22508,9.22508,9.22508,9.18333,9.18333,9.18333,9.14024,9.14024,9.14024
74,11.9634,9.64146,9.64146,9.64146,9.60972,9.60972,9.60972,9.57222,9.57222,9.57222,9.53056,9.53056,9.53056,9.48762,9.48762,9.48762
75,12.3609,9.99906,9.99906,9.99906,9.96746,9.96746,9.96746,9.9301,9.9301,9.9301,9.88853,9.88853,9.88853,9.84566,9.84566,9.84566
76,12.77,10.3674,10.3674,10.3674,10.336,10.336,10.336,10.2989,10.2989,10.2989,10.2575,10.2575,10.2575,10.2147,10.2147,10.2147
77,13.1911,10.7468,10.7468,10.7468,10.7156,10.7156,10.7156,10.6787,10.6787,10.6787,10.6376,10.6376,10.6376,10.5952,10.5952,10.5952
78,13.6246,11.1376,11.1376,11.1376,11.1066,11.1066,11.1066,11.07,11.07,11.07,11.0292,11.0292,11.0292,10.987,10.987,10.987
79,14.0707,11.5401,11.5401,11.5401,11.5093,11.5093,11.5093,11.4728,11.4728,11.4728,11.4322,11.4322,11.4322,11.3903,11.3903,11.3903
80,14.5299,11.9546,11.9546,11.9546,11.924,11.924,11.924,11.8876,11.8876,11.8876,11.8471,11.8471,11.8471,11.8054,11.8054,11.8054
81,15.0026,12.3817,12.3817,12.3817,12.351,12.351,12.351,12.3148,12.3148,12.3148,12.2744,12.2744,12.2744,12.2329,12.2329,12.2329
82,15.4891,12.8215,12.8215,12.8215,12.791,12.791,12.791,12.7549,12.7549,12.7549,12.7148,12.7148,12.7148,12.6735,12.6735,12.6735
83,15.9899,13.2743,13.2743,13.2743,13.244,13.244,13.244,13.2081,13.2081,13.2081,13.1683,13.1683,13.1683,13.1272,13.1272,13.1272
84,16.5054,13.7404,13.7404,13.7404,13.7103,13.7103,13.7103,13.6748,13.6748,13.6748,13.6352,13.6352,13.6352,13.5943,13.5943,13.5943
85,17.036,14.2205,14.2205,14.2205,14.1906,14.1906,14.1906,14.1552,14.1552,14.1552,14.1158,14.1158,14.1158,14.0752,14.0752,14.0752
86,17.5821,14.7153,14.7153,14.7153,14.6854,14.6854,14.6854,14.6501,14.6501,14.6501,14.6108,14.6108,14.6108,14.5703,14.5703,14.5703
87,18.1442,15.2248,15.2248,15.2248,15.195,15.195,15.195,15.1599,15.1599,15.1599,15.1207,15.1207,15.1207,15.0803,15.0803,15.0803
88,18.7228,15.7496,15.7496,15.7496,15.7199,15.7199,15.7199,15.6848,15.6848,15.6848,15.6457,15.6457,15.6457,15.6054,15.6054,15.6054
89,19.3184,16.29,16.29,16.29,16.2604,16.2604,16.2604,16.2254,16.2254,16.2254,16.1864,16.1864,16.1864,16.1461,16.1461,16.1461
90,19.9314,16.8466,16.8466,16.8466,16.817,16.817,16.817,16.7821,16.7821,16.7821,16.7433,16.7433,16.7433,16.7032,16.7032,16.7032
91,20.5623,17.4196,17.4196,17.4196,17.3902,17.3902,17.3902,17.3554,17.3554,17.3554,17.3167,17.3167,17.3167,17.2769,17.2769,17.2769
92,21.2118,18.0096,18.0096,18.0096,17.9803,17.9803,17.9803,17.9457,17.9457,17.9457,17.9072,17.9072,17.9072,17.8676,17.8676,17.8676
93,21.8803,18.6172,18.6172,18.6172,18.5881,18.5881,18.5881,18.5535,18.5535,18.5535,18.5152,18.5152,18.5152,18.4758,18.4758,18.4758
94,22.5684,19.2429,19.2429,19.2429,19.2139,19.2139,19.2139,19.1795,19.1795,19.1795,19.1413,19.1413,19.1413,19.102,19.102,19.102
95,23.2766,19.8871,19.8871,19.8871,19.8582,19.8582,19.8582,19.824,19.824,19.824,19.7859,19.7859,19.7859,19.7467,19.7467,19.7467
96,24.0056,20.5506,20.5506,20.5506,20.5218,20.5218,20.5218,20.4878,20.4878,20.4878,20.4498,20.4498,20.4498,20.4105,20.4105,20.4105
97,24.756,21.2337,21.2337,21.2337,21.2051,21.2051,21.2051,21.1712,21.1712,21.1712,21.1333,21.1333,21.1333,21.0942,21.0942,21.0942
98,25.5283,21.9371,21.9371,21.9371,21.9086,21.9086,21.9086,21.8747,21.8747,21.8747,21.837,21.837,21.837,21.798,21.798,21.798
99,26.3233,22.661,22.661,22.661,22.6327,22.6327,22.6327,22.599,22.599,22.599,22.5615,22.5615,22.5615,22.5227,22.5227,22.5227
100,27.1416,23.4062,23.4062,23.4062,23.3779,23.3779,23.3779,23.3444,23.3444,23.3444,23.3071,23.3071,23.3071,23.2687,23.2687,23.2687
101,27.9838,24.1736,24.1736,24.1736,24.1453,24.1453,24.1453,24.1116,24.1116,24.1116,24.0743,24.0743,24.0743,24.0359,24.0359,24.0359
102,28.8508,24.964,24.964,24.964,24.9356,24.9356,24.9356,24.902,24.902,24.902,24.8646,24.8646,24.8646,24.8261,24.8261,24.8261
103,29.7431,25.7778,25.7778,25.7778,25.7495,25.7495,25.7495,25.716,25.716,25.716,25.6787,25.6787,25.6787,25.6403,25.6403,25.6403
104,30.6616,26.6157,26.6157,26.6157,26.5874,26.5874,26.5874,26.5541,26.5541,26.5541,26.517,26.517,26.517,26.4787,26.4787,26.4787
105,31.607,27.4785,27.4785,27.4785,27.4503,27.4503,27.4503,27.417,27.417,27.417,27.38,27.38,27.38,27.3419,27.3419,27.3419
106,32.5802,28.3669,28.3669,28.3669,28.3387,28.3387,28.3387,28.3055,28.3055,28.3055,28.2686,28.2686,28.2686,28.2305,28.2305,28.2305
107,33.5818,29.2815,29.2815,29.2815,29.2534,29.2534,29.2534,29.2202,29.2202,29.2202,29.1834,29.1834,29.1834,29.1454,29.1454,29.1454
108,34.6128,30.2232,30.2232,30.2232,30.1952,30.1952,30.1952,30.1621,30.1621,30.1621,30.1253,30.1253,30.1253,30.0874,30.0874,30.0874
109,35.674,31.1928,31.1928,31.1928,31.1648,31.1648,31.1648,31.1317,31.1317,31.1317,31.095,31.095,31.095,31.0571,31.0571,31.0571
110,36.7663,32.191,32.191,32.191,32.1631,32.1631,32.1631,32.1301,32.1301,32.1301,32.0934,32.0934,32.0934,32.0557,32.0557,32.0557
111,37.8906,33.2188,33.2188,33.2188,33.1909,33.1909,33.1909,33.158,33.158,33.158,33.1214,33.1214,33.1214,33.0838,33.0838,33.0838
112,39.0479,34.2769,34.2769,34.2769,34.2491,34.2491,34.2491,34.2162,34.2162,34.2162,34.1796,34.1796,34.1796,34.1422,34.1422,34.1422
113,40.239,35.3664,35.3664,35.3664,35.3386,35.3386,35.3386,35.3056,35.3056,35.3056,35.2691,35.2691,35.2691,35.2318,35.2318,35.2318
114,41.4651,36.488,36.488,36.488,36.4602,36.4602,36.4602,36.4273,36.4273,36.4273,36.3908,36.3908,36.3908,36.3535,36.3535,36.3535
115,42.7271,37.6427,37.6427,37.6427,37.615,37.615,37.615,37.5821,37.5821,37.5821,37.5457,37.5457,37.5457,37.5084,37.5084,37.5084
116,44.0261,38.8315,38.8315,38.8315,38.8038,38.8038,38.8038,38.7711,38.7711,38.7711,38.7348,38.7348,38.7348,38.6975,38.6975,38.6975
117,45.3631,40.0553,40.0553,40.0553,40.0278,40.0278,40.0278,39.9953,39.9953,39.9953,39.959,39.959,39.959,39.9217,39.9217,39.9217
118,46.7394,41.3152,41.3152,41.3152,41.2878,41.2878,41.2878,41.2554,41.2554,41.2554,41.2193,41.2193,41.2193,41.1822,41.1822,41.1822
119,48.1559,42.6122,42.6122,42.6122,42.5849,42.5849,42.5849,42.5526,42.5526,42.5526,42.5166,42.5166,42.5166,42.4796,42.4796,42.4796
120,49.614,43.9473,43.9473,43.9473,43.9201,43.9201,43.9201,43.8878,43.8878,43.8878,43.8518,43.8518,43.8518,43.8149,43.8149,43.8149
121,51.1148,45.3217,45.3217,45.3217,45.2945,45.2945,45.2945,45.2622,45.2622,45.2622,45.2263,45.2263,45.2263,45.1894,45.1894,45.1894
122,52.6596,46.7367,46.7367,46.7367,46.7094,46.7094,46.7094,46.6771,46.6771,46.6771,46.6412,46.6412,46.6412,46.6043,46.6043,46.6043
123,54.2497,48.1932,48.1932,48.1932,48.1659,48.1659,48.1659,48.1337,48.1337,48.1337,48.0978,48.0978,48.0978,48.061,48.061,48.061
124,55.8863,49.6921,49.6921,49.6921,49.665,49.665,49.665,49.633,49.633,49.633,49.5973,49.5973,49.5973,49.5605,49.5605,49.5605
125,57.5709,51.235,51.235,51.235,51.208,51.208,51.208,51.1761,51.1761,51.1761,51.1406,51.1406,51.1406,51.1041,51.1041,51.1041
126,59.3049,52.8237,52.8237,52.8237,52.7965,52.7965,52.7965,52.7645,52.7645,52.7645,52.7291,52.7291,52.7291,52.6927,52.6927,52.6927
127,61.0897,54.4592,54.4592,54.4592,54.432,54.432,54.432,54.3999,54.3999,54.3999,54.3643,54.3643,54.3643,54.3278,54.3278,54.3278
128,62.9268,56.1429,56.1429,56.1429,56.1158,56.1158,56.1158,56.0837,56.0837,56.0837,56.048,56.048,56.048,56.0115,56.0115,56.0115
129,64.8177,57.8761,57.8761,57.8761,57.8491,57.8491,57.8491,57.8171,57.8171,57.8171,57.7815,57.7815,57.7815,57.7449,57.7449,57.7449
130,66.7641,59.6602,59.6602,59.6602,59.6333,59.6333,59.6333,59.6014,59.6014,59.6014,59.5659,59.5659,59.5659,59.5294,59.5294,59.5294
131,68.7675,61.4968,61.4968,61.4968,61.47,61.47,61.47,61.4382,61.4382,61.4382,61.4027,61.4027,61.4027,61.3661,61.3661,61.3661
132,70.8295,63.3874,63.3874,63.3874,63.3606,63.3606,63.3606,63.3288,63.3288,63.3288,63.2933,63.2933,63.2933,63.2567,63.2567,63.2567
133,72.9521,65.3337,65.3337,65.3337,65.3068,65.3068,65.3068,65.275,65.275,65.275,65.2395,65.2395,65.2395,65.2029,65.2029,65.2029
134,75.1368,67.3373,67.3373,67.3373,67.3104,67.3104,67.3104,67.2785,67.2785,67.2785,67.2431,67.2431,67.2431,67.2066,67.2066,67.2066
135,77.3855,69.3999,69.3999,69.3999,69.373,69.373,69.373,69.3412,69.3412,69.3412,69.3058,69.3058,69.3058,69.2695,69.2695,69.2695
136,79.7002,71.5232,71.5232,71.5232,71.4963,71.4963,71.4963,71.4646,71.4646,71.4646,71.4293,71.4293,71.4293,71.393,71.393,71.393
137,82.0826,73.709,73.709,73.709,73.6821,73.6821,73.6821,73.6504,73.6504,73.6504,73.6152,73.6152,73.6152,73.5789,73.5789,73.5789
138,84.5349,75.959,75.959,75.959,75.9321,75.9321,75.9321,75.9005,75.9005,75.9005,75.8652,75.8652,75.8652,75.8291,75.8291,75.8291
139,87.0591,78.275,78.275,78.275,78.2482,78.2482,78.2482,78.2166,78.2166,78.2166,78.1814,78.1814,78.1814,78.1453,78.1453,78.1453
140,89.6572,80.6592,80.6592,80.6592,80.6323,80.6323,80.6323,80.6007,80.6007,80.6007,80.5656,80.5656,80.5656,80.5295,80.5295,80.5295
141,92.3314,83.1135,83.1135,83.1135,83.0866,83.0866,83.0866,83.055,83.055,83.055,83.0199,83.0199,83.0199,82.9839,82.9839,82.9839
142,95.084,85.64,85.64,85.64,85.6132,85.6132,85.6132,85.5816,85.5816,85.5816,85.5465,85.5465,85.5465,85.5105,85.5105,85.5105
143,97.9173,88.2408,88.2408,88.2408,88.214,88.214,88.214,88.1823,88.1823,88.1823,88.1472,88.1472,88.1472,88.1112,88.1112,88.1112
144,100.834,90.918,90.918,90.918,90.8912,90.8912,90.8912,90.8596,90.8596,90.8596,90.8244,90.8244,90.8244,90.7884,90.7884,90.7884
145,103.835,93.674,93.674,93.674,93.6472,93.6472,93.6472,93.6155,93.6155,93.6155,93.5803,93.5803,93.5803,93.5444,93.5444,93.5444
146,106.925,96.5109,96.5109,96.5109,96.4841,96.4841,96.4841,96.4524,96.4524,96.4524,96.4173,96.4173,96.4173,96.3813,96.3813,96.3813
147,110.105,99.4311,99.4311,99.4311,99.4043,99.4043,99.4043,99.3727,99.3727,99.3727,99.3375,99.3375,99.3375,99.3016,99.3016,99.3016
148,113.379,102.437,102.437,102.437,102.41,102.41,102.41,102.379,102.379,102.379,102.344,102.344,102.344,102.308,102.308,102.308
149,116.748,105.531,105.531,105.531,105.504,105.504,105.504,105.473,105.473,105.473,105.438,105.438,105.438,105.402,105.402,105.402
150,120.216,108.716,108.716,108.716,108.69,108.69,108.69,108.658,108.658,108.658,108.623,108.623,108.623,108.587,108.587,108.587
151,123.786,111.995,111.995,111.995,111.968,111.968,111.968,111.937,111.937,111.937,111.902,111.902,111.902,111.866,111.866,111.866
152,127.461,115.37,115.37,115.37,115.343,115.343,115.343,115.311,115.311,115.311,115.276,115.276,115.276,115.241,115.241,115.241
153,131.243,118.843,118.843,118.843,118.817,118.817,118.817,118.785,118.785,118.785,118.75,118.75,118.75,118.715,118.715,118.715
154,135.136,122.419,122.419,122.419,122.393,122.393,122.393,122.361,122.361,122.361,122.326,122.326,122.326,122.291,122.291,122.291
155,139.143,126.1,126.1,126.1,126.073,126.073,126.073,126.042,126.042,126.042,126.007,126.007,126.007,125.971,125.971,125.971
156,143.267,129.889,129.889,129.889,129.862,129.862,129.862,129.831,129.831,129.831,129.796,129.796,129.796,129.76,129.76,129.76
157,147.512,133.789,133.789,133.789,133.762,133.762,133.762,133.731,133.731,133.731,133.696,133.696,133.696,133.66,133.66,133.66
158,151.882,137.803,137.803,137.803,137.777,137.777,137.777,137.745,137.745,137.745,137.711,137.711,137.711,137.675,137.675,137.675
159,156.38,141.936,141.936,141.936,141.909,141.909,141.909,141.878,141.878,141.878,141.843,141.843,141.843,141.807,141.807,141.807
160,161.009,146.189,146.189,146.189,146.162,146.162,146.162,146.131,146.131,146.131,146.096,146.096,146.096,146.061,146.061,146.061
161,165.774,150.567,150.567,150.567,150.541,150.541,150.541,150.509,150.509,150.509,150.475,150.475,150.475,150.439,150.439,150.439
162,170.679,155.074,155.074,155.074,155.047,155.047,155.047,155.016,155.016,155.016,154.981,154.981,154.981,154.946,154.946,154.946
163,175.728,159.713,159.713,159.713,159.686,159.686,159.686,159.655,159.655,159.655,159.62,159.62,159.62,159.585,159.585,159.585
164,180.924,164.488,164.488,164.488,164.462,164.462,164.462,164.43,164.43,164.43,164.395,164.395,164.395,164.36,164.36,164.36
165,186.273,169.403,169.403,169.403,169.377,169.377,169.377,169.345,169.345,169.345,169.31,169.31,169.31,169.275,169.275,169.275
166,191.779,174.463,174.463,174.463,174.436,174.436,174.436,174.405,174.405,174.405,174.37,174.37,174.37,174.334,174.334,174.334
167,197.446,179.67,179.67,179.67,179.644,179.644,179.644,179.612,179.612,179.612,179.578,179.578,179.578,179.542,179.542,179.542
168,203.279,185.031,185.031,185.031,185.004,185.004,185.004,184.973,184.973,184.973,184.938,184.938,184.938,184.902,184.902,184.902
169,209.282,190.548,190.548,190.548,190.522,190.522,190.522,190.49,190.49,190.49,190.456,190.456,190.456,190.42,190.42,190.42
170,215.462,196.228,196.228,196.228,196.201,196.201,196.201,196.17,196.17,196.17,196.135,196.135,196.135,196.099,196.099,196.099
171,221.823,202.074,202.074,202.074,202.047,202.047,202.047,202.016,202.016,202.016,201.981,201.981,201.981,201.945,201.945,201.945
172,228.37,208.091,208.091,208.091,208.065,208.065,208.065,208.033,208.033,208.033,207.998,207.998,207.998,207.963,207.963,207.963
173,235.11,214.285,214.285,214.285,214.258,214.258,214.258,214.227,214.227,214.227,214.192,214.192,214.192,214.157,214.157,214.157
174,242.046,220.661,220.661,220.661,220.634,220.634,220.634,220.603,220.603,220.603,220.568,220.568,220.568,220.532,220.532,220.532
175,249.186,227.223,227.223,227.223,227.196,227.196,227.196,227.165,227.165,227.165,227.13,227.13,227.13,227.095,227.095,227.095
176,256.535,233.978,233.978,233.978,233.951,233.951,233.951,233.92,233.92,233.92,233.885,233.885,233.885,233.849,233.849,233.849
177,264.1,240.93,240.93,240.93,240.904,240.904,240.904,240.873,240.873,240.873,240.838,240.838,240.838,240.802,240.802,240.802
178,271.886,248.087,248.087,248.087,248.061,248.061,248.061,248.029,248.029,248.029,247.995,247.995,247.995,247.959,247.959,247.959
179,279.901,255.454,255.454,255.454,255.427,255.427,255.427,255.396,255.396,255.396,255.361,255.361,255.361,255.326,255.326,255.326
180,288.15,263.036,263.036,263.036,263.009,263.009,263.009,262.978,262.978,262.978,262.944,262.944,262.944,262.908,262.908,262.908
181,296.641,270.841,270.841,270.841,270.814,270.814,270.814,270.783,270.783,270.783,270.748,270.748,270.748,270.713,270.713,270.713
182,305.381,278.874,278.874,278.874,278.847,278.847,278.847,278.816,278.816,278.816,278.782,278.782,278.782,278.746,278.746,278.746
183,314.377,287.142,287.142,287.142,287.116,287.116,287.116,287.085,287.085,287.085,287.05,287.05,287.05,287.015,287.015,287.015
184,323.636,295.653,295.653,295.653,295.627,295.627,295.627,295.596,295.596,295.596,295.561,295.561,295.561,295.525,295.525,295.525
