gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
156,143.267,110.797,110.797,110.797,110.68,110.68,110.68,110.541,110.541,110.541,110.384,110.384,110.384,110.223,110.223,110.223
157,147.512,114.176,114.176,114.176,114.059,114.059,114.059,113.921,113.921,113.921,113.766,113.766,113.766,113.605,113.605,113.605
158,151.882,117.656,117.656,117.656,117.538,117.538,117.538,117.4,117.4,117.4,117.246,117.246,117.246,117.086,117.086,117.086
159,156.38,121.239,121.239,121.239,121.121,121.121,121.121,120.982,120.982,120.982,120.828,120.828,120.828,120.67,120.67,120.67
160,161.009,124.928,124.928,124.928,124.81,124.81,124.81,124.67,124.67,124.67,124.516,124.516,124.516,124.358,124.358,124.358
161,165.774,128.726,128.726,128.726,128.608,128.608,128.608,128.468,128.468,128.468,128.313,128.313,128.313,128.154,128.154,128.154
162,170.679,132.636,132.636,132.636,132.518,132.518,132.518,132.378,132.378,132.378,132.223,132.223,132.223,132.064,132.064,132.064
163,175.728,136.661,136.661,136.661,136.543,136.543,136.543,136.404,136.404,136.404,136.249,136.249,136.249,136.089,136.089,136.089
164,180.924,140.805,140.805,140.805,140.687,140.687,140.687,140.548,140.548,140.548,140.393,140.393,140.393,140.234,140.234,140.234
165,186.273,145.071,145.071,145.071,144.953,144.953,144.953,144.814,144.814,144.814,144.659,144.659,144.659,144.5,144.5,144.5
