gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
166,191.779,149.463,149.463,149.463,149.345,149.345,149.345,149.206,149.206,149.206,149.051,149.051,149.051,148.892,148.892,148.892
167,197.446,153.986,153.986,153.986,153.868,153.868,153.868,153.728,153.728,153.728,153.573,153.573,153.573,153.414,153.414,153.414
168,203.279,158.641,158.641,158.641,158.523,158.523,158.523,158.384,158.384,158.384,158.229,158.229,158.229,158.07,158.07,158.07
169,209.282,163.434,163.434,163.434,163.316,163.316,163.316,163.177,163.177,163.177,163.022,163.022,163.022,162.863,162.863,162.863
170,215.462,168.368,168.368,168.368,168.25,168.25,168.25,168.111,168.111,168.111,167.956,167.956,167.956,167.797,167.797,167.797
171,221.823,173.448,173.448,173.448,173.33,173.33,173.33,173.19,173.19,173.19,173.036,173.036,173.036,172.877,172.877,172.877
172,228.37,178.677,178.677,178.677,178.559,178.559,178.559,178.42,178.42,178.42,178.265,178.265,178.265,178.106,178.106,178.106
173,235.11,184.06,184.06,184.06,183.942,183.942,183.942,183.803,183.803,183.803,183.648,183.648,183.648,183.489,183.489,183.489
174,242.046,189.602,189.602,189.602,189.484,189.484,189.484,189.344,189.344,189.344,189.19,189.19,189.19,189.031,189.031,189.031
175,249.186,195.307,195.307,195.307,195.189,195.189,195.189,195.049,195.049,195.049,194.895,194.895,194.895,194.736,194.736,194.736
176,256.535,201.18,201.18,201.18,201.062,201.062,201.062,200.923,200.923,200.923,200.768,200.768,200.768,200.61,200.61,200.61
177,264.1,207.226,207.226,207.226,207.108,207.108,207.108,206.969,206.969,206.969,206.814,206.814,206.814,206.656,206.656,206.656
178,271.886,213.45,213.45,213.45,213.332,213.332,213.332,213.193,213.193,213.193,213.039,213.039,213.039,212.881,212.881,212.881
179,279.901,219.858,219.858,219.858,219.74,219.74,219.74,219.601,219.601,219.601,219.446,219.446,219.446,219.288,219.288,219.288
180,288.15,226.454,226.454,226.454,226.336,226.336,226.336,226.197,226.197,226.197,226.042,226.042,226.042,225.884,225.884,225.884
181,296.641,233.244,233.244,233.244,233.126,233.126,233.126,232.987,232.987,232.987,232.832,232.832,232.832,232.674,232.674,232.674
182,305.381,240.233,240.233,240.233,240.116,240.116,240.116,239.977,239.977,239.977,239.823,239.823,239.823,239.664,239.664,239.664
183,314.377,247.429,247.429,247.429,247.311,247.311,247.311,247.172,247.172,247.172,247.018,247.018,247.018,246.86,246.86,246.86
184,323.636,254.836,254.836,254.836,254.718,254.718,254.718,254.58,254.58,254.58,254.425,254.425,254.425,254.267,254.267,254.267
185,333.167,262.461,262.461,262.461,262.343,262.343,262.343,262.204,262.204,262.204,262.05,262.05,262.05,261.892,261.892,261.892
186,342.977,270.31,270.31,270.31,270.193,270.193,270.193,270.053,270.053,270.053,269.899,269.899,269.899,269.741,269.741,269.741
187,353.075,278.39,278.39,278.39,278.272,278.272,278.272,278.133,278.133,278.133,277.979,277.979,277.979,277.821,277.821,277.821
188,363.469,286.708,286.708,286.708,286.59,286.59,286.59,286.451,286.451,286.451,286.297,286.297,286.297,286.139,286.139,286.139
189,374.167,295.27,295.27,295.27,295.152,295.152,295.152,295.013,295.013,295.013,294.859,294.859,294.859,294.702,294.702,294.702
190,385.179,304.084,304.084,304.084,303.966,303.966,303.966,303.827,303.827,303.827,303.673,303.673,303.673,303.516,303.516,303.516
191,396.513,313.157,313.157,313.157,313.039,313.039,313.039,312.9,312.9,312.9,312.746,312.746,312.746,312.589,312.589,312.589
192,408.179,322.496,322.496,322.496,322.379,322.379,322.379,322.24,322.24,322.24,322.086,322.086,322.086,321.928,321.928,321.928
193,420.188,332.11,332.11,332.11,331.993,331.993,331.993,331.854,331.854,331.854,331.7,331.7,331.7,331.542,331.542,331.542
194,432.548,342.007,342.007,342.007,341.889,341.889,341.889,341.75,341.75,341.75,341.596,341.596,341.596,341.439,341.439,341.439
195,445.271,352.191,352.191,352.191,352.073,352.073,352.073,351.934,351.934,351.934,351.78,351.78,351.78,351.623,351.623,351.623
196,458.366,362.673,362.673,362.673,362.555,362.555,362.555,362.416,362.416,362.416,362.262,362.262,362.262,362.104,362.104,362.104
197,471.845,373.466,373.466,373.466,373.348,373.348,373.348,373.209,373.209,373.209,373.054,373.054,373.054,372.895,372.895,372.895
198,485.719,384.574,384.574,384.574,384.457,384.457,384.457,384.317,384.317,384.317,384.162,384.162,384.162,384.003,384.003,384.003
199,500,396.01,396.01,396.01,395.892,395.892,395.892,395.753,395.753,395.753,395.598,395.598,395.598,395.439,395.439,395.439
