gridnumber,capital,dist[0 0 00],dist[0 0 01],dist[0 0 02],dist[0 0 10],dist[0 0 11],dist[0 0 12],dist[0 0 20],dist[0 0 21],dist[0 0 22],dist[0 1 00],dist[0 1 01],dist[0 1 02],dist[0 1 10],dist[0 1 11],dist[0 1 12],dist[0 1 20],dist[0 1 21],dist[0 1 22],dist[0 2 00],dist[0 2 01],dist[0 2 02],dist[0 2 10],dist[0 2 11],dist[0 2 12],dist[0 2 20],dist[0 2 21],dist[0 2 22],dist[1 0 00],dist[1 0 01],dist[1 0 02],dist[1 0 10],dist[1 0 11],dist[1 0 12],dist[1 0 20],dist[1 0 21],dist[1 0 22],dist[1 1 00],dist[1 1 01],dist[1 1 02],dist[1 1 10],dist[1 1 11],dist[1 1 12],dist[1 1 20],dist[1 1 21],dist[1 1 22],dist[1 2 00],dist[1 2 01],dist[1 2 02],dist[1 2 10],dist[1 2 11],dist[1 2 12],dist[1 2 20],dist[1 2 21],dist[1 2 22],dist[2 0 00],dist[2 0 01],dist[2 0 02],dist[2 0 10],dist[2 0 11],dist[2 0 12],dist[2 0 20],dist[2 0 21],dist[2 0 22],dist[2 1 00],dist[2 1 01],dist[2 1 02],dist[2 1 10],dist[2 1 11],dist[2 1 12],dist[2 1 20],dist[2 1 21],dist[2 1 22],dist[2 2 00],dist[2 2 01],dist[2 2 02],dist[2 2 10],dist[2 2 11],dist[2 2 12],dist[2 2 20],dist[2 2 21],dist[2 2 22]
0,0,0.0140834,0.00771261,0.00284692,0.00418081,0.00228897,0.000844836,0.000739702,0.000404898,0.000149432,0.00925416,0.0120924,0.00923766,0.00274752,0.00358921,0.00274142,0.000486156,0.000634955,0.000484909,0.00285362,0.00772063,0.0140686,0.000847313,0.00229193,0.00417537,0.000149939,0.000405504,0.00073859,0.0107696,0.00589825,0.00217725,0.00929429,0.00508923,0.00187847,0.00352179,0.00192796,0.000711565,0.00707647,0.00924743,0.00706465,0.00610762,0.00797972,0.00609536,0.00231452,0.00302326,0.002309,0.00218205,0.00590399,0.010759,0.00188345,0.00509519,0.00928335,0.000713809,0.00193065,0.00351685,0.00368267,0.00201704,0.000744574,0.00770304,0.00421843,0.00155712,0.00761816,0.00417101,0.00153949,0.00241974,0.00316228,0.00241594,0.00506169,0.00661399,0.00505254,0.0050064,0.00654027,0.0049955,0.000746117,0.00201888,0.00367928,0.00156084,0.00422287,0.00769487,0.00154392,0.00417631,0.00760845
1,0.0685139,0.00471479,0.00257482,0.000949397,0.00238946,0.00130376,0.000480511,0.000729938,0.000398568,0.000146938,0.00310169,0.00404181,0.0030819,0.00157248,0.00204742,0.00156011,0.000480218,0.000625711,0.00047702,0.000957436,0.00258444,0.00469713,0.000485532,0.00130977,0.00237843,0.000148237,0.000400122,0.000727085,0.00308734,0.00168708,0.000622251,0.00402947,0.00219886,0.000810469,0.00260618,0.00142242,0.000524299,0.00203056,0.00264754,0.00201968,0.00265164,0.00345287,0.00263132,0.0017149,0.00223349,0.00170221,0.000626668,0.00169236,0.00307763,0.000818721,0.00220873,0.00401134,0.00052945,0.00142858,0.00259487,0.000925311,0.000506033,0.000186711,0.00262329,0.00143238,0.000528113,0.00428559,0.00233873,0.000862021,0.000608394,0.00079384,0.00060593,0.00172588,0.00224864,0.00171439,0.00282011,0.00367246,0.0027987,0.000187712,0.00050723,0.000923113,0.000532778,0.00143796,0.00261304,0.000870716,0.00234914,0.00426649
2,0.139962,0.00427072,0.00232785,0.000857849,0.0029596,0.00161391,0.000594703,0.00121643,0.000664705,0.000245104,0.00281192,0.00365695,0.00278527,0.00194817,0.00253508,0.001931,0.000800006,0.00104321,0.00079565,0.000868668,0.0023408,0.00424695,0.000601672,0.00162225,0.00294429,0.000246873,0.000666822,0.00121254,0.00252502,0.00137708,0.000507651,0.00418013,0.00227751,0.000839038,0.00377808,0.00206248,0.000760267,0.00166219,0.00216274,0.001648,0.00275265,0.00357866,0.00272456,0.00248576,0.00323823,0.00246826,0.000513414,0.00138398,0.00251236,0.000850442,0.00229115,0.00415507,0.000767372,0.00207098,0.00376247,0.000707625,0.0003864,0.000142529,0.00235065,0.00128083,0.000471938,0.00538847,0.00293924,0.00108319,0.000465596,0.000606505,0.000462582,0.00154793,0.00201242,0.00153238,0.00354656,0.00461631,0.00351696,0.000143753,0.000387864,0.000704936,0.000478256,0.00128839,0.00233677,0.00109521,0.00295362,0.00536207
3,0.214469,0.00284072,0.00157255,0.000583724,0.00233897,0.00129297,0.000480093,0.0010476,0.000578127,0.000214649,0.00185891,0.00245319,0.00188965,0.00153183,0.00201776,0.00155384,0.000686688,0.000902702,0.000694693,0.000571241,0.00155761,0.00286815,0.000471155,0.00128228,0.0023586,0.000211399,0.000574237,0.00105474,0.00153574,0.000850313,0.000315539,0.00305225,0.00168908,0.000627142,0.00314068,0.00173451,0.000644019,0.00100477,0.00132653,0.00102164,0.00199781,0.00263506,0.00202991,0.00205789,0.00270763,0.00208434,0.000308692,0.000842118,0.00155079,0.000614108,0.00167348,0.00308088,0.000633281,0.00172165,0.00316427,0.000395914,0.0002191,8.12693e-005,0.00155901,0.000863277,0.00032046,0.00427237,0.00236127,0.000876736,0.000259068,0.000341906,0.000263182,0.00102004,0.00134658,0.00103739,0.00279832,0.00368517,0.00283761,7.9599e-005,0.000217101,0.000399584,0.000313414,0.000854844,0.00157449,0.000860782,0.00234217,0.00430741
4,0.292166,0.0021097,0.00116476,0.000430845,0.00194301,0.00106684,0.000393382,0.00092114,0.000503782,0.000185366,0.00138119,0.00182043,0.00139703,0.00127465,0.00167182,0.00127727,0.000605188,0.00079093,0.000602405,0.000424411,0.00115706,0.00212384,0.000392319,0.00106557,0.00194534,0.000186496,0.000505135,0.000918657,0.00106965,0.000591979,0.000219299,0.00240493,0.00132465,0.000489303,0.00269845,0.00147824,0.000544401,0.000699666,0.000924112,0.000710632,0.0015758,0.0020727,0.00158754,0.00177178,0.00231902,0.00176854,0.000214847,0.000586649,0.00107943,0.000484538,0.00131895,0.00241539,0.000545716,0.00147982,0.00269557,0.000259761,0.000143914,5.33585e-005,0.00115145,0.000636142,0.000235392,0.00356264,0.00195533,0.000720843,0.000169856,0.000224527,0.000172841,0.000753633,0.000993927,0.000763156,0.00233754,0.00306472,0.00234071,5.21464e-005,0.000142463,0.000262424,0.000231525,0.000631515,0.00115994,0.000719555,0.00195378,0.00356547
5,0.373191,0.00130104,0.000718106,0.000266059,0.00130916,0.000720766,0.000266736,0.000650405,0.000357474,0.000132189,0.000852261,0.00112191,0.000861995,0.000858452,0.00112734,0.000864593,0.000426781,0.000559545,0.00042861,0.000262107,0.000713376,0.00130972,0.000264243,0.000717781,0.00131464,0.000131447,0.000356585,0.000652037,0.00062599,0.000345927,0.000128237,0.00155101,0.000855162,0.000316682,0.00186973,0.00102835,0.000380391,0.000409865,0.000540155,0.000415378,0.00101644,0.00133667,0.00102621,0.00122653,0.00160915,0.00123322,0.000125999,0.000343248,0.000630907,0.000312716,0.000850415,0.00155973,0.000377674,0.0010251,0.0018757,0.000145385,8.03755e-005,2.98023e-005,0.000704739,0.000389126,0.000144196,0.00241049,0.00132684,0.000490986,9.51745e-005,0.000125479,9.65247e-005,0.000461576,0.000607834,0.000467143,0.00158074,0.00207548,0.00159153,2.9254e-005,7.97193e-005,0.00014659,0.000141935,0.00038642,0.000709705,0.000486607,0.0013216,0.00242011
6,0.457685,0.000781465,0.000430758,0.000159344,0.000830058,0.000456635,0.000168844,0.000422555,0.000232171,8.58235e-005,0.000512045,0.000673569,0.000516633,0.00054439,0.00071457,0.000547504,0.00027729,0.000363484,0.000278319,0.000157481,0.000428528,0.000785558,0.000167579,0.000455122,0.000832836,8.54058e-005,0.000231671,0.000423473,0.000362251,0.00019989,7.39594e-005,0.000959066,0.000528192,0.00019535,0.00120317,0.000661405,0.00024452,0.000237243,0.00031244,0.000239778,0.000628673,0.000826199,0.000633408,0.000789365,0.00103529,0.000792932,7.29302e-005,0.000198658,0.000364512,0.000193427,0.000525891,0.00096329,0.000243071,0.000659671,0.00120635,8.1099e-005,4.47721e-005,1.65675e-005,0.000421393,0.000232351,8.59563e-005,0.00153159,0.000842441,0.000311488,5.31009e-005,6.99687e-005,5.37104e-005,0.000276073,0.000363282,0.000278686,0.00100455,0.00131837,0.00101006,1.632e-005,4.44759e-005,8.16427e-005,8.48955e-005,0.000231082,0.000423724,0.000309251,0.000839763,0.0015365
7,0.545798,0.000447572,0.000246134,9.12016e-005,0.000493501,0.000271155,0.000100355,0.000255275,0.000140185,5.18463e-005,0.000293757,0.000384969,0.000295418,0.000323949,0.000424367,0.000325246,0.000167586,0.000219477,0.000168087,9.05271e-005,0.000245326,0.000449053,9.98276e-005,0.000270524,0.000494659,5.16425e-005,0.000139941,0.000255722,0.000201833,0.000111047,4.11744e-005,0.000560584,0.000308165,0.000114126,0.000722367,0.000396776,0.000146785,0.000132461,0.000173625,0.00013333,0.000367952,0.000482123,0.000369767,0.000474209,0.00062111,0.000475821,4.08218e-005,0.000110625,0.000202608,0.000113389,0.000307283,0.000562203,0.000146131,0.000395993,0.000723804,4.39121e-005,2.41646e-005,8.96291e-006,0.000240536,0.000132298,4.90305e-005,0.0009119,0.000501011,0.000185409,2.88188e-005,3.77761e-005,2.90187e-005,0.000157868,0.000206902,0.000158805,0.000598605,0.000784136,0.000600929,8.88175e-006,2.40675e-005,4.40903e-005,4.86502e-005,0.000131843,0.000241371,0.000184465,0.000499882,0.000913973
8,0.637684,0.000244414,0.000134364,4.97488e-005,0.000275474,0.000151309,5.59726e-005,0.000143723,7.89021e-005,2.91723e-005,0.000160414,0.000210224,0.000161205,0.000180837,0.000236863,0.000181447,9.43605e-005,0.000123554,9.45908e-005,4.9428e-005,0.00013398,0.000245119,5.57248e-005,0.000151013,0.000276018,2.90787e-005,7.87902e-005,0.000143929,0.000108304,5.95676e-005,2.20668e-005,0.000309934,0.000170318,6.30355e-005,0.000405368,0.000222587,8.23137e-005,7.10746e-005,9.31703e-005,7.14872e-005,0.000203434,0.000266541,0.000204297,0.000266128,0.000348509,0.000266876,2.18993e-005,5.93671e-005,0.000108672,6.26853e-005,0.000169899,0.000310703,8.20098e-005,0.000222223,0.000406036,2.31004e-005,1.27079e-005,4.70896e-006,0.000131109,7.20861e-005,2.66942e-005,0.000509402,0.000279781,0.00010349,1.51591e-005,1.98737e-005,1.52531e-005,8.60462e-005,0.000112775,8.64931e-005,0.000334406,0.000437992,0.000335496,4.67082e-006,1.26623e-005,2.31842e-005,2.65127e-005,7.18689e-005,0.000131507,0.000103048,0.000279252,0.000510374
9,0.733504,0.000130086,7.1341e-005,2.63796e-005,0.000149193,8.18368e-005,3.02508e-005,7.83671e-005,4.29894e-005,1.58876e-005,8.54561e-005,0.000111747,8.55269e-005,9.79881e-005,0.000128191,9.80949e-005,5.14662e-005,6.73424e-005,5.15247e-005,2.63508e-005,7.13066e-005,0.000130149,3.02074e-005,8.17849e-005,0.000149288,1.58639e-005,4.2961e-005,7.84193e-005,5.68279e-005,3.11588e-005,1.15235e-005,0.000166584,9.13689e-005,3.37807e-005,0.000220462,0.000120935,4.46976e-005,3.7337e-005,4.88073e-005,3.73575e-005,0.00010942,0.000143118,0.000109531,0.000144789,0.00018944,0.000144951,1.15152e-005,3.11489e-005,5.68462e-005,3.37359e-005,9.13154e-005,0.000166682,4.46317e-005,0.000120856,0.000220606,1.19236e-005,6.53587e-006,2.41725e-006,6.9671e-005,3.82081e-005,1.4129e-005,0.000276051,0.000151423,5.59717e-005,7.83523e-006,1.02386e-005,7.83614e-006,4.57692e-005,5.98475e-005,4.58071e-005,0.000181306,0.000237195,0.000181503,2.41688e-006,6.53543e-006,1.19244e-005,1.41136e-005,3.81897e-005,6.97048e-005,5.58915e-005,0.000151327,0.000276227
