gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[0 5],dist[0 6],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[1 5],dist[1 6],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[2 5],dist[2 6],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[3 5],dist[3 6],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4],dist[4 5],dist[4 6],dist[5 0],dist[5 1],dist[5 2],dist[5 3],dist[5 4],dist[5 5],dist[5 6],dist[6 0],dist[6 1],dist[6 2],dist[6 3],dist[6 4],dist[6 5],dist[6 6]
0,0,1.62722e-005,0.0001235,0.000371521,0.000424942,0.000184448,3.00917e-005,1.8593e-006,0.000158791,0.00120517,0.00362548,0.00414679,0.00179993,0.000293649,1.8144e-005,0.000633435,0.00480756,0.0144624,0.016542,0.00718013,0.0011714,7.23783e-005,0.00100343,0.00761566,0.0229099,0.0262042,0.0113741,0.00185562,0.000114655,0.000633436,0.00480757,0.0144624,0.016542,0.00718014,0.0011714,7.23786e-005,0.000158792,0.00120517,0.00362549,0.0041468,0.00179994,0.000293651,1.81441e-005,1.62722e-005,0.000123501,0.000371523,0.000424945,0.000184449,3.0092e-005,1.85932e-006
1,0.0185364,4.37445e-006,4.37483e-005,0.000171411,0.000254121,0.000141956,2.953e-005,2.30964e-006,4.26879e-005,0.000426916,0.0016727,0.00247983,0.00138527,0.000288167,2.25385e-005,0.000170286,0.00170301,0.00667258,0.0098923,0.00552599,0.00114953,8.99084e-005,0.00026975,0.00269774,0.01057,0.0156704,0.00875372,0.00182097,0.000142424,0.000170286,0.00170301,0.00667257,0.00989228,0.00552598,0.00114953,8.99083e-005,4.26878e-005,0.000426915,0.0016727,0.00247982,0.00138527,0.000288167,2.25384e-005,4.37444e-006,4.37482e-005,0.00017141,0.00025412,0.000141956,2.95299e-005,2.30963e-006
2,0.0372875,3.68906e-006,3.65253e-005,0.000141019,0.000205653,0.000113032,2.31668e-005,1.7883e-006,3.59996e-005,0.000356431,0.00137613,0.00200686,0.00110302,0.000226073,1.74511e-005,0.000143606,0.00142184,0.00548954,0.00800556,0.00440006,0.000901828,6.96143e-005,0.000227486,0.00225234,0.00869597,0.0126816,0.00697014,0.00142859,0.000110276,0.000143606,0.00142184,0.00548954,0.00800556,0.00440006,0.000901828,6.96143e-005,3.59995e-005,0.000356431,0.00137613,0.00200686,0.00110302,0.000226073,1.74511e-005,3.68906e-006,3.65253e-005,0.000141019,0.000205653,0.000113032,2.31669e-005,1.78831e-006
3,0.0562558,2.73202e-006,2.84796e-005,0.000117816,0.000187739,0.000115167,2.69681e-005,2.45257e-006,2.66603e-005,0.000277917,0.0011497,0.00183204,0.00112385,0.000263167,2.39333e-005,0.000106351,0.00110864,0.00458629,0.00730821,0.00448316,0.0010498,9.54726e-005,0.00016847,0.0017562,0.00726514,0.0115769,0.00710177,0.00166299,0.000151238,0.000106351,0.00110864,0.00458629,0.00730821,0.00448316,0.0010498,9.54726e-005,2.66603e-005,0.000277917,0.0011497,0.00183204,0.00112385,0.000263167,2.39334e-005,2.73202e-006,2.84796e-005,0.000117816,0.000187739,0.000115167,2.69681e-005,2.45258e-006
4,0.0754439,2.48772e-006,2.74142e-005,0.000120719,0.000206079,0.000135962,3.42782e-005,3.35693e-006,2.42763e-005,0.00026752,0.00117803,0.00201102,0.00132678,0.000334502,3.27585e-005,9.68407e-005,0.00106717,0.00469928,0.00802216,0.00529265,0.00133436,0.000130677,0.000153405,0.0016905,0.00744414,0.0127079,0.00838409,0.00211377,0.000207005,9.68407e-005,0.00106717,0.00469928,0.00802216,0.00529265,0.00133436,0.000130677,2.42763e-005,0.00026752,0.00117803,0.00201102,0.00132678,0.000334502,3.27585e-005,2.48772e-006,2.74142e-005,0.000120719,0.000206079,0.000135962,3.42782e-005,3.35693e-006
5,0.0948544,2.05536e-006,2.27806e-005,0.000100187,0.000170004,0.000111159,2.77343e-005,2.68634e-006,2.00571e-005,0.000222304,0.000977671,0.00165898,0.00108474,0.000270644,2.62146e-005,8.001e-005,0.000886792,0.00390003,0.00661783,0.00432713,0.00107963,0.000104573,0.000126744,0.00140477,0.00617804,0.0104833,0.0068546,0.00171023,0.000165653,8.00101e-005,0.000886792,0.00390003,0.00661783,0.00432712,0.00107962,0.000104573,2.00572e-005,0.000222304,0.000977672,0.00165898,0.00108474,0.000270643,2.62145e-005,2.05536e-006,2.27806e-005,0.000100187,0.000170004,0.000111158,2.77342e-005,2.68634e-006
6,0.11449,1.67209e-006,1.88475e-005,8.43412e-005,0.000145678,9.69334e-005,2.45914e-005,2.41986e-006,1.6317e-005,0.000183922,0.00082304,0.00142159,0.00094592,0.000239974,2.36141e-005,6.50902e-005,0.000733684,0.00328319,0.00567086,0.00377337,0.000957281,9.41992e-005,0.000103109,0.00116223,0.0052009,0.00898321,0.0059774,0.00151643,0.000149221,6.50901e-005,0.000733683,0.00328319,0.00567086,0.00377337,0.000957281,9.41992e-005,1.63169e-005,0.000183922,0.000823038,0.00142159,0.000945919,0.000239974,2.36141e-005,1.67208e-006,1.88474e-005,8.43409e-005,0.000145677,9.69332e-005,2.45914e-005,2.41986e-006
7,0.134352,1.32544e-006,1.55433e-005,7.31127e-005,0.000134482,9.67863e-005,2.70593e-005,3.01574e-006,1.29342e-005,0.000151679,0.000713467,0.00131233,0.000944485,0.000264057,2.9429e-005,5.1596e-005,0.000605064,0.0028461,0.00523504,0.00376765,0.00105335,0.000117395,8.17332e-005,0.000958481,0.0045085,0.00829282,0.00596833,0.00166861,0.000185966,5.1596e-005,0.000605063,0.00284609,0.00523504,0.00376765,0.00105335,0.000117395,1.29342e-005,0.000151679,0.000713467,0.00131233,0.000944484,0.000264057,2.9429e-005,1.32544e-006,1.55433e-005,7.31126e-005,0.000134482,9.67862e-005,2.70593e-005,3.01574e-006
8,0.154445,1.08975e-006,1.30134e-005,6.22292e-005,0.00011617,8.46791e-005,2.3922e-005,2.68805e-006,1.06343e-005,0.00012699,0.000607261,0.00113365,0.000826338,0.000233442,2.62312e-005,4.24213e-005,0.000506578,0.00242243,0.00452223,0.00329635,0.000931226,0.000104639,6.71996e-005,0.000802471,0.00383737,0.00716367,0.00522175,0.00147516,0.000165759,4.24213e-005,0.000506578,0.00242243,0.00452223,0.00329635,0.000931226,0.000104639,1.06343e-005,0.00012699,0.000607261,0.00113365,0.000826338,0.000233442,2.62312e-005,1.08975e-006,1.30134e-005,6.22292e-005,0.000116171,8.46792e-005,2.39221e-005,2.68805e-006
9,0.174771,8.8441e-007,1.06927e-005,5.17199e-005,9.76242e-005,7.19358e-005,2.05418e-005,2.334e-006,8.63048e-006,0.000104344,0.000504706,0.000952662,0.000701983,0.000200456,2.27762e-005,3.44279e-005,0.000416239,0.00201332,0.00380027,0.00280028,0.00079964,9.08566e-005,5.45372e-005,0.000659363,0.00318931,0.00602,0.00443592,0.00126671,0.000143926,3.44279e-005,0.000416238,0.00201332,0.00380026,0.00280028,0.00079964,9.08565e-005,8.63047e-006,0.000104344,0.000504705,0.00095266,0.000701981,0.000200456,2.27762e-005,8.84408e-007,1.06926e-005,5.17197e-005,9.7624e-005,7.19356e-005,2.05417e-005,2.33399e-006
10,0.195332,7.18018e-007,8.85864e-006,4.38948e-005,8.53477e-005,6.51863e-005,1.94116e-005,2.31594e-006,7.00675e-006,8.64467e-005,0.000428346,0.000832863,0.000636118,0.000189427,2.26e-005,2.79507e-005,0.000344845,0.00170872,0.00332238,0.00253754,0.000755646,9.01537e-005,4.42767e-005,0.000546269,0.00270678,0.00526298,0.00401972,0.00119702,0.000142812,2.79507e-005,0.000344845,0.00170872,0.00332238,0.00253754,0.000755646,9.01537e-005,7.00675e-006,8.64467e-005,0.000428346,0.000832863,0.000636118,0.000189428,2.26e-005,7.18018e-007,8.85864e-006,4.38948e-005,8.53478e-005,6.51863e-005,1.94116e-005,2.31594e-006
11,0.216131,5.65546e-007,7.0757e-006,3.55135e-005,6.98749e-005,5.39656e-005,1.62519e-005,1.96541e-006,5.51885e-006,6.90479e-005,0.000346557,0.000681871,0.000526621,0.000158593,1.91793e-005,2.20153e-005,0.000275439,0.00138245,0.00272005,0.00210074,0.000632645,7.65083e-005,3.48744e-005,0.000436323,0.00218994,0.00430884,0.00332779,0.00100217,0.000121197,2.20153e-005,0.000275439,0.00138245,0.00272005,0.00210074,0.000632645,7.65082e-005,5.51884e-006,6.90478e-005,0.000346557,0.00068187,0.00052662,0.000158593,1.91793e-005,5.65544e-007,7.07568e-006,3.55134e-005,6.98747e-005,5.39654e-005,1.62518e-005,1.9654e-006
