gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[1 0],dist[1 1],dist[1 2],dist[2 0],dist[2 1],dist[2 2],dist[3 0],dist[3 1],dist[3 2],dist[4 0],dist[4 1],dist[4 2]
77,13.1911,2.58669e-015,3.21033e-015,2.58669e-015,3.79145e-014,4.70555e-014,3.79145e-014,2.09645e-013,2.6019e-013,2.09645e-013,3.87628e-013,4.81084e-013,3.87628e-013,2.50433e-013,3.10811e-013,2.50433e-013
78,13.6246,6.55182e-016,8.13144e-016,6.55182e-016,9.75697e-015,1.21093e-014,9.75697e-015,5.4843e-014,6.80655e-014,5.4843e-014,1.02158e-013,1.26788e-013,1.02158e-013,6.61589e-014,8.21095e-014,6.61589e-014
79,14.0707,1.41358e-016,1.7544e-016,1.41358e-016,2.05539e-015,2.55093e-015,2.05539e-015,1.23816e-014,1.53668e-014,1.23816e-014,2.52792e-014,3.13739e-014,2.52792e-014,1.75469e-014,2.17774e-014,1.75469e-014
80,14.5299,3.20999e-017,3.98391e-017,3.20999e-017,4.49492e-016,5.57863e-016,4.49492e-016,2.54808e-015,3.16241e-015,2.54808e-015,4.93084e-015,6.11965e-015,4.93084e-015,3.3051e-015,4.10195e-015,3.3051e-015
81,15.0026,6.45659e-018,8.01326e-018,6.45659e-018,8.38849e-017,1.04109e-016,8.38849e-017,4.57281e-016,5.6753e-016,4.57281e-016,8.82391e-016,1.09513e-015,8.82391e-016,5.95866e-016,7.39527e-016,5.95866e-016
82,15.4891,1.06226e-018,1.31837e-018,1.06226e-018,1.51528e-017,1.88061e-017,1.51528e-017,8.68998e-017,1.07851e-016,8.68998e-017,1.67608e-016,2.08018e-016,1.67608e-016,1.11589e-016,1.38492e-016,1.11589e-016
83,15.9899,2.02556e-019,2.51391e-019,2.02556e-019,2.87438e-018,3.56739e-018,2.87438e-018,1.59352e-017,1.97771e-017,1.59352e-017,2.95774e-017,3.67084e-017,2.95774e-017,1.91327e-017,2.37455e-017,1.91327e-017
84,16.5054,3.81844e-020,4.73905e-020,3.81844e-020,5.59248e-019,6.94081e-019,5.59248e-019,3.34371e-018,4.14987e-018,3.34371e-018,6.65764e-018,8.26278e-018,6.65764e-018,4.51986e-018,5.60958e-018,4.51986e-018
85,17.036,7.4319e-021,9.22371e-021,7.4319e-021,1.09054e-019,1.35347e-019,1.09054e-019,6.12754e-019,7.60487e-019,6.12754e-019,1.13979e-018,1.41459e-018,1.13979e-018,7.36512e-019,9.14083e-019,7.36512e-019
86,17.5821,1.55049e-021,1.9243e-021,1.55049e-021,2.35375e-020,2.92123e-020,2.35375e-020,1.40804e-019,1.74752e-019,1.40804e-019,2.77166e-019,3.4399e-019,2.77166e-019,1.86258e-019,2.31164e-019,1.86258e-019
87,18.1442,3.0377e-022,3.77008e-022,3.0377e-022,4.57126e-021,5.67338e-021,4.57126e-021,2.59741e-020,3.22364e-020,2.59741e-020,4.85593e-020,6.02668e-020,4.85593e-020,3.14615e-020,3.90468e-020,3.14615e-020
88,18.7228,5.64984e-023,7.012e-023,5.64984e-023,8.20255e-022,1.01802e-021,8.20255e-022,4.65006e-021,5.77118e-021,4.65006e-021,8.77903e-021,1.08956e-020,8.77903e-021,5.74394e-021,7.12878e-021,5.74394e-021
89,19.3184,1.45634e-023,1.80746e-023,1.45634e-023,2.32417e-022,2.88451e-022,2.32417e-022,1.34439e-021,1.66852e-021,1.34439e-021,2.52136e-021,3.12925e-021,2.52136e-021,1.63276e-021,2.02641e-021,1.63276e-021
90,19.9314,2.66628e-024,3.30911e-024,2.66628e-024,4.29221e-023,5.32705e-023,4.29221e-023,2.3754e-022,2.9481e-022,2.3754e-022,4.18907e-022,5.19904e-022,4.18907e-022,2.57364e-022,3.19413e-022,2.57364e-022
91,20.5623,3.82965e-025,4.75296e-025,3.82965e-025,5.76035e-024,7.14915e-024,5.76035e-024,2.95473e-023,3.6671e-023,2.95473e-023,4.82026e-023,5.98241e-023,4.82026e-023,2.77005e-023,3.4379e-023,2.77005e-023
92,21.2118,8.84718e-026,1.09802e-025,8.84718e-026,1.18171e-024,1.46662e-024,1.18171e-024,5.55934e-024,6.89968e-024,5.55934e-024,8.75506e-024,1.08659e-023,8.75506e-024,4.99528e-024,6.19963e-024,4.99528e-024
93,21.8803,8.76585e-027,1.08793e-026,8.76585e-027,1.329e-025,1.64942e-025,1.329e-025,6.54759e-025,8.1262e-025,6.54759e-025,9.8529e-025,1.22284e-024,9.8529e-025,5.1519e-025,6.394e-025,5.1519e-025
94,22.5684,6.30575e-028,7.82605e-028,6.30575e-028,7.46618e-027,9.26625e-027,7.46618e-027,3.6028e-026,4.47142e-026,3.6028e-026,5.99973e-026,7.44624e-026,5.99973e-026,3.59485e-026,4.46156e-026,3.59485e-026
95,23.2766,8.65065e-029,1.07363e-028,8.65065e-029,1.25275e-027,1.55479e-027,1.25275e-027,7.47841e-027,9.28143e-027,7.47841e-027,1.47803e-026,1.83437e-026,1.47803e-026,9.96317e-027,1.23653e-026,9.96317e-027
96,24.0056,8.82438e-030,1.09519e-029,8.82438e-030,1.44087e-028,1.78826e-028,1.44087e-028,9.39439e-028,1.16593e-027,9.39439e-028,1.95374e-027,2.42478e-027,1.95374e-027,1.35424e-027,1.68074e-027,1.35424e-027
97,24.756,1.23844e-030,1.53702e-030,1.23844e-030,1.81482e-029,2.25237e-029,1.81482e-029,1.00856e-028,1.25172e-028,1.00856e-028,1.83072e-028,2.2721e-028,1.83072e-028,1.15611e-028,1.43485e-028,1.15611e-028
98,25.5283,1.65702e-031,2.05652e-031,1.65702e-031,2.37037e-030,2.94185e-030,2.37037e-030,1.15878e-029,1.43816e-029,1.15878e-029,1.77286e-029,2.20029e-029,1.77286e-029,9.51688e-030,1.18114e-029,9.51688e-030
99,26.3233,1.88549e-032,2.34007e-032,1.88549e-032,2.6868e-031,3.33458e-031,2.6868e-031,1.30733e-030,1.62252e-030,1.30733e-030,1.97997e-030,2.45733e-030,1.97997e-030,1.0493e-030,1.30229e-030,1.0493e-030
100,27.1416,1.90884e-033,2.36905e-033,1.90884e-033,2.51395e-032,3.12005e-032,2.51395e-032,1.17897e-031,1.46321e-031,1.17897e-031,1.73836e-031,2.15747e-031,1.73836e-031,8.98723e-032,1.1154e-031,8.98723e-032
101,27.9838,1.82727e-034,2.26782e-034,1.82727e-034,2.33116e-033,2.8932e-033,2.33116e-033,1.05978e-032,1.31529e-032,1.05978e-032,1.50731e-032,1.87072e-032,1.50731e-032,7.48522e-033,9.28988e-033,7.48522e-033
102,28.8508,1.90845e-035,2.36857e-035,1.90845e-035,2.15645e-034,2.67637e-034,2.15645e-034,9.51018e-034,1.18031e-033,9.51018e-034,1.35177e-033,1.67767e-033,1.35177e-033,6.75571e-034,8.38449e-034,6.75571e-034
103,29.7431,1.69607e-036,2.10499e-036,1.69607e-036,1.88188e-035,2.33559e-035,1.88188e-035,8.25388e-035,1.02439e-034,8.25388e-035,1.17074e-034,1.453e-034,1.17074e-034,5.84107e-035,7.24934e-035,5.84107e-035
104,30.6616,9.34287e-038,1.15954e-037,9.34287e-038,6.9975e-037,8.68458e-037,6.9975e-037,2.87255e-036,3.56512e-036,2.87255e-036,4.89379e-036,6.07367e-036,4.89379e-036,3.11066e-036,3.86063e-036,3.11066e-036
105,31.607,8.38695e-039,1.0409e-038,8.38695e-039,6.85228e-038,8.50434e-038,6.85228e-038,3.25507e-037,4.03985e-037,3.25507e-037,6.2014e-037,7.69654e-037,6.2014e-037,4.20671e-037,5.22093e-037,4.20671e-037
106,32.5802,3.88368e-040,4.82002e-040,3.88368e-040,3.83809e-039,4.76344e-039,3.83809e-039,2.26431e-038,2.81022e-038,2.26431e-038,4.84317e-038,6.01084e-038,4.84317e-038,3.46981e-038,4.30637e-038,3.46981e-038
107,33.5818,4.45169e-041,5.52498e-041,4.45169e-041,3.8312e-040,4.7549e-040,3.8312e-040,1.72452e-039,2.14029e-039,1.72452e-039,3.14257e-039,3.90024e-039,3.14257e-039,2.09545e-039,2.60066e-039,2.09545e-039
108,34.6128,3.12789e-042,3.88202e-042,3.12789e-042,3.13122e-041,3.88615e-041,3.13122e-041,1.64177e-040,2.03759e-040,1.64177e-040,3.27597e-040,4.0658e-040,3.27597e-040,2.28255e-040,2.83286e-040,2.28255e-040
109,35.674,2.50149e-043,3.10459e-043,2.50149e-043,2.43285e-042,3.0194e-042,2.43285e-042,1.26526e-041,1.57031e-041,1.26526e-041,2.54427e-041,3.15768e-041,2.54427e-041,1.78493e-041,2.21527e-041,1.78493e-041
110,36.7663,2.13415e-044,2.64868e-044,2.13415e-044,2.0864e-043,2.58942e-043,2.0864e-043,1.13515e-042,1.40883e-042,1.13515e-042,2.3922e-042,2.96895e-042,2.3922e-042,1.72746e-042,2.14394e-042,1.72746e-042
111,37.8906,1.76744e-045,2.19356e-045,1.76744e-045,1.83603e-044,2.27869e-044,1.83603e-044,1.05972e-043,1.31522e-043,1.05972e-043,2.28606e-043,2.83723e-043,2.28606e-043,1.66273e-043,2.06361e-043,1.66273e-043
112,39.0479,1.50986e-046,1.87388e-046,1.50986e-046,1.52219e-045,1.88918e-045,1.52219e-045,8.58626e-045,1.06564e-044,8.58626e-045,1.84053e-044,2.28428e-044,1.84053e-044,1.33767e-044,1.66018e-044,1.33767e-044
113,40.239,1.33673e-047,1.65901e-047,1.33673e-047,1.24237e-046,1.54191e-046,1.24237e-046,5.82975e-046,7.23529e-046,5.82975e-046,1.08591e-045,1.34772e-045,1.08591e-045,7.31927e-046,9.08393e-046,7.31927e-046
114,41.4651,1.10361e-048,1.36969e-048,1.10361e-048,1.00765e-047,1.25059e-047,1.00765e-047,4.67389e-047,5.80076e-047,4.67389e-047,8.6867e-047,1.0781e-046,8.6867e-047,5.86062e-047,7.2736e-047,5.86062e-047
115,42.7271,8.2801e-050,1.02764e-049,8.2801e-050,7.1191e-049,8.83549e-049,7.1191e-049,3.23811e-048,4.01881e-048,3.23811e-048,6.07781e-048,7.54315e-048,6.07781e-048,4.15078e-048,5.15151e-048,4.15078e-048
116,44.0261,6.63741e-051,8.23767e-051,6.63741e-051,5.31827e-050,6.60049e-050,5.31827e-050,2.11779e-049,2.62838e-049,2.11779e-049,3.61554e-049,4.48723e-049,3.61554e-049,2.36205e-049,2.93153e-049,2.36205e-049
117,45.3631,9.49363e-052,1.17825e-051,9.49363e-052,7.29565e-051,9.05461e-051,7.29565e-051,2.17309e-050,2.69702e-050,2.17309e-050,2.85779e-050,3.54679e-050,2.85779e-050,1.68118e-050,2.0865e-050,1.68118e-050
