gridnumber,capital,Portfolio[0 0],Portfolio[1 0],Portfolio[2 0],Portfolio[3 0],Portfolio[4 0],Portfolio[5 0],Portfolio[6 0],Portfolio[0 1],Portfolio[1 1],Portfolio[2 1],Portfolio[3 1],Portfolio[4 1],Portfolio[5 1],Portfolio[6 1],Portfolio[0 2],Portfolio[1 2],Portfolio[2 2],Portfolio[3 2],Portfolio[4 2],Portfolio[5 2],Portfolio[6 2],Portfolio[0 3],Portfolio[1 3],Portfolio[2 3],Portfolio[3 3],Portfolio[4 3],Portfolio[5 3],Portfolio[6 3],Portfolio[0 4],Portfolio[1 4],Portfolio[2 4],Portfolio[3 4],Portfolio[4 4],Portfolio[5 4],Portfolio[6 4],Portfolio[0 5],Portfolio[1 5],Portfolio[2 5],Portfolio[3 5],Portfolio[4 5],Portfolio[5 5],Portfolio[6 5],Portfolio[0 6],Portfolio[1 6],Portfolio[2 6],Portfolio[3 6],Portfolio[4 6],Portfolio[5 6],Portfolio[6 6]
14,0.289985,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.49,0.49,0.49,0.49,0.49
15,0.311765,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
16,0.333798,0.39,0.39,0.39,0.39,0.4,0.4,0.42,0.39,0.39,0.39,0.39,0.4,0.4,0.42,0.39,0.39,0.39,0.39,0.4,0.4,0.42,0.39,0.39,0.39,0.39,0.4,0.4,0.42,0.39,0.39,0.39,0.39,0.4,0.4,0.42,0.39,0.39,0.39,0.39,0.4,0.4,0.42,0.39,0.39,0.39,0.39,0.4,0.4,0.42
17,0.356085,0.36,0.38,0.39,0.4,0.42,0.43,0.44,0.36,0.38,0.39,0.4,0.42,0.43,0.44,0.36,0.38,0.39,0.4,0.42,0.43,0.44,0.36,0.38,0.39,0.4,0.42,0.43,0.44,0.36,0.38,0.39,0.4,0.42,0.43,0.44,0.36,0.38,0.39,0.4,0.42,0.43,0.44,0.36,0.38,0.39,0.4,0.42,0.43,0.44
18,0.378631,0.51,0.53,0.54,0.54,0.54,0.54,0.54,0.51,0.53,0.54,0.54,0.54,0.54,0.54,0.51,0.53,0.54,0.54,0.54,0.54,0.54,0.51,0.53,0.54,0.54,0.54,0.54,0.54,0.51,0.53,0.54,0.54,0.54,0.54,0.54,0.51,0.53,0.54,0.54,0.54,0.54,0.54,0.51,0.53,0.54,0.54,0.54,0.54,0.54
19,0.401438,0.5,0.5,0.49,0.48,0.48,0.48,0.48,0.5,0.5,0.49,0.48,0.48,0.48,0.48,0.5,0.5,0.49,0.48,0.48,0.48,0.48,0.5,0.5,0.49,0.48,0.48,0.48,0.48,0.5,0.5,0.49,0.48,0.48,0.48,0.48,0.5,0.5,0.49,0.48,0.48,0.48,0.48,0.5,0.5,0.49,0.48,0.48,0.48,0.48
20,0.424509,0.46,0.46,0.46,0.44,0.42,0.42,0.4,0.46,0.46,0.46,0.44,0.42,0.42,0.4,0.46,0.46,0.46,0.44,0.42,0.42,0.4,0.46,0.46,0.46,0.44,0.43,0.42,0.4,0.46,0.46,0.46,0.44,0.43,0.42,0.4,0.46,0.46,0.46,0.44,0.43,0.42,0.4,0.46,0.46,0.46,0.44,0.43,0.42,0.4
21,0.447848,0.45,0.46,0.47,0.48,0.49,0.5,0.5,0.45,0.46,0.47,0.48,0.49,0.5,0.5,0.45,0.46,0.47,0.48,0.49,0.5,0.5,0.45,0.46,0.47,0.48,0.49,0.5,0.5,0.45,0.46,0.47,0.48,0.49,0.5,0.5,0.45,0.46,0.47,0.48,0.49,0.5,0.5,0.45,0.46,0.47,0.48,0.49,0.5,0.5
22,0.471456,0.33,0.33,0.33,0.34,0.37,0.38,0.42,0.33,0.33,0.33,0.34,0.37,0.38,0.42,0.33,0.33,0.33,0.34,0.37,0.38,0.42,0.33,0.33,0.33,0.34,0.37,0.38,0.42,0.33,0.33,0.33,0.34,0.37,0.38,0.42,0.33,0.33,0.33,0.34,0.37,0.38,0.42,0.33,0.33,0.33,0.34,0.37,0.38,0.42
23,0.495339,0.43,0.43,0.44,0.46,0.48,0.48,0.49,0.43,0.43,0.44,0.46,0.48,0.48,0.49,0.43,0.43,0.44,0.46,0.48,0.48,0.49,0.43,0.43,0.44,0.46,0.48,0.48,0.49,0.43,0.43,0.44,0.46,0.48,0.48,0.49,0.43,0.43,0.44,0.46,0.48,0.48,0.49,0.43,0.43,0.44,0.46,0.48,0.48,0.49
24,0.519498,0.39,0.43,0.48,0.49,0.5,0.5,0.5,0.39,0.43,0.48,0.49,0.5,0.5,0.5,0.39,0.43,0.48,0.49,0.5,0.5,0.5,0.39,0.43,0.48,0.49,0.5,0.5,0.5,0.39,0.43,0.48,0.49,0.5,0.5,0.5,0.39,0.43,0.48,0.49,0.5,0.5,0.5,0.39,0.43,0.48,0.49,0.5,0.5,0.5
25,0.543937,0.52,0.5,0.49,0.47,0.42,0.39,0.39,0.52,0.5,0.49,0.47,0.42,0.39,0.39,0.52,0.5,0.49,0.47,0.42,0.39,0.39,0.52,0.5,0.5,0.47,0.42,0.39,0.39,0.52,0.5,0.5,0.47,0.42,0.39,0.39,0.52,0.5,0.5,0.47,0.42,0.39,0.39,0.52,0.5,0.5,0.47,0.42,0.39,0.39
26,0.568659,0.54,0.53,0.52,0.51,0.5,0.49,0.48,0.54,0.53,0.52,0.51,0.5,0.49,0.48,0.54,0.53,0.52,0.51,0.5,0.49,0.48,0.54,0.53,0.52,0.51,0.5,0.49,0.48,0.54,0.53,0.52,0.51,0.5,0.49,0.48,0.54,0.53,0.52,0.51,0.5,0.49,0.48,0.54,0.53,0.52,0.51,0.5,0.49,0.48
27,0.593667,0.53,0.52,0.52,0.51,0.5,0.5,0.5,0.53,0.52,0.52,0.51,0.5,0.5,0.5,0.53,0.52,0.52,0.51,0.5,0.5,0.5,0.53,0.52,0.52,0.51,0.5,0.5,0.5,0.53,0.52,0.52,0.51,0.5,0.5,0.5,0.53,0.52,0.52,0.51,0.5,0.5,0.5,0.53,0.52,0.52,0.51,0.5,0.5,0.5
28,0.618966,0.43,0.42,0.42,0.42,0.43,0.43,0.45,0.43,0.42,0.42,0.42,0.43,0.43,0.45,0.43,0.42,0.42,0.42,0.43,0.43,0.45,0.43,0.42,0.42,0.42,0.43,0.43,0.45,0.43,0.42,0.42,0.42,0.43,0.43,0.45,0.43,0.42,0.42,0.42,0.43,0.43,0.45,0.43,0.42,0.42,0.42,0.43,0.43,0.45
29,0.644557,0.37,0.36,0.37,0.37,0.38,0.41,0.42,0.37,0.36,0.37,0.37,0.38,0.41,0.42,0.37,0.36,0.37,0.37,0.38,0.41,0.42,0.37,0.36,0.37,0.37,0.38,0.41,0.42,0.37,0.36,0.37,0.37,0.38,0.41,0.42,0.37,0.36,0.37,0.37,0.38,0.41,0.42,0.37,0.36,0.37,0.37,0.38,0.41,0.42
30,0.670445,0.42,0.42,0.43,0.43,0.46,0.47,0.48,0.42,0.42,0.43,0.43,0.46,0.47,0.48,0.42,0.42,0.43,0.43,0.46,0.47,0.48,0.42,0.42,0.43,0.43,0.46,0.47,0.48,0.42,0.42,0.43,0.43,0.46,0.47,0.48,0.42,0.42,0.43,0.43,0.46,0.47,0.48,0.42,0.42,0.43,0.43,0.46,0.47,0.48
31,0.696632,0.45,0.48,0.48,0.48,0.48,0.46,0.43,0.45,0.48,0.48,0.48,0.48,0.46,0.43,0.45,0.48,0.48,0.48,0.48,0.46,0.43,0.45,0.48,0.48,0.48,0.48,0.46,0.43,0.45,0.48,0.48,0.48,0.48,0.46,0.43,0.45,0.48,0.48,0.48,0.48,0.46,0.43,0.45,0.48,0.48,0.48,0.48,0.46,0.43
32,0.723123,0.42,0.44,0.47,0.47,0.45,0.43,0.43,0.42,0.44,0.47,0.47,0.45,0.43,0.43,0.42,0.44,0.47,0.47,0.45,0.43,0.43,0.42,0.44,0.47,0.47,0.45,0.43,0.43,0.42,0.44,0.47,0.47,0.45,0.43,0.43,0.42,0.44,0.47,0.47,0.45,0.43,0.43,0.42,0.44,0.47,0.47,0.45,0.43,0.43
33,0.749921,0.48,0.49,0.5,0.5,0.49,0.48,0.47,0.48,0.49,0.5,0.5,0.49,0.48,0.47,0.48,0.49,0.5,0.5,0.49,0.48,0.47,0.48,0.49,0.5,0.5,0.49,0.48,0.47,0.48,0.49,0.5,0.5,0.49,0.48,0.47,0.48,0.49,0.5,0.5,0.49,0.48,0.47,0.48,0.49,0.5,0.5,0.49,0.48,0.47
34,0.77703,0.5,0.51,0.51,0.5,0.49,0.48,0.48,0.5,0.51,0.51,0.5,0.49,0.48,0.48,0.5,0.51,0.51,0.5,0.49,0.48,0.48,0.5,0.51,0.51,0.5,0.49,0.48,0.48,0.5,0.51,0.51,0.5,0.49,0.48,0.48,0.5,0.51,0.51,0.5,0.49,0.48,0.48,0.5,0.51,0.51,0.5,0.49,0.48,0.48
35,0.804452,0.5,0.5,0.5,0.49,0.48,0.47,0.46,0.5,0.5,0.5,0.49,0.48,0.47,0.46,0.5,0.5,0.5,0.49,0.48,0.47,0.46,0.5,0.5,0.5,0.49,0.48,0.47,0.46,0.5,0.5,0.5,0.49,0.48,0.47,0.46,0.5,0.5,0.5,0.49,0.48,0.47,0.46,0.5,0.5,0.5,0.49,0.48,0.47,0.46
36,0.832192,0.5,0.49,0.48,0.46,0.44,0.43,0.43,0.5,0.49,0.48,0.46,0.44,0.43,0.43,0.5,0.49,0.48,0.46,0.44,0.43,0.43,0.5,0.49,0.48,0.46,0.44,0.43,0.43,0.5,0.49,0.48,0.46,0.44,0.43,0.43,0.5,0.49,0.48,0.46,0.44,0.43,0.43,0.5,0.49,0.48,0.46,0.44,0.43,0.43
37,0.860254,0.43,0.42,0.41,0.39,0.39,0.39,0.4,0.43,0.42,0.41,0.39,0.39,0.39,0.4,0.43,0.42,0.41,0.39,0.39,0.39,0.4,0.43,0.42,0.41,0.39,0.39,0.39,0.4,0.43,0.42,0.41,0.39,0.39,0.39,0.4,0.43,0.42,0.41,0.39,0.39,0.39,0.4,0.43,0.42,0.41,0.39,0.39,0.39,0.4
38,0.888641,0.42,0.42,0.39,0.39,0.39,0.39,0.39,0.42,0.42,0.39,0.39,0.39,0.39,0.39,0.42,0.42,0.39,0.39,0.39,0.39,0.39,0.42,0.42,0.39,0.39,0.39,0.39,0.39,0.42,0.42,0.39,0.39,0.39,0.39,0.39,0.42,0.42,0.39,0.39,0.39,0.39,0.39,0.42,0.42,0.39,0.39,0.39,0.39,0.39
39,0.917356,0.39,0.39,0.39,0.39,0.4,0.42,0.42,0.39,0.39,0.39,0.39,0.4,0.42,0.42,0.39,0.39,0.39,0.39,0.4,0.42,0.42,0.39,0.39,0.39,0.39,0.4,0.42,0.42,0.39,0.39,0.39,0.39,0.4,0.42,0.42,0.39,0.39,0.39,0.39,0.4,0.42,0.42,0.39,0.39,0.39,0.39,0.4,0.42,0.42
40,0.946404,0.39,0.39,0.39,0.39,0.39,0.4,0.42,0.39,0.39,0.39,0.39,0.39,0.4,0.42,0.39,0.39,0.39,0.39,0.39,0.4,0.42,0.39,0.39,0.39,0.39,0.39,0.4,0.42,0.39,0.39,0.39,0.39,0.39,0.4,0.42,0.39,0.39,0.39,0.39,0.39,0.4,0.42,0.39,0.39,0.39,0.39,0.39,0.4,0.42
41,0.975789,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.43,0.43
42,1.00551,0.42,0.42,0.43,0.44,0.45,0.47,0.47,0.42,0.42,0.43,0.44,0.45,0.47,0.47,0.42,0.42,0.43,0.44,0.45,0.47,0.47,0.42,0.42,0.43,0.44,0.45,0.47,0.47,0.42,0.42,0.43,0.44,0.45,0.47,0.47,0.42,0.42,0.43,0.44,0.45,0.47,0.47,0.42,0.42,0.43,0.44,0.45,0.47,0.47
43,1.03558,0.43,0.45,0.47,0.48,0.48,0.48,0.48,0.43,0.45,0.47,0.48,0.48,0.48,0.48,0.43,0.45,0.47,0.48,0.48,0.48,0.48,0.43,0.45,0.47,0.48,0.48,0.48,0.48,0.43,0.45,0.47,0.48,0.48,0.48,0.48,0.43,0.45,0.47,0.48,0.48,0.48,0.48,0.43,0.45,0.47,0.48,0.48,0.48,0.48
44,1.066,0.43,0.45,0.48,0.48,0.48,0.48,0.47,0.43,0.45,0.48,0.48,0.48,0.48,0.47,0.43,0.45,0.48,0.48,0.48,0.48,0.47,0.43,0.45,0.48,0.48,0.48,0.48,0.47,0.43,0.45,0.48,0.48,0.48,0.48,0.47,0.43,0.45,0.48,0.48,0.48,0.48,0.47,0.43,0.45,0.48,0.48,0.48,0.48,0.47
45,1.09677,0.44,0.47,0.48,0.48,0.48,0.48,0.45,0.44,0.47,0.48,0.48,0.48,0.48,0.45,0.44,0.47,0.48,0.48,0.48,0.48,0.45,0.44,0.47,0.48,0.48,0.48,0.48,0.45,0.44,0.47,0.48,0.48,0.48,0.48,0.45,0.44,0.47,0.48,0.48,0.48,0.48,0.45,0.44,0.47,0.48,0.48,0.48,0.48,0.45
46,1.1279,0.45,0.47,0.48,0.48,0.46,0.44,0.43,0.45,0.47,0.48,0.48,0.46,0.44,0.43,0.45,0.47,0.48,0.48,0.46,0.44,0.43,0.45,0.47,0.48,0.48,0.46,0.44,0.43,0.45,0.47,0.48,0.48,0.46,0.44,0.43,0.45,0.47,0.48,0.48,0.46,0.44,0.43,0.45,0.47,0.48,0.48,0.46,0.44,0.43
47,1.15939,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43,0.45,0.46,0.46,0.45,0.44,0.43,0.43
48,1.19124,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41
49,1.22346,0.42,0.42,0.41,0.39,0.38,0.38,0.38,0.42,0.42,0.41,0.39,0.38,0.38,0.38,0.42,0.42,0.41,0.39,0.38,0.38,0.38,0.42,0.42,0.41,0.39,0.38,0.38,0.38,0.42,0.42,0.41,0.39,0.38,0.38,0.38,0.42,0.42,0.41,0.39,0.38,0.38,0.38,0.42,0.42,0.41,0.39,0.38,0.38,0.38
50,1.25605,0.42,0.41,0.39,0.38,0.38,0.37,0.38,0.42,0.41,0.39,0.38,0.38,0.37,0.38,0.42,0.41,0.39,0.38,0.38,0.37,0.38,0.42,0.41,0.39,0.38,0.38,0.37,0.38,0.42,0.41,0.39,0.38,0.38,0.37,0.38,0.42,0.41,0.39,0.38,0.38,0.37,0.38,0.42,0.41,0.39,0.38,0.38,0.37,0.38
51,1.28903,0.41,0.39,0.38,0.38,0.37,0.37,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.38,0.41,0.39,0.38,0.38,0.37,0.37,0.38
52,1.32238,0.42,0.41,0.41,0.4,0.4,0.4,0.41,0.42,0.41,0.41,0.4,0.4,0.4,0.41,0.42,0.41,0.41,0.4,0.4,0.4,0.41,0.42,0.41,0.41,0.4,0.4,0.4,0.41,0.42,0.41,0.41,0.4,0.4,0.4,0.41,0.42,0.41,0.41,0.4,0.4,0.4,0.41,0.42,0.41,0.41,0.4,0.4,0.4,0.41
53,1.35612,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
54,1.39025,0.38,0.38,0.38,0.39,0.4,0.41,0.42,0.38,0.38,0.38,0.39,0.4,0.41,0.42,0.38,0.38,0.38,0.39,0.4,0.41,0.42,0.38,0.38,0.38,0.39,0.4,0.41,0.42,0.38,0.38,0.38,0.39,0.4,0.41,0.42,0.38,0.38,0.38,0.39,0.4,0.41,0.42,0.38,0.38,0.38,0.39,0.4,0.41,0.42
55,1.42478,0.4,0.4,0.41,0.42,0.42,0.43,0.43,0.4,0.4,0.41,0.42,0.42,0.43,0.43,0.4,0.4,0.41,0.42,0.42,0.43,0.43,0.4,0.4,0.41,0.42,0.42,0.43,0.43,0.4,0.4,0.41,0.42,0.42,0.43,0.43,0.4,0.4,0.41,0.42,0.42,0.43,0.43,0.4,0.4,0.41,0.42,0.42,0.43,0.43
56,1.45971,0.39,0.4,0.41,0.42,0.43,0.43,0.44,0.39,0.4,0.41,0.42,0.43,0.43,0.44,0.39,0.4,0.41,0.42,0.43,0.43,0.44,0.39,0.4,0.41,0.42,0.43,0.43,0.44,0.39,0.4,0.41,0.42,0.43,0.43,0.44,0.39,0.4,0.41,0.42,0.43,0.43,0.44,0.39,0.4,0.41,0.42,0.43,0.43,0.44
57,1.49504,0.4,0.41,0.42,0.43,0.43,0.44,0.44,0.4,0.41,0.42,0.43,0.43,0.44,0.44,0.4,0.41,0.42,0.43,0.43,0.44,0.44,0.4,0.41,0.42,0.43,0.43,0.44,0.44,0.4,0.41,0.42,0.43,0.43,0.44,0.44,0.4,0.41,0.42,0.43,0.43,0.44,0.44,0.4,0.41,0.42,0.43,0.43,0.44,0.44
58,1.53078,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.41,0.42,0.42,0.43,0.44,0.44,0.45,0.41,0.42,0.42,0.43,0.44,0.44,0.45
59,1.56693,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.41,0.42,0.42,0.43,0.43,0.44,0.44,0.41,0.42,0.42,0.43,0.43,0.44,0.44
60,1.60351,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.42,0.42,0.43,0.43,0.43,0.44,0.44
61,1.6405,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.43,0.43,0.43,0.42,0.42,0.41,0.41
62,1.67793,0.43,0.43,0.43,0.42,0.41,0.41,0.4,0.43,0.43,0.43,0.42,0.41,0.41,0.4,0.43,0.43,0.43,0.42,0.41,0.41,0.4,0.43,0.43,0.43,0.42,0.41,0.41,0.4,0.43,0.43,0.43,0.42,0.41,0.41,0.4,0.43,0.43,0.43,0.42,0.41,0.41,0.4,0.43,0.43,0.43,0.42,0.41,0.41,0.4
63,1.71579,0.43,0.43,0.42,0.42,0.41,0.4,0.4,0.43,0.43,0.42,0.42,0.41,0.4,0.4,0.43,0.43,0.42,0.42,0.41,0.4,0.4,0.43,0.43,0.42,0.42,0.41,0.4,0.4,0.43,0.43,0.42,0.42,0.41,0.4,0.4,0.43,0.43,0.42,0.42,0.41,0.4,0.4,0.43,0.43,0.42,0.42,0.41,0.4,0.4
