gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.7186,-57.7186,-57.7186,-57.7186,-57.7186,-57.7186,-57.7186,-52.0697,-52.0697,-52.0697,-52.0697,-52.0697,-52.0697,-52.0697,-48.0405,-48.0405,-48.0405,-48.0405,-48.0405,-48.0405,-48.0405,-45.075,-45.075,-45.075,-45.075,-45.075,-45.075,-45.075,-42.5445,-42.5445,-42.5445,-42.5445,-42.5445,-42.5445,-42.5445,-40.1754,-40.1754,-40.1754,-40.1754,-40.1754,-40.1754,-40.1754,-37.8724,-37.8724,-37.8724,-37.8724,-37.8724,-37.8724,-37.8724
1,0.0185364,-55.1764,-55.1764,-55.1764,-55.1764,-55.1764,-55.1764,-55.1764,-50.639,-50.639,-50.639,-50.639,-50.639,-50.639,-50.639,-47.2388,-47.2388,-47.2388,-47.2388,-47.2388,-47.2388,-47.2388,-44.5479,-44.5479,-44.5479,-44.5479,-44.5479,-44.5479,-44.5479,-42.1327,-42.1327,-42.1327,-42.1327,-42.1327,-42.1327,-42.1327,-39.8429,-39.8429,-39.8429,-39.8429,-39.8429,-39.8429,-39.8429,-37.5919,-37.5919,-37.5919,-37.5919,-37.5919,-37.5919,-37.5919
2,0.0372875,-53.2346,-53.2346,-53.2346,-53.2346,-53.2346,-53.2346,-53.2346,-49.4935,-49.4935,-49.4935,-49.4935,-49.4935,-49.4935,-49.4935,-46.5708,-46.5708,-46.5708,-46.5708,-46.5708,-46.5708,-46.5708,-44.0371,-44.0371,-44.0371,-44.0371,-44.0371,-44.0371,-44.0371,-41.734,-41.734,-41.734,-41.734,-41.734,-41.734,-41.734,-39.5144,-39.5144,-39.5144,-39.5144,-39.5144,-39.5144,-39.5144,-37.3143,-37.3143,-37.3143,-37.3143,-37.3143,-37.3143,-37.3143
3,0.0562558,-51.7195,-51.7195,-51.7195,-51.7195,-51.7195,-51.7195,-51.7195,-48.5627,-48.5627,-48.5627,-48.5627,-48.5627,-48.5627,-48.5627,-45.9433,-45.9433,-45.9433,-45.9433,-45.9433,-45.9433,-45.9433,-43.5609,-43.5609,-43.5609,-43.5609,-43.5609,-43.5609,-43.5609,-41.3462,-41.3462,-41.3462,-41.3462,-41.3462,-41.3462,-41.3462,-39.1897,-39.1897,-39.1897,-39.1897,-39.1897,-39.1897,-39.1897,-37.0408,-37.0408,-37.0408,-37.0408,-37.0408,-37.0408,-37.0408
4,0.0754439,-50.5158,-50.5158,-50.5158,-50.5158,-50.5158,-50.5158,-50.5158,-47.7969,-47.7969,-47.7969,-47.7969,-47.7969,-47.7969,-47.7969,-45.3408,-45.3408,-45.3408,-45.3408,-45.3408,-45.3408,-45.3408,-43.0989,-43.0989,-43.0989,-43.0989,-43.0989,-43.0989,-43.0989,-40.9662,-40.9662,-40.9662,-40.9662,-40.9662,-40.9662,-40.9662,-38.8689,-38.8689,-38.8689,-38.8689,-38.8689,-38.8689,-38.8689,-36.7691,-36.7691,-36.7691,-36.7691,-36.7691,-36.7691,-36.7691
5,0.0948544,-49.5445,-49.5445,-49.5445,-49.5445,-49.5445,-49.5445,-49.5445,-47.1323,-47.1323,-47.1323,-47.1323,-47.1323,-47.1323,-47.1323,-44.7733,-44.7733,-44.7733,-44.7733,-44.7733,-44.7733,-44.7733,-42.6502,-42.6502,-42.6502,-42.6502,-42.6502,-42.6502,-42.6502,-40.5937,-40.5937,-40.5937,-40.5937,-40.5937,-40.5937,-40.5937,-38.5538,-38.5538,-38.5538,-38.5538,-38.5538,-38.5538,-38.5538,-36.4992,-36.4992,-36.4992,-36.4992,-36.4992,-36.4992,-36.4992
6,0.11449,-48.7501,-48.7501,-48.7501,-48.7501,-48.7501,-48.7501,-48.7501,-46.3992,-46.3992,-46.3992,-46.3992,-46.3992,-46.3992,-46.3992,-44.2486,-44.2486,-44.2486,-44.2486,-44.2486,-44.2486,-44.2486,-42.2149,-42.2149,-42.2149,-42.2149,-42.2149,-42.2149,-42.2149,-40.2282,-40.2282,-40.2282,-40.2282,-40.2282,-40.2282,-40.2282,-38.243,-38.243,-38.243,-38.243,-38.243,-38.243,-38.243,-36.2312,-36.2312,-36.2312,-36.2312,-36.2312,-36.2312,-36.2312
7,0.134352,-48.0542,-48.0542,-48.0542,-48.0542,-48.0542,-48.0542,-48.0542,-45.7723,-45.7723,-45.7723,-45.7723,-45.7723,-45.7723,-45.7723,-43.7407,-43.7407,-43.7407,-43.7407,-43.7407,-43.7407,-43.7407,-41.7926,-41.7926,-41.7926,-41.7926,-41.7926,-41.7926,-41.7926,-39.871,-39.871,-39.871,-39.871,-39.871,-39.871,-39.871,-37.9358,-37.9358,-37.9358,-37.9358,-37.9358,-37.9358,-37.9358,-35.9663,-35.9663,-35.9663,-35.9663,-35.9663,-35.9663,-35.9663
8,0.154445,-47.2107,-47.2107,-47.2107,-47.2107,-47.2107,-47.2107,-47.2107,-45.1702,-45.1702,-45.1702,-45.1702,-45.1702,-45.1702,-45.1702,-43.2511,-43.2511,-43.2511,-43.2511,-43.2511,-43.2511,-43.2511,-41.383,-41.383,-41.383,-41.383,-41.383,-41.383,-41.383,-39.5195,-39.5195,-39.5195,-39.5195,-39.5195,-39.5195,-39.5195,-37.632,-37.632,-37.632,-37.632,-37.632,-37.632,-37.632,-35.7035,-35.7035,-35.7035,-35.7035,-35.7035,-35.7035,-35.7035
9,0.174771,-46.5125,-46.5125,-46.5125,-46.5125,-46.5125,-46.5125,-46.5125,-44.5987,-44.5987,-44.5987,-44.5987,-44.5987,-44.5987,-44.5987,-42.7791,-42.7791,-42.7791,-42.7791,-42.7791,-42.7791,-42.7791,-40.9818,-40.9818,-40.9818,-40.9818,-40.9818,-40.9818,-40.9818,-39.1735,-39.1735,-39.1735,-39.1735,-39.1735,-39.1735,-39.1735,-37.3314,-37.3314,-37.3314,-37.3314,-37.3314,-37.3314,-37.3314,-35.4423,-35.4423,-35.4423,-35.4423,-35.4423,-35.4423,-35.4423
