gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[1 0],VF[1 1],VF[1 2],VF[2 0],VF[2 1],VF[2 2],VF[3 0],VF[3 1],VF[3 2],VF[4 0],VF[4 1],VF[4 2]
158,151.882,-6.50895,-6.50895,-6.50705,-6.49943,-6.49943,-6.49756,-6.48759,-6.48759,-6.48578,-6.47327,-6.47327,-6.47157,-6.45646,-6.45646,-6.45491
159,156.38,-6.42668,-6.42668,-6.42481,-6.41753,-6.41753,-6.41567,-6.40613,-6.40613,-6.40433,-6.39235,-6.39235,-6.39066,-6.37617,-6.37617,-6.37463
160,161.009,-6.3452,-6.3452,-6.34334,-6.33639,-6.33639,-6.33455,-6.32542,-6.32542,-6.32364,-6.31217,-6.31217,-6.31049,-6.29659,-6.29659,-6.29506
161,165.774,-6.26451,-6.26451,-6.26267,-6.25603,-6.25603,-6.25421,-6.24548,-6.24548,-6.2437,-6.23272,-6.23272,-6.23105,-6.21774,-6.21774,-6.21621
162,170.679,-6.1846,-6.1846,-6.18278,-6.17644,-6.17644,-6.17465,-6.16629,-6.16629,-6.16453,-6.15402,-6.15402,-6.15236,-6.1396,-6.1396,-6.13808
163,175.728,-6.10547,-6.10547,-6.10368,-6.09763,-6.09763,-6.09585,-6.08787,-6.08787,-6.08612,-6.07606,-6.07606,-6.07441,-6.06219,-6.06219,-6.06067
164,180.924,-6.02714,-6.02714,-6.02536,-6.0196,-6.0196,-6.01784,-6.01021,-6.01021,-6.00848,-5.99885,-5.99885,-5.99721,-5.98551,-5.98551,-5.98399
165,186.273,-5.94959,-5.94959,-5.94784,-5.94234,-5.94234,-5.9406,-5.93331,-5.93331,-5.9316,-5.92239,-5.92239,-5.92076,-5.90955,-5.90955,-5.90805
166,191.779,-5.87283,-5.87283,-5.8711,-5.86586,-5.86586,-5.86414,-5.85717,-5.85717,-5.85548,-5.84667,-5.84667,-5.84506,-5.83433,-5.83433,-5.83283
167,197.446,-5.79686,-5.79686,-5.79514,-5.79015,-5.79015,-5.78845,-5.7818,-5.7818,-5.78013,-5.7717,-5.7717,-5.7701,-5.75983,-5.75983,-5.75834
168,203.279,-5.72167,-5.72167,-5.71997,-5.71523,-5.71523,-5.71354,-5.7072,-5.7072,-5.70554,-5.69749,-5.69749,-5.69589,-5.68607,-5.68607,-5.68459
169,209.282,-5.64727,-5.64727,-5.64559,-5.64107,-5.64107,-5.63941,-5.63335,-5.63335,-5.63171,-5.62402,-5.62402,-5.62244,-5.61304,-5.61304,-5.61156
170,215.462,-5.57365,-5.57365,-5.57199,-5.56769,-5.56769,-5.56605,-5.56027,-5.56027,-5.55865,-5.5513,-5.5513,-5.54973,-5.54074,-5.54074,-5.53927
171,221.823,-5.50081,-5.50081,-5.49917,-5.49508,-5.49508,-5.49346,-5.48795,-5.48795,-5.48635,-5.47932,-5.47932,-5.47777,-5.46918,-5.46918,-5.46772
172,228.37,-5.42875,-5.42875,-5.42712,-5.42324,-5.42324,-5.42164,-5.41639,-5.41639,-5.4148,-5.4081,-5.4081,-5.40655,-5.39835,-5.39835,-5.39689
173,235.11,-5.35746,-5.35746,-5.35586,-5.35217,-5.35217,-5.35059,-5.34559,-5.34559,-5.34402,-5.33762,-5.33762,-5.33609,-5.32825,-5.32825,-5.3268
174,242.046,-5.28695,-5.28695,-5.28537,-5.28187,-5.28187,-5.2803,-5.27554,-5.27554,-5.27399,-5.26788,-5.26788,-5.26637,-5.25888,-5.25888,-5.25744
175,249.186,-5.21721,-5.21721,-5.21565,-5.21233,-5.21233,-5.21078,-5.20625,-5.20625,-5.20472,-5.19889,-5.19889,-5.19739,-5.19023,-5.19023,-5.18881
176,256.535,-5.14825,-5.14825,-5.1467,-5.14356,-5.14356,-5.14203,-5.13771,-5.13771,-5.1362,-5.13064,-5.13064,-5.12915,-5.12232,-5.12232,-5.12091
177,264.1,-5.08004,-5.08004,-5.07852,-5.07554,-5.07554,-5.07403,-5.06993,-5.06993,-5.06843,-5.06313,-5.06313,-5.06166,-5.05514,-5.05514,-5.05374
178,271.886,-5.0126,-5.0126,-5.0111,-5.00828,-5.00828,-5.00678,-5.00289,-5.00289,-5.00141,-4.99636,-4.99636,-4.9949,-4.98868,-4.98868,-4.98729
179,279.901,-4.94593,-4.94593,-4.94444,-4.94177,-4.94177,-4.94029,-4.93659,-4.93659,-4.93513,-4.93032,-4.93032,-4.92888,-4.92294,-4.92294,-4.92156
180,288.15,-4.88,-4.88,-4.87854,-4.87601,-4.87601,-4.87455,-4.87104,-4.87104,-4.86959,-4.86501,-4.86501,-4.86359,-4.85793,-4.85793,-4.85656
181,296.641,-4.81483,-4.81483,-4.81339,-4.811,-4.811,-4.80956,-4.80622,-4.80622,-4.80479,-4.80044,-4.80044,-4.79903,-4.79363,-4.79363,-4.79227
182,305.381,-4.75041,-4.75041,-4.74898,-4.74673,-4.74673,-4.74531,-4.74214,-4.74214,-4.74073,-4.73658,-4.73658,-4.73519,-4.73005,-4.73005,-4.7287
183,314.377,-4.68673,-4.68673,-4.68532,-4.6832,-4.6832,-4.68179,-4.67879,-4.67879,-4.6774,-4.67346,-4.67346,-4.67208,-4.66718,-4.66718,-4.66584
184,323.636,-4.6238,-4.6238,-4.62241,-4.6204,-4.6204,-4.61901,-4.61617,-4.61617,-4.6148,-4.61105,-4.61105,-4.60969,-4.60502,-4.60502,-4.60369
185,333.167,-4.5616,-4.5616,-4.56022,-4.55834,-4.55834,-4.55697,-4.55428,-4.55428,-4.55292,-4.54936,-4.54936,-4.54801,-4.54356,-4.54356,-4.54225
186,342.977,-4.50013,-4.50013,-4.49877,-4.497,-4.497,-4.49565,-4.4931,-4.4931,-4.49176,-4.48837,-4.48837,-4.48705,-4.48281,-4.48281,-4.48151
187,353.075,-4.43938,-4.43938,-4.43805,-4.43638,-4.43638,-4.43505,-4.43264,-4.43264,-4.43131,-4.4281,-4.4281,-4.42679,-4.42276,-4.42276,-4.42147
188,363.469,-4.37936,-4.37936,-4.37805,-4.37648,-4.37648,-4.37516,-4.37289,-4.37289,-4.37158,-4.36853,-4.36853,-4.36724,-4.36341,-4.36341,-4.36213
189,374.167,-4.32006,-4.32006,-4.31876,-4.3173,-4.3173,-4.31599,-4.31385,-4.31385,-4.31255,-4.30967,-4.30967,-4.30839,-4.30475,-4.30475,-4.30348
190,385.179,-4.26147,-4.26147,-4.26019,-4.25882,-4.25882,-4.25753,-4.25551,-4.25551,-4.25423,-4.25149,-4.25149,-4.25023,-4.24677,-4.24677,-4.24552
191,396.513,-4.20359,-4.20359,-4.20232,-4.20104,-4.20104,-4.19977,-4.19786,-4.19786,-4.1966,-4.19401,-4.19401,-4.19276,-4.18948,-4.18948,-4.18825
192,408.179,-4.14641,-4.14641,-4.14516,-4.14396,-4.14396,-4.14271,-4.14091,-4.14091,-4.13967,-4.13722,-4.13722,-4.13598,-4.13287,-4.13287,-4.13165
193,420.188,-4.08993,-4.08993,-4.08869,-4.08758,-4.08758,-4.08635,-4.08465,-4.08465,-4.08342,-4.08111,-4.08111,-4.07989,-4.07693,-4.07693,-4.07573
194,432.548,-4.03413,-4.03413,-4.03292,-4.03188,-4.03188,-4.03067,-4.02907,-4.02907,-4.02786,-4.02567,-4.02567,-4.02447,-4.02166,-4.02166,-4.02047
195,445.271,-3.97903,-3.97903,-3.97785,-3.97687,-3.97687,-3.97569,-3.97417,-3.97417,-3.97299,-3.97091,-3.97091,-3.96974,-3.96706,-3.96706,-3.96591
196,458.366,-3.92461,-3.92461,-3.92349,-3.92254,-3.92254,-3.92141,-3.91995,-3.91995,-3.91882,-3.91681,-3.91681,-3.9157,-3.91312,-3.91312,-3.91202
197,471.845,-3.87088,-3.87088,-3.87022,-3.86889,-3.86889,-3.86822,-3.8664,-3.8664,-3.86573,-3.86339,-3.86339,-3.86271,-3.85985,-3.85985,-3.85918
198,485.719,-3.8205,-3.8205,-3.82007,-3.81868,-3.81868,-3.81823,-3.81641,-3.81641,-3.81594,-3.81369,-3.81369,-3.81318,-3.81052,-3.81052,-3.80997
199,500,-3.77425,-3.77425,-3.77245,-3.77247,-3.77247,-3.77065,-3.77026,-3.77026,-3.76842,-3.76759,-3.76759,-3.76574,-3.76448,-3.76448,-3.76264
