gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[1 0],VF[1 1],VF[1 2],VF[2 0],VF[2 1],VF[2 2],VF[3 0],VF[3 1],VF[3 2],VF[4 0],VF[4 1],VF[4 2]
48,4.8007,-17.5161,-17.5027,-17.4831,-17.2794,-17.2666,-17.2477,-16.9995,-16.9875,-16.9691,-16.6809,-16.6697,-16.6525,-16.3308,-16.3209,-16.3049
49,4.98827,-17.4237,-17.4101,-17.3905,-17.192,-17.179,-17.16,-16.9175,-16.9054,-16.887,-16.6049,-16.5936,-16.5761,-16.2609,-16.2508,-16.2346
50,5.18134,-17.3308,-17.317,-17.2972,-17.104,-17.0908,-17.0715,-16.8349,-16.8226,-16.8041,-16.528,-16.5167,-16.499,-16.1899,-16.1799,-16.1634
51,5.38006,-17.2372,-17.2233,-17.2034,-17.0152,-17.0019,-16.9825,-16.7516,-16.739,-16.7204,-16.4504,-16.4389,-16.4211,-16.1182,-16.108,-16.0914
52,5.58461,-17.1431,-17.1291,-17.109,-16.9258,-16.9124,-16.8927,-16.6675,-16.6548,-16.636,-16.3719,-16.3604,-16.3424,-16.0456,-16.0353,-16.0185
53,5.79515,-17.0485,-17.0343,-17.0139,-16.8357,-16.8222,-16.8023,-16.5826,-16.5699,-16.5509,-16.2927,-16.281,-16.2629,-15.9722,-15.9617,-15.9447
54,6.01186,-16.9532,-16.9389,-16.9183,-16.745,-16.7313,-16.7113,-16.497,-16.4842,-16.4649,-16.2126,-16.2008,-16.1825,-15.8979,-15.8873,-15.8701
55,6.23493,-16.8573,-16.8428,-16.8221,-16.6535,-16.6398,-16.6196,-16.4106,-16.3977,-16.3782,-16.1318,-16.1198,-16.1014,-15.8227,-15.8121,-15.7947
56,6.46452,-16.7609,-16.7463,-16.7254,-16.5614,-16.5476,-16.5273,-16.3235,-16.3105,-16.2909,-16.0502,-16.0381,-16.0195,-15.7467,-15.7359,-15.7184
57,6.70085,-16.6638,-16.6493,-16.6282,-16.4687,-16.4549,-16.4345,-16.2357,-16.2227,-16.203,-15.9677,-15.9555,-15.9368,-15.6699,-15.6589,-15.6415
58,6.94411,-16.5663,-16.5516,-16.5304,-16.3753,-16.3614,-16.341,-16.1472,-16.1341,-16.1143,-15.8846,-15.8723,-15.8534,-15.5923,-15.5812,-15.5637
59,7.19449,-16.4681,-16.4534,-16.4321,-16.2813,-16.2674,-16.2469,-16.058,-16.0448,-16.025,-15.8006,-15.7883,-15.7693,-15.514,-15.5027,-15.4851
60,7.45221,-16.3693,-16.3546,-16.3333,-16.1867,-16.1727,-16.1521,-15.9682,-15.9548,-15.935,-15.7159,-15.7035,-15.6845,-15.4348,-15.4234,-15.4057
61,7.71748,-16.27,-16.2553,-16.2339,-16.0915,-16.0773,-16.0568,-15.8776,-15.8641,-15.8443,-15.6305,-15.618,-15.599,-15.3547,-15.3434,-15.3254
62,7.99052,-16.1702,-16.1554,-16.134,-15.9957,-15.9814,-15.9608,-15.7864,-15.7728,-15.7529,-15.5443,-15.5317,-15.5127,-15.2739,-15.2625,-15.2444
63,8.27157,-16.0698,-16.055,-16.0334,-15.8993,-15.8848,-15.8642,-15.6945,-15.6809,-15.6607,-15.4574,-15.4447,-15.4256,-15.1922,-15.1808,-15.1626
64,8.56085,-15.9689,-15.954,-15.9324,-15.8023,-15.7877,-15.7669,-15.602,-15.5882,-15.568,-15.3698,-15.357,-15.3377,-15.1098,-15.0983,-15.0801
65,8.85861,-15.8674,-15.8525,-15.8309,-15.7046,-15.6901,-15.6691,-15.5088,-15.4949,-15.4745,-15.2815,-15.2685,-15.2491,-15.0266,-15.015,-14.9968
66,9.16509,-15.7655,-15.7506,-15.7289,-15.6065,-15.5919,-15.5708,-15.4149,-15.401,-15.3805,-15.1924,-15.1794,-15.1598,-14.9428,-14.9308,-14.9127
67,9.48056,-15.6631,-15.6481,-15.6265,-15.5077,-15.4931,-15.4719,-15.3203,-15.3064,-15.2859,-15.1026,-15.0896,-15.0699,-14.8581,-14.8461,-14.8278
68,9.80527,-15.5603,-15.5452,-15.5235,-15.4084,-15.3938,-15.3725,-15.2252,-15.2113,-15.1908,-15.0121,-14.9991,-14.9795,-14.7728,-14.7607,-14.7422
69,10.1395,-15.4569,-15.4417,-15.42,-15.3086,-15.294,-15.2726,-15.1294,-15.1156,-15.095,-14.921,-14.908,-14.8883,-14.6867,-14.6746,-14.6559
70,10.4835,-15.353,-15.3378,-15.3162,-15.2082,-15.1936,-15.1722,-15.0331,-15.0192,-14.9987,-14.8292,-14.8162,-14.7966,-14.5998,-14.5878,-14.5691
71,10.8376,-15.2487,-15.2334,-15.2118,-15.1073,-15.0927,-15.0712,-14.9362,-14.9223,-14.9018,-14.7369,-14.7237,-14.7041,-14.5122,-14.5002,-14.4816
72,11.2021,-15.144,-15.1286,-15.107,-15.0058,-14.9913,-14.9699,-14.8387,-14.8247,-14.8042,-14.6438,-14.6306,-14.611,-14.4239,-14.4119,-14.3933
73,11.5773,-15.0388,-15.0234,-15.0018,-14.9039,-14.8893,-14.868,-14.7407,-14.7266,-14.7062,-14.5503,-14.5369,-14.5173,-14.3351,-14.3228,-14.3043
74,11.9634,-14.9332,-14.9178,-14.8962,-14.8015,-14.7869,-14.7656,-14.6422,-14.628,-14.6076,-14.456,-14.4427,-14.423,-14.2455,-14.2332,-14.2146
75,12.3609,-14.8272,-14.8118,-14.7902,-14.6987,-14.6841,-14.6627,-14.5432,-14.5289,-14.5085,-14.3612,-14.3478,-14.328,-14.1554,-14.143,-14.1243
76,12.77,-14.7208,-14.7054,-14.6838,-14.5954,-14.5807,-14.5594,-14.4436,-14.4293,-14.4088,-14.2658,-14.2524,-14.2326,-14.0646,-14.0522,-14.0333
77,13.1911,-14.614,-14.5987,-14.577,-14.4916,-14.477,-14.4557,-14.3435,-14.3293,-14.3087,-14.1698,-14.1565,-14.1365,-13.9731,-13.9607,-13.9417
78,13.6246,-14.5069,-14.4915,-14.4699,-14.3874,-14.3728,-14.3516,-14.243,-14.2287,-14.2081,-14.0733,-14.06,-14.0399,-13.881,-13.8686,-13.8496
79,14.0707,-14.3994,-14.3841,-14.3624,-14.283,-14.2683,-14.2471,-14.1419,-14.1277,-14.1071,-13.9762,-13.9629,-13.9429,-13.7882,-13.776,-13.757
80,14.5299,-14.2916,-14.2763,-14.2547,-14.1781,-14.1634,-14.1423,-14.0404,-14.0263,-14.0056,-13.8786,-13.8654,-13.8455,-13.695,-13.6827,-13.6638
81,15.0026,-14.1835,-14.1683,-14.1466,-14.0729,-14.0582,-14.0371,-13.9385,-13.9245,-13.9037,-13.7806,-13.7673,-13.7475,-13.6012,-13.5889,-13.57
82,15.4891,-14.075,-14.0599,-14.0382,-13.9673,-13.9526,-13.9316,-13.8362,-13.8222,-13.8015,-13.6821,-13.6688,-13.6491,-13.5071,-13.4945,-13.4757
83,15.9899,-13.9663,-13.9512,-13.9296,-13.8614,-13.8466,-13.8257,-13.7335,-13.7195,-13.6989,-13.5832,-13.5699,-13.5501,-13.4123,-13.3996,-13.381
84,16.5054,-13.8574,-13.8422,-13.8206,-13.7551,-13.7403,-13.7195,-13.6305,-13.6164,-13.5959,-13.4839,-13.4705,-13.4508,-13.317,-13.3044,-13.2857
85,17.036,-13.7481,-13.733,-13.7114,-13.6486,-13.6337,-13.613,-13.527,-13.513,-13.4925,-13.3842,-13.3706,-13.351,-13.2213,-13.2086,-13.1899
86,17.5821,-13.6387,-13.6236,-13.602,-13.5417,-13.5269,-13.5062,-13.4233,-13.4093,-13.3888,-13.284,-13.2704,-13.2509,-13.1251,-13.1124,-13.0936
87,18.1442,-13.529,-13.514,-13.4925,-13.4346,-13.4199,-13.3991,-13.3192,-13.3052,-13.2848,-13.1835,-13.1698,-13.1503,-13.0284,-13.0157,-12.9968
88,18.7228,-13.4191,-13.4041,-13.3827,-13.3272,-13.3125,-13.2918,-13.2148,-13.2008,-13.1805,-13.0825,-13.069,-13.0494,-12.9312,-12.9186,-12.8996
89,19.3184,-13.309,-13.2941,-13.2728,-13.2196,-13.205,-13.1843,-13.1101,-13.0962,-13.076,-12.9812,-12.9677,-12.9481,-12.8336,-12.821,-12.8021
90,19.9314,-13.1988,-13.184,-13.1628,-13.1118,-13.0972,-13.0766,-13.0052,-12.9913,-12.9712,-12.8796,-12.8661,-12.8466,-12.7356,-12.7231,-12.7043
91,20.5623,-13.0884,-13.0737,-13.0526,-13.0038,-12.9893,-12.9687,-12.9,-12.8861,-12.8661,-12.7776,-12.7643,-12.7447,-12.6373,-12.6249,-12.6062
92,21.2118,-12.9779,-12.9633,-12.9423,-12.8956,-12.8812,-12.8606,-12.7946,-12.7807,-12.7608,-12.6754,-12.6621,-12.6425,-12.5387,-12.5263,-12.5077
93,21.8803,-12.8673,-12.8528,-12.832,-12.7872,-12.7729,-12.7524,-12.689,-12.6751,-12.6553,-12.5729,-12.5596,-12.5401,-12.4397,-12.4273,-12.4088
94,22.5684,-12.7567,-12.7422,-12.7216,-12.6788,-12.6645,-12.6441,-12.5832,-12.5693,-12.5496,-12.4701,-12.4569,-12.4376,-12.3405,-12.3281,-12.3096
95,23.2766,-12.646,-12.6317,-12.6111,-12.5702,-12.556,-12.5357,-12.4772,-12.4634,-12.4438,-12.3672,-12.3541,-12.3348,-12.241,-12.2285,-12.2102
96,24.0056,-12.5353,-12.521,-12.5006,-12.4616,-12.4475,-12.4273,-12.3712,-12.3574,-12.3379,-12.264,-12.251,-12.2319,-12.1412,-12.1286,-12.1104
97,24.756,-12.4246,-12.4104,-12.3901,-12.3529,-12.339,-12.3188,-12.265,-12.2513,-12.2318,-12.1608,-12.1478,-12.1288,-12.0412,-12.0286,-12.0105
98,25.5283,-12.3138,-12.2998,-12.2795,-12.2442,-12.2303,-12.2103,-12.1588,-12.1451,-12.1257,-12.0573,-12.0445,-12.0256,-11.941,-11.9285,-11.9104
99,26.3233,-12.2032,-12.1891,-12.169,-12.1355,-12.1217,-12.1018,-12.0524,-12.0389,-12.0196,-11.9538,-11.941,-11.9222,-11.8406,-11.8282,-11.8101
100,27.1416,-12.0925,-12.0786,-12.0585,-12.0268,-12.0131,-11.9933,-11.9461,-11.9326,-11.9133,-11.8501,-11.8374,-11.8187,-11.7401,-11.7277,-11.7096
101,27.9838,-11.9819,-11.968,-11.9481,-11.9182,-11.9045,-11.8847,-11.8397,-11.8262,-11.8071,-11.7464,-11.7336,-11.7151,-11.6394,-11.6271,-11.609
102,28.8508,-11.8714,-11.8576,-11.8378,-11.8095,-11.7959,-11.7763,-11.7333,-11.7199,-11.7008,-11.6426,-11.6299,-11.6114,-11.5386,-11.5263,-11.5082
103,29.7431,-11.761,-11.7473,-11.7276,-11.7009,-11.6874,-11.6678,-11.6269,-11.6136,-11.5945,-11.5388,-11.526,-11.5076,-11.4376,-11.4254,-11.4074
104,30.6616,-11.6507,-11.637,-11.6175,-11.5924,-11.5789,-11.5595,-11.5206,-11.5073,-11.4883,-11.435,-11.4222,-11.4039,-11.3366,-11.3245,-11.3065
105,31.607,-11.5406,-11.527,-11.5076,-11.484,-11.4706,-11.4513,-11.4143,-11.4011,-11.3821,-11.3311,-11.3183,-11.3002,-11.2355,-11.2234,-11.2055
106,32.5802,-11.4306,-11.417,-11.3978,-11.3757,-11.3623,-11.3431,-11.308,-11.2949,-11.276,-11.2273,-11.2145,-11.1965,-11.1344,-11.1224,-11.1045
107,33.5818,-11.3208,-11.3073,-11.2882,-11.2675,-11.2542,-11.2352,-11.2019,-11.1888,-11.17,-11.1235,-11.1107,-11.0928,-11.0332,-11.0212,-11.0035
108,34.6128,-11.2112,-11.1977,-11.1788,-11.1595,-11.1463,-11.1273,-11.0958,-11.0828,-11.0642,-11.0197,-11.007,-10.9892,-10.932,-10.9201,-10.9025
109,35.674,-11.1017,-11.0884,-11.0696,-11.0516,-11.0385,-11.0197,-10.9899,-10.977,-10.9585,-10.916,-10.9034,-10.8857,-10.8309,-10.819,-10.8015
110,36.7663,-10.9925,-10.9793,-10.9606,-10.9439,-10.9309,-10.9123,-10.8841,-10.8713,-10.8529,-10.8124,-10.7999,-10.7823,-10.7297,-10.7179,-10.7006
111,37.8906,-10.8836,-10.8704,-10.8519,-10.8364,-10.8235,-10.8051,-10.7784,-10.7657,-10.7475,-10.7089,-10.6966,-10.6789,-10.6286,-10.6168,-10.5997
112,39.0479,-10.7749,-10.7619,-10.7435,-10.7292,-10.7164,-10.6981,-10.673,-10.6604,-10.6422,-10.6056,-10.5933,-10.5758,-10.5277,-10.5159,-10.4989
113,40.239,-10.6665,-10.6536,-10.6353,-10.6222,-10.6095,-10.5914,-10.5677,-10.5552,-10.5372,-10.5024,-10.4902,-10.4727,-10.4268,-10.4151,-10.3982
114,41.4651,-10.5584,-10.5456,-10.5275,-10.5155,-10.5029,-10.4849,-10.4627,-10.4502,-10.4324,-10.3994,-10.3873,-10.3698,-10.326,-10.3144,-10.2976
115,42.7271,-10.4507,-10.4379,-10.42,-10.409,-10.3965,-10.3788,-10.3579,-10.3455,-10.3279,-10.2966,-10.2845,-10.2672,-10.2254,-10.2138,-10.1972
116,44.0261,-10.3433,-10.3306,-10.3128,-10.3029,-10.2905,-10.2729,-10.2534,-10.2411,-10.2236,-10.194,-10.182,-10.1647,-10.125,-10.1134,-10.0969
117,45.3631,-10.2362,-10.2237,-10.2061,-10.1971,-10.1848,-10.1674,-10.1491,-10.1369,-10.1197,-10.0916,-10.0798,-10.0626,-10.0248,-10.0132,-9.99684
118,46.7394,-10.1295,-10.1171,-10.0997,-10.0917,-10.0795,-10.0622,-10.0452,-10.0331,-10.016,-9.98948,-9.97775,-9.96072,-9.9247,-9.91323,-9.89699
119,48.1559,-10.0233,-10.0109,-9.99367,-9.98663,-9.97457,-9.95745,-9.94157,-9.92964,-9.91272,-9.88763,-9.87602,-9.85916,-9.82487,-9.81355,-9.79736
120,49.614,-9.91741,-9.90515,-9.88809,-9.88197,-9.87001,-9.85307,-9.83832,-9.82651,-9.80976,-9.7861,-9.77459,-9.7579,-9.72532,-9.71412,-9.69796
121,51.1148,-9.81204,-9.79987,-9.78299,-9.77772,-9.76587,-9.74911,-9.73544,-9.72375,-9.70719,-9.6849,-9.67349,-9.65696,-9.62604,-9.61496,-9.59883
122,52.6596,-9.70713,-9.69505,-9.67834,-9.67393,-9.66217,-9.64557,-9.63296,-9.62141,-9.60502,-9.58405,-9.57272,-9.55638,-9.52709,-9.51607,-9.5
123,54.2497,-9.6027,-9.59071,-9.57417,-9.57058,-9.5589,-9.54248,-9.53091,-9.51949,-9.50326,-9.48358,-9.47234,-9.45619,-9.42845,-9.4175,-9.40153
124,55.8863,-9.49877,-9.48686,-9.47048,-9.4677,-9.45609,-9.43984,-9.4293,-9.418,-9.40192,-9.3835,-9.37236,-9.35638,-9.33014,-9.31928,-9.30343
125,57.5709,-9.39535,-9.38352,-9.3673,-9.3653,-9.35376,-9.33766,-9.32813,-9.31694,-9.30101,-9.28381,-9.27279,-9.25697,-9.2322,-9.22142,-9.20569
126,59.3049,-9.29245,-9.28071,-9.26463,-9.2634,-9.25192,-9.23597,-9.22742,-9.21635,-9.20053,-9.18454,-9.17363,-9.15797,-9.13462,-9.12392,-9.10832
127,61.0897,-9.19008,-9.17845,-9.1625,-9.162,-9.1506,-9.13478,-9.12718,-9.11621,-9.10053,-9.08571,-9.0749,-9.05937,-9.03743,-9.0268,-9.01135
128,62.9268,-9.08826,-9.07674,-9.06093,-9.06112,-9.04981,-9.03413,-9.02743,-9.01657,-9.00101,-8.98732,-8.97662,-8.96122,-8.94065,-8.93011,-8.9148
129,64.8177,-8.98701,-8.97559,-8.95993,-8.96078,-8.94956,-8.93401,-8.92821,-8.91742,-8.90201,-8.8894,-8.87882,-8.86355,-8.84429,-8.83384,-8.81868
130,66.7641,-8.88632,-8.87501,-8.85949,-8.86098,-8.84985,-8.83445,-8.82952,-8.8188,-8.80353,-8.79197,-8.78149,-8.76636,-8.74838,-8.73802,-8.72299
131,68.7675,-8.78623,-8.77502,-8.75965,-8.76174,-8.75071,-8.73545,-8.73135,-8.7207,-8.70558,-8.69503,-8.68466,-8.66966,-8.65292,-8.64265,-8.62774
132,70.8295,-8.68673,-8.67563,-8.6604,-8.66308,-8.65214,-8.63703,-8.63372,-8.62314,-8.60817,-8.5986,-8.58833,-8.57347,-8.5579,-8.54772,-8.53297
133,72.9521,-8.58784,-8.57683,-8.56176,-8.56499,-8.55415,-8.5392,-8.53664,-8.52614,-8.51131,-8.50268,-8.49252,-8.47777,-8.46335,-8.45328,-8.43867
134,75.1368,-8.48957,-8.47866,-8.46374,-8.46751,-8.45675,-8.44196,-8.44013,-8.42971,-8.41502,-8.4073,-8.39723,-8.38261,-8.3693,-8.35932,-8.34487
135,77.3855,-8.39193,-8.38112,-8.36635,-8.37063,-8.35995,-8.34533,-8.3442,-8.33385,-8.31931,-8.31247,-8.3025,-8.288,-8.27574,-8.26586,-8.25157
136,79.7002,-8.29493,-8.28422,-8.26961,-8.27437,-8.26378,-8.24931,-8.24886,-8.23859,-8.22419,-8.21819,-8.20831,-8.19394,-8.1827,-8.17293,-8.15879
137,82.0826,-8.19858,-8.18797,-8.17351,-8.17874,-8.16825,-8.15393,-8.15411,-8.14394,-8.12967,-8.12448,-8.1147,-8.10046,-8.0902,-8.08054,-8.06654
138,84.5349,-8.10289,-8.09238,-8.07808,-8.08375,-8.07335,-8.05918,-8.05998,-8.04989,-8.03577,-8.03135,-8.02167,-8.00756,-7.99823,-7.9887,-7.97481
139,87.0591,-8.00786,-7.99746,-7.98331,-7.9894,-7.9791,-7.96508,-7.96647,-7.95645,-7.94248,-7.93882,-7.92923,-7.91526,-7.90682,-7.89741,-7.88364
140,89.6572,-7.91351,-7.90322,-7.88922,-7.8957,-7.88551,-7.87164,-7.87358,-7.86365,-7.84983,-7.8469,-7.83738,-7.82357,-7.81597,-7.80668,-7.79303
141,92.3314,-7.81985,-7.80966,-7.79581,-7.80267,-7.79258,-7.77886,-7.78133,-7.77148,-7.75782,-7.7556,-7.74615,-7.73248,-7.72571,-7.71653,-7.703
142,95.084,-7.72687,-7.7168,-7.70309,-7.71031,-7.70033,-7.68674,-7.68973,-7.67996,-7.66646,-7.66491,-7.65554,-7.64202,-7.63604,-7.62696,-7.61356
143,97.9173,-7.63459,-7.62463,-7.61106,-7.61862,-7.60876,-7.5953,-7.59879,-7.5891,-7.57575,-7.57485,-7.56555,-7.55218,-7.54697,-7.53798,-7.52471
