gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0122539,0.0613711,0.130416,0.220741,0,0,0,0.0122213,0.0613486,0.130397,0.220725,0,0,0,0.0121885,0.0613262,0.130378,0.22071,0,0,0,0.0121556,0.0613035,0.13036,0.220694,0,0,0,0.012123,0.0612811,0.130341,0.220678,0,0,0,0.0120902,0.0612585,0.130322,0.220662,0,0,0,0.0120573,0.0612359,0.130304,0.220646
1,0.0156618,0,0,0,0.0219067,0.0720941,0.142525,0.233467,0,0,0,0.0219736,0.0721827,0.142631,0.233581,0,0,0,0.0220404,0.0722713,0.142736,0.233696,0,0,0,0.0221072,0.0723597,0.142841,0.23381,0,0,0,0.0221742,0.0724485,0.142947,0.233924,0,0,0,0.0222411,0.0725371,0.143052,0.234039,0,0,0,0.0223079,0.0726257,0.143157,0.234153
2,0.031477,0,0,0,0.0308431,0.0830659,0.154727,0.246322,0,0,0,0.0310029,0.0832831,0.154957,0.246568,0,0,0,0.0311626,0.0835004,0.155187,0.246813,0,0,0,0.0313223,0.0837174,0.155417,0.247059,0,0,0,0.031483,0.0839348,0.155647,0.247305,0,0,0,0.0316634,0.0841519,0.155877,0.247551,0,0,0,0.0318438,0.0843691,0.156107,0.247797
3,0.0474469,0,0,0.000632038,0.0409449,0.0948586,0.1671,0.259306,0,0,0.000955739,0.0412306,0.0951966,0.167463,0.259685,0,0,0.00127936,0.0415163,0.0955346,0.167826,0.260064,0,0,0.00160297,0.041802,0.0958724,0.168189,0.260442,0,0,0.00192689,0.042088,0.0962105,0.168552,0.260821,0,0,0.0022508,0.0423739,0.0965569,0.168915,0.2612,0,0,0.00257463,0.0426598,0.0969064,0.169278,0.261579
4,0.0635732,0,0,0.0125589,0.0517024,0.107124,0.179768,0.27245,0,0,0.0130059,0.0521438,0.107599,0.180261,0.272968,0,0,0.0134528,0.0525852,0.108075,0.180754,0.273487,0,0,0.0138998,0.0530266,0.10855,0.18125,0.274005,0,0,0.0143471,0.0534685,0.109026,0.181749,0.274524,0,0,0.0147945,0.0539103,0.109501,0.182248,0.275042,0,0,0.0152418,0.0543522,0.109977,0.182748,0.275561
5,0.0798573,0,0,0.0224949,0.0633892,0.119573,0.192713,0.28584,0,0,0.0229321,0.0639302,0.120178,0.193345,0.286495,0,0,0.0233693,0.064461,0.120782,0.193977,0.287151,0,0,0.0238066,0.0649917,0.121386,0.194609,0.287806,0,0,0.0242443,0.0655229,0.121991,0.195241,0.288463,0,0,0.024682,0.066054,0.122595,0.195873,0.289121,0,0,0.0251198,0.0665853,0.123199,0.196505,0.289779
6,0.0963008,0,0,0.0318295,0.0745332,0.132182,0.205858,0.299406,0,0,0.0324314,0.0751791,0.132922,0.20663,0.300202,0,0,0.0330335,0.0758252,0.133663,0.207402,0.300999,0,0.000547728,0.0336356,0.0764713,0.134403,0.208173,0.301796,0,0.00124048,0.0342381,0.0771179,0.135144,0.208946,0.302593,0,0.00193331,0.0348406,0.0777645,0.135884,0.209717,0.303389,0,0.00262617,0.0354433,0.0784113,0.136625,0.210489,0.304186
7,0.112905,0,0.0107568,0.042415,0.0863,0.145013,0.219217,0.313133,0,0.0115761,0.0431265,0.087129,0.145884,0.220137,0.314072,0,0.0123953,0.0438381,0.0879582,0.146755,0.221057,0.315012,0,0.0132147,0.0445498,0.0887871,0.147623,0.221976,0.315952,0,0.0140346,0.0452619,0.0896165,0.148492,0.222896,0.316892,0,0.0148546,0.0459741,0.0904457,0.14936,0.223816,0.317831,0,0.0156716,0.0466865,0.091275,0.150228,0.224736,0.318771
8,0.129672,0,0.0213943,0.053824,0.0987447,0.157919,0.23284,0.327029,0,0.0221187,0.0547507,0.0997354,0.158919,0.233899,0.328118,0,0.0228433,0.0556777,0.100726,0.159919,0.234958,0.329208,0,0.0235681,0.0566049,0.101717,0.160919,0.236018,0.330297,0,0.0242933,0.0575326,0.102708,0.16192,0.237077,0.331386,0,0.0250187,0.0584604,0.103698,0.16292,0.238137,0.332475,0,0.0257444,0.0593885,0.104689,0.163926,0.239196,0.333565
9,0.146603,0.00428579,0.030968,0.0658524,0.111682,0.171106,0.246601,0.341149,0.00535887,0.031832,0.0668447,0.112805,0.172265,0.247801,0.342383,0.00643208,0.0327609,0.0678373,0.113932,0.173424,0.249001,0.343617,0.00750547,0.0336899,0.0688301,0.115058,0.174583,0.250201,0.344853,0.0085794,0.0346194,0.0698235,0.116186,0.175742,0.251402,0.346092,0.00965351,0.0355491,0.0708169,0.117313,0.176901,0.252602,0.347331,0.0107278,0.036479,0.0718107,0.118441,0.178061,0.253802,0.34857
