gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[0 5],dist[0 6],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[1 5],dist[1 6],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[2 5],dist[2 6],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[3 5],dist[3 6],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4],dist[4 5],dist[4 6],dist[5 0],dist[5 1],dist[5 2],dist[5 3],dist[5 4],dist[5 5],dist[5 6],dist[6 0],dist[6 1],dist[6 2],dist[6 3],dist[6 4],dist[6 5],dist[6 6]
0,0,1.62971e-005,0.000123689,0.000372089,0.000425592,0.00018473,3.01377e-005,1.86214e-006,0.00015903,0.00120698,0.00363092,0.00415301,0.00180263,0.000294089,1.81711e-005,0.000634386,0.00481477,0.0144841,0.0165668,0.00719088,0.00117315,7.24864e-005,0.00100493,0.00762708,0.0229443,0.0262434,0.0113911,0.00185839,0.000114826,0.000634386,0.00481477,0.0144841,0.0165668,0.00719088,0.00117315,7.24864e-005,0.00015903,0.00120698,0.00363092,0.00415301,0.00180263,0.000294089,1.81711e-005,1.62971e-005,0.000123689,0.000372089,0.000425592,0.00018473,3.01377e-005,1.86214e-006
1,0.0185364,4.38147e-006,4.38175e-005,0.000171679,0.000254517,0.000142176,2.95756e-005,2.3132e-006,4.27552e-005,0.000427579,0.00167528,0.00248362,0.00138738,0.000288605,2.25726e-005,0.000170555,0.00170566,0.00668284,0.00990741,0.0055344,0.00115127,9.00446e-005,0.000270176,0.00270193,0.0105863,0.0156943,0.00876704,0.00182373,0.00014264,0.000170555,0.00170566,0.00668284,0.00990741,0.0055344,0.00115127,9.00446e-005,4.27552e-005,0.000427579,0.00167528,0.00248362,0.00138738,0.000288605,2.25726e-005,4.38147e-006,4.38175e-005,0.000171679,0.000254517,0.000142176,2.95756e-005,2.3132e-006
2,0.0372875,3.69475e-006,3.65815e-005,0.000141236,0.000205968,0.000113205,2.32023e-005,1.79104e-006,3.6054e-005,0.000356969,0.0013782,0.00200987,0.00110468,0.000226412,1.74773e-005,0.000143823,0.00142398,0.00549779,0.00801758,0.00440666,0.00090318,6.97186e-005,0.00022783,0.00225573,0.00870906,0.0127007,0.0069806,0.00143073,0.000110441,0.000143823,0.00142398,0.00549779,0.00801758,0.00440666,0.00090318,6.97186e-005,3.6054e-005,0.000356969,0.0013782,0.00200987,0.00110468,0.000226412,1.74773e-005,3.69475e-006,3.65815e-005,0.000141236,0.000205968,0.000113205,2.32023e-005,1.79104e-006
3,0.0562558,2.73627e-006,2.85236e-005,0.000117997,0.000188025,0.000115341,2.70088e-005,2.45625e-006,2.6701e-005,0.000278338,0.00115144,0.00183479,0.00112552,0.000263557,2.39686e-005,0.000106513,0.00111032,0.0045932,0.00731915,0.00448983,0.00105135,9.5613e-005,0.000168727,0.00175886,0.00727609,0.0115943,0.00711233,0.00166545,0.000151461,0.000106513,0.00111032,0.0045932,0.00731915,0.00448983,0.00105135,9.5613e-005,2.6701e-005,0.000278338,0.00115144,0.00183479,0.00112552,0.000263557,2.39686e-005,2.73627e-006,2.85236e-005,0.000117997,0.000188025,0.000115341,2.70088e-005,2.45625e-006
4,0.0754439,2.49166e-006,2.74571e-005,0.000120906,0.000206398,0.000136172,3.4331e-005,3.36211e-006,2.43141e-005,0.000267932,0.00117983,0.00201407,0.00132879,0.000335009,3.28081e-005,9.69915e-005,0.00106881,0.00470645,0.00803434,0.00530067,0.00133638,0.000130875,0.000153644,0.0016931,0.00745548,0.0127272,0.00839679,0.00211696,0.000207319,9.69915e-005,0.00106881,0.00470645,0.00803434,0.00530067,0.00133638,0.000130875,2.43141e-005,0.000267932,0.00117983,0.00201407,0.00132879,0.000335009,3.28081e-005,2.49166e-006,2.74571e-005,0.000120906,0.000206398,0.000136172,3.4331e-005,3.36211e-006
5,0.0948544,2.05858e-006,2.28157e-005,0.000100341,0.000170264,0.000111329,2.77768e-005,2.69047e-006,2.0088e-005,0.00022264,0.000979143,0.00166147,0.00108637,0.000271051,2.62541e-005,8.01329e-005,0.000888135,0.0039059,0.00662776,0.00433363,0.00108125,0.00010473,0.000126939,0.00140689,0.00618734,0.010499,0.0068649,0.00171281,0.000165903,8.01329e-005,0.000888135,0.0039059,0.00662776,0.00433363,0.00108125,0.00010473,2.0088e-005,0.00022264,0.000979143,0.00166147,0.00108637,0.000271051,2.62541e-005,2.05858e-006,2.28157e-005,0.000100341,0.000170264,0.000111329,2.77768e-005,2.69047e-006
6,0.11449,1.67498e-006,1.88789e-005,8.44776e-005,0.000145907,9.70818e-005,2.46281e-005,2.42338e-006,1.63448e-005,0.000184224,0.000824349,0.00142378,0.000947342,0.000240325,2.36478e-005,6.52009e-005,0.000734889,0.00328841,0.00567962,0.00377904,0.000958683,9.43334e-005,0.000103285,0.00116414,0.00520917,0.00899708,0.00598638,0.00151865,0.000149433,6.52009e-005,0.000734889,0.00328841,0.00567962,0.00377904,0.000958683,9.43334e-005,1.63448e-005,0.000184224,0.000824349,0.00142378,0.000947342,0.000240325,2.36478e-005,1.67498e-006,1.88789e-005,8.44776e-005,0.000145907,9.70818e-005,2.46281e-005,2.42338e-006
7,0.134352,1.32781e-006,1.55701e-005,7.32341e-005,0.000134699,9.69392e-005,2.71013e-005,3.02037e-006,1.2957e-005,0.000151935,0.000714632,0.00131442,0.00094595,0.00026446,2.94734e-005,5.16868e-005,0.000606086,0.00285074,0.00524334,0.00377349,0.00105496,0.000117572,8.18771e-005,0.000960101,0.00451586,0.00830598,0.00597759,0.00167116,0.000186246,5.16868e-005,0.000606086,0.00285074,0.00524334,0.00377349,0.00105496,0.000117572,1.2957e-005,0.000151935,0.000714632,0.00131442,0.00094595,0.00026446,2.94734e-005,1.32781e-006,1.55701e-005,7.32341e-005,0.000134699,9.69392e-005,2.71013e-005,3.02037e-006
8,0.154445,1.09156e-006,1.30343e-005,6.23271e-005,0.00011635,8.48084e-005,2.39583e-005,2.69212e-006,1.06517e-005,0.000127191,0.0006082,0.00113537,0.000827576,0.00023379,2.62702e-005,4.24906e-005,0.00050738,0.00242617,0.00452909,0.00330129,0.000932611,0.000104795,6.73093e-005,0.00080374,0.0038433,0.00717453,0.00522957,0.00147735,0.000166005,4.24906e-005,0.00050738,0.00242617,0.00452909,0.00330129,0.000932611,0.000104795,1.06517e-005,0.000127191,0.0006082,0.00113537,0.000827576,0.00023379,2.62702e-005,1.09156e-006,1.30343e-005,6.23271e-005,0.00011635,8.48084e-005,2.39583e-005,2.69212e-006
9,0.174771,8.86067e-007,1.07121e-005,5.18114e-005,9.77931e-005,7.20576e-005,2.05759e-005,2.33781e-006,8.64641e-006,0.000104531,0.000505586,0.000954283,0.000703152,0.000200784,2.28128e-005,3.44914e-005,0.000416984,0.00201683,0.00380673,0.00280494,0.000800947,9.10026e-005,5.46378e-005,0.000660544,0.00319486,0.00603024,0.00444331,0.00126878,0.000144157,3.44914e-005,0.000416984,0.00201683,0.00380673,0.00280494,0.000800947,9.10026e-005,8.64641e-006,0.000104531,0.000505586,0.000954283,0.000703152,0.000200784,2.28128e-005,8.86067e-007,1.07121e-005,5.18114e-005,9.77931e-005,7.20576e-005,2.05759e-005,2.33781e-006
