gridnumber,capital,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6]
115,4.41735,4.10858,4.10858,4.10858,4.10858,4.1124,4.12345,4.13363
116,4.48706,4.1751,4.1751,4.17511,4.1751,4.17898,4.19019,4.20059
117,4.55758,4.24238,4.24238,4.24238,4.24238,4.24634,4.25908,4.26847
118,4.62892,4.31047,4.31047,4.31047,4.31047,4.31459,4.3275,4.33719
119,4.70108,4.3794,4.3794,4.3794,4.37939,4.38357,4.39669,4.4066
120,4.77408,4.44917,4.44917,4.44917,4.44917,4.45342,4.46676,4.47685
121,4.84793,4.51979,4.51979,4.51979,4.51979,4.5241,4.53764,4.54787
122,4.92263,4.59112,4.59112,4.59112,4.59112,4.59549,4.60921,4.61992
123,4.99819,4.66326,4.66326,4.66326,4.66326,4.66773,4.6817,4.69269
124,5.07463,4.7363,4.7363,4.7363,4.7363,4.74084,4.75503,4.7662
125,5.15196,4.81022,4.81022,4.81022,4.81022,4.81483,4.82929,4.84065
126,5.23019,4.88501,4.88501,4.88501,4.88501,4.88969,4.90438,4.91643
127,5.30931,4.96069,4.96069,4.96069,4.96069,4.96544,4.98039,4.99281
128,5.38936,5.03724,5.03724,5.03724,5.03724,5.04206,5.05724,5.07
129,5.47033,5.11469,5.11469,5.11469,5.11469,5.11995,5.135,5.14796
130,5.55225,5.19305,5.19305,5.19305,5.19305,5.19839,5.21367,5.22682
131,5.63511,5.27234,5.27234,5.27234,5.27234,5.27775,5.29332,5.30669
132,5.71893,5.35261,5.35261,5.35261,5.35261,5.35811,5.37404,5.38753
133,5.80372,5.43381,5.43381,5.43381,5.43381,5.43942,5.45554,5.46921
134,5.88949,5.51586,5.51586,5.51586,5.51586,5.52154,5.53804,5.55173
135,5.97626,5.59888,5.59888,5.59888,5.59888,5.60466,5.62149,5.63517
136,6.06403,5.68293,5.68293,5.68293,5.68293,5.68909,5.70587,5.71976
137,6.15282,5.76797,5.76797,5.76797,5.76797,5.77421,5.79131,5.80543
138,6.24264,5.85399,5.85399,5.85399,5.85399,5.86033,5.87761,5.892
139,6.3335,5.94107,5.94107,5.94107,5.94107,5.94753,5.96458,5.97948
140,6.42541,6.02916,6.02916,6.02916,6.02916,6.03595,6.05299,6.06801
141,6.51839,6.11819,6.11819,6.11819,6.11819,6.12699,6.14241,6.15684
142,6.61244,6.20827,6.20827,6.20827,6.20827,6.2179,6.23285,6.24732
143,6.70758,6.29949,6.29949,6.29949,6.29949,6.31016,6.32433,6.33956
144,6.80383,6.39214,6.39214,6.39214,6.39214,6.40302,6.41742,6.43275
145,6.90119,6.48577,6.48577,6.48577,6.48577,6.49663,6.51084,6.52658
146,6.99968,6.58004,6.58004,6.58005,6.58005,6.59084,6.60574,6.62069
147,7.0993,6.67534,6.67534,6.67534,6.67534,6.68607,6.70144,6.7165
148,7.20009,6.77171,6.77171,6.77171,6.77171,6.7824,6.79766,6.81343
149,7.30204,6.86936,6.86936,6.86936,6.86936,6.87997,6.89529,6.9118
150,7.40517,6.96829,6.96829,6.96829,6.96829,6.97874,6.99397,7.01123
151,7.5095,7.06835,7.06834,7.06834,7.06834,7.07865,7.09372,7.11123
152,7.61503,7.16956,7.16956,7.16956,7.16955,7.17971,7.19523,7.21294
153,7.72179,7.27195,7.27195,7.27195,7.27195,7.28199,7.29695,7.31595
154,7.82979,7.37556,7.37556,7.37556,7.37556,7.38542,7.40056,7.41998
155,7.93903,7.48045,7.48045,7.48045,7.48045,7.49015,7.50574,7.52392
156,8.04955,7.58654,7.58654,7.58654,7.58654,7.59603,7.61217,7.62922
157,8.16134,7.69384,7.69384,7.69384,7.69383,7.70314,7.7195,7.73572
158,8.27443,7.80244,7.80244,7.80244,7.80244,7.81157,7.82809,7.84339
159,8.38882,7.91231,7.91231,7.91231,7.91231,7.92121,7.93784,7.95239
160,8.50455,8.02344,8.02344,8.02344,8.02344,8.03213,8.04891,8.06261
161,8.62161,8.13585,8.13585,8.13585,8.13585,8.14437,8.16093,8.17409
162,8.74003,8.24957,8.24957,8.24957,8.24957,8.25801,8.27434,8.28685
163,8.85982,8.36464,8.36464,8.36464,8.36464,8.3732,8.38874,8.40092
164,8.981,8.48107,8.48107,8.48107,8.48107,8.48974,8.50448,8.51631
165,9.10358,8.59886,8.59886,8.59886,8.59886,8.60765,8.62155,8.63303
166,9.22759,8.71807,8.71807,8.71807,8.71807,8.72681,8.74003,8.75101
167,9.35303,8.83866,8.83866,8.83866,8.83866,8.84716,8.85975,8.87043
168,9.47992,8.96062,8.96062,8.96062,8.96062,8.96887,8.98092,8.9912
169,9.60828,9.08396,9.08396,9.08396,9.08396,9.09196,9.10352,9.11344
170,9.73813,9.20869,9.20869,9.20869,9.20869,9.21643,9.22758,9.23703
171,9.86949,9.33492,9.33492,9.33492,9.33492,9.34238,9.35304,9.36211
172,10.0024,9.46268,9.46268,9.46268,9.46267,9.46986,9.47991,9.48853
173,10.1368,9.59193,9.59193,9.59193,9.59193,9.59883,9.60824,9.61654
174,10.2728,9.72269,9.72269,9.72269,9.72269,9.72934,9.73814,9.74587
175,10.4103,9.85496,9.85496,9.85496,9.85496,9.86135,9.86943,9.87682
176,10.5494,9.98878,9.98878,9.98878,9.98878,9.99486,10.0023,10.0091
177,10.6902,10.1242,10.1242,10.1242,10.1242,10.1299,10.1368,10.1431
178,10.8326,10.2612,10.2612,10.2612,10.2612,10.2666,10.2727,10.2787
179,10.9766,10.3997,10.3997,10.3997,10.3997,10.4048,10.4103,10.4156
180,11.1223,10.5399,10.5399,10.5399,10.5399,10.5447,10.5494,10.5542
181,11.2697,10.6817,10.6817,10.6817,10.6817,10.686,10.6902,10.6944
182,11.4188,10.8252,10.8252,10.8252,10.8252,10.8289,10.8326,10.8363
183,11.5696,10.9703,10.9703,10.9703,10.9703,10.9735,10.9766,10.9798
184,11.7222,11.1171,11.1171,11.1171,11.1171,11.1197,11.1223,11.125
185,11.8766,11.2657,11.2657,11.2657,11.2657,11.2677,11.2697,11.2718
186,12.0327,11.4159,11.4159,11.4159,11.4159,11.4174,11.4188,11.4202
187,12.1906,11.568,11.568,11.568,11.568,11.5688,11.5696,11.5706
188,12.3504,11.7218,11.7218,11.7218,11.7218,11.722,11.7222,11.7225
189,12.512,11.8774,11.8774,11.8774,11.8774,11.8778,11.8783,11.8789
190,12.6755,12.0348,12.0348,12.0348,12.0348,12.0359,12.037,12.0381
191,12.8409,12.1941,12.1941,12.1941,12.1941,12.1949,12.1958,12.1968
192,13.0082,12.3555,12.3555,12.3555,12.3555,12.3557,12.3559,12.3563
193,13.1774,12.519,12.519,12.519,12.519,12.5194,12.5198,12.5205
194,13.3486,12.6837,12.6837,12.6837,12.6837,12.6847,12.6859,12.6871
195,13.5218,12.85,12.85,12.85,12.85,12.8509,12.8518,12.8529
196,13.697,13.0189,13.0189,13.0189,13.0189,13.0191,13.0194,13.0201
197,13.8742,13.1901,13.1901,13.1901,13.1901,13.1905,13.1911,13.1929
198,14.0535,13.3626,13.3626,13.3626,13.3626,13.3637,13.365,13.3662
199,14.2348,13.5369,13.5369,13.5369,13.5369,13.5374,13.5388,13.5399
200,14.4183,13.7138,13.7138,13.7138,13.7138,13.714,13.7144,13.715
201,14.6039,13.893,13.893,13.893,13.893,13.8935,13.8941,13.896
202,14.7916,14.0736,14.0736,14.0736,14.0736,14.0747,14.0762,14.0775
203,14.9815,14.2563,14.2563,14.2563,14.2563,14.2568,14.2583,14.2593
204,15.1736,14.4417,14.4417,14.4417,14.4417,14.442,14.4426,14.443
205,15.3679,14.6293,14.6293,14.6293,14.6293,14.6298,14.6314,14.6324
206,15.5645,14.8185,14.8185,14.8185,14.8185,14.8196,14.8212,14.8225
207,15.7633,15.0099,15.0099,15.0099,15.0099,15.0104,15.011,15.0131
208,15.9645,15.2041,15.2041,15.2041,15.2041,15.2043,15.205,15.2057
209,16.168,15.4005,15.4005,15.4005,15.4005,15.401,15.4026,15.404
210,16.3738,15.5986,15.5986,15.5986,15.5986,15.5997,15.6013,15.6028
211,16.5821,15.7992,15.7992,15.7992,15.7992,15.7997,15.8003,15.8026
212,16.7927,16.0027,16.0027,16.0027,16.0027,16.003,16.0038,16.0043
213,17.0058,16.2083,16.2083,16.2083,16.2083,16.2089,16.2105,16.2119
214,17.2213,16.4158,16.4158,16.4158,16.4158,16.4166,16.4183,16.4202
215,17.4394,16.626,16.626,16.626,16.626,16.6265,16.6271,16.6295
216,17.66,16.839,16.839,16.839,16.839,16.8395,16.8402,16.841
217,17.8831,17.0542,17.0542,17.0542,17.0542,17.0549,17.0566,17.0581
218,18.1088,17.2717,17.2717,17.2717,17.2717,17.2723,17.2741,17.2764
219,18.3372,17.4919,17.4919,17.4919,17.4919,17.4924,17.4931,17.4956
220,18.5681,17.7149,17.7149,17.7149,17.7149,17.7154,17.7162,17.7186
221,18.8018,17.9403,17.9403,17.9403,17.9403,17.941,17.943,17.9451
222,19.0381,18.1682,18.1682,18.1682,18.1682,18.1688,18.1707,18.1731
223,19.2772,18.3989,18.3989,18.3989,18.3989,18.3994,18.4002,18.4027
224,19.5191,18.6324,18.6324,18.6324,18.6324,18.633,18.6339,18.6366
225,19.7638,18.8684,18.8684,18.8684,18.8684,18.8691,18.8712,18.8735
226,20.0113,19.1071,19.1071,19.1071,19.1071,19.1077,19.1097,19.1119
227,20.2617,19.3487,19.3487,19.3487,19.3487,19.3493,19.3501,19.3531
228,20.5149,19.5933,19.5933,19.5933,19.5933,19.5939,19.596,19.5977
229,20.7711,19.8404,19.8404,19.8404,19.8404,19.8411,19.8434,19.8458
230,21.0303,20.0905,20.0905,20.0905,20.0905,20.0912,20.0933,20.0956
231,21.2925,20.3436,20.3436,20.3436,20.3436,20.3443,20.346,20.3482
232,21.5577,20.5996,20.5996,20.5996,20.5996,20.6004,20.6025,20.6052
233,21.826,20.8585,20.8585,20.8585,20.8585,20.8593,20.8616,20.8645
234,22.0974,21.1205,21.1205,21.1205,21.1205,21.1212,21.1234,21.1262
235,22.3719,21.3855,21.3855,21.3855,21.3855,21.3863,21.3885,21.391
236,22.6496,21.6536,21.6536,21.6536,21.6536,21.6544,21.6569,21.6595
237,22.9306,21.9248,21.9248,21.9248,21.9248,21.9256,21.9279,21.9327
238,23.2148,22.1992,22.1992,22.1992,22.1992,22.2,22.2023,22.2052
239,23.5023,22.4768,22.4768,22.4768,22.4768,22.4775,22.4799,22.4828
240,23.7931,22.7576,22.7576,22.7576,22.7576,22.7583,22.761,22.7661
241,24.0873,23.0416,23.0416,23.0416,23.0416,23.0424,23.045,23.0502
242,24.3848,23.329,23.329,23.329,23.329,23.3298,23.3322,23.3377
243,24.6859,23.6197,23.6197,23.6197,23.6197,23.6205,23.6232,23.6285
244,24.9904,23.9137,23.9137,23.9137,23.9137,23.9146,23.9173,23.9227
245,25.2985,24.2112,24.2112,24.2112,24.2112,24.2121,24.2148,24.2203
246,25.6101,24.5122,24.5122,24.5122,24.5122,24.513,24.5159,24.5214
247,25.9253,24.8166,24.8166,24.8166,24.8166,24.8175,24.8204,24.8267
248,26.2442,25.1246,25.1246,25.1246,25.1246,25.1255,25.1284,25.1352
249,26.5668,25.4362,25.4362,25.4362,25.4362,25.4371,25.44,25.4469
250,26.8931,25.7514,25.7514,25.7514,25.7514,25.7523,25.7552,25.7622
251,27.2232,26.0702,26.0702,26.0702,26.0702,26.0712,26.0742,26.0812
252,27.5571,26.3928,26.3928,26.3928,26.3928,26.3937,26.3968,26.4039
253,27.8949,26.7191,26.7191,26.7191,26.7191,26.72,26.7231,26.7303
254,28.2366,27.0492,27.0492,27.0492,27.0492,27.0502,27.0533,27.0606
255,28.5823,27.3832,27.3832,27.3832,27.3832,27.3841,27.3878,27.3946
256,28.932,27.721,27.721,27.721,27.721,27.7219,27.7257,27.7326
257,29.2857,28.0627,28.0627,28.0627,28.0627,28.0637,28.0675,28.0745
258,29.6435,28.4085,28.4085,28.4085,28.4085,28.4096,28.4136,28.4204
259,30.0055,28.7582,28.7582,28.7582,28.7582,28.7593,28.7633,28.7707
260,30.3716,29.112,29.112,29.112,29.112,29.1131,29.1172,29.1246
261,30.742,29.4699,29.4699,29.4699,29.4699,29.4711,29.4752,29.4827
262,31.1167,29.832,29.832,29.832,29.832,29.8331,29.8373,29.8449
263,31.4958,30.1982,30.1982,30.1982,30.1982,30.1994,30.2036,30.2113
264,31.8792,30.5687,30.5687,30.5687,30.5687,30.5701,30.5742,30.582
265,32.267,30.9436,30.9436,30.9436,30.9436,30.9453,30.9494,30.957
266,32.6594,31.3228,31.3228,31.3228,31.3228,31.3246,31.3303,31.3392
267,33.0563,31.7064,31.7064,31.7064,31.7064,31.7083,31.7143,31.723
268,33.4578,32.0945,32.0945,32.0945,32.0945,32.0968,32.1025,32.1113
269,33.864,32.4871,32.4871,32.4871,32.4871,32.4894,32.4952,32.5041
270,34.2748,32.8841,32.8841,32.8841,32.8841,32.8864,32.8923,32.9014
271,34.6904,33.2858,33.2858,33.2858,33.2858,33.2882,33.2941,33.3033
272,35.1109,33.6922,33.6922,33.6922,33.6922,33.6945,33.7006,33.7103
273,35.5362,34.1033,34.1033,34.1033,34.1033,34.1056,34.1118,34.1216
274,35.9664,34.5192,34.5192,34.5192,34.5192,34.5216,34.5284,34.5377
275,36.4016,34.9399,34.9399,34.9399,34.9399,34.9423,34.9496,34.9587
276,36.8419,35.3655,35.3655,35.3655,35.3655,35.368,35.3754,35.3845
277,37.2872,35.7961,35.7961,35.7961,35.796,35.7985,35.806,35.8153
278,37.7377,36.2316,36.2316,36.2316,36.2316,36.2341,36.2417,36.2511
279,38.1935,36.6722,36.6722,36.6722,36.6722,36.6747,36.6824,36.6919
280,38.6545,37.1179,37.1179,37.1179,37.1179,37.1205,37.1282,37.1384
281,39.1209,37.5688,37.5688,37.5688,37.5688,37.5714,37.5792,37.5918
282,39.5926,38.0249,38.0249,38.0249,38.0249,38.0275,38.0355,38.0482
283,40.0698,38.4863,38.4863,38.4863,38.4863,38.489,38.4971,38.5099
284,40.5526,38.9531,38.9531,38.9531,38.9531,38.9558,38.964,38.9776
285,41.0409,39.4253,39.4253,39.4253,39.4253,39.428,39.4363,39.4506
286,41.5349,39.903,39.903,39.903,39.903,39.9059,39.9145,39.9304
287,42.0347,40.3862,40.3862,40.3862,40.3862,40.3892,40.3979,40.414
288,42.5402,40.8751,40.8751,40.8751,40.8751,40.8781,40.8869,40.9038
289,43.0516,41.3696,41.3696,41.3696,41.3696,41.3727,41.3816,41.3987
290,43.5689,41.8698,41.8698,41.8698,41.8698,41.8729,41.8819,41.9011
291,44.0922,42.3758,42.3758,42.3758,42.3758,42.379,42.3881,42.4075
292,44.6215,42.8878,42.8878,42.8878,42.8878,42.891,42.9002,42.9198
293,45.157,43.4057,43.4057,43.4057,43.4057,43.4089,43.4208,43.4381
294,45.6987,43.9295,43.9295,43.9295,43.9295,43.9328,43.9449,43.9624
295,46.2467,44.4596,44.4596,44.4596,44.4596,44.4629,44.4751,44.4928
296,46.801,44.9957,44.9957,44.9957,44.9957,44.9991,45.0114,45.0294
297,47.3617,45.538,45.538,45.538,45.538,45.5414,45.5539,45.5754
298,47.9289,46.0866,46.0866,46.0866,46.0866,46.09,46.1027,46.1245
299,48.5027,46.6416,46.6416,46.6416,46.6416,46.6451,46.6583,46.6799
300,49.0832,47.2031,47.2031,47.2031,47.2031,47.2066,47.22,47.2425
301,49.6704,47.771,47.771,47.771,47.771,47.7748,47.7881,47.811
302,50.2644,48.3456,48.3456,48.3456,48.3456,48.3497,48.3629,48.386
303,50.8652,48.9268,48.9268,48.9268,48.9268,48.931,48.9443,48.9677
304,51.473,49.5148,49.5148,49.5148,49.5148,49.519,49.5326,49.557
305,52.0879,50.1096,50.1096,50.1096,50.1096,50.1141,50.1275,50.1522
306,52.7099,50.7112,50.7112,50.7112,50.7112,50.7158,50.7294,50.7544
307,53.3391,51.3199,51.3199,51.3199,51.3199,51.3245,51.3388,51.3636
308,53.9756,51.9357,51.9357,51.9357,51.9357,51.9403,51.9569,51.9799
309,54.6194,52.5585,52.5585,52.5585,52.5585,52.5632,52.58,52.6056
310,55.2707,53.1887,53.1887,53.1887,53.1887,53.1935,53.2104,53.2395
311,55.9296,53.8261,53.8261,53.8261,53.8261,53.8312,53.8486,53.8775
312,56.5961,54.4709,54.4709,54.4709,54.4709,54.4771,54.4942,54.5237
313,57.2703,55.1232,55.1232,55.1232,55.1232,55.1298,55.1484,55.1783
314,57.9523,55.7832,55.7832,55.7832,55.7832,55.7902,55.8088,55.8399
315,58.6423,56.4508,56.4508,56.4508,56.4508,56.4578,56.4767,56.5081
316,59.3402,57.126,57.126,57.126,57.126,57.1331,57.1527,57.1856
317,60.0462,57.8089,57.8089,57.8089,57.8089,57.8161,57.8377,57.8702
318,60.7604,58.4999,58.4999,58.4999,58.4999,58.5072,58.529,58.5619
319,61.4828,59.199,59.199,59.199,59.199,59.2064,59.2284,59.2617
320,62.2137,59.9061,59.9061,59.9061,59.9061,59.9142,59.9359,59.9705
321,62.9529,60.6214,60.6214,60.6214,60.6214,60.6298,60.6516,60.6865
322,63.7008,61.3451,61.3451,61.3451,61.3451,61.3537,61.3756,61.411
323,64.4573,62.0772,62.0772,62.0772,62.0772,62.0859,62.1081,62.1467
324,65.2226,62.8177,62.8177,62.8177,62.8177,62.8264,62.8514,62.8917
325,65.9968,63.5668,63.5668,63.5668,63.5668,63.5756,63.6015,63.6426
326,66.7799,64.3247,64.3247,64.3247,64.3247,64.3336,64.3599,64.4034
327,67.5721,65.0913,65.0913,65.0913,65.0913,65.1004,65.1276,65.171
328,68.3735,65.8667,65.8667,65.8667,65.8667,65.8759,65.9034,65.9473
329,69.1841,66.6512,66.6512,66.6512,66.6512,66.6605,66.6883,66.7327
330,70.0042,67.4448,67.4448,67.4448,67.4448,67.4542,67.4823,67.5283
331,70.8337,68.2475,68.2475,68.2475,68.2475,68.257,68.2862,68.332
332,71.6729,69.0597,69.0597,69.0597,69.0597,69.0696,69.0988,69.1452
