gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-16.2763,-16.2763,-16.2763,-16.2763,-16.2763,-16.2763,-16.2763,-14.6817,-14.6817,-14.6817,-14.6817,-14.6817,-14.6817,-14.6817,-13.5443,-13.5443,-13.5443,-13.5443,-13.5443,-13.5443,-13.5443,-12.7046,-12.7046,-12.7046,-12.7046,-12.7046,-12.7046,-12.7046,-11.9901,-11.9901,-11.9901,-11.9901,-11.9901,-11.9901,-11.9901,-11.3227,-11.3227,-11.3227,-11.3227,-11.3227,-11.3227,-11.3227,-10.6759,-10.6759,-10.6759,-10.6759,-10.6759,-10.6759,-10.6759
1,0.0185364,-16.0945,-16.0158,-15.9396,-15.8656,-15.7938,-15.7241,-15.6564,-14.5813,-14.5375,-14.4948,-14.4531,-14.4124,-14.3728,-14.3341,-13.4889,-13.4645,-13.4407,-13.4173,-13.3944,-13.372,-13.35,-12.6692,-12.6531,-12.637,-12.6218,-12.6068,-12.5918,-12.5767,-11.963,-11.9509,-11.9389,-11.9269,-11.915,-11.903,-11.891,-11.3013,-11.2916,-11.2818,-11.2721,-11.2624,-11.2528,-11.2431,-10.6586,-10.6507,-10.6429,-10.635,-10.6272,-10.6193,-10.6114
2,0.0372875,-15.9227,-15.7771,-15.6399,-15.5105,-15.3883,-15.2728,-15.1635,-14.4853,-14.4029,-14.3246,-14.25,-14.1788,-14.1109,-14.0461,-13.4354,-13.3891,-13.3446,-13.3019,-13.2609,-13.2215,-13.1835,-12.6335,-12.6032,-12.573,-12.5427,-12.5124,-12.4834,-12.4548,-11.9362,-11.9121,-11.888,-11.864,-11.8403,-11.8173,-11.7944,-11.2796,-11.2601,-11.2407,-11.2213,-11.2019,-11.1827,-11.1636,-10.6411,-10.6253,-10.6095,-10.5937,-10.5779,-10.5621,-10.5462
3,0.0562558,-15.7603,-15.5577,-15.3721,-15.2016,-15.0445,-14.8996,-14.7655,-14.3934,-14.2773,-14.1694,-14.0688,-13.9749,-13.8872,-13.8051,-13.3837,-13.3176,-13.2554,-13.1968,-13.1415,-13.0892,-13.0339,-12.5996,-12.554,-12.5083,-12.4649,-12.4217,-12.3791,-12.3374,-11.9093,-11.8729,-11.8371,-11.8025,-11.7679,-11.7339,-11.7,-11.2578,-11.2285,-11.1992,-11.1704,-11.1416,-11.1131,-11.0849,-10.6234,-10.5996,-10.5757,-10.5519,-10.528,-10.5041,-10.4803
4,0.0754439,-15.6066,-15.3559,-15.1321,-14.9314,-14.7508,-14.5877,-14.4398,-14.3055,-14.1599,-14.0274,-13.9066,-13.7961,-13.6947,-13.6016,-13.3337,-13.2499,-13.1725,-13.1008,-13.0274,-12.9514,-12.8824,-12.5654,-12.5042,-12.4463,-12.3885,-12.3326,-12.2773,-12.2233,-11.882,-11.834,-11.7876,-11.7416,-11.6961,-11.6514,-11.6072,-11.2358,-11.1965,-11.158,-11.1195,-11.0817,-11.0441,-11.0072,-10.6055,-10.5735,-10.5415,-10.5095,-10.4776,-10.4456,-10.4146
5,0.0948544,-14.857,-14.8037,-14.752,-14.7018,-14.6531,-14.6058,-14.5599,-14.2213,-14.0499,-13.8973,-13.7609,-13.6384,-13.528,-13.4282,-13.2855,-13.1857,-13.0953,-13.0018,-12.9102,-12.824,-12.7417,-12.5307,-12.4565,-12.384,-12.3137,-12.2452,-12.1779,-12.1128,-11.8544,-11.7958,-11.738,-11.6807,-11.6251,-11.5698,-11.5167,-11.2136,-11.1648,-11.1164,-11.0689,-11.0221,-10.9758,-10.9298,-10.5874,-10.5472,-10.507,-10.4668,-10.4265,-10.3895,-10.3524
6,0.11449,-14.9604,-14.7878,-14.631,-14.4882,-14.3577,-14.2381,-14.1284,-13.9242,-13.8189,-13.7218,-13.6322,-13.5492,-13.4723,-13.4009,-13.2388,-13.1248,-13.0142,-12.9036,-12.7996,-12.7023,-12.608,-12.4962,-12.4082,-12.3229,-12.24,-12.1595,-12.0813,-12.0056,-11.8275,-11.7573,-11.6882,-11.6208,-11.5548,-11.4911,-11.4281,-11.1912,-11.1326,-11.0751,-11.0186,-10.9627,-10.9076,-10.8534,-10.5691,-10.5205,-10.472,-10.4237,-10.379,-10.3343,-10.2896
7,0.134352,-14.7987,-14.615,-14.4503,-14.3021,-14.1682,-14.0468,-13.9364,-13.8256,-13.7118,-13.6082,-13.5136,-13.4269,-13.3473,-13.274,-13.1937,-13.0655,-12.9318,-12.8098,-12.695,-12.5851,-12.4787,-12.4626,-12.3606,-12.2622,-12.1672,-12.0756,-11.9872,-11.9015,-11.8007,-11.7189,-11.639,-11.561,-11.4863,-11.4125,-11.3399,-11.1688,-11.1006,-11.0338,-10.9682,-10.9034,-10.8406,-10.7803,-10.5506,-10.4936,-10.4366,-10.3833,-10.3309,-10.2784,-10.2078
8,0.154445,-14.6493,-14.4574,-14.2875,-14.1362,-14.001,-13.8796,-13.7703,-13.7332,-13.6127,-13.5042,-13.4061,-13.317,-13.2256,-13.1202,-13.1501,-13.0008,-12.8552,-12.7203,-12.5929,-12.4706,-12.3538,-12.4287,-12.313,-12.2018,-12.0954,-11.9935,-11.895,-11.7992,-11.7735,-11.6801,-11.5896,-11.5028,-11.4178,-11.3343,-11.2526,-11.1462,-11.0684,-10.9924,-10.9176,-10.845,-10.7757,-10.7065,-10.5318,-10.4663,-10.4029,-10.3425,-10.2822,-10.2037,-10.1433
9,0.174771,-14.2901,-14.1824,-14.0828,-13.9906,-13.9051,-13.8257,-13.7518,-13.6466,-13.5208,-13.4087,-13.3083,-13.2008,-13.0865,-12.9822,-12.9163,-12.8181,-12.7251,-12.6349,-12.5479,-12.4631,-12.3815,-12.3943,-12.2658,-12.1428,-12.0255,-11.9128,-11.8042,-11.6989,-11.7463,-11.642,-11.5412,-11.4446,-11.3496,-11.2569,-11.1666,-11.1234,-11.0362,-10.951,-10.8675,-10.7885,-10.7101,-10.6318,-10.5129,-10.4388,-10.3695,-10.3013,-10.215,-10.1464,-10.0791
