gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6],VF[7],VF[8],VF[9],VF[10],VF[11],VF[12],VF[13],VF[14],VF[15],VF[16],VF[17],VF[18],VF[19],VF[20],VF[21],VF[22],VF[23],VF[24],VF[25],VF[26],VF[27],VF[28],VF[29],VF[30],VF[31],VF[32],VF[33],VF[34],VF[35],VF[36],VF[37],VF[38],VF[39],VF[40],VF[41],VF[42],VF[43],VF[44],VF[45],VF[46],VF[47],VF[48]
439,113.56,-0.213412,-0.210567,-0.207781,-0.205051,-0.202377,-0.199758,-0.19719,-0.212821,-0.209988,-0.207213,-0.204495,-0.201833,-0.199224,-0.196667,-0.212142,-0.209324,-0.206565,-0.20386,-0.201212,-0.198615,-0.19607,-0.211364,-0.208563,-0.205818,-0.203129,-0.200495,-0.197913,-0.195382,-0.210461,-0.207677,-0.204951,-0.202279,-0.199662,-0.197096,-0.194582,-0.209406,-0.206644,-0.203938,-0.201286,-0.198689,-0.196143,-0.193647,-0.208175,-0.205438,-0.202758,-0.20013,-0.197556,-0.195032,-0.192558
440,114.687,-0.210645,-0.20783,-0.205072,-0.202371,-0.199726,-0.197134,-0.194594,-0.210066,-0.207262,-0.204516,-0.201827,-0.199193,-0.196611,-0.194082,-0.209401,-0.206612,-0.203882,-0.201206,-0.198585,-0.196015,-0.193498,-0.208639,-0.205866,-0.20315,-0.200489,-0.197882,-0.195327,-0.192823,-0.207753,-0.204998,-0.2023,-0.199656,-0.197066,-0.194527,-0.192039,-0.20672,-0.203985,-0.201307,-0.198683,-0.196112,-0.193593,-0.191124,-0.205513,-0.202804,-0.200151,-0.19755,-0.195002,-0.192504,-0.190056
441,115.825,-0.207907,-0.205121,-0.202393,-0.199721,-0.197104,-0.194539,-0.192027,-0.20734,-0.204565,-0.201848,-0.199187,-0.196581,-0.194027,-0.191524,-0.206688,-0.203929,-0.201227,-0.198579,-0.195986,-0.193444,-0.190953,-0.205942,-0.203198,-0.20051,-0.197877,-0.195297,-0.192769,-0.190292,-0.205074,-0.202347,-0.199677,-0.19706,-0.194497,-0.191985,-0.189524,-0.204061,-0.201355,-0.198704,-0.196107,-0.193563,-0.19107,-0.188627,-0.202878,-0.200197,-0.197571,-0.194997,-0.192475,-0.190004,-0.187581
442,116.975,-0.205198,-0.202442,-0.199742,-0.197098,-0.194509,-0.191972,-0.189487,-0.204642,-0.201897,-0.199209,-0.196576,-0.193998,-0.191471,-0.188995,-0.204005,-0.201274,-0.1986,-0.195981,-0.193415,-0.1909,-0.188435,-0.203273,-0.200557,-0.197898,-0.195292,-0.19274,-0.190239,-0.187788,-0.202422,-0.199724,-0.197081,-0.194492,-0.191956,-0.189471,-0.187035,-0.20143,-0.198751,-0.196128,-0.193558,-0.191041,-0.188574,-0.186156,-0.20027,-0.197617,-0.195018,-0.192471,-0.189975,-0.187529,-0.185132
443,118.136,-0.202519,-0.199791,-0.19712,-0.194504,-0.191943,-0.189433,-0.186974,-0.201974,-0.199257,-0.196597,-0.193993,-0.191442,-0.188943,-0.186494,-0.201349,-0.198648,-0.196002,-0.19341,-0.190871,-0.188383,-0.185945,-0.200632,-0.197945,-0.195314,-0.192736,-0.19021,-0.187736,-0.185311,-0.199799,-0.197129,-0.194514,-0.191952,-0.189442,-0.186983,-0.184574,-0.198826,-0.196175,-0.193579,-0.191036,-0.188545,-0.186104,-0.183712,-0.19769,-0.195064,-0.192491,-0.189971,-0.187501,-0.185081,-0.182709
444,119.308,-0.199867,-0.197169,-0.194526,-0.191938,-0.189405,-0.186922,-0.18449,-0.199333,-0.196646,-0.194014,-0.191438,-0.188915,-0.186442,-0.18402,-0.198722,-0.196049,-0.193432,-0.190867,-0.188355,-0.185894,-0.183482,-0.19802,-0.195361,-0.192757,-0.190206,-0.187708,-0.18526,-0.182861,-0.197203,-0.194561,-0.191973,-0.189438,-0.186955,-0.184522,-0.182138,-0.196249,-0.193626,-0.191058,-0.188541,-0.186077,-0.183661,-0.181295,-0.195136,-0.192537,-0.189992,-0.187497,-0.185054,-0.182659,-0.180311
445,120.491,-0.197245,-0.194575,-0.191961,-0.189401,-0.186894,-0.184438,-0.182033,-0.196721,-0.194062,-0.19146,-0.188911,-0.186415,-0.183969,-0.181573,-0.196123,-0.193479,-0.190889,-0.188351,-0.185867,-0.183432,-0.181046,-0.195435,-0.192804,-0.190228,-0.187704,-0.185233,-0.182811,-0.180438,-0.194635,-0.19202,-0.18946,-0.186951,-0.184495,-0.182088,-0.17973,-0.1937,-0.191104,-0.188563,-0.186073,-0.183634,-0.181245,-0.178903,-0.19261,-0.190037,-0.187518,-0.18505,-0.182632,-0.180262,-0.17794
446,121.686,-0.19465,-0.192009,-0.189423,-0.18689,-0.184411,-0.181982,-0.179603,-0.194137,-0.191507,-0.188933,-0.186411,-0.183942,-0.181523,-0.179153,-0.193552,-0.190936,-0.188373,-0.185863,-0.183405,-0.180997,-0.178637,-0.192878,-0.190275,-0.187726,-0.185229,-0.182784,-0.180388,-0.178041,-0.192093,-0.189506,-0.186973,-0.184492,-0.182062,-0.179681,-0.177348,-0.191178,-0.188609,-0.186094,-0.183631,-0.181218,-0.178854,-0.176538,-0.190109,-0.187564,-0.185071,-0.182629,-0.180237,-0.177892,-0.175594
447,122.893,-0.192084,-0.189471,-0.186913,-0.184408,-0.181955,-0.179553,-0.1772,-0.191581,-0.18898,-0.186433,-0.183939,-0.181497,-0.179104,-0.176759,-0.191009,-0.18842,-0.185885,-0.183402,-0.180971,-0.178589,-0.176255,-0.190348,-0.187772,-0.185251,-0.182781,-0.180362,-0.177992,-0.17567,-0.189579,-0.18702,-0.184513,-0.182058,-0.179654,-0.177299,-0.174991,-0.188682,-0.186141,-0.183652,-0.181215,-0.178828,-0.176489,-0.174198,-0.187635,-0.185117,-0.18265,-0.180233,-0.177867,-0.175547,-0.173274
448,124.112,-0.189545,-0.18696,-0.18443,-0.181952,-0.179527,-0.17715,-0.174823,-0.189053,-0.18648,-0.183961,-0.181494,-0.179078,-0.176711,-0.174393,-0.188493,-0.185932,-0.183424,-0.180968,-0.178563,-0.176207,-0.173898,-0.187845,-0.185297,-0.182803,-0.180359,-0.177967,-0.175623,-0.173326,-0.187092,-0.18456,-0.18208,-0.179652,-0.177274,-0.174943,-0.172661,-0.186213,-0.183699,-0.181237,-0.178825,-0.176464,-0.17415,-0.171884,-0.185187,-0.182695,-0.180255,-0.177864,-0.175522,-0.173227,-0.170979
449,125.342,-0.187034,-0.184477,-0.181975,-0.179524,-0.177125,-0.174775,-0.172473,-0.186552,-0.184008,-0.181516,-0.179076,-0.176687,-0.174346,-0.172052,-0.186004,-0.18347,-0.18099,-0.178561,-0.176182,-0.173851,-0.171568,-0.18537,-0.182849,-0.180381,-0.177964,-0.175598,-0.173279,-0.171008,-0.184632,-0.182126,-0.179674,-0.177271,-0.174919,-0.172614,-0.170356,-0.183771,-0.181283,-0.178847,-0.176461,-0.174125,-0.171837,-0.169595,-0.182766,-0.1803,-0.177885,-0.17552,-0.173203,-0.170933,-0.168708
450,126.585,-0.184551,-0.182022,-0.179546,-0.177123,-0.17475,-0.172427,-0.17015,-0.18408,-0.181562,-0.179098,-0.176684,-0.174321,-0.172006,-0.169738,-0.183542,-0.181036,-0.178583,-0.17618,-0.173827,-0.171522,-0.169264,-0.182921,-0.180427,-0.177986,-0.175595,-0.173255,-0.170961,-0.168715,-0.182198,-0.179719,-0.177293,-0.174916,-0.172589,-0.17031,-0.168077,-0.181354,-0.178893,-0.176483,-0.174123,-0.171813,-0.169549,-0.167331,-0.18037,-0.17793,-0.175541,-0.173201,-0.170909,-0.168664,-0.166463
451,127.84,-0.182095,-0.179593,-0.177145,-0.174748,-0.172403,-0.170104,-0.167853,-0.181634,-0.179144,-0.176706,-0.174319,-0.171982,-0.169693,-0.16745,-0.181108,-0.178629,-0.176202,-0.173825,-0.171498,-0.169218,-0.166986,-0.180499,-0.178032,-0.175618,-0.173253,-0.170938,-0.16867,-0.166448,-0.179791,-0.177339,-0.174938,-0.172588,-0.170286,-0.168031,-0.165823,-0.178964,-0.176529,-0.174145,-0.171811,-0.169525,-0.167286,-0.165092,-0.178,-0.175586,-0.173222,-0.170907,-0.16864,-0.166419,-0.164242
452,129.107,-0.179666,-0.177192,-0.174771,-0.172401,-0.170081,-0.167809,-0.165583,-0.179215,-0.176752,-0.174341,-0.171981,-0.169669,-0.167405,-0.165188,-0.1787,-0.176247,-0.173847,-0.171496,-0.169195,-0.166941,-0.164733,-0.178103,-0.175663,-0.173275,-0.170936,-0.168646,-0.166403,-0.164206,-0.177409,-0.174984,-0.17261,-0.170284,-0.168008,-0.165778,-0.163594,-0.1766,-0.174191,-0.171833,-0.169523,-0.167263,-0.165048,-0.162879,-0.175655,-0.173267,-0.170929,-0.168639,-0.166396,-0.164199,-0.162046
453,130.386,-0.177264,-0.174817,-0.172423,-0.17008,-0.167786,-0.165539,-0.163338,-0.176823,-0.174387,-0.172003,-0.169668,-0.167383,-0.165144,-0.162951,-0.176318,-0.173893,-0.171519,-0.169194,-0.166918,-0.164689,-0.162505,-0.175734,-0.17332,-0.170958,-0.168645,-0.166381,-0.164162,-0.16199,-0.175054,-0.172655,-0.170307,-0.168007,-0.165755,-0.16355,-0.16139,-0.174261,-0.171878,-0.169545,-0.167261,-0.165025,-0.162835,-0.160689,-0.173336,-0.170973,-0.16866,-0.166395,-0.164177,-0.162004,-0.159874
454,131.678,-0.174889,-0.172469,-0.170102,-0.167785,-0.165516,-0.163294,-0.161118,-0.174457,-0.172048,-0.16969,-0.167381,-0.165121,-0.162908,-0.160739,-0.173963,-0.171564,-0.169216,-0.166917,-0.164666,-0.162462,-0.160303,-0.17339,-0.171003,-0.168667,-0.166379,-0.16414,-0.161946,-0.159798,-0.172725,-0.170352,-0.168029,-0.165754,-0.163528,-0.161347,-0.159211,-0.171948,-0.169591,-0.167283,-0.165024,-0.162813,-0.160646,-0.158525,-0.171041,-0.168704,-0.166417,-0.164176,-0.161982,-0.159832,-0.157727
455,132.983,-0.17254,-0.170147,-0.167807,-0.165515,-0.163272,-0.161075,-0.158924,-0.172118,-0.169736,-0.167404,-0.165121,-0.162886,-0.160697,-0.158553,-0.171633,-0.169261,-0.166939,-0.164666,-0.16244,-0.16026,-0.158126,-0.171073,-0.168712,-0.166402,-0.164139,-0.161925,-0.159756,-0.157631,-0.170421,-0.168074,-0.165777,-0.163527,-0.161325,-0.159168,-0.157056,-0.16966,-0.167328,-0.165046,-0.162812,-0.160625,-0.158482,-0.156384,-0.168772,-0.166461,-0.164198,-0.161981,-0.159811,-0.157685,-0.155603
456,134.3,-0.170217,-0.167852,-0.165538,-0.163272,-0.161054,-0.158882,-0.156755,-0.169805,-0.167449,-0.165143,-0.162885,-0.160675,-0.158511,-0.156392,-0.16933,-0.166984,-0.164688,-0.16244,-0.160239,-0.158084,-0.155973,-0.168781,-0.166446,-0.164161,-0.161924,-0.159734,-0.157589,-0.155489,-0.168143,-0.165821,-0.163549,-0.161325,-0.159147,-0.157014,-0.154926,-0.167397,-0.165091,-0.162834,-0.160624,-0.158461,-0.156343,-0.154268,-0.166528,-0.164241,-0.162003,-0.159811,-0.157665,-0.155562,-0.153503
457,135.63,-0.167921,-0.165583,-0.163294,-0.161054,-0.158861,-0.156714,-0.15461,-0.167517,-0.165188,-0.162908,-0.160675,-0.15849,-0.15635,-0.154255,-0.167053,-0.164733,-0.162462,-0.160239,-0.158063,-0.155932,-0.153845,-0.166515,-0.164206,-0.161946,-0.159734,-0.157569,-0.155448,-0.153371,-0.16589,-0.163594,-0.161347,-0.159147,-0.156994,-0.154885,-0.15282,-0.165159,-0.162878,-0.160646,-0.158461,-0.156322,-0.154227,-0.152175,-0.164308,-0.162046,-0.159833,-0.157665,-0.155542,-0.153463,-0.151427
458,136.974,-0.165651,-0.163339,-0.161076,-0.158861,-0.156693,-0.15457,-0.152491,-0.165256,-0.162952,-0.160698,-0.15849,-0.15633,-0.154214,-0.152143,-0.164801,-0.162506,-0.160261,-0.158063,-0.155912,-0.153805,-0.151742,-0.164274,-0.161991,-0.159756,-0.157569,-0.155428,-0.153331,-0.151277,-0.163662,-0.161391,-0.159169,-0.156994,-0.154865,-0.152779,-0.150737,-0.162946,-0.160691,-0.158483,-0.156322,-0.154207,-0.152135,-0.150107,-0.162113,-0.159876,-0.157686,-0.155542,-0.153443,-0.151387,-0.149374
459,138.33,-0.163407,-0.161121,-0.158883,-0.156693,-0.15455,-0.152451,-0.150396,-0.16302,-0.160742,-0.158513,-0.15633,-0.154195,-0.152103,-0.150055,-0.162574,-0.160305,-0.158085,-0.155912,-0.153785,-0.151702,-0.149662,-0.162058,-0.1598,-0.157591,-0.155428,-0.153311,-0.151238,-0.149208,-0.161458,-0.159213,-0.157016,-0.154865,-0.15276,-0.150698,-0.148679,-0.160758,-0.158527,-0.156344,-0.154207,-0.152116,-0.150067,-0.148062,-0.159941,-0.157729,-0.155564,-0.153444,-0.151368,-0.149335,-0.147344
460,139.7,-0.161188,-0.158928,-0.156716,-0.154551,-0.152432,-0.150357,-0.148325,-0.160809,-0.158557,-0.156353,-0.154195,-0.152084,-0.150016,-0.147992,-0.160373,-0.158129,-0.155934,-0.153786,-0.151683,-0.149623,-0.147607,-0.159867,-0.157635,-0.15545,-0.153311,-0.151218,-0.149169,-0.147162,-0.15928,-0.15706,-0.154887,-0.15276,-0.150679,-0.14864,-0.146644,-0.158594,-0.156388,-0.154229,-0.152116,-0.150048,-0.148023,-0.14604,-0.157794,-0.155607,-0.153465,-0.151369,-0.149316,-0.147306,-0.145337
461,141.083,-0.158994,-0.15676,-0.154573,-0.152432,-0.150338,-0.148287,-0.146279,-0.158623,-0.156396,-0.154217,-0.152084,-0.149997,-0.147953,-0.145952,-0.158196,-0.155978,-0.153808,-0.151683,-0.149604,-0.147569,-0.145576,-0.157701,-0.155494,-0.153334,-0.151219,-0.14915,-0.147124,-0.14514,-0.157126,-0.154931,-0.152782,-0.150679,-0.148621,-0.146606,-0.144633,-0.156454,-0.154273,-0.152138,-0.150049,-0.148004,-0.146002,-0.144041,-0.155671,-0.153508,-0.15139,-0.149317,-0.147288,-0.1453,-0.143354
462,142.48,-0.156826,-0.154616,-0.152455,-0.150339,-0.148268,-0.146241,-0.144256,-0.156463,-0.154261,-0.152107,-0.149998,-0.147935,-0.145914,-0.143936,-0.156044,-0.153851,-0.151706,-0.149605,-0.14755,-0.145538,-0.143568,-0.15556,-0.153377,-0.151241,-0.149151,-0.147105,-0.145102,-0.143141,-0.154996,-0.152826,-0.150701,-0.148622,-0.146588,-0.144596,-0.142645,-0.154338,-0.152181,-0.150071,-0.148005,-0.145983,-0.144004,-0.142065,-0.153572,-0.151433,-0.149339,-0.147289,-0.145282,-0.143317,-0.141392
463,143.89,-0.154682,-0.152498,-0.150361,-0.148269,-0.146223,-0.144219,-0.142257,-0.154327,-0.15215,-0.15002,-0.147936,-0.145896,-0.143899,-0.141944,-0.153917,-0.151749,-0.149628,-0.147551,-0.14552,-0.143531,-0.141583,-0.153442,-0.151284,-0.149173,-0.147106,-0.145084,-0.143104,-0.141166,-0.152891,-0.150744,-0.148644,-0.146589,-0.144577,-0.142608,-0.14068,-0.152247,-0.150114,-0.148027,-0.145984,-0.143986,-0.142029,-0.140113,-0.151496,-0.149381,-0.14731,-0.145283,-0.143299,-0.141356,-0.139454
464,145.314,-0.152563,-0.150404,-0.148292,-0.146224,-0.144201,-0.14222,-0.140281,-0.152215,-0.150063,-0.147958,-0.145897,-0.143881,-0.141907,-0.139975,-0.151814,-0.149671,-0.147574,-0.145521,-0.143513,-0.141547,-0.139622,-0.151349,-0.149216,-0.147129,-0.145086,-0.143086,-0.141129,-0.139213,-0.150809,-0.148687,-0.146611,-0.144579,-0.14259,-0.140644,-0.138738,-0.150178,-0.14807,-0.146006,-0.143987,-0.142011,-0.140076,-0.138182,-0.149444,-0.147352,-0.145305,-0.143301,-0.141339,-0.139419,-0.137538
465,146.752,-0.150469,-0.148334,-0.146246,-0.144203,-0.142203,-0.140246,-0.138329,-0.150128,-0.148001,-0.14592,-0.143883,-0.14189,-0.139939,-0.138029,-0.149735,-0.147616,-0.145543,-0.143515,-0.14153,-0.139586,-0.137684,-0.14928,-0.147171,-0.145108,-0.143088,-0.141112,-0.139177,-0.137284,-0.148752,-0.146653,-0.144601,-0.142592,-0.140626,-0.138702,-0.136818,-0.148134,-0.146049,-0.144009,-0.142013,-0.140059,-0.138147,-0.136274,-0.147415,-0.145346,-0.143322,-0.141341,-0.139402,-0.137503,-0.135644
466,148.204,-0.148399,-0.146289,-0.144225,-0.142205,-0.140229,-0.138294,-0.1364,-0.148065,-0.145962,-0.143905,-0.141892,-0.139922,-0.137994,-0.136107,-0.14768,-0.145586,-0.143537,-0.141531,-0.139569,-0.137649,-0.135768,-0.147235,-0.14515,-0.14311,-0.141114,-0.139161,-0.137248,-0.135377,-0.146717,-0.144643,-0.142614,-0.140628,-0.138685,-0.136783,-0.134921,-0.146113,-0.144051,-0.142035,-0.140061,-0.13813,-0.136239,-0.134389,-0.145409,-0.143363,-0.141362,-0.139404,-0.137487,-0.135609,-0.133772
467,149.671,-0.146353,-0.144267,-0.142227,-0.140231,-0.138278,-0.136366,-0.134494,-0.146026,-0.143947,-0.141914,-0.139924,-0.137978,-0.136072,-0.134207,-0.145649,-0.143579,-0.141553,-0.139571,-0.137632,-0.135734,-0.133876,-0.145213,-0.143152,-0.141136,-0.139163,-0.137232,-0.135342,-0.133492,-0.144706,-0.142656,-0.14065,-0.138687,-0.136767,-0.134887,-0.133046,-0.144114,-0.142076,-0.140083,-0.138132,-0.136223,-0.134355,-0.132525,-0.143425,-0.141403,-0.139425,-0.137488,-0.135594,-0.133738,-0.131921
468,151.151,-0.14433,-0.142269,-0.140253,-0.13828,-0.136349,-0.13446,-0.132611,-0.14401,-0.141956,-0.139946,-0.13798,-0.136056,-0.134173,-0.132329,-0.143642,-0.141595,-0.139593,-0.137634,-0.135718,-0.133842,-0.132005,-0.143215,-0.141178,-0.139185,-0.137234,-0.135326,-0.133458,-0.13163,-0.142719,-0.140692,-0.138709,-0.136769,-0.134871,-0.133012,-0.131194,-0.142139,-0.140124,-0.138154,-0.136225,-0.134339,-0.132492,-0.130684,-0.141465,-0.139466,-0.13751,-0.135596,-0.133722,-0.131888,-0.130093
469,152.647,-0.142332,-0.140294,-0.138302,-0.136352,-0.134444,-0.132577,-0.13075,-0.142019,-0.139988,-0.138002,-0.136058,-0.134157,-0.132296,-0.130474,-0.141658,-0.139635,-0.137656,-0.13572,-0.133826,-0.131972,-0.130157,-0.14124,-0.139226,-0.137256,-0.135328,-0.133443,-0.131597,-0.12979,-0.140754,-0.138751,-0.136791,-0.134873,-0.132997,-0.13116,-0.129363,-0.140187,-0.138195,-0.136247,-0.134341,-0.132476,-0.130651,-0.128864,-0.139526,-0.13755,-0.135617,-0.133725,-0.131873,-0.13006,-0.128286
470,154.157,-0.140357,-0.138343,-0.136374,-0.134447,-0.132562,-0.130717,-0.128911,-0.14005,-0.138043,-0.13608,-0.134159,-0.132281,-0.130442,-0.128642,-0.139697,-0.137697,-0.135742,-0.133828,-0.131957,-0.130124,-0.128331,-0.139288,-0.137297,-0.13535,-0.133445,-0.131581,-0.129757,-0.127972,-0.138812,-0.136832,-0.134895,-0.132999,-0.131145,-0.12933,-0.127554,-0.138257,-0.136288,-0.134363,-0.132478,-0.130635,-0.128831,-0.127065,-0.137611,-0.135657,-0.133746,-0.131876,-0.130045,-0.128254,-0.1265
471,155.681,-0.138405,-0.136415,-0.134469,-0.132564,-0.130702,-0.128879,-0.127094,-0.138105,-0.136121,-0.134181,-0.132283,-0.130427,-0.128609,-0.126831,-0.137759,-0.135783,-0.13385,-0.131959,-0.130109,-0.128299,-0.126527,-0.137359,-0.135391,-0.133467,-0.131584,-0.129742,-0.12794,-0.126175,-0.136893,-0.134936,-0.133021,-0.131148,-0.129315,-0.127522,-0.125766,-0.136349,-0.134403,-0.1325,-0.130638,-0.128816,-0.127033,-0.125288,-0.135717,-0.133786,-0.131897,-0.130048,-0.128239,-0.126468,-0.124735
472,157.221,-0.136476,-0.134509,-0.132586,-0.130704,-0.128864,-0.127063,-0.1253,-0.136182,-0.134222,-0.132305,-0.130429,-0.128595,-0.126799,-0.125042,-0.135844,-0.133891,-0.131981,-0.130112,-0.128284,-0.126495,-0.124745,-0.135452,-0.133508,-0.131606,-0.129745,-0.127925,-0.126144,-0.124401,-0.134996,-0.133062,-0.131169,-0.129318,-0.127507,-0.125735,-0.124,-0.134464,-0.132541,-0.13066,-0.128819,-0.127019,-0.125257,-0.123532,-0.133845,-0.131936,-0.130069,-0.128242,-0.126454,-0.124704,-0.122991
473,158.775,-0.13457,-0.132627,-0.130726,-0.128867,-0.127048,-0.125269,-0.123527,-0.134283,-0.132345,-0.130451,-0.128598,-0.126785,-0.125011,-0.123275,-0.133951,-0.132021,-0.130134,-0.128287,-0.126481,-0.124714,-0.122984,-0.133568,-0.131646,-0.129767,-0.127928,-0.12613,-0.124369,-0.122647,-0.133122,-0.13121,-0.12934,-0.12751,-0.125721,-0.123969,-0.122255,-0.132601,-0.1307,-0.128841,-0.127022,-0.125243,-0.123501,-0.121797,-0.131995,-0.130108,-0.128263,-0.126457,-0.12469,-0.122961,-0.121268
474,160.345,-0.132687,-0.130767,-0.128889,-0.127051,-0.125255,-0.123496,-0.121776,-0.132405,-0.130491,-0.128619,-0.126788,-0.124997,-0.123244,-0.121529,-0.132081,-0.130174,-0.128309,-0.126484,-0.1247,-0.122953,-0.121244,-0.131706,-0.129807,-0.12795,-0.126133,-0.124356,-0.122616,-0.120915,-0.131269,-0.12938,-0.127532,-0.125724,-0.123955,-0.122225,-0.120531,-0.130759,-0.128881,-0.127043,-0.125246,-0.123488,-0.121767,-0.120083,-0.130167,-0.128302,-0.126478,-0.124693,-0.122947,-0.121238,-0.119565
475,161.93,-0.130826,-0.128929,-0.127073,-0.125258,-0.123483,-0.121745,-0.120046,-0.130551,-0.128659,-0.126809,-0.125,-0.12323,-0.121499,-0.119804,-0.130233,-0.128349,-0.126506,-0.124703,-0.12294,-0.121214,-0.119526,-0.129866,-0.127989,-0.126154,-0.124359,-0.122603,-0.120884,-0.119203,-0.129439,-0.127571,-0.125745,-0.123958,-0.122211,-0.120501,-0.118828,-0.12894,-0.127083,-0.125267,-0.123491,-0.121754,-0.120053,-0.11839,-0.12836,-0.126517,-0.124714,-0.12295,-0.121225,-0.119536,-0.117883
476,163.531,-0.128988,-0.127113,-0.125279,-0.123486,-0.121732,-0.120016,-0.118337,-0.128718,-0.126849,-0.125021,-0.123234,-0.121485,-0.119774,-0.1181,-0.128408,-0.126545,-0.124724,-0.122943,-0.121201,-0.119496,-0.117828,-0.128048,-0.126194,-0.12438,-0.122606,-0.120871,-0.119174,-0.117512,-0.12763,-0.125784,-0.12398,-0.122214,-0.120488,-0.118799,-0.117145,-0.127141,-0.125306,-0.123512,-0.121757,-0.12004,-0.11836,-0.116717,-0.126574,-0.124753,-0.122971,-0.121228,-0.119523,-0.117854,-0.116221
477,165.148,-0.127171,-0.125319,-0.123507,-0.121736,-0.120003,-0.118308,-0.116649,-0.126908,-0.125061,-0.123255,-0.121489,-0.119761,-0.118071,-0.116418,-0.126604,-0.124764,-0.122964,-0.121204,-0.119483,-0.117799,-0.116151,-0.126252,-0.124419,-0.122627,-0.120875,-0.119161,-0.117483,-0.115842,-0.125843,-0.124019,-0.122236,-0.120491,-0.118786,-0.117116,-0.115483,-0.125365,-0.123551,-0.121778,-0.120044,-0.118347,-0.116688,-0.115064,-0.124809,-0.123009,-0.121249,-0.119526,-0.117842,-0.116193,-0.114579
478,166.78,-0.125377,-0.123547,-0.121757,-0.120007,-0.118295,-0.11662,-0.114982,-0.125119,-0.123294,-0.12151,-0.119765,-0.118059,-0.116389,-0.114755,-0.124821,-0.123003,-0.121225,-0.119487,-0.117786,-0.116122,-0.114495,-0.124477,-0.122666,-0.120896,-0.119164,-0.117471,-0.115814,-0.114193,-0.124077,-0.122275,-0.120513,-0.118789,-0.117104,-0.115455,-0.113841,-0.123609,-0.121817,-0.120065,-0.118351,-0.116675,-0.115035,-0.113431,-0.123066,-0.121287,-0.119547,-0.117845,-0.11618,-0.114551,-0.112956
479,168.428,-0.123604,-0.121796,-0.120028,-0.118299,-0.116608,-0.114954,-0.113335,-0.123352,-0.121549,-0.119786,-0.118062,-0.116377,-0.114727,-0.113114,-0.123061,-0.121264,-0.119508,-0.11779,-0.11611,-0.114467,-0.112859,-0.122724,-0.120935,-0.119185,-0.117474,-0.115802,-0.114165,-0.112563,-0.122332,-0.120551,-0.11881,-0.117108,-0.115442,-0.113813,-0.112219,-0.121874,-0.120103,-0.118372,-0.116679,-0.115023,-0.113403,-0.111818,-0.121343,-0.119585,-0.117866,-0.116184,-0.114539,-0.112929,-0.111354
480,170.092,-0.121853,-0.120066,-0.11832,-0.116612,-0.114942,-0.113307,-0.111709,-0.121606,-0.119825,-0.118083,-0.11638,-0.114715,-0.113086,-0.111492,-0.121321,-0.119546,-0.117811,-0.116114,-0.114455,-0.112831,-0.111243,-0.120991,-0.119224,-0.117496,-0.115805,-0.114153,-0.112536,-0.110954,-0.120608,-0.118849,-0.117129,-0.115446,-0.113801,-0.112192,-0.110617,-0.12016,-0.11841,-0.1167,-0.115027,-0.113391,-0.11179,-0.110225,-0.11964,-0.117903,-0.116204,-0.114543,-0.112918,-0.111327,-0.109771
481,171.773,-0.120123,-0.118358,-0.116633,-0.114945,-0.113296,-0.111682,-0.110103,-0.119881,-0.118122,-0.116401,-0.114719,-0.113074,-0.111465,-0.109891,-0.119602,-0.117849,-0.116135,-0.114458,-0.112819,-0.111216,-0.109647,-0.11928,-0.117534,-0.115826,-0.114157,-0.112524,-0.110927,-0.109364,-0.118905,-0.117166,-0.115467,-0.113805,-0.11218,-0.11059,-0.109035,-0.118466,-0.116738,-0.115048,-0.113395,-0.111779,-0.110198,-0.108651,-0.117958,-0.116241,-0.114563,-0.112921,-0.111316,-0.109745,-0.108207
482,173.47,-0.118414,-0.116671,-0.114966,-0.1133,-0.11167,-0.110076,-0.108517,-0.118177,-0.116439,-0.11474,-0.113078,-0.111454,-0.109864,-0.10831,-0.117905,-0.116173,-0.114479,-0.112823,-0.111204,-0.10962,-0.108071,-0.117589,-0.115864,-0.114177,-0.112528,-0.110915,-0.109338,-0.107794,-0.117222,-0.115505,-0.113826,-0.112184,-0.110579,-0.109009,-0.107472,-0.116793,-0.115085,-0.113416,-0.111783,-0.110187,-0.108625,-0.107097,-0.116296,-0.1146,-0.112942,-0.11132,-0.109734,-0.108181,-0.106663
483,175.184,-0.116726,-0.115004,-0.113321,-0.111674,-0.110065,-0.108491,-0.106951,-0.116495,-0.114778,-0.113099,-0.111458,-0.109853,-0.108283,-0.106748,-0.116228,-0.114517,-0.112844,-0.111208,-0.109609,-0.108045,-0.106514,-0.115919,-0.114215,-0.112549,-0.110919,-0.109326,-0.107768,-0.106244,-0.11556,-0.113863,-0.112205,-0.110583,-0.108998,-0.107446,-0.105929,-0.11514,-0.113453,-0.111803,-0.110191,-0.108614,-0.107071,-0.105561,-0.114654,-0.112978,-0.11134,-0.109738,-0.108171,-0.106637,-0.105137
