gridnumber,capital,dist[0 0 00],dist[0 0 01],dist[0 0 02],dist[0 0 10],dist[0 0 11],dist[0 0 12],dist[0 0 20],dist[0 0 21],dist[0 0 22],dist[0 1 00],dist[0 1 01],dist[0 1 02],dist[0 1 10],dist[0 1 11],dist[0 1 12],dist[0 1 20],dist[0 1 21],dist[0 1 22],dist[0 2 00],dist[0 2 01],dist[0 2 02],dist[0 2 10],dist[0 2 11],dist[0 2 12],dist[0 2 20],dist[0 2 21],dist[0 2 22],dist[1 0 00],dist[1 0 01],dist[1 0 02],dist[1 0 10],dist[1 0 11],dist[1 0 12],dist[1 0 20],dist[1 0 21],dist[1 0 22],dist[1 1 00],dist[1 1 01],dist[1 1 02],dist[1 1 10],dist[1 1 11],dist[1 1 12],dist[1 1 20],dist[1 1 21],dist[1 1 22],dist[1 2 00],dist[1 2 01],dist[1 2 02],dist[1 2 10],dist[1 2 11],dist[1 2 12],dist[1 2 20],dist[1 2 21],dist[1 2 22],dist[2 0 00],dist[2 0 01],dist[2 0 02],dist[2 0 10],dist[2 0 11],dist[2 0 12],dist[2 0 20],dist[2 0 21],dist[2 0 22],dist[2 1 00],dist[2 1 01],dist[2 1 02],dist[2 1 10],dist[2 1 11],dist[2 1 12],dist[2 1 20],dist[2 1 21],dist[2 1 22],dist[2 2 00],dist[2 2 01],dist[2 2 02],dist[2 2 10],dist[2 2 11],dist[2 2 12],dist[2 2 20],dist[2 2 21],dist[2 2 22]
0,0,0.0320557,0.0074925,0,0.000345395,8.01927e-005,0,0,0,0,0.0100975,0.0290545,0.00993112,0.000109671,0.000312233,0.000106292,0,0,0,0,0.00761689,0.0319313,0,8.2718e-005,0.00034287,0,0,0,0.0149116,0.0035055,0,0.0249265,0.00580588,0,0.000374743,8.7065e-005,0,0.00466178,0.0135492,0.00464647,0.00788748,0.0225589,0.00769552,0.000118868,0.00033888,0.000115401,0,0.00351694,0.0149002,0,0.00594936,0.024783,0,8.96566e-005,0.000372152,0,0,0,0.0112106,0.00263521,0,0.0211905,0.00493749,0,0,0,0,0.00350514,0.0101859,0.00349291,0.00670206,0.0191808,0.0065445,0,0,0,0,0.00264435,0.0112014,0,0.00505526,0.0210727
1,0.0572595,0.0125661,0.00300018,0,0.00440145,0.00108892,0,0,0,0,0.00391404,0.0114278,0.00397738,0.00136058,0.00400932,0.00144418,0,0,0,0,0.00295284,0.0126134,0,0.00102644,0.00446393,0,0,0,0.00239367,0.000562407,0,0.0128193,0.00306591,0,0.00584536,0.00144665,0,0.000747985,0.00217534,0.00074545,0.00399154,0.011659,0.0040646,0.00180679,0.00532468,0.00191862,0,0.000564302,0.00239178,0,0.00301131,0.0128739,0,0.00136306,0.00592895,0,0,0,0.00182158,0.000428017,0,0.015146,0.00366108,0,0,0,0,0.000569211,0.00165544,0.000567322,0.00470541,0.0137817,0.00485423,0,0,0,0,0.000429429,0.00182017,0,0.00354985,0.0152572
2,0.116568,0.00812006,0.00187104,0,0.00370283,0.000821274,0,0,0,0,0.0025471,0.0073734,0.00247941,0.00116914,0.00335791,0.0010878,0,0,0,0,0.00192162,0.00806947,0,0.000882071,0.00364203,0,0,0,0.00119124,0.000283245,0,0.0085546,0.0019656,0,0.0049275,0.00109257,0,0.000369378,0.00108513,0.000375464,0.00268695,0.00776498,0.00260465,0.00155588,0.00446848,0.00144714,0,0.000278697,0.00119579,0,0.00202711,0.00849309,0,0.00117385,0.00484622,0,0,0,0.000910263,0.000216364,0,0.0109126,0.00247595,0,0,0,0,0.000282324,0.000829122,0.000286807,0.00343391,0.00990219,0.0032804,0,0,0,0,0.000213013,0.000913614,0,0.00259068,0.0107979
3,0.177999,0.0046409,0.001112,0,0.00265384,0.000618691,0,0,0,0,0.00141316,0.00425279,0.00147395,0.000832557,0.00240897,0.000819996,0,0,0,0,0.00106657,0.00468633,0,0.000628079,0.00264445,0,0,0,0.000545286,0.00013081,0,0.00497098,0.0011927,0,0.0035372,0.000824446,0,0.000167679,0.000498015,0.000173406,0.00150951,0.00455931,0.0015809,0.00110997,0.00321056,0.0010927,0,0.000126529,0.000549567,0,0.00113934,0.00502434,0,0.000837353,0.0035243,0,0,0,0.000417612,0.000100252,0,0.00687712,0.00163044,0,0,0,0,0.000128271,0.000381551,0.000132898,0.00211745,0.00628021,0.00216105,0,0,0,0,9.67941e-005,0.00042107,0,0.00159785,0.00690971
4,0.241629,0.00252297,0.000609425,0,0.00165453,0.00039107,0,0,0,0,0.000764229,0.00231554,0.000807838,0.000514878,0.00150553,0.000518371,0,0,0,0,0.000576831,0.00255556,0,0.00038846,0.00165714,0,0,0,0.000242442,5.84194e-005,0,0.00273521,0.000661717,0,0.00220702,0.000521576,0,7.428e-005,0.000221674,7.74449e-005,0.000826262,0.0025125,0.00087715,0.000686954,0.00200814,0.000691358,0,5.60539e-005,0.000244808,0,0.000623682,0.00277324,0,0.000518284,0.00221032,0,0,0,0.000186155,4.48972e-005,0,0.00399134,0.000955598,0,0,0,0,5.69521e-005,0.000170287,5.95188e-005,0.00122216,0.00365078,0.00126669,0,0,0,0,4.29788e-005,0.000188073,0,0.000922312,0.00402462
5,0.307536,0.00129142,0.000316503,0,0.000946276,0.000224579,0,0,0,0,0.000383367,0.00119266,0.000419554,0.000293651,0.000861801,0.000297692,0,0,0,0,0.000289456,0.00131846,0,0.000221558,0.000949297,0,0,0,0.000104267,2.52078e-005,0,0.00140988,0.000346639,0,0.00126304,0.000299688,0,3.17775e-005,9.54963e-005,3.34171e-005,0.000416394,0.00130412,0.000459501,0.000392073,0.00115017,0.000397254,0,2.39823e-005,0.000105493,0,0.00031442,0.0014421,0,0.000295816,0.00126692,0,0,0,8.01813e-005,1.94264e-005,0,0.00215751,0.000521656,0,0,0,0,2.43581e-005,7.35118e-005,2.57528e-005,0.000652659,0.00198095,0.000691493,0,0,0,0,1.83839e-005,8.12237e-005,0,0.00049263,0.00218654
6,0.375801,0.000623691,0.000152634,0,0.000508896,0.000121248,0,0,0,0,0.000185795,0.000575366,0.000202333,0.000157515,0.000463828,0.000160725,0,0,0,0,0.000140274,0.000636051,0,0.000118848,0.000511295,0,0,0,4.34429e-005,1.04945e-005,0,0.000682561,0.000167517,0,0.000679646,0.000161902,0,1.32454e-005,3.9784e-005,1.39121e-005,0.000202419,0.000630549,0.000222062,0.000210418,0.000619408,0.000214616,0,9.99621e-006,4.39412e-005,0,0.000152836,0.000697242,0,0.000158764,0.000682783,0,0,0,3.33837e-005,8.08259e-006,0,0.0010992,0.000265799,0,0,0,0,1.01443e-005,3.06047e-005,1.07147e-005,0.000333166,0.00100859,0.000352343,0,0,0,0,7.65627e-006,3.381e-005,0,0.000251466,0.00111354
7,0.44651,0.000290165,7.09155e-005,0,0.000253686,6.04453e-005,0,0,0,0,8.66081e-005,0.000267522,9.40061e-005,7.85286e-005,0.000231213,8.0126e-005,0,0,0,0,6.53861e-005,0.000295694,0,5.92513e-005,0.00025488,0,0,0,1.83967e-005,4.45019e-006,0,0.000317649,7.78385e-005,0,0.000338926,8.07428e-005,0,5.60175e-006,1.6854e-005,5.89945e-006,9.44116e-005,0.000293244,0.000103183,0.000104937,0.00030888,0.000107032,0,4.22768e-006,1.86192e-005,0,7.12825e-005,0.000324205,0,7.91769e-005,0.000340492,0,0,0,1.41155e-005,3.4225e-006,0,0.000529736,0.000127938,0,0,0,0,4.28301e-006,1.29462e-005,4.53707e-006,0.000160854,0.000485788,0.000169595,0,0,0,0,3.2326e-006,1.43054e-005,0,0.000121405,0.000536269
8,0.519749,0.000131065,3.19642e-005,0,0.000116075,2.76488e-005,0,0,0,0,3.92464e-005,0.000120716,4.2372e-005,3.594e-005,0.000105784,3.6651e-005,0,0,0,0,2.96281e-005,0.000133401,0,2.71173e-005,0.000116606,0,0,0,8.1721e-006,1.97589e-006,0,0.000143465,3.50735e-005,0,0.000155087,3.69361e-005,0,2.49028e-006,7.48499e-006,2.61937e-006,4.27947e-005,0.000132296,4.64936e-005,4.80286e-005,0.000141328,4.89623e-005,0,1.87941e-006,8.26858e-006,0,3.23089e-005,0.00014623,0,3.62382e-005,0.000155784,0,0,0,6.26763e-006,1.51872e-006,0,0.000240872,5.80943e-005,0,0,0,0,1.90368e-006,5.74663e-006,2.01331e-006,7.32827e-005,0.000220753,7.70097e-005,0,0,0,0,1.43678e-006,6.34958e-006,0,5.53086e-005,0.000243657
9,0.595608,5.9394e-005,1.45289e-005,0,5.18753e-005,1.23512e-005,0,0,0,0,1.76996e-005,5.47864e-005,1.92596e-005,1.6066e-005,4.72726e-005,1.63726e-005,0,0,0,0,1.33629e-005,6.056e-005,0,1.21221e-005,5.21044e-005,0,0,0,3.91478e-006,9.46613e-007,0,6.48745e-005,1.59154e-005,0,6.93067e-005,1.64988e-005,0,1.19225e-006,3.58632e-006,1.25489e-006,1.92446e-005,5.9926e-005,2.10975e-005,2.14696e-005,6.31528e-005,2.18706e-005,0,8.99799e-007,3.96159e-006,0,1.45305e-005,6.62594e-005,0,1.6199e-005,6.96065e-005,0,0,0,2.99991e-006,7.2714e-007,0,0.000108269,2.6153e-005,0,0,0,0,9.10339e-007,2.75135e-006,9.63938e-007,3.28553e-005,9.93076e-005,3.46683e-005,0,0,0,0,6.87078e-007,3.03997e-006,0,2.47979e-005,0.000109624
10,0.674183,2.88434e-005,7.05233e-006,0,2.47754e-005,5.90285e-006,0,0,0,0,8.59607e-006,2.66054e-005,9.34854e-006,7.66921e-006,2.25807e-005,7.82479e-006,0,0,0,0,6.48992e-006,2.94058e-005,0,5.78657e-006,2.48917e-005,0,0,0,2.03854e-006,4.92317e-007,0,3.14088e-005,7.70165e-006,0,3.30988e-005,7.88466e-006,0,6.21676e-007,1.86672e-006,6.52641e-007,9.31707e-006,2.90136e-005,1.02093e-005,1.0248e-005,3.01645e-005,1.04519e-005,0,4.69173e-007,2.06169e-006,0,7.03481e-006,3.20757e-005,0,7.73232e-006,3.32511e-005,0,0,0,1.56034e-006,3.7765e-007,0,5.20585e-005,1.25775e-005,0,0,0,0,4.74254e-007,1.43034e-006,5.00632e-007,1.5791e-005,4.77558e-005,1.66727e-005,0,0,0,0,3.57934e-007,1.58005e-006,0,1.19186e-005,5.27175e-005
11,0.75557,1.46869e-005,3.58562e-006,0,1.2411e-005,2.95768e-006,0,0,0,0,4.3813e-006,1.35436e-005,4.75303e-006,3.84107e-006,1.13122e-005,3.9207e-006,0,0,0,0,3.30778e-006,1.49647e-005,0,2.89817e-006,1.24705e-005,0,0,0,1.10764e-006,2.67108e-007,0,1.59439e-005,3.90326e-006,0,1.65795e-005,3.95051e-006,0,3.38214e-007,1.0139e-006,3.5409e-007,4.73418e-006,1.4724e-005,5.17406e-006,5.13236e-006,1.51106e-005,5.23678e-006,0,2.55242e-007,1.11951e-006,0,3.57448e-006,1.62727e-005,0,3.87246e-006,1.66576e-005,0,0,0,8.46928e-007,2.04629e-007,0,2.62509e-005,6.33867e-006,0,0,0,0,2.57817e-007,7.76003e-007,2.71265e-007,7.96455e-006,2.40798e-005,8.40246e-006,0,0,0,0,1.94578e-007,8.56979e-007,0,6.01137e-006,2.65782e-005
12,0.839869,7.75462e-006,1.89396e-006,0,6.45568e-006,1.53844e-006,0,0,0,0,2.31948e-006,7.14467e-006,2.51067e-006,1.9981e-006,5.88403e-006,2.03935e-006,0,0,0,0,1.75106e-006,7.89752e-006,0,1.50761e-006,6.48651e-006,0,0,0,6.21418e-007,1.49825e-007,0,8.39133e-006,2.05536e-006,0,8.6236e-006,2.05475e-006,0,1.90037e-007,5.68534e-007,1.98616e-007,2.49883e-006,7.7419e-006,2.72463e-006,2.66966e-006,7.85944e-006,2.72377e-006,0,1.43413e-007,6.27831e-007,0,1.8866e-006,8.5601e-006,0,2.01431e-006,8.66405e-006,0,0,0,4.74672e-007,1.14655e-007,0,1.37356e-005,3.31774e-006,0,0,0,0,1.44772e-007,4.34646e-007,1.51993e-007,4.1728e-006,1.2594e-005,4.39803e-006,0,0,0,0,1.09258e-007,4.80069e-007,0,3.14941e-006,1.3904e-005
13,0.927185,4.25599e-006,1.03669e-006,0,3.47581e-006,8.2817e-007,0,0,0,0,1.2723e-006,3.92223e-006,1.3742e-006,1.07588e-006,3.16796e-006,1.09782e-006,0,0,0,0,9.60527e-007,4.33215e-006,0,8.11775e-007,3.49221e-006,0,0,0,3.61482e-007,8.70864e-008,0,4.59172e-006,1.12134e-006,0,4.64272e-006,1.10605e-006,0,1.10566e-007,3.30705e-007,1.15446e-007,1.36636e-006,4.2377e-006,1.48639e-006,1.4374e-006,4.23121e-006,1.46617e-006,0,8.34391e-008,3.6513e-007,0,1.03162e-006,4.68144e-006,0,1.08454e-006,4.66423e-006,0,0,0,2.75924e-007,6.65761e-008,0,7.45588e-006,1.79828e-006,0,0,0,0,8.41794e-008,2.5264e-007,8.82561e-008,2.264e-006,6.83755e-006,2.38376e-006,0,0,0,0,6.35291e-008,2.7897e-007,0,1.70877e-006,7.54539e-006
14,1.01763,2.39878e-006,5.8636e-007,0,1.93518e-006,4.61059e-007,0,0,0,0,7.20155e-007,2.20737e-006,7.77325e-007,5.9912e-007,1.76367e-006,6.11178e-007,0,0,0,0,5.43629e-007,2.44151e-006,0,4.52046e-007,1.94419e-006,0,0,0,2.15589e-007,5.19591e-008,0,2.57849e-006,6.32264e-007,0,2.58479e-006,6.15725e-007,0,6.60768e-008,1.97095e-007,6.88811e-008,7.70878e-007,2.3758e-006,8.38183e-007,8.00393e-007,2.35555e-006,8.16203e-007,0,4.98631e-008,2.17685e-007,0,5.81958e-007,2.6288e-006,0,6.03908e-007,2.5966e-006,0,0,0,1.64389e-007,3.96877e-008,0,4.16957e-006,1.00773e-006,0,0,0,0,5.02759e-008,1.5039e-007,5.26133e-008,1.269e-006,3.82065e-006,1.33589e-006,0,0,0,0,3.79407e-008,1.66136e-007,0,9.57735e-007,4.21957e-006
15,1.1113,1.39829e-006,3.41864e-007,0,1.10969e-006,2.64372e-007,0,0,0,0,4.19106e-007,1.28739e-006,4.53196e-007,3.43561e-007,1.01133e-006,3.5045e-007,0,0,0,0,3.16384e-007,1.42377e-006,0,2.59223e-007,1.11484e-006,0,0,0,1.3271e-007,3.19617e-008,0,1.49782e-006,3.67398e-007,0,1.48211e-006,3.53037e-007,0,4.06914e-008,1.21312e-007,4.23707e-008,4.4689e-007,1.38097e-006,4.87048e-007,4.58962e-007,1.35065e-006,4.67985e-007,0,3.07066e-008,1.33966e-007,0,3.37383e-007,1.52783e-006,0,3.46294e-007,1.48886e-006,0,0,0,1.01115e-007,2.43927e-008,0,2.40686e-006,5.81843e-007,0,0,0,0,3.09365e-008,9.24936e-008,3.23368e-008,7.31731e-007,2.20623e-006,7.7131e-007,0,0,0,0,2.33461e-008,1.02161e-007,0,5.52261e-007,2.43644e-006
16,1.20833,8.3303e-007,2.04768e-007,0,6.53508e-007,1.5574e-007,0,0,0,0,2.51669e-007,7.64846e-007,2.71493e-007,2.02363e-007,5.95543e-007,2.06449e-007,0,0,0,0,1.89951e-007,8.47847e-007,0,1.52685e-007,6.56563e-007,0,0,0,8.36166e-008,2.0142e-008,0,8.88504e-007,2.19323e-007,0,8.72817e-007,2.0796e-007,0,2.57021e-008,7.637e-008,2.67024e-008,2.67478e-007,8.16645e-007,2.90798e-007,2.70317e-007,7.95359e-007,2.75673e-007,0,1.93944e-008,8.43642e-008,0,2.01893e-007,9.05934e-007,0,2.03957e-007,8.7682e-007,0,0,0,6.36424e-008,1.53603e-008,0,1.4229e-006,3.45148e-007,0,0,0,0,1.9532e-008,5.81546e-008,2.03635e-008,4.34499e-007,1.30223e-006,4.57579e-007,0,0,0,0,1.47388e-008,6.4264e-008,0,3.27898e-007,1.44015e-006
