gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4]
16,0.939934,-6.15772,-6.15772,-6.15772,-6.15772,-6.15772,-5.48063,-5.48063,-5.48063,-5.48063,-5.48063,-4.82883,-4.82883,-4.82883,-4.82883,-4.82883,-4.23348,-4.23348,-4.23348,-4.23348,-4.23348,-3.70908,-3.70908,-3.70908,-3.70908,-3.70908
17,1.01437,-5.78762,-5.78762,-5.78762,-5.78762,-5.78705,-5.16625,-5.16625,-5.16625,-5.16625,-5.16625,-4.56573,-4.56573,-4.56573,-4.56573,-4.56573,-4.01106,-4.01106,-4.01106,-4.01106,-4.01106,-3.52115,-3.52115,-3.52115,-3.52115,-3.52115
18,1.09098,-5.45533,-5.45533,-5.45533,-5.45533,-5.45395,-4.88208,-4.88208,-4.88208,-4.88208,-4.88208,-4.3271,-4.3271,-4.3271,-4.3271,-4.3271,-3.8103,-3.8103,-3.8103,-3.8103,-3.8103,-3.35165,-3.35165,-3.35165,-3.35165,-3.35165
19,1.16984,-5.15315,-5.15315,-5.15315,-5.15315,-5.15057,-4.62559,-4.62559,-4.62559,-4.62559,-4.62511,-4.10999,-4.10999,-4.10999,-4.10999,-4.10999,-3.62873,-3.62873,-3.62873,-3.62873,-3.62873,-3.19831,-3.19831,-3.19831,-3.19831,-3.19831
20,1.25101,-4.87712,-4.87712,-4.87712,-4.87712,-4.87304,-4.39079,-4.39079,-4.39079,-4.39079,-4.38906,-3.91035,-3.91035,-3.91035,-3.91035,-3.91027,-3.46281,-3.46281,-3.46281,-3.46281,-3.46281,-3.05854,-3.05854,-3.05854,-3.05854,-3.05854
21,1.33455,-4.62358,-4.62358,-4.62358,-4.62342,-4.61974,-4.17409,-4.17409,-4.17409,-4.17388,-4.17191,-3.72746,-3.72746,-3.72746,-3.72746,-3.72683,-3.30916,-3.30916,-3.30916,-3.30916,-3.30916,-2.92971,-2.92971,-2.92971,-2.92971,-2.92971
22,1.42055,-4.38986,-4.38986,-4.38986,-4.38897,-4.38592,-3.97328,-3.97328,-3.97328,-3.97301,-3.9714,-3.55785,-3.55785,-3.55785,-3.55785,-3.55747,-3.16642,-3.16642,-3.16642,-3.16642,-3.16626,-2.80964,-2.80964,-2.80964,-2.80964,-2.80964
23,1.50907,-4.17345,-4.17345,-4.17339,-4.17184,-4.16874,-3.78654,-3.78654,-3.78654,-3.78637,-3.78462,-3.40023,-3.40023,-3.40023,-3.40023,-3.39978,-3.0336,-3.0336,-3.0336,-3.0336,-3.03332,-2.69876,-2.69876,-2.69876,-2.69876,-2.69872
24,1.60018,-3.97257,-3.97257,-3.97224,-3.97037,-3.96664,-3.61253,-3.61253,-3.61253,-3.61252,-3.61025,-3.25313,-3.25313,-3.25313,-3.25313,-3.2521,-2.91015,-2.91015,-2.91015,-2.91015,-2.91008,-2.59458,-2.59458,-2.59458,-2.59458,-2.59447
25,1.69396,-3.78576,-3.78576,-3.78556,-3.78361,-3.77839,-3.45154,-3.45154,-3.45154,-3.45099,-3.44731,-3.115,-3.115,-3.115,-3.115,-3.11336,-2.79401,-2.79401,-2.79401,-2.79401,-2.79366,-2.49621,-2.49621,-2.49621,-2.49621,-2.49621
26,1.79048,-3.61089,-3.61089,-3.6107,-3.60877,-3.60352,-3.30041,-3.30041,-3.30041,-3.29936,-3.2959,-2.98552,-2.98552,-2.98552,-2.98552,-2.98318,-2.68454,-2.68454,-2.68454,-2.68454,-2.68367,-2.40369,-2.40369,-2.40369,-2.40369,-2.40358
27,1.88984,-3.44691,-3.44691,-3.44691,-3.44463,-3.4397,-3.15818,-3.15818,-3.15818,-3.15665,-3.15355,-2.8641,-2.8641,-2.8641,-2.86363,-2.86138,-2.58092,-2.58092,-2.58092,-2.58091,-2.57957,-2.31679,-2.31679,-2.31679,-2.31679,-2.31627
28,1.99211,-3.29317,-3.29317,-3.29317,-3.29042,-3.28587,-3.02403,-3.02403,-3.02403,-3.02233,-3.01913,-2.74924,-2.74924,-2.74924,-2.74828,-2.74607,-2.48278,-2.48278,-2.48278,-2.48254,-2.4811,-2.23389,-2.23389,-2.23389,-2.23389,-2.23314
29,2.09737,-3.14873,-3.14873,-3.14844,-3.14555,-3.14087,-2.89728,-2.89728,-2.89728,-2.89568,-2.892,-2.64024,-2.64024,-2.64024,-2.63933,-2.63663,-2.38988,-2.38988,-2.38988,-2.38966,-2.38802,-2.15471,-2.15471,-2.15471,-2.15471,-2.15413
30,2.20572,-3.01238,-3.01238,-3.01179,-3.00893,-3.00389,-2.77763,-2.77763,-2.77736,-2.77586,-2.77175,-2.53659,-2.53659,-2.53659,-2.53582,-2.53289,-2.30148,-2.30148,-2.30148,-2.30118,-2.29923,-2.07924,-2.07924,-2.07924,-2.07914,-2.07854
31,2.31725,-2.88345,-2.88345,-2.88258,-2.8799,-2.87453,-2.6641,-2.6641,-2.66352,-2.66211,-2.65787,-2.43793,-2.43793,-2.43793,-2.43723,-2.43421,-2.21709,-2.21709,-2.21709,-2.21683,-2.21475,-2.00742,-2.00742,-2.00742,-2.00742,-2.00618
32,2.43204,-2.76133,-2.76133,-2.7602,-2.75768,-2.75223,-2.55661,-2.55661,-2.55597,-2.55401,-2.54975,-2.34433,-2.34433,-2.34432,-2.34321,-2.34022,-2.1365,-2.1365,-2.1365,-2.13602,-2.13403,-1.93874,-1.93874,-1.93874,-1.93874,-1.93722
33,2.5502,-2.64576,-2.64576,-2.6443,-2.64172,-2.63625,-2.4545,-2.4545,-2.45403,-2.45154,-2.44723,-2.25558,-2.25558,-2.25553,-2.25393,-2.25071,-2.05927,-2.05927,-2.05927,-2.05863,-2.05673,-1.87283,-1.87283,-1.87283,-1.87272,-1.87121
34,2.67182,-2.53622,-2.53622,-2.53488,-2.53161,-2.52637,-2.35718,-2.35718,-2.35684,-2.35417,-2.34982,-2.17071,-2.17071,-2.17061,-2.16889,-2.16548,-1.98587,-1.98587,-1.98587,-1.98493,-1.98257,-1.80949,-1.80949,-1.80949,-1.80912,-1.80771
35,2.797,-2.43205,-2.43205,-2.43083,-2.42726,-2.42198,-2.26437,-2.26437,-2.26413,-2.26138,-2.25702,-2.08949,-2.08949,-2.08931,-2.08754,-2.08404,-1.9155,-1.9155,-1.9154,-1.91444,-1.91175,-1.74843,-1.74843,-1.74843,-1.74794,-1.74643
36,2.92586,-2.33309,-2.33294,-2.33177,-2.3282,-2.32287,-2.17603,-2.17603,-2.1756,-2.17291,-2.16845,-2.01171,-2.01171,-2.0115,-2.00976,-2.00615,-1.84782,-1.84782,-1.84764,-1.84668,-1.84387,-1.69001,-1.69001,-1.69001,-1.68949,-1.68745
37,3.05848,-2.23881,-2.23854,-2.23738,-2.23377,-2.22857,-2.09173,-2.09173,-2.09103,-2.08846,-2.08399,-1.93728,-1.93728,-1.93689,-1.93514,-1.93168,-1.78269,-1.78269,-1.78254,-1.78149,-1.77874,-1.63366,-1.63366,-1.63359,-1.63314,-1.63107
38,3.195,-2.14891,-2.14857,-2.14733,-2.14384,-2.1386,-2.01109,-2.01109,-2.01014,-2.00764,-2.00329,-1.86591,-1.86591,-1.86535,-1.86352,-1.86019,-1.71997,-1.71997,-1.71989,-1.71868,-1.71608,-1.57928,-1.57928,-1.57928,-1.57865,-1.57663
39,3.33551,-2.06307,-2.06278,-2.0614,-2.058,-2.05272,-1.93386,-1.93386,-1.93278,-1.93023,-1.92608,-1.79735,-1.79735,-1.79668,-1.79475,-1.79154,-1.65964,-1.65964,-1.6595,-1.65818,-1.65569,-1.52674,-1.52674,-1.52674,-1.52598,-1.52402
40,3.48015,-1.98105,-1.98084,-1.9793,-1.976,-1.97081,-1.85985,-1.85985,-1.85864,-1.8561,-1.85212,-1.73178,-1.73178,-1.73103,-1.72887,-1.72559,-1.60191,-1.60191,-1.60173,-1.60016,-1.59756,-1.47595,-1.47595,-1.47595,-1.47505,-1.47309
41,3.62902,-1.90262,-1.90244,-1.90084,-1.89763,-1.89259,-1.78909,-1.78909,-1.7877,-1.78508,-1.78118,-1.66867,-1.66867,-1.66795,-1.66578,-1.66223,-1.54631,-1.54631,-1.54603,-1.54448,-1.54152,-1.42707,-1.42707,-1.42706,-1.42599,-1.42393
42,3.78225,-1.82754,-1.82742,-1.82575,-1.82259,-1.81778,-1.72123,-1.72123,-1.71987,-1.71703,-1.71315,-1.60793,-1.60793,-1.60722,-1.60512,-1.60137,-1.49267,-1.49267,-1.49226,-1.49077,-1.48783,-1.37998,-1.37998,-1.37983,-1.37882,-1.37652
43,3.93998,-1.75564,-1.75559,-1.75385,-1.75077,-1.74613,-1.65615,-1.65608,-1.65479,-1.65196,-1.64787,-1.54951,-1.54951,-1.54876,-1.54673,-1.5431,-1.44087,-1.44087,-1.44044,-1.43891,-1.43605,-1.33438,-1.33438,-1.33412,-1.33312,-1.33093
44,4.10232,-1.68678,-1.68676,-1.68503,-1.68195,-1.6775,-1.59369,-1.59349,-1.59224,-1.58953,-1.58526,-1.49336,-1.49336,-1.49257,-1.49049,-1.48695,-1.39087,-1.39087,-1.39042,-1.38883,-1.38604,-1.2902,-1.2902,-1.28999,-1.28888,-1.2867
45,4.26943,-1.62107,-1.62093,-1.61908,-1.61603,-1.61173,-1.53367,-1.53336,-1.53211,-1.52951,-1.52529,-1.4393,-1.4393,-1.43838,-1.4363,-1.43287,-1.34264,-1.34263,-1.34213,-1.34045,-1.3377,-1.24736,-1.24736,-1.24719,-1.24602,-1.24381
46,4.44143,-1.55808,-1.55784,-1.55594,-1.55285,-1.54862,-1.47596,-1.47564,-1.47435,-1.4718,-1.46773,-1.38718,-1.38718,-1.38622,-1.38406,-1.38075,-1.29599,-1.29598,-1.29541,-1.29372,-1.29096,-1.20587,-1.20587,-1.20573,-1.20445,-1.20224
47,4.61847,-1.49762,-1.49728,-1.49546,-1.49226,-1.48811,-1.42045,-1.42017,-1.41882,-1.41629,-1.41233,-1.33691,-1.3369,-1.33588,-1.33374,-1.33049,-1.25099,-1.25095,-1.25031,-1.24855,-1.24581,-1.1658,-1.1658,-1.16556,-1.16423,-1.16193
48,4.8007,-1.43956,-1.43914,-1.43736,-1.43423,-1.43006,-1.36703,-1.3668,-1.36544,-1.36289,-1.35907,-1.28842,-1.28838,-1.28736,-1.28519,-1.28201,-1.20753,-1.2075,-1.20683,-1.20496,-1.2022,-1.12706,-1.12706,-1.12674,-1.12533,-1.12303
49,4.98827,-1.38379,-1.3833,-1.3816,-1.37856,-1.37436,-1.3156,-1.31542,-1.31404,-1.31152,-1.30783,-1.24178,-1.2417,-1.24061,-1.23841,-1.23527,-1.16546,-1.16543,-1.16474,-1.16292,-1.16009,-1.08948,-1.08948,-1.08906,-1.08768,-1.08531
50,5.18134,-1.3302,-1.32965,-1.32798,-1.32507,-1.32084,-1.26607,-1.26594,-1.26454,-1.26205,-1.25848,-1.19675,-1.19666,-1.19557,-1.19331,-1.19019,-1.12474,-1.12474,-1.124,-1.12224,-1.11943,-1.053,-1.053,-1.05252,-1.05115,-1.04886
51,5.38006,-1.27869,-1.27809,-1.27648,-1.27368,-1.26957,-1.21837,-1.21828,-1.2169,-1.21445,-1.21096,-1.15334,-1.15316,-1.1521,-1.14988,-1.14671,-1.0854,-1.08537,-1.08463,-1.08288,-1.08015,-1.01758,-1.01758,-1.01716,-1.01577,-1.01347
52,5.58461,-1.22917,-1.22856,-1.227,-1.22428,-1.22032,-1.17248,-1.17236,-1.17098,-1.16857,-1.16521,-1.11141,-1.11119,-1.11011,-1.10798,-1.10479,-1.04735,-1.04733,-1.04654,-1.04479,-1.04213,-0.983289,-0.98327,-0.982828,-0.981413,-0.97916
53,5.79515,-1.18157,-1.18101,-1.17945,-1.17678,-1.17296,-1.1284,-1.12816,-1.12678,-1.1244,-1.12113,-1.07091,-1.07064,-1.06954,-1.06748,-1.06442,-1.01052,-1.01048,-1.00969,-1.00796,-1.00533,-0.949984,-0.949948,-0.949501,-0.948098,-0.94585
54,6.01186,-1.13582,-1.1353,-1.13373,-1.13113,-1.12746,-1.08593,-1.08564,-1.08425,-1.08187,-1.07866,-1.03178,-1.03152,-1.0304,-1.02841,-1.02545,-0.974848,-0.974793,-0.974011,-0.972272,-0.969705,-0.917673,-0.917613,-0.91714,-0.915732,-0.913512
55,6.23493,-1.09182,-1.09133,-1.08975,-1.08724,-1.08369,-1.045,-1.04466,-1.04332,-1.04093,-1.03777,-0.993979,-0.993743,-0.992665,-0.990676,-0.987793,-0.9403,-0.940229,-0.939459,-0.937752,-0.935239,-0.886413,-0.886365,-0.885782,-0.88436,-0.882173
56,6.46452,-1.04951,-1.04903,-1.04747,-1.04501,-1.04158,-1.00556,-1.0052,-1.00387,-1.00154,-0.998427,-0.957453,-0.957255,-0.956198,-0.95422,-0.951421,-0.906917,-0.906801,-0.905996,-0.904314,-0.901856,-0.856047,-0.856013,-0.855405,-0.853968,-0.851797
57,6.70085,-1.00879,-1.00831,-1.0068,-1.00437,-1.00106,-0.967565,-0.967148,-0.965856,-0.963598,-0.960523,-0.922176,-0.922019,-0.920964,-0.919054,-0.916322,-0.87462,-0.87453,-0.873679,-0.871989,-0.869564,-0.826558,-0.826535,-0.825927,-0.824515,-0.822323
58,6.94411,-0.969567,-0.969118,-0.96765,-0.965268,-0.962073,-0.930925,-0.930475,-0.9292,-0.927036,-0.923964,-0.888127,-0.887992,-0.886964,-0.885087,-0.882427,-0.843392,-0.84326,-0.842424,-0.840728,-0.838344,-0.797981,-0.797941,-0.797326,-0.795945,-0.793822
59,7.19449,-0.931853,-0.931395,-0.929942,-0.927667,-0.924552,-0.895593,-0.895112,-0.893865,-0.891762,-0.88878,-0.855268,-0.855136,-0.854123,-0.85227,-0.849701,-0.813175,-0.81301,-0.812171,-0.810523,-0.808156,-0.770256,-0.770233,-0.769614,-0.768247,-0.766182
60,7.45221,-0.895536,-0.89508,-0.893664,-0.891439,-0.888431,-0.861516,-0.86104,-0.859806,-0.857758,-0.854892,-0.823602,-0.823399,-0.822393,-0.820592,-0.818072,-0.783939,-0.783735,-0.782898,-0.781322,-0.778956,-0.743392,-0.743359,-0.742756,-0.741424,-0.739386
61,7.71748,-0.860547,-0.860116,-0.858742,-0.856559,-0.853655,-0.82865,-0.828208,-0.826973,-0.824985,-0.822212,-0.793053,-0.792808,-0.791763,-0.790003,-0.787518,-0.755648,-0.755435,-0.754581,-0.753033,-0.750777,-0.717347,-0.717299,-0.716711,-0.715392,-0.713422
62,7.99052,-0.826932,-0.826446,-0.825113,-0.822981,-0.820171,-0.796947,-0.796537,-0.795321,-0.79338,-0.790699,-0.763541,-0.763261,-0.762232,-0.760458,-0.758051,-0.728262,-0.728052,-0.727211,-0.725668,-0.723472,-0.6921,-0.692047,-0.691459,-0.690171,-0.688239
63,8.27157,-0.794575,-0.794037,-0.792728,-0.79067,-0.787931,-0.766368,-0.765978,-0.764804,-0.762897,-0.760307,-0.735021,-0.734724,-0.733704,-0.731918,-0.729594,-0.701749,-0.701569,-0.70074,-0.699217,-0.697065,-0.667644,-0.667547,-0.66697,-0.665686,-0.663816
64,8.56085,-0.763404,-0.76287,-0.761539,-0.759553,-0.756888,-0.736903,-0.736511,-0.73537,-0.733508,-0.730998,-0.707461,-0.707146,-0.706143,-0.70442,-0.702105,-0.676086,-0.675919,-0.675112,-0.673639,-0.671514,-0.643986,-0.643902,-0.643233,-0.641973,-0.640132
65,8.85861,-0.733367,-0.732838,-0.731549,-0.729587,-0.727004,-0.708467,-0.70809,-0.706981,-0.705182,-0.702734,-0.680836,-0.680498,-0.679518,-0.67785,-0.675575,-0.65125,-0.651108,-0.650315,-0.648858,-0.646822,-0.621064,-0.620956,-0.620294,-0.619001,-0.6172
66,9.16509,-0.704435,-0.703912,-0.702667,-0.700728,-0.698231,-0.681041,-0.680672,-0.679587,-0.67785,-0.675481,-0.655115,-0.654755,-0.653798,-0.652186,-0.64995,-0.627216,-0.627083,-0.626317,-0.6249,-0.62291,-0.598847,-0.598708,-0.598047,-0.596784,-0.594983
67,9.48056,-0.676567,-0.676051,-0.674844,-0.672933,-0.670519,-0.654606,-0.654235,-0.65318,-0.65148,-0.6492,-0.630266,-0.629898,-0.628952,-0.627408,-0.625212,-0.603993,-0.603847,-0.603095,-0.601718,-0.599769,-0.577303,-0.57715,-0.576478,-0.57525,-0.57346
68,9.80527,-0.649722,-0.649214,-0.648045,-0.646174,-0.643832,-0.629092,-0.628736,-0.627712,-0.626055,-0.623849,-0.606259,-0.605903,-0.604955,-0.603456,-0.601349,-0.581581,-0.581381,-0.580625,-0.579267,-0.577404,-0.556414,-0.556245,-0.555587,-0.55438,-0.552627
69,10.1395,-0.623874,-0.623364,-0.622233,-0.620441,-0.618136,-0.604483,-0.604139,-0.603149,-0.601549,-0.599402,-0.583066,-0.582736,-0.581812,-0.580323,-0.578306,-0.559899,-0.55968,-0.558892,-0.557573,-0.555746,-0.536162,-0.535993,-0.53534,-0.534154,-0.532469
70,10.4835,-0.598975,-0.598473,-0.597369,-0.595649,-0.593402,-0.58081,-0.580419,-0.579459,-0.577915,-0.575834,-0.560661,-0.560351,-0.559457,-0.558006,-0.556052,-0.538921,-0.538691,-0.537912,-0.5366,-0.534801,-0.516531,-0.516377,-0.515738,-0.514577,-0.512923
71,10.8376,-0.574988,-0.574498,-0.573424,-0.571764,-0.569589,-0.557977,-0.557574,-0.556613,-0.555109,-0.553109,-0.539035,-0.538727,-0.537866,-0.536464,-0.534551,-0.518624,-0.518385,-0.517618,-0.51631,-0.51458,-0.497506,-0.497365,-0.496747,-0.495614,-0.494007
72,11.2021,-0.551883,-0.551396,-0.55036,-0.548768,-0.546657,-0.535955,-0.535548,-0.534586,-0.533121,-0.531199,-0.518153,-0.517851,-0.517013,-0.515658,-0.513811,-0.49899,-0.498737,-0.49799,-0.49673,-0.495026,-0.479075,-0.478951,-0.478349,-0.477242,-0.475684
73,11.5773,-0.529631,-0.529148,-0.528155,-0.526624,-0.524576,-0.51471,-0.514309,-0.513378,-0.511945,-0.51008,-0.497976,-0.497693,-0.496876,-0.495558,-0.493786,-0.480004,-0.479736,-0.479009,-0.477792,-0.476115,-0.461225,-0.461111,-0.460528,-0.459456,-0.457932
74,11.9634,-0.508202,-0.507739,-0.506773,-0.505302,-0.503319,-0.494225,-0.493834,-0.492936,-0.491539,-0.48972,-0.478513,-0.478226,-0.47744,-0.476164,-0.474456,-0.461645,-0.461369,-0.460656,-0.459479,-0.457843,-0.443955,-0.443837,-0.443269,-0.442224,-0.440764
75,12.3609,-0.487585,-0.48714,-0.486199,-0.484795,-0.482885,-0.474477,-0.474099,-0.473232,-0.471867,-0.470109,-0.459724,-0.459442,-0.458682,-0.457456,-0.455797,-0.443894,-0.44362,-0.44292,-0.441791,-0.440215,-0.427269,-0.427114,-0.426558,-0.425536,-0.424126
76,12.77,-0.467754,-0.467317,-0.466399,-0.465055,-0.46322,-0.455454,-0.455087,-0.45425,-0.452911,-0.451224,-0.441573,-0.441318,-0.440583,-0.439401,-0.437803,-0.426734,-0.426476,-0.42579,-0.4247,-0.423177,-0.411126,-0.410963,-0.410383,-0.409394,-0.408024
77,13.1911,-0.448663,-0.448241,-0.447345,-0.446053,-0.44429,-0.437143,-0.43678,-0.435965,-0.434678,-0.433042,-0.424091,-0.423832,-0.42312,-0.421975,-0.42044,-0.410147,-0.409914,-0.409251,-0.408188,-0.406711,-0.395506,-0.395338,-0.394759,-0.393781,-0.39246
78,13.6246,-0.430293,-0.429884,-0.429018,-0.427761,-0.426068,-0.419503,-0.419143,-0.418347,-0.417115,-0.415521,-0.407271,-0.406981,-0.406283,-0.405175,-0.403701,-0.394135,-0.393913,-0.393279,-0.392245,-0.390827,-0.380391,-0.380221,-0.379655,-0.37869,-0.377405
79,14.0707,-0.412613,-0.41221,-0.411382,-0.410167,-0.408535,-0.402506,-0.402148,-0.401378,-0.400197,-0.398638,-0.391051,-0.390751,-0.390055,-0.388976,-0.387556,-0.378697,-0.378472,-0.377852,-0.376854,-0.375493,-0.365777,-0.365598,-0.365051,-0.364112,-0.362858
80,14.5299,-0.395598,-0.395207,-0.39441,-0.393235,-0.391668,-0.38613,-0.385776,-0.385036,-0.383901,-0.382378,-0.375403,-0.375105,-0.374415,-0.373361,-0.371988,-0.363784,-0.36357,-0.362965,-0.361996,-0.360687,-0.351659,-0.351469,-0.35094,-0.350041,-0.348811
81,15.0026,-0.379221,-0.378848,-0.37808,-0.376944,-0.37544,-0.370358,-0.370009,-0.369296,-0.368205,-0.366729,-0.360309,-0.360017,-0.35935,-0.358314,-0.356989,-0.349391,-0.349184,-0.348599,-0.347661,-0.346394,-0.33802,-0.337819,-0.337301,-0.33644,-0.335232
82,15.4891,-0.363464,-0.36311,-0.36237,-0.361271,-0.359828,-0.355171,-0.354829,-0.354138,-0.35309,-0.35167,-0.345757,-0.345472,-0.344828,-0.343818,-0.342538,-0.335508,-0.3353,-0.334736,-0.333831,-0.332606,-0.324838,-0.324639,-0.324131,-0.32329,-0.322118
83,15.9899,-0.348307,-0.34797,-0.347257,-0.346195,-0.34481,-0.340549,-0.340219,-0.339545,-0.338538,-0.337176,-0.331732,-0.331454,-0.330832,-0.329847,-0.328609,-0.322104,-0.321906,-0.32136,-0.320482,-0.319299,-0.312102,-0.311908,-0.311413,-0.310592,-0.30947
84,16.5054,-0.333735,-0.333407,-0.33272,-0.331695,-0.330364,-0.326471,-0.326154,-0.325499,-0.324531,-0.323226,-0.318217,-0.31795,-0.317344,-0.31639,-0.315186,-0.309171,-0.308984,-0.308453,-0.3076,-0.306465,-0.299799,-0.29962,-0.299128,-0.298337,-0.297255
85,17.036,-0.319719,-0.319402,-0.318735,-0.31775,-0.316473,-0.312922,-0.312619,-0.311983,-0.311052,-0.3098,-0.305199,-0.304937,-0.304348,-0.303431,-0.302254,-0.296728,-0.296521,-0.296003,-0.295178,-0.294086,-0.287917,-0.287751,-0.287274,-0.286502,-0.285458
86,17.5821,-0.306241,-0.305933,-0.305287,-0.304342,-0.303115,-0.299888,-0.299594,-0.298981,-0.298081,-0.296879,-0.292658,-0.292397,-0.291828,-0.290946,-0.289804,-0.284731,-0.284512,-0.284,-0.283206,-0.282152,-0.276455,-0.276285,-0.275821,-0.275075,-0.274068
