gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.6034,-57.6034,-57.6034,-57.6034,-57.6034,-57.6034,-57.6034,-51.951,-51.951,-51.951,-51.951,-51.951,-51.951,-51.951,-47.9177,-47.9177,-47.9177,-47.9177,-47.9177,-47.9177,-47.9177,-44.9396,-44.9396,-44.9396,-44.9396,-44.9396,-44.9396,-44.9396,-42.3816,-42.3816,-42.3816,-42.3816,-42.3816,-42.3816,-42.3816,-39.9733,-39.9733,-39.9733,-39.9733,-39.9733,-39.9733,-39.9733,-37.6203,-37.6203,-37.6203,-37.6203,-37.6203,-37.6203,-37.6203
1,0.0185364,-55.1039,-55.0825,-55.0612,-55.0399,-55.0187,-54.9976,-54.9765,-50.5451,-50.5327,-50.5204,-50.5081,-50.4959,-50.4836,-50.4714,-47.1301,-47.123,-47.116,-47.1089,-47.1019,-47.0949,-47.0879,-44.4191,-44.4141,-44.409,-44.404,-44.399,-44.394,-44.389,-41.9716,-41.9677,-41.9638,-41.9599,-41.956,-41.9521,-41.9482,-39.638,-39.6347,-39.6314,-39.6281,-39.6248,-39.6214,-39.6181,-37.3384,-37.3357,-37.3329,-37.3302,-37.3274,-37.3247,-37.3219
2,0.0372875,-53.1852,-53.1522,-53.1194,-53.0867,-53.0542,-53.0219,-52.9897,-49.4145,-49.3946,-49.3748,-49.3551,-49.3355,-49.316,-49.2965,-46.4715,-46.4597,-46.4479,-46.4362,-46.4245,-46.4129,-46.4013,-43.9133,-43.9039,-43.8946,-43.8853,-43.876,-43.8666,-43.8573,-41.5723,-41.5644,-41.5568,-41.5493,-41.5417,-41.5342,-41.5267,-39.3089,-39.3025,-39.296,-39.2896,-39.2831,-39.2767,-39.2702,-37.0585,-37.0531,-37.0477,-37.0424,-37.037,-37.0316,-37.0262
3,0.0562558,-51.6818,-51.6429,-51.6043,-51.566,-51.5279,-51.4901,-51.4525,-48.4925,-48.4682,-48.4441,-48.4201,-48.3962,-48.3725,-48.3489,-45.848,-45.8294,-45.8109,-45.7923,-45.7738,-45.7552,-45.7367,-43.4341,-43.42,-43.406,-43.3919,-43.3778,-43.3638,-43.3497,-41.1843,-41.1729,-41.1615,-41.1502,-41.1388,-41.1274,-41.116,-38.9832,-38.9738,-38.9644,-38.955,-38.9455,-38.9361,-38.9267,-36.7818,-36.7737,-36.7656,-36.7575,-36.7493,-36.7412,-36.7331
4,0.0754439,-50.483,-50.4416,-50.4006,-50.3599,-50.3196,-50.2796,-50.2399,-47.7315,-47.7048,-47.6782,-47.6519,-47.6258,-47.5998,-47.5741,-45.2491,-45.2273,-45.2056,-45.1839,-45.1621,-45.1404,-45.1187,-42.9739,-42.9563,-42.9388,-42.9212,-42.9036,-42.886,-42.8684,-40.8033,-40.7887,-40.7741,-40.7595,-40.7449,-40.7302,-40.7156,-38.661,-38.6488,-38.6365,-38.6243,-38.6121,-38.5998,-38.5876,-36.508,-36.4974,-36.4868,-36.4762,-36.4656,-36.4549,-36.4443
5,0.0948544,-49.5127,-49.4708,-49.4293,-49.3882,-49.3476,-49.3073,-49.2674,-47.0753,-47.0405,-47.0057,-46.9709,-46.9362,-46.9014,-46.8666,-44.6844,-44.6582,-44.6331,-44.6079,-44.5828,-44.5576,-44.5325,-42.5261,-42.5052,-42.4843,-42.4634,-42.4425,-42.4216,-42.4007,-40.4291,-40.4115,-40.3938,-40.3762,-40.3586,-40.341,-40.3233,-38.3429,-38.3276,-38.3126,-38.2977,-38.2827,-38.2678,-38.2529,-36.2358,-36.2228,-36.2098,-36.1968,-36.1838,-36.1708,-36.1578
6,0.11449,-48.7169,-48.6757,-48.6349,-48.5946,-48.5547,-48.5153,-48.4763,-46.3482,-46.3062,-46.2677,-46.2322,-46.1968,-46.1614,-46.1259,-44.1578,-44.1275,-44.0971,-44.0668,-44.0365,-44.0061,-43.9758,-42.0906,-42.0664,-42.0422,-42.018,-41.9937,-41.9695,-41.9453,-40.0618,-40.0413,-40.0208,-40.0003,-39.9798,-39.9593,-39.9388,-38.0302,-38.0121,-37.9941,-37.9761,-37.958,-37.94,-37.9222,-35.9653,-35.95,-35.9347,-35.9194,-35.9041,-35.8888,-35.8735
7,0.134352,-48.0407,-47.9854,-47.93,-47.8747,-47.8194,-47.764,-47.7087,-45.7176,-45.676,-45.6344,-45.5929,-45.5513,-45.5097,-45.4681,-43.6501,-43.6172,-43.5843,-43.5514,-43.5185,-43.4855,-43.4526,-41.6661,-41.6377,-41.6093,-41.5819,-41.5548,-41.5277,-41.5007,-39.7024,-39.6784,-39.6543,-39.6308,-39.6075,-39.5842,-39.5609,-37.7205,-37.6999,-37.6794,-37.6588,-37.6383,-37.6177,-37.5972,-35.6971,-35.6791,-35.6614,-35.6439,-35.6263,-35.6088,-35.5913
8,0.154445,-47.2048,-47.1412,-47.0789,-47.027,-46.9751,-46.9232,-46.8714,-45.1137,-45.07,-45.0264,-44.9827,-44.9391,-44.8954,-44.8518,-43.1607,-43.125,-43.0893,-43.0536,-43.018,-42.9823,-42.9466,-41.2542,-41.2231,-41.192,-41.1609,-41.1297,-41.0986,-41.0684,-39.3488,-39.322,-39.2953,-39.2685,-39.2417,-39.2149,-39.189,-37.4137,-37.3907,-37.3678,-37.3448,-37.3218,-37.2989,-37.2759,-35.4316,-35.4115,-35.3913,-35.3712,-35.351,-35.3309,-35.3111
9,0.174771,-46.493,-46.4343,-46.3756,-46.3169,-46.2582,-46.1995,-46.1408,-44.5384,-44.4932,-44.448,-44.4028,-44.3576,-44.3124,-44.2672,-42.6873,-42.6485,-42.6097,-42.5709,-42.5321,-42.4933,-42.4545,-40.8508,-40.817,-40.7832,-40.7494,-40.7157,-40.6819,-40.6481,-39.0002,-38.971,-38.9417,-38.9124,-38.8831,-38.8538,-38.8245,-37.1099,-37.0846,-37.0593,-37.034,-37.0087,-36.9835,-36.9582,-35.1676,-35.1453,-35.1231,-35.1008,-35.0785,-35.0562,-35.034
10,0.195332,-45.8236,-45.7643,-45.705,-45.6457,-45.5864,-45.5272,-45.4679,-44.0013,-43.9508,-43.9003,-43.853,-43.8056,-43.7582,-43.7109,-42.2263,-42.1829,-42.1403,-42.0993,-42.0584,-42.0174,-41.9764,-40.4553,-40.419,-40.3827,-40.3464,-40.3101,-40.2738,-40.2374,-38.6564,-38.6246,-38.5929,-38.5611,-38.5294,-38.4976,-38.4659,-36.8094,-36.7815,-36.7539,-36.7264,-36.6989,-36.6714,-36.6438,-34.905,-34.8807,-34.8564,-34.832,-34.8077,-34.7834,-34.7591
