gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[1 0],dist[1 1],dist[1 2],dist[2 0],dist[2 1],dist[2 2],dist[3 0],dist[3 1],dist[3 2],dist[4 0],dist[4 1],dist[4 2]
42,3.78225,7.69124e-031,9.54557e-031,7.69124e-031,1.45119e-030,1.80107e-030,1.45119e-030,9.38298e-031,1.16452e-030,9.38298e-031,1.77682e-031,2.20521e-031,1.77682e-031,9.44657e-033,1.17241e-032,9.44657e-033
43,3.93998,1.82052e-030,2.25944e-030,1.82052e-030,4.24168e-030,5.26434e-030,4.24168e-030,3.38139e-030,4.19664e-030,3.38139e-030,8.153e-031,1.01187e-030,8.153e-031,5.9923e-032,7.43702e-032,5.9923e-032
44,4.10232,1.80767e-029,2.2435e-029,1.80767e-029,2.5536e-029,3.16927e-029,2.5536e-029,1.21017e-029,1.50194e-029,1.21017e-029,1.90862e-030,2.36878e-030,1.90862e-030,1.1908e-031,1.4779e-031,1.1908e-031
45,4.26943,5.51528e-029,6.845e-029,5.51528e-029,9.41425e-029,1.1684e-028,9.41425e-029,5.56475e-029,6.90639e-029,5.56475e-029,1.00361e-029,1.24558e-029,1.00361e-029,5.51841e-031,6.84888e-031,5.51841e-031
46,4.44143,1.04374e-028,1.29538e-028,1.04374e-028,2.51971e-028,3.1272e-028,2.51971e-028,2.00893e-028,2.49328e-028,2.00893e-028,4.65087e-029,5.77218e-029,4.65087e-029,3.15136e-030,3.91115e-030,3.15136e-030
47,4.61847,2.77018e-028,3.43806e-028,2.77018e-028,5.66769e-028,7.03416e-028,5.66769e-028,4.12343e-028,5.11757e-028,4.12343e-028,9.61944e-029,1.19387e-028,9.61944e-029,7.76391e-030,9.63577e-030,7.76391e-030
48,4.8007,6.02284e-028,7.47493e-028,6.02284e-028,1.29791e-027,1.61083e-027,1.29791e-027,1.16622e-027,1.44739e-027,1.16622e-027,3.83508e-028,4.7597e-028,3.83508e-028,4.1928e-029,5.20367e-029,4.1928e-029
49,4.98827,1.48392e-027,1.84168e-027,1.48392e-027,3.22902e-027,4.00752e-027,3.22902e-027,2.95188e-027,3.66356e-027,2.95188e-027,9.84675e-028,1.22208e-027,9.84675e-028,1.07446e-028,1.3335e-028,1.07446e-028
50,5.18134,5.12001e-027,6.35442e-027,5.12001e-027,9.17104e-027,1.13821e-026,9.17104e-027,6.25975e-027,7.76895e-027,6.25975e-027,1.59678e-027,1.98175e-027,1.59678e-027,1.68844e-028,2.09551e-028,1.68844e-028
51,5.38006,1.09114e-026,1.35421e-026,1.09114e-026,2.56142e-026,3.17897e-026,2.56142e-026,2.11475e-026,2.62461e-026,2.11475e-026,5.65179e-027,7.01442e-027,5.65179e-027,5.44862e-028,6.76227e-028,5.44862e-028
52,5.58461,1.80536e-026,2.24063e-026,1.80536e-026,3.46749e-026,4.30348e-026,3.46749e-026,2.79601e-026,3.47012e-026,2.79601e-026,8.9238e-027,1.10753e-026,8.9238e-027,1.08826e-027,1.35064e-027,1.08826e-027
53,5.79515,6.86091e-026,8.51505e-026,6.86091e-026,1.37983e-025,1.7125e-025,1.37983e-025,1.23362e-025,1.53104e-025,1.23362e-025,4.39755e-026,5.45778e-026,4.39755e-026,5.65033e-027,7.01261e-027,5.65033e-027
54,6.01186,1.29e-025,1.60101e-025,1.29e-025,3.19834e-025,3.96945e-025,3.19834e-025,3.06615e-025,3.80538e-025,3.06615e-025,1.0186e-025,1.26419e-025,1.0186e-025,1.16105e-026,1.44097e-026,1.16105e-026
55,6.23493,3.3181e-025,4.11808e-025,3.3181e-025,6.83928e-025,8.48821e-025,6.83928e-025,5.41786e-025,6.72408e-025,5.41786e-025,1.70724e-025,2.11885e-025,1.70724e-025,2.59422e-026,3.21968e-026,2.59422e-026
56,6.46452,5.46524e-025,6.78289e-025,5.46524e-025,1.19277e-024,1.48034e-024,1.19277e-024,1.09864e-024,1.36351e-024,1.09864e-024,4.04751e-025,5.02335e-025,4.04751e-025,6.0732e-026,7.53743e-026,6.0732e-026
57,6.70085,9.62923e-025,1.19508e-024,9.62923e-025,2.19663e-024,2.72623e-024,2.19663e-024,2.06718e-024,2.56557e-024,2.06718e-024,7.13202e-025,8.85152e-025,7.13202e-025,8.61762e-026,1.06953e-025,8.61762e-026
58,6.94411,1.98508e-024,2.46368e-024,1.98508e-024,4.21385e-024,5.22979e-024,4.21385e-024,3.71566e-024,4.61149e-024,3.71566e-024,1.2825e-024,1.59171e-024,1.2825e-024,1.81585e-025,2.25365e-025,1.81585e-025
59,7.19449,2.69242e-024,3.34155e-024,2.69242e-024,6.95287e-024,8.62918e-024,6.95287e-024,6.86756e-024,8.5233e-024,6.86756e-024,2.61384e-024,3.24402e-024,2.61384e-024,4.34798e-025,5.39626e-025,4.34798e-025
60,7.45221,5.52792e-024,6.86068e-024,5.52792e-024,1.46472e-023,1.81786e-023,1.46472e-023,1.79304e-023,2.22533e-023,1.79304e-023,8.1055e-024,1.00597e-023,8.1055e-024,1.24524e-024,1.54546e-024,1.24524e-024
61,7.71748,1.19518e-023,1.48333e-023,1.19518e-023,3.33003e-023,4.13289e-023,3.33003e-023,4.08457e-023,5.06934e-023,4.08457e-023,1.82285e-023,2.26234e-023,1.82285e-023,2.84105e-024,3.52602e-024,2.84105e-024
62,7.99052,2.99027e-023,3.71121e-023,2.99027e-023,9.28352e-023,1.15217e-022,9.28352e-023,9.5914e-023,1.19039e-022,9.5914e-023,3.20228e-023,3.97434e-023,3.20228e-023,3.94952e-024,4.90174e-024,3.94952e-024
63,8.27157,3.29381e-023,4.08793e-023,3.29381e-023,9.36975e-023,1.16288e-022,9.36975e-023,1.0821e-022,1.34299e-022,1.0821e-022,4.61916e-023,5.73283e-023,4.61916e-023,7.92187e-024,9.83181e-024,7.92187e-024
64,8.56085,6.77651e-023,8.4103e-023,6.77651e-023,1.8978e-022,2.35536e-022,1.8978e-022,2.10436e-022,2.61171e-022,2.10436e-022,8.6492e-023,1.07345e-022,8.6492e-023,1.42895e-023,1.77347e-023,1.42895e-023
65,8.85861,1.0354e-022,1.28503e-022,1.0354e-022,2.66196e-022,3.30375e-022,2.66196e-022,2.81049e-022,3.48809e-022,2.81049e-022,1.25163e-022,1.55339e-022,1.25163e-022,2.46217e-023,3.05579e-023,2.46217e-023
66,9.16509,1.73935e-022,2.1587e-022,1.73935e-022,4.085e-022,5.06988e-022,4.085e-022,4.21335e-022,5.22917e-022,4.21335e-022,1.79731e-022,2.23064e-022,1.79731e-022,3.38171e-023,4.19703e-023,3.38171e-023
67,9.48056,3.70706e-022,4.60082e-022,3.70706e-022,8.18465e-022,1.01579e-021,8.18465e-022,7.89763e-022,9.80173e-022,7.89763e-022,3.22749e-022,4.00563e-022,3.22749e-022,6.29677e-023,7.8149e-023,6.29677e-023
68,9.80527,5.92614e-022,7.35491e-022,5.92614e-022,1.47876e-021,1.83528e-021,1.47876e-021,1.56967e-021,1.94811e-021,1.56967e-021,6.50177e-022,8.06933e-022,6.50177e-022,1.08889e-022,1.35141e-022,1.08889e-022
69,10.1395,1.29178e-021,1.60323e-021,1.29178e-021,3.65464e-021,4.53576e-021,3.65464e-021,4.01237e-021,4.97974e-021,4.01237e-021,1.51578e-021,1.88123e-021,1.51578e-021,2.00038e-022,2.48266e-022,2.00038e-022
70,10.4835,1.95745e-021,2.42939e-021,1.95745e-021,5.83386e-021,7.24038e-021,5.83386e-021,7.09179e-021,8.8016e-021,7.09179e-021,3.03472e-021,3.76638e-021,3.03472e-021,4.65438e-022,5.77653e-022,4.65438e-022
71,10.8376,3.82212e-021,4.74362e-021,3.82212e-021,1.13401e-020,1.40741e-020,1.13401e-020,1.31733e-020,1.63493e-020,1.31733e-020,5.72177e-021,7.10127e-021,5.72177e-021,1.07174e-021,1.33013e-021,1.07174e-021
72,11.2021,5.75685e-021,7.14481e-021,5.75685e-021,1.62175e-020,2.01275e-020,1.62175e-020,1.83579e-020,2.2784e-020,1.83579e-020,8.21776e-021,1.0199e-020,8.21776e-021,1.6142e-021,2.00337e-021,1.6142e-021
73,11.5773,8.51033e-021,1.05621e-020,8.51033e-021,2.27011e-020,2.81742e-020,2.27011e-020,2.46968e-020,3.06511e-020,2.46968e-020,1.07436e-020,1.33339e-020,1.07436e-020,2.00797e-021,2.49209e-021,2.00797e-021
74,11.9634,1.42326e-020,1.76641e-020,1.42326e-020,3.90641e-020,4.84824e-020,3.90641e-020,4.34845e-020,5.39684e-020,4.34845e-020,1.89956e-020,2.35753e-020,1.89956e-020,3.58432e-021,4.44849e-021,3.58432e-021
75,12.3609,2.30685e-020,2.86302e-020,2.30685e-020,6.31938e-020,7.84296e-020,6.31938e-020,6.83561e-020,8.48366e-020,6.83561e-020,2.76901e-020,3.43661e-020,2.76901e-020,4.57503e-021,5.67806e-021,4.57503e-021
76,12.77,3.26318e-020,4.04992e-020,3.26318e-020,8.60758e-020,1.06828e-019,8.60758e-020,8.66004e-020,1.07479e-019,8.66004e-020,3.28042e-020,4.07132e-020,3.28042e-020,5.496e-021,6.82106e-021,5.496e-021
77,13.1911,4.53907e-020,5.63342e-020,4.53907e-020,1.23926e-019,1.53804e-019,1.23926e-019,1.4767e-019,1.83273e-019,1.4767e-019,7.12194e-020,8.83902e-020,7.12194e-020,1.5434e-020,1.9155e-020,1.5434e-020
78,13.6246,8.83435e-020,1.09643e-019,8.83435e-020,2.44406e-019,3.03332e-019,2.44406e-019,2.6936e-019,3.34301e-019,2.6936e-019,1.11601e-019,1.38508e-019,1.11601e-019,2.04851e-020,2.5424e-020,2.04851e-020
79,14.0707,1.2996e-019,1.61293e-019,1.2996e-019,3.67434e-019,4.56021e-019,3.67434e-019,4.28609e-019,5.31945e-019,4.28609e-019,1.94966e-019,2.41972e-019,1.94966e-019,3.62302e-020,4.49651e-020,3.62302e-020
80,14.5299,2.38347e-019,2.95812e-019,2.38347e-019,6.59361e-019,8.18331e-019,6.59361e-019,7.79471e-019,9.67399e-019,7.79471e-019,3.72617e-019,4.62453e-019,3.72617e-019,7.52705e-020,9.3418e-020,7.52705e-020
81,15.0026,3.65172e-019,4.53214e-019,3.65172e-019,1.08126e-018,1.34194e-018,1.08126e-018,1.34564e-018,1.67007e-018,1.34564e-018,6.40853e-019,7.95361e-019,6.40853e-019,1.23721e-019,1.5355e-019,1.23721e-019
82,15.4891,4.88691e-019,6.06513e-019,4.88691e-019,1.34866e-018,1.67382e-018,1.34866e-018,1.63101e-018,2.02425e-018,1.63101e-018,7.99961e-019,9.92829e-019,7.99961e-019,1.66899e-019,2.07137e-019,1.66899e-019
83,15.9899,8.3076e-019,1.03105e-018,8.3076e-019,2.48812e-018,3.08799e-018,2.48812e-018,3.2015e-018,3.97337e-018,3.2015e-018,1.55687e-018,1.93222e-018,1.55687e-018,3.0051e-019,3.72962e-019,3.0051e-019
84,16.5054,1.14079e-018,1.41583e-018,1.14079e-018,3.51511e-018,4.36259e-018,3.51511e-018,4.49562e-018,5.5795e-018,4.49562e-018,2.1888e-018,2.71651e-018,2.1888e-018,4.34942e-019,5.39805e-019,4.34942e-019
85,17.036,1.87849e-018,2.33138e-018,1.87849e-018,5.50036e-018,6.82648e-018,5.50036e-018,6.66953e-018,8.27753e-018,6.66953e-018,3.1449e-018,3.90312e-018,3.1449e-018,6.26418e-019,7.77445e-019,6.26418e-019
86,17.5821,2.89252e-018,3.5899e-018,2.89252e-018,8.00646e-018,9.93679e-018,8.00646e-018,9.04287e-018,1.12231e-017,9.04287e-018,3.93191e-018,4.87988e-018,3.93191e-018,7.10169e-019,8.81389e-019,7.10169e-019
87,18.1442,4.26695e-018,5.2957e-018,4.26695e-018,1.23608e-017,1.53409e-017,1.23608e-017,1.49339e-017,1.85344e-017,1.49339e-017,7.01527e-018,8.70663e-018,7.01527e-018,1.38562e-018,1.71969e-018,1.38562e-018
88,18.7228,8.3092e-018,1.03125e-017,8.3092e-018,2.24482e-017,2.78603e-017,2.24482e-017,2.57262e-017,3.19288e-017,2.57262e-017,1.18086e-017,1.46556e-017,1.18086e-017,2.32745e-018,2.88858e-018,2.32745e-018
89,19.3184,1.08931e-017,1.35194e-017,1.08931e-017,3.03134e-017,3.76219e-017,3.03134e-017,3.57568e-017,4.43776e-017,3.57568e-017,1.67266e-017,2.07593e-017,1.67266e-017,3.30027e-018,4.09596e-018,3.30027e-018
90,19.9314,1.61839e-017,2.00857e-017,1.61839e-017,4.68326e-017,5.81238e-017,4.68326e-017,5.71691e-017,7.09524e-017,5.71691e-017,2.75412e-017,3.41813e-017,2.75412e-017,5.52823e-018,6.86106e-018,5.52823e-018
91,20.5623,2.02e-017,2.50701e-017,2.02e-017,5.89383e-017,7.31481e-017,5.89383e-017,7.26224e-017,9.01314e-017,7.26224e-017,3.65108e-017,4.53135e-017,3.65108e-017,8.174e-018,1.01447e-017,8.174e-018
92,21.2118,3.32148e-017,4.12228e-017,3.32148e-017,9.73722e-017,1.20848e-016,9.73722e-017,1.23308e-016,1.53037e-016,1.23308e-016,6.34651e-017,7.87663e-017,6.34651e-017,1.41747e-017,1.75922e-017,1.41747e-017
93,21.8803,4.77312e-017,5.9239e-017,4.77312e-017,1.43813e-016,1.78485e-016,1.43813e-016,1.84264e-016,2.28689e-016,1.84264e-016,9.44223e-017,1.17187e-016,9.44223e-017,2.06823e-017,2.56687e-017,2.06823e-017
94,22.5684,7.15963e-017,8.8858e-017,7.15963e-017,2.12074e-016,2.63204e-016,2.12074e-016,2.67985e-016,3.32595e-016,2.67985e-016,1.36286e-016,1.69143e-016,1.36286e-016,2.9878e-017,3.70815e-017,2.9878e-017
95,23.2766,1.05633e-016,1.31101e-016,1.05633e-016,3.13354e-016,3.88903e-016,3.13354e-016,3.94754e-016,4.89928e-016,3.94754e-016,1.98954e-016,2.46922e-016,1.98954e-016,4.26091e-017,5.2882e-017,4.26091e-017
96,24.0056,1.52886e-016,1.89746e-016,1.52886e-016,4.57452e-016,5.67742e-016,4.57452e-016,5.81856e-016,7.2214e-016,5.81856e-016,2.91535e-016,3.61823e-016,2.91535e-016,6.07285e-017,7.53699e-017,6.07285e-017
97,24.756,2.278e-016,2.82721e-016,2.278e-016,6.73552e-016,8.35943e-016,6.73552e-016,8.6067e-016,1.06818e-015,8.6067e-016,4.4431e-016,5.51432e-016,4.4431e-016,9.7528e-017,1.21042e-016,9.7528e-017
98,25.5283,3.38165e-016,4.19695e-016,3.38165e-016,1.00635e-015,1.24898e-015,1.00635e-015,1.28801e-015,1.59855e-015,1.28801e-015,6.60605e-016,8.19875e-016,6.60605e-016,1.44278e-016,1.79063e-016,1.44278e-016
99,26.3233,4.95849e-016,6.15397e-016,4.95849e-016,1.49931e-015,1.86079e-015,1.49931e-015,1.90371e-015,2.36269e-015,1.90371e-015,9.51212e-016,1.18055e-015,9.51212e-016,1.97449e-016,2.45054e-016,1.97449e-016
100,27.1416,6.54815e-016,8.12688e-016,6.54815e-016,1.99304e-015,2.47355e-015,1.99304e-015,2.56875e-015,3.18807e-015,2.56875e-015,1.33465e-015,1.65643e-015,1.33465e-015,2.99694e-016,3.71949e-016,2.99694e-016
101,27.9838,9.22733e-016,1.1452e-015,9.22733e-016,2.88171e-015,3.57648e-015,2.88171e-015,3.715e-015,4.61068e-015,3.715e-015,1.87535e-015,2.32749e-015,1.87535e-015,4.06755e-016,5.04822e-016,4.06755e-016
102,28.8508,1.35853e-015,1.68606e-015,1.35853e-015,4.27054e-015,5.30015e-015,4.27054e-015,5.72297e-015,7.10276e-015,5.72297e-015,3.02944e-015,3.75983e-015,3.02944e-015,6.77252e-016,8.40535e-016,6.77252e-016
103,29.7431,1.90942e-015,2.36977e-015,1.90942e-015,5.91145e-015,7.33668e-015,5.91145e-015,7.75385e-015,9.62327e-015,7.75385e-015,4.08757e-015,5.07307e-015,4.08757e-015,9.45434e-016,1.17337e-015,9.45434e-016
104,30.6616,2.68198e-015,3.32859e-015,2.68198e-015,8.19893e-015,1.01757e-014,8.19893e-015,1.07046e-014,1.32855e-014,1.07046e-014,5.71134e-015,7.08833e-015,5.71134e-015,1.34135e-015,1.66474e-015,1.34135e-015
105,31.607,3.81979e-015,4.74073e-015,3.81979e-015,1.19103e-014,1.47819e-014,1.19103e-014,1.5929e-014,1.97694e-014,1.5929e-014,8.61953e-015,1.06977e-014,8.61953e-015,2.03282e-015,2.52293e-015,2.03282e-015
106,32.5802,4.98195e-015,6.18308e-015,4.98195e-015,1.52404e-014,1.89149e-014,1.52404e-014,2.0633e-014,2.56075e-014,2.0633e-014,1.15161e-014,1.42925e-014,1.15161e-014,2.79258e-015,3.46587e-015,2.79258e-015
107,33.5818,7.15951e-015,8.88564e-015,7.15951e-015,2.23998e-014,2.78003e-014,2.23998e-014,3.01643e-014,3.74368e-014,3.01643e-014,1.66091e-014,2.06135e-014,1.66091e-014,3.99996e-015,4.96434e-015,3.99996e-015
108,34.6128,1.05548e-014,1.30995e-014,1.05548e-014,3.30393e-014,4.1005e-014,3.30393e-014,4.43192e-014,5.50045e-014,4.43192e-014,2.42578e-014,3.01062e-014,2.42578e-014,5.76533e-015,7.15533e-015,5.76533e-015
109,35.674,1.43116e-014,1.7762e-014,1.43116e-014,4.53088e-014,5.62326e-014,4.53088e-014,6.20297e-014,7.69848e-014,6.20297e-014,3.44153e-014,4.27127e-014,3.44153e-014,8.25037e-015,1.02395e-014,8.25037e-015
110,36.7663,1.90302e-014,2.36184e-014,1.90302e-014,6.18471e-014,7.67582e-014,6.18471e-014,8.63802e-014,1.07206e-013,8.63802e-014,4.73637e-014,5.8783e-014,4.73637e-014,1.08698e-014,1.34905e-014,1.08698e-014
111,37.8906,2.8014e-014,3.4768e-014,2.8014e-014,8.99052e-014,1.11581e-013,8.99052e-014,1.23102e-013,1.52781e-013,1.23102e-013,6.66985e-014,8.27793e-014,6.66985e-014,1.54873e-014,1.92212e-014,1.54873e-014
112,39.0479,3.88732e-014,4.82454e-014,3.88732e-014,1.2636e-013,1.56825e-013,1.2636e-013,1.72642e-013,2.14266e-013,1.72642e-013,9.42768e-014,1.17007e-013,9.42768e-014,2.24711e-014,2.78888e-014,2.24711e-014
113,40.239,5.29409e-014,6.57048e-014,5.29409e-014,1.68217e-013,2.08774e-013,1.68217e-013,2.2939e-013,2.84695e-013,2.2939e-013,1.27122e-013,1.5777e-013,1.27122e-013,3.08171e-014,3.8247e-014,3.08171e-014
114,41.4651,7.13316e-014,8.85294e-014,7.13316e-014,2.23906e-013,2.77888e-013,2.23906e-013,3.04358e-013,3.77738e-013,3.04358e-013,1.69388e-013,2.10226e-013,1.69388e-013,4.12184e-014,5.11561e-014,4.12184e-014
115,42.7271,9.98991e-014,1.23984e-013,9.98991e-014,3.12783e-013,3.88193e-013,3.12783e-013,4.25247e-013,5.27773e-013,4.25247e-013,2.414e-013,2.996e-013,2.414e-013,6.07935e-014,7.54506e-014,6.07935e-014
116,44.0261,1.34273e-013,1.66646e-013,1.34273e-013,4.28918e-013,5.32329e-013,4.28918e-013,6.00376e-013,7.45124e-013,6.00376e-013,3.43786e-013,4.26672e-013,3.43786e-013,8.56842e-014,1.06342e-013,8.56842e-014
117,45.3631,1.88868e-013,2.34404e-013,1.88868e-013,6.00282e-013,7.45008e-013,6.00282e-013,8.18709e-013,1.0161e-012,8.18709e-013,4.52144e-013,5.61155e-013,4.52144e-013,1.09897e-013,1.36393e-013,1.09897e-013
118,46.7394,2.59021e-013,3.2147e-013,2.59021e-013,8.29575e-013,1.02958e-012,8.29575e-013,1.14756e-012,1.42423e-012,1.14756e-012,6.47047e-013,8.03048e-013,6.47047e-013,1.59702e-013,1.98206e-013,1.59702e-013
119,48.1559,3.53257e-013,4.38426e-013,3.53257e-013,1.15057e-012,1.42797e-012,1.15057e-012,1.62673e-012,2.01893e-012,1.62673e-012,9.2663e-013,1.15004e-012,9.2663e-013,2.2828e-013,2.83317e-013,2.2828e-013
120,49.614,4.86178e-013,6.03394e-013,4.86178e-013,1.56407e-012,1.94116e-012,1.56407e-012,2.16179e-012,2.68299e-012,2.16179e-012,1.20489e-012,1.49539e-012,1.20489e-012,2.94077e-013,3.64978e-013,2.94077e-013
121,51.1148,6.60232e-013,8.19412e-013,6.60232e-013,2.13136e-012,2.64523e-012,2.13136e-012,2.96099e-012,3.67487e-012,2.96099e-012,1.66783e-012,2.06994e-012,1.66783e-012,4.10835e-013,5.09886e-013,4.10835e-013
122,52.6596,8.86511e-013,1.10025e-012,8.86511e-013,2.90557e-012,3.60609e-012,2.90557e-012,4.07763e-012,5.06073e-012,4.07763e-012,2.30523e-012,2.86101e-012,2.30523e-012,5.69196e-013,7.06428e-013,5.69196e-013
123,54.2497,1.21537e-012,1.50839e-012,1.21537e-012,3.91933e-012,4.86427e-012,3.91933e-012,5.4581e-012,6.77404e-012,5.4581e-012,3.10227e-012,3.85022e-012,3.10227e-012,7.72969e-013,9.5933e-013,7.72969e-013
124,55.8863,1.64423e-012,2.04064e-012,1.64423e-012,5.34935e-012,6.63906e-012,5.34935e-012,7.50374e-012,9.31287e-012,7.50374e-012,4.2591e-012,5.28596e-012,4.2591e-012,1.04783e-012,1.30045e-012,1.04783e-012
125,57.5709,2.21524e-012,2.74933e-012,2.21524e-012,7.18766e-012,8.92058e-012,7.18766e-012,9.99673e-012,1.24069e-011,9.99673e-012,5.61951e-012,6.97436e-012,5.61951e-012,1.39469e-012,1.73095e-012,1.39469e-012
126,59.3049,2.99406e-012,3.71592e-012,2.99406e-012,9.78301e-012,1.21417e-011,9.78301e-012,1.37644e-011,1.70829e-011,1.37644e-011,7.83427e-012,9.72309e-012,7.83427e-012,1.94152e-012,2.40961e-012,1.94152e-012
127,61.0897,4.02906e-012,5.00046e-012,4.02906e-012,1.31854e-011,1.63644e-011,1.31854e-011,1.86487e-011,2.31448e-011,1.86487e-011,1.06649e-011,1.32362e-011,1.06649e-011,2.64518e-012,3.28292e-012,2.64518e-012
128,62.9268,5.35636e-012,6.64776e-012,5.35636e-012,1.75826e-011,2.18217e-011,1.75826e-011,2.50148e-011,3.10458e-011,2.50148e-011,1.44327e-011,1.79124e-011,1.44327e-011,3.62841e-012,4.50321e-012,3.62841e-012
