gridnumber,capital,dist[0],dist[1],dist[2],dist[3],dist[4],dist[5],dist[6],dist[7],dist[8],dist[9],dist[10],dist[11],dist[12],dist[13],dist[14],dist[15],dist[16],dist[17],dist[18],dist[19],dist[20],dist[21],dist[22],dist[23],dist[24],dist[25],dist[26],dist[27],dist[28],dist[29],dist[30],dist[31],dist[32],dist[33],dist[34],dist[35],dist[36],dist[37],dist[38],dist[39],dist[40],dist[41],dist[42],dist[43],dist[44],dist[45],dist[46],dist[47],dist[48]
66,1.44321,6.0135e-009,9.53215e-008,6.0643e-007,1.52212e-006,1.50967e-006,5.8796e-007,9.37991e-008,5.86861e-008,9.30243e-007,5.91812e-006,1.48542e-005,1.47327e-005,5.73778e-006,9.15364e-007,2.34119e-007,3.71104e-006,2.36091e-005,5.92574e-005,5.87724e-005,2.28894e-005,3.65159e-006,3.7089e-007,5.87896e-006,3.7401e-005,9.38736e-005,9.31048e-005,3.62602e-005,5.78465e-006,2.34146e-007,3.71143e-006,2.36114e-005,5.92624e-005,5.87768e-005,2.28909e-005,3.6518e-006,5.87e-008,9.30441e-007,5.91925e-006,1.48567e-005,1.47349e-005,5.73854e-006,9.1547e-007,6.01566e-009,9.53525e-008,6.06607e-007,1.52251e-006,1.51002e-006,5.88078e-007,9.38157e-008
67,1.473,5.27664e-009,8.42965e-008,5.40554e-007,1.36799e-006,1.3685e-006,5.37733e-007,8.66037e-008,5.14952e-008,8.22652e-007,5.27524e-006,1.33501e-005,1.3355e-005,5.24761e-006,8.4514e-007,2.05433e-007,3.28183e-006,2.10446e-005,5.32572e-005,5.32765e-005,2.0934e-005,3.37144e-006,3.25446e-007,5.19904e-006,3.33384e-005,8.43686e-005,8.43986e-005,3.31625e-005,5.34083e-006,2.05458e-007,3.2822e-006,2.10467e-005,5.3262e-005,5.32806e-005,2.09353e-005,3.37161e-006,5.15081e-008,8.22838e-007,5.27631e-006,1.33525e-005,1.3357e-005,5.24829e-006,8.45227e-007,5.27865e-009,8.43256e-008,5.40721e-007,1.36836e-006,1.36882e-006,5.37839e-007,8.66173e-008
68,1.50308,4.56254e-009,7.32063e-008,4.71233e-007,1.19698e-006,1.20208e-006,4.7432e-007,7.67549e-008,4.45261e-008,7.14418e-007,4.59872e-006,1.16812e-005,1.17308e-005,4.62879e-006,7.49034e-007,1.7763e-007,2.85004e-006,1.83456e-005,4.65993e-005,4.67972e-005,1.84653e-005,2.98807e-006,2.814e-007,4.51497e-006,2.90625e-005,7.38208e-005,7.4134e-005,2.92519e-005,4.73355e-006,1.7765e-007,2.85032e-006,1.83472e-005,4.66029e-005,4.68004e-005,1.84665e-005,2.98826e-006,4.45365e-008,7.14564e-007,4.59953e-006,1.1683e-005,1.17325e-005,4.6294e-006,7.49128e-007,4.56417e-009,7.3229e-008,4.7136e-007,1.19727e-006,1.20233e-006,4.74415e-007,7.67696e-008
69,1.53345,3.96264e-009,6.42289e-008,4.17237e-007,1.06714e-006,1.07547e-006,4.2424e-007,6.8356e-008,3.86719e-008,6.26814e-007,4.07182e-006,1.04142e-005,1.04954e-005,4.14012e-006,6.67076e-007,1.54276e-007,2.50058e-006,1.62438e-005,4.15453e-005,4.18692e-005,1.65161e-005,2.66114e-006,2.44405e-007,3.9614e-006,2.57332e-005,6.58152e-005,6.6328e-005,2.61642e-005,4.21566e-006,1.54296e-007,2.50087e-006,1.62456e-005,4.15494e-005,4.1873e-005,1.65174e-005,2.66133e-006,3.8682e-008,6.26963e-007,4.07271e-006,1.04162e-005,1.04973e-005,4.1408e-006,6.67176e-007,3.96421e-009,6.42521e-008,4.17375e-007,1.06746e-006,1.07576e-006,4.24347e-007,6.83715e-008
70,1.56413,3.37553e-009,5.47843e-008,3.57035e-007,9.18862e-007,9.35085e-007,3.73734e-007,6.12363e-008,3.29423e-008,5.34645e-007,3.48431e-006,8.96711e-006,9.12534e-006,3.64718e-006,5.97584e-007,1.31419e-007,2.13289e-006,1.39e-005,3.57724e-005,3.64033e-005,1.45494e-005,2.38387e-006,2.08195e-007,3.37891e-006,2.20203e-005,5.66697e-005,5.76687e-005,2.30484e-005,3.77636e-006,1.31437e-007,2.13315e-006,1.39015e-005,3.57757e-005,3.64061e-005,1.45502e-005,2.38396e-006,3.29513e-008,5.34776e-007,3.48507e-006,8.96877e-006,9.12672e-006,3.6476e-006,5.97631e-007,3.37693e-009,5.48048e-008,3.57153e-007,9.19121e-007,9.353e-007,3.738e-007,6.12436e-008
71,1.5951,2.93011e-009,4.81247e-008,3.17809e-007,8.29881e-007,8.57626e-007,3.48177e-007,5.79703e-008,2.85953e-008,4.69652e-007,3.1015e-006,8.09876e-006,8.36947e-006,3.3978e-006,5.65719e-007,1.14077e-007,1.8736e-006,1.23728e-005,3.23083e-005,3.33881e-005,1.35547e-005,2.25678e-006,1.80722e-007,2.96815e-006,1.96009e-005,5.1182e-005,5.28922e-005,2.14727e-005,3.57508e-006,1.14092e-007,1.87382e-006,1.23741e-005,3.23113e-005,3.33908e-005,1.35556e-005,2.25692e-006,2.86029e-008,4.69762e-007,3.10215e-006,8.10027e-006,8.37084e-006,3.39829e-006,5.65789e-007,2.93129e-009,4.8142e-008,3.17911e-007,8.30118e-007,8.57841e-007,3.48253e-007,5.79811e-008
72,1.62637,2.52734e-009,4.15934e-008,2.74639e-007,7.15911e-007,7.37873e-007,2.98667e-007,4.95793e-008,2.46646e-008,4.05913e-007,2.6802e-006,6.98656e-006,7.20086e-006,2.91467e-006,4.8384e-007,9.83963e-008,1.61933e-006,1.06922e-005,2.78715e-005,2.87264e-005,1.16275e-005,1.93018e-006,1.5588e-007,2.56533e-006,1.69384e-005,4.41535e-005,4.55076e-005,1.84199e-005,3.05774e-006,9.84092e-008,1.61952e-006,1.06934e-005,2.78743e-005,2.87291e-005,1.16285e-005,1.93036e-006,2.46711e-008,4.0601e-007,2.68079e-006,6.98797e-006,7.20224e-006,2.91521e-006,4.83929e-007,2.52835e-009,4.16085e-008,2.7473e-007,7.16132e-007,7.38088e-007,2.98751e-007,4.95932e-008
73,1.65796,2.16376e-009,3.58243e-008,2.37641e-007,6.20907e-007,6.39535e-007,2.57891e-007,4.25155e-008,2.11166e-008,3.49615e-007,2.31916e-006,6.05946e-006,6.24123e-006,2.51675e-006,4.14906e-007,8.42422e-008,1.39474e-006,9.25192e-006,2.41732e-005,2.48982e-005,1.00401e-005,1.65518e-006,1.33458e-007,2.20955e-006,1.46568e-005,3.82949e-005,3.94433e-005,1.59053e-005,2.62209e-006,8.42542e-008,1.39492e-006,9.25303e-006,2.41759e-005,2.49008e-005,1.00411e-005,1.65533e-006,2.11226e-008,3.49706e-007,2.31972e-006,6.06082e-006,6.24253e-006,2.51725e-006,4.14983e-007,2.1647e-009,3.58387e-008,2.37728e-007,6.21119e-007,6.39738e-007,2.57968e-007,4.25274e-008
74,1.68985,1.85076e-009,3.09012e-008,2.06794e-007,5.45421e-007,5.67413e-007,2.31182e-007,3.85303e-008,1.80619e-008,3.01569e-007,2.01811e-006,5.32272e-006,5.5373e-006,2.25606e-006,3.76005e-007,7.2056e-008,1.20306e-006,8.05089e-006,2.12339e-005,2.20897e-005,8.99993e-006,1.49996e-006,1.14152e-007,1.90589e-006,1.27541e-005,3.36381e-005,3.49936e-005,1.42572e-005,2.37614e-006,7.20663e-008,1.20321e-006,8.05176e-006,2.12358e-005,2.20914e-005,9.00048e-006,1.50003e-006,1.80671e-008,3.01644e-007,2.01855e-006,5.3237e-006,5.53814e-006,2.25634e-006,3.76041e-007,1.85157e-009,3.09131e-008,2.06863e-007,5.45574e-007,5.67544e-007,2.31226e-007,3.85359e-008
75,1.72205,1.57939e-009,2.65437e-008,1.78875e-007,4.75318e-007,4.98369e-007,2.04673e-007,3.43932e-008,1.54136e-008,2.59044e-007,1.74566e-006,4.63865e-006,4.86358e-006,1.9974e-006,3.3564e-007,6.14913e-008,1.03343e-006,6.96405e-006,1.85052e-005,1.94024e-005,7.96821e-006,1.33896e-006,9.74157e-008,1.63716e-006,1.10325e-005,2.93157e-005,3.07369e-005,1.2623e-005,2.12114e-006,6.15005e-008,1.03357e-006,6.96494e-006,1.85073e-005,1.94044e-005,7.96897e-006,1.33908e-006,1.54183e-008,2.59116e-007,1.7461e-006,4.63973e-006,4.86461e-006,1.99778e-006,3.35698e-007,1.58012e-009,2.65549e-008,1.78944e-007,4.75487e-007,4.9853e-007,2.04733e-007,3.44023e-008
76,1.75457,1.35389e-009,2.29644e-008,1.56185e-007,4.18804e-007,4.4291e-007,1.8334e-007,3.1036e-008,1.3213e-008,2.24113e-007,1.52422e-006,4.08709e-006,4.32232e-006,1.78919e-006,3.02873e-007,5.27118e-008,8.94068e-007,6.08062e-006,1.63047e-005,1.72429e-005,7.13752e-006,1.20823e-006,8.3507e-008,1.41639e-006,9.63287e-006,2.58296e-005,2.73157e-005,1.1307e-005,1.91401e-006,5.27197e-008,8.94187e-007,6.08133e-006,1.63063e-005,1.72444e-005,7.13804e-006,1.2083e-006,1.32169e-008,2.24172e-007,1.52457e-006,4.08793e-006,4.32307e-006,1.78945e-006,3.02909e-007,1.35451e-009,2.29737e-008,1.56241e-007,4.18934e-007,4.43028e-007,1.83381e-007,3.10416e-008
77,1.7874,1.1419e-009,1.94571e-008,1.32963e-007,3.58525e-007,3.81669e-007,1.5918e-007,2.71766e-008,1.11441e-008,1.89885e-007,1.2976e-006,3.49886e-006,3.72471e-006,1.55343e-006,2.65214e-007,4.44584e-008,7.57527e-007,5.1766e-006,1.39582e-005,1.48591e-005,6.19713e-006,1.05802e-006,7.0432e-008,1.20008e-006,8.20077e-006,2.21124e-005,2.35396e-005,9.81737e-006,1.67609e-006,4.44653e-008,7.57634e-007,5.17726e-006,1.39598e-005,1.48607e-005,6.19776e-006,1.05812e-006,1.11476e-008,1.89939e-007,1.29793e-006,3.49969e-006,3.72553e-006,1.55375e-006,2.65266e-007,1.14244e-009,1.94655e-008,1.33015e-007,3.58654e-007,3.81796e-007,1.5923e-007,2.71846e-008
78,1.82056,9.69416e-010,1.6679e-008,1.14935e-007,3.11766e-007,3.32837e-007,1.38771e-007,2.36153e-008,9.46087e-009,1.62775e-007,1.12168e-006,3.04258e-006,3.2482e-006,1.35427e-006,2.30463e-007,3.77437e-008,6.49378e-007,4.47482e-006,1.2138e-005,1.29582e-005,5.40266e-006,9.19393e-007,5.97949e-008,1.02876e-006,7.08909e-006,1.92292e-005,2.05285e-005,8.55887e-006,1.45649e-006,3.77502e-008,6.49482e-007,4.47549e-006,1.21397e-005,1.29599e-005,5.40331e-006,9.19495e-007,9.46414e-009,1.62827e-007,1.12201e-006,3.04342e-006,3.24903e-006,1.3546e-006,2.30514e-007,9.69927e-010,1.66871e-008,1.14987e-007,3.11897e-007,3.32967e-007,1.38821e-007,2.36233e-008
79,1.85405,7.99263e-010,1.37833e-008,9.53418e-008,2.60162e-007,2.80039e-007,1.17945e-007,2.03128e-008,7.80027e-009,1.34514e-007,9.30456e-007,2.53894e-006,2.7329e-006,1.15101e-006,1.9823e-007,3.11187e-008,5.36632e-007,3.71194e-006,1.01287e-005,1.09024e-005,4.59172e-006,7.90789e-007,4.92993e-008,8.50144e-007,5.88048e-006,1.60459e-005,1.72714e-005,7.27407e-006,1.25274e-006,3.1124e-008,5.36714e-007,3.71245e-006,1.01299e-005,1.09035e-005,4.59213e-006,7.90848e-007,7.80291e-009,1.34555e-007,9.3071e-007,2.53956e-006,2.73347e-006,1.15122e-006,1.9826e-007,7.99675e-010,1.37897e-008,9.53815e-008,2.60258e-007,2.80129e-007,1.17977e-007,2.03175e-008
80,1.88786,6.80107e-010,1.18613e-008,8.29342e-008,2.28616e-007,2.48388e-007,1.05489e-007,1.8306e-008,6.63737e-009,1.15757e-007,8.09366e-007,2.23108e-006,2.42402e-006,1.02946e-006,1.78647e-007,2.64793e-008,4.61802e-007,3.22886e-006,8.90055e-006,9.67022e-006,4.10685e-006,7.12677e-007,4.19494e-008,7.31595e-007,5.11519e-006,1.41002e-005,1.53195e-005,6.506e-006,1.12901e-006,2.64837e-008,4.6187e-007,3.2293e-006,8.90163e-006,9.6713e-006,4.10727e-006,7.12745e-007,6.63955e-009,1.15792e-007,8.09583e-007,2.23162e-006,2.42456e-006,1.02968e-006,1.78682e-007,6.80448e-010,1.18667e-008,8.29681e-008,2.28701e-007,2.48473e-007,1.05522e-007,1.83114e-008
81,1.922,5.7384e-010,1.00568e-008,7.05182e-008,1.94559e-007,2.11188e-007,8.94782e-008,1.54731e-008,5.60029e-009,9.8147e-008,6.88202e-007,1.89874e-006,2.06101e-006,8.7323e-007,1.51004e-007,2.23421e-008,3.9155e-007,2.74552e-006,7.57481e-006,8.22215e-006,3.48363e-006,6.02407e-007,3.5395e-008,6.20302e-007,4.34949e-006,1.20001e-005,1.30256e-005,5.51878e-006,9.54334e-007,2.23458e-008,3.91611e-007,2.74592e-006,7.57587e-006,8.22325e-006,3.48409e-006,6.02483e-007,5.60219e-009,9.81779e-008,6.88406e-007,1.89927e-006,2.06157e-006,8.73458e-007,1.51042e-007,5.74137e-010,1.00616e-008,7.055e-008,1.94643e-007,2.11274e-007,8.95138e-008,1.54791e-008
82,1.95647,4.73219e-010,8.32596e-009,5.86061e-008,1.62315e-007,1.76854e-007,7.52031e-008,1.30507e-008,4.61834e-009,8.12557e-008,5.71951e-007,1.58406e-006,1.72593e-006,7.33909e-007,1.27361e-007,1.84247e-008,3.24165e-007,2.28174e-006,6.31941e-006,6.88534e-006,2.9278e-006,5.08081e-007,2.91893e-008,5.13552e-007,3.61478e-006,1.00112e-005,1.09077e-005,4.63817e-006,8.0489e-007,1.84281e-008,3.24218e-007,2.28208e-006,6.32026e-006,6.88617e-006,2.92811e-006,5.0813e-007,4.62004e-009,8.12828e-008,5.72122e-007,1.58449e-006,1.72635e-006,7.34068e-007,1.27386e-007,4.73486e-010,8.3302e-009,5.86329e-008,1.62382e-007,1.76919e-007,7.5228e-008,1.30545e-008
83,1.99129,4.0035e-010,7.13804e-009,5.08852e-008,1.42587e-007,1.56962e-007,6.73275e-008,1.17715e-008,3.90719e-009,6.96626e-008,4.96602e-007,1.39153e-006,1.5318e-006,6.57049e-007,1.14877e-007,1.55877e-008,2.77916e-007,1.98115e-006,5.55133e-006,6.1109e-006,2.62118e-006,4.58277e-007,2.46949e-008,4.40284e-007,3.13858e-006,8.79446e-006,9.68085e-006,4.15243e-006,7.2599e-007,1.55907e-008,2.77964e-007,1.98146e-006,5.55209e-006,6.11163e-006,2.62145e-006,4.58319e-007,3.9087e-009,6.96868e-008,4.96756e-007,1.39191e-006,1.53217e-006,6.57188e-007,1.14898e-007,4.00585e-010,7.14182e-009,5.09092e-008,1.42646e-007,1.5702e-007,6.73493e-008,1.17748e-008
84,2.02644,3.2622e-010,5.84368e-009,4.19056e-008,1.18279e-007,1.31282e-007,5.68071e-008,1.00237e-008,3.18373e-009,5.70309e-008,4.08972e-007,1.15432e-006,1.28121e-006,5.54392e-007,9.78232e-008,1.27015e-008,2.27523e-007,1.63157e-006,4.60508e-006,5.11128e-006,2.21168e-006,3.90252e-007,2.01225e-008,3.60453e-007,2.5848e-006,7.29549e-006,8.09739e-006,3.50377e-006,6.18239e-007,1.27041e-008,2.27566e-007,1.63186e-006,4.60582e-006,5.11205e-006,2.21199e-006,3.90303e-007,3.18501e-009,5.70522e-008,4.09114e-007,1.15469e-006,1.2816e-006,5.54548e-007,9.78488e-008,3.26419e-010,5.847e-009,4.19279e-008,1.18337e-007,1.31343e-007,5.68315e-008,1.00277e-008
85,2.06194,2.69925e-010,4.86416e-009,3.50495e-008,9.92982e-008,1.10518e-007,4.79134e-008,8.4654e-009,2.63431e-009,4.7471e-008,3.42057e-007,9.69069e-007,1.07855e-006,4.67591e-007,8.26141e-008,1.05095e-008,1.89383e-007,1.36461e-006,3.86599e-006,4.30275e-006,1.86538e-006,3.29575e-007,1.66497e-008,3.00027e-007,2.16184e-006,6.12454e-006,6.81642e-006,2.95513e-006,5.2211e-007,1.05115e-008,1.89415e-007,1.36482e-006,3.86653e-006,4.30331e-006,1.86561e-006,3.29613e-007,2.6353e-009,4.74871e-008,3.42163e-007,9.69342e-007,1.07884e-006,4.67704e-007,8.2633e-008,2.7008e-010,4.86669e-009,3.50661e-008,9.93409e-008,1.10561e-007,4.79311e-008,8.46834e-009
86,2.09778,2.24075e-010,4.08201e-009,2.9711e-008,8.49219e-008,9.52109e-008,4.15146e-008,7.36769e-009,2.18686e-009,3.98381e-008,2.8996e-007,8.28778e-007,9.29184e-007,4.05148e-007,7.19022e-008,8.72453e-009,1.58934e-007,1.15679e-006,3.30636e-006,3.7069e-006,1.61629e-006,2.86845e-007,1.3822e-008,2.51791e-007,1.83263e-006,5.23803e-006,5.87255e-006,2.56055e-006,4.54421e-007,8.72633e-009,1.58964e-007,1.15699e-006,3.3069e-006,3.70747e-006,1.61652e-006,2.86883e-007,2.18777e-009,3.98535e-008,2.90064e-007,8.29052e-007,9.2947e-007,4.05263e-007,7.19213e-008,2.24217e-010,4.08441e-009,2.97272e-008,8.49648e-008,9.52554e-008,4.15327e-008,7.37068e-009
87,2.13398,1.81449e-010,3.3183e-009,2.42678e-008,6.97808e-008,7.87901e-008,3.46211e-008,6.1956e-009,1.77085e-009,3.23846e-008,2.36837e-007,6.81008e-007,7.68927e-007,3.37872e-007,6.04633e-008,7.0648e-009,1.29198e-007,9.44848e-007,2.71682e-006,3.06754e-006,1.34789e-006,2.41208e-007,1.11925e-008,2.0468e-007,1.49686e-006,4.30404e-006,4.85963e-006,2.13533e-006,3.8212e-007,7.06622e-009,1.29221e-007,9.45005e-007,2.71723e-006,3.06797e-006,1.34806e-006,2.41236e-007,1.77156e-009,3.23965e-008,2.36917e-007,6.81215e-007,7.6914e-007,3.37957e-007,6.04773e-008,1.8156e-010,3.32015e-009,2.42802e-008,6.98131e-008,7.88234e-008,3.46345e-008,6.19778e-009
88,2.17053,1.50987e-010,2.78098e-009,2.04396e-008,5.89522e-008,6.66594e-008,2.92983e-008,5.2401e-009,1.47356e-009,2.71407e-008,1.99477e-007,5.75331e-007,6.50544e-007,2.85928e-007,5.1139e-008,5.87879e-009,1.08277e-007,7.95801e-007,2.29524e-006,2.59528e-006,1.14068e-006,2.04013e-007,9.31354e-009,1.71538e-007,1.26074e-006,3.63617e-006,4.11149e-006,1.80707e-006,3.23199e-007,5.87999e-009,1.08297e-007,7.95936e-007,2.2956e-006,2.59566e-006,1.14084e-006,2.04041e-007,1.47416e-009,2.71508e-008,1.99545e-007,5.75512e-007,6.50737e-007,2.86009e-007,5.11531e-008,1.51081e-010,2.78255e-009,2.04502e-008,5.89806e-008,6.66896e-008,2.9311e-008,5.24229e-009
89,2.20744,1.21765e-010,2.26655e-009,1.68365e-008,4.90501e-008,5.59578e-008,2.47791e-008,4.45982e-009,1.18838e-009,2.21206e-008,1.64316e-007,4.78702e-007,5.46114e-007,2.41827e-007,4.35246e-008,4.74114e-009,8.82511e-008,6.5554e-007,1.90978e-006,2.1787e-006,9.64757e-007,1.73639e-007,7.51132e-009,1.39814e-007,1.03855e-006,3.02557e-006,3.4516e-006,1.5284e-006,2.75083e-007,4.74224e-009,8.82703e-008,6.55674e-007,1.91014e-006,2.1791e-006,9.64921e-007,1.73667e-007,1.18894e-009,2.21303e-008,1.64383e-007,4.78886e-007,5.46312e-007,2.4191e-007,4.35388e-008,1.21852e-010,2.26806e-009,1.6847e-008,4.9079e-008,5.59888e-008,2.4792e-008,4.46203e-009
90,2.24471,9.7852e-011,1.82799e-009,1.36196e-008,3.97864e-008,4.55057e-008,2.01995e-008,3.64422e-009,9.54996e-010,1.78403e-008,1.32919e-007,3.88289e-007,4.44102e-007,1.97131e-007,3.55644e-008,3.81001e-009,7.11742e-008,5.30279e-007,1.54906e-006,1.77171e-006,7.86431e-007,1.41879e-007,6.0361e-009,1.12759e-007,8.40092e-007,2.45406e-006,2.80677e-006,1.24587e-006,2.24765e-007,3.81085e-009,7.11887e-008,5.30377e-007,1.54932e-006,1.77198e-006,7.86542e-007,1.41898e-007,9.55421e-010,1.78476e-008,1.32969e-007,3.8842e-007,4.44239e-007,1.97186e-007,3.55736e-008,9.79184e-011,1.82913e-009,1.36273e-008,3.98069e-008,4.55271e-008,2.02082e-008,3.64565e-009
91,2.28234,7.95101e-011,1.50015e-009,1.12843e-008,3.32623e-008,3.83559e-008,1.71485e-008,3.11375e-009,7.75989e-010,1.46408e-008,1.10128e-007,3.24619e-007,3.74327e-007,1.67356e-007,3.03878e-008,3.09586e-009,5.84099e-008,4.39356e-007,1.29506e-006,1.49335e-006,6.67655e-007,1.21229e-007,4.90471e-009,9.25368e-008,6.96051e-007,2.05168e-006,2.36582e-006,1.05771e-006,1.92053e-007,3.09657e-009,5.84221e-008,4.39441e-007,1.29529e-006,1.4936e-006,6.67759e-007,1.21247e-007,7.76346e-010,1.4647e-008,1.10171e-007,3.24736e-007,3.74452e-007,1.67409e-007,3.03968e-008,7.95658e-011,1.50112e-009,1.12909e-008,3.32804e-008,3.83753e-008,1.71566e-008,3.11516e-009
92,2.32035,6.44938e-011,1.23018e-009,9.34775e-009,2.78058e-008,3.23156e-008,1.45422e-008,2.65514e-009,6.29436e-010,1.2006e-008,9.1229e-008,2.71368e-007,3.15378e-007,1.41921e-007,2.5912e-008,2.51118e-009,4.78985e-008,3.63958e-007,1.08261e-006,1.25819e-006,5.66185e-007,1.03374e-007,3.97842e-009,7.58841e-008,5.76603e-007,1.71513e-006,1.99326e-006,8.96965e-007,1.63766e-007,2.51176e-009,4.79087e-008,3.6403e-007,1.08281e-006,1.2584e-006,5.66275e-007,1.03389e-007,6.29729e-010,1.20112e-008,9.12651e-008,2.71467e-007,3.15486e-007,1.41967e-007,2.59198e-008,6.45395e-011,1.23099e-009,9.35339e-009,2.78214e-008,3.23324e-008,1.45493e-008,2.65635e-009
93,2.35872,5.11194e-011,9.7666e-010,7.4286e-009,2.21144e-008,2.57219e-008,1.15855e-008,2.11751e-009,4.9891e-010,9.53184e-009,7.24999e-008,2.15826e-007,2.51032e-007,1.13068e-007,2.06655e-008,1.99045e-009,3.80278e-008,2.89241e-007,8.61039e-007,1.00149e-006,4.51081e-007,8.24442e-008,3.15345e-009,6.02467e-008,4.58235e-007,1.36411e-006,1.58661e-006,7.14623e-007,1.30611e-007,1.99093e-009,3.80364e-008,2.89302e-007,8.61213e-007,1.00168e-006,4.51164e-007,8.24586e-008,4.99151e-010,9.53617e-009,7.2531e-008,2.15913e-007,2.51128e-007,1.13109e-007,2.06728e-008,5.11571e-011,9.77337e-010,7.43346e-009,2.21281e-008,2.5737e-008,1.1592e-008,2.11864e-009
94,2.39747,4.0847e-011,7.89892e-010,6.08113e-009,1.83149e-008,2.15307e-008,9.78899e-009,1.80419e-009,3.98654e-010,7.70902e-009,5.93487e-008,1.78743e-007,2.10126e-007,9.55339e-008,1.76076e-008,1.59046e-009,3.07555e-008,2.36772e-007,7.1309e-007,8.38286e-007,3.81126e-007,7.0244e-008,2.51975e-009,4.8725e-008,3.75108e-007,1.12971e-006,1.32804e-006,6.03791e-007,1.11282e-007,1.59084e-009,3.07621e-008,2.36819e-007,7.13221e-007,8.3843e-007,3.81188e-007,7.0255e-008,3.98844e-010,7.71238e-009,5.93725e-008,1.78809e-007,2.10198e-007,9.55653e-008,1.76131e-008,4.08767e-011,7.90417e-010,6.08483e-009,1.83252e-008,2.1542e-008,9.79389e-009,1.80505e-009
95,2.4366,3.24581e-011,6.3104e-010,4.87549e-009,1.47123e-008,1.73061e-008,7.86567e-009,1.44828e-009,3.16784e-010,6.15874e-009,4.75828e-008,1.43585e-007,1.68898e-007,7.67642e-008,1.41343e-008,1.26385e-009,2.45708e-008,1.89834e-007,5.72835e-007,6.73818e-007,3.06249e-007,5.63882e-008,2.00231e-009,3.89272e-008,3.00749e-007,9.07521e-007,1.0675e-006,4.85173e-007,8.93324e-008,1.26417e-009,2.45766e-008,1.89875e-007,5.72953e-007,6.73949e-007,3.06305e-007,5.63981e-008,3.16946e-010,6.16167e-009,4.76038e-008,1.43644e-007,1.68964e-007,7.67926e-008,1.41393e-008,3.24834e-011,6.31497e-010,4.87877e-009,1.47216e-008,1.73164e-008,7.8701e-009,1.44906e-009
96,2.47611,2.57472e-011,5.05118e-010,3.93649e-009,1.19757e-008,1.41915e-008,6.49224e-009,1.20245e-009,2.5129e-010,4.92985e-009,3.84191e-008,1.16879e-007,1.38503e-007,6.33612e-008,1.17353e-008,1.00256e-009,1.96683e-008,1.53277e-007,4.66296e-007,5.52564e-007,2.52781e-007,4.6818e-008,1.58838e-009,3.11606e-008,2.42836e-007,7.38745e-007,8.75413e-007,4.00473e-007,7.41718e-008,1.00284e-009,1.96734e-008,1.53315e-007,4.66405e-007,5.52686e-007,2.52834e-007,4.68274e-008,2.5143e-010,4.93244e-009,3.84381e-008,1.16933e-007,1.38564e-007,6.33879e-008,1.174e-008,2.57691e-011,5.05523e-010,3.93947e-009,1.19842e-008,1.42011e-008,6.49641e-009,1.20319e-009
97,2.51601,2.01789e-011,3.98245e-010,3.12036e-009,9.54004e-009,1.13564e-008,5.21639e-009,9.69762e-010,1.96942e-010,3.88674e-009,3.04534e-008,9.31058e-008,1.10832e-007,5.09084e-008,9.46416e-009,7.85727e-010,1.55065e-008,1.21495e-007,3.71446e-007,4.4216e-007,2.03096e-007,3.77564e-008,1.24483e-009,2.45668e-008,1.92481e-007,5.88465e-007,7.00488e-007,3.21751e-007,5.98145e-008,7.85933e-010,1.55102e-008,1.21521e-007,3.71519e-007,4.42239e-007,2.0313e-007,3.77622e-008,1.97046e-010,3.88861e-009,3.04667e-008,9.31426e-008,1.10872e-007,5.09253e-008,9.46707e-009,2.01951e-011,3.98536e-010,3.12243e-009,9.5458e-009,1.13627e-008,5.21903e-009,9.70218e-010
98,2.5563,1.58748e-011,3.16723e-010,2.5057e-009,7.72423e-009,9.25672e-009,4.27432e-009,7.97967e-010,1.54936e-010,3.09114e-009,2.4455e-008,7.5386e-008,9.03423e-008,4.17158e-008,7.78784e-009,6.18142e-010,1.23325e-008,9.75655e-008,3.00759e-007,3.60427e-007,1.66427e-007,3.10699e-008,9.79332e-010,1.95384e-008,1.54572e-007,4.76488e-007,5.71018e-007,2.63667e-007,4.92233e-008,6.1831e-010,1.23357e-008,9.75895e-008,3.0083e-007,3.6051e-007,1.66465e-007,3.10768e-008,1.55021e-010,3.09274e-009,2.4467e-008,7.54219e-008,9.0384e-008,4.17346e-008,7.79128e-009,1.58881e-011,3.16973e-010,2.50759e-009,7.72983e-009,9.26324e-009,4.27726e-009,7.98505e-010
99,2.59699,1.2312e-011,2.47343e-010,1.96927e-009,6.10578e-009,7.35481e-009,3.41124e-009,6.39364e-010,1.20164e-010,2.41401e-009,1.92194e-008,5.95897e-008,7.1779e-008,3.32917e-008,6.23977e-009,4.79412e-010,9.63095e-009,7.6677e-008,2.37735e-007,2.86363e-007,1.32816e-007,2.48933e-008,7.59542e-010,1.52583e-008,1.21478e-007,3.76637e-007,4.53672e-007,2.10414e-007,3.94369e-008,4.79544e-010,9.63339e-009,7.66949e-008,2.37786e-007,2.8642e-007,1.32841e-007,2.48976e-008,1.2023e-010,2.41523e-009,1.92283e-008,5.96153e-008,7.18077e-008,3.33041e-008,6.24196e-009,1.23224e-011,2.47534e-010,1.97067e-009,6.10979e-009,7.35928e-009,3.41318e-009,6.39705e-010
