gridnumber,capital,dist[0],dist[1],dist[2],dist[3],dist[4],dist[5],dist[6],dist[7],dist[8],dist[9],dist[10],dist[11],dist[12],dist[13],dist[14],dist[15],dist[16],dist[17],dist[18],dist[19],dist[20],dist[21],dist[22],dist[23],dist[24],dist[25],dist[26],dist[27],dist[28],dist[29],dist[30],dist[31],dist[32],dist[33],dist[34],dist[35],dist[36],dist[37],dist[38],dist[39],dist[40],dist[41],dist[42],dist[43],dist[44],dist[45],dist[46],dist[47],dist[48]
30,0.54306,2.17577e-007,2.70127e-006,1.33108e-005,2.54366e-005,1.8875e-005,5.40368e-006,6.13253e-007,2.12326e-006,2.63607e-005,0.000129894,0.000248225,0.000184193,5.2732e-005,5.98445e-006,8.47008e-006,0.000105157,0.00051817,0.000990206,0.00073477,0.000210355,2.38728e-005,1.34177e-005,0.000166583,0.000820843,0.0015686,0.00116396,0.000333226,3.78173e-005,8.47042e-006,0.000105161,0.000518183,0.000990227,0.000734783,0.000210359,2.38732e-005,2.12343e-006,2.63625e-005,0.000129901,0.000248236,0.000184199,5.27337e-005,5.98466e-006,2.17604e-007,2.70155e-006,1.33119e-005,2.54383e-005,1.8876e-005,5.40395e-006,6.13285e-007
31,0.564038,2.12214e-007,2.65985e-006,1.31938e-005,2.52829e-005,1.87217e-005,5.31926e-006,5.95292e-007,2.07087e-006,2.59557e-005,0.000128749,0.000246715,0.000182688,5.19058e-005,5.80888e-006,8.26088e-006,0.000103539,0.000513582,0.000984147,0.00072874,0.00020705,2.31713e-005,1.3086e-005,0.000164014,0.00081355,0.00155895,0.00115436,0.000327976,3.67041e-005,8.2608e-006,0.000103536,0.000513562,0.000984096,0.000728694,0.000207035,2.31693e-005,2.07083e-006,2.59544e-005,0.000128739,0.00024669,0.000182665,5.18981e-005,5.80791e-006,2.12208e-007,2.65966e-006,1.31923e-005,2.52789e-005,1.8718e-005,5.31806e-006,5.95141e-007
32,0.585221,2.04557e-007,2.6243e-006,1.3356e-005,2.63098e-005,2.00513e-005,5.86796e-006,6.77484e-007,1.99618e-006,2.56093e-005,0.000130335,0.000256744,0.000195671,5.72623e-005,6.6112e-006,7.96303e-006,0.000102159,0.000519921,0.00102418,0.000780552,0.000228426,2.63728e-005,1.26144e-005,0.000161831,0.000823611,0.00162241,0.00123647,0.000361849,4.17771e-005,7.96318e-006,0.00010216,0.000519926,0.00102419,0.000780555,0.000228426,2.63728e-005,1.99625e-006,2.561e-005,0.000130337,0.000256748,0.000195672,5.72625e-005,6.61121e-006,2.04568e-007,2.6244e-006,1.33564e-005,2.63103e-005,2.00516e-005,5.868e-006,6.77485e-007
33,0.606611,1.92714e-007,2.51559e-006,1.30814e-005,2.64688e-005,2.08367e-005,6.33294e-006,7.6431e-007,1.88065e-006,2.45489e-005,0.000127657,0.000258298,0.000203335,6.17991e-005,7.45831e-006,7.50234e-006,9.79308e-005,0.000509247,0.00103039,0.000811125,0.000246521,2.97513e-005,1.18848e-005,0.000155136,0.000806714,0.00163226,0.00128491,0.00039051,4.7128e-005,7.50279e-006,9.79359e-005,0.000509267,0.00103042,0.000811128,0.000246516,2.975e-005,1.88088e-006,2.45515e-005,0.000127667,0.000258311,0.000203336,6.17968e-005,7.45764e-006,1.92749e-007,2.51598e-006,1.3083e-005,2.64708e-005,2.0837e-005,6.33258e-006,7.64204e-007
34,0.628211,1.70982e-007,2.2597e-006,1.20353e-005,2.52544e-005,2.08504e-005,6.70247e-006,8.61716e-007,1.66856e-006,2.20517e-005,0.000117448,0.000246451,0.000203474,6.54079e-005,8.40932e-006,6.65622e-006,8.79684e-005,0.000468524,0.000983142,0.000811701,0.000260927,3.35468e-005,1.05444e-005,0.000139354,0.000742206,0.00155743,0.00128585,0.000413347,5.31432e-005,6.65651e-006,8.79721e-005,0.000468545,0.000983189,0.000811745,0.000260943,3.3549e-005,1.66871e-006,2.20536e-005,0.000117459,0.000246475,0.000203496,6.54158e-005,8.41044e-006,1.71005e-007,2.25999e-006,1.20369e-005,2.52582e-005,2.08539e-005,6.70371e-006,8.61892e-007
35,0.650022,1.58272e-007,2.08179e-006,1.0978e-005,2.27133e-005,1.84414e-005,5.82407e-006,7.35491e-007,1.5445e-006,2.0315e-005,0.000107127,0.000221642,0.000179954,5.68318e-005,7.17695e-006,6.16118e-006,8.10382e-005,0.000427336,0.000884134,0.000717836,0.0002267,2.86285e-005,9.75997e-006,0.000128372,0.000676934,0.00140053,0.00113709,0.000359104,4.53485e-005,6.16123e-006,8.10374e-005,0.000427325,0.000884098,0.000717796,0.000226685,2.86262e-005,1.54452e-006,2.03146e-005,0.000107122,0.000221624,0.000179934,5.6824e-005,7.17579e-006,1.58276e-007,2.08173e-006,1.09772e-005,2.27104e-005,1.84382e-005,5.82285e-006,7.3531e-007
36,0.672047,1.49229e-007,1.97894e-006,1.04774e-005,2.16649e-005,1.75018e-005,5.47938e-006,6.83915e-007,1.45627e-006,1.93118e-005,0.000102246,0.000211422,0.000170796,5.34725e-005,6.67427e-006,5.80933e-006,7.70382e-005,0.000407878,0.000843406,0.000681344,0.000213315,2.66255e-005,9.20272e-006,0.000122038,0.000646133,0.00133607,0.00107935,0.000337925,4.21794e-005,5.80953e-006,7.70411e-005,0.000407896,0.000843449,0.000681386,0.000213331,2.66279e-005,1.45638e-006,1.93132e-005,0.000102255,0.000211444,0.000170817,5.34805e-005,6.67545e-006,1.49245e-007,1.97916e-006,1.04788e-005,2.16683e-005,1.75051e-005,5.48063e-006,6.841e-007
37,0.694287,1.37082e-007,1.8076e-006,9.45581e-006,1.91747e-005,1.50767e-005,4.56402e-006,5.47286e-007,1.33774e-006,1.76396e-005,9.22749e-005,0.000187116,0.000147125,4.45375e-005,5.34061e-006,5.33646e-006,7.03671e-005,0.000368097,0.000746429,0.000586898,0.000177664,2.1304e-005,8.45365e-006,0.00011147,0.000583108,0.00118242,0.000929703,0.000281436,3.37474e-005,5.33666e-006,7.0369e-005,0.000368104,0.000746434,0.000586896,0.000177662,2.13036e-005,1.33783e-006,1.76405e-005,9.2278e-005,0.000187119,0.000147125,4.45365e-005,5.34039e-006,1.37097e-007,1.80774e-006,9.45629e-006,1.91751e-005,1.50766e-005,4.56386e-006,5.47252e-007
38,0.716745,1.26396e-007,1.67453e-006,8.80409e-006,1.79496e-005,1.41926e-005,4.32074e-006,5.21123e-007,1.23345e-006,1.63412e-005,8.59157e-005,0.000175163,0.000138499,4.21642e-005,5.08541e-006,4.92049e-006,6.51878e-005,0.000342732,0.000698752,0.000552494,0.000168199,2.02864e-005,7.79472e-006,0.000103266,0.000542929,0.00110691,0.000875215,0.000266446,3.2136e-005,4.9207e-006,6.51902e-005,0.000342742,0.000698769,0.000552506,0.000168202,2.02868e-005,1.23356e-006,1.63423e-005,8.59207e-005,0.000175171,0.000138505,4.21658e-005,5.0856e-006,1.26413e-007,1.67472e-006,8.80488e-006,1.7951e-005,1.41935e-005,4.32099e-006,5.21153e-007
39,0.739423,1.1492e-007,1.54073e-006,8.22902e-006,1.7114e-005,1.3856e-005,4.33236e-006,5.38313e-007,1.12146e-006,1.50353e-005,8.03029e-005,0.000167006,0.000135212,4.22764e-005,5.25296e-006,4.47368e-006,5.99782e-005,0.000320338,0.000666205,0.00053937,0.000168642,2.09541e-005,7.08687e-006,9.50124e-005,0.000507451,0.00105533,0.000854409,0.000267142,3.31926e-005,4.47382e-006,5.99794e-005,0.000320342,0.000666204,0.000539361,0.000168637,2.09531e-005,1.12153e-006,1.5036e-005,8.03046e-005,0.000167006,0.000135208,4.22737e-005,5.25244e-006,1.1493e-007,1.54083e-006,8.22928e-006,1.71139e-005,1.38553e-005,4.33194e-006,5.38231e-007
40,0.762323,1.04951e-007,1.41962e-006,7.70001e-006,1.64168e-005,1.3785e-005,4.53047e-006,6.02932e-007,1.02419e-006,1.38537e-005,7.5142e-005,0.000160206,0.000134523,4.42112e-005,5.88378e-006,4.0857e-006,5.52649e-005,0.000299756,0.000639093,0.000536636,0.000176366,2.34714e-005,6.4723e-006,8.75471e-005,0.000474853,0.00101241,0.000850102,0.000279387,3.71816e-005,4.08589e-006,5.52674e-005,0.000299769,0.000639119,0.000536657,0.000176373,2.34721e-005,1.02429e-006,1.38549e-005,7.51485e-005,0.00016022,0.000134533,4.42144e-005,5.88414e-006,1.04966e-007,1.41982e-006,7.70103e-006,1.64189e-005,1.37866e-005,4.53096e-006,6.02988e-007
41,0.785447,9.42699e-008,1.27098e-006,6.84282e-006,1.44209e-005,1.19232e-005,3.84577e-006,5.00437e-007,9.19959e-007,1.24031e-005,6.67772e-005,0.000140729,0.000116355,3.75298e-005,4.88362e-006,3.66992e-006,4.94788e-005,0.000266388,0.000561397,0.000464164,0.000149714,1.94818e-005,5.8137e-006,7.83814e-005,0.000421996,0.00088933,0.000735301,0.000237168,3.08619e-005,3.67014e-006,4.94814e-005,0.000266401,0.000561424,0.000464187,0.000149722,1.94828e-005,9.20069e-007,1.24045e-005,6.6784e-005,0.000140743,0.000116367,3.75336e-005,4.88413e-006,9.42872e-008,1.27119e-006,6.84388e-006,1.4423e-005,1.1925e-005,3.84636e-006,5.00515e-007
42,0.808797,8.84929e-008,1.20968e-006,6.61317e-006,1.41859e-005,1.19857e-005,3.97541e-006,5.3797e-007,8.63579e-007,1.18048e-005,6.45349e-005,0.000138432,0.00011696,3.87932e-005,5.24963e-006,3.445e-006,4.70914e-005,0.000257439,0.000552219,0.000466562,0.000154747,2.09408e-005,5.45736e-006,7.45988e-005,0.000407811,0.000874769,0.000739072,0.000245131,3.31716e-005,3.44517e-006,4.7093e-005,0.000257442,0.000552217,0.000466552,0.000154742,2.09398e-005,8.63668e-007,1.18056e-005,6.45369e-005,0.000138431,0.000116955,3.87904e-005,5.24913e-006,8.85069e-008,1.2098e-006,6.61347e-006,1.41857e-005,1.19849e-005,3.97497e-006,5.37892e-007
43,0.832376,7.9644e-008,1.0965e-006,6.05656e-006,1.31484e-005,1.12372e-005,3.75921e-006,5.10311e-007,7.77225e-007,1.07004e-005,5.91042e-005,0.000128311,0.00010966,3.66848e-005,4.97993e-006,3.10052e-006,4.26861e-005,0.000235778,0.000511857,0.000437455,0.000146342,1.98658e-005,4.91166e-006,6.76208e-005,0.000373505,0.00081085,0.000692986,0.000231825,3.147e-005,3.10068e-006,4.26883e-005,0.000235789,0.000511879,0.000437472,0.000146348,1.98665e-005,7.77309e-007,1.07015e-005,5.91097e-005,0.000128322,0.000109669,3.66875e-005,4.98027e-006,7.96572e-008,1.09667e-006,6.05743e-006,1.31501e-005,1.12386e-005,3.75963e-006,5.10363e-007
44,0.856186,7.41964e-008,1.03537e-006,5.79384e-006,1.27188e-005,1.09459e-005,3.66202e-006,4.9184e-007,7.24049e-007,1.01036e-005,5.65387e-005,0.000124115,0.000106813,3.57349e-005,4.79948e-006,2.88834e-006,4.03045e-005,0.000225538,0.000495101,0.000426082,0.000142547,1.91451e-005,4.57545e-006,6.38464e-005,0.000357273,0.000784282,0.000674945,0.000225804,3.0327e-005,2.88839e-006,4.03046e-005,0.000225536,0.000495091,0.000426068,0.000142541,1.91442e-005,7.24076e-007,1.01037e-005,5.65377e-005,0.00012411,0.000106806,3.57319e-005,4.79899e-006,7.42005e-008,1.03538e-006,5.79369e-006,1.2718e-005,1.09448e-005,3.66155e-006,4.91765e-007
45,0.880228,6.75229e-008,9.45061e-007,5.28154e-006,1.15329e-005,9.83951e-006,3.25499e-006,4.31198e-007,6.58946e-007,9.22271e-006,5.15419e-005,0.000112548,9.6023e-005,3.17653e-005,4.20805e-006,2.62871e-006,3.67918e-005,0.000205614,0.000448986,0.000383063,0.000126721,1.67872e-005,4.16429e-006,5.82841e-005,0.000325726,0.000711269,0.000606838,0.000200748,2.65939e-005,2.62891e-006,3.67946e-005,0.00020563,0.000449024,0.000383097,0.000126733,1.67889e-005,6.59047e-007,9.22412e-006,5.15501e-005,0.000112567,9.60403e-005,3.17713e-005,4.20889e-006,6.75387e-008,9.45281e-007,5.28282e-006,1.15359e-005,9.84221e-006,3.25594e-006,4.3133e-007
46,0.904506,6.01457e-008,8.34882e-007,4.61425e-006,9.94949e-006,8.3868e-006,2.74948e-006,3.63153e-007,5.86948e-007,8.14739e-006,4.50291e-005,9.70938e-005,8.18439e-005,2.68312e-005,3.54387e-006,2.34147e-006,3.25017e-005,0.00017963,0.000387325,0.000326489,0.000107034,1.4137e-005,3.70923e-006,5.14872e-005,0.000284558,0.000613574,0.000517201,0.000169555,2.23948e-005,2.3416e-006,3.25034e-005,0.000179638,0.000387341,0.000326501,0.000107037,1.41374e-005,5.87018e-007,8.14825e-006,4.50332e-005,9.71016e-005,8.18496e-005,2.68328e-005,3.54405e-006,6.01566e-008,8.35016e-007,4.6149e-006,9.95071e-006,8.3877e-006,2.74974e-006,3.63182e-007
47,0.929022,5.41647e-008,7.59056e-007,4.26354e-006,9.42219e-006,8.21814e-006,2.81613e-006,3.93932e-007,5.28579e-007,7.40738e-006,4.16061e-005,9.19465e-005,8.01959e-005,2.74806e-005,3.84405e-006,2.10861e-006,2.95495e-005,0.000165973,0.000366786,0.000319908,0.000109621,1.53339e-005,3.34035e-006,4.68103e-005,0.000262922,0.000581028,0.000506763,0.000173648,2.42897e-005,2.10873e-006,2.95507e-005,0.000165978,0.000366789,0.000319904,0.000109617,1.5333e-005,5.28637e-007,7.40801e-006,4.16084e-005,9.1948e-005,8.01939e-005,2.74787e-005,3.8436e-006,5.41737e-008,7.59154e-007,4.26389e-006,9.42243e-006,8.21783e-006,2.81583e-006,3.93861e-007
48,0.953778,5.02464e-008,7.17824e-007,4.12241e-006,9.34543e-006,8.38682e-006,2.96456e-006,4.2927e-007,4.9034e-007,7.005e-006,4.0229e-005,9.11979e-005,8.1843e-005,2.89296e-005,4.18903e-006,1.95607e-006,2.79442e-005,0.00016048,0.000363802,0.000326483,0.000115404,1.67106e-005,3.09869e-006,4.42673e-005,0.00025422,0.000576304,0.000517185,0.000182812,2.64713e-005,1.95617e-006,2.79453e-005,0.000160484,0.000363809,0.000326487,0.000115405,1.67107e-005,4.90391e-007,7.00554e-006,4.02313e-005,9.12015e-005,8.18453e-005,2.89302e-005,4.1891e-006,5.02543e-008,7.1791e-007,4.12277e-006,9.346e-006,8.38718e-006,2.96465e-006,4.29281e-007
49,0.978776,4.56556e-008,6.59685e-007,3.82617e-006,8.74056e-006,7.88304e-006,2.79291e-006,4.04401e-007,4.4554e-007,6.43764e-006,3.73382e-005,8.52957e-005,7.69274e-005,2.72549e-005,3.94639e-006,1.77735e-006,2.56809e-005,0.000148948,0.000340258,0.000306875,0.000108724,1.57428e-005,2.81557e-006,4.0682e-005,0.000235953,0.000539011,0.000486128,0.000172232,2.49385e-005,1.77744e-006,2.56819e-005,0.000148953,0.000340268,0.000306884,0.000108727,1.57433e-005,4.45584e-007,6.43815e-006,3.73406e-005,8.53005e-005,7.69315e-005,2.72564e-005,3.94662e-006,4.56625e-008,6.59764e-007,3.82655e-006,8.74132e-006,7.88368e-006,2.79314e-006,4.04437e-007
50,1.00402,4.18936e-008,6.04253e-007,3.48525e-006,7.88461e-006,7.01015e-006,2.43668e-006,3.44024e-007,4.08831e-007,5.89678e-006,3.40118e-005,7.6944e-005,6.84101e-005,2.37788e-005,3.35721e-006,1.63093e-006,2.35236e-005,0.000135681,0.000306947,0.000272902,9.48586e-005,1.33926e-005,2.58364e-006,3.7265e-005,0.000214939,0.000486248,0.000432316,0.000150269,2.12156e-005,1.63104e-006,2.35252e-005,0.000135689,0.000306965,0.000272917,9.48631e-005,1.33931e-005,4.08887e-007,5.89755e-006,3.40161e-005,7.6953e-005,6.84174e-005,2.37811e-005,3.35749e-006,4.19023e-008,6.04373e-007,3.48592e-006,7.88601e-006,7.01129e-006,2.43704e-006,3.44067e-007
51,1.02951,3.67301e-008,5.25251e-007,2.99939e-006,6.7084e-006,5.88786e-006,2.01668e-006,2.79698e-007,3.58449e-007,5.12591e-006,2.92709e-005,6.5467e-005,5.74593e-005,1.96807e-005,2.72955e-006,1.42996e-006,2.04488e-005,0.00011677,0.000261167,0.000229222,7.85119e-005,1.08889e-005,2.26532e-006,3.23945e-005,0.000184985,0.000413734,0.000363127,0.000124376,1.72499e-005,1.4301e-006,2.04508e-005,0.000116782,0.000261192,0.000229243,7.8519e-005,1.08899e-005,3.58521e-007,5.12692e-006,2.92766e-005,6.54794e-005,5.747e-005,1.96843e-005,2.73003e-006,3.67414e-008,5.25409e-007,3.00027e-006,6.71035e-006,5.88953e-006,2.01724e-006,2.79773e-007
52,1.05525,3.19717e-008,4.60203e-007,2.65512e-006,6.02596e-006,5.39201e-006,1.892e-006,2.70552e-007,3.12006e-007,4.491e-006,2.59104e-005,5.88047e-005,5.26179e-005,1.84629e-005,2.64014e-006,1.24467e-006,1.79156e-005,0.000103361,0.000234581,0.000209898,7.36501e-005,1.05316e-005,1.97175e-006,2.83808e-005,0.000163737,0.000371603,0.000332501,0.000116668,1.66829e-005,1.24476e-006,1.79166e-005,0.000103365,0.000234585,0.000209899,7.36492e-005,1.05313e-005,3.12051e-007,4.4915e-006,2.59123e-005,5.8807e-005,5.26182e-005,1.84625e-005,2.63999e-006,3.19787e-008,4.6028e-007,2.65542e-006,6.02632e-006,5.39206e-006,1.89193e-006,2.7053e-007
53,1.08124,2.90828e-008,4.25761e-007,2.50207e-006,5.79167e-006,5.29016e-006,1.89599e-006,2.77315e-007,2.83814e-007,4.15489e-006,2.44169e-005,5.65187e-005,5.16244e-005,1.8502e-005,2.70616e-006,1.1322e-006,1.65748e-005,9.74039e-005,0.000225463,0.000205937,7.3807e-005,1.07951e-005,1.79359e-006,2.62569e-005,0.000154301,0.000357162,0.000326229,0.000116918,1.71006e-005,1.13228e-006,1.65757e-005,9.74084e-005,0.00022547,0.000205942,7.38077e-005,1.07951e-005,2.83854e-007,4.15537e-006,2.44192e-005,5.65225e-005,5.16266e-005,1.85024e-005,2.70615e-006,2.90891e-008,4.25836e-007,2.50242e-006,5.79226e-006,5.29052e-006,1.89605e-006,2.77313e-007
54,1.10748,2.6568e-008,3.90699e-007,2.30178e-006,5.33359e-006,4.87313e-006,1.74709e-006,2.55835e-007,2.59273e-007,3.81276e-006,2.24626e-005,5.20493e-005,4.75558e-005,1.70495e-005,2.49665e-006,1.03431e-006,1.521e-005,8.96084e-005,0.000207637,0.000189711,6.80142e-005,9.95972e-006,1.63851e-006,2.4095e-005,0.000141953,0.000328927,0.00030053,0.000107745,1.57777e-005,1.03439e-006,1.52111e-005,8.96142e-005,0.00020765,0.000189722,6.80185e-005,9.96039e-006,2.59313e-007,3.81329e-006,2.24655e-005,5.20558e-005,4.75616e-005,1.70516e-005,2.49698e-006,2.65743e-008,3.90782e-007,2.30223e-006,5.3346e-006,4.87405e-006,1.74743e-006,2.55888e-007
55,1.13399,2.37394e-008,3.50967e-007,2.07987e-006,4.84968e-006,4.45785e-006,1.60629e-006,2.36018e-007,2.31668e-007,3.42498e-006,2.02966e-005,4.73258e-005,4.35018e-005,1.56748e-005,2.30314e-006,9.24174e-007,1.36629e-005,8.09666e-005,0.000188789,0.000173533,6.25279e-005,9.18733e-006,1.46403e-006,2.16439e-005,0.000128261,0.000299063,0.000274894,9.90498e-005,1.45534e-005,9.24228e-007,1.36635e-005,8.09691e-005,0.000188792,0.000173534,6.25271e-005,9.18705e-006,2.31695e-007,3.42528e-006,2.02979e-005,4.73273e-005,4.35019e-005,1.56744e-005,2.303e-006,2.37437e-008,3.51015e-007,2.08006e-006,4.84992e-006,4.45787e-006,1.60622e-006,2.35997e-007
56,1.16075,2.13723e-008,3.19665e-007,1.91758e-006,4.53064e-006,4.22562e-006,1.54751e-006,2.31742e-007,2.08571e-007,3.11957e-006,1.87133e-005,4.42136e-005,4.12368e-005,1.51017e-005,2.26149e-006,8.32049e-007,1.24448e-005,7.46523e-005,0.000176379,0.000164503,6.02438e-005,9.02151e-006,1.31811e-006,1.97147e-005,0.000118261,0.000279411,0.000260597,9.54346e-005,1.42913e-005,8.32126e-007,1.24459e-005,7.4658e-005,0.000176391,0.000164512,6.02468e-005,9.02187e-006,2.08609e-007,3.1201e-006,1.87162e-005,4.42196e-005,4.12417e-005,1.51032e-005,2.26167e-006,2.13783e-008,3.19747e-007,1.91802e-006,4.53157e-006,4.22638e-006,1.54774e-006,2.31771e-007
57,1.18777,1.87487e-008,2.81527e-007,1.69894e-006,4.05213e-006,3.83235e-006,1.43031e-006,2.19631e-007,1.82968e-007,2.7474e-006,1.65798e-005,3.95441e-005,3.73991e-005,1.3958e-005,2.14331e-006,7.29913e-007,1.09602e-005,6.61413e-005,0.000157752,0.000149194,5.56815e-005,8.55006e-006,1.15631e-006,1.73627e-005,0.000104779,0.000249904,0.000236346,8.82074e-005,1.35444e-005,7.29983e-007,1.09611e-005,6.61467e-005,0.000157763,0.000149204,5.56845e-005,8.55041e-006,1.83003e-007,2.74789e-006,1.65825e-005,3.95501e-005,3.74041e-005,1.39595e-005,2.14349e-006,1.87542e-008,2.81603e-007,1.69937e-006,4.05306e-006,3.83312e-006,1.43055e-006,2.19659e-007
58,1.21506,1.64267e-008,2.46387e-007,1.48212e-006,3.51399e-006,3.29281e-006,1.21337e-006,1.8319e-007,1.60306e-007,2.40443e-006,1.44636e-005,3.4292e-005,3.21336e-005,1.18409e-005,1.78771e-006,6.39499e-007,9.5918e-006,5.7698e-005,0.000136797,0.000128187,4.72358e-005,7.13155e-006,1.01307e-006,1.51948e-005,9.14017e-005,0.000216705,0.000203065,7.4828e-005,1.12974e-005,6.39545e-007,9.59236e-006,5.77009e-005,0.000136803,0.000128192,4.7238e-005,7.13196e-006,1.60329e-007,2.40471e-006,1.4465e-005,3.42949e-005,3.21363e-005,1.1842e-005,1.78791e-006,1.64303e-008,2.46431e-007,1.48234e-006,3.51446e-006,3.29324e-006,1.21354e-006,1.83222e-007
59,1.24262,1.50191e-008,2.28172e-007,1.38792e-006,3.31776e-006,3.12122e-006,1.14879e-006,1.72206e-007,1.46569e-007,2.22668e-006,1.35443e-005,3.23768e-005,3.04586e-005,1.12104e-005,1.68046e-006,5.84704e-007,8.88276e-006,5.4031e-005,0.000129157,0.000121504,4.47198e-005,6.7035e-006,9.26267e-007,1.40717e-005,8.55926e-005,0.000204601,0.000192476,7.08408e-005,1.0619e-005,5.84752e-007,8.88335e-006,5.40337e-005,0.000129161,0.000121507,4.47201e-005,6.70347e-006,1.46593e-007,2.22698e-006,1.35457e-005,3.23791e-005,3.04599e-005,1.12106e-005,1.68044e-006,1.50228e-008,2.28218e-007,1.38813e-006,3.31812e-006,3.12142e-006,1.14881e-006,1.72203e-007
60,1.27044,1.35073e-008,2.0762e-007,1.27877e-006,3.09857e-006,2.95838e-006,1.10647e-006,1.68907e-007,1.31818e-007,2.02616e-006,1.24793e-005,3.02384e-005,2.88701e-005,1.07977e-005,1.6483e-006,5.25865e-007,8.08295e-006,4.97836e-005,0.000120629,0.000115169,4.30741e-005,6.57533e-006,8.33068e-007,1.28048e-005,7.88656e-005,0.000191095,0.000182445,6.82352e-005,1.04161e-005,5.25922e-007,8.08374e-006,4.97879e-005,0.000120638,0.000115176,4.3076e-005,6.57551e-006,1.31847e-007,2.02656e-006,1.24815e-005,3.02429e-005,2.88736e-005,1.07987e-005,1.64839e-006,1.35118e-008,2.07683e-007,1.27911e-006,3.09927e-006,2.95892e-006,1.10662e-006,1.68922e-007
61,1.29854,1.15359e-008,1.77438e-007,1.09858e-006,2.6914e-006,2.61449e-006,1.00094e-006,1.57445e-007,1.1258e-007,1.73162e-006,1.07211e-005,2.62654e-005,2.55147e-005,9.7681e-006,1.53649e-006,4.49118e-007,6.908e-006,4.27699e-005,0.000104781,0.000101786,3.89678e-005,6.12946e-006,7.11487e-007,1.09436e-005,6.77553e-005,0.000165992,0.000161247,6.17316e-005,9.71006e-006,4.49168e-007,6.90876e-006,4.27744e-005,0.000104792,0.000101796,3.89713e-005,6.12994e-006,1.12605e-007,1.732e-006,1.07234e-005,2.62708e-005,2.55198e-005,9.76987e-006,1.53673e-006,1.15399e-008,1.77497e-007,1.09894e-006,2.69225e-006,2.61527e-006,1.00122e-006,1.57483e-007
62,1.32691,9.95995e-009,1.52991e-007,9.44598e-007,2.30563e-006,2.23074e-006,8.50735e-007,1.33357e-007,9.71989e-008,1.49303e-006,9.21817e-006,2.25001e-005,2.17692e-005,8.30207e-006,1.30139e-006,3.87756e-007,5.95609e-006,3.67736e-005,8.97581e-005,8.68417e-005,3.31186e-005,5.1915e-006,6.14276e-007,9.43545e-006,5.82551e-005,0.00014219,0.000137569,5.24643e-005,8.22403e-006,3.87795e-007,5.9566e-006,3.67762e-005,8.97635e-005,8.68462e-005,3.31201e-005,5.19172e-006,9.72186e-008,1.49328e-006,9.2195e-006,2.25029e-005,2.17714e-005,8.30283e-006,1.3015e-006,9.96302e-009,1.53031e-007,9.44805e-007,2.30605e-006,2.23109e-006,8.50853e-007,1.33375e-007
63,1.35556,8.89491e-009,1.38097e-007,8.59679e-007,2.10867e-006,2.04191e-006,7.76089e-007,1.20713e-007,8.68053e-008,1.34767e-006,8.38949e-006,2.05781e-005,1.99265e-005,7.57364e-006,1.17801e-006,3.46293e-007,5.37625e-006,3.34679e-005,8.20912e-005,7.94914e-005,3.02129e-005,4.69931e-006,5.48591e-007,8.51691e-006,5.30186e-005,0.000130045,0.000125926,4.78617e-005,7.44438e-006,3.46328e-007,5.37674e-006,3.34706e-005,8.20969e-005,7.94964e-005,3.02146e-005,4.69956e-006,8.6823e-008,1.34792e-006,8.39084e-006,2.0581e-005,1.9929e-005,7.5745e-006,1.17813e-006,8.89768e-009,1.38135e-007,8.59889e-007,2.10912e-006,2.0423e-006,7.76223e-007,1.20732e-007
64,1.38449,7.89858e-009,1.23249e-007,7.69895e-007,1.89239e-006,1.83432e-006,6.97372e-007,1.0845e-007,7.70818e-008,1.20277e-006,7.51327e-006,1.84674e-005,1.79006e-005,6.80543e-006,1.05832e-006,3.07502e-007,4.79817e-006,2.99723e-005,7.36707e-005,7.14093e-005,2.71481e-005,4.22182e-006,4.87137e-007,7.60109e-006,4.74808e-005,0.000116705,0.000113122,4.30062e-005,6.68789e-006,3.07531e-007,4.79856e-006,2.99744e-005,7.36751e-005,7.14129e-005,2.71492e-005,4.22195e-006,7.70963e-008,1.20297e-006,7.51434e-006,1.84696e-005,1.79024e-005,6.80598e-006,1.05839e-006,7.90084e-009,1.23279e-007,7.70061e-007,1.89274e-006,1.8346e-006,6.97459e-007,1.0846e-007
65,1.41371,6.90902e-009,1.08958e-007,6.89822e-007,1.7232e-006,1.70109e-006,6.59421e-007,1.04692e-007,6.74252e-008,1.06332e-006,6.73189e-006,1.68164e-005,1.66005e-005,6.43509e-006,1.02165e-006,2.68981e-007,4.24188e-006,2.68553e-005,6.70847e-005,6.62229e-005,2.56708e-005,4.07555e-006,4.26115e-007,6.71988e-006,4.25433e-005,0.000106272,0.000104907,4.0666e-005,6.45618e-006,2.6901e-007,4.24228e-006,2.68575e-005,6.70893e-005,6.62266e-005,2.56719e-005,4.07568e-006,6.74398e-008,1.06352e-006,6.73299e-006,1.68187e-005,1.66023e-005,6.43565e-006,1.02172e-006,6.91129e-009,1.0899e-007,6.89994e-007,1.72356e-006,1.70138e-006,6.5951e-007,1.04703e-007
