gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[0 5],dist[0 6],dist[0 7],dist[0 8],dist[0 9],dist[0 10],dist[0 11],dist[0 12],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[1 5],dist[1 6],dist[1 7],dist[1 8],dist[1 9],dist[1 10],dist[1 11],dist[1 12],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[2 5],dist[2 6],dist[2 7],dist[2 8],dist[2 9],dist[2 10],dist[2 11],dist[2 12],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[3 5],dist[3 6],dist[3 7],dist[3 8],dist[3 9],dist[3 10],dist[3 11],dist[3 12],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4],dist[4 5],dist[4 6],dist[4 7],dist[4 8],dist[4 9],dist[4 10],dist[4 11],dist[4 12],dist[5 0],dist[5 1],dist[5 2],dist[5 3],dist[5 4],dist[5 5],dist[5 6],dist[5 7],dist[5 8],dist[5 9],dist[5 10],dist[5 11],dist[5 12],dist[6 0],dist[6 1],dist[6 2],dist[6 3],dist[6 4],dist[6 5],dist[6 6],dist[6 7],dist[6 8],dist[6 9],dist[6 10],dist[6 11],dist[6 12]
10,0.195332,1.20738e-012,1.72418e-011,9.70509e-011,2.11567e-010,1.78971e-010,5.83474e-011,7.55845e-012,2.14901e-010,3.06885e-009,1.7274e-008,3.76565e-008,3.18549e-008,1.03852e-008,1.34532e-009,1.45695e-008,2.08056e-007,1.17111e-006,2.55297e-006,2.15964e-006,7.04077e-007,9.12077e-008,3.79818e-007,5.42391e-006,3.05302e-005,6.65544e-005,5.63006e-005,1.83549e-005,2.37773e-006,3.85076e-006,5.499e-005,0.000309529,0.000674759,0.0005708,0.00018609,2.41065e-005,1.53611e-005,0.000219361,0.00123474,0.00269169,0.00227699,0.000742334,9.61635e-005,2.43335e-005,0.00034749,0.00195596,0.0042639,0.00360697,0.00117593,0.000152333,1.53611e-005,0.000219361,0.00123474,0.00269169,0.00227699,0.000742334,9.61635e-005,3.85076e-006,5.499e-005,0.000309529,0.000674759,0.0005708,0.00018609,2.41065e-005,3.79818e-007,5.42391e-006,3.05302e-005,6.65544e-005,5.63006e-005,1.83549e-005,2.37773e-006,1.45695e-008,2.08056e-007,1.17111e-006,2.55297e-006,2.15964e-006,7.04077e-007,9.12077e-008,2.14901e-010,3.06885e-009,1.7274e-008,3.76565e-008,3.18549e-008,1.03852e-008,1.34532e-009,1.20738e-012,1.72418e-011,9.70509e-011,2.11567e-010,1.78971e-010,5.83474e-011,7.55845e-012
11,0.216131,7.29168e-013,1.06527e-011,6.14524e-011,1.3748e-010,1.19435e-010,4.00156e-011,5.3425e-012,1.29784e-010,1.89607e-009,1.09379e-008,2.44699e-008,2.12582e-008,7.12234e-009,9.50907e-010,8.79886e-009,1.28546e-007,7.41545e-007,1.65897e-006,1.44122e-006,4.82867e-007,6.44678e-008,2.29381e-007,3.35113e-006,1.93316e-005,4.32483e-005,3.75718e-005,1.25881e-005,1.68064e-006,2.32557e-006,3.39752e-005,0.000195993,0.000438471,0.00038092,0.000127624,1.70391e-005,9.27695e-006,0.000135531,0.000781837,0.00174911,0.00151953,0.000509104,6.79707e-005,1.46956e-005,0.000214694,0.00123851,0.00277076,0.00240709,0.000806472,0.000107672,9.27695e-006,0.000135531,0.000781837,0.00174911,0.00151953,0.000509104,6.79707e-005,2.32557e-006,3.39752e-005,0.000195993,0.000438471,0.00038092,0.000127624,1.70391e-005,2.29381e-007,3.35113e-006,1.93316e-005,4.32483e-005,3.75718e-005,1.25881e-005,1.68064e-006,8.79886e-009,1.28546e-007,7.41544e-007,1.65897e-006,1.44122e-006,4.82867e-007,6.44678e-008,1.29784e-010,1.89607e-009,1.09379e-008,2.44699e-008,2.12582e-008,7.12234e-009,9.50907e-010,7.29168e-013,1.06527e-011,6.14524e-011,1.3748e-010,1.19435e-010,4.00156e-011,5.3425e-012
12,0.237172,5.40724e-013,8.32296e-012,5.01418e-011,1.16432e-010,1.04579e-010,3.61865e-011,5.00828e-012,9.62429e-011,1.4814e-009,8.9247e-009,2.07236e-008,1.8614e-008,6.44081e-009,8.91419e-010,6.5249e-009,1.00433e-007,6.05061e-007,1.40498e-006,1.26195e-006,4.36662e-007,6.04348e-008,1.701e-007,2.61823e-006,1.57736e-005,3.6627e-005,3.28985e-005,1.13835e-005,1.5755e-006,1.72455e-006,2.65448e-005,0.00015992,0.000371341,0.000333539,0.000115411,1.59731e-005,6.87944e-006,0.00010589,0.000637937,0.00148132,0.00133052,0.000460388,6.37186e-005,1.08977e-005,0.00016774,0.00101056,0.00234656,0.00210768,0.000729301,0.000100937,6.87944e-006,0.00010589,0.000637937,0.00148132,0.00133052,0.000460388,6.37186e-005,1.72455e-006,2.65448e-005,0.00015992,0.000371341,0.000333539,0.000115411,1.59731e-005,1.701e-007,2.61823e-006,1.57736e-005,3.6627e-005,3.28985e-005,1.13835e-005,1.5755e-006,6.5249e-009,1.00433e-007,6.05061e-007,1.40498e-006,1.26195e-006,4.36662e-007,6.04348e-008,9.62429e-011,1.4814e-009,8.9247e-009,2.07236e-008,1.8614e-008,6.44081e-009,8.91419e-010,5.40724e-013,8.32296e-012,5.01418e-011,1.16432e-010,1.04579e-010,3.61865e-011,5.00828e-012
13,0.258456,3.59001e-013,5.75646e-012,3.60103e-011,8.70056e-011,8.17011e-011,2.97352e-011,4.3701e-012,6.38983e-011,1.02459e-009,6.40944e-009,1.54861e-008,1.45419e-008,5.29254e-009,7.77831e-010,4.33206e-009,6.94631e-008,4.34535e-007,1.04989e-006,9.85885e-007,3.58814e-007,5.27339e-008,1.12934e-007,1.81086e-006,1.13281e-005,2.73702e-005,2.57015e-005,9.35407e-006,1.37474e-006,1.14498e-006,1.83593e-005,0.000114849,0.000277491,0.000260573,9.48357e-005,1.39378e-005,4.56745e-006,7.32374e-005,0.000458146,0.00110694,0.00103945,0.00037831,5.55993e-005,7.23529e-006,0.000116015,0.00072575,0.00175351,0.0016466,0.000599281,8.80748e-005,4.56745e-006,7.32374e-005,0.000458146,0.00110694,0.00103945,0.00037831,5.55993e-005,1.14498e-006,1.83593e-005,0.000114849,0.000277491,0.000260573,9.48357e-005,1.39378e-005,1.12934e-007,1.81086e-006,1.13281e-005,2.73702e-005,2.57015e-005,9.35407e-006,1.37474e-006,4.33206e-009,6.94631e-008,4.34535e-007,1.04989e-006,9.85885e-007,3.58814e-007,5.27339e-008,6.38983e-011,1.02459e-009,6.40944e-009,1.54861e-008,1.45419e-008,5.29254e-009,7.77831e-010,3.59001e-013,5.75646e-012,3.60103e-011,8.70056e-011,8.17011e-011,2.97352e-011,4.3701e-012
14,0.279986,1.84215e-013,3.03547e-012,1.95705e-011,4.88682e-011,4.75469e-011,1.79769e-011,2.75789e-012,3.27883e-011,5.4028e-010,3.48333e-009,8.69801e-009,8.46284e-009,3.19969e-009,4.90874e-010,2.22292e-009,3.66289e-008,2.36156e-007,5.89691e-007,5.73748e-007,2.16927e-007,3.32794e-008,5.79503e-008,9.54895e-007,6.15646e-006,1.53729e-005,1.49573e-005,5.65516e-006,8.67574e-007,5.87526e-007,9.68115e-006,6.24169e-005,0.000155858,0.000151644,5.73345e-005,8.79585e-006,2.3437e-006,3.86192e-005,0.000248988,0.000621733,0.000604923,0.000228714,3.50876e-005,3.71266e-006,6.11766e-005,0.000394422,0.000984887,0.000958258,0.000362305,5.55823e-005,2.3437e-006,3.86192e-005,0.000248988,0.000621733,0.000604923,0.000228714,3.50876e-005,5.87526e-007,9.68115e-006,6.24169e-005,0.000155858,0.000151644,5.73345e-005,8.79585e-006,5.79503e-008,9.54895e-007,6.15646e-006,1.53729e-005,1.49573e-005,5.65516e-006,8.67574e-007,2.22292e-009,3.66289e-008,2.36156e-007,5.89691e-007,5.73748e-007,2.16927e-007,3.32794e-008,3.27883e-011,5.4028e-010,3.48333e-009,8.69801e-009,8.46284e-009,3.19969e-009,4.90874e-010,1.84215e-013,3.03547e-012,1.95705e-011,4.88682e-011,4.75469e-011,1.79769e-011,2.75789e-012
15,0.301766,1.01489e-013,1.84687e-012,1.2897e-011,3.42439e-011,3.48549e-011,1.36093e-011,2.13782e-012,1.80639e-011,3.28722e-010,2.29553e-009,6.09505e-009,6.20379e-009,2.42231e-009,3.80509e-010,1.22467e-009,2.22861e-008,1.55628e-007,4.13221e-007,4.20593e-007,1.64223e-007,2.5797e-008,3.19263e-008,5.80986e-007,4.05713e-006,1.07724e-005,1.09646e-005,4.2812e-006,6.72514e-007,3.23683e-007,5.8903e-006,4.1133e-005,0.000109216,0.000111164,4.34047e-005,6.81825e-006,1.29121e-006,2.3497e-005,0.000164084,0.000435674,0.000443446,0.000173146,2.71987e-005,2.0454e-006,3.72217e-005,0.000259926,0.00069015,0.000702463,0.000274281,4.30855e-005,1.29121e-006,2.3497e-005,0.000164084,0.000435674,0.000443446,0.000173146,2.71987e-005,3.23683e-007,5.8903e-006,4.1133e-005,0.000109216,0.000111164,4.34047e-005,6.81825e-006,3.19263e-008,5.80986e-007,4.05713e-006,1.07724e-005,1.09646e-005,4.2812e-006,6.72514e-007,1.22467e-009,2.22861e-008,1.55628e-007,4.13221e-007,4.20593e-007,1.64223e-007,2.5797e-008,1.80639e-011,3.28722e-010,2.29553e-009,6.09505e-009,6.20379e-009,2.42231e-009,3.80509e-010,1.01489e-013,1.84687e-012,1.2897e-011,3.42439e-011,3.48549e-011,1.36093e-011,2.13782e-012
16,0.323799,8.40034e-014,1.5541e-012,1.10231e-011,2.97958e-011,3.09824e-011,1.24045e-011,2.00759e-012,1.49517e-011,2.76614e-010,1.96198e-009,5.30332e-009,5.51453e-009,2.20786e-009,3.5733e-010,1.01367e-009,1.87533e-008,1.33015e-007,3.59545e-007,3.73864e-007,1.49685e-007,2.42256e-008,2.64257e-008,4.88889e-007,3.46763e-006,9.37313e-006,9.74642e-006,3.9022e-006,6.31547e-007,2.67916e-007,4.95657e-006,3.51563e-005,9.5029e-005,9.88136e-005,3.95622e-005,6.4029e-006,1.06875e-006,1.97723e-005,0.000140242,0.000379081,0.000394178,0.000157818,2.55419e-005,1.693e-006,3.13213e-005,0.000222158,0.000600502,0.000624418,0.000249999,4.04609e-005,1.06875e-006,1.97723e-005,0.000140242,0.000379081,0.000394178,0.000157818,2.55419e-005,2.67916e-007,4.95657e-006,3.51563e-005,9.5029e-005,9.88136e-005,3.95622e-005,6.4029e-006,2.64257e-008,4.88889e-007,3.46763e-006,9.37313e-006,9.74642e-006,3.9022e-006,6.31547e-007,1.01367e-009,1.87533e-008,1.33015e-007,3.59545e-007,3.73864e-007,1.49685e-007,2.42256e-008,1.49517e-011,2.76614e-010,1.96198e-009,5.30332e-009,5.51453e-009,2.20786e-009,3.5733e-010,8.40034e-014,1.5541e-012,1.10231e-011,2.97958e-011,3.09824e-011,1.24045e-011,2.00759e-012
17,0.346087,4.79996e-014,9.37438e-013,7.17322e-012,2.11383e-011,2.39856e-011,1.04209e-011,1.81895e-012,8.5434e-012,1.66854e-010,1.27676e-009,3.76239e-009,4.26918e-009,1.85481e-009,3.23754e-010,5.7921e-010,1.1312e-008,8.65591e-008,2.55076e-007,2.89434e-007,1.25749e-007,2.19493e-008,1.50997e-008,2.94899e-007,2.25655e-006,6.64968e-006,7.54538e-006,3.2782e-006,5.72205e-007,1.53087e-007,2.98981e-006,2.28779e-005,6.74175e-005,7.64985e-005,3.32358e-005,5.80127e-006,6.10682e-007,1.19267e-005,9.12623e-005,0.000268936,0.000305161,0.000132581,2.31419e-005,9.67381e-007,1.88931e-005,0.000144569,0.000426021,0.000483405,0.000210022,3.66591e-005,6.10682e-007,1.19267e-005,9.12623e-005,0.000268936,0.000305161,0.000132581,2.31419e-005,1.53087e-007,2.98981e-006,2.28779e-005,6.74175e-005,7.64985e-005,3.32358e-005,5.80127e-006,1.50997e-008,2.94899e-007,2.25655e-006,6.64968e-006,7.54538e-006,3.2782e-006,5.72205e-007,5.7921e-010,1.1312e-008,8.65591e-008,2.55076e-007,2.89434e-007,1.25749e-007,2.19493e-008,8.5434e-012,1.66854e-010,1.27676e-009,3.76239e-009,4.26918e-009,1.85481e-009,3.23754e-010,4.79996e-014,9.37438e-013,7.17322e-012,2.11383e-011,2.39856e-011,1.04209e-011,1.81895e-012
18,0.368632,1.56083e-014,3.31232e-013,2.69208e-012,8.29479e-012,9.73848e-012,4.34884e-012,7.77846e-013,2.77811e-012,5.89556e-011,4.7916e-010,1.47638e-009,1.73334e-009,7.74047e-010,1.38448e-010,1.88345e-010,3.99696e-009,3.24852e-008,1.00093e-007,1.17514e-007,5.24774e-008,9.38625e-009,4.91006e-009,1.04199e-007,8.46871e-007,2.60937e-006,3.06353e-006,1.36806e-006,2.44694e-007,4.97804e-008,1.05641e-006,8.58596e-006,2.64549e-005,3.10594e-005,1.387e-005,2.48082e-006,1.98579e-007,4.21414e-006,3.42503e-005,0.000105532,0.000123899,5.53288e-005,9.89626e-006,3.14569e-007,6.67562e-006,5.42559e-005,0.000167173,0.000196269,8.76464e-005,1.56767e-005,1.98579e-007,4.21414e-006,3.42503e-005,0.000105532,0.000123899,5.53288e-005,9.89626e-006,4.97804e-008,1.05641e-006,8.58596e-006,2.64549e-005,3.10594e-005,1.387e-005,2.48082e-006,4.91006e-009,1.04199e-007,8.46871e-007,2.60937e-006,3.06353e-006,1.36806e-006,2.44694e-007,1.88345e-010,3.99696e-009,3.24852e-008,1.00093e-007,1.17514e-007,5.24774e-008,9.38625e-009,2.77811e-012,5.89556e-011,4.7916e-010,1.47638e-009,1.73334e-009,7.74047e-010,1.38448e-010,1.56083e-014,3.31232e-013,2.69208e-012,8.29479e-012,9.73848e-012,4.34884e-012,7.77846e-013
19,0.391439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.414511,6.10648e-016,1.39281e-014,1.31113e-013,4.84108e-013,6.84161e-013,3.63601e-013,7.66164e-014,1.08689e-013,2.47905e-012,2.33367e-011,8.61659e-011,1.21773e-010,6.47171e-011,1.36369e-011,7.36868e-012,1.6807e-010,1.58214e-009,5.84172e-009,8.25576e-009,4.38757e-009,9.24528e-010,1.92097e-010,4.3815e-009,4.12454e-008,1.5229e-007,2.15223e-007,1.14381e-007,2.41019e-008,1.94757e-009,4.44216e-008,4.18164e-007,1.54399e-006,2.18203e-006,1.15965e-006,2.44356e-007,7.76906e-009,1.77203e-007,1.6681e-006,6.15913e-006,8.70434e-006,4.62597e-006,9.74763e-007,1.2307e-008,2.80707e-007,2.64244e-006,9.75668e-006,1.37885e-005,7.328e-006,1.54412e-006,7.76906e-009,1.77203e-007,1.6681e-006,6.15913e-006,8.70434e-006,4.62597e-006,9.74763e-007,1.94757e-009,4.44216e-008,4.18164e-007,1.54399e-006,2.18203e-006,1.15965e-006,2.44356e-007,1.92097e-010,4.3815e-009,4.12454e-008,1.5229e-007,2.15223e-007,1.14381e-007,2.41019e-008,7.36868e-012,1.6807e-010,1.58214e-009,5.84172e-009,8.25576e-009,4.38757e-009,9.24528e-010,1.08689e-013,2.47905e-012,2.33367e-011,8.61659e-011,1.21773e-010,6.47171e-011,1.36369e-011,6.10648e-016,1.39281e-014,1.31113e-013,4.84108e-013,6.84161e-013,3.63601e-013,7.66164e-014
21,0.437849,2.4301e-015,5.58344e-014,5.16155e-013,1.84866e-012,2.52885e-012,1.30462e-012,2.67712e-013,4.32531e-013,9.93792e-012,9.18701e-011,3.29042e-010,4.50108e-010,2.32208e-010,4.76498e-011,2.93239e-011,6.73753e-010,6.22844e-009,2.23078e-008,3.05156e-008,1.57428e-008,3.23047e-009,7.64459e-010,1.75644e-008,1.62372e-007,5.81551e-007,7.95523e-007,4.10407e-007,8.42166e-008,7.75042e-009,1.78075e-007,1.6462e-006,5.89602e-006,8.06537e-006,4.16089e-006,8.53826e-007,3.09173e-008,7.10362e-007,6.56686e-006,2.35199e-005,3.21736e-005,1.65982e-005,3.406e-006,4.89761e-008,1.12528e-006,1.04026e-005,3.72578e-005,5.09663e-005,2.62933e-005,5.39545e-006,3.09173e-008,7.10362e-007,6.56686e-006,2.35199e-005,3.21736e-005,1.65982e-005,3.406e-006,7.75042e-009,1.78075e-007,1.6462e-006,5.89602e-006,8.06537e-006,4.16089e-006,8.53826e-007,7.64459e-010,1.75644e-008,1.62372e-007,5.81551e-007,7.95523e-007,4.10407e-007,8.42166e-008,2.93239e-011,6.73753e-010,6.22844e-009,2.23078e-008,3.05156e-008,1.57428e-008,3.23047e-009,4.32531e-013,9.93792e-012,9.187e-011,3.29042e-010,4.50107e-010,2.32208e-010,4.76498e-011,2.4301e-015,5.58344e-014,5.16155e-013,1.84866e-012,2.52885e-012,1.30462e-012,2.67712e-013
22,0.461458,1.37122e-015,3.34045e-014,3.09431e-013,1.07911e-012,1.4218e-012,7.05638e-013,1.39482e-013,2.44063e-013,5.94564e-012,5.50753e-011,1.9207e-010,2.53064e-010,1.25596e-010,2.48263e-011,1.65465e-011,4.03091e-010,3.73389e-009,1.30216e-008,1.71568e-008,8.51492e-009,1.68313e-009,4.31358e-010,1.05084e-008,9.73404e-008,3.39466e-007,4.47268e-007,2.21979e-007,4.38782e-008,4.3733e-009,1.06538e-007,9.86881e-007,3.44166e-006,4.5346e-006,2.25052e-006,4.44857e-007,1.74456e-008,4.24994e-007,3.93678e-006,1.37292e-005,1.8089e-005,8.97759e-006,1.77458e-006,2.76356e-008,6.73232e-007,6.23625e-006,2.17483e-005,2.86548e-005,1.42214e-005,2.81112e-006,1.74456e-008,4.24994e-007,3.93678e-006,1.37292e-005,1.8089e-005,8.97759e-006,1.77458e-006,4.3733e-009,1.06538e-007,9.86881e-007,3.44166e-006,4.5346e-006,2.25052e-006,4.44857e-007,4.31358e-010,1.05084e-008,9.73404e-008,3.39466e-007,4.47268e-007,2.21979e-007,4.38782e-008,1.65465e-011,4.03091e-010,3.73389e-009,1.30216e-008,1.71568e-008,8.51492e-009,1.68313e-009,2.44063e-013,5.94564e-012,5.50753e-011,1.9207e-010,2.53065e-010,1.25596e-010,2.48263e-011,1.37122e-015,3.34045e-014,3.09431e-013,1.07911e-012,1.4218e-012,7.05638e-013,1.39482e-013
23,0.485341,3.85808e-016,8.18207e-015,6.77104e-014,2.16609e-013,2.68158e-013,1.27483e-013,2.44583e-014,6.86697e-014,1.45632e-012,1.20517e-011,3.85541e-011,4.77292e-011,2.26905e-011,4.35332e-012,4.65554e-012,9.87329e-011,8.1706e-010,2.61382e-009,3.23585e-009,1.53833e-009,2.95138e-010,1.21367e-010,2.57391e-009,2.13003e-008,6.81408e-008,8.43569e-008,4.01034e-008,7.69409e-009,1.23048e-009,2.60955e-008,2.15952e-007,6.90842e-007,8.55248e-007,4.06586e-007,7.80061e-008,4.9085e-009,1.04098e-007,8.61456e-007,2.75584e-006,3.41168e-006,1.62192e-006,3.11175e-007,7.77556e-009,1.64901e-007,1.36463e-006,4.36553e-006,5.40444e-006,2.56928e-006,4.92932e-007,4.90851e-009,1.04098e-007,8.61456e-007,2.75584e-006,3.41168e-006,1.62192e-006,3.11175e-007,1.23048e-009,2.60955e-008,2.15952e-007,6.90842e-007,8.55248e-007,4.06586e-007,7.80061e-008,1.21367e-010,2.57391e-009,2.13003e-008,6.81408e-008,8.43569e-008,4.01034e-008,7.69409e-009,4.65554e-012,9.87329e-011,8.17061e-010,2.61382e-009,3.23586e-009,1.53833e-009,2.95138e-010,6.86697e-014,1.45632e-012,1.20517e-011,3.85541e-011,4.77292e-011,2.26905e-011,4.35332e-012,3.85808e-016,8.18207e-015,6.77104e-014,2.16609e-013,2.68158e-013,1.27483e-013,2.44583e-014
24,0.5095,7.97588e-018,1.23435e-016,7.13193e-016,1.52001e-015,1.20055e-015,3.49839e-016,3.85664e-017,1.41962e-015,2.197e-014,1.2694e-013,2.70544e-013,2.13684e-013,6.22672e-014,6.86437e-015,9.62444e-014,1.48948e-012,8.60606e-012,1.83418e-011,1.4487e-011,4.22148e-012,4.65378e-013,2.50904e-012,3.88299e-011,2.24355e-010,4.78162e-010,3.77667e-010,1.10052e-010,1.21321e-011,2.54378e-011,3.93676e-010,2.27462e-009,4.84782e-009,3.82896e-009,1.11575e-009,1.23001e-010,1.01474e-010,1.57042e-009,9.0737e-009,1.93385e-008,1.52742e-008,4.45087e-009,4.90666e-010,1.60745e-010,2.4877e-009,1.43737e-008,3.06342e-008,2.41958e-008,7.05063e-009,7.77264e-010,1.01474e-010,1.57042e-009,9.07371e-009,1.93386e-008,1.52742e-008,4.45088e-009,4.90667e-010,2.54379e-011,3.93677e-010,2.27462e-009,4.84784e-009,3.82897e-009,1.11576e-009,1.23002e-010,2.50905e-012,3.88301e-011,2.24356e-010,4.78165e-010,3.77669e-010,1.10052e-010,1.21322e-011,9.6245e-014,1.48949e-012,8.60612e-012,1.8342e-011,1.44871e-011,4.22151e-012,4.65381e-013,1.41962e-015,2.19701e-014,1.26941e-013,2.70545e-013,2.13685e-013,6.22675e-014,6.8644e-015,7.97588e-018,1.23435e-016,7.13193e-016,1.52001e-015,1.20055e-015,3.49839e-016,3.85664e-017
25,0.533939,7.27971e-017,1.59663e-015,1.41532e-014,4.93152e-014,6.65529e-014,3.42015e-014,7.03159e-015,1.29571e-014,2.84183e-013,2.51912e-012,8.77756e-012,1.18457e-011,6.08749e-012,1.25155e-012,8.78441e-013,1.92665e-011,1.70787e-010,5.95085e-010,8.03093e-010,4.12709e-010,8.48501e-011,2.29005e-011,5.02267e-010,4.45231e-009,1.55135e-008,2.09362e-008,1.07591e-008,2.21199e-009,2.32175e-010,5.09221e-009,4.51395e-008,1.57283e-007,2.1226e-007,1.0908e-007,2.24262e-008,9.26172e-010,2.03134e-008,1.80066e-007,6.27419e-007,8.4673e-007,4.35133e-007,8.94605e-008,1.46715e-009,3.21784e-008,2.85243e-007,9.93895e-007,1.3413e-006,6.89294e-007,1.41714e-007,9.26172e-010,2.03134e-008,1.80066e-007,6.27419e-007,8.46729e-007,4.35133e-007,8.94604e-008,2.32175e-010,5.09221e-009,4.51395e-008,1.57283e-007,2.1226e-007,1.0908e-007,2.24262e-008,2.29005e-011,5.02267e-010,4.45231e-009,1.55135e-008,2.09362e-008,1.07591e-008,2.21199e-009,8.78441e-013,1.92665e-011,1.70786e-010,5.95085e-010,8.03092e-010,4.12708e-010,8.485e-011,1.29571e-014,2.84183e-013,2.51912e-012,8.77755e-012,1.18457e-011,6.08748e-012,1.25155e-012,7.27971e-017,1.59663e-015,1.41532e-014,4.93152e-014,6.65529e-014,3.42015e-014,7.03159e-015
26,0.558661,1.27257e-016,3.22008e-015,3.0829e-014,1.10814e-013,1.50073e-013,7.63215e-014,1.54261e-014,2.26504e-014,5.73139e-013,5.48723e-012,1.97238e-011,2.67113e-011,1.35844e-011,2.74567e-012,1.53561e-012,3.88566e-011,3.72013e-010,1.33719e-009,1.81092e-009,9.2097e-010,1.86146e-010,4.00325e-011,1.01297e-009,9.69816e-009,3.48599e-008,4.72098e-008,2.40092e-008,4.85272e-009,4.05867e-010,1.02699e-008,9.83243e-008,3.53425e-007,4.78634e-007,2.43416e-007,4.9199e-008,1.61905e-009,4.09679e-008,3.92226e-007,1.40985e-006,1.90932e-006,9.71012e-007,1.9626e-007,2.56473e-009,6.48972e-008,6.21326e-007,2.23335e-006,3.02456e-006,1.53818e-006,3.10896e-007,1.61905e-009,4.09679e-008,3.92226e-007,1.40985e-006,1.90932e-006,9.71012e-007,1.9626e-007,4.05867e-010,1.02699e-008,9.83243e-008,3.53425e-007,4.78634e-007,2.43416e-007,4.9199e-008,4.00325e-011,1.01297e-009,9.69816e-009,3.48599e-008,4.72098e-008,2.40092e-008,4.85272e-009,1.53561e-012,3.88566e-011,3.72013e-010,1.33719e-009,1.81092e-009,9.2097e-010,1.86146e-010,2.26504e-014,5.73139e-013,5.48723e-012,1.97238e-011,2.67113e-011,1.35844e-011,2.74567e-012,1.27257e-016,3.22008e-015,3.0829e-014,1.10814e-013,1.50073e-013,7.63215e-014,1.54261e-014
27,0.58367,2.71872e-017,6.84702e-016,6.55476e-015,2.36269e-014,3.21333e-014,1.64188e-014,3.33458e-015,4.83903e-015,1.21869e-013,1.16668e-012,4.20533e-012,5.71938e-012,2.92237e-012,5.93519e-013,3.28068e-013,8.26227e-012,7.9096e-011,2.85105e-010,3.87751e-010,1.98125e-010,4.02382e-011,8.55254e-012,2.15393e-010,2.06199e-009,7.43252e-009,1.01085e-008,5.165e-009,1.04899e-009,8.67094e-011,2.18375e-009,2.09054e-008,7.53542e-008,1.02484e-007,5.23651e-008,1.06351e-008,3.45894e-010,8.71122e-009,8.33938e-008,3.00596e-007,4.0882e-007,2.0889e-007,4.24246e-008,5.4793e-010,1.37994e-008,1.32104e-007,4.76175e-007,6.47612e-007,3.30903e-007,6.72049e-008,3.45894e-010,8.71122e-009,8.33939e-008,3.00596e-007,4.08821e-007,2.0889e-007,4.24247e-008,8.67095e-011,2.18375e-009,2.09054e-008,7.53543e-008,1.02484e-007,5.23652e-008,1.06351e-008,8.55255e-012,2.15393e-010,2.06199e-009,7.43253e-009,1.01085e-008,5.16501e-009,1.04899e-009,3.28068e-013,8.26229e-012,7.90962e-011,2.85105e-010,3.87752e-010,1.98125e-010,4.02383e-011,4.83903e-015,1.2187e-013,1.16668e-012,4.20533e-012,5.71938e-012,2.92237e-012,5.93519e-013,2.71872e-017,6.84702e-016,6.55476e-015,2.36269e-014,3.21333e-014,1.64188e-014,3.33458e-015
28,0.608968,8.15225e-018,2.24407e-016,2.28137e-015,8.55738e-015,1.1942e-014,6.20292e-015,1.27346e-015,1.45101e-015,3.99418e-014,4.06057e-013,1.52311e-012,2.12553e-012,1.10404e-012,2.26661e-013,9.83728e-014,2.70791e-012,2.75292e-011,1.03261e-010,1.44103e-010,7.48502e-011,1.53668e-011,2.56453e-012,7.05938e-011,7.17672e-010,2.69197e-009,3.75669e-009,1.9513e-009,4.00604e-010,2.60003e-011,7.15712e-010,7.27608e-009,2.72924e-008,3.80871e-008,1.97832e-008,4.0615e-009,1.03718e-010,2.85505e-009,2.90251e-008,1.08872e-007,1.51934e-007,7.89175e-008,1.62018e-008,1.643e-010,4.52269e-009,4.59787e-008,1.72465e-007,2.40678e-007,1.25013e-007,2.56653e-008,1.03718e-010,2.85506e-009,2.90251e-008,1.08873e-007,1.51934e-007,7.89176e-008,1.62018e-008,2.60004e-011,7.15713e-010,7.2761e-009,2.72925e-008,3.80872e-008,1.97833e-008,4.06151e-009,2.56453e-012,7.0594e-011,7.17674e-010,2.69198e-009,3.75671e-009,1.95131e-009,4.00606e-010,9.83732e-014,2.70793e-012,2.75294e-011,1.03262e-010,1.44104e-010,7.48507e-011,1.53669e-011,1.45101e-015,3.99421e-014,4.0606e-013,1.52312e-012,2.12555e-012,1.10405e-012,2.26663e-013,8.15225e-018,2.24407e-016,2.28137e-015,8.55738e-015,1.1942e-014,6.20292e-015,1.27346e-015
