gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4]
10,0.535792,-3.58941,-3.58941,-3.58941,-3.58941,-3.58941,-3.11422,-3.11422,-3.11422,-3.11422,-3.11422,-2.74362,-2.74362,-2.74362,-2.74362,-2.74362,-2.46188,-2.46188,-2.46188,-2.46188,-2.46188,-2.25443,-2.25443,-2.25443,-2.25443,-2.25443
11,0.598381,-3.13772,-3.13772,-3.13772,-3.13772,-3.13772,-2.70539,-2.70539,-2.70539,-2.70539,-2.70539,-2.36447,-2.36447,-2.36447,-2.36447,-2.36447,-2.10259,-2.10259,-2.10259,-2.10259,-2.10259,-1.90741,-1.90741,-1.90741,-1.90741,-1.90741
12,0.662804,-2.77894,-2.77894,-2.77894,-2.77894,-2.77894,-2.38683,-2.38683,-2.38683,-2.38683,-2.38683,-2.07075,-2.07075,-2.07075,-2.07075,-2.07075,-1.82643,-1.82643,-1.82643,-1.82643,-1.82643,-1.64238,-1.64238,-1.64238,-1.64238,-1.64238
13,0.729114,-2.48873,-2.48873,-2.48873,-2.48873,-2.48873,-2.12919,-2.12919,-2.12919,-2.12919,-2.12919,-1.83668,-1.83668,-1.83668,-1.83668,-1.83668,-1.60839,-1.60839,-1.60839,-1.60839,-1.60839,-1.43509,-1.43509,-1.43509,-1.43509,-1.43509
14,0.797368,-2.24684,-2.24684,-2.24684,-2.24684,-2.24684,-1.91687,-1.91687,-1.91687,-1.91687,-1.91687,-1.64684,-1.64684,-1.64684,-1.64684,-1.64684,-1.43326,-1.43326,-1.43326,-1.43326,-1.43326,-1.26968,-1.26968,-1.26968,-1.26968,-1.26968
15,0.867622,-2.04187,-2.04187,-2.04187,-2.04187,-2.04187,-1.74047,-1.74047,-1.74047,-1.74047,-1.74047,-1.48919,-1.48919,-1.48919,-1.48919,-1.48919,-1.28969,-1.28969,-1.28969,-1.28969,-1.28969,-1.13512,-1.13512,-1.13512,-1.13512,-1.13512
16,0.939934,-1.86789,-1.86789,-1.86789,-1.86789,-1.86789,-1.59013,-1.59013,-1.59013,-1.59013,-1.59013,-1.35725,-1.35725,-1.35725,-1.35725,-1.35725,-1.16968,-1.16968,-1.16968,-1.16968,-1.16968,-1.0242,-1.0242,-1.0242,-1.0242,-1.0242
17,1.01437,-1.71719,-1.71719,-1.71719,-1.71719,-1.71719,-1.46098,-1.46098,-1.46098,-1.46098,-1.46098,-1.24471,-1.24471,-1.24471,-1.24471,-1.24471,-1.06905,-1.06905,-1.06905,-1.06905,-1.06905,-0.931241,-0.931241,-0.931241,-0.931241,-0.931241
18,1.09098,-1.58503,-1.58503,-1.58503,-1.58503,-1.58503,-1.34872,-1.34872,-1.34872,-1.34872,-1.34872,-1.1471,-1.1471,-1.1471,-1.1471,-1.1471,-0.982424,-0.982424,-0.982424,-0.982424,-0.982424,-0.852412,-0.852412,-0.852412,-0.852412,-0.852412
19,1.16984,-1.46817,-1.46817,-1.46817,-1.46817,-1.46817,-1.25002,-1.25002,-1.25002,-1.25002,-1.25002,-1.06264,-1.06264,-1.06264,-1.06264,-1.06264,-0.907862,-0.907862,-0.907862,-0.907862,-0.907862,-0.784904,-0.784904,-0.784904,-0.784904,-0.784904
20,1.25101,-1.36468,-1.36468,-1.36468,-1.36468,-1.36468,-1.16323,-1.16323,-1.16323,-1.16323,-1.16323,-0.988201,-0.988201,-0.988201,-0.988201,-0.988201,-0.842684,-0.842684,-0.842684,-0.842684,-0.842684,-0.726367,-0.726367,-0.726367,-0.726367,-0.726367
21,1.33455,-1.27229,-1.27229,-1.27229,-1.27229,-1.27229,-1.08561,-1.08561,-1.08561,-1.08561,-1.08561,-0.921706,-0.921706,-0.921706,-0.921706,-0.921706,-0.785374,-0.785374,-0.785374,-0.785374,-0.785374,-0.675192,-0.675192,-0.675192,-0.675192,-0.675192
22,1.42055,-1.18859,-1.18859,-1.18859,-1.18859,-1.18859,-1.01547,-1.01547,-1.01547,-1.01547,-1.01547,-0.862771,-0.862771,-0.862771,-0.862771,-0.862771,-0.734257,-0.734257,-0.734257,-0.734257,-0.734257,-0.63021,-0.63021,-0.63021,-0.63021,-0.63021
23,1.50907,-1.11318,-1.11318,-1.11318,-1.11318,-1.11318,-0.95218,-0.95218,-0.95218,-0.95218,-0.95218,-0.809658,-0.809658,-0.809658,-0.809658,-0.809658,-0.688682,-0.688682,-0.688682,-0.688682,-0.688682,-0.589983,-0.589983,-0.589983,-0.589983,-0.589983
24,1.60018,-1.04471,-1.04471,-1.04471,-1.04471,-1.04471,-0.895072,-0.895072,-0.895072,-0.895072,-0.895072,-0.76146,-0.76146,-0.76146,-0.76146,-0.76146,-0.647749,-0.647749,-0.647749,-0.647749,-0.647749,-0.554327,-0.554327,-0.554327,-0.554327,-0.554327
25,1.69396,-0.981685,-0.981685,-0.981685,-0.981685,-0.981685,-0.842788,-0.842788,-0.842788,-0.842788,-0.842788,-0.717752,-0.717752,-0.717752,-0.717752,-0.717752,-0.61046,-0.61046,-0.61046,-0.61046,-0.61046,-0.521981,-0.521981,-0.521981,-0.521981,-0.521981
26,1.79048,-0.923742,-0.923742,-0.923742,-0.923742,-0.923742,-0.794582,-0.794582,-0.794582,-0.794582,-0.794582,-0.67749,-0.67749,-0.67749,-0.67749,-0.67749,-0.57664,-0.57664,-0.57664,-0.57664,-0.57664,-0.492849,-0.492849,-0.492849,-0.492849,-0.492849
27,1.88984,-0.871079,-0.871079,-0.871079,-0.871079,-0.871079,-0.750512,-0.750512,-0.750512,-0.750512,-0.750512,-0.640786,-0.640786,-0.640786,-0.640786,-0.640786,-0.545774,-0.545774,-0.545774,-0.545774,-0.545774,-0.466259,-0.466259,-0.466259,-0.466259,-0.466259
28,1.99211,-0.822332,-0.822332,-0.822332,-0.822332,-0.822332,-0.709797,-0.709797,-0.709797,-0.709797,-0.709797,-0.607002,-0.607002,-0.607002,-0.607002,-0.607002,-0.517131,-0.517131,-0.517131,-0.517131,-0.517131,-0.441989,-0.441989,-0.441989,-0.441989,-0.441989
29,2.09737,-0.776905,-0.776905,-0.776905,-0.776905,-0.776905,-0.671957,-0.671957,-0.671957,-0.671957,-0.671957,-0.575544,-0.575544,-0.575544,-0.575544,-0.575544,-0.490954,-0.490954,-0.490954,-0.490954,-0.490954,-0.419605,-0.419605,-0.419605,-0.419605,-0.419605
30,2.20572,-0.734648,-0.734648,-0.734648,-0.734648,-0.734648,-0.636807,-0.636807,-0.636807,-0.636807,-0.636807,-0.546255,-0.546255,-0.546255,-0.546255,-0.546255,-0.466657,-0.466657,-0.466657,-0.466657,-0.466657,-0.398955,-0.398955,-0.398955,-0.398955,-0.398955
31,2.31725,-0.695399,-0.695399,-0.695399,-0.695399,-0.695374,-0.604296,-0.604296,-0.604296,-0.604296,-0.604296,-0.519244,-0.519244,-0.519244,-0.519244,-0.519244,-0.443988,-0.443988,-0.443988,-0.443988,-0.443988,-0.379935,-0.379935,-0.379935,-0.379935,-0.379935
32,2.43204,-0.659001,-0.659001,-0.659001,-0.659001,-0.659001,-0.573719,-0.573719,-0.573719,-0.573719,-0.573719,-0.493959,-0.493959,-0.493959,-0.493959,-0.493959,-0.422987,-0.422987,-0.422987,-0.422987,-0.422987,-0.362148,-0.362148,-0.362148,-0.362148,-0.362148
33,2.5502,-0.624926,-0.624926,-0.624926,-0.624926,-0.624926,-0.544948,-0.544948,-0.544948,-0.544948,-0.544948,-0.470173,-0.470173,-0.470173,-0.470173,-0.470173,-0.403178,-0.403178,-0.403178,-0.403178,-0.403178,-0.345566,-0.345566,-0.345566,-0.345566,-0.345566
34,2.67182,-0.593014,-0.593014,-0.593014,-0.593014,-0.592952,-0.518256,-0.518256,-0.518256,-0.518256,-0.518256,-0.447943,-0.447943,-0.447943,-0.447943,-0.447943,-0.384703,-0.384703,-0.384703,-0.384703,-0.384703,-0.33015,-0.33015,-0.33015,-0.33015,-0.33015
35,2.797,-0.562961,-0.562961,-0.562961,-0.562961,-0.562815,-0.493242,-0.493242,-0.493242,-0.493242,-0.493242,-0.427052,-0.427052,-0.427052,-0.427052,-0.427052,-0.367435,-0.367435,-0.367435,-0.367435,-0.367435,-0.31555,-0.31555,-0.31555,-0.31555,-0.31555
36,2.92586,-0.534858,-0.534858,-0.534858,-0.534858,-0.534647,-0.469574,-0.469574,-0.469574,-0.469574,-0.469574,-0.407357,-0.407357,-0.407357,-0.407357,-0.407357,-0.351064,-0.351064,-0.351064,-0.351064,-0.351064,-0.30193,-0.30193,-0.30193,-0.30193,-0.30193
37,3.05848,-0.50844,-0.50844,-0.50844,-0.50844,-0.508286,-0.44722,-0.44722,-0.44722,-0.44722,-0.447179,-0.388725,-0.388725,-0.388725,-0.388725,-0.388725,-0.335549,-0.335549,-0.335549,-0.335549,-0.335549,-0.289067,-0.289067,-0.289067,-0.289067,-0.289067
38,3.195,-0.483549,-0.483549,-0.483549,-0.483513,-0.483374,-0.426119,-0.426119,-0.426119,-0.426119,-0.426047,-0.371285,-0.371285,-0.371285,-0.371285,-0.371283,-0.321024,-0.321024,-0.321024,-0.321024,-0.321024,-0.276859,-0.276859,-0.276859,-0.276859,-0.276859
39,3.33551,-0.460019,-0.460019,-0.460019,-0.460019,-0.459809,-0.406312,-0.406312,-0.406312,-0.406312,-0.406298,-0.354685,-0.354685,-0.354685,-0.354685,-0.35468,-0.307254,-0.307254,-0.307254,-0.307254,-0.307254,-0.265398,-0.265398,-0.265398,-0.265398,-0.265398
40,3.48015,-0.437793,-0.437793,-0.437793,-0.437793,-0.437491,-0.38756,-0.38756,-0.38756,-0.38756,-0.387529,-0.338872,-0.338872,-0.338872,-0.338872,-0.338872,-0.294139,-0.294139,-0.294139,-0.294139,-0.294139,-0.254438,-0.254438,-0.254438,-0.254438,-0.254438
41,3.62902,-0.416771,-0.416771,-0.416771,-0.41677,-0.416393,-0.36979,-0.36979,-0.36979,-0.36979,-0.369671,-0.323956,-0.323956,-0.323956,-0.323956,-0.323943,-0.281712,-0.281712,-0.281712,-0.281712,-0.281712,-0.244053,-0.244053,-0.244053,-0.244053,-0.244053
42,3.78225,-0.397018,-0.397018,-0.397018,-0.396951,-0.396558,-0.352886,-0.352886,-0.352886,-0.352886,-0.35269,-0.309882,-0.309882,-0.309882,-0.309882,-0.309839,-0.269908,-0.269908,-0.269908,-0.269908,-0.269908,-0.234265,-0.234265,-0.234265,-0.234265,-0.234265
43,3.93998,-0.378265,-0.378265,-0.378265,-0.378122,-0.377771,-0.336848,-0.336848,-0.336848,-0.336826,-0.336605,-0.296423,-0.296423,-0.296423,-0.296423,-0.296358,-0.25866,-0.25866,-0.25866,-0.25866,-0.25866,-0.224869,-0.224869,-0.224869,-0.224869,-0.224869
44,4.10232,-0.360444,-0.360444,-0.360444,-0.360288,-0.35992,-0.321654,-0.321654,-0.321654,-0.321634,-0.321417,-0.283574,-0.283574,-0.283574,-0.283574,-0.283495,-0.247897,-0.247897,-0.247897,-0.247897,-0.247897,-0.215869,-0.215869,-0.215869,-0.215869,-0.215869
45,4.26943,-0.343501,-0.343501,-0.343501,-0.343387,-0.342964,-0.307204,-0.307204,-0.307204,-0.307155,-0.306922,-0.271319,-0.271319,-0.271319,-0.271315,-0.271227,-0.237732,-0.237732,-0.237732,-0.237732,-0.237695,-0.207332,-0.207332,-0.207332,-0.207332,-0.207332
46,4.44143,-0.327379,-0.327379,-0.327379,-0.327301,-0.326849,-0.293415,-0.293415,-0.293415,-0.293388,-0.293122,-0.2597,-0.2597,-0.2597,-0.2597,-0.259577,-0.227971,-0.227971,-0.227971,-0.227971,-0.22793,-0.199181,-0.199181,-0.199181,-0.199181,-0.199181
47,4.61847,-0.312094,-0.312094,-0.312078,-0.311991,-0.311533,-0.280269,-0.280269,-0.280269,-0.280244,-0.279961,-0.248593,-0.248593,-0.248593,-0.248593,-0.248448,-0.218587,-0.218587,-0.218587,-0.218587,-0.218572,-0.191349,-0.191349,-0.191349,-0.191349,-0.191349
48,4.8007,-0.297639,-0.297639,-0.297639,-0.297451,-0.29698,-0.267719,-0.267719,-0.267719,-0.267695,-0.267396,-0.237986,-0.237986,-0.237986,-0.237977,-0.237821,-0.209627,-0.209627,-0.209627,-0.209627,-0.209602,-0.183843,-0.183843,-0.183843,-0.183843,-0.183836
49,4.98827,-0.283878,-0.283878,-0.283878,-0.283655,-0.283196,-0.255843,-0.255843,-0.255843,-0.255753,-0.255434,-0.227826,-0.227826,-0.227826,-0.227803,-0.227645,-0.201126,-0.201126,-0.201126,-0.201126,-0.201046,-0.176668,-0.176668,-0.176668,-0.176668,-0.176657
50,5.18134,-0.270767,-0.270767,-0.270767,-0.27052,-0.27008,-0.244502,-0.244502,-0.244502,-0.244378,-0.244065,-0.218098,-0.218098,-0.218098,-0.218063,-0.217904,-0.192937,-0.192937,-0.192937,-0.192937,-0.192847,-0.169777,-0.169777,-0.169777,-0.169777,-0.169777
51,5.38006,-0.258272,-0.258272,-0.258272,-0.258034,-0.257578,-0.23366,-0.23366,-0.23366,-0.233523,-0.233208,-0.208832,-0.208832,-0.208832,-0.208799,-0.2086,-0.185065,-0.185065,-0.185065,-0.185065,-0.184986,-0.163138,-0.163138,-0.163138,-0.163138,-0.163136
52,5.58461,-0.246383,-0.246383,-0.24636,-0.24614,-0.245691,-0.223294,-0.223294,-0.223294,-0.223178,-0.222846,-0.199968,-0.199968,-0.199968,-0.199922,-0.199708,-0.177511,-0.177511,-0.177511,-0.177497,-0.177426,-0.15681,-0.15681,-0.15681,-0.15681,-0.156769
53,5.79515,-0.235055,-0.235055,-0.234999,-0.234791,-0.234338,-0.213377,-0.213377,-0.213376,-0.213271,-0.212947,-0.19147,-0.19147,-0.19147,-0.191429,-0.191209,-0.170292,-0.170292,-0.170292,-0.170283,-0.170164,-0.150708,-0.150708,-0.150708,-0.150708,-0.150661
54,6.01186,-0.224238,-0.224238,-0.224165,-0.223957,-0.223515,-0.203916,-0.203916,-0.203894,-0.203784,-0.203474,-0.18332,-0.18332,-0.18332,-0.183277,-0.18307,-0.163369,-0.163369,-0.163369,-0.163369,-0.163236,-0.144816,-0.144816,-0.144816,-0.144816,-0.144791
55,6.23493,-0.213952,-0.213952,-0.213867,-0.21362,-0.213191,-0.194908,-0.194908,-0.194895,-0.194728,-0.194417,-0.175509,-0.175509,-0.175509,-0.175452,-0.175252,-0.15673,-0.15673,-0.15673,-0.156719,-0.156583,-0.139153,-0.139153,-0.139153,-0.139153,-0.139124
56,6.46452,-0.204131,-0.204131,-0.204063,-0.203789,-0.20335,-0.186299,-0.186299,-0.186288,-0.186106,-0.185765,-0.168063,-0.168063,-0.168063,-0.167967,-0.167751,-0.150341,-0.150341,-0.150341,-0.150314,-0.15019,-0.133752,-0.133752,-0.133752,-0.133752,-0.133673
57,6.70085,-0.194742,-0.194742,-0.194691,-0.194413,-0.19397,-0.178052,-0.178052,-0.178039,-0.177853,-0.177505,-0.160935,-0.160935,-0.160929,-0.160826,-0.160573,-0.144187,-0.144187,-0.144187,-0.14415,-0.144027,-0.128529,-0.128529,-0.128529,-0.128529,-0.128438
58,6.94411,-0.185781,-0.185781,-0.185734,-0.185457,-0.185018,-0.170149,-0.170149,-0.170134,-0.169948,-0.169601,-0.154081,-0.154081,-0.15407,-0.153968,-0.153708,-0.138304,-0.138304,-0.138304,-0.138261,-0.138086,-0.123484,-0.123484,-0.123484,-0.12348,-0.123399
59,7.19449,-0.177228,-0.177228,-0.177172,-0.176905,-0.176473,-0.162586,-0.162586,-0.162561,-0.162383,-0.162047,-0.147492,-0.147492,-0.147482,-0.14738,-0.147121,-0.132644,-0.132644,-0.132639,-0.1326,-0.132415,-0.118623,-0.118623,-0.118623,-0.1186,-0.118524
60,7.45221,-0.169061,-0.169061,-0.168993,-0.16874,-0.168319,-0.155348,-0.155348,-0.155301,-0.155131,-0.154814,-0.141156,-0.141156,-0.141151,-0.141045,-0.140806,-0.127191,-0.127191,-0.127189,-0.127143,-0.126958,-0.113945,-0.113945,-0.113945,-0.113931,-0.11382
61,7.71748,-0.16126,-0.16126,-0.161173,-0.160932,-0.160532,-0.148406,-0.148406,-0.148348,-0.148184,-0.147882,-0.135077,-0.135077,-0.135057,-0.134956,-0.134736,-0.121929,-0.121929,-0.121929,-0.121878,-0.121712,-0.109435,-0.109435,-0.109435,-0.109434,-0.109313
62,7.99052,-0.153799,-0.153799,-0.153702,-0.153475,-0.153088,-0.141769,-0.141769,-0.1417,-0.141525,-0.14124,-0.129257,-0.129257,-0.129239,-0.129117,-0.128901,-0.116865,-0.116865,-0.116865,-0.116803,-0.116653,-0.105093,-0.105093,-0.105093,-0.105082,-0.104966
63,8.27157,-0.146673,-0.146673,-0.146566,-0.146348,-0.145986,-0.135421,-0.135421,-0.13536,-0.135166,-0.134875,-0.123678,-0.123678,-0.123664,-0.123532,-0.123289,-0.11201,-0.11201,-0.11201,-0.111932,-0.111776,-0.100902,-0.100902,-0.100902,-0.100877,-0.10077
64,8.56085,-0.139885,-0.139885,-0.139764,-0.139541,-0.139191,-0.129339,-0.129339,-0.129292,-0.129099,-0.128786,-0.118323,-0.118323,-0.118307,-0.11818,-0.117926,-0.107355,-0.107355,-0.10735,-0.107274,-0.107084,-0.0968484,-0.0968484,-0.0968484,-0.0968154,-0.0967137
65,8.85861,-0.133396,-0.133396,-0.133281,-0.133028,-0.132693,-0.123515,-0.123515,-0.123472,-0.123284,-0.122975,-0.11318,-0.11318,-0.113164,-0.113038,-0.112793,-0.102869,-0.102869,-0.102858,-0.102788,-0.102601,-0.0929563,-0.0929563,-0.0929563,-0.0929209,-0.0927959
66,9.16509,-0.127199,-0.127188,-0.127082,-0.126834,-0.126484,-0.117946,-0.117945,-0.117892,-0.117712,-0.117405,-0.108247,-0.108247,-0.108225,-0.108103,-0.107864,-0.0985481,-0.0985481,-0.0985391,-0.0984654,-0.0982821,-0.0892122,-0.0892122,-0.089209,-0.0891799,-0.0890463
67,9.48056,-0.121272,-0.121254,-0.121154,-0.120917,-0.120557,-0.11261,-0.11261,-0.112553,-0.112374,-0.112075,-0.103516,-0.103516,-0.103481,-0.10336,-0.103133,-0.0943849,-0.0943849,-0.094378,-0.0943006,-0.0941302,-0.0855975,-0.0855975,-0.0855942,-0.0855623,-0.0854314
68,9.80527,-0.115604,-0.115575,-0.115482,-0.11525,-0.114906,-0.1075,-0.1075,-0.107431,-0.107261,-0.106974,-0.0989692,-0.0989692,-0.098925,-0.0988016,-0.0985873,-0.0903816,-0.0903816,-0.0903685,-0.0902885,-0.0901287,-0.0821016,-0.0821016,-0.0821016,-0.082064,-0.0819412
69,10.1395,-0.110182,-0.110154,-0.110059,-0.109834,-0.109496,-0.102599,-0.102599,-0.102526,-0.102357,-0.102087,-0.0946044,-0.0946044,-0.0945507,-0.0944232,-0.0942201,-0.0865385,-0.0865385,-0.0865229,-0.0864317,-0.0862716,-0.0787322,-0.0787322,-0.0787322,-0.0786822,-0.0785674
70,10.4835,-0.104995,-0.104972,-0.104871,-0.104655,-0.104324,-0.0979,-0.0979,-0.0978194,-0.0976569,-0.0974027,-0.0904224,-0.0904224,-0.0903734,-0.0902305,-0.0900265,-0.0828473,-0.0828473,-0.0828335,-0.0827355,-0.0825615,-0.0754923,-0.0754923,-0.0754923,-0.0754305,-0.0753125
71,10.8376,-0.100031,-0.100015,-0.0999124,-0.0997053,-0.0993853,-0.0934047,-0.0934047,-0.0933149,-0.0931543,-0.0929124,-0.0864013,-0.0864013,-0.0863581,-0.0862199,-0.0859983,-0.0792956,-0.0792956,-0.0792782,-0.0791856,-0.0789993,-0.0723809,-0.0723809,-0.072375,-0.0723164,-0.0721749
72,11.2021,-0.0952821,-0.0952693,-0.095166,-0.0949671,-0.0946684,-0.0891005,-0.0891005,-0.0890146,-0.0888408,-0.0886107,-0.0825386,-0.0825386,-0.0824974,-0.0823663,-0.0821426,-0.0758734,-0.0758734,-0.0758534,-0.0757651,-0.0755856,-0.0693729,-0.0693729,-0.0693607,-0.0693069,-0.0691686
73,11.5773,-0.090738,-0.0907284,-0.0906269,-0.0904405,-0.0901564,-0.084982,-0.084975,-0.0848972,-0.084725,-0.0844895,-0.0788346,-0.078832,-0.0787883,-0.0786648,-0.078448,-0.0725786,-0.0725786,-0.0725568,-0.0724692,-0.0722945,-0.0664654,-0.0664654,-0.0664552,-0.0663976,-0.0662615
74,11.9634,-0.0863953,-0.0863884,-0.0862887,-0.0861103,-0.0858431,-0.0810341,-0.0810222,-0.0809496,-0.0807868,-0.0805405,-0.075276,-0.075276,-0.075232,-0.0751095,-0.0749011,-0.0694109,-0.0694109,-0.0693845,-0.0692948,-0.0691311,-0.0636556,-0.0636556,-0.0636475,-0.0635883,-0.0634625
75,12.3609,-0.0822565,-0.082245,-0.0821468,-0.0819733,-0.0817222,-0.0772529,-0.077235,-0.0771691,-0.0770093,-0.0767696,-0.071862,-0.071862,-0.0718138,-0.071696,-0.0714952,-0.0663591,-0.0663591,-0.0663274,-0.0662395,-0.0660873,-0.0609458,-0.0609458,-0.0609369,-0.0608777,-0.0607603
76,12.77,-0.0783139,-0.0783011,-0.0781905,-0.0780249,-0.0777849,-0.0736342,-0.0736152,-0.0735494,-0.0733982,-0.0731654,-0.0685849,-0.0685849,-0.0685358,-0.0684187,-0.0682318,-0.063423,-0.063423,-0.0633888,-0.0633,-0.0631577,-0.0583394,-0.0583394,-0.0583283,-0.0582666,-0.0581528
77,13.1911,-0.0745469,-0.0745296,-0.0744232,-0.0742502,-0.0740205,-0.0701711,-0.0701538,-0.070086,-0.0699405,-0.0697168,-0.065442,-0.065442,-0.0653888,-0.0652784,-0.0651019,-0.0606103,-0.0606103,-0.0605773,-0.0604807,-0.0603402,-0.0558346,-0.0558346,-0.055826,-0.0557576,-0.0556395
78,13.6246,-0.0709448,-0.070923,-0.0708246,-0.0706437,-0.0704233,-0.0668546,-0.0668414,-0.066771,-0.0666286,-0.0664141,-0.0624322,-0.0624322,-0.062372,-0.062263,-0.0620991,-0.057907,-0.057907,-0.0578771,-0.0577833,-0.0576353,-0.0534269,-0.0534269,-0.0534171,-0.0533537,-0.0532277
79,14.0707,-0.0675006,-0.0674774,-0.0673818,-0.06721,-0.066987,-0.0636777,-0.0636683,-0.0635964,-0.06346,-0.0632518,-0.0595513,-0.0595513,-0.0594919,-0.0593748,-0.0592175,-0.0553087,-0.0553087,-0.0552809,-0.0551924,-0.0550397,-0.0511071,-0.0511071,-0.0510954,-0.0510355,-0.0509136
80,14.5299,-0.0642092,-0.0641827,-0.0640943,-0.06393,-0.0637054,-0.0606359,-0.0606276,-0.0605569,-0.0604261,-0.0602304,-0.0567923,-0.0567881,-0.056733,-0.0566141,-0.0564536,-0.0528179,-0.0528158,-0.0527866,-0.0527011,-0.0525536,-0.0488742,-0.0488742,-0.0488596,-0.0488005,-0.0486808
81,15.0026,-0.0610642,-0.0610366,-0.0609522,-0.0607953,-0.0605734,-0.057725,-0.0577194,-0.0576486,-0.0575246,-0.0573387,-0.0541462,-0.0541382,-0.0540848,-0.0539727,-0.0538051,-0.0504235,-0.0504235,-0.0503916,-0.0503074,-0.050161,-0.0467277,-0.0467277,-0.0467098,-0.0466478,-0.046535
82,15.4891,-0.0580592,-0.058031,-0.057949,-0.0577979,-0.0575853,-0.0549435,-0.054936,-0.0548671,-0.054745,-0.054571,-0.0516086,-0.051596,-0.0515476,-0.051438,-0.0512714,-0.0481238,-0.0481238,-0.0480892,-0.0480073,-0.047869,-0.0446589,-0.0446589,-0.0446366,-0.0445751,-0.0444685
83,15.9899,-0.055188,-0.0551598,-0.0550813,-0.0549357,-0.0547309,-0.05229,-0.0522797,-0.0522057,-0.0520876,-0.0519228,-0.0491751,-0.0491608,-0.0491123,-0.0490091,-0.0488471,-0.0459151,-0.0459151,-0.0458791,-0.0457976,-0.0456663,-0.0426658,-0.0426658,-0.0426422,-0.0425797,-0.0424784
