gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.9096,-57.9096,-57.9096,-57.9095,-57.9096,-57.9096,-57.9096,-52.2664,-52.2664,-52.2664,-52.2664,-52.2664,-52.2664,-52.2664,-48.2446,-48.2446,-48.2446,-48.2445,-48.2446,-48.2446,-48.2446,-45.2975,-45.2976,-45.2976,-45.2976,-45.2977,-45.2976,-45.2977,-42.8185,-42.8185,-42.8185,-42.8184,-42.8184,-42.8183,-42.8183,-40.527,-40.5269,-40.5269,-40.5267,-40.5267,-40.5266,-40.5266,-38.3123,-38.3122,-38.3122,-38.3121,-38.3121,-38.312,-38.3119
1,0.0156618,-55.8087,-55.7897,-55.7708,-55.7518,-55.733,-55.7142,-55.6954,-51.0894,-51.0786,-51.0678,-51.0569,-51.0461,-51.0353,-51.0245,-47.5875,-47.5813,-47.5752,-47.569,-47.5629,-47.5567,-47.5506,-44.8789,-44.8747,-44.8706,-44.8663,-44.8622,-44.858,-44.8538,-42.4991,-42.4958,-42.4926,-42.4893,-42.4861,-42.4828,-42.4795,-40.2686,-40.2659,-40.2632,-40.2605,-40.2579,-40.2551,-40.2524,-38.0966,-38.0944,-38.0922,-38.0898,-38.0877,-38.0855,-38.0832
2,0.031477,-54.1226,-54.0921,-54.0617,-54.0313,-54.0013,-53.9712,-53.9413,-50.1072,-50.089,-50.071,-50.0529,-50.0351,-50.0172,-49.9994,-47.0209,-47.0102,-46.9997,-46.989,-46.9786,-46.968,-46.9576,-44.4672,-44.4589,-44.4506,-44.4422,-44.434,-44.4264,-44.4188,-42.1844,-42.1782,-42.172,-42.1657,-42.1596,-42.1534,-42.1472,-40.0132,-40.008,-40.0028,-39.9976,-39.9925,-39.9873,-39.9821,-37.8839,-37.8795,-37.8752,-37.8707,-37.8664,-37.862,-37.8576
3,0.0474469,-52.7499,-52.7125,-52.6755,-52.6385,-52.6019,-52.5654,-52.5292,-49.2794,-49.2565,-49.2338,-49.211,-49.1886,-49.1661,-49.1438,-46.5267,-46.5116,-46.4966,-46.4814,-46.4664,-46.4513,-46.4363,-44.0897,-44.0783,-44.067,-44.0556,-44.0443,-44.0329,-44.0215,-41.8785,-41.8692,-41.8599,-41.8505,-41.8413,-41.8322,-41.8233,-39.7602,-39.7527,-39.7452,-39.7376,-39.7301,-39.7225,-39.715,-37.6722,-37.6658,-37.6594,-37.6529,-37.6466,-37.6401,-37.6337
4,0.0635732,-51.6182,-51.5771,-51.5364,-51.4959,-51.4558,-51.416,-51.3765,-48.5757,-48.5498,-48.5241,-48.4985,-48.4731,-48.4478,-48.4228,-46.0202,-46,-45.9798,-45.9595,-45.9394,-45.9192,-45.899,-43.7171,-43.7025,-43.6879,-43.6733,-43.6587,-43.6441,-43.6295,-41.5801,-41.5681,-41.5562,-41.5442,-41.5323,-41.5202,-41.5083,-39.5107,-39.5006,-39.4906,-39.4806,-39.4708,-39.461,-39.4512,-37.4615,-37.4532,-37.4448,-37.4364,-37.4281,-37.4197,-37.4113
5,0.0798573,-50.6748,-50.632,-50.5897,-50.5476,-50.506,-50.4647,-50.4238,-47.9729,-47.9452,-47.9177,-47.8904,-47.8634,-47.8365,-47.8099,-45.553,-45.5305,-45.508,-45.4854,-45.463,-45.4404,-45.4179,-43.3507,-43.3331,-43.3159,-43.2986,-43.2814,-43.2642,-43.2469,-41.286,-41.2714,-41.257,-41.2424,-41.2279,-41.2134,-41.1989,-39.2651,-39.2528,-39.2406,-39.2282,-39.216,-39.2036,-39.1913,-37.2529,-37.2424,-37.232,-37.2214,-37.2111,-37.2008,-37.1905
6,0.0963008,-49.8806,-49.8374,-49.7947,-49.7524,-49.7106,-49.6691,-49.6281,-47.4528,-47.4242,-47.3958,-47.3628,-47.3287,-47.2944,-47.2603,-45.0984,-45.0739,-45.0495,-45.0249,-45.0005,-44.976,-44.9516,-43.0029,-42.9821,-42.9614,-42.9406,-42.9199,-42.8991,-42.8784,-40.9957,-40.9788,-40.9619,-40.9449,-40.9281,-40.9111,-40.8942,-39.0217,-39.0073,-38.9929,-38.9784,-38.9641,-38.9496,-38.9352,-37.0461,-37.0337,-37.0214,-37.0089,-36.9966,-36.9842,-36.9719
7,0.112905,-49.2061,-49.1634,-49.1212,-49.0794,-49.0382,-48.9973,-48.9569,-46.8822,-46.842,-46.8019,-46.7617,-46.7217,-46.6816,-46.6415,-44.6844,-44.6557,-44.6271,-44.5983,-44.5697,-44.541,-44.5124,-42.6615,-42.6384,-42.6154,-42.5922,-42.5692,-42.546,-42.5229,-40.7104,-40.6906,-40.671,-40.6517,-40.6327,-40.6135,-40.5943,-38.7804,-38.7639,-38.7475,-38.731,-38.7146,-38.6982,-38.6817,-36.8402,-36.826,-36.8119,-36.7976,-36.7835,-36.7693,-36.7552
8,0.129672,-48.6288,-48.5871,-48.5459,-48.5051,-48.465,-48.4252,-48.386,-46.3467,-46.3074,-46.2681,-46.2287,-46.1895,-46.1501,-46.1108,-44.2749,-44.2432,-44.2116,-44.1799,-44.1483,-44.1166,-44.085,-42.3278,-42.3023,-42.2768,-42.2512,-42.2257,-42.2001,-42.1746,-40.431,-40.409,-40.3871,-40.365,-40.3431,-40.3211,-40.2993,-38.5417,-38.5229,-38.5045,-38.486,-38.4676,-38.4492,-38.4308,-36.6353,-36.6194,-36.6035,-36.5876,-36.5717,-36.5558,-36.5399
9,0.146603,-48.0631,-48.0043,-47.9456,-47.8868,-47.8281,-47.7693,-47.7105,-45.8414,-45.7987,-45.7588,-45.7188,-45.679,-45.639,-45.5991,-43.8751,-43.842,-43.8088,-43.7756,-43.7425,-43.7093,-43.6761,-42.0011,-41.9722,-41.9444,-41.9165,-41.8888,-41.861,-41.8333,-40.1552,-40.1312,-40.1072,-40.0831,-40.0591,-40.035,-40.011,-38.3062,-38.2853,-38.2646,-38.2437,-38.2229,-38.2025,-38.1822,-36.4325,-36.4145,-36.3966,-36.3787,-36.3612,-36.3436,-36.326
10,0.1637,-47.3976,-47.3437,-47.2899,-47.2359,-47.1822,-47.1283,-47.0744,-45.3811,-45.3365,-45.292,-45.2474,-45.2029,-45.1583,-45.1148,-43.4958,-43.4587,-43.4218,-43.3863,-43.3513,-43.3162,-43.2811,-41.6826,-41.6516,-41.6207,-41.5896,-41.5588,-41.5288,-41.4988,-39.883,-39.8569,-39.8309,-39.8047,-39.7787,-39.7526,-39.7266,-38.0725,-38.0498,-38.0272,-38.0045,-37.9819,-37.9592,-37.9365,-36.2311,-36.2114,-36.1918,-36.1721,-36.1525,-36.1329,-36.1134
11,0.180965,-46.8381,-46.7785,-46.719,-46.6594,-46.6,-46.5407,-46.4874,-44.9284,-44.8811,-44.8339,-44.7866,-44.7394,-44.6921,-44.6448,-43.1288,-43.0901,-43.0513,-43.0125,-42.9738,-42.9353,-42.8979,-41.3691,-41.336,-41.3029,-41.2697,-41.2367,-41.2035,-41.1704,-39.6139,-39.5858,-39.5579,-39.5298,-39.5019,-39.4739,-39.4459,-37.8406,-37.8162,-37.7918,-37.7673,-37.7429,-37.7185,-37.6941,-36.0305,-36.0092,-35.988,-35.9666,-35.9454,-35.9241,-35.9029
