gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0.01,0.0464146,0.0728811,0.105799,0.148546,0.202997,0.271575,0.359002,0.0464464,0.0729117,0.105833,0.148579,0.203033,0.27161,0.359038,0.0464781,0.0729423,0.105867,0.148612,0.203069,0.271646,0.359073,0.0465098,0.0729728,0.105901,0.148646,0.203104,0.271682,0.359109,0.0465414,0.0730033,0.105935,0.148679,0.20314,0.271718,0.359144,0.0465732,0.0730339,0.105969,0.148713,0.203175,0.271754,0.35918,0.0466049,0.0730645,0.106003,0.148746,0.203211,0.27179,0.359216
1,0.0285363,0.0585459,0.0846223,0.119095,0.161649,0.216834,0.28595,0.373266,0.058642,0.0847132,0.119196,0.161746,0.216936,0.286055,0.37337,0.058738,0.084804,0.119296,0.161844,0.217039,0.28616,0.373474,0.058834,0.0848949,0.119397,0.161941,0.217142,0.286264,0.373577,0.0589299,0.0849857,0.119498,0.162038,0.217244,0.286369,0.373681,0.0590259,0.0850765,0.119599,0.162136,0.217347,0.286473,0.373785,0.059122,0.0851674,0.1197,0.162233,0.217449,0.286578,0.373889
2,0.0472874,0.0706894,0.0972932,0.132236,0.175434,0.230843,0.300574,0.388522,0.0708428,0.0974546,0.132397,0.175608,0.231015,0.300749,0.388706,0.0709962,0.0976159,0.132557,0.175781,0.231186,0.300923,0.388889,0.0711496,0.0977772,0.132718,0.175954,0.231357,0.301098,0.389073,0.0713029,0.0979385,0.132879,0.176127,0.231528,0.301273,0.389256,0.0714563,0.0980998,0.133039,0.1763,0.231699,0.301447,0.38944,0.0716097,0.0982612,0.1332,0.176473,0.231871,0.301622,0.389623
3,0.0662556,0.0826928,0.110489,0.145344,0.189601,0.245077,0.31551,0.404358,0.0829077,0.110723,0.145575,0.189841,0.245317,0.315762,0.404609,0.0831226,0.110958,0.145806,0.190082,0.245557,0.316015,0.40486,0.0833375,0.111192,0.146037,0.190322,0.245797,0.316267,0.40511,0.0835523,0.111426,0.146267,0.190562,0.246036,0.316519,0.405361,0.0837673,0.111661,0.146498,0.190803,0.246276,0.316771,0.405611,0.0839822,0.111895,0.146729,0.191043,0.246516,0.317024,0.405862
4,0.0854437,0.0957023,0.124411,0.159084,0.204181,0.260032,0.33111,0.420168,0.0959428,0.124657,0.159328,0.20444,0.260299,0.331388,0.42045,0.0961832,0.1249,0.159573,0.204699,0.260567,0.331666,0.420732,0.0964236,0.125143,0.159817,0.204959,0.260834,0.331944,0.421014,0.096664,0.125386,0.160061,0.205218,0.261101,0.332222,0.421295,0.0969045,0.125629,0.160305,0.205476,0.261368,0.3325,0.421577,0.0971449,0.125872,0.160549,0.205732,0.261636,0.332778,0.421859
5,0.104854,0.108941,0.137577,0.173076,0.218429,0.274928,0.346412,0.435689,0.109326,0.137946,0.173469,0.218813,0.275331,0.346814,0.436096,0.109712,0.138315,0.173862,0.219196,0.275733,0.347216,0.436503,0.110098,0.138685,0.174255,0.219579,0.276136,0.347619,0.43691,0.110484,0.139054,0.174647,0.219962,0.276538,0.348029,0.437317,0.110869,0.139423,0.17504,0.220346,0.27694,0.348439,0.437724,0.111255,0.139792,0.175433,0.220729,0.277343,0.34885,0.438131
6,0.124489,0.123667,0.151565,0.187903,0.233119,0.290255,0.361921,0.451691,0.123913,0.151921,0.188318,0.23356,0.290724,0.362391,0.452201,0.12416,0.152278,0.188733,0.234001,0.291194,0.36286,0.452712,0.124406,0.152634,0.189148,0.234442,0.291663,0.36333,0.453222,0.124645,0.152991,0.189563,0.234883,0.292132,0.3638,0.453733,0.124881,0.153347,0.189978,0.235324,0.292601,0.364269,0.454243,0.125116,0.153704,0.190393,0.235765,0.29307,0.364739,0.454754
7,0.144352,0.13681,0.165531,0.202801,0.248072,0.305866,0.377584,0.468786,0.137278,0.166042,0.203304,0.248592,0.306376,0.378084,0.469305,0.137745,0.166552,0.203807,0.249112,0.306887,0.378584,0.469825,0.138212,0.167063,0.20431,0.249632,0.307398,0.379113,0.470344,0.13868,0.167573,0.204812,0.250152,0.307908,0.379644,0.470863,0.139147,0.168083,0.205315,0.250672,0.308419,0.380176,0.471383,0.139615,0.168594,0.205809,0.251192,0.30893,0.380708,0.471878
8,0.164445,0.150677,0.180456,0.217597,0.263643,0.32167,0.394236,0.485024,0.151276,0.181074,0.218195,0.264261,0.322288,0.394842,0.48561,0.151875,0.181692,0.218794,0.264878,0.322907,0.395447,0.486195,0.152474,0.18231,0.219392,0.265496,0.323525,0.396053,0.486781,0.153073,0.182928,0.219991,0.266113,0.324143,0.396659,0.487366,0.153672,0.183545,0.220589,0.266731,0.324761,0.397264,0.487952,0.154271,0.184163,0.221188,0.267349,0.325379,0.39787,0.488537
9,0.18477,0.165156,0.195726,0.232692,0.279486,0.337789,0.410862,0.501556,0.165866,0.196425,0.233373,0.280199,0.338498,0.411577,0.502274,0.166576,0.197123,0.234053,0.280911,0.339207,0.412291,0.502993,0.167286,0.197822,0.234734,0.281624,0.339915,0.413006,0.503711,0.167996,0.198521,0.235414,0.282336,0.340624,0.413721,0.50443,0.168705,0.19922,0.236095,0.283049,0.341332,0.414435,0.505148,0.169415,0.199919,0.236775,0.283761,0.342041,0.41515,0.505867
