gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
10,0.833427,-7.11329,-7.11329,-7.11329,-7.04065,-6.82961,-6.82961,-6.73047,-6.73047,-6.72419,-7.11329,-7.11329,-7.11329,-7.04065,-6.82961,-6.82961,-6.73047,-6.73047,-6.72419,-7.11329,-7.11329,-7.11329,-7.04065,-6.82961,-6.82961,-6.73047,-6.73047,-6.72419,-7.11329,-7.11329,-7.11329,-6.85406,-6.82961,-6.82961,-6.56448,-6.56448,-6.56316,-7.11329,-7.11329,-7.11329,-6.85406,-6.82961,-6.82961,-6.56448,-6.56448,-6.56316,-7.11329,-7.11329,-7.11329,-6.85406,-6.82961,-6.82961,-6.56448,-6.56448,-6.56316,-7.11329,-7.11329,-7.11329,-6.6798,-6.82961,-6.82961,-6.40993,-6.40993,-6.41291,-7.11329,-7.11329,-7.11329,-6.6798,-6.82961,-6.82961,-6.40993,-6.40993,-6.41291,-7.11329,-7.11329,-7.11329,-6.6798,-6.82961,-6.82961,-6.40993,-6.40993,-6.41291
11,0.937629,-6.98484,-6.98484,-6.98484,-6.93407,-6.71468,-6.71468,-6.64244,-6.64244,-6.63573,-6.98484,-6.98484,-6.98484,-6.93407,-6.71468,-6.71468,-6.64244,-6.64244,-6.63573,-6.98484,-6.98484,-6.98484,-6.93407,-6.71468,-6.71468,-6.64244,-6.64244,-6.63573,-6.98484,-6.98484,-6.98484,-6.73908,-6.71468,-6.71468,-6.46335,-6.46335,-6.46192,-6.98484,-6.98484,-6.98484,-6.73908,-6.71468,-6.71468,-6.46335,-6.46335,-6.46192,-6.98484,-6.98484,-6.98484,-6.73908,-6.71468,-6.71468,-6.46335,-6.46335,-6.46192,-6.98484,-6.98484,-6.98484,-6.55777,-6.71468,-6.71468,-6.29655,-6.29655,-6.29977,-6.98484,-6.98484,-6.98484,-6.55777,-6.71468,-6.71468,-6.29655,-6.29655,-6.29977,-6.98484,-6.98484,-6.98484,-6.55777,-6.71468,-6.71468,-6.29655,-6.29655,-6.29977
12,1.04629,-6.85781,-6.85781,-6.85781,-6.82372,-6.60028,-6.60028,-6.55377,-6.55377,-6.55377,-6.85781,-6.85781,-6.85781,-6.82372,-6.60028,-6.60028,-6.55377,-6.55377,-6.55377,-6.85781,-6.85781,-6.85781,-6.82372,-6.60028,-6.60028,-6.55377,-6.55377,-6.55377,-6.85781,-6.85781,-6.85781,-6.62411,-6.60028,-6.60028,-6.36198,-6.36198,-6.36198,-6.85781,-6.85781,-6.85781,-6.62411,-6.60028,-6.60028,-6.36198,-6.36198,-6.36198,-6.85781,-6.85781,-6.85781,-6.62411,-6.60028,-6.60028,-6.36198,-6.36198,-6.36198,-6.85781,-6.85781,-6.85781,-6.43877,-6.60028,-6.60028,-6.18352,-6.18352,-6.18352,-6.85781,-6.85781,-6.85781,-6.43877,-6.60028,-6.60028,-6.18352,-6.18352,-6.18352,-6.85781,-6.85781,-6.85781,-6.43877,-6.60028,-6.60028,-6.18352,-6.18352,-6.18352
13,1.15961,-6.732,-6.732,-6.732,-6.71196,-6.48631,-6.48631,-6.46537,-6.46537,-6.4443,-6.732,-6.732,-6.732,-6.71196,-6.48631,-6.48631,-6.46537,-6.46537,-6.4443,-6.732,-6.732,-6.732,-6.71196,-6.48631,-6.48631,-6.46537,-6.46537,-6.4443,-6.732,-6.732,-6.732,-6.50934,-6.48631,-6.48631,-6.26043,-6.26043,-6.25617,-6.732,-6.732,-6.732,-6.50934,-6.48631,-6.48631,-6.26043,-6.26043,-6.25617,-6.732,-6.732,-6.732,-6.50934,-6.48631,-6.48631,-6.26043,-6.26043,-6.25617,-6.732,-6.732,-6.732,-6.32129,-6.48631,-6.48631,-6.07078,-6.07078,-6.08059,-6.732,-6.732,-6.732,-6.32129,-6.48631,-6.48631,-6.07078,-6.07078,-6.08059,-6.732,-6.732,-6.732,-6.32129,-6.48631,-6.48631,-6.07078,-6.07078,-6.08059
14,1.27778,-6.60725,-6.60725,-6.60725,-6.59892,-6.37266,-6.37266,-6.37626,-6.37626,-6.35404,-6.60725,-6.60725,-6.60725,-6.59892,-6.37266,-6.37266,-6.37626,-6.37626,-6.35404,-6.60725,-6.60725,-6.60725,-6.59892,-6.37266,-6.37266,-6.37626,-6.37626,-6.35404,-6.60725,-6.60725,-6.60725,-6.39474,-6.37266,-6.37266,-6.15867,-6.15867,-6.15416,-6.60725,-6.60725,-6.60725,-6.39474,-6.37266,-6.37266,-6.15867,-6.15867,-6.15416,-6.60725,-6.60725,-6.60725,-6.39474,-6.37266,-6.37266,-6.15867,-6.15867,-6.15416,-6.60725,-6.60725,-6.60725,-6.20527,-6.37266,-6.37266,-5.95834,-5.95834,-5.96864,-6.60725,-6.60725,-6.60725,-6.20527,-6.37266,-6.37266,-5.95834,-5.95834,-5.96864,-6.60725,-6.60725,-6.60725,-6.20527,-6.37266,-6.37266,-5.95834,-5.95834,-5.96864
15,1.40101,-6.4834,-6.4834,-6.4834,-6.48757,-6.25927,-6.25927,-6.2864,-6.2864,-6.26014,-6.4834,-6.4834,-6.4834,-6.48757,-6.25927,-6.25927,-6.2864,-6.2864,-6.26014,-6.4834,-6.4834,-6.4834,-6.48757,-6.25927,-6.25927,-6.2864,-6.2864,-6.26014,-6.4834,-6.4834,-6.4834,-6.2807,-6.25927,-6.25927,-6.05672,-6.05672,-6.05137,-6.4834,-6.4834,-6.4834,-6.2807,-6.25927,-6.25927,-6.05672,-6.05672,-6.05137,-6.4834,-6.4834,-6.4834,-6.2807,-6.25927,-6.25927,-6.05672,-6.05672,-6.05137,-6.4834,-6.4834,-6.4834,-6.0889,-6.25927,-6.25927,-5.84622,-5.84622,-5.85828,-6.4834,-6.4834,-6.4834,-6.0889,-6.25927,-6.25927,-5.84622,-5.84622,-5.85828,-6.4834,-6.4834,-6.4834,-6.0889,-6.25927,-6.25927,-5.84622,-5.84622,-5.85828
16,1.52952,-6.36035,-6.36035,-6.36035,-6.3752,-6.14611,-6.14611,-6.19583,-6.19583,-6.16529,-6.36035,-6.36035,-6.36035,-6.3752,-6.14611,-6.14611,-6.19583,-6.19583,-6.16529,-6.36035,-6.36035,-6.36035,-6.3752,-6.14611,-6.14611,-6.19583,-6.19583,-6.16529,-6.36035,-6.36035,-6.36035,-6.16675,-6.14611,-6.14611,-5.95459,-5.95459,-5.94831,-6.36035,-6.36035,-6.36035,-6.16675,-6.14611,-6.14611,-5.95459,-5.95459,-5.94831,-6.36035,-6.36035,-6.36035,-6.16675,-6.14611,-6.14611,-5.95459,-5.95459,-5.94831,-6.36035,-6.36035,-6.36035,-5.9736,-6.14611,-6.14611,-5.73444,-5.73444,-5.74824,-6.36035,-6.36035,-6.36035,-5.9736,-6.14611,-6.14611,-5.73444,-5.73444,-5.74824,-6.36035,-6.36035,-6.36035,-5.9736,-6.14611,-6.14611,-5.73444,-5.73444,-5.74824
17,1.66353,-6.23801,-6.23801,-6.23801,-6.26851,-6.03313,-6.03313,-6.10458,-6.10458,-6.06955,-6.23801,-6.23801,-6.23801,-6.26851,-6.03313,-6.03313,-6.10458,-6.10458,-6.06955,-6.23801,-6.23801,-6.23801,-6.26851,-6.03313,-6.03313,-6.10458,-6.10458,-6.06955,-6.23801,-6.23801,-6.23801,-6.05397,-6.03313,-6.03313,-5.85234,-5.85234,-5.84499,-6.23801,-6.23801,-6.23801,-6.05397,-6.03313,-6.03313,-5.85234,-5.85234,-5.84499,-6.23801,-6.23801,-6.23801,-6.05397,-6.03313,-6.03313,-5.85234,-5.85234,-5.84499,-6.23801,-6.23801,-6.23801,-5.85572,-6.03313,-6.03313,-5.62295,-5.62295,-5.63854,-6.23801,-6.23801,-6.23801,-5.85572,-6.03313,-6.03313,-5.62295,-5.62295,-5.63854,-6.23801,-6.23801,-6.23801,-5.85572,-6.03313,-6.03313,-5.62295,-5.62295,-5.63854
18,1.80327,-6.1163,-6.1163,-6.1163,-6.1579,-5.92032,-5.92032,-6.01302,-6.01302,-5.96963,-6.1163,-6.1163,-6.1163,-6.1579,-5.92032,-5.92032,-6.01302,-6.01302,-5.96963,-6.1163,-6.1163,-6.1163,-6.1579,-5.92032,-5.92032,-6.01302,-6.01302,-5.96963,-6.1163,-6.1163,-6.1163,-5.94078,-5.92032,-5.92032,-5.74999,-5.74999,-5.74077,-6.1163,-6.1163,-6.1163,-5.94078,-5.92032,-5.92032,-5.74999,-5.74999,-5.74077,-6.1163,-6.1163,-6.1163,-5.94078,-5.92032,-5.92032,-5.74999,-5.74999,-5.74077,-6.1163,-6.1163,-6.1163,-5.74034,-5.92032,-5.92032,-5.51174,-5.51174,-5.53072,-6.1163,-6.1163,-6.1163,-5.74034,-5.92032,-5.92032,-5.51174,-5.51174,-5.53072,-6.1163,-6.1163,-6.1163,-5.74034,-5.92032,-5.92032,-5.51174,-5.51174,-5.53072
19,1.94901,-5.99517,-5.99517,-5.99517,-6.0502,-5.80767,-5.80767,-5.92124,-5.92124,-5.8652,-5.99517,-5.99517,-5.99517,-6.0502,-5.80767,-5.80767,-5.92124,-5.92124,-5.8652,-5.99517,-5.99517,-5.99517,-6.0502,-5.80767,-5.80767,-5.92124,-5.92124,-5.8652,-5.99517,-5.99517,-5.99517,-5.82827,-5.80767,-5.80767,-5.64753,-5.64753,-5.6356,-5.99517,-5.99517,-5.99517,-5.82827,-5.80767,-5.80767,-5.64753,-5.64753,-5.6356,-5.99517,-5.99517,-5.99517,-5.82827,-5.80767,-5.80767,-5.64753,-5.64753,-5.6356,-5.99517,-5.99517,-5.99517,-5.62381,-5.80767,-5.80767,-5.40081,-5.40081,-5.42493,-5.99517,-5.99517,-5.99517,-5.62381,-5.80767,-5.80767,-5.40081,-5.40081,-5.42493,-5.99517,-5.99517,-5.99517,-5.62381,-5.80767,-5.80767,-5.40081,-5.40081,-5.42493
20,2.10098,-5.87458,-5.87458,-5.87458,-5.94211,-5.69517,-5.69517,-5.82891,-5.82891,-5.7595,-5.87458,-5.87458,-5.87458,-5.94211,-5.69517,-5.69517,-5.82891,-5.82891,-5.7595,-5.87458,-5.87458,-5.87458,-5.94211,-5.69517,-5.69517,-5.82891,-5.82891,-5.7595,-5.87458,-5.87458,-5.87458,-5.71591,-5.69517,-5.69517,-5.54497,-5.54497,-5.53012,-5.87458,-5.87458,-5.87458,-5.71591,-5.69517,-5.69517,-5.54497,-5.54497,-5.53012,-5.87458,-5.87458,-5.87458,-5.71591,-5.69517,-5.69517,-5.54497,-5.54497,-5.53012,-5.87458,-5.87458,-5.87458,-5.5079,-5.69517,-5.69517,-5.2902,-5.2902,-5.31966,-5.87458,-5.87458,-5.87458,-5.5079,-5.69517,-5.69517,-5.2902,-5.2902,-5.31966,-5.87458,-5.87458,-5.87458,-5.5079,-5.69517,-5.69517,-5.2902,-5.2902,-5.31966
21,2.25946,-5.75449,-5.75449,-5.75449,-5.83742,-5.59486,-5.58283,-5.73603,-5.73603,-5.65626,-5.75449,-5.75449,-5.75449,-5.83742,-5.59486,-5.58283,-5.73603,-5.73603,-5.65626,-5.75449,-5.75449,-5.75449,-5.83742,-5.59486,-5.58283,-5.73603,-5.73603,-5.65626,-5.75449,-5.75449,-5.75449,-5.60432,-5.58281,-5.58283,-5.44231,-5.44231,-5.42509,-5.75449,-5.75449,-5.75449,-5.60432,-5.58281,-5.58283,-5.44231,-5.44231,-5.42509,-5.75449,-5.75449,-5.75449,-5.60432,-5.58281,-5.58283,-5.44231,-5.44231,-5.42509,-5.75449,-5.75449,-5.75449,-5.39056,-5.57076,-5.58283,-5.17992,-5.17992,-5.2132,-5.75449,-5.75449,-5.75449,-5.39056,-5.57076,-5.58283,-5.17992,-5.17992,-5.2132,-5.75449,-5.75449,-5.75449,-5.39056,-5.57076,-5.58283,-5.17992,-5.17992,-5.2132
22,2.42473,-5.63489,-5.63489,-5.63489,-5.72869,-5.49839,-5.47066,-5.64263,-5.64263,-5.54836,-5.63489,-5.63489,-5.63489,-5.72869,-5.49839,-5.47066,-5.64263,-5.64263,-5.54836,-5.63489,-5.63489,-5.63489,-5.72869,-5.49839,-5.47066,-5.64263,-5.64263,-5.54836,-5.63489,-5.63489,-5.63489,-5.49227,-5.47052,-5.47066,-5.33961,-5.33961,-5.31914,-5.63489,-5.63489,-5.63489,-5.49227,-5.47052,-5.47066,-5.33961,-5.33961,-5.31914,-5.63489,-5.63489,-5.63489,-5.49227,-5.47052,-5.47066,-5.33961,-5.33961,-5.31914,-5.63489,-5.63489,-5.63489,-5.27582,-5.44265,-5.47066,-5.07002,-5.07002,-5.10893,-5.63489,-5.63489,-5.63489,-5.27582,-5.44265,-5.47066,-5.07002,-5.07002,-5.10893,-5.63489,-5.63489,-5.63489,-5.27582,-5.44265,-5.47066,-5.07002,-5.07002,-5.10893
23,2.59707,-5.51578,-5.51578,-5.51578,-5.61564,-5.38698,-5.35866,-5.54874,-5.54874,-5.44715,-5.51578,-5.51578,-5.51578,-5.61564,-5.38698,-5.35866,-5.54874,-5.54874,-5.44715,-5.51578,-5.51578,-5.51578,-5.61564,-5.38698,-5.35866,-5.54874,-5.54874,-5.44715,-5.51578,-5.51578,-5.51578,-5.37974,-5.35841,-5.35866,-5.23688,-5.23688,-5.2145,-5.51578,-5.51578,-5.51578,-5.37974,-5.35841,-5.35866,-5.23688,-5.23688,-5.2145,-5.51578,-5.51578,-5.51578,-5.37974,-5.35841,-5.35866,-5.23688,-5.23688,-5.2145,-5.51578,-5.51578,-5.51578,-5.16383,-5.32983,-5.35866,-4.96052,-4.96052,-5.00156,-5.51578,-5.51578,-5.51578,-5.16383,-5.32983,-5.35866,-4.96052,-4.96052,-5.00156,-5.51578,-5.51578,-5.51578,-5.16383,-5.32983,-5.35866,-4.96052,-4.96052,-5.00156
24,2.77679,-5.39713,-5.39713,-5.39713,-5.50618,-5.27575,-5.24686,-5.45438,-5.45438,-5.34147,-5.39713,-5.39713,-5.39713,-5.50618,-5.27575,-5.24686,-5.45438,-5.45438,-5.34147,-5.39713,-5.39713,-5.39713,-5.50618,-5.27575,-5.24686,-5.45438,-5.45438,-5.34147,-5.39713,-5.39713,-5.39713,-5.26801,-5.24649,-5.24686,-5.13417,-5.13417,-5.10903,-5.39713,-5.39713,-5.39713,-5.26801,-5.24649,-5.24686,-5.13417,-5.13417,-5.10903,-5.39713,-5.39713,-5.39713,-5.26801,-5.24649,-5.24686,-5.13417,-5.13417,-5.10903,-5.39713,-5.39713,-5.39713,-5.05034,-5.21724,-5.24686,-4.8515,-4.8515,-4.89641,-5.39713,-5.39713,-5.39713,-5.05034,-5.21724,-5.24686,-4.8515,-4.8515,-4.89641,-5.39713,-5.39713,-5.39713,-5.05034,-5.21724,-5.24686,-4.8515,-4.8515,-4.89641
