gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4]
112,39.0479,-9.69414,-9.68829,-9.67761,-9.66233,-9.64296,-9.65025,-9.64455,-9.63399,-9.6191,-9.59979,-9.59955,-9.594,-9.58384,-9.56914,-9.54995,-9.543,-9.53783,-9.52793,-9.51339,-9.49472,-9.4824,-9.47748,-9.46777,-9.45364,-9.43527
113,40.239,-9.61121,-9.60539,-9.59476,-9.57951,-9.56024,-9.56855,-9.56287,-9.55235,-9.5375,-9.5183,-9.51925,-9.51373,-9.50354,-9.48892,-9.46982,-9.46419,-9.45905,-9.44918,-9.43472,-9.41604,-9.40525,-9.40033,-9.39065,-9.37653,-9.35825
114,41.4651,-9.52827,-9.52248,-9.51192,-9.49671,-9.47754,-9.48681,-9.48115,-9.47069,-9.45586,-9.43681,-9.43886,-9.43336,-9.42315,-9.40863,-9.38965,-9.38527,-9.38015,-9.37033,-9.35594,-9.33726,-9.32793,-9.32301,-9.31338,-9.29927,-9.28108
115,42.7271,-9.44534,-9.43959,-9.42909,-9.41393,-9.39484,-9.40506,-9.39942,-9.38902,-9.37421,-9.35529,-9.35841,-9.35294,-9.34274,-9.32829,-9.30943,-9.3063,-9.30114,-9.29139,-9.27709,-9.25843,-9.25048,-9.2456,-9.23602,-9.2219,-9.20382
116,44.0261,-9.36242,-9.3567,-9.34626,-9.33118,-9.31216,-9.32329,-9.31768,-9.30733,-9.29255,-9.27373,-9.27794,-9.27247,-9.26228,-9.24791,-9.22918,-9.2273,-9.22209,-9.2124,-9.19816,-9.17955,-9.17296,-9.16809,-9.15855,-9.14447,-9.12647
117,45.3631,-9.27954,-9.27383,-9.26344,-9.24844,-9.22949,-9.24152,-9.23592,-9.22563,-9.2109,-9.19218,-9.19744,-9.19198,-9.18182,-9.16751,-9.14889,-9.14822,-9.14298,-9.13333,-9.11915,-9.10061,-9.09536,-9.09047,-9.08099,-9.06699,-9.049
118,46.7394,-9.1967,-9.19099,-9.18064,-9.16572,-9.14686,-9.15977,-9.15416,-9.14394,-9.12926,-9.11064,-9.11693,-9.11146,-9.10137,-9.0871,-9.06859,-9.06912,-9.06386,-9.0542,-9.04009,-9.02164,-9.01765,-9.01279,-9.00335,-8.98941,-8.97143
119,48.1559,-9.11391,-9.10822,-9.09789,-9.08304,-9.06427,-9.07805,-9.07246,-9.06225,-9.04763,-9.02911,-9.03641,-9.03096,-9.0209,-9.00667,-8.9883,-8.98999,-8.98471,-8.97503,-8.961,-8.94266,-8.93991,-8.93503,-8.92564,-8.91176,-8.89381
120,49.614,-9.03117,-9.02551,-9.01522,-9.00042,-8.98173,-8.99635,-8.99078,-8.98061,-8.96602,-8.9476,-8.95592,-8.95048,-8.94045,-8.92626,-8.908,-8.91082,-8.90554,-8.89583,-8.88189,-8.86367,-8.86211,-8.85722,-8.84787,-8.83403,-8.81615
121,51.1148,-8.9485,-8.94286,-8.93261,-8.91789,-8.89927,-8.9147,-8.90915,-8.89903,-8.88445,-8.86614,-8.87545,-8.87002,-8.86003,-8.84587,-8.82771,-8.83162,-8.82635,-8.81662,-8.80278,-8.78467,-8.78425,-8.77938,-8.77004,-8.75627,-8.73844
122,52.6596,-8.8659,-8.86029,-8.85009,-8.83546,-8.81691,-8.83311,-8.82758,-8.8175,-8.80299,-8.78474,-8.79501,-8.78959,-8.77966,-8.76552,-8.74743,-8.75242,-8.74716,-8.73743,-8.72367,-8.70568,-8.70642,-8.7015,-8.69219,-8.67848,-8.66071
123,54.2497,-8.7834,-8.77781,-8.76765,-8.75312,-8.73465,-8.75158,-8.74608,-8.73605,-8.72161,-8.70343,-8.71461,-8.70921,-8.69932,-8.68524,-8.66721,-8.67324,-8.66799,-8.65826,-8.64457,-8.62669,-8.62857,-8.62361,-8.61433,-8.6007,-8.58296
124,55.8863,-8.70101,-8.69544,-8.68532,-8.67089,-8.65252,-8.67012,-8.66466,-8.65469,-8.64032,-8.62222,-8.63425,-8.62889,-8.61904,-8.605,-8.58706,-8.59407,-8.58885,-8.57916,-8.56552,-8.54773,-8.55071,-8.54572,-8.53647,-8.52293,-8.50521
125,57.5709,-8.61873,-8.61319,-8.60312,-8.58879,-8.57051,-8.58878,-8.58334,-8.57342,-8.55914,-8.54112,-8.55396,-8.54864,-8.53883,-8.52484,-8.50699,-8.51495,-8.50976,-8.50013,-8.48653,-8.46883,-8.47289,-8.46788,-8.45862,-8.44518,-8.42756
126,59.3049,-8.53659,-8.53106,-8.52106,-8.50682,-8.48866,-8.50754,-8.50212,-8.49226,-8.47809,-8.46014,-8.47377,-8.46847,-8.45872,-8.44477,-8.42703,-8.43589,-8.43073,-8.42116,-8.40762,-8.39,-8.39508,-8.39007,-8.38083,-8.36747,-8.34998
127,61.0897,-8.45459,-8.44908,-8.43914,-8.425,-8.40695,-8.42643,-8.42103,-8.41121,-8.39715,-8.3793,-8.39368,-8.3884,-8.37871,-8.3648,-8.34718,-8.35693,-8.35177,-8.34226,-8.32878,-8.31125,-8.31731,-8.31231,-8.30308,-8.28981,-8.27245
128,62.9268,-8.37277,-8.36726,-8.35739,-8.34335,-8.32542,-8.34545,-8.34007,-8.3303,-8.31633,-8.2986,-8.3137,-8.30843,-8.29881,-8.28495,-8.26746,-8.27806,-8.27292,-8.26345,-8.25002,-8.2326,-8.23959,-8.23461,-8.22538,-8.21222,-8.19497
129,64.8177,-8.29112,-8.28561,-8.2758,-8.26187,-8.24405,-8.26462,-8.25926,-8.24954,-8.23568,-8.21807,-8.23384,-8.22859,-8.21903,-8.20526,-8.18787,-8.19928,-8.19416,-8.18474,-8.17135,-8.15406,-8.16194,-8.15698,-8.14775,-8.13471,-8.11755
130,66.7641,-8.20965,-8.20415,-8.19441,-8.18057,-8.16286,-8.18394,-8.17861,-8.16895,-8.15519,-8.13771,-8.15411,-8.14888,-8.13939,-8.12571,-8.10842,-8.12061,-8.11552,-8.10614,-8.09279,-8.07564,-8.08437,-8.07943,-8.07021,-8.05727,-8.04022
131,68.7675,-8.12838,-8.12288,-8.11322,-8.09949,-8.08187,-8.10345,-8.09814,-8.08855,-8.07488,-8.05751,-8.07454,-8.06933,-8.05989,-8.04632,-8.02914,-8.04207,-8.037,-8.02768,-8.01436,-7.99735,-8.0069,-8.00198,-7.9928,-7.97993,-7.96301
