gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0138439,0.0643551,0.134642,0.226083,0,0,0,0.0138439,0.0643551,0.134642,0.226083,0,0,0,0.0138439,0.0643551,0.134642,0.226083,0,0,0,0.0138439,0.064355,0.134642,0.226083,0,0,0,0.0138437,0.064355,0.134642,0.226083,0,0,0,0.0138437,0.064355,0.134642,0.226083,0,0,0,0.0138437,0.064355,0.134642,0.226083
1,0.0185364,0,0,0,0.0261005,0.0779207,0.149551,0.242135,0,0,0,0.0262147,0.0780611,0.1497,0.242309,0,0,0,0.0263289,0.0782014,0.149849,0.242482,0,0,0,0.0264431,0.0783417,0.149998,0.242655,0,0,0,0.0265572,0.078482,0.150147,0.242828,0,0,0,0.0266714,0.0786224,0.150296,0.243002,0,0,0,0.0267856,0.0787628,0.150445,0.243175
2,0.0372875,0,0,0,0.0376958,0.0921206,0.164245,0.259525,0,0,0,0.037951,0.0924029,0.164533,0.259833,0,0,0,0.0382063,0.0926853,0.164821,0.260141,0,0,0,0.0384616,0.0929676,0.16511,0.26045,0,0,0,0.0387167,0.0932499,0.165398,0.260758,0,0,0,0.038972,0.0935323,0.165687,0.261066,0,0,0,0.0392273,0.0938146,0.165975,0.261374
3,0.0562558,0,0,0.00960385,0.0506827,0.106739,0.179146,0.275207,0,0,0.0100257,0.0510678,0.107175,0.179605,0.275672,0,0,0.0104475,0.051453,0.10761,0.180064,0.276137,0,0,0.0108692,0.0518381,0.108045,0.180523,0.276603,0,0,0.0112909,0.0522231,0.108481,0.180982,0.277068,0,0,0.0117127,0.0526083,0.108916,0.181441,0.277533,0,0,0.0121346,0.0529934,0.109351,0.1819,0.277998
4,0.0754439,0,0,0.0230186,0.0642846,0.121625,0.194803,0.289421,0,0,0.0234833,0.0648329,0.122212,0.195422,0.289952,0,0,0.023948,0.0653811,0.122799,0.196063,0.290483,0,0,0.0244127,0.0659293,0.123386,0.196704,0.291014,0,0,0.0248774,0.0664774,0.123973,0.197346,0.291545,0,0,0.0253421,0.0670257,0.124559,0.197987,0.292075,0,0,0.0258069,0.0675739,0.125146,0.198628,0.292606
5,0.0948544,0,0.000492943,0.0349762,0.0785124,0.136805,0.211282,0.303477,0,0.00120454,0.0355605,0.0792302,0.137567,0.212088,0.304346,0,0.00191614,0.0361448,0.079948,0.13833,0.212895,0.305215,0,0.00262767,0.0367291,0.0806658,0.139093,0.213701,0.306084,0,0.00333914,0.0373162,0.0813835,0.139856,0.214507,0.306953,0,0.00405074,0.0379659,0.0821014,0.140618,0.215314,0.307822,0,0.00476233,0.0386156,0.0828192,0.141381,0.21612,0.308691
6,0.11449,0,0.015224,0.0481674,0.0933724,0.152595,0.22779,0.321468,0,0.0160829,0.0489516,0.0942388,0.153515,0.228748,0.322517,0,0.0169418,0.0497358,0.0951109,0.154436,0.229706,0.323566,0,0.0178007,0.0505199,0.095997,0.155342,0.230664,0.324683,0,0.0186374,0.0513041,0.0968831,0.156247,0.231622,0.32582,0,0.0193425,0.0520883,0.0977693,0.157152,0.23258,0.326957,0,0.0200476,0.0528725,0.0986554,0.158058,0.233538,0.328094
7,0.134352,0,0.0280504,0.0621115,0.108713,0.168335,0.244956,0.340995,0,0.0288778,0.0630881,0.109753,0.169397,0.246164,0.342329,0.000930296,0.0297052,0.0640648,0.110793,0.17046,0.247373,0.343663,0.00193866,0.0305326,0.0650415,0.111833,0.171522,0.248582,0.344997,0.00294695,0.0313599,0.0660181,0.112873,0.172585,0.249791,0.34629,0.00395537,0.0321873,0.0669948,0.113913,0.173647,0.251,0.347403,0.0049638,0.0330147,0.0679715,0.114956,0.17471,0.252208,0.348516
8,0.154445,0.0148151,0.0415273,0.0767702,0.124333,0.184506,0.262691,0.359943,0.0157007,0.0423358,0.0779382,0.125536,0.185763,0.263976,0.360734,0.0165863,0.0431443,0.0791062,0.12674,0.187021,0.265261,0.361524,0.0174718,0.0439528,0.0802742,0.127943,0.188278,0.266546,0.362315,0.0183573,0.0447612,0.0814421,0.129147,0.189536,0.267832,0.363105,0.0191159,0.0455698,0.0826101,0.130351,0.190793,0.269117,0.363895,0.0198423,0.0463783,0.0837781,0.131554,0.192051,0.270402,0.364686
9,0.174771,0.0273266,0.0547084,0.0921423,0.140357,0.201206,0.279606,0.374638,0.0284027,0.0559061,0.093464,0.141762,0.202666,0.280948,0.375939,0.0294787,0.0571556,0.0947857,0.143166,0.204127,0.28225,0.37724,0.0305547,0.0584265,0.0961373,0.144571,0.205587,0.283552,0.378541,0.0316307,0.0596974,0.0974906,0.145976,0.207047,0.284855,0.379842,0.0327068,0.0609684,0.0988439,0.147381,0.208507,0.286157,0.381143,0.0337828,0.0622394,0.100197,0.148786,0.209968,0.287459,0.382444
10,0.195332,0.0402931,0.0711919,0.10973,0.158708,0.220252,0.296632,0.391621,0.0416324,0.0720698,0.110664,0.159685,0.22126,0.297531,0.392586,0.0429716,0.0729477,0.111599,0.160662,0.222268,0.298431,0.393551,0.0443107,0.0738255,0.112534,0.161638,0.223277,0.29933,0.394516,0.0456499,0.0747034,0.113469,0.162615,0.224285,0.30023,0.39548,0.0469891,0.0755867,0.114403,0.163591,0.225293,0.301129,0.396445,0.0483283,0.0764989,0.115345,0.164568,0.226301,0.302081,0.39741
11,0.216131,0.0562492,0.0869238,0.126116,0.175731,0.235758,0.312195,0.406459,0.0572206,0.0879332,0.127159,0.176817,0.237578,0.314125,0.408187,0.0581923,0.0889426,0.128202,0.177902,0.239451,0.316056,0.409914,0.0591639,0.089952,0.129245,0.178987,0.241324,0.317986,0.411641,0.0601356,0.0909614,0.130288,0.180073,0.243197,0.319916,0.413369,0.0611073,0.0919708,0.131331,0.181158,0.24507,0.321847,0.415329,0.062079,0.0929802,0.132374,0.182244,0.246944,0.323777,0.417742
12,0.237172,0.0717307,0.103212,0.142976,0.193025,0.256293,0.333949,0.431662,0.072797,0.104348,0.144153,0.194217,0.257563,0.335331,0.432674,0.0738633,0.105484,0.145331,0.195408,0.258821,0.336713,0.433686,0.0749296,0.106619,0.146509,0.196613,0.260049,0.338095,0.434698,0.0760168,0.107755,0.147686,0.197817,0.261277,0.339478,0.435709,0.0771235,0.10889,0.148864,0.199021,0.262506,0.34086,0.436721,0.0782303,0.110026,0.150042,0.200225,0.263734,0.342242,0.437733
13,0.258456,0.0878452,0.119945,0.16045,0.210685,0.271927,0.350865,0.447083,0.0890513,0.121194,0.161772,0.211997,0.274093,0.353032,0.449184,0.0902574,0.122444,0.163094,0.213309,0.276258,0.355199,0.451286,0.0914634,0.123694,0.164417,0.214621,0.278424,0.357365,0.453387,0.0926695,0.124943,0.165739,0.215933,0.280557,0.359532,0.455489,0.0938756,0.126193,0.167061,0.217261,0.282604,0.361698,0.45759,0.0950878,0.127442,0.168384,0.218593,0.284651,0.363865,0.459692
14,0.279986,0.102059,0.13448,0.175805,0.226087,0.289422,0.368896,0.465345,0.10423,0.136727,0.178076,0.22842,0.291639,0.37108,0.46817,0.1064,0.138975,0.180347,0.230754,0.293857,0.373265,0.470996,0.108571,0.141223,0.182618,0.233088,0.296074,0.37545,0.473821,0.110742,0.143471,0.184889,0.235421,0.298292,0.377634,0.476646,0.112913,0.145719,0.18716,0.237756,0.300509,0.379819,0.479471,0.11509,0.147967,0.189431,0.240096,0.302823,0.382004,0.482296
15,0.301766,0.118996,0.151966,0.193472,0.24426,0.307164,0.385891,0.48731,0.121362,0.154389,0.195917,0.246782,0.309794,0.388246,0.490334,0.123727,0.156944,0.198355,0.249304,0.312423,0.3906,0.493358,0.126093,0.159502,0.200792,0.251825,0.315052,0.39303,0.496381,0.128459,0.16206,0.203229,0.254347,0.317682,0.395503,0.499405,0.130824,0.164618,0.205667,0.256869,0.320311,0.397975,0.502429,0.13319,0.167176,0.208104,0.2594,0.32294,0.400447,0.505453
16,0.323799,0.136314,0.170506,0.214268,0.265842,0.329763,0.409735,0.514861,0.138911,0.173251,0.215885,0.267531,0.331559,0.410361,0.515422,0.141508,0.17594,0.217542,0.26922,0.333355,0.410987,0.515984,0.144105,0.178562,0.219206,0.270909,0.335151,0.411613,0.516545,0.146702,0.181184,0.220871,0.272598,0.336946,0.41224,0.517107,0.149299,0.183805,0.222535,0.274287,0.338742,0.412866,0.517668,0.151896,0.186427,0.2242,0.275976,0.340538,0.413492,0.51823
17,0.346087,0.161047,0.191949,0.232964,0.28153,0.346421,0.423744,0.525792,0.161756,0.193681,0.234743,0.284455,0.349359,0.427275,0.528334,0.162466,0.195411,0.236522,0.287381,0.352297,0.430806,0.530876,0.163175,0.19711,0.238267,0.290306,0.355235,0.434337,0.533419,0.163885,0.198809,0.239992,0.293232,0.358173,0.437864,0.535633,0.164594,0.200508,0.241718,0.296157,0.361111,0.440744,0.537763,0.165304,0.202207,0.243443,0.299082,0.364049,0.443624,0.539893
18,0.368632,0.173752,0.206778,0.248084,0.300589,0.369125,0.448616,0.543585,0.176802,0.209706,0.251057,0.303717,0.370993,0.450512,0.544988,0.179782,0.212634,0.25403,0.306853,0.372861,0.452408,0.54639,0.182762,0.215562,0.257004,0.309988,0.374729,0.454304,0.547792,0.185741,0.218597,0.260059,0.313124,0.376597,0.4562,0.549194,0.188721,0.221657,0.263194,0.316259,0.378466,0.458096,0.550596,0.191701,0.224717,0.266329,0.319395,0.380334,0.459992,0.551998
19,0.391439,0.192259,0.22529,0.266916,0.319982,0.38437,0.464487,0.555027,0.19542,0.228539,0.270244,0.323312,0.387579,0.46824,0.557437,0.198478,0.231789,0.273573,0.326658,0.390789,0.471994,0.560738,0.201537,0.235038,0.276901,0.330007,0.394062,0.475747,0.56496,0.204595,0.238219,0.280246,0.333355,0.39735,0.4795,0.569183,0.207653,0.241269,0.283793,0.336704,0.400639,0.483253,0.573406,0.210712,0.244319,0.287341,0.340052,0.403927,0.487004,0.577628
20,0.414511,0.214093,0.247691,0.291263,0.343755,0.407563,0.489413,0.580343,0.216095,0.249687,0.293585,0.345947,0.409716,0.492445,0.583805,0.218215,0.251683,0.295907,0.348149,0.411868,0.495477,0.588966,0.220338,0.253679,0.298229,0.350352,0.41402,0.498508,0.594126,0.22246,0.255676,0.30055,0.352555,0.416368,0.50154,0.599286,0.224583,0.257672,0.30278,0.354759,0.418774,0.504572,0.604447,0.226705,0.259789,0.304909,0.356962,0.421179,0.507603,0.609251
21,0.437849,0.233529,0.266845,0.311753,0.364045,0.431821,0.512944,0.613888,0.235771,0.269164,0.314002,0.366372,0.433391,0.515044,0.615843,0.237936,0.271482,0.316251,0.3687,0.434962,0.517144,0.617798,0.239975,0.273801,0.3185,0.371038,0.436532,0.519244,0.619752,0.242014,0.27612,0.320748,0.373377,0.438079,0.521344,0.621707,0.244053,0.278438,0.322997,0.375715,0.439505,0.523444,0.623662,0.246092,0.280865,0.325221,0.378054,0.44093,0.525545,0.625617
22,0.461458,0.251851,0.28833,0.331466,0.38466,0.445593,0.52738,0.627325,0.254,0.291116,0.333796,0.387124,0.449526,0.530961,0.630659,0.256149,0.293901,0.336126,0.389589,0.45346,0.534473,0.633992,0.258298,0.296687,0.338456,0.392052,0.457393,0.537639,0.638573,0.260737,0.299472,0.340786,0.394509,0.461326,0.540805,0.643409,0.2632,0.302175,0.343116,0.396967,0.465528,0.543972,0.648246,0.265662,0.304492,0.345446,0.399424,0.46974,0.547138,0.653083
23,0.485341,0.266951,0.305705,0.351544,0.408452,0.474468,0.550693,0.654915,0.271142,0.309648,0.354158,0.410049,0.47616,0.551965,0.658059,0.275332,0.313592,0.356773,0.411647,0.477852,0.553237,0.660948,0.279522,0.317535,0.359387,0.413244,0.479544,0.554509,0.66303,0.284556,0.321478,0.362002,0.414845,0.481236,0.555781,0.665112,0.289694,0.32536,0.364616,0.416458,0.482928,0.557053,0.667194,0.294832,0.329153,0.367231,0.418071,0.48462,0.558325,0.669276
24,0.5095,0.299565,0.332647,0.367763,0.421599,0.488327,0.562229,0.6697,0.301625,0.334168,0.372375,0.426032,0.49299,0.567328,0.673237,0.303208,0.335689,0.37703,0.430466,0.497652,0.572428,0.676774,0.304755,0.33721,0.381684,0.434899,0.502315,0.577528,0.68031,0.306302,0.338731,0.386338,0.439338,0.506977,0.582628,0.683847,0.307849,0.340252,0.390993,0.44379,0.511427,0.588835,0.687567,0.309396,0.341773,0.395511,0.448241,0.515626,0.595327,0.691973
25,0.533939,0.312045,0.344378,0.390048,0.442886,0.510574,0.595299,0.691954,0.31629,0.348873,0.394813,0.447551,0.514975,0.599504,0.694807,0.320535,0.353591,0.399533,0.452215,0.519375,0.603708,0.697661,0.324723,0.358309,0.404253,0.45688,0.523775,0.607913,0.700514,0.328722,0.363028,0.408973,0.461545,0.528176,0.610868,0.703367,0.332721,0.367746,0.413693,0.466192,0.532576,0.613405,0.70622,0.33672,0.372833,0.418091,0.47084,0.536788,0.615942,0.709073
26,0.558661,0.331243,0.366002,0.411948,0.464474,0.53095,0.615032,0.708049,0.335427,0.371161,0.416691,0.469337,0.535454,0.619326,0.71288,0.339611,0.376573,0.421221,0.4742,0.539772,0.623621,0.719309,0.343795,0.381986,0.425752,0.479062,0.544091,0.627916,0.725825,0.348351,0.387398,0.430283,0.483925,0.548409,0.632211,0.732341,0.353358,0.392723,0.434813,0.488806,0.552728,0.637068,0.738857,0.358365,0.397791,0.439501,0.493695,0.557046,0.642604,0.74344
27,0.58367,0.362706,0.402185,0.443843,0.497934,0.561241,0.647404,0.747087,0.363941,0.403435,0.445078,0.49914,0.562531,0.648769,0.748124,0.365176,0.404685,0.446313,0.500345,0.563821,0.650134,0.749161,0.366411,0.405935,0.447548,0.501551,0.565111,0.6515,0.750198,0.367645,0.407184,0.448783,0.502757,0.566401,0.652865,0.751235,0.368918,0.408434,0.450018,0.503962,0.567691,0.65423,0.752272,0.370338,0.409684,0.451253,0.505168,0.568981,0.655595,0.753309
28,0.608968,0.381314,0.418555,0.460793,0.514513,0.578948,0.664748,0.761321,0.385195,0.421414,0.463971,0.517826,0.582472,0.667564,0.764154,0.389076,0.424274,0.4671,0.521139,0.586263,0.67038,0.766987,0.392809,0.427133,0.47023,0.524452,0.590192,0.673196,0.771818,0.396312,0.429992,0.473359,0.527765,0.59412,0.676012,0.776681,0.399816,0.432851,0.476489,0.531078,0.598049,0.678828,0.781545,0.403319,0.435711,0.479618,0.534392,0.601978,0.681644,0.786409
