gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
0,0,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226,-34.6028,-34.6028,-34.6028,-32.2777,-32.2777,-32.2777,-30.3226,-30.3226,-30.3226
1,0.0572595,-33.2885,-33.2885,-33.2885,-31.6345,-31.3966,-31.3966,-29.8571,-29.8571,-29.6384,-33.2885,-33.2885,-33.2885,-31.6345,-31.3966,-31.3966,-29.8571,-29.8571,-29.6384,-33.2885,-33.2885,-33.2885,-31.6345,-31.3966,-31.3966,-29.8571,-29.8571,-29.6384,-33.2885,-33.2885,-33.2885,-31.4686,-31.3966,-31.3966,-29.7274,-29.7274,-29.6384,-33.2885,-33.2885,-33.2885,-31.4686,-31.3966,-31.3966,-29.7274,-29.7274,-29.6384,-33.2885,-33.2885,-33.2885,-31.4686,-31.3966,-31.3966,-29.7274,-29.7274,-29.6384,-33.2885,-33.2885,-33.2885,-31.3026,-31.3966,-31.3966,-29.5977,-29.5977,-29.6384,-33.2885,-33.2885,-33.2885,-31.3026,-31.3966,-31.3966,-29.5977,-29.5977,-29.6384,-33.2885,-33.2885,-33.2885,-31.3026,-31.3966,-31.3966,-29.5977,-29.5977,-29.6384
2,0.116568,-32.2524,-32.2524,-32.2524,-30.9561,-30.5879,-30.5879,-29.3099,-29.3099,-29.3099,-32.2524,-32.2524,-32.2524,-30.9561,-30.5879,-30.5879,-29.3099,-29.3099,-29.3099,-32.2524,-32.2524,-32.2524,-30.9561,-30.5879,-30.5879,-29.3099,-29.3099,-29.3099,-32.2524,-32.2524,-32.2524,-30.6689,-30.5879,-30.5879,-29.0678,-29.0678,-29.0678,-32.2524,-32.2524,-32.2524,-30.6689,-30.5879,-30.5879,-29.0678,-29.0678,-29.0678,-32.2524,-32.2524,-32.2524,-30.6689,-30.5879,-30.5879,-29.0678,-29.0678,-29.0678,-32.2524,-32.2524,-32.2524,-30.3818,-30.5879,-30.5879,-28.8256,-28.8256,-28.8256,-32.2524,-32.2524,-32.2524,-30.3818,-30.5879,-30.5879,-28.8256,-28.8256,-28.8256,-32.2524,-32.2524,-32.2524,-30.3818,-30.5879,-30.5879,-28.8256,-28.8256,-28.8256
3,0.177999,-31.338,-31.338,-31.338,-30.3205,-29.8251,-29.8251,-28.7739,-28.7739,-28.7739,-31.338,-31.338,-31.338,-30.3205,-29.8251,-29.8251,-28.7739,-28.7739,-28.7739,-31.338,-31.338,-31.338,-30.3205,-29.8251,-29.8251,-28.7739,-28.7739,-28.7739,-31.338,-31.338,-31.338,-29.9132,-29.8251,-29.8251,-28.4303,-28.4303,-28.4303,-31.338,-31.338,-31.338,-29.9132,-29.8251,-29.8251,-28.4303,-28.4303,-28.4303,-31.338,-31.338,-31.338,-29.9132,-29.8251,-29.8251,-28.4303,-28.4303,-28.4303,-31.338,-31.338,-31.338,-29.5135,-29.8251,-29.8251,-28.0905,-28.0905,-28.0905,-31.338,-31.338,-31.338,-29.5135,-29.8251,-29.8251,-28.0905,-28.0905,-28.0905,-31.338,-31.338,-31.338,-29.5135,-29.8251,-29.8251,-28.0905,-28.0905,-28.0905
4,0.241629,-30.4858,-30.4858,-30.4858,-29.7128,-29.1013,-29.1013,-28.2599,-28.2599,-28.2599,-30.4858,-30.4858,-30.4858,-29.7128,-29.1013,-29.1013,-28.2599,-28.2599,-28.2599,-30.4858,-30.4858,-30.4858,-29.7128,-29.1013,-29.1013,-28.2599,-28.2599,-28.2599,-30.4858,-30.4858,-30.4858,-29.1907,-29.1013,-29.1013,-27.8125,-27.8125,-27.8125,-30.4858,-30.4858,-30.4858,-29.1907,-29.1013,-29.1013,-27.8125,-27.8125,-27.8125,-30.4858,-30.4858,-30.4858,-29.1907,-29.1013,-29.1013,-27.8125,-27.8125,-27.8125,-30.4858,-30.4858,-30.4858,-28.6987,-29.1013,-29.1013,-27.3826,-27.3826,-27.3826,-30.4858,-30.4858,-30.4858,-28.6987,-29.1013,-29.1013,-27.3826,-27.3826,-27.3826,-30.4858,-30.4858,-30.4858,-28.6987,-29.1013,-29.1013,-27.3826,-27.3826,-27.3826
5,0.307536,-29.6878,-29.6878,-29.6878,-29.1191,-28.4064,-28.4064,-27.7499,-27.7499,-27.7499,-29.6878,-29.6878,-29.6878,-29.1191,-28.4064,-28.4064,-27.7499,-27.7499,-27.7499,-29.6878,-29.6878,-29.6878,-29.1191,-28.4064,-28.4064,-27.7499,-27.7499,-27.7499,-29.6878,-29.6878,-29.6878,-28.5013,-28.4064,-28.4064,-27.2102,-27.2102,-27.2102,-29.6878,-29.6878,-29.6878,-28.5013,-28.4064,-28.4064,-27.2102,-27.2102,-27.2102,-29.6878,-29.6878,-29.6878,-28.5013,-28.4064,-28.4064,-27.2102,-27.2102,-27.2102,-29.6878,-29.6878,-29.6878,-27.9231,-28.4064,-28.4064,-26.6983,-26.6983,-26.6983,-29.6878,-29.6878,-29.6878,-27.9231,-28.4064,-28.4064,-26.6983,-26.6983,-26.6983,-29.6878,-29.6878,-29.6878,-27.9231,-28.4064,-28.4064,-26.6983,-26.6983,-26.6983
6,0.375801,-28.9284,-28.9284,-28.9284,-28.5404,-27.7366,-27.7366,-27.2449,-27.2449,-27.2449,-28.9284,-28.9284,-28.9284,-28.5404,-27.7366,-27.7366,-27.2449,-27.2449,-27.2449,-28.9284,-28.9284,-28.9284,-28.5404,-27.7366,-27.7366,-27.2449,-27.2449,-27.2449,-28.9284,-28.9284,-28.9284,-27.8364,-27.7366,-27.7366,-26.6219,-26.6219,-26.6219,-28.9284,-28.9284,-28.9284,-27.8364,-27.7366,-27.7366,-26.6219,-26.6219,-26.6219,-28.9284,-28.9284,-28.9284,-27.8364,-27.7366,-27.7366,-26.6219,-26.6219,-26.6219,-28.9284,-28.9284,-28.9284,-27.1782,-27.7366,-27.7366,-26.0374,-26.0374,-26.0374,-28.9284,-28.9284,-28.9284,-27.1782,-27.7366,-27.7366,-26.0374,-26.0374,-26.0374,-28.9284,-28.9284,-28.9284,-27.1782,-27.7366,-27.7366,-26.0374,-26.0374,-26.0374
7,0.44651,-28.2019,-28.2019,-28.2019,-27.9821,-27.09,-27.09,-26.7506,-26.7506,-26.7506,-28.2019,-28.2019,-28.2019,-27.9821,-27.09,-27.09,-26.7506,-26.7506,-26.7506,-28.2019,-28.2019,-28.2019,-27.9821,-27.09,-27.09,-26.7506,-26.7506,-26.7506,-28.2019,-28.2019,-28.2019,-27.1925,-27.09,-27.09,-26.05,-26.05,-26.05,-28.2019,-28.2019,-28.2019,-27.1925,-27.09,-27.09,-26.05,-26.05,-26.05,-28.2019,-28.2019,-28.2019,-27.1925,-27.09,-27.09,-26.05,-26.05,-26.05,-28.2019,-28.2019,-28.2019,-26.4642,-27.09,-27.09,-25.3979,-25.3979,-25.3979,-28.2019,-28.2019,-28.2019,-26.4642,-27.09,-27.09,-25.3979,-25.3979,-25.3979,-28.2019,-28.2019,-28.2019,-26.4642,-27.09,-27.09,-25.3979,-25.3979,-25.3979
8,0.519749,-27.5022,-27.5022,-27.5022,-27.4358,-26.4644,-26.4644,-26.2661,-26.2661,-26.2661,-27.5022,-27.5022,-27.5022,-27.4358,-26.4644,-26.4644,-26.2661,-26.2661,-26.2661,-27.5022,-27.5022,-27.5022,-27.4358,-26.4644,-26.4644,-26.2661,-26.2661,-26.2661,-27.5022,-27.5022,-27.5022,-26.5688,-26.4644,-26.4644,-25.4928,-25.4928,-25.4928,-27.5022,-27.5022,-27.5022,-26.5688,-26.4644,-26.4644,-25.4928,-25.4928,-25.4928,-27.5022,-27.5022,-27.5022,-26.5688,-26.4644,-26.4644,-25.4928,-25.4928,-25.4928,-27.5022,-27.5022,-27.5022,-25.7772,-26.4644,-26.4644,-24.7749,-24.7749,-24.7749,-27.5022,-27.5022,-27.5022,-25.7772,-26.4644,-26.4644,-24.7749,-24.7749,-24.7749,-27.5022,-27.5022,-27.5022,-25.7772,-26.4644,-26.4644,-24.7749,-24.7749,-24.7749
9,0.595608,-26.8271,-26.8271,-26.8271,-26.8975,-25.8551,-25.8551,-25.7862,-25.7862,-25.7862,-26.8271,-26.8271,-26.8271,-26.8975,-25.8551,-25.8551,-25.7862,-25.7862,-25.7862,-26.8271,-26.8271,-26.8271,-26.8975,-25.8551,-25.8551,-25.7862,-25.7862,-25.7862,-26.8271,-26.8271,-26.8271,-25.963,-25.8551,-25.8551,-24.9449,-24.9449,-24.9449,-26.8271,-26.8271,-26.8271,-25.963,-25.8551,-25.8551,-24.9449,-24.9449,-24.9449,-26.8271,-26.8271,-26.8271,-25.963,-25.8551,-25.8551,-24.9449,-24.9449,-24.9449,-26.8271,-26.8271,-26.8271,-25.1105,-25.8551,-25.8551,-24.1663,-24.1663,-24.1663,-26.8271,-26.8271,-26.8271,-25.1105,-25.8551,-25.8551,-24.1663,-24.1663,-24.1663,-26.8271,-26.8271,-26.8271,-25.1105,-25.8551,-25.8551,-24.1663,-24.1663,-24.1663
