gridnumber,capital,VF[0 0 00],VF[0 0 01],VF[0 0 02],VF[0 0 10],VF[0 0 11],VF[0 0 12],VF[0 0 20],VF[0 0 21],VF[0 0 22],VF[0 1 00],VF[0 1 01],VF[0 1 02],VF[0 1 10],VF[0 1 11],VF[0 1 12],VF[0 1 20],VF[0 1 21],VF[0 1 22],VF[0 2 00],VF[0 2 01],VF[0 2 02],VF[0 2 10],VF[0 2 11],VF[0 2 12],VF[0 2 20],VF[0 2 21],VF[0 2 22],VF[1 0 00],VF[1 0 01],VF[1 0 02],VF[1 0 10],VF[1 0 11],VF[1 0 12],VF[1 0 20],VF[1 0 21],VF[1 0 22],VF[1 1 00],VF[1 1 01],VF[1 1 02],VF[1 1 10],VF[1 1 11],VF[1 1 12],VF[1 1 20],VF[1 1 21],VF[1 1 22],VF[1 2 00],VF[1 2 01],VF[1 2 02],VF[1 2 10],VF[1 2 11],VF[1 2 12],VF[1 2 20],VF[1 2 21],VF[1 2 22],VF[2 0 00],VF[2 0 01],VF[2 0 02],VF[2 0 10],VF[2 0 11],VF[2 0 12],VF[2 0 20],VF[2 0 21],VF[2 0 22],VF[2 1 00],VF[2 1 01],VF[2 1 02],VF[2 1 10],VF[2 1 11],VF[2 1 12],VF[2 1 20],VF[2 1 21],VF[2 1 22],VF[2 2 00],VF[2 2 01],VF[2 2 02],VF[2 2 10],VF[2 2 11],VF[2 2 12],VF[2 2 20],VF[2 2 21],VF[2 2 22]
10,0.674183,-26.1739,-26.1739,-26.1739,-26.3679,-25.26,-25.26,-25.3108,-25.3108,-25.3108,-26.1739,-26.1739,-26.1739,-26.3679,-25.26,-25.26,-25.3108,-25.3108,-25.3108,-26.1739,-26.1739,-26.1739,-26.3679,-25.26,-25.26,-25.3108,-25.3108,-25.3108,-26.1739,-26.1739,-26.1739,-25.3709,-25.26,-25.26,-24.4056,-24.4056,-24.4056,-26.1739,-26.1739,-26.1739,-25.3709,-25.26,-25.26,-24.4056,-24.4056,-24.4056,-26.1739,-26.1739,-26.1739,-25.3709,-25.26,-25.26,-24.4056,-24.4056,-24.4056,-26.1739,-26.1739,-26.1739,-24.4616,-25.26,-25.26,-23.5715,-23.5715,-23.5715,-26.1739,-26.1739,-26.1739,-24.4616,-25.26,-25.26,-23.5715,-23.5715,-23.5715,-26.1739,-26.1739,-26.1739,-24.4616,-25.26,-25.26,-23.5715,-23.5715,-23.5715
11,0.75557,-25.5396,-25.5396,-25.5396,-25.8476,-24.6779,-24.6779,-24.8398,-24.8398,-24.8398,-25.5396,-25.5396,-25.5396,-25.8476,-24.6779,-24.6779,-24.8398,-24.8398,-24.8398,-25.5396,-25.5396,-25.5396,-25.8476,-24.6779,-24.6779,-24.8398,-24.8398,-24.8398,-25.5396,-25.5396,-25.5396,-24.7908,-24.6779,-24.6779,-23.8749,-23.8749,-23.8749,-25.5396,-25.5396,-25.5396,-24.7908,-24.6779,-24.6779,-23.8749,-23.8749,-23.8749,-25.5396,-25.5396,-25.5396,-24.7908,-24.6779,-24.6779,-23.8749,-23.8749,-23.8749,-25.5396,-25.5396,-25.5396,-23.8293,-24.6779,-24.6779,-22.9902,-22.9902,-22.9902,-25.5396,-25.5396,-25.5396,-23.8293,-24.6779,-24.6779,-22.9902,-22.9902,-22.9902,-25.5396,-25.5396,-25.5396,-23.8293,-24.6779,-24.6779,-22.9902,-22.9902,-22.9902
12,0.839869,-24.9216,-24.9216,-24.9216,-25.3398,-24.1185,-24.1077,-24.3773,-24.3773,-24.3773,-24.9216,-24.9216,-24.9216,-25.3398,-24.1185,-24.1077,-24.3773,-24.3773,-24.3773,-24.9216,-24.9216,-24.9216,-25.3398,-24.1185,-24.1077,-24.3773,-24.3773,-24.3773,-24.9216,-24.9216,-24.9216,-24.2219,-24.1076,-24.1077,-23.3528,-23.3528,-23.3528,-24.9216,-24.9216,-24.9216,-24.2219,-24.1076,-24.1077,-23.3528,-23.3528,-23.3528,-24.9216,-24.9216,-24.9216,-24.2219,-24.1076,-24.1077,-23.3528,-23.3528,-23.3528,-24.9216,-24.9216,-24.9216,-23.2127,-24.0968,-24.1077,-22.4208,-22.4208,-22.4208,-24.9216,-24.9216,-24.9216,-23.2127,-24.0968,-24.1077,-22.4208,-22.4208,-22.4208,-24.9216,-24.9216,-24.9216,-23.2127,-24.0968,-24.1077,-22.4208,-22.4208,-22.4208
13,0.927185,-24.3184,-24.3184,-24.3184,-24.8379,-23.5932,-23.5482,-23.9178,-23.9178,-23.9178,-24.3184,-24.3184,-24.3184,-24.8379,-23.5932,-23.5482,-23.9178,-23.9178,-23.9178,-24.3184,-24.3184,-24.3184,-24.8379,-23.5932,-23.5482,-23.9178,-23.9178,-23.9178,-24.3184,-24.3184,-24.3184,-23.6638,-23.548,-23.5482,-22.8388,-22.8388,-22.8388,-24.3184,-24.3184,-24.3184,-23.6638,-23.548,-23.5482,-22.8388,-22.8388,-22.8388,-24.3184,-24.3184,-24.3184,-23.6638,-23.548,-23.5482,-22.8388,-22.8388,-22.8388,-24.3184,-24.3184,-24.3184,-22.6109,-23.5028,-23.5482,-21.8624,-21.8624,-21.8624,-24.3184,-24.3184,-24.3184,-22.6109,-23.5028,-23.5482,-21.8624,-21.8624,-21.8624,-24.3184,-24.3184,-24.3184,-22.6109,-23.5028,-23.5482,-21.8624,-21.8624,-21.8624
14,1.01763,-23.7283,-23.7283,-23.7283,-24.3413,-23.0686,-22.9988,-23.4617,-23.4617,-23.4617,-23.7283,-23.7283,-23.7283,-24.3413,-23.0686,-22.9988,-23.4617,-23.4617,-23.4617,-23.7283,-23.7283,-23.7283,-24.3413,-23.0686,-22.9988,-23.4617,-23.4617,-23.4617,-23.7283,-23.7283,-23.7283,-23.116,-22.9981,-22.9988,-22.3321,-22.3321,-22.3321,-23.7283,-23.7283,-23.7283,-23.116,-22.9981,-22.9988,-22.3321,-22.3321,-22.3321,-23.7283,-23.7283,-23.7283,-23.116,-22.9981,-22.9988,-22.3321,-22.3321,-22.3321,-23.7283,-23.7283,-23.7283,-22.0226,-22.9276,-22.9988,-21.3143,-21.3143,-21.3143,-23.7283,-23.7283,-23.7283,-22.0226,-22.9276,-22.9988,-21.3143,-21.3143,-21.3143,-23.7283,-23.7283,-23.7283,-22.0226,-22.9276,-22.9988,-21.3143,-21.3143,-21.3143
15,1.1113,-23.1505,-23.1505,-23.1505,-23.8499,-22.6154,-22.4588,-23.0091,-23.0091,-23.0091,-23.1505,-23.1505,-23.1505,-23.8499,-22.6154,-22.4588,-23.0091,-23.0091,-23.0091,-23.1505,-23.1505,-23.1505,-23.8499,-22.6154,-22.4588,-23.0091,-23.0091,-23.0091,-23.1505,-23.1505,-23.1505,-22.5781,-22.457,-22.4588,-21.8322,-21.8322,-21.8322,-23.1505,-23.1505,-23.1505,-22.5781,-22.457,-22.4588,-21.8322,-21.8322,-21.8322,-23.1505,-23.1505,-23.1505,-22.5781,-22.457,-22.4588,-21.8322,-21.8322,-21.8322,-23.1505,-23.1505,-23.1505,-21.4466,-22.2986,-22.4588,-20.7762,-20.7762,-20.7762,-23.1505,-23.1505,-23.1505,-21.4466,-22.2986,-22.4588,-20.7762,-20.7762,-20.7762,-23.1505,-23.1505,-23.1505,-21.4466,-22.2986,-22.4588,-20.7762,-20.7762,-20.7762
16,1.20833,-22.5839,-22.5839,-22.5839,-23.364,-22.138,-21.9276,-22.5598,-22.5598,-22.5598,-22.5839,-22.5839,-22.5839,-23.364,-22.138,-21.9276,-22.5598,-22.5598,-22.5598,-22.5839,-22.5839,-22.5839,-23.364,-22.138,-21.9276,-22.5598,-22.5598,-22.5598,-22.5839,-22.5839,-22.5839,-22.0493,-21.9242,-21.9276,-21.339,-21.339,-21.339,-22.5839,-22.5839,-22.5839,-22.0493,-21.9242,-21.9276,-21.339,-21.339,-21.339,-22.5839,-22.5839,-22.5839,-22.0493,-21.9242,-21.9276,-21.339,-21.339,-21.339,-22.5839,-22.5839,-22.5839,-20.8825,-21.7103,-21.9276,-20.248,-20.248,-20.248,-22.5839,-22.5839,-22.5839,-20.8825,-21.7103,-21.9276,-20.248,-20.248,-20.248,-22.5839,-22.5839,-22.5839,-20.8825,-21.7103,-21.9276,-20.248,-20.248,-20.248
17,1.30884,-22.0279,-22.0279,-22.0279,-22.8834,-21.6711,-21.4047,-22.1161,-22.1161,-22.1161,-22.0279,-22.0279,-22.0279,-22.8834,-21.6711,-21.4047,-22.1161,-22.1161,-22.1161,-22.0279,-22.0279,-22.0279,-22.8834,-21.6711,-21.4047,-22.1161,-22.1161,-22.1161,-22.0279,-22.0279,-22.0279,-21.5288,-21.3991,-21.4047,-20.8522,-20.8522,-20.8522,-22.0279,-22.0279,-22.0279,-21.5288,-21.3991,-21.4047,-20.8522,-20.8522,-20.8522,-22.0279,-22.0279,-22.0279,-21.5288,-21.3991,-21.4047,-20.8522,-20.8522,-20.8522,-22.0279,-22.0279,-22.0279,-20.3297,-21.1285,-21.4047,-19.7294,-19.7294,-19.7294,-22.0279,-22.0279,-22.0279,-20.3297,-21.1285,-21.4047,-19.7294,-19.7294,-19.7294,-22.0279,-22.0279,-22.0279,-20.3297,-21.1285,-21.4047,-19.7294,-19.7294,-19.7294
18,1.41294,-21.4818,-21.4818,-21.4818,-22.4096,-21.2028,-20.8899,-21.6768,-21.6768,-21.6768,-21.4818,-21.4818,-21.4818,-22.4096,-21.2028,-20.8899,-21.6768,-21.6768,-21.6768,-21.4818,-21.4818,-21.4818,-22.4096,-21.2028,-20.8899,-21.6768,-21.6768,-21.6768,-21.4818,-21.4818,-21.4818,-21.0164,-20.8815,-20.8899,-20.372,-20.372,-20.372,-21.4818,-21.4818,-21.4818,-21.0164,-20.8815,-20.8899,-20.372,-20.372,-20.372,-21.4818,-21.4818,-21.4818,-21.0164,-20.8815,-20.8899,-20.372,-20.372,-20.372,-21.4818,-21.4818,-21.4818,-19.789,-20.5661,-20.8899,-19.2199,-19.2199,-19.2199,-21.4818,-21.4818,-21.4818,-19.789,-20.5661,-20.8899,-19.2199,-19.2199,-19.2199,-21.4818,-21.4818,-21.4818,-19.789,-20.5661,-20.8899,-19.2199,-19.2199,-19.2199
19,1.52076,-20.9452,-20.9452,-20.9452,-21.9424,-20.7154,-20.3827,-21.2403,-21.2403,-21.2403,-20.9452,-20.9452,-20.9452,-21.9424,-20.7154,-20.3827,-21.2403,-21.2403,-21.2403,-20.9452,-20.9452,-20.9452,-21.9424,-20.7154,-20.3827,-21.2403,-21.2403,-21.2403,-20.9452,-20.9452,-20.9452,-20.512,-20.3715,-20.3827,-19.8983,-19.8983,-19.8983,-20.9452,-20.9452,-20.9452,-20.512,-20.3715,-20.3827,-19.8983,-19.8983,-19.8983,-20.9452,-20.9452,-20.9452,-20.512,-20.3715,-20.3827,-19.8983,-19.8983,-19.8983,-20.9452,-20.9452,-20.9452,-19.2599,-20.036,-20.3827,-18.7193,-18.7193,-18.7193,-20.9452,-20.9452,-20.9452,-19.2599,-20.036,-20.3827,-18.7193,-18.7193,-18.7193,-20.9452,-20.9452,-20.9452,-19.2599,-20.036,-20.3827,-18.7193,-18.7193,-18.7193
20,1.63244,-20.4176,-20.4176,-20.4176,-21.4796,-20.2499,-19.883,-20.8068,-20.8068,-20.8068,-20.4176,-20.4176,-20.4176,-21.4796,-20.2499,-19.883,-20.8068,-20.8068,-20.8068,-20.4176,-20.4176,-20.4176,-21.4796,-20.2499,-19.883,-20.8068,-20.8068,-20.8068,-20.4176,-20.4176,-20.4176,-20.0153,-19.8687,-19.883,-19.4309,-19.4309,-19.4309,-20.4176,-20.4176,-20.4176,-20.0153,-19.8687,-19.883,-19.4309,-19.4309,-19.4309,-20.4176,-20.4176,-20.4176,-20.0153,-19.8687,-19.883,-19.4309,-19.4309,-19.4309,-20.4176,-20.4176,-20.4176,-18.741,-19.4999,-19.883,-18.2276,-18.2276,-18.2276,-20.4176,-20.4176,-20.4176,-18.741,-19.4999,-19.883,-18.2276,-18.2276,-18.2276,-20.4176,-20.4176,-20.4176,-18.741,-19.4999,-19.883,-18.2276,-18.2276,-18.2276
21,1.74812,-19.8987,-19.8987,-19.8987,-21.0212,-19.7768,-19.3904,-20.3764,-20.3764,-20.3764,-19.8987,-19.8987,-19.8987,-21.0212,-19.7768,-19.3904,-20.3764,-20.3764,-20.3764,-19.8987,-19.8987,-19.8987,-21.0212,-19.7768,-19.3904,-20.3764,-20.3764,-20.3764,-19.8987,-19.8987,-19.8987,-19.5261,-19.373,-19.3904,-18.9696,-18.9696,-18.9696,-19.8987,-19.8987,-19.8987,-19.5261,-19.373,-19.3904,-18.9696,-18.9696,-18.9696,-19.8987,-19.8987,-19.8987,-19.5261,-19.373,-19.3904,-18.9696,-18.9696,-18.9696,-19.8987,-19.8987,-19.8987,-18.2326,-18.9841,-19.3904,-17.7447,-17.7447,-17.7447,-19.8987,-19.8987,-19.8987,-18.2326,-18.9841,-19.3904,-17.7447,-17.7447,-17.7447,-19.8987,-19.8987,-19.8987,-18.2326,-18.9841,-19.3904,-17.7447,-17.7447,-17.7447
22,1.86794,-19.3881,-19.3881,-19.3881,-20.5672,-19.3106,-18.905,-19.9494,-19.9494,-19.9494,-19.3881,-19.3881,-19.3881,-20.5672,-19.3106,-18.905,-19.9494,-19.9494,-19.9494,-19.3881,-19.3881,-19.3881,-20.5672,-19.3106,-18.905,-19.9494,-19.9494,-19.9494,-19.3881,-19.3881,-19.3881,-19.0443,-18.8844,-18.905,-18.5145,-18.5145,-18.5145,-19.3881,-19.3881,-19.3881,-19.0443,-18.8844,-18.905,-18.5145,-18.5145,-18.5145,-19.3881,-19.3881,-19.3881,-19.0443,-18.8844,-18.905,-18.5145,-18.5145,-18.5145,-19.3881,-19.3881,-19.3881,-17.7341,-18.4755,-18.905,-17.2703,-17.2703,-17.2703,-19.3881,-19.3881,-19.3881,-17.7341,-18.4755,-18.905,-17.2703,-17.2703,-17.2703,-19.3881,-19.3881,-19.3881,-17.7341,-18.4755,-18.905,-17.2703,-17.2703,-17.2703
23,1.99205,-18.8857,-18.8857,-18.8857,-20.1176,-18.8356,-18.4264,-19.5258,-19.5258,-19.5258,-18.8857,-18.8857,-18.8857,-20.1176,-18.8356,-18.4264,-19.5258,-19.5258,-19.5258,-18.8857,-18.8857,-18.8857,-20.1176,-18.8356,-18.4264,-19.5258,-19.5258,-19.5258,-18.8857,-18.8857,-18.8857,-18.5702,-18.4026,-18.4264,-18.0656,-18.0656,-18.0656,-18.8857,-18.8857,-18.8857,-18.5702,-18.4026,-18.4264,-18.0656,-18.0656,-18.0656,-18.8857,-18.8857,-18.8857,-18.5702,-18.4026,-18.4264,-18.0656,-18.0656,-18.0656,-18.8857,-18.8857,-18.8857,-17.2452,-17.988,-18.4264,-16.8054,-16.8054,-16.8054,-18.8857,-18.8857,-18.8857,-17.2452,-17.988,-18.4264,-16.8054,-16.8054,-16.8054,-18.8857,-18.8857,-18.8857,-17.2452,-17.988,-18.4264,-16.8054,-16.8054,-16.8054
24,2.1206,-18.3913,-18.3913,-18.3913,-19.6725,-18.3668,-17.9546,-19.1062,-19.1062,-19.1062,-18.3913,-18.3913,-18.3913,-19.6725,-18.3668,-17.9546,-19.1062,-19.1062,-19.1062,-18.3913,-18.3913,-18.3913,-19.6725,-18.3668,-17.9546,-19.1062,-19.1062,-19.1062,-18.3913,-18.3913,-18.3913,-18.1036,-17.9278,-17.9546,-17.623,-17.623,-17.623,-18.3913,-18.3913,-18.3913,-18.1036,-17.9278,-17.9546,-17.623,-17.623,-17.623,-18.3913,-18.3913,-18.3913,-18.1036,-17.9278,-17.9546,-17.623,-17.623,-17.623,-18.3913,-18.3913,-18.3913,-16.7655,-17.5081,-17.9546,-16.3487,-16.3487,-16.3487,-18.3913,-18.3913,-18.3913,-16.7655,-17.5081,-17.9546,-16.3487,-16.3487,-16.3487,-18.3913,-18.3913,-18.3913,-16.7655,-17.5081,-17.9546,-16.3487,-16.3487,-16.3487
