gridnumber,capital,VF[0],VF[1],VF[2],VF[3],VF[4],VF[5],VF[6]
0,0,-13889,-13889,-13889,-13889,-13889,-13889,-13889
1,0.0185364,-13343.7,-13343.7,-13343.7,-13343.7,-13343.7,-13343.7,-13343.7
2,0.0372875,-12854.9,-12854.9,-12854.9,-12854.9,-12854.9,-12854.9,-12854.9
3,0.0562558,-12406,-12406,-12406,-12406,-12406,-12405.9,-12405.9
4,0.0754439,-11988.6,-11988.6,-11988.6,-11988.6,-11988.6,-11988.5,-11988.5
5,0.0948544,-11597.4,-11597.4,-11597.4,-11597.3,-11597.3,-11597.3,-11597.3
6,0.11449,-11228.6,-11228.6,-11228.6,-11228.5,-11228.5,-11228.5,-11228.4
7,0.134352,-10879.4,-10879.3,-10879.3,-10879.3,-10879.3,-10879.2,-10879.2
8,0.154445,-10547.6,-10547.5,-10547.5,-10547.5,-10547.5,-10547.4,-10547.4
9,0.174771,-10231.4,-10231.4,-10231.3,-10231.3,-10231.3,-10231.2,-10231.2
10,0.195332,-9929.44,-9929.4,-9929.38,-9929.34,-9929.31,-9929.26,-9929.23
11,0.216131,-9640.47,-9640.43,-9640.41,-9640.37,-9640.34,-9640.28,-9640.26
12,0.237172,-9363.47,-9363.43,-9363.41,-9363.36,-9363.33,-9363.28,-9363.25
13,0.258456,-9097.55,-9097.5,-9097.48,-9097.43,-9097.4,-9097.34,-9097.31
14,0.279986,-8841.92,-8841.88,-8841.85,-8841.8,-8841.77,-8841.71,-8841.68
15,0.301766,-8595.92,-8595.87,-8595.85,-8595.8,-8595.77,-8595.71,-8595.68
16,0.323799,-8358.94,-8358.89,-8358.86,-8358.81,-8358.78,-8358.72,-8358.69
17,0.346087,-8130.43,-8130.38,-8130.36,-8130.31,-8130.27,-8130.21,-8130.18
18,0.368632,-7909.92,-7909.87,-7909.84,-7909.79,-7909.75,-7909.69,-7909.66
19,0.391439,-7696.96,-7696.91,-7696.88,-7696.83,-7696.79,-7696.73,-7696.7
