gridnumber,capital,Portfolio[0],Portfolio[1],Portfolio[2],Portfolio[3],Portfolio[4],Portfolio[5],Portfolio[6]
0,0,0,0,0,0,0,0,0
1,0.0185364,0,0,0,1,1,1,1
2,0.0372875,0,0,0,0,0.01,0.01,0.01
3,0.0562558,0,0,0,0,0.01,0.01,0.01
4,0.0754439,0,0,0,0,0.01,0.01,0.01
5,0.0948544,0,0,0,0,0.01,0.01,0.01
6,0.11449,0,0,0,0,0.01,0.01,0.02
7,0.134352,0,0,0,0,0.01,0.01,0.02
8,0.154445,0,0,0,0,0.01,0.02,0.02
9,0.174771,0,0,0,0,0.01,0.02,0.02
10,0.195332,0,0,0,0,0.01,0.02,0.02
11,0.216131,0,0,0,0,0.01,0.02,0.02
12,0.237172,0,0,0,0,0.01,0.02,0.02
13,0.258456,0,0,0,0,0.01,0.02,0.03
14,0.279986,0,0,0,0,0.01,0.02,0.03
15,0.301766,0,0,0,0,0.02,0.02,0.03
16,0.323799,0,0,0,0,0.02,0.02,0.03
17,0.346087,0,0,0,0,0.02,0.02,0.03
18,0.368632,0,0,0,0,0.02,0.03,0.04
19,0.391439,0,0,0,0,0.02,0.03,0.04
20,0.414511,0,0,0,0,0.02,0.03,0.05
21,0.437849,0,0,0,0,0.02,0.03,0.05
22,0.461458,0,0,0,0,0.02,0.03,0.05
23,0.485341,0,0,0,0,0.02,0.03,0.05
24,0.5095,0,0,0,0,0.02,0.03,0.05
25,0.533939,0,0,0,0,0.02,0.04,0.05
26,0.558661,0,0,0,0,0.02,0.04,0.05
27,0.58367,0,0,0,0,0.02,0.04,0.05
28,0.608968,0,0,0,0,0.02,0.05,0.09
29,0.634559,0,0,0,0,0.02,0.05,0.09
30,0.660447,0,0,0,0,0.02,0.05,0.05
31,0.686635,0,0,0,0,0.02,0.05,0.09
32,0.713126,0,0,0,0,0.03,0.05,0.09
33,0.739924,0,0,0,0,0.03,0.05,0.08
34,0.767033,0,0,0,0,0.01,0.02,0.02
35,0.794456,0,0,0,0,0.03,0.04,0.04
36,0.822196,0,0,0,0,0.03,0.07,0.09
37,0.850258,0,0,0,0,0.03,0.06,0.09
38,0.878644,0,0,0,0,0.01,0.02,0.02
39,0.90736,0,0,0,0,0.02,0.03,0.04
40,0.936408,0,0,0,0,0.03,0.05,0.09
41,0.965793,0,0,0,0,0.03,0.07,0.09
42,0.995519,0,0,0,0,0.02,0.02,0.03
43,1.02559,0,0,0,0,0.02,0.03,0.04
44,1.05601,0,0,0,0,0.03,0.05,0.07
45,1.08678,0,0,0,0,0.04,0.08,0.09
46,1.1179,0,0,0,0,0.02,0.03,0.04
47,1.14939,0,0,0,0,0.02,0.03,0.04
48,1.18124,0,0,0,0,0.03,0.04,0.05
49,1.21346,0,0,0,0,0.04,0.07,0.09
50,1.24606,0,0,0,0,0.02,0.04,0.08
51,1.27903,0,0,0,0,0.02,0.03,0.04
52,1.31239,0,0,0,0,0.02,0.04,0.05
53,1.34613,0,0,0,0,0.03,0.05,0.09
54,1.38026,0,0,0,0,0.03,0.05,0.09
55,1.41479,0,0,0,0,0.02,0.04,0.05
56,1.44971,0,0,0,0,0.02,0.04,0.05
57,1.48504,0,0,0,0,0.03,0.04,0.09
58,1.52078,0,0,0,0,0.03,0.07,0.09
59,1.55694,0,0,0,0,0.03,0.05,0.09
60,1.59351,0,0,0,0,0.03,0.04,0.07
61,1.63051,0,0,0,0,0.03,0.04,0.09
62,1.66794,0,0,0,0,0.03,0.05,0.09
63,1.7058,0,0,0,0,0.03,0.09,0.09
64,1.7441,0,0,0,0,0.03,0.05,0.09
65,1.78284,0,0,0,0,0.03,0.04,0.09
66,1.82203,0,0,0,0,0.03,0.05,0.09
67,1.86167,0,0,0,0,0.04,0.09,0.1
68,1.90178,0,0,0,0,0.03,0.09,0.1
69,1.94235,0,0,0,0,0.03,0.05,0.09
70,1.98339,0,0,0,0,0.03,0.05,0.09
71,2.0249,0,0,0,0,0.04,0.09,0.1
72,2.0669,0,0,0,0,0.04,0.09,0.1
73,2.10938,0,0,0,0,0.04,0.09,0.1
74,2.15235,0,0,0,0,0.03,0.07,0.1
75,2.19582,0,0,0,0,0.03,0.09,0.1
76,2.2398,0,0,0,0,0.04,0.09,0.1
77,2.28428,0,0,0,0,0.04,0.09,0.11
78,2.32928,0,0,0,0,0.04,0.09,0.11
79,2.37481,0,0,0,0,0.04,0.09,0.1
80,2.42085,0,0,0,0,0.04,0.09,0.11
81,2.46744,0,0,0,0,0.04,0.09,0.15
82,2.51456,0,0,0,0,0.04,0.09,0.17
83,2.56223,0,0,0,0,0.04,0.09,0.17
84,2.61045,0,0,0,0,0.04,0.09,0.16
85,2.65923,0,0,0,0,0.04,0.09,0.17
86,2.70857,0,0,0,0,0.05,0.09,0.17
87,2.75849,0,0,0,0,0.04,0.1,0.17
88,2.80898,0,0,0,0,0.04,0.09,0.17
89,2.86006,0,0,0,0,0.04,0.09,0.17
90,2.91173,0,0,0,0,0.05,0.1,0.17
91,2.964,0,0,0,0,0.05,0.1,0.18
92,3.01688,0,0,0,0,0.05,0.1,0.18
93,3.07036,0,0,0,0,0.05,0.1,0.18
94,3.12447,0,0,0,0,0.05,0.1,0.18
95,3.1792,0,0,0,0,0.05,0.1,0.19
96,3.23457,0,0,0,0,0.05,0.11,0.19
97,3.29058,0,0,0,0,0.05,0.11,0.19
98,3.34724,0,0,0,0,0.05,0.1,0.19
99,3.40456,0,0,0,0,0.05,0.11,0.19
100,3.46253,0,0,0,0,0.05,0.11,0.19
101,3.52119,0,0,0,0,0.06,0.15,0.19
102,3.58052,0,0,0,0,0.05,0.15,0.19
103,3.64053,0,0,0,0,0.05,0.15,0.2
104,3.70125,0,0,0,0,0.07,0.17,0.2
105,3.76266,0,0,0,0,0.09,0.17,0.2
106,3.82479,0,0,0,0,0.09,0.17,0.2
107,3.88764,0,0,0,0,0.09,0.17,0.2
108,3.95121,0,0,0,0,0.09,0.17,0.2
109,4.01552,0,0,0,0,0.09,0.17,0.2
110,4.08058,0,0,0,0,0.09,0.17,0.2
111,4.14639,0,0,0,0,0.09,0.17,0.2
112,4.21297,0,0,0,0,0.09,0.17,0.2
113,4.28031,0,0,0,0,0.09,0.18,0.2
114,4.34843,0,0,0,0,0.09,0.18,0.2
115,4.41735,0,0,0,0,0.09,0.18,0.2
116,4.48706,0,0,0,0,0.09,0.18,0.2
117,4.55758,0,0,0,0,0.09,0.19,0.2
118,4.62892,0,0,0,0,0.09,0.19,0.2
119,4.70108,0,0,0,0,0.09,0.19,0.2
120,4.77408,0,0,0,0,0.09,0.19,0.2
121,4.84793,0,0,0,0,0.09,0.19,0.2
122,4.92263,0,0,0,0,0.09,0.19,0.21
123,4.99819,0,0,0,0,0.09,0.19,0.21
124,5.07463,0,0,0,0,0.09,0.19,0.21
125,5.15196,0,0,0,0,0.09,0.19,0.21
126,5.23019,0,0,0,0,0.09,0.2,0.21
127,5.30931,0,0,0,0,0.1,0.2,0.21
128,5.38936,0,0,0,0,0.1,0.2,0.21
129,5.47033,0,0,0,0,0.1,0.2,0.21
130,5.55225,0,0,0,0,0.1,0.2,0.21
131,5.63511,0,0,0,0,0.1,0.2,0.21
132,5.71893,0,0,0,0,0.1,0.2,0.21
133,5.80372,0,0,0,0,0.1,0.2,0.21
134,5.88949,0,0,0,0,0.1,0.2,0.21
135,5.97626,0,0,0,0,0.1,0.2,0.21
136,6.06403,0,0,0,0,0.11,0.2,0.21
137,6.15282,0,0,0,0,0.11,0.2,0.21
138,6.24264,0,0,0,0,0.11,0.2,0.21
139,6.3335,0,0,0,0,0.11,0.2,0.21
140,6.42541,0,0,0,0,0.11,0.2,0.21
141,6.51839,0,0,0,0,0.14,0.2,0.21
142,6.61244,0,0,0,0,0.16,0.2,0.21
143,6.70758,0,0,0,0,0.16,0.19,0.21
144,6.80383,0,0,0,0,0.17,0.19,0.21
145,6.90119,0,0,0,0,0.16,0.19,0.21
146,6.99968,0,0,0,0,0.16,0.19,0.21
147,7.0993,0,0,0,0,0.16,0.19,0.2
148,7.20009,0,0,0,0,0.15,0.19,0.2
149,7.30204,0,0,0,0,0.15,0.19,0.2
150,7.40517,0,0,0,0,0.15,0.18,0.2
151,7.5095,0,0,0,0,0.14,0.18,0.2
152,7.61503,0,0,0,0,0.14,0.18,0.2
153,7.72179,0,0,0,0,0.14,0.17,0.2
154,7.82979,0,0,0,0,0.13,0.17,0.2
155,7.93903,0,0,0,0,0.13,0.17,0.19
156,8.04955,0,0,0,0,0.12,0.17,0.18
157,8.16134,0,0,0,0,0.12,0.16,0.18
158,8.27443,0,0,0,0,0.12,0.16,0.17
159,8.38882,0,0,0,0,0.11,0.16,0.17
160,8.50455,0,0,0,0,0.11,0.16,0.16
161,8.62161,0,0,0,0,0.11,0.15,0.15
162,8.74003,0,0,0,0,0.1,0.14,0.15
163,8.85982,0,0,0,0,0.1,0.14,0.14
164,8.981,0,0,0,0,0.1,0.13,0.14
165,9.10358,0,0,0,0,0.1,0.13,0.13
166,9.22759,0,0,0,0,0.1,0.12,0.13
167,9.35303,0,0,0,0,0.09,0.11,0.12
168,9.47992,0,0,0,0,0.09,0.11,0.11
169,9.60828,0,0,0,0,0.09,0.1,0.11
170,9.73813,0,0,0,0,0.09,0.1,0.1
171,9.86949,0,0,0,0,0.08,0.09,0.1
172,10.0024,0,0,0,0,0.08,0.09,0.09
173,10.1368,0,0,0,0,0.07,0.08,0.09
174,10.2728,0,0,0,0,0.07,0.08,0.08
175,10.4103,0,0,0,0,0.07,0.07,0.08
176,10.5494,0,0,0,0,0.06,0.07,0.07
177,10.6902,0,0,0,0,0.06,0.06,0.06
178,10.8326,0,0,0,0,0.05,0.05,0.06
179,10.9766,0,0,0,0,0.05,0.05,0.05
180,11.1223,0,0,0,0,0.04,0.04,0.05
181,11.2697,0,0,0,0,0.04,0.04,0.04
182,11.4188,0,0,0,0,0.03,0.03,0.04
183,11.5696,0,0,0,0,0.03,0.03,0.03
184,11.7222,0,0,0,0,0.02,0.02,0.03
185,11.8766,0,0,0,0,0.01,0.02,0.02
186,12.0327,0,0,0,0,0.01,0.01,0.02
187,12.1906,0,0,0,0,0,0.01,0.01
188,12.3504,0,0,0,0,0,0,0
189,12.512,0,0,0,0,0,0,0
190,12.6755,0,0,0,0,0.01,0.01,0.01
191,12.8409,0,0,0,0,0,0.01,0.01
192,13.0082,0,0,0,0,0,0,0
193,13.1774,0,0,0,0,0,0,0
194,13.3486,0,0,0,0,0.01,0.01,0.01
195,13.5218,0,0,0,0,0,0.01,0.01
196,13.697,0,0,0,0,0,0,0
197,13.8742,0,0,0,0,0,0,0.01
198,14.0535,0,0,0,0,0.01,0.01,0.01
199,14.2348,0,0,0,0,0,0.01,0.01
200,14.4183,0,0,0,0,0,0,0
201,14.6039,0,0,0,0,0,0,0.01
202,14.7916,0,0,0,0,0.01,0.01,0.01
203,14.9815,0,0,0,0,0,0.01,0.01
204,15.1736,0,0,0,0,0,0,0
205,15.3679,0,0,0,0,0,0,0.01
206,15.5645,0,0,0,0,0.01,0.01,0.01
207,15.7633,0,0,0,0,0,0.01,0.01
208,15.9645,0,0,0,0,0,0,0
209,16.168,0,0,0,0,0,0.01,0.01
210,16.3738,0,0,0,0,0.01,0.01,0.01
211,16.5821,0,0,0,0,0,0.01,0.01
212,16.7927,0,0,0,0,0,0,0.01
213,17.0058,0,0,0,0,0,0.01,0.01
214,17.2213,0,0,0,0,0,0.01,0.01
215,17.4394,0,0,0,0,0,0.01,0.01
216,17.66,0,0,0,0,0,0,0.01
217,17.8831,0,0,0,0,0,0.01,0.01
218,18.1088,0,0,0,0,0,0.01,0.01
219,18.3372,0,0,0,0,0,0.01,0.01
220,18.5681,0,0,0,0,0,0.01,0.01
221,18.8018,0,0,0,0,0,0.01,0.01
222,19.0381,0,0,0,0,0,0.01,0.01
223,19.2772,0,0,0,0,0,0.01,0.01
224,19.5191,0,0,0,0,0,0.01,0.01
225,19.7638,0,0,0,0,0,0.01,0.01
226,20.0113,0,0,0,0,0,0.01,0.01
227,20.2617,0,0,0,0,0,0.01,0.01
228,20.5149,0,0,0,0,0,0.01,0.01
229,20.7711,0,0,0,0,0,0.01,0.01
230,21.0303,0,0,0,0,0,0.01,0.01
231,21.2925,0,0,0,0,0,0.01,0.01
232,21.5577,0,0,0,0,0,0.01,0.01
233,21.826,0,0,0,0,0,0.01,0.01
234,22.0974,0,0,0,0,0,0.01,0.01
235,22.3719,0,0,0,0,0,0.01,0.01
236,22.6496,0,0,0,0,0,0.01,0.01
237,22.9306,0,0,0,0,0,0.01,0.01
238,23.2148,0,0,0,0,0,0.01,0.01
239,23.5023,0,0,0,0,0,0.01,0.01
240,23.7931,0,0,0,0,0,0.01,0.01
241,24.0873,0,0,0,0,0,0.01,0.01
242,24.3848,0,0,0,0,0,0.01,0.01
243,24.6859,0,0,0,0,0,0.01,0.01
244,24.9904,0,0,0,0,0,0.01,0.01
245,25.2985,0,0,0,0,0,0.01,0.01
246,25.6101,0,0,0,0,0,0.01,0.01
247,25.9253,0,0,0,0,0,0.01,0.01
248,26.2442,0,0,0,0,0,0.01,0.01
249,26.5668,0,0,0,0,0,0.01,0.01
250,26.8931,0,0,0,0,0,0.01,0.01
251,27.2232,0,0,0,0,0.01,0.01,0.01
252,27.5571,0,0,0,0,0.01,0.01,0.01
253,27.8949,0,0,0,0,0.01,0.01,0.01
254,28.2366,0,0,0,0,0.01,0.01,0.01
255,28.5823,0,0,0,0,0.01,0.01,0.01
256,28.932,0,0,0,0,0.01,0.01,0.01
257,29.2857,0,0,0,0,0.01,0.01,0.01
258,29.6435,0,0,0,0,0.01,0.01,0.01
259,30.0055,0,0,0,0,0.01,0.01,0.01
260,30.3716,0,0,0,0,0.01,0.01,0.01
261,30.742,0,0,0,0,0.01,0.01,0.02
262,31.1167,0,0,0,0,0.01,0.01,0.02
