gridnumber,capital,Port[0 0],Port[0 1],Port[0 2],Port[0 3],Port[0 4],Port[1 0],Port[1 1],Port[1 2],Port[1 3],Port[1 4],Port[2 0],Port[2 1],Port[2 2],Port[2 3],Port[2 4],Port[3 0],Port[3 1],Port[3 2],Port[3 3],Port[3 4],Port[4 0],Port[4 1],Port[4 2],Port[4 3],Port[4 4]
43,1.02559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1.05601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1.08678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1.1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1.14939,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1.18124,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1.21346,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1.24606,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1.27903,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1.31239,0,0,0,0,0.07,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1.34613,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1.38026,0,0,0,0,0.11,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1.41479,0,0,0,0,0.15,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1.44971,0,0,0,0,0.14,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1.48504,0,0,0,0,0.12,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1.52078,0,0,0,0,0.16,0,0,0,0,0.09,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
59,1.55694,0,0,0,0,0.17,0,0,0,0,0.09,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
60,1.59351,0,0,0,0.02,0.16,0,0,0,0,0.13,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
61,1.63051,0,0,0,0.05,0.22,0,0,0,0,0.12,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0
62,1.66794,0,0,0,0.03,0.21,0,0,0,0,0.17,0,0,0,0,0.1,0,0,0,0,0.02,0,0,0,0,0
63,1.7058,0,0,0,0.02,0.2,0,0,0,0,0.17,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
64,1.7441,0,0,0,0.05,0.23,0,0,0,0,0.15,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0,0
65,1.78284,0,0,0,0.07,0.24,0,0,0,0,0.21,0,0,0,0,0.13,0,0,0,0,0.06,0,0,0,0,0
66,1.82203,0,0,0,0.09,0.24,0,0,0,0.02,0.19,0,0,0,0,0.12,0,0,0,0,0.1,0,0,0,0,0
67,1.86167,0,0,0,0.12,0.27,0,0,0,0.02,0.21,0,0,0,0,0.18,0,0,0,0,0.07,0,0,0,0,0.02
68,1.90178,0,0,0,0.11,0.27,0,0,0,0.06,0.23,0,0,0,0,0.16,0,0,0,0,0.1,0,0,0,0,0.03
69,1.94235,0,0,0,0.1,0.26,0,0,0,0.05,0.22,0,0,0,0,0.16,0,0,0,0,0.11,0,0,0,0,0.05
70,1.98339,0,0,0,0.11,0.26,0,0,0,0.05,0.23,0,0,0,0.01,0.2,0,0,0,0,0.15,0,0,0,0,0.07
71,2.0249,0,0,0,0.14,0.3,0,0,0,0.08,0.26,0,0,0,0.01,0.19,0,0,0,0,0.15,0,0,0,0,0.09
72,2.0669,0,0,0,0.13,0.29,0,0,0,0.08,0.25,0,0,0,0,0.22,0,0,0,0,0.15,0,0,0,0,0.09
73,2.10938,0,0,0,0.16,0.31,0,0,0,0.09,0.28,0,0,0,0.03,0.22,0,0,0,0,0.19,0,0,0,0,0.12
74,2.15235,0,0,0,0.18,0.33,0,0,0,0.12,0.29,0,0,0,0.04,0.22,0,0,0,0,0.17,0,0,0,0,0.1
75,2.19582,0,0,0.01,0.16,0.32,0,0,0,0.11,0.27,0,0,0,0.03,0.25,0,0,0,0,0.18,0,0,0,0,0.15
76,2.2398,0,0,0.01,0.15,0.35,0,0,0,0.12,0.28,0,0,0,0.08,0.24,0,0,0,0.02,0.2,0,0,0,0,0.14
77,2.28428,0,0,0.02,0.18,0.36,0,0,0,0.15,0.31,0,0,0,0.06,0.28,0,0,0,0,0.24,0,0,0,0,0.18
78,2.32928,0,0,0.04,0.19,0.34,0,0,0,0.14,0.31,0,0,0,0.09,0.28,0,0,0,0.02,0.23,0,0,0,0,0.16
79,2.37481,0,0,0.04,0.2,0.33,0,0,0,0.13,0.33,0,0,0,0.1,0.27,0,0,0,0.05,0.22,0,0,0,0,0.18
80,2.42085,0,0,0.03,0.22,0.35,0,0,0,0.18,0.33,0,0,0,0.09,0.29,0,0,0,0.03,0.25,0,0,0,0,0.19
81,2.46744,0,0,0.03,0.23,0.37,0,0,0.01,0.17,0.32,0,0,0,0.12,0.3,0,0,0,0.07,0.25,0,0,0,0,0.24
82,2.51456,0,0,0.05,0.22,0.37,0,0,0.01,0.18,0.36,0,0,0,0.13,0.28,0,0,0,0.07,0.26,0,0,0,0.02,0.22
83,2.56223,0,0,0.07,0.21,0.39,0,0,0,0.2,0.36,0,0,0,0.15,0.33,0,0,0,0.09,0.28,0,0,0,0.02,0.24
84,2.61045,0,0,0.06,0.25,0.4,0,0,0.01,0.2,0.35,0,0,0,0.16,0.32,0,0,0,0.1,0.29,0,0,0,0.02,0.25
85,2.65923,0,0,0.08,0.25,0.39,0,0,0.03,0.19,0.37,0,0,0,0.15,0.34,0,0,0,0.09,0.31,0,0,0,0.06,0.23
86,2.70857,0,0,0.1,0.24,0.4,0,0,0.03,0.19,0.38,0,0,0,0.15,0.35,0,0,0,0.12,0.3,0,0,0,0.04,0.28
87,2.75849,0,0,0.09,0.26,0.42,0,0,0.02,0.22,0.37,0,0,0,0.17,0.34,0,0,0,0.12,0.3,0,0,0,0.05,0.28
88,2.80898,0,0,0.09,0.27,0.41,0,0,0.05,0.22,0.38,0,0,0,0.18,0.36,0,0,0,0.11,0.32,0,0,0,0.08,0.3
89,2.86006,0,0,0.1,0.27,0.41,0,0,0.06,0.24,0.4,0,0,0,0.17,0.37,0,0,0,0.14,0.34,0,0,0,0.06,0.29
90,2.91173,0,0,0.12,0.26,0.41,0,0,0.06,0.25,0.39,0,0,0.01,0.21,0.36,0,0,0,0.14,0.36,0,0,0,0.1,0.31
91,2.964,0,0,0.12,0.26,0.43,0,0,0.08,0.24,0.4,0,0,0,0.2,0.38,0,0,0,0.18,0.34,0,0,0,0.1,0.32
92,3.01688,0,0,0.11,0.29,0.43,0,0,0.09,0.23,0.42,0,0,0.01,0.21,0.39,0,0,0,0.17,0.34,0,0,0,0.13,0.31
93,3.07036,0,0,0.14,0.29,0.44,0,0,0.08,0.26,0.42,0,0,0.03,0.23,0.38,0,0,0,0.16,0.37,0,0,0,0.12,0.34
94,3.12447,0,0,0.15,0.28,0.46,0,0,0.08,0.26,0.41,0,0,0.04,0.22,0.4,0,0,0,0.18,0.36,0,0,0,0.12,0.33
95,3.1792,0,0,0.14,0.3,0.46,0,0,0.09,0.26,0.44,0,0,0.07,0.22,0.41,0,0,0,0.2,0.38,0,0,0,0.15,0.37
96,3.23457,0,0,0.14,0.31,0.45,0,0,0.11,0.29,0.44,0,0,0.06,0.25,0.41,0,0,0,0.18,0.39,0,0,0,0.14,0.36
97,3.29058,0,0,0.15,0.31,0.44,0,0,0.11,0.29,0.43,0,0,0.05,0.24,0.43,0,0,0.02,0.2,0.39,0,0,0,0.18,0.36
98,3.34724,0,0,0.16,0.3,0.48,0,0,0.11,0.29,0.43,0,0,0.07,0.25,0.43,0,0,0.01,0.21,0.41,0,0,0,0.17,0.38
99,3.40456,0,0,0.17,0.31,0.47,0,0,0.13,0.28,0.45,0,0,0.09,0.28,0.42,0,0,0.02,0.23,0.4,0,0,0,0.19,0.37
100,3.46253,0,0,0.16,0.34,0.46,0,0,0.13,0.29,0.45,0,0,0.08,0.27,0.42,0,0,0.05,0.25,0.42,0,0,0,0.2,0.4
101,3.52119,0,0,0.16,0.33,0.47,0,0,0.13,0.31,0.47,0,0,0.08,0.26,0.45,0,0,0.04,0.23,0.43,0,0,0,0.18,0.39
102,3.58052,0,0.02,0.16,0.32,0.48,0,0,0.14,0.3,0.48,0,0,0.11,0.27,0.44,0,0,0.03,0.23,0.42,0,0,0,0.2,0.41
103,3.64053,0,0.02,0.19,0.33,0.49,0,0,0.15,0.32,0.47,0,0,0.1,0.29,0.46,0,0,0.05,0.25,0.44,0,0,0.01,0.21,0.42
104,3.70125,0,0.01,0.18,0.34,0.49,0,0,0.16,0.33,0.46,0,0,0.11,0.29,0.47,0,0,0.06,0.26,0.45,0,0,0,0.2,0.41
105,3.76266,0,0.02,0.18,0.35,0.5,0,0,0.15,0.33,0.46,0,0,0.13,0.31,0.46,0,0,0.05,0.27,0.44,0,0,0,0.24,0.43
106,3.82479,0,0.03,0.2,0.35,0.51,0,0,0.14,0.32,0.49,0,0,0.13,0.31,0.46,0,0,0.07,0.28,0.43,0,0,0.03,0.23,0.43
107,3.88764,0,0.04,0.21,0.37,0.51,0,0,0.16,0.32,0.49,0,0,0.12,0.3,0.48,0,0,0.08,0.27,0.46,0,0,0.01,0.26,0.44
108,3.95121,0,0.04,0.21,0.38,0.5,0,0,0.18,0.33,0.49,0,0,0.12,0.3,0.47,0,0,0.09,0.28,0.46,0,0,0.06,0.26,0.46
109,4.01552,0,0.04,0.2,0.37,0.49,0,0,0.17,0.34,0.5,0,0,0.14,0.32,0.48,0,0,0.11,0.3,0.48,0,0,0.04,0.24,0.44
110,4.08058,0,0.03,0.2,0.36,0.51,0,0.01,0.18,0.35,0.51,0,0,0.15,0.33,0.5,0,0,0.11,0.29,0.48,0,0,0.06,0.27,0.46
111,4.14639,0,0.03,0.2,0.36,0.52,0,0.03,0.2,0.36,0.5,0,0,0.14,0.32,0.5,0,0,0.1,0.28,0.47,0,0,0.08,0.27,0.47
112,4.21297,0,0.05,0.23,0.36,0.52,0,0.03,0.2,0.37,0.52,0,0,0.15,0.35,0.49,0,0,0.11,0.3,0.48,0,0,0.07,0.26,0.46
113,4.28031,0,0.06,0.23,0.37,0.52,0,0.02,0.19,0.36,0.53,0,0,0.17,0.35,0.5,0,0,0.13,0.31,0.49,0,0,0.07,0.3,0.49
114,4.34843,0,0.06,0.22,0.38,0.53,0,0.02,0.19,0.36,0.52,0,0,0.16,0.34,0.51,0,0,0.12,0.33,0.49,0,0,0.09,0.29,0.48
115,4.41735,0,0.06,0.23,0.38,0.53,0,0.02,0.2,0.36,0.51,0,0,0.17,0.34,0.51,0,0,0.11,0.34,0.51,0,0,0.09,0.3,0.49
116,4.48706,0,0.08,0.24,0.39,0.54,0,0.04,0.21,0.38,0.52,0,0,0.18,0.35,0.51,0,0,0.15,0.33,0.51,0,0,0.08,0.31,0.5
117,4.55758,0,0.09,0.25,0.4,0.53,0,0.05,0.21,0.38,0.53,0,0,0.19,0.36,0.53,0,0,0.14,0.32,0.5,0,0,0.1,0.3,0.49
118,4.62892,0,0.09,0.25,0.41,0.55,0,0.04,0.21,0.38,0.54,0,0,0.19,0.36,0.53,0,0,0.15,0.34,0.51,0,0,0.11,0.3,0.49
119,4.70108,0,0.08,0.24,0.4,0.56,0,0.04,0.23,0.39,0.54,0,0.01,0.18,0.36,0.52,0,0,0.17,0.35,0.52,0,0,0.1,0.32,0.51
120,4.77408,0,0.08,0.24,0.39,0.55,0,0.04,0.24,0.4,0.55,0,0.01,0.19,0.38,0.55,0,0,0.17,0.34,0.52,0,0,0.13,0.32,0.51
121,4.84793,0,0.08,0.24,0.41,0.55,0,0.05,0.23,0.4,0.56,0,0.01,0.2,0.38,0.54,0,0,0.16,0.34,0.54,0,0,0.12,0.31,0.52
122,4.92263,0,0.09,0.25,0.42,0.54,0,0.06,0.23,0.39,0.55,0,0.02,0.21,0.37,0.54,0,0,0.17,0.37,0.54,0,0,0.14,0.35,0.53
123,4.99819,0,0.1,0.25,0.42,0.54,0,0.07,0.23,0.38,0.54,0,0.03,0.2,0.38,0.54,0,0,0.19,0.36,0.53,0,0,0.16,0.34,0.52
124,5.07463,0,0.11,0.26,0.41,0.57,0,0.06,0.24,0.39,0.55,0,0.02,0.21,0.4,0.55,0,0,0.18,0.37,0.53,0,0,0.15,0.35,0.53
125,5.15196,0,0.1,0.26,0.41,0.56,0,0.06,0.25,0.4,0.57,0,0.03,0.23,0.39,0.56,0,0,0.17,0.38,0.55,0,0,0.14,0.36,0.54
126,5.23019,0,0.1,0.27,0.41,0.56,0,0.06,0.25,0.41,0.56,0,0.04,0.22,0.39,0.55,0,0,0.18,0.38,0.55,0,0,0.16,0.35,0.53
127,5.30931,0,0.09,0.28,0.42,0.56,0,0.08,0.25,0.41,0.56,0,0.05,0.22,0.38,0.56,0,0,0.19,0.37,0.54,0,0,0.17,0.35,0.55
128,5.38936,0,0.09,0.28,0.43,0.57,0,0.08,0.24,0.42,0.56,0,0.05,0.23,0.41,0.57,0,0,0.2,0.37,0.55,0,0,0.16,0.37,0.55
129,5.47033,0,0.1,0.28,0.43,0.58,0,0.08,0.24,0.43,0.57,0,0.04,0.24,0.4,0.57,0,0,0.21,0.38,0.57,0,0,0.15,0.37,0.55
130,5.55225,0,0.11,0.28,0.43,0.58,0,0.09,0.27,0.43,0.58,0,0.04,0.24,0.4,0.56,0,0.01,0.23,0.39,0.56,0,0,0.17,0.36,0.56
131,5.63511,0,0.12,0.27,0.43,0.57,0,0.1,0.26,0.42,0.58,0,0.06,0.24,0.41,0.57,0,0.01,0.22,0.4,0.56,0,0,0.18,0.36,0.57
132,5.71893,0,0.12,0.27,0.45,0.58,0,0.11,0.26,0.42,0.57,0,0.07,0.23,0.42,0.58,0,0.03,0.21,0.42,0.57,0,0,0.17,0.39,0.56
133,5.80372,0,0.12,0.28,0.45,0.59,0,0.1,0.27,0.43,0.58,0,0.07,0.24,0.42,0.58,0,0.04,0.22,0.41,0.58,0,0,0.18,0.38,0.55
134,5.88949,0,0.12,0.29,0.45,0.59,0,0.1,0.27,0.44,0.59,0,0.06,0.25,0.42,0.58,0,0.03,0.23,0.4,0.57,0,0,0.2,0.4,0.57
135,5.97626,0,0.13,0.29,0.44,0.59,0,0.09,0.28,0.44,0.59,0,0.06,0.25,0.41,0.58,0,0.03,0.24,0.4,0.58,0,0,0.19,0.4,0.58
136,6.06403,0,0.14,0.29,0.44,0.59,0,0.1,0.28,0.43,0.58,0,0.07,0.25,0.42,0.59,0,0.04,0.23,0.42,0.59,0,0,0.21,0.4,0.57
137,6.15282,0,0.14,0.29,0.44,0.58,0,0.11,0.28,0.44,0.58,0,0.08,0.27,0.43,0.59,0,0.06,0.22,0.42,0.58,0,0,0.22,0.39,0.59
138,6.24264,0,0.14,0.3,0.44,0.59,0,0.12,0.27,0.45,0.59,0,0.08,0.28,0.43,0.59,0,0.05,0.23,0.42,0.58,0,0,0.21,0.41,0.58
139,6.3335,0,0.13,0.31,0.45,0.6,0,0.12,0.27,0.45,0.59,0,0.08,0.27,0.44,0.58,0,0.05,0.25,0.41,0.6,0,0,0.2,0.41,0.58
140,6.42541,0,0.13,0.31,0.46,0.6,0,0.12,0.28,0.45,0.6,0,0.1,0.26,0.45,0.59,0,0.04,0.25,0.41,0.6,0,0,0.22,0.41,0.59
141,6.51839,0,0.14,0.31,0.46,0.6,0,0.11,0.29,0.45,0.6,0,0.1,0.26,0.45,0.6,0,0.06,0.24,0.44,0.6,0,0.02,0.23,0.4,0.6
142,6.61244,0,0.15,0.31,0.46,0.59,0,0.11,0.29,0.44,0.6,0,0.1,0.28,0.45,0.6,0,0.07,0.24,0.43,0.59,0,0.02,0.23,0.42,0.59
143,6.70758,0,0.15,0.3,0.46,0.6,0,0.11,0.29,0.44,0.61,0,0.1,0.29,0.44,0.6,0,0.07,0.26,0.44,0.59,0,0.01,0.22,0.42,0.59
144,6.80383,0,0.16,0.3,0.47,0.6,0,0.12,0.3,0.45,0.62,0,0.1,0.29,0.44,0.62,0,0.06,0.26,0.45,0.6,0,0.02,0.23,0.42,0.61
145,6.90119,0,0.15,0.3,0.47,0.61,0,0.13,0.31,0.45,0.61,0,0.1,0.28,0.45,0.62,0,0.06,0.26,0.45,0.61,0,0.04,0.24,0.44,0.6
146,6.99968,0,0.15,0.31,0.47,0.61,0,0.13,0.32,0.46,0.61,0,0.12,0.28,0.46,0.61,0,0.07,0.27,0.44,0.61,0,0.03,0.24,0.44,0.6
147,7.0993,0,0.15,0.32,0.47,0.61,0,0.13,0.31,0.46,0.6,0,0.12,0.27,0.46,0.61,0,0.08,0.28,0.44,0.62,0,0.04,0.24,0.43,0.61
148,7.20009,0,0.14,0.32,0.47,0.61,0,0.14,0.31,0.47,0.6,0,0.12,0.28,0.46,0.6,0,0.08,0.28,0.44,0.62,0,0.06,0.25,0.43,0.62
149,7.30204,0,0.15,0.32,0.46,0.61,0,0.15,0.3,0.47,0.61,0,0.11,0.29,0.45,0.61,0,0.08,0.27,0.45,0.62,0,0.05,0.25,0.44,0.62
150,7.40517,0,0.15,0.32,0.46,0.62,0,0.15,0.3,0.48,0.62,0,0.11,0.3,0.46,0.62,0,0.07,0.27,0.46,0.61,0,0.05,0.25,0.45,0.61
151,7.5095,0,0.16,0.33,0.47,0.63,0,0.15,0.31,0.48,0.62,0,0.11,0.29,0.47,0.62,0,0.08,0.28,0.45,0.61,0,0.06,0.25,0.44,0.61
152,7.61503,0,0.17,0.33,0.47,0.62,0,0.15,0.32,0.47,0.62,0,0.12,0.29,0.47,0.62,0,0.09,0.29,0.46,0.62,0,0.07,0.28,0.44,0.63
153,7.72179,0,0.17,0.34,0.48,0.62,0,0.14,0.32,0.47,0.62,0,0.13,0.31,0.47,0.62,0,0.1,0.29,0.46,0.63,0,0.07,0.27,0.44,0.63
154,7.82979,0,0.17,0.34,0.48,0.62,0,0.14,0.32,0.46,0.63,0,0.13,0.31,0.46,0.63,0,0.1,0.29,0.47,0.62,0,0.07,0.26,0.46,0.62
155,7.93903,0,0.16,0.34,0.48,0.62,0,0.15,0.32,0.46,0.63,0,0.13,0.31,0.47,0.63,0,0.1,0.28,0.46,0.62,0,0.06,0.26,0.46,0.62
156,8.04955,0.01,0.18,0.33,0.48,0.62,0,0.16,0.32,0.48,0.63,0,0.12,0.31,0.48,0.63,0,0.1,0.28,0.46,0.63,0,0.07,0.27,0.45,0.63
157,8.16134,0.01,0.18,0.33,0.49,0.63,0,0.16,0.31,0.49,0.63,0,0.12,0.3,0.48,0.62,0,0.12,0.29,0.47,0.64,0,0.09,0.29,0.45,0.63
158,8.27443,0.01,0.19,0.33,0.49,0.63,0,0.17,0.31,0.48,0.62,0,0.13,0.31,0.48,0.62,0,0.11,0.3,0.48,0.63,0,0.09,0.28,0.47,0.63
159,8.38882,0.01,0.19,0.33,0.49,0.63,0,0.16,0.32,0.48,0.62,0,0.14,0.32,0.48,0.63,0,0.11,0.3,0.48,0.63,0,0.08,0.27,0.46,0.64
160,8.50455,0.01,0.18,0.33,0.49,0.63,0,0.16,0.33,0.48,0.62,0,0.15,0.33,0.47,0.63,0,0.12,0.3,0.48,0.63,0,0.08,0.27,0.46,0.65
161,8.62161,0.01,0.18,0.34,0.49,0.62,0,0.16,0.33,0.49,0.62,0,0.15,0.32,0.47,0.64,0,0.13,0.31,0.47,0.64,0,0.09,0.28,0.47,0.64
162,8.74003,0.01,0.18,0.34,0.49,0.62,0,0.16,0.33,0.5,0.63,0,0.14,0.32,0.48,0.64,0,0.13,0.32,0.47,0.64,0,0.1,0.29,0.48,0.63
163,8.85982,0,0.18,0.35,0.48,0.63,0,0.16,0.33,0.5,0.63,0,0.14,0.32,0.48,0.63,0,0.13,0.31,0.48,0.64,0,0.1,0.29,0.48,0.63
164,8.981,0.01,0.18,0.35,0.48,0.63,0,0.17,0.34,0.49,0.63,0,0.13,0.31,0.49,0.63,0,0.12,0.31,0.49,0.64,0,0.09,0.28,0.47,0.64
165,9.10358,0.01,0.18,0.34,0.48,0.64,0,0.17,0.34,0.49,0.63,0,0.14,0.32,0.49,0.64,0,0.12,0.31,0.49,0.63,0,0.09,0.28,0.47,0.65
166,9.22759,0.02,0.19,0.34,0.48,0.64,0,0.18,0.35,0.49,0.64,0,0.15,0.32,0.48,0.65,0,0.13,0.31,0.48,0.64,0,0.1,0.29,0.48,0.65
167,9.35303,0.02,0.19,0.34,0.5,0.64,0,0.18,0.35,0.49,0.64,0,0.16,0.33,0.5,0.65,0,0.14,0.32,0.48,0.64,0,0.11,0.3,0.49,0.64
168,9.47992,0.03,0.2,0.34,0.5,0.64,0,0.18,0.34,0.49,0.65,0,0.16,0.33,0.5,0.64,0,0.15,0.33,0.47,0.65,0,0.11,0.3,0.48,0.63
169,9.60828,0.03,0.2,0.33,0.5,0.64,0,0.17,0.34,0.49,0.65,0,0.16,0.33,0.5,0.64,0,0.14,0.32,0.48,0.65,0,0.11,0.3,0.48,0.66
170,9.73813,0.03,0.2,0.34,0.5,0.63,0,0.17,0.34,0.5,0.64,0,0.16,0.33,0.5,0.64,0,0.14,0.32,0.49,0.65,0,0.1,0.29,0.47,0.65
171,9.86949,0.03,0.19,0.34,0.5,0.64,0,0.17,0.34,0.5,0.64,0,0.16,0.33,0.49,0.65,0,0.13,0.31,0.49,0.66,0,0.1,0.3,0.48,0.65
172,10.0024,0.02,0.19,0.36,0.5,0.65,0,0.17,0.34,0.5,0.64,0,0.17,0.33,0.49,0.65,0,0.14,0.32,0.49,0.66,0,0.11,0.3,0.49,0.65
173,10.1368,0.02,0.19,0.35,0.5,0.65,0,0.18,0.34,0.5,0.64,0,0.17,0.34,0.49,0.65,0,0.15,0.33,0.5,0.66,0,0.12,0.31,0.49,0.65
174,10.2728,0.02,0.19,0.35,0.51,0.65,0.01,0.18,0.35,0.5,0.65,0,0.17,0.34,0.5,0.65,0,0.16,0.34,0.51,0.65,0,0.12,0.31,0.49,0.66
