gridnumber,capital,policy[0],policy[1],policy[2],policy[3],policy[4],policy[5],policy[6]
64,1.7441,1.44203,1.45845,1.47485,1.49123,1.50759,1.52395,1.54031
65,1.78284,1.47677,1.49352,1.51025,1.52697,1.54369,1.56041,1.57718
66,1.82203,1.51188,1.52897,1.54605,1.56314,1.58026,1.59739,1.61456
67,1.86167,1.54738,1.56484,1.58232,1.59982,1.61735,1.63489,1.65245
68,1.90178,1.58334,1.60121,1.6191,1.63702,1.65495,1.67288,1.69079
69,1.94235,1.6198,1.63808,1.65639,1.6747,1.693,1.71129,1.72956
70,1.98339,1.65676,1.67546,1.69415,1.71282,1.73148,1.75012,1.76876
71,2.0249,1.6942,1.71327,1.73232,1.75136,1.77038,1.7894,1.80843
72,2.0669,1.73206,1.75149,1.77091,1.79033,1.80975,1.82918,1.84863
73,2.10938,1.77033,1.79015,1.80996,1.82978,1.84963,1.86949,1.88938
74,2.15235,1.80905,1.82927,1.84951,1.86977,1.89005,1.91034,1.93064
75,2.19582,1.84825,1.86891,1.88959,1.91029,1.93099,1.95169,1.97239
76,2.2398,1.88798,1.90908,1.9302,1.95132,1.97243,1.99352,2.0146
77,2.28428,1.92823,1.94977,1.9713,1.99282,2.01432,2.03582,2.05731
78,2.32928,1.96899,1.99094,2.01287,2.03479,2.0567,2.07862,2.10055
79,2.37481,2.01021,2.03257,2.05491,2.07725,2.0996,2.12197,2.14435
80,2.42085,2.05191,2.07468,2.09746,2.12025,2.14305,2.16588,2.18871
81,2.46744,2.09409,2.11731,2.14054,2.1638,2.18707,2.21034,2.23362
82,2.51456,2.13679,2.16048,2.18419,2.20791,2.23163,2.25534,2.27905
83,2.56223,2.18006,2.20422,2.22839,2.25256,2.27672,2.30086,2.32501
84,2.61045,2.22387,2.24849,2.27311,2.29772,2.32232,2.34692,2.37151
85,2.65923,2.26822,2.29329,2.31836,2.34341,2.36846,2.39353,2.41859
86,2.70857,2.31308,2.33861,2.36413,2.38965,2.41517,2.44072,2.46628
87,2.75849,2.35847,2.38446,2.41045,2.43646,2.46248,2.48851,2.51455
88,2.80898,2.40439,2.43087,2.45736,2.48386,2.51037,2.53689,2.56341
89,2.86006,2.45089,2.47786,2.50486,2.53185,2.55885,2.58584,2.61283
90,2.91173,2.49797,2.52545,2.55294,2.58042,2.6079,2.63537,2.66284
91,2.964,2.54564,2.57362,2.60159,2.62956,2.65752,2.68548,2.71345
92,3.01688,2.59388,2.62235,2.65081,2.67927,2.70773,2.73621,2.76469
93,3.07036,2.64268,2.67165,2.70062,2.72959,2.75856,2.78756,2.81656
94,3.12447,2.69206,2.72154,2.75103,2.78053,2.81003,2.83955,2.86907
95,3.1792,2.74204,2.77204,2.80206,2.83209,2.86213,2.89216,2.92219
96,3.23457,2.79263,2.82317,2.85373,2.88429,2.91485,2.9454,2.97594
97,3.29058,2.84384,2.87493,2.90602,2.9371,2.96818,2.99926,3.03033
98,3.34724,2.89568,2.92731,2.95893,2.99054,3.02215,3.05376,3.08538
99,3.40456,2.94814,2.9803,3.01246,3.04461,3.07676,3.10892,3.1411
100,3.46253,3.00122,3.03392,3.06662,3.09933,3.13204,3.16477,3.19751
101,3.52119,3.05492,3.08818,3.12144,3.15473,3.18801,3.2213,3.25459
102,3.58052,3.10927,3.1431,3.17695,3.2108,3.24465,3.2785,3.31234
103,3.64053,3.16429,3.1987,3.23312,3.26754,3.30196,3.33637,3.37078
104,3.70125,3.21998,3.25497,3.28997,3.32496,3.35995,3.39493,3.42992
105,3.76266,3.27633,3.31191,3.34748,3.38305,3.41862,3.4542,3.48979
106,3.82479,3.33336,3.36952,3.40568,3.44184,3.47801,3.51418,3.55037
107,3.88764,3.39106,3.42782,3.46457,3.50135,3.53812,3.5749,3.61169
108,3.95121,3.44945,3.48682,3.52419,3.56157,3.59896,3.63634,3.67373
109,4.01552,3.50854,3.54653,3.58452,3.62252,3.66052,3.69851,3.7365
110,4.08058,3.56835,3.60697,3.64558,3.68419,3.7228,3.76141,3.80002
111,4.14639,3.62888,3.66813,3.70736,3.74659,3.78582,3.82506,3.86431
112,4.21297,3.69013,3.73,3.76986,3.80973,3.84961,3.88948,3.92938
113,4.28031,3.7521,3.79261,3.83311,3.87363,3.91416,3.95469,3.99523
114,4.34843,3.8148,3.85597,3.89713,3.93831,3.97949,4.02067,4.06185
115,4.41735,3.87826,3.92009,3.96193,4.00376,4.0456,4.08743,4.12926
116,4.48706,3.94249,3.98499,4.02749,4.06999,4.11248,4.15497,4.19746
117,4.55758,4.00749,4.05067,4.09384,4.137,4.18016,4.22332,4.2665
118,4.62892,4.07327,4.11712,4.16096,4.2048,4.24865,4.2925,4.33636
119,4.70108,4.13982,4.18435,4.22888,4.27342,4.31797,4.36251,4.40706
120,4.77408,4.20716,4.25239,4.29763,4.34286,4.38811,4.43335,4.47859
121,4.84793,4.2753,4.32125,4.36719,4.41314,4.45909,4.50503,4.55097
122,4.92263,4.34426,4.39093,4.43759,4.48425,4.53091,4.57756,4.62422
123,4.99819,4.41405,4.46144,4.50882,4.5562,4.60358,4.65095,4.69834
124,5.07463,4.48468,4.53279,4.5809,4.629,4.67711,4.72522,4.77334
125,5.15196,4.55613,4.60498,4.65383,4.70267,4.75153,4.80038,4.84924
126,5.23019,4.62843,4.67803,4.72763,4.77723,4.82683,4.87643,4.92604
127,5.30931,4.70159,4.75195,4.80231,4.85267,4.90303,4.95339,5.00374
128,5.38936,4.77563,4.82676,4.87788,4.92901,4.98013,5.03124,5.08235
129,5.47033,4.85055,4.90246,4.95435,5.00624,5.05812,5.11001,5.1619
130,5.55225,4.92636,4.97905,5.03172,5.08438,5.13704,5.18972,5.24241
131,5.63511,5.00307,5.05653,5.10999,5.16345,5.21692,5.2704,5.32388
132,5.71893,5.08067,5.13493,5.1892,5.24347,5.29775,5.35203,5.40631
133,5.80372,5.15919,5.21428,5.26936,5.32445,5.37954,5.43463,5.48971
134,5.88949,5.23866,5.29457,5.35048,5.40639,5.46229,5.51819,5.5741
135,5.97626,5.31908,5.37582,5.43256,5.48929,5.54601,5.60275,5.65949
136,6.06403,5.40045,5.45803,5.5156,5.57316,5.63073,5.68831,5.7459
137,6.15282,5.48278,5.5412,5.59962,5.65804,5.71647,5.7749,5.83334
138,6.24264,5.56608,5.62535,5.68464,5.74393,5.80322,5.86251,5.9218
139,6.3335,5.65036,5.71052,5.77068,5.83084,5.89099,5.95115,6.01131
140,6.42541,5.73565,5.79669,5.85773,5.91877,5.9798,6.04084,6.10188
141,6.51839,5.82196,5.88389,5.94582,6.00774,6.06966,6.13159,6.19352
142,6.61244,5.90929,5.97212,6.03494,6.09776,6.16059,6.22341,6.28623
143,6.70758,5.99764,6.06138,6.12512,6.18885,6.25258,6.31631,6.38004
144,6.80383,6.08704,6.1517,6.21636,6.28101,6.34566,6.41031,6.47497
145,6.90119,6.1775,6.24309,6.30868,6.37426,6.43985,6.50543,6.57103
146,6.99968,6.26902,6.33556,6.40209,6.46862,6.53515,6.60168,6.66822
147,7.0993,6.36164,6.42913,6.49661,6.5641,6.63158,6.69906,6.76655
148,7.20009,6.45535,6.5238,6.59225,6.6607,6.72915,6.79759,6.86605
149,7.30204,6.55016,6.61959,6.68902,6.75844,6.82786,6.89728,6.96672
150,7.40517,6.6461,6.71651,6.78692,6.85733,6.92775,6.99816,7.06859
151,7.5095,6.74316,6.81457,6.88598,6.9574,7.02881,7.10023,7.17165
152,7.61503,6.84136,6.91379,6.98622,7.05865,7.13108,7.2035,7.27593
153,7.72179,6.94073,7.01419,7.08764,7.16109,7.23454,7.30799,7.38144
154,7.82979,7.04127,7.11577,7.19026,7.26474,7.33923,7.4137,7.48819
155,7.93903,7.14301,7.21855,7.29409,7.36962,7.44514,7.52066,7.5962
156,8.04955,7.24594,7.32254,7.39913,7.47572,7.55231,7.62889,7.70549
157,8.16134,7.35009,7.42776,7.50542,7.58308,7.66075,7.7384,7.81606
158,8.27443,7.45546,7.53422,7.61297,7.69172,7.77046,7.8492,7.92794
159,8.38882,7.56208,7.64194,7.72178,7.80163,7.88147,7.9613,8.04114
160,8.50455,7.66996,7.75092,7.83188,7.91283,7.99378,8.07472,8.15567
161,8.62161,7.77911,7.8612,7.94327,8.02535,8.10742,8.18948,8.27156
162,8.74003,7.88954,7.97277,8.05598,8.13919,8.2224,8.3056,8.3888
163,8.85982,8.00128,8.08565,8.17001,8.25437,8.33872,8.42307,8.50742
164,8.981,8.11433,8.19986,8.28539,8.3709,8.45641,8.54192,8.62745
165,9.10358,8.22871,8.31542,8.4021,8.48879,8.57549,8.66219,8.74888
166,9.22759,8.34443,8.43232,8.5202,8.60809,8.69598,8.78386,8.87175
167,9.35303,8.4615,8.5506,8.6397,8.72879,8.81789,8.90697,8.99605
168,9.47992,8.57996,8.67029,8.7606,8.85092,8.94122,9.03152,9.12182
169,9.60828,8.69983,8.79139,8.88293,8.97447,9.066,9.15753,9.24907
170,9.73813,8.8211,8.91391,9.0067,9.09947,9.19226,9.28504,9.37782
171,9.86949,8.94381,9.03786,9.13191,9.22595,9.32,9.41404,9.50808
172,10.0024,9.06794,9.16328,9.2586,9.35393,9.44925,9.54456,9.63988
173,10.1368,9.19354,9.29017,9.38679,9.4834,9.58001,9.67661,9.77321
174,10.2728,9.32062,9.41856,9.51648,9.6144,9.71231,9.81021,9.90811
175,10.4103,9.4492,9.54846,9.6477,9.74693,9.84615,9.94536,10.0446
176,10.5494,9.57929,9.67988,9.78045,9.88101,9.98155,10.0821,10.1827
177,10.6902,9.7109,9.81284,9.91475,10.0166,10.1186,10.2205,10.3224
178,10.8326,9.84405,9.94734,10.0506,10.1539,10.2572,10.3605,10.4637
179,10.9766,9.97876,10.0834,10.1881,10.2928,10.3974,10.5021,10.6067
180,11.1223,10.115,10.2211,10.3272,10.4333,10.5393,10.6454,10.7514
181,11.2697,10.253,10.3605,10.4679,10.5754,10.6829,10.7903,10.8978
182,11.4188,10.3925,10.5014,10.6103,10.7192,10.8281,10.937,11.0459
183,11.5696,10.5336,10.644,10.7544,10.8647,10.9751,11.0854,11.1958
184,11.7222,10.6765,10.7883,10.9001,11.0119,11.1237,11.2355,11.3474
185,11.8766,10.8209,10.9343,11.0476,11.1609,11.2742,11.3874,11.5007
186,12.0327,10.9671,11.082,11.1968,11.3115,11.4263,11.5411,11.6559
187,12.1906,11.115,11.2314,11.3477,11.464,11.5803,11.6966,11.8129
188,12.3504,11.2647,11.3825,11.5004,11.6182,11.736,11.8539,11.9717
189,12.512,11.4161,11.5355,11.6549,11.7743,11.8936,12.013,12.1324
190,12.6755,11.5692,11.6902,11.8112,11.9321,12.0531,12.174,12.295
191,12.8409,11.7242,11.8468,11.9693,12.0919,12.2144,12.3369,12.4594
192,13.0082,11.881,12.0052,12.1293,12.2535,12.3776,12.5017,12.6259
193,13.1774,12.0396,12.1654,12.2912,12.4169,12.5427,12.6685,12.7942
194,13.3486,12.2001,12.3275,12.4549,12.5823,12.7097,12.8371,12.9646
195,13.5218,12.3624,12.4915,12.6206,12.7497,12.8788,13.0078,13.1369
196,13.697,12.5267,12.6575,12.7882,12.919,13.0497,13.1805,13.3112
197,13.8742,12.6929,12.8254,12.9578,13.0903,13.2227,13.3552,13.4876
198,14.0535,12.861,12.9952,13.1294,13.2636,13.3977,13.5319,13.6661
199,14.2348,13.0311,13.1671,13.303,13.4389,13.5748,13.7107,13.8466
200,14.4183,13.2032,13.3409,13.4786,13.6163,13.7539,13.8916,14.0293
201,14.6039,13.3773,13.5168,13.6563,13.7957,13.9352,14.0746,14.2141
202,14.7916,13.5535,13.6948,13.836,13.9773,14.1185,14.2598,14.401
203,14.9815,13.7317,13.8748,14.0179,14.161,14.304,14.4471,14.5902
204,15.1736,13.912,14.0569,14.2019,14.3468,14.4917,14.6366,14.7815
205,15.3679,14.0944,14.2412,14.388,14.5348,14.6816,14.8284,14.9751
206,15.5645,14.2789,14.4276,14.5763,14.725,14.8737,15.0223,15.171
207,15.7633,14.4656,14.6163,14.7669,14.9174,15.068,15.2186,15.3692
208,15.9645,14.6545,14.8071,14.9596,15.1121,15.2646,15.4171,15.5696
209,16.168,14.8456,15.0001,15.1546,15.3091,15.4635,15.618,15.7724
210,16.3738,15.0389,15.1954,15.3519,15.5083,15.6648,15.8212,15.9776
211,16.5821,15.2345,15.393,15.5515,15.7099,15.8684,16.0268,16.1852
212,16.7927,15.4324,15.5929,15.7534,15.9139,16.0743,16.2348,16.3952
213,17.0058,15.6326,15.7952,15.9577,16.1202,16.2827,16.4452,16.6077
214,17.2213,15.8351,15.9998,16.1644,16.329,16.4935,16.6581,16.8227
215,17.4394,16.04,16.2068,16.3735,16.5402,16.7068,16.8735,17.0401
216,17.66,16.2474,16.4162,16.585,16.7538,16.9226,17.0914,17.2601
217,17.8831,16.4571,16.6281,16.799,16.97,17.1409,17.3118,17.4827
218,18.1088,16.6693,16.8424,17.0155,17.1887,17.3617,17.5348,17.7079
219,18.3372,16.8839,17.0593,17.2346,17.4099,17.5851,17.7604,17.9357
220,18.5681,17.1011,17.2786,17.4562,17.6337,17.8112,17.9887,18.1662
221,18.8018,17.3208,17.5006,17.6803,17.8601,18.0399,18.2196,18.3993
222,19.0381,17.543,17.7251,17.9071,18.0892,18.2712,18.4532,18.6352
223,19.2772,17.7679,17.9522,18.1366,18.3209,18.5052,18.6895,18.8738
224,19.5191,17.9953,18.1821,18.3687,18.5554,18.742,18.9286,19.1152
225,19.7638,18.2255,18.4145,18.6036,18.7926,18.9815,19.1705,19.3595
226,20.0113,18.4583,18.6497,18.8411,19.0325,19.2239,19.4152,19.6066
227,20.2617,18.6939,18.8877,19.0815,19.2753,19.469,19.6628,19.8565
228,20.5149,18.9322,19.1284,19.3247,19.5209,19.7171,19.9132,20.1094
229,20.7711,19.1732,19.372,19.5707,19.7693,19.968,20.1666,20.3652
230,21.0303,19.4171,19.6184,19.8195,20.0207,20.2218,20.4229,20.624
231,21.2925,19.6639,19.8676,20.0713,20.275,20.4786,20.6822,20.8859
232,21.5577,19.9135,20.1198,20.326,20.5322,20.7384,20.9446,21.1507
233,21.826,20.166,20.3749,20.5837,20.7924,21.0012,21.21,21.4187
234,22.0974,20.4215,20.6329,20.8443,21.0557,21.2671,21.4785,21.6898
235,22.3719,20.6799,20.894,21.1081,21.3221,21.5361,21.7501,21.9641
236,22.6496,20.9414,21.1582,21.3749,21.5916,21.8082,22.0249,22.2415
237,22.9306,21.2059,21.4254,21.6448,21.8642,22.0835,22.3029,22.5222
238,23.2148,21.4735,21.6957,21.9178,22.1399,22.362,22.5841,22.8062
239,23.5023,21.7442,21.9692,22.1941,22.419,22.6438,22.8686,23.0935
240,23.7931,22.0181,22.2459,22.4735,22.7012,22.9289,23.1565,23.3841
241,24.0873,22.2952,22.5258,22.7563,22.9868,23.2172,23.4477,23.6781
242,24.3848,22.5755,22.8089,23.0423,23.2756,23.509,23.7422,23.9755
243,24.6859,22.8591,23.0954,23.3316,23.5679,23.8041,24.0402,24.2764
244,24.9904,23.146,23.3852,23.6244,23.8635,24.1026,24.3417,24.5808
245,25.2985,23.4362,23.6784,23.9205,24.1626,24.4047,24.6467,24.8888
246,25.6101,23.7298,23.975,24.2201,24.4652,24.7102,24.9553,25.2003
247,25.9253,24.0268,24.275,24.5231,24.7713,25.0193,25.2674,25.5155
248,26.2442,24.3273,24.5786,24.8298,25.0809,25.3321,25.5832,25.8343
249,26.5668,24.6313,24.8856,25.1399,25.3942,25.6484,25.9027,26.1569
250,26.8931,24.9388,25.1963,25.4537,25.7111,25.9685,26.2258,26.4832
251,27.2232,25.2499,25.5106,25.7712,26.0317,26.2923,26.5528,26.8133
252,27.5571,25.5647,25.8285,26.0923,26.3561,26.6198,26.8836,27.1473
253,27.8949,25.8831,26.1502,26.4172,26.6842,26.9512,27.2182,27.4851
254,28.2366,26.2052,26.4756,26.7459,27.0162,27.2865,27.5567,27.8269
255,28.5823,26.5311,26.8048,27.0784,27.352,27.6256,27.8992,28.1727
256,28.932,26.8607,27.1378,27.4148,27.6918,27.9687,28.2456,28.5225
257,29.2857,27.1942,27.4747,27.7551,28.0354,28.3158,28.5961,28.8764
258,29.6435,27.5316,27.8155,28.0993,28.3831,28.6669,28.9506,29.2343
259,30.0055,27.8729,28.1603,28.4476,28.7349,29.0221,29.3093,29.5965
260,30.3716,28.2182,28.5091,28.7999,29.0907,29.3815,29.6722,29.9629
261,30.742,28.5675,28.862,29.1564,29.4507,29.745,30.0393,30.3335
262,31.1167,28.9209,29.219,29.5169,29.8149,30.1128,30.4106,30.7085
263,31.4958,29.2784,29.5801,29.8817,30.1833,30.4848,30.7863,31.0878
264,31.8792,29.6401,29.9454,30.2507,30.556,30.8612,31.1664,31.4715
265,32.267,30.0059,30.315,30.624,30.933,31.242,31.5508,31.8597
266,32.6594,30.3761,30.6889,31.0017,31.3144,31.6271,31.9398,32.2525
267,33.0563,30.7505,31.0672,31.3838,31.7003,32.0168,32.3333,32.6498
268,33.4578,31.1293,31.4498,31.7703,32.0907,32.411,32.7314,33.0517
269,33.864,31.5125,31.8369,32.1613,32.4856,32.8098,33.134,33.4583
270,34.2748,31.9002,32.2285,32.5568,32.8851,33.2133,33.5414,33.8696
271,34.6904,32.2923,32.6247,32.957,33.2892,33.6214,33.9535,34.2857
272,35.1109,32.6891,33.0255,33.3618,33.6981,34.0343,34.3705,34.7066
273,35.5362,33.0904,33.4309,33.7713,34.1117,34.452,34.7922,35.1325
274,35.9664,33.4965,33.8411,34.1856,34.5301,34.8745,35.2189,35.5633
275,36.4016,33.9072,34.256,34.6047,34.9534,35.302,35.6505,35.9991
276,36.8419,34.3227,34.6758,35.0287,35.3816,35.7344,36.0872,36.44
277,37.2872,34.7431,35.1004,35.4576,35.8148,36.1719,36.5289,36.886
278,37.7377,35.1684,35.53,35.8915,36.253,36.6144,36.9758,37.3372
279,38.1935,35.5986,35.9645,36.3305,36.6963,37.0621,37.4279,37.7936
280,38.6545,36.0338,36.4042,36.7745,37.1448,37.515,37.8852,38.2553
281,39.1209,36.474,36.8489,37.2237,37.5985,37.9732,38.3478,38.7225
282,39.5926,36.9194,37.2988,37.6782,38.0574,38.4367,38.8158,39.195
283,40.0698,37.37,37.754,38.1379,38.5217,38.9055,39.2893,39.673
284,40.5526,37.8258,38.2144,38.603,38.9914,39.3799,39.7683,40.1566
285,41.0409,38.2869,38.6802,39.0734,39.4666,39.8597,40.2528,40.6458
286,41.5349,38.7533,39.1514,39.5494,39.9473,40.3451,40.7429,41.1407
287,42.0347,39.2252,39.6281,40.0308,40.4336,40.8362,41.2388,41.6414
288,42.5402,39.7026,40.1103,40.5179,40.9255,41.333,41.7404,42.1479
289,43.0516,40.1855,40.5981,41.0107,41.4231,41.8355,42.2479,42.6602
290,43.5689,40.674,41.0916,41.5091,41.9266,42.3439,42.7612,43.1785
291,44.0922,41.1683,41.5909,42.0134,42.4358,42.8582,43.2806,43.7029
292,44.6215,41.6682,42.0959,42.5235,42.951,43.3785,43.8059,44.2333
293,45.157,42.174,42.6068,43.0396,43.4722,43.9048,44.3374,44.7699
294,45.6987,42.6856,43.1237,43.5616,43.9995,44.4373,44.875,45.3127
295,46.2467,43.2032,43.6465,44.0897,44.5328,44.9759,45.4189,45.8618
296,46.801,43.7268,44.1755,44.624,45.0724,45.5208,45.9691,46.4174
297,47.3617,44.2565,44.7105,45.1644,45.6182,46.072,46.5256,46.9793
298,47.9289,44.7924,45.2518,45.7112,46.1704,46.6296,47.0887,47.5478
299,48.5027,45.3345,45.7994,46.2642,46.729,47.1936,47.6583,48.1229
300,49.0832,45.8828,46.3533,46.8237,47.294,47.7643,48.2345,48.7046
301,49.6704,46.4375,46.9137,47.3897,47.8656,48.3415,48.8173,49.2931
302,50.2644,46.9987,47.4805,47.9623,48.4439,48.9255,49.407,49.8885
303,50.8652,47.5664,48.054,48.5415,49.0289,49.5162,50.0035,50.4908
304,51.473,48.1407,48.6341,49.1274,49.6207,50.1139,50.607,51.1
305,52.0879,48.7216,49.221,49.7202,50.2193,50.7184,51.2174,51.7164
306,52.7099,49.3093,49.8146,50.3198,50.8249,51.33,51.8349,52.3399
307,53.3391,49.9039,50.4152,50.9264,51.4376,51.9487,52.4596,52.9706
308,53.9756,50.5053,51.0228,51.5401,52.0573,52.5745,53.0916,53.6087
309,54.6194,51.1137,51.6374,52.1609,52.6843,53.2076,53.7309,54.2542
310,55.2707,51.7292,52.2591,52.7889,53.3185,53.8481,54.3776,54.9071
311,55.9296,52.3519,52.8881,53.4241,53.9601,54.496,55.0319,55.5677
312,56.5961,52.9817,53.5243,54.0668,54.6092,55.1515,55.6937,56.2359
313,57.2703,53.6189,54.168,54.7169,55.2658,55.8145,56.3632,56.9119
314,57.9523,54.2635,54.8191,55.3746,55.93,56.4853,57.0405,57.5957
315,58.6423,54.9156,55.4778,56.0399,56.6019,57.1638,57.7256,58.2874
316,59.3402,55.5752,56.1441,56.7129,57.2816,57.8502,58.4187,58.9872
317,60.0462,56.2425,56.8182,57.3938,57.9692,58.5445,59.1198,59.695
318,60.7604,56.9176,57.5001,58.0825,58.6647,59.2469,59.8291,60.4111
319,61.4828,57.6004,58.1899,58.7792,59.3684,59.9575,60.5465,61.1356
320,62.2137,58.2912,58.8877,59.484,60.0802,60.6763,61.2724,61.8684
321,62.9529,58.99,59.5936,60.197,60.8003,61.4035,62.0066,62.6097
322,63.7008,59.6969,60.3076,60.9182,61.5287,62.1391,62.7494,63.3597
323,64.4573,60.412,61.03,61.6479,62.2656,62.8832,63.5008,64.1183
324,65.2226,61.1355,61.7608,62.386,63.011,63.636,64.2609,64.8858
325,65.9968,61.8673,62.5,63.1326,63.7651,64.3975,65.0298,65.6621
326,66.7799,62.6076,63.2479,63.888,64.528,65.1679,65.8077,66.4475
327,67.5721,63.3565,64.0044,64.6521,65.2997,65.9472,66.5946,67.242
328,68.3735,64.1141,64.7697,65.4251,66.0803,66.7355,67.3906,68.0457
329,69.1841,64.8805,65.5438,66.207,66.8701,67.533,68.1959,68.8587
330,70.0042,65.6558,66.327,66.998,67.6689,68.3398,69.0105,69.6812
331,70.8337,66.4401,67.1192,67.7982,68.4771,69.1559,69.8346,70.5132
332,71.6729,67.2335,67.9207,68.6077,69.2946,69.9815,70.6682,71.3549
333,72.5218,68.0361,68.7314,69.4266,70.1217,70.8166,71.5115,72.2063
