gridnumber,capital,dist[0 0 00],dist[0 0 01],dist[0 0 02],dist[0 0 10],dist[0 0 11],dist[0 0 12],dist[0 0 20],dist[0 0 21],dist[0 0 22],dist[0 1 00],dist[0 1 01],dist[0 1 02],dist[0 1 10],dist[0 1 11],dist[0 1 12],dist[0 1 20],dist[0 1 21],dist[0 1 22],dist[0 2 00],dist[0 2 01],dist[0 2 02],dist[0 2 10],dist[0 2 11],dist[0 2 12],dist[0 2 20],dist[0 2 21],dist[0 2 22],dist[1 0 00],dist[1 0 01],dist[1 0 02],dist[1 0 10],dist[1 0 11],dist[1 0 12],dist[1 0 20],dist[1 0 21],dist[1 0 22],dist[1 1 00],dist[1 1 01],dist[1 1 02],dist[1 1 10],dist[1 1 11],dist[1 1 12],dist[1 1 20],dist[1 1 21],dist[1 1 22],dist[1 2 00],dist[1 2 01],dist[1 2 02],dist[1 2 10],dist[1 2 11],dist[1 2 12],dist[1 2 20],dist[1 2 21],dist[1 2 22],dist[2 0 00],dist[2 0 01],dist[2 0 02],dist[2 0 10],dist[2 0 11],dist[2 0 12],dist[2 0 20],dist[2 0 21],dist[2 0 22],dist[2 1 00],dist[2 1 01],dist[2 1 02],dist[2 1 10],dist[2 1 11],dist[2 1 12],dist[2 1 20],dist[2 1 21],dist[2 1 22],dist[2 2 00],dist[2 2 01],dist[2 2 02],dist[2 2 10],dist[2 2 11],dist[2 2 12],dist[2 2 20],dist[2 2 21],dist[2 2 22]
0,0,0.014317,0.00784519,0.00289669,0.00424713,0.00232748,0.000859423,0.000751013,0.000411592,0.000151987,0.00940548,0.0122969,0.00939806,0.00279005,0.00364805,0.00278826,0.000493348,0.0006451,0.000493087,0.00289971,0.0078488,0.0143103,0.000860152,0.00232835,0.00424553,0.000152092,0.000411718,0.000750781,0.0109502,0.00600021,0.00221544,0.00944502,0.00517576,0.00191111,0.00357667,0.00196012,0.000723791,0.00719378,0.00940511,0.00718783,0.00620477,0.00811256,0.00620034,0.00234958,0.00307221,0.0023482,0.00221785,0.0060031,0.0109449,0.00191291,0.00517792,0.00944106,0.000724351,0.00196079,0.00357544,0.00374505,0.00205207,0.000757671,0.00783049,0.00429085,0.00158432,0.00773957,0.00424134,0.00156611,0.00246034,0.00321658,0.00245822,0.0051442,0.00672567,0.00514019,0.00508434,0.00664782,0.005081,0.00075853,0.0020531,0.00374316,0.00158596,0.0042928,0.00782691,0.00156747,0.00424296,0.00773659
1,0.0685139,0.00479627,0.00262422,0.000968237,0.00242642,0.00132761,0.000489849,0.000740973,0.000405595,0.000149684,0.00315277,0.00411616,0.0031423,0.00159496,0.00208237,0.00158973,0.000486986,0.000636054,0.000485734,0.00097249,0.00262931,0.00478693,0.000491973,0.00133015,0.00242175,0.000150192,0.000406203,0.000739857,0.00314343,0.00172001,0.00063464,0.00409442,0.00224003,0.000826459,0.00264583,0.00144794,0.0005343,0.00206623,0.00269779,0.00205962,0.0026915,0.00351367,0.00268221,0.00173906,0.00227091,0.00173392,0.000637324,0.00172322,0.00313753,0.000830232,0.00224454,0.00408613,0.000536388,0.00145044,0.00264124,0.000943022,0.000516067,0.000190427,0.00266823,0.00145983,0.000538611,0.00435241,0.00238153,0.000878732,0.000619833,0.000809391,0.000617985,0.00175396,0.00228982,0.00174801,0.00286093,0.00373536,0.00285176,0.000191177,0.000516965,0.000941374,0.000541025,0.00146272,0.00266293,0.000882453,0.00238598,0.00434423
2,0.139962,0.00437229,0.00237876,0.000875958,0.00307186,0.00166958,0.000614272,0.00126707,0.000689772,0.000253901,0.00288102,0.00373994,0.00284489,0.00202472,0.00262644,0.00199578,0.000834557,0.00108439,0.000824795,0.000890626,0.00239631,0.00434006,0.00062602,0.00168364,0.00304605,0.000257864,0.000694516,0.00125836,0.00256429,0.00139706,0.000514872,0.00431675,0.00234546,0.000863002,0.00393042,0.00213793,0.00078676,0.00168882,0.002195,0.0016716,0.00284576,0.00368997,0.00280378,0.00258968,0.00336216,0.00255602,0.000521866,0.00140543,0.00254893,0.000880046,0.00236586,0.00427931,0.000800428,0.00215429,0.00390039,0.000712355,0.00038894,0.000143501,0.00240796,0.00130953,0.000482141,0.0055909,0.00303964,0.00111849,0.000468764,0.000610472,0.000465676,0.00158693,0.00205924,0.00156598,0.0036846,0.00478107,0.00363381,0.000144754,0.000390441,0.000709601,0.000490646,0.00131971,0.00238927,0.00113911,0.00306432,0.0055456
3,0.214469,0.0029578,0.00162259,0.000600486,0.0025093,0.00138022,0.000511563,0.00113502,0.000625651,0.000232147,0.00194316,0.00254073,0.00194608,0.00164689,0.00215845,0.00165683,0.00074431,0.000977441,0.000751524,0.0005993,0.00162117,0.0029604,0.000507526,0.00137539,0.00251817,0.000229217,0.000622146,0.00114145,0.00156742,0.000858988,0.000317687,0.00323645,0.00177735,0.000658193,0.00338998,0.00186693,0.000692396,0.0010301,0.00134573,0.00102986,0.00212541,0.00278159,0.0021325,0.00222384,0.00291791,0.00224192,0.000317785,0.000859105,0.00156721,0.000655317,0.00177391,0.00324277,0.000685057,0.00185815,0.0034061,0.000394965,0.000216376,7.99959e-005,0.00162358,0.000890388,0.000329464,0.00458356,0.0025217,0.000934736,0.000259591,0.000339056,0.000259369,0.00106676,0.00139441,0.00106781,0.003008,0.00394315,0.00302726,8.00864e-005,0.000216484,0.000394766,0.000329041,0.000889882,0.00162451,0.000926916,0.00251234,0.00460074
4,0.292166,0.00204153,0.0011476,0.000428755,0.00195907,0.00109799,0.000409976,0.00094686,0.000529054,0.000197355,0.00132744,0.00177831,0.00138441,0.00127563,0.0017033,0.001324,0.000617389,0.000821733,0.000637566,0.000405621,0.00111991,0.00209235,0.000390334,0.00107448,0.00200222,0.000189162,0.000519248,0.000964858,0.00100853,0.000567231,0.000211891,0.00237925,0.00133642,0.000499303,0.00275249,0.00153995,0.000574688,0.000655544,0.000878865,0.000684244,0.00154766,0.00207139,0.00161214,0.00179368,0.00239061,0.00185629,0.000200237,0.000553284,0.00103413,0.00047312,0.00130509,0.00243677,0.000549269,0.00150953,0.00280833,0.000238725,0.000134081,5.00412e-005,0.00111155,0.000625276,0.000233666,0.00359719,0.00201529,0.000752378,0.000155246,0.00020789,0.000161658,0.00072252,0.000968636,0.000754417,0.00234268,0.00312682,0.0024299,4.74379e-005,0.000130965,0.000244444,0.000220714,0.000609775,0.00114,0.000716965,0.0019729,0.00367498
5,0.373191,0.00118766,0.000657099,0.000244079,0.00124236,0.000683475,0.000253577,0.000627319,0.000343863,0.000127456,0.000777549,0.00102505,0.000789854,0.000815518,0.00106847,0.00082087,0.000412467,0.000538325,0.000412725,0.000239083,0.00065112,0.00119864,0.000251404,0.000680874,0.00124713,0.000127351,0.000343738,0.00062755,0.000555796,0.000308398,0.000114602,0.00144666,0.000798424,0.000296453,0.001792,0.000983728,0.00036477,0.000363358,0.000480595,0.000370829,0.000948232,0.00124663,0.00095943,0.00117747,0.00153915,0.00118104,0.000111569,0.000304768,0.000562461,0.000291906,0.000792982,0.00145665,0.000363323,0.000981996,0.00179518,0.000125358,6.96454e-005,2.58752e-005,0.000641594,0.000355283,0.000132002,0.00229039,0.00125951,0.000467235,8.18951e-005,0.000108497,8.37399e-005,0.00041988,0.000554039,0.00042713,0.00150376,0.00196931,0.00151258,2.51261e-005,6.87489e-005,0.000127004,0.000129058,0.00035176,0.000648062,0.000463654,0.00125522,0.00229826
6,0.457685,0.000676707,0.000369283,0.000135422,0.000747149,0.000405851,0.000148406,0.000386035,0.000209142,7.63568e-005,0.000444715,0.000580734,0.000440797,0.000491814,0.000639698,0.000483659,0.000254353,0.00033007,0.000249015,0.000137013,0.000371187,0.000673212,0.000151718,0.000409815,0.000739874,7.85242e-005,0.000211736,0.000381273,0.000304282,0.000166504,6.11697e-005,0.000849014,0.000462326,0.00016931,0.00109295,0.000592752,0.000216545,0.000199775,0.000261483,0.000198951,0.000558368,0.000727831,0.00055143,0.000719857,0.000935009,0.000706011,6.15043e-005,0.000166905,0.000303547,0.000172127,0.000465698,0.000842825,0.000222167,0.00059948,0.0010806,6.57946e-005,3.60643e-005,1.32665e-005,0.000363875,0.000198707,7.28979e-005,0.00138022,0.000749506,0.000274021,4.31737e-005,5.65846e-005,4.31233e-005,0.000239068,0.000312382,0.000237242,0.00090864,0.00118154,0.000893107,1.32869e-005,3.60888e-005,6.57496e-005,7.36396e-005,0.000199594,0.000362246,0.000280328,0.000757054,0.00136636
7,0.545798,0.000363302,0.000198025,7.27172e-005,0.000415659,0.000226302,8.30675e-005,0.000217913,0.00011855,4.35034e-005,0.000238983,0.000311408,0.00023652,0.000273559,0.000356045,0.000270226,0.000143462,0.000186578,0.000141536,7.37172e-005,0.000199222,0.000361106,8.44208e-005,0.000227921,0.000412686,4.42855e-005,0.000119487,0.000216195,0.000158837,8.66274e-005,3.18163e-005,0.000464869,0.000253267,9.29889e-005,0.000613512,0.000333868,0.000122531,0.000104457,0.000136195,0.000103479,0.000305857,0.000398356,0.000302472,0.00040385,0.000525384,0.000398629,3.22135e-005,8.71027e-005,0.000157964,9.4363e-005,0.000254912,0.000461851,0.000124651,0.000336406,0.000608855,3.32923e-005,1.81582e-005,6.6688e-006,0.000194699,0.000106149,3.89828e-005,0.000768884,0.00041857,0.000153637,2.18934e-005,2.85481e-005,2.16901e-005,0.000128062,0.00016691,0.000126791,0.000506048,0.000658573,0.000499801,6.75135e-006,1.8257e-005,3.31109e-005,3.94987e-005,0.000106767,0.000193565,0.000156173,0.000421606,0.000763311
8,0.637684,0.000181305,9.70776e-005,3.50993e-005,0.000211867,0.0001129,4.06731e-005,0.000112039,5.95803e-005,2.14321e-005,0.000119885,0.000154207,0.000114969,0.000140308,0.000179796,0.000133442,7.42487e-005,9.49855e-005,7.03618e-005,3.70954e-005,9.94667e-005,0.00017692,4.34614e-005,0.000116238,0.000205741,2.30104e-005,6.14692e-005,0.000108572,7.79217e-005,4.18791e-005,1.5186e-005,0.000234707,0.00012535,4.5232e-005,0.000314388,0.000167319,6.02223e-005,5.14635e-005,6.63906e-005,4.96775e-005,0.000155322,0.00019939,0.000148291,0.00020829,0.000266636,0.00019766,1.59112e-005,4.27471e-005,7.63285e-005,4.80871e-005,0.000128767,0.000228435,6.45387e-005,0.000172485,0.000304905,1.60223e-005,8.64535e-006,3.14508e-006,9.69503e-005,5.194e-005,1.87866e-005,0.000392239,0.000208973,7.52728e-005,1.05691e-005,1.36756e-005,1.02735e-005,6.40949e-005,8.24824e-005,6.15261e-005,0.000259779,0.000332831,0.000246973,3.26514e-006,8.78903e-006,1.57585e-005,1.98297e-005,5.31883e-005,9.46589e-005,8.04724e-005,0.000215196,0.000380816
9,0.733504,8.78161e-005,4.56578e-005,1.60946e-005,0.000103739,5.33849e-005,1.86423e-005,5.50845e-005,2.82261e-005,9.8182e-006,5.85712e-005,7.37267e-005,5.3331e-005,6.93925e-005,8.67091e-005,6.20414e-005,3.68911e-005,4.59568e-005,3.2734e-005,1.82224e-005,4.82044e-005,8.31417e-005,2.16272e-005,5.69573e-005,9.71818e-005,1.15062e-005,3.02464e-005,5.13763e-005,3.73895e-005,1.96036e-005,6.96299e-006,0.000114385,5.91389e-005,2.07401e-005,0.000154329,7.92105e-005,2.75941e-005,2.48785e-005,3.15048e-005,2.29923e-005,7.64127e-005,9.58007e-005,6.88869e-005,0.000103309,0.000128848,9.19353e-005,7.72888e-006,2.05202e-005,3.5707e-005,2.3796e-005,6.27963e-005,0.000107672,3.22126e-005,8.4738e-005,0.000144183,7.60099e-006,4.02273e-006,1.4409e-006,4.69095e-005,2.44176e-005,8.61614e-006,0.000192129,9.88286e-005,3.44981e-005,5.04413e-006,6.43065e-006,4.73969e-006,3.12771e-005,3.94031e-005,2.8537e-005,0.000128534,0.000160559,0.00011483,1.56452e-006,4.17068e-006,7.32942e-006,9.72876e-006,2.57492e-005,4.44652e-005,4.00625e-005,0.000105488,0.000179905
