gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0281943,0.121937,0.255661,0.428491,0,0,0,0.0281943,0.121937,0.255661,0.428491,0,0,0,0.0281943,0.121937,0.255661,0.428491,0,0,0,0.0281942,0.121937,0.255661,0.428491,0,0,0,0.028194,0.121937,0.255661,0.42849,0,0,0,0.028194,0.121937,0.255661,0.42849,0,0,0,0.028194,0.121937,0.255661,0.42849
1,0.0185364,0,0,0,0.0387487,0.135296,0.270492,0.44393,0,0,0,0.0388604,0.135431,0.270639,0.444084,0,0,0,0.038972,0.135567,0.270787,0.444238,0,0,0,0.0390836,0.135703,0.270934,0.444393,0,0,0,0.0391951,0.135839,0.271082,0.444547,0,0,0,0.0393068,0.135975,0.271229,0.444701,0,0,0,0.0394185,0.136111,0.271377,0.444855
2,0.0372875,0,0,0,0.050102,0.149112,0.285547,0.459605,0,0,0,0.0503266,0.149386,0.285847,0.459915,0,0,0,0.0505513,0.149659,0.286147,0.460225,0,0,0,0.0507758,0.149932,0.286446,0.460535,0,0,0,0.0510003,0.150206,0.286746,0.460845,0,0,0,0.0512249,0.150479,0.287046,0.461155,0,0,0,0.0514496,0.150753,0.287346,0.461466
3,0.0562558,0,0,0,0.062602,0.163866,0.300875,0.475643,0,0,0,0.0630054,0.164316,0.301328,0.476117,0,0,0,0.0634089,0.164766,0.30178,0.47659,0,0,0,0.0638122,0.165215,0.302236,0.477064,0,0,0,0.0642155,0.165664,0.302692,0.477538,0,0,0,0.064619,0.166114,0.303148,0.478012,0,0,0,0.0650224,0.166564,0.303604,0.478486
4,0.0754439,0,0,0.00187922,0.0764197,0.179275,0.316502,0.491902,0,0,0.00241334,0.0769539,0.179878,0.317114,0.492538,0,0,0.00294747,0.0774881,0.18048,0.317725,0.493175,0,0,0.00348148,0.0780223,0.181083,0.318337,0.493812,0,0,0.00401536,0.0785563,0.181686,0.318948,0.494448,0,0,0.00454948,0.0790905,0.182288,0.31956,0.495085,0,0,0.00508361,0.0796247,0.182891,0.320172,0.495722
5,0.0948544,0,0,0.0156899,0.0902328,0.194859,0.332407,0.508366,0,0,0.0163615,0.0909044,0.195602,0.333184,0.509166,0,0,0.017033,0.0915761,0.19632,0.333961,0.509966,0,0,0.0177045,0.0922476,0.197039,0.334738,0.510765,0,0,0.0183758,0.0929191,0.197757,0.335515,0.511565,0,0,0.0189417,0.0935908,0.198475,0.336292,0.512364,0,0,0.0194744,0.0942624,0.199194,0.337069,0.513163
6,0.11449,0,0,0.0273608,0.103534,0.20983,0.34855,0.524996,0,0,0.0280037,0.104286,0.210698,0.349479,0.525961,0,0,0.0286467,0.105038,0.211565,0.350408,0.526926,0,0,0.0292896,0.105791,0.212432,0.351337,0.527891,0,0,0.0299324,0.106543,0.213299,0.352266,0.528855,0,0,0.0305754,0.107296,0.214166,0.353195,0.52982,0,0,0.0312183,0.108048,0.215033,0.354124,0.530785
7,0.134352,0,0,0.0386646,0.116842,0.225211,0.364749,0.541872,0,0,0.0394738,0.117803,0.226259,0.365839,0.543012,0,0,0.0402831,0.118763,0.227306,0.366929,0.544152,0,0,0.0410923,0.119723,0.228354,0.368019,0.545292,0,0,0.0419013,0.120684,0.229402,0.369119,0.546432,0,0,0.0427106,0.121644,0.230449,0.370232,0.547571,0,0,0.0435198,0.122604,0.231497,0.371344,0.548711
8,0.154445,0,0,0.0508277,0.131277,0.241044,0.38139,0.559007,0,0,0.051758,0.132381,0.242275,0.382669,0.560327,0,0,0.0526883,0.133485,0.243507,0.383948,0.561646,0,0,0.0536185,0.134595,0.244738,0.385226,0.562965,0,0,0.0545486,0.135724,0.24597,0.386505,0.564285,0,0,0.0554788,0.136853,0.247201,0.387784,0.565604,0,0,0.0564381,0.137982,0.248433,0.389063,0.566923
9,0.174771,0,0.00491768,0.0644328,0.146142,0.257333,0.398371,0.576458,0,0.00615506,0.0656847,0.14742,0.258726,0.399833,0.57795,0,0.00739244,0.0669366,0.148698,0.260117,0.401294,0.579443,0,0.00862972,0.0681884,0.149975,0.261507,0.402755,0.580936,0,0.00986687,0.0694401,0.151253,0.262898,0.404216,0.582429,0,0.0111043,0.070692,0.152531,0.264288,0.405678,0.583922,0,0.0123416,0.0719439,0.153809,0.265679,0.407139,0.585416
