gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-57.7196,-57.7196,-57.7196,-57.7196,-57.7196,-57.7196,-57.7196,-52.0707,-52.0707,-52.0707,-52.0707,-52.0707,-52.0707,-52.0707,-48.0416,-48.0416,-48.0416,-48.0416,-48.0416,-48.0416,-48.0416,-45.0762,-45.0762,-45.0762,-45.0762,-45.0762,-45.0762,-45.0762,-42.5461,-42.5461,-42.5461,-42.5461,-42.5461,-42.5461,-42.5461,-40.1775,-40.1775,-40.1775,-40.1775,-40.1775,-40.1775,-40.1775,-37.8747,-37.8747,-37.8747,-37.8747,-37.8747,-37.8747,-37.8747
1,0.0185364,-55.2415,-55.22,-55.1987,-55.1773,-55.1561,-55.1348,-55.1137,-50.6771,-50.6647,-50.6523,-50.64,-50.6277,-50.6155,-50.6033,-47.2611,-47.254,-47.2469,-47.2399,-47.2328,-47.2258,-47.2188,-44.5638,-44.5589,-44.5539,-44.549,-44.544,-44.5391,-44.5342,-42.1457,-42.1419,-42.1381,-42.1342,-42.1304,-42.1266,-42.1228,-39.8544,-39.8511,-39.8479,-39.8447,-39.8414,-39.8382,-39.835,-37.6023,-37.5996,-37.5969,-37.5943,-37.5916,-37.5889,-37.5863
2,0.0372875,-53.3344,-53.3013,-53.2683,-53.2355,-53.2028,-53.1703,-53.138,-49.554,-49.534,-49.5142,-49.4944,-49.4747,-49.4551,-49.4355,-46.6072,-46.5953,-46.5835,-46.5718,-46.5601,-46.5484,-46.5368,-44.0654,-44.0563,-44.0472,-44.0381,-44.0291,-44.02,-44.0109,-41.7586,-41.7509,-41.7432,-41.7355,-41.7278,-41.7201,-41.7124,-39.535,-39.5287,-39.5224,-39.5161,-39.5099,-39.5036,-39.4973,-37.3323,-37.3269,-37.3216,-37.3162,-37.3109,-37.3057,-37.3005
3,0.0562558,-51.837,-51.7978,-51.7589,-51.7203,-51.682,-51.6439,-51.6061,-48.6365,-48.6121,-48.5878,-48.5636,-48.5396,-48.5157,-48.492,-46.0001,-45.9818,-45.9635,-45.9452,-45.9269,-45.9086,-45.8903,-43.6032,-43.5895,-43.5758,-43.5621,-43.5484,-43.5347,-43.521,-41.381,-41.3699,-41.3588,-41.3477,-41.3366,-41.3255,-41.3144,-39.219,-39.2099,-39.2007,-39.1915,-39.1823,-39.1732,-39.164,-37.0662,-37.0583,-37.0504,-37.0426,-37.0347,-37.0268,-37.0189
4,0.0754439,-50.6408,-50.599,-50.5577,-50.5166,-50.4759,-50.4356,-50.3956,-47.878,-47.851,-47.8243,-47.7978,-47.7715,-47.7453,-47.7194,-45.4062,-45.3848,-45.3634,-45.342,-45.3206,-45.2992,-45.2778,-43.1519,-43.1346,-43.1173,-43.1001,-43.0828,-43.0655,-43.0482,-41.0104,-40.9962,-40.982,-40.9677,-40.9535,-40.9393,-40.9251,-38.9064,-38.8945,-38.8826,-38.8706,-38.8587,-38.8468,-38.8349,-36.8016,-36.7913,-36.7811,-36.7708,-36.7605,-36.7502,-36.7399
5,0.0948544,-49.6685,-49.6287,-49.5868,-49.5453,-49.5043,-49.4636,-49.4233,-47.2378,-47.2055,-47.1712,-47.1368,-47.1025,-47.0681,-47.0338,-44.8541,-44.8288,-44.8019,-44.775,-44.7482,-44.7237,-44.6992,-42.7115,-42.6923,-42.6718,-42.6513,-42.6309,-42.6104,-42.5899,-40.6456,-40.6295,-40.6123,-40.5951,-40.5779,-40.5607,-40.5436,-38.5992,-38.5852,-38.5702,-38.5552,-38.5403,-38.5253,-38.5105,-36.5379,-36.526,-36.5134,-36.5008,-36.4882,-36.4756,-36.463
6,0.11449,-48.8571,-48.8304,-48.7913,-48.7509,-48.7106,-48.6707,-48.6313,-46.5114,-46.4848,-46.4454,-46.4043,-46.3638,-46.3289,-46.294,-44.3265,-44.3075,-44.2794,-44.2501,-44.2205,-44.1909,-44.1614,-42.2786,-42.2627,-42.2396,-42.2162,-42.1926,-42.1689,-42.1453,-40.2823,-40.269,-40.2493,-40.2295,-40.2095,-40.1895,-40.1695,-38.2898,-38.2785,-38.2619,-38.2445,-38.227,-38.2095,-38.192,-36.2714,-36.2616,-36.2475,-36.2328,-36.218,-36.2031,-36.1883
7,0.134352,-48.2131,-48.1727,-48.1191,-48.0644,-48.0097,-47.955,-47.9003,-45.8982,-45.8573,-45.8163,-45.7754,-45.7345,-45.6936,-45.6526,-43.8393,-43.8069,-43.7745,-43.742,-43.7096,-43.6772,-43.6448,-41.8771,-41.8494,-41.8217,-41.794,-41.7662,-41.7385,-41.7114,-39.9426,-39.9191,-39.8956,-39.8722,-39.8487,-39.8252,-39.8021,-37.9971,-37.9772,-37.9572,-37.9373,-37.9173,-37.8974,-37.8775,-36.0198,-36.0024,-35.985,-35.9676,-35.9502,-35.9328,-35.9156
8,0.154445,-47.4103,-47.3474,-47.2845,-47.2216,-47.1597,-47.1087,-47.0577,-45.3006,-45.258,-45.2154,-45.1727,-45.1301,-45.0875,-45.0448,-43.3571,-43.3222,-43.2872,-43.2523,-43.2174,-43.1825,-43.1476,-41.4751,-41.4448,-41.4145,-41.3842,-41.3538,-41.3235,-41.2932,-39.5989,-39.5728,-39.5467,-39.5207,-39.4946,-39.4685,-39.4424,-37.7002,-37.6779,-37.6557,-37.6334,-37.6111,-37.5888,-37.5665,-35.7634,-35.7439,-35.7243,-35.7048,-35.6853,-35.6657,-35.6462
9,0.174771,-46.6922,-46.6345,-46.5767,-46.519,-46.4612,-46.4035,-46.3457,-44.7396,-44.6913,-44.6456,-44.601,-44.5563,-44.5117,-44.4671,-42.8976,-42.8581,-42.8186,-42.7807,-42.7428,-42.705,-42.6671,-41.0818,-41.0488,-41.0158,-40.9829,-40.9499,-40.9169,-40.884,-39.2601,-39.2316,-39.2031,-39.1746,-39.1461,-39.1176,-39.0891,-37.407,-37.3818,-37.3572,-37.3326,-37.3081,-37.2836,-37.259,-35.5083,-35.4867,-35.4652,-35.4436,-35.422,-35.4004,-35.3788
