gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0.01,-369.212,-368.582,-368.02,-367.485,-366.95,-366.415,-365.798,-207.183,-207.101,-207.028,-206.958,-206.888,-206.818,-206.738,-138.254,-138.224,-138.196,-138.17,-138.144,-138.118,-138.089,-103.972,-103.957,-103.945,-103.932,-103.92,-103.908,-103.894,-83.4537,-83.4448,-83.437,-83.4295,-83.4219,-83.4144,-83.4057,-69.8503,-69.8459,-69.842,-69.8383,-69.8346,-69.8308,-69.8265,-59.9368,-59.9341,-59.9317,-59.9294,-59.927,-59.9247,-59.9221
1,0.0285363,-279.79,-279.224,-278.646,-278.092,-277.549,-277.007,-276.464,-174.021,-173.782,-173.538,-173.304,-173.075,-172.846,-172.617,-125.917,-125.828,-125.737,-125.65,-125.565,-125.48,-125.395,-98.1903,-98.1486,-98.1061,-98.0653,-98.0254,-97.9854,-97.9455,-80.4432,-80.4223,-80.4009,-80.3804,-80.3603,-80.3403,-80.3202,-68.0782,-68.0654,-68.0523,-68.0398,-68.0276,-68.0153,-68.0031,-58.8391,-58.8312,-58.8232,-58.8154,-58.8078,-58.8002,-58.7927
2,0.0472874,-218.388,-217.992,-217.622,-217.252,-216.882,-216.512,-216.142,-153.974,-153.751,-153.541,-153.332,-153.123,-152.914,-152.704,-116.07,-115.975,-115.885,-115.796,-115.706,-115.617,-115.527,-93.2835,-93.2297,-93.1794,-93.129,-93.0787,-93.0283,-92.978,-77.6668,-77.6383,-77.6117,-77.585,-77.5584,-77.5317,-77.5051,-66.4416,-66.4233,-66.4062,-66.3892,-66.3721,-66.355,-66.3379,-57.7915,-57.7798,-57.7688,-57.7578,-57.7469,-57.7359,-57.7249
3,0.0662556,-183.559,-183.088,-182.616,-182.145,-181.674,-181.202,-180.695,-137.228,-137.05,-136.872,-136.694,-136.516,-136.338,-136.147,-107.952,-107.87,-107.787,-107.704,-107.621,-107.538,-107.448,-88.8865,-88.8349,-88.7832,-88.7316,-88.68,-88.6283,-88.5728,-75.1594,-75.1254,-75.0915,-75.0575,-75.0236,-74.9896,-74.9531,-64.8827,-64.8633,-64.8438,-64.8244,-64.805,-64.7855,-64.7646,-56.7702,-56.7572,-56.7442,-56.7311,-56.7181,-56.7051,-56.6911
4,0.0854437,-160.72,-160.287,-159.925,-159.581,-159.236,-158.892,-158.521,-124.281,-124.096,-123.941,-123.794,-123.647,-123.499,-123.34,-101.799,-101.668,-101.558,-101.454,-101.35,-101.245,-101.133,-85.0563,-84.9747,-84.9085,-84.8557,-84.8029,-84.7501,-84.6933,-72.9456,-72.8993,-72.8605,-72.8236,-72.7867,-72.7498,-72.71,-63.441,-63.4103,-63.3846,-63.3602,-63.3357,-63.3113,-63.285,-55.8049,-55.7844,-55.7671,-55.7508,-55.7344,-55.718,-55.7004
5,0.104854,-142.528,-142.199,-141.877,-141.541,-141.204,-140.868,-140.531,-115.489,-115.281,-115.077,-114.863,-114.65,-114.437,-114.224,-96.3494,-96.2305,-96.1142,-95.9927,-95.8712,-95.7496,-95.6281,-81.8812,-81.8064,-81.7333,-81.6569,-81.5805,-81.5041,-81.4277,-70.8751,-70.8294,-70.7846,-70.7379,-70.6911,-70.6444,-70.5976,-62.0988,-62.0675,-62.0369,-62.0048,-61.9728,-61.9408,-61.9087,-54.8884,-54.8671,-54.8463,-54.8245,-54.8027,-54.7809,-54.7592
6,0.124489,-128.444,-128.194,-127.945,-127.695,-127.445,-127.184,-126.912,-107.965,-107.788,-107.611,-107.434,-107.258,-107.073,-106.88,-91.5254,-91.4144,-91.3034,-91.1925,-91.0815,-90.9655,-90.8444,-78.9653,-78.8927,-78.8202,-78.7476,-78.675,-78.5992,-78.52,-68.9381,-68.8913,-68.8446,-68.7978,-68.7511,-68.7022,-68.6512,-60.8162,-60.7834,-60.7506,-60.7178,-60.685,-60.6507,-60.6149,-53.9952,-53.9722,-53.9492,-53.9262,-53.9032,-53.8792,-53.8541
7,0.144352,-118.495,-118.423,-118.39,-118.278,-118.067,-117.791,-117.488,-101.154,-101.113,-101.093,-101.028,-100.906,-100.746,-100.571,-87.1043,-87.0721,-87.0571,-87.013,-86.9366,-86.8367,-86.7273,-76.1442,-76.126,-76.1173,-76.0888,-76.0353,-75.9655,-75.8892,-67.0762,-67.0627,-67.0561,-67.0349,-66.995,-66.9431,-66.8863,-59.52,-59.5113,-59.5069,-59.4932,-59.4674,-59.434,-59.3976,-53.0796,-53.0729,-53.0696,-53.059,-53.0393,-53.0143,-52.9881
8,0.164445,-111.156,-110.92,-110.667,-110.415,-110.151,-109.887,-109.624,-96.1054,-95.9191,-95.7199,-95.5206,-95.3126,-95.1047,-94.9256,-83.9387,-83.8223,-83.6979,-83.5734,-83.4436,-83.3137,-83.1839,-73.9403,-73.859,-73.772,-73.685,-73.5942,-73.5035,-73.4127,-65.5722,-65.5183,-65.4607,-65.4031,-65.3429,-65.2828,-65.2227,-58.4687,-58.43,-58.3885,-58.3471,-58.3038,-58.2606,-58.2173,-52.3208,-52.2929,-52.2631,-52.2333,-52.2023,-52.1712,-52.1401
9,0.18477,-104.326,-104.096,-103.867,-103.637,-103.401,-103.166,-102.931,-91.4853,-91.3096,-91.1339,-90.9583,-90.7787,-90.5991,-90.4195,-80.8125,-80.6984,-80.5844,-80.4703,-80.3538,-80.2372,-80.1206,-71.766,-71.682,-71.598,-71.5141,-71.4282,-71.3424,-71.2565,-64.034,-63.9769,-63.9197,-63.8626,-63.8041,-63.7457,-63.6873,-57.3747,-57.3324,-57.2901,-57.2477,-57.2044,-57.1612,-57.1179,-51.5273,-51.4967,-51.4662,-51.4357,-51.4045,-51.3733,-51.3421
