gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-16.2841,-16.2841,-16.2841,-16.2841,-16.2841,-16.2841,-16.2841,-14.6897,-14.6897,-14.6897,-14.6897,-14.6897,-14.6897,-14.6897,-13.5524,-13.5524,-13.5524,-13.5524,-13.5524,-13.5524,-13.5524,-12.7142,-12.7142,-12.7142,-12.7142,-12.7142,-12.7142,-12.7142,-12.0001,-12.0001,-12.0001,-12.0001,-12.0001,-12.0001,-12.0001,-11.3337,-11.3337,-11.3337,-11.3337,-11.3337,-11.3337,-11.3337,-10.684,-10.684,-10.684,-10.684,-10.684,-10.684,-10.684
1,0.0185364,-15.877,-15.877,-15.877,-15.877,-15.877,-15.877,-15.877,-14.4631,-14.4631,-14.4631,-14.4631,-14.4631,-14.4631,-14.4631,-13.4267,-13.4267,-13.4267,-13.4267,-13.4267,-13.4267,-13.4267,-12.6325,-12.6325,-12.6325,-12.6325,-12.6325,-12.6325,-12.6325,-11.9378,-11.9378,-11.9378,-11.9378,-11.9378,-11.9378,-11.9378,-11.2833,-11.2833,-11.2833,-11.2833,-11.2833,-11.2833,-11.2833,-10.6419,-10.6419,-10.6419,-10.6419,-10.6419,-10.6419,-10.6419
2,0.0372875,-15.5245,-15.5245,-15.5245,-15.5245,-15.5245,-15.5245,-15.5245,-14.2616,-14.2616,-14.2616,-14.2616,-14.2616,-14.2616,-14.2616,-13.3122,-13.3122,-13.3122,-13.3122,-13.3122,-13.3122,-13.3122,-12.5547,-12.5547,-12.5547,-12.5547,-12.5547,-12.5547,-12.5547,-11.8769,-11.8769,-11.8769,-11.8769,-11.8769,-11.8769,-11.8769,-11.2329,-11.2329,-11.2329,-11.2329,-11.2329,-11.2329,-11.2329,-10.5998,-10.5998,-10.5998,-10.5998,-10.5998,-10.5998,-10.5998
3,0.0562558,-15.2175,-15.2175,-15.2175,-15.2175,-15.2175,-15.2175,-15.2175,-14.0816,-14.0816,-14.0816,-14.0816,-14.0816,-14.0816,-14.0816,-13.2078,-13.2078,-13.2078,-13.2078,-13.2078,-13.2078,-13.2078,-12.4778,-12.4778,-12.4778,-12.4778,-12.4778,-12.4778,-12.4778,-11.8163,-11.8163,-11.8163,-11.8163,-11.8163,-11.8163,-11.8163,-11.1829,-11.1829,-11.1829,-11.1829,-11.1829,-11.1829,-11.1829,-10.5577,-10.5577,-10.5577,-10.5577,-10.5577,-10.5577,-10.5577
4,0.0754439,-14.9487,-14.9487,-14.9487,-14.9487,-14.9487,-14.9487,-14.9487,-13.9203,-13.9203,-13.9203,-13.9203,-13.9203,-13.9203,-13.9203,-13.1109,-13.1109,-13.1109,-13.1109,-13.1109,-13.1109,-13.1109,-12.4026,-12.4026,-12.4026,-12.4026,-12.4026,-12.4026,-12.4026,-11.7564,-11.7564,-11.7564,-11.7564,-11.7564,-11.7564,-11.7564,-11.1331,-11.1331,-11.1331,-11.1331,-11.1331,-11.1331,-11.1331,-10.5155,-10.5155,-10.5155,-10.5155,-10.5155,-10.5155,-10.5155
5,0.0948544,-14.712,-14.712,-14.712,-14.712,-14.712,-14.712,-14.712,-13.7753,-13.7753,-13.7753,-13.7753,-13.7753,-13.7753,-13.7753,-13.0098,-13.0098,-13.0098,-13.0098,-13.0098,-13.0098,-13.0098,-12.3281,-12.3281,-12.3281,-12.3281,-12.3281,-12.3281,-12.3281,-11.6966,-11.6966,-11.6966,-11.6966,-11.6966,-11.6966,-11.6966,-11.0833,-11.0833,-11.0833,-11.0833,-11.0833,-11.0833,-11.0833,-10.4734,-10.4734,-10.4734,-10.4734,-10.4734,-10.4734,-10.4734
6,0.11449,-14.5028,-14.5028,-14.5028,-14.5028,-14.5028,-14.5028,-14.5028,-13.6445,-13.6445,-13.6445,-13.6445,-13.6445,-13.6445,-13.6445,-12.9156,-12.9156,-12.9156,-12.9156,-12.9156,-12.9156,-12.9156,-12.2553,-12.2553,-12.2553,-12.2553,-12.2553,-12.2553,-12.2553,-11.6374,-11.6374,-11.6374,-11.6374,-11.6374,-11.6374,-11.6374,-11.0335,-11.0335,-11.0335,-11.0335,-11.0335,-11.0335,-11.0335,-10.4313,-10.4313,-10.4313,-10.4313,-10.4313,-10.4313,-10.4313
7,0.134352,-14.3169,-14.3169,-14.3169,-14.3169,-14.3169,-14.3169,-14.3169,-13.5261,-13.5261,-13.5261,-13.5261,-13.5261,-13.5261,-13.5261,-12.8229,-12.8229,-12.8229,-12.8229,-12.8229,-12.8229,-12.8229,-12.1833,-12.1833,-12.1833,-12.1833,-12.1833,-12.1833,-12.1833,-11.5785,-11.5785,-11.5785,-11.5785,-11.5785,-11.5785,-11.5785,-10.984,-10.984,-10.984,-10.984,-10.984,-10.984,-10.984,-10.3891,-10.3891,-10.3891,-10.3891,-10.3891,-10.3891,-10.3891
8,0.154445,-14.1512,-14.1512,-14.1512,-14.1512,-14.1512,-14.1512,-14.1512,-13.4187,-13.4187,-13.4187,-13.4187,-13.4187,-13.4187,-13.4187,-12.7339,-12.7339,-12.7339,-12.7339,-12.7339,-12.7339,-12.7339,-12.1125,-12.1125,-12.1125,-12.1125,-12.1125,-12.1125,-12.1125,-11.5199,-11.5199,-11.5199,-11.5199,-11.5199,-11.5199,-11.5199,-10.9346,-10.9346,-10.9346,-10.9346,-10.9346,-10.9346,-10.9346,-10.3468,-10.3468,-10.3468,-10.3468,-10.3468,-10.3468,-10.3468
9,0.174771,-14.0028,-14.0028,-14.0028,-14.0028,-14.0028,-14.0028,-14.0028,-13.3093,-13.3093,-13.3093,-13.3093,-13.3093,-13.3093,-13.3093,-12.6472,-12.6472,-12.6472,-12.6472,-12.6472,-12.6472,-12.6472,-12.0432,-12.0432,-12.0432,-12.0432,-12.0432,-12.0432,-12.0432,-11.4616,-11.4616,-11.4616,-11.4616,-11.4616,-11.4616,-11.4616,-10.8853,-10.8853,-10.8853,-10.8853,-10.8853,-10.8853,-10.8853,-10.3047,-10.3047,-10.3047,-10.3047,-10.3047,-10.3047,-10.3047
