gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[0 3],dist[0 4],dist[1 0],dist[1 1],dist[1 2],dist[1 3],dist[1 4],dist[2 0],dist[2 1],dist[2 2],dist[2 3],dist[2 4],dist[3 0],dist[3 1],dist[3 2],dist[3 3],dist[3 4],dist[4 0],dist[4 1],dist[4 2],dist[4 3],dist[4 4]
41,3.62902,2.05652e-007,7.44117e-007,1.17876e-006,7.44117e-007,2.05652e-007,1.9651e-006,7.11037e-006,1.12635e-005,7.11037e-006,1.9651e-006,7.82553e-006,2.83153e-005,4.48543e-005,2.83153e-005,7.82553e-006,1.15724e-005,4.18727e-005,6.63305e-005,4.18727e-005,1.15724e-005,6.5048e-006,2.35365e-005,3.72842e-005,2.35365e-005,6.5048e-006
42,3.78225,1.47596e-007,5.34052e-007,8.45992e-007,5.34052e-007,1.47596e-007,1.41476e-006,5.11906e-006,8.1091e-006,5.11906e-006,1.41476e-006,5.74261e-006,2.07787e-005,3.29155e-005,2.07787e-005,5.74261e-006,8.70616e-006,3.15017e-005,4.99019e-005,3.15017e-005,8.70616e-006,4.99792e-006,1.80841e-005,2.8647e-005,1.80841e-005,4.99792e-006
43,3.93998,9.97904e-008,3.61074e-007,5.71978e-007,3.61074e-007,9.97904e-008,9.84615e-007,3.56266e-006,5.64361e-006,3.56266e-006,9.84615e-007,4.14794e-006,1.50086e-005,2.37751e-005,1.50086e-005,4.14794e-006,6.49148e-006,2.34883e-005,3.72078e-005,2.34883e-005,6.49148e-006,3.81011e-006,1.37862e-005,2.18387e-005,1.37862e-005,3.81011e-006
44,4.10232,6.87836e-008,2.48882e-007,3.94253e-007,2.48882e-007,6.87836e-008,6.83083e-007,2.47162e-006,3.91529e-006,2.47162e-006,6.83083e-007,2.8704e-006,1.03861e-005,1.64525e-005,1.03861e-005,2.8704e-006,4.47129e-006,1.61786e-005,2.56285e-005,1.61786e-005,4.47129e-006,2.61365e-006,9.45704e-006,1.49809e-005,9.45704e-006,2.61365e-006
45,4.26943,4.59835e-008,1.66383e-007,2.63568e-007,1.66383e-007,4.59835e-008,4.61192e-007,1.66874e-006,2.64346e-006,1.66874e-006,4.61192e-007,1.9495e-006,7.05392e-006,1.11741e-005,7.05392e-006,1.9495e-006,3.04783e-006,1.1028e-005,1.74695e-005,1.1028e-005,3.04783e-006,1.78591e-006,6.462e-006,1.02364e-005,6.462e-006,1.78591e-006
46,4.44143,2.98438e-008,1.07985e-007,1.71058e-007,1.07985e-007,2.98438e-008,3.06314e-007,1.10834e-006,1.75573e-006,1.10834e-006,3.06314e-007,1.32669e-006,4.80039e-006,7.6043e-006,4.80039e-006,1.32669e-006,2.12293e-006,7.68147e-006,1.21682e-005,7.68147e-006,2.12293e-006,1.26653e-006,4.58272e-006,7.25948e-006,4.58272e-006,1.26653e-006
47,4.61847,1.9848e-008,7.18165e-008,1.13764e-007,7.18165e-008,1.9848e-008,2.06143e-007,7.45893e-007,1.18157e-006,7.45893e-007,2.06143e-007,8.95896e-007,3.24165e-006,5.13509e-006,3.24165e-006,8.95896e-007,1.43102e-006,5.17791e-006,8.20232e-006,5.17791e-006,1.43102e-006,8.51102e-007,3.07957e-006,4.87834e-006,3.07957e-006,8.51102e-007
48,4.8007,1.23737e-008,4.4772e-008,7.09233e-008,4.4772e-008,1.23737e-008,1.31054e-007,4.74198e-007,7.51176e-007,4.74198e-007,1.31054e-007,5.85156e-007,2.11729e-006,3.35399e-006,2.11729e-006,5.85156e-007,9.58773e-007,3.46916e-006,5.49549e-006,3.46916e-006,9.58773e-007,5.81041e-007,2.1024e-006,3.33041e-006,2.1024e-006,5.81041e-007
49,4.98827,7.56567e-009,2.73751e-008,4.33648e-008,2.73751e-008,7.56567e-009,8.2207e-008,2.97452e-007,4.71193e-007,2.97452e-007,8.2207e-008,3.70215e-007,1.33956e-006,2.122e-006,1.33956e-006,3.70215e-007,6.00319e-007,2.17215e-006,3.4409e-006,2.17215e-006,6.00319e-007,3.58234e-007,1.29621e-006,2.05332e-006,1.29621e-006,3.58234e-007
50,5.18134,4.781e-009,1.72992e-008,2.74037e-008,1.72992e-008,4.781e-009,5.11935e-008,1.85235e-007,2.93431e-007,1.85235e-007,5.11935e-008,2.3363e-007,8.4535e-007,1.33912e-006,8.4535e-007,2.3363e-007,3.90007e-007,1.41117e-006,2.23544e-006,1.41117e-006,3.90007e-007,2.39154e-007,8.65336e-007,1.37078e-006,8.65336e-007,2.39154e-007
