gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0140382,0.061776,0.130709,0.221663,0,0,0,0.0139904,0.0616511,0.130508,0.221361,0,0,0,0.0139429,0.0615261,0.130306,0.221058,0,0,0,0.0138954,0.0614004,0.130104,0.220754,0,0,0,0.0138486,0.0612749,0.129902,0.220451,0,0,0,0.0138018,0.0611488,0.129698,0.220155,0,0,0,0.0137553,0.0610226,0.129495,0.219871
1,0.0185364,0,0,0,0.0270175,0.0761049,0.146211,0.237573,0,0,0,0.0269439,0.0759747,0.145994,0.237256,0,0,0,0.0268705,0.075845,0.145777,0.23694,0,0,0,0.0267972,0.0757157,0.14556,0.236624,0,0,0,0.0267243,0.0755873,0.145343,0.236307,0,0,0,0.0266514,0.0754592,0.145125,0.236011,0,0,0,0.0265788,0.0753352,0.144907,0.235715
2,0.0372875,0,0,0.00452719,0.039743,0.0913141,0.16203,0.253759,0,0,0.00450985,0.0396383,0.0911366,0.161794,0.25343,0,0,0.00449269,0.0395338,0.0909599,0.161559,0.253101,0,0,0.00447542,0.0394292,0.0907836,0.161323,0.252771,0,0,0.00445856,0.0393251,0.0906082,0.161087,0.252451,0,0,0.00444158,0.0392209,0.0904333,0.160851,0.252141,0,0,0.00442479,0.0391169,0.0902591,0.160615,0.25183
3,0.0562558,0,0,0.0183996,0.053224,0.106466,0.178095,0.270192,0,0,0.0183285,0.0530976,0.106266,0.177839,0.26985,0,0,0.0182579,0.0529714,0.106065,0.177584,0.269507,0,0,0.0181876,0.0528452,0.105865,0.177328,0.269165,0,0,0.018118,0.0527194,0.105665,0.177072,0.268838,0,0,0.0180487,0.0525935,0.105464,0.176816,0.268514,0,0,0.0179799,0.0524678,0.105264,0.17656,0.26819
4,0.0754439,0,0.00477403,0.0305452,0.0674324,0.121868,0.194383,0.286872,0,0.00475348,0.0304557,0.0672995,0.121655,0.194105,0.286515,0,0.00473315,0.0303664,0.0671662,0.121441,0.193827,0.286158,0,0.00471275,0.0302773,0.0670322,0.121226,0.193549,0.285807,0,0.00469277,0.0301886,0.0668982,0.12101,0.19327,0.28547,0,0.00467273,0.0301,0.0667635,0.120794,0.192992,0.285131,0,0.0046529,0.0300117,0.0666284,0.120577,0.192717,0.284792
5,0.0948544,0,0.0184575,0.0432013,0.0823925,0.1377,0.210879,0.303797,0,0.0183777,0.0430797,0.0822314,0.137482,0.210579,0.303428,0,0.0182985,0.0429582,0.0820711,0.137263,0.210278,0.303058,0,0.0182197,0.0428367,0.0819113,0.137043,0.209977,0.302699,0,0.0181417,0.0427156,0.0817526,0.136824,0.209676,0.302346,0,0.0180641,0.0425944,0.0815944,0.136605,0.209379,0.301992,0,0.0179871,0.0424733,0.081437,0.136385,0.209093,0.301637
6,0.11449,0.0121949,0.0301273,0.0564998,0.0979777,0.15406,0.227611,0.32097,0.0121369,0.0300301,0.0563478,0.0977738,0.153825,0.227293,0.320586,0.0120794,0.0299332,0.0561995,0.0975697,0.153589,0.226974,0.320202,0.0120222,0.0298364,0.0560573,0.0973652,0.153353,0.226654,0.319826,0.0119656,0.0297402,0.0559156,0.0971608,0.153117,0.226335,0.319451,0.0119093,0.029644,0.0557737,0.096956,0.152881,0.22603,0.319075,0.0118535,0.0295482,0.0556319,0.0967511,0.152644,0.225733,0.318699
7,0.134352,0.0244641,0.0422798,0.0708882,0.11346,0.170733,0.244608,0.338349,0.0243748,0.0421479,0.070747,0.113241,0.170477,0.244276,0.337944,0.0242859,0.0420162,0.0706053,0.113021,0.170221,0.243942,0.337542,0.0241972,0.0418843,0.0704628,0.112801,0.169964,0.243608,0.337146,0.0241089,0.0417527,0.0703201,0.112581,0.169707,0.243278,0.336749,0.0240208,0.0416209,0.0701766,0.11236,0.16945,0.242968,0.336352,0.0239331,0.0414893,0.0700326,0.112139,0.169193,0.242658,0.335953
8,0.154445,0.0357055,0.0551361,0.0862182,0.12952,0.187649,0.261892,0.355928,0.035584,0.0549856,0.0860293,0.129297,0.187369,0.261547,0.355501,0.0354628,0.0548352,0.0858414,0.129073,0.187089,0.261202,0.355083,0.0353419,0.0546845,0.0856541,0.128849,0.186809,0.260855,0.354668,0.0352215,0.0545342,0.085468,0.128624,0.186529,0.260525,0.354252,0.0351014,0.0543836,0.0852826,0.128397,0.186248,0.260201,0.353835,0.0349816,0.0542331,0.0850982,0.128171,0.18597,0.259876,0.353417
9,0.174771,0.0478484,0.0692186,0.101923,0.146123,0.204792,0.279468,0.373718,0.0476977,0.0690637,0.101702,0.145883,0.204489,0.279112,0.373269,0.0475469,0.0689082,0.10148,0.145643,0.204185,0.278755,0.372836,0.0473959,0.0687518,0.101257,0.145402,0.20388,0.278401,0.372404,0.047245,0.068595,0.101034,0.145161,0.203576,0.278063,0.371972,0.047094,0.0684372,0.10081,0.14492,0.203273,0.277724,0.371538,0.0469429,0.0682788,0.100586,0.144678,0.202981,0.277385,0.371103
