gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
48,4.8007,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015,4.42015
49,4.98827,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248,4.59248
50,5.18134,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699,4.7699
51,5.38006,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257,4.95257
52,5.58461,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406,5.1406
53,5.79515,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414,5.33414
54,6.01186,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337,5.53337
55,6.23493,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844,5.73844
56,6.46452,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954,5.94954
57,6.70085,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685,6.16685
58,6.94411,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052,6.39052
59,7.19449,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075,6.62075
60,7.45221,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772,6.85772
61,7.71748,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165,7.10165
62,7.99052,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274,7.35274
63,8.27157,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112,7.6112
64,8.56085,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722,7.87722
65,8.85861,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104,8.15104
66,9.16509,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289,8.43289
67,9.48056,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298,8.72298
68,9.80527,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158,9.02158
69,10.1395,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892,9.32892
70,10.4835,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527,9.64527
71,10.8376,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088,9.97088
72,11.2021,10.306,10.306,10.306,10.306,10.306,10.306,10.306,10.306,10.306,10.306,10.306,10.306,10.306,10.306,10.306
73,11.5773,10.651,10.651,10.651,10.651,10.651,10.651,10.651,10.651,10.651,10.651,10.651,10.651,10.651,10.651,10.651
74,11.9634,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061,11.0061
75,12.3609,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716,11.3716
76,12.77,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478,11.7478
77,13.1911,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351,12.1351
78,13.6246,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336,12.5336
79,14.0707,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439,12.9439
80,14.5299,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662,13.3662
81,15.0026,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008,13.8008
82,15.4891,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482,14.2482
83,15.9899,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087,14.7087
84,16.5054,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826,15.1826
85,17.036,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705,15.6705
86,17.5821,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727,16.1727
87,18.1442,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896,16.6896
88,18.7228,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217,17.2217
89,19.3184,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693,17.7693
90,19.9314,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329,18.3329
91,20.5623,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131,18.9131
92,21.2118,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103,19.5103
93,21.8803,20.125,20.125,20.125,20.125,20.125,20.125,20.125,20.125,20.125,20.125,20.125,20.125,20.125,20.125,20.125
94,22.5684,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576,20.7576
95,23.2766,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089,21.4089
96,24.0056,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791,22.0791
97,24.756,22.769,22.769,22.769,22.769,22.769,22.769,22.769,22.769,22.769,22.769,22.769,22.769,22.769,22.769,22.769
98,25.5283,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792,23.4792
99,26.3233,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101,24.2101
100,27.1416,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624,24.9624
101,27.9838,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368,25.7368
102,28.8508,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339,26.5339
103,29.7431,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544,27.3544
104,30.6616,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989,28.1989
105,31.607,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682,29.0682
106,32.5802,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629,29.9629
107,33.5818,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838,30.8838
108,34.6128,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317,31.8317
109,35.674,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074,32.8074
110,36.7663,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117,33.8117
111,37.8906,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455,34.8455
112,39.0479,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095,35.9095
113,40.239,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047,37.0047
114,41.4651,38.132,38.132,38.132,38.132,38.132,38.132,38.132,38.132,38.132,38.132,38.132,38.132,38.132,38.132,38.132
115,42.7271,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923,39.2923
116,44.0261,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866,40.4866
117,45.3631,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159,41.7159
118,46.7394,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813,42.9813
119,48.1559,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837,44.2837
120,49.614,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243,45.6243
121,51.1148,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042,47.0042
122,52.6596,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245,48.4245
123,54.2497,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864,49.8864
124,55.8863,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912,51.3912
125,57.5709,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401,52.9401
126,59.3049,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343,54.5343
127,61.0897,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753,56.1753
128,62.9268,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644,57.8644
129,64.8177,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029,59.6029
130,66.7641,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924,61.3924
131,68.7675,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344,63.2344
132,70.8295,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303,65.1303
133,72.9521,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818,67.0818
134,75.1368,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904,69.0904
135,77.3855,71.158,71.158,71.158,71.158,71.158,71.158,71.158,71.158,71.158,71.158,71.158,71.158,71.158,71.158,71.158
136,79.7002,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861,73.2861
137,82.0826,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766,75.4766
138,84.5349,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312,77.7312
139,87.0591,80.052,80.052,80.052,80.052,80.052,80.052,80.052,80.052,80.052,80.052,80.052,80.052,80.052,80.052,80.052
140,89.6572,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407,82.4407
141,92.3314,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995,84.8995
142,95.084,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303,87.4303
143,97.9173,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352,90.0352
144,100.834,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165,92.7165
145,103.835,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764,95.4764
146,106.925,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171,98.3171
147,110.105,101.241,101.241,101.241,101.241,101.241,101.241,101.241,101.241,101.241,101.241,101.241,101.241,101.241,101.241,101.241
148,113.379,104.251,104.251,104.251,104.251,104.251,104.251,104.251,104.251,104.251,104.251,104.251,104.251,104.251,104.251,104.251
149,116.748,107.349,107.349,107.349,107.349,107.349,107.349,107.349,107.349,107.349,107.349,107.349,107.349,107.349,107.349,107.349
150,120.216,110.537,110.537,110.537,110.537,110.537,110.537,110.537,110.537,110.537,110.537,110.537,110.537,110.537,110.537,110.537
151,123.786,113.819,113.819,113.819,113.819,113.819,113.819,113.819,113.819,113.819,113.819,113.819,113.819,113.819,113.819,113.819
152,127.461,117.197,117.197,117.197,117.197,117.197,117.197,117.197,117.197,117.197,117.197,117.197,117.197,117.197,117.197,117.197
153,131.243,120.675,120.675,120.675,120.675,120.675,120.675,120.675,120.675,120.675,120.675,120.675,120.675,120.675,120.675,120.675
154,135.136,124.254,124.254,124.254,124.254,124.254,124.254,124.254,124.254,124.254,124.254,124.254,124.254,124.254,124.254,124.254
155,139.143,127.938,127.938,127.938,127.938,127.938,127.938,127.938,127.938,127.938,127.938,127.938,127.938,127.938,127.938,127.938
156,143.267,131.73,131.73,131.73,131.73,131.73,131.73,131.73,131.73,131.73,131.73,131.73,131.73,131.73,131.73,131.73
157,147.512,135.633,135.633,135.633,135.633,135.633,135.633,135.633,135.633,135.633,135.633,135.633,135.633,135.633,135.633,135.633
158,151.882,139.651,139.651,139.651,139.651,139.651,139.651,139.651,139.651,139.651,139.651,139.651,139.651,139.651,139.651,139.651
159,156.38,143.786,143.786,143.786,143.786,143.786,143.786,143.786,143.786,143.786,143.786,143.786,143.786,143.786,143.786,143.786
160,161.009,148.042,148.042,148.042,148.042,148.042,148.042,148.042,148.042,148.042,148.042,148.042,148.042,148.042,148.042,148.042
161,165.774,152.423,152.423,152.423,152.423,152.423,152.423,152.423,152.423,152.423,152.423,152.423,152.423,152.423,152.423,152.423
162,170.679,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933,156.933
163,175.728,161.574,161.574,161.574,161.574,161.574,161.574,161.574,161.574,161.574,161.574,161.574,161.574,161.574,161.574,161.574
164,180.924,166.352,166.352,166.352,166.352,166.352,166.352,166.352,166.352,166.352,166.352,166.352,166.352,166.352,166.352,166.352
165,186.273,171.27,171.27,171.27,171.27,171.27,171.27,171.27,171.27,171.27,171.27,171.27,171.27,171.27,171.27,171.27
166,191.779,176.332,176.332,176.332,176.332,176.332,176.332,176.332,176.332,176.332,176.332,176.332,176.332,176.332,176.332,176.332
167,197.446,181.542,181.542,181.542,181.542,181.542,181.542,181.542,181.542,181.542,181.542,181.542,181.542,181.542,181.542,181.542
168,203.279,186.905,186.905,186.905,186.905,186.905,186.905,186.905,186.905,186.905,186.905,186.905,186.905,186.905,186.905,186.905
169,209.282,192.425,192.425,192.425,192.425,192.425,192.425,192.425,192.425,192.425,192.425,192.425,192.425,192.425,192.425,192.425
170,215.462,198.106,198.106,198.106,198.106,198.106,198.106,198.106,198.106,198.106,198.106,198.106,198.106,198.106,198.106,198.106
171,221.823,203.955,203.955,203.955,203.955,203.955,203.955,203.955,203.955,203.955,203.955,203.955,203.955,203.955,203.955,203.955
172,228.37,209.974,209.974,209.974,209.974,209.974,209.974,209.974,209.974,209.974,209.974,209.974,209.974,209.974,209.974,209.974
173,235.11,216.17,216.17,216.17,216.17,216.17,216.17,216.17,216.17,216.17,216.17,216.17,216.17,216.17,216.17,216.17
174,242.046,222.548,222.548,222.548,222.548,222.548,222.548,222.548,222.548,222.548,222.548,222.548,222.548,222.548,222.548,222.548
