gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0138448,0.0641757,0.134268,0.225713,0,0,0,0.0138417,0.0641736,0.134267,0.225711,0,0,0,0.0138386,0.0641716,0.134265,0.22571,0,0,0,0.0138358,0.0641697,0.134263,0.225708,0,0,0,0.0138326,0.0641675,0.134261,0.225707,0,0,0,0.0138295,0.0641654,0.13426,0.225705,0,0,0,0.0138264,0.0641633,0.134258,0.225704
1,0.0185364,0,0,0,0.026449,0.0781701,0.149622,0.241608,0,0,0,0.0264467,0.0781681,0.14962,0.241607,0,0,0,0.0264443,0.0781662,0.149618,0.241605,0,0,0,0.0264422,0.0781643,0.149617,0.241604,0,0,0,0.0264397,0.0781623,0.149615,0.241602,0,0,0,0.0264397,0.0781631,0.149613,0.241601,0,0,0,0.0264419,0.0781667,0.149616,0.241604
2,0.0372875,0,0,0,0.0384768,0.0928109,0.165223,0.257692,0,0,0,0.0384744,0.092809,0.165222,0.25769,0,0,0,0.0384721,0.0928071,0.16522,0.257689,0,0,0,0.03847,0.0928054,0.165218,0.257688,0,0,0,0.0384675,0.0928034,0.165217,0.257686,0,0,0,0.0384753,0.0928128,0.165227,0.257697,0,0,0,0.0384858,0.0928251,0.16524,0.257711
3,0.0562558,0,0,0.0110811,0.0518465,0.107855,0.181061,0.274173,0,0,0.0110779,0.0518443,0.107853,0.181059,0.274172,0,0,0.0110748,0.0518422,0.107852,0.181057,0.27417,0,0,0.011072,0.0518402,0.10785,0.181056,0.274169,0,0,0.0110729,0.0518418,0.107852,0.181059,0.274172,0,0,0.0110908,0.051859,0.107872,0.18108,0.274195,0,0,0.0111257,0.0518915,0.107909,0.181106,0.274222
4,0.0754439,0,0,0.0245882,0.0659413,0.123183,0.197141,0.290897,0,0,0.0245858,0.0659392,0.123181,0.197139,0.290896,0,0,0.0245834,0.0659372,0.12318,0.197138,0.290895,0,0,0.0245813,0.0659353,0.123178,0.197136,0.290893,0,0,0.0245834,0.0659441,0.123182,0.197141,0.290898,0,0,0.0246136,0.0659749,0.123221,0.197183,0.290942,0,0,0.0246438,0.0660278,0.123278,0.197225,0.290985
5,0.0948544,0,0.00306113,0.0369169,0.0806923,0.138891,0.213589,0.307876,0,0.0030579,0.0369148,0.0806903,0.138889,0.213588,0.307874,0,0.00305468,0.0369126,0.0806883,0.138888,0.213586,0.307873,0,0.00305172,0.0369107,0.0806865,0.138886,0.213585,0.307872,0,0.00306254,0.0369201,0.0806988,0.138899,0.213599,0.307886,0,0.00311618,0.0369648,0.0807544,0.138943,0.213644,0.307934,0,0.00319114,0.037027,0.0808315,0.139041,0.213744,0.308013
6,0.11449,0,0.0182146,0.0507159,0.0960439,0.155163,0.230392,0.325124,0,0.0182116,0.0507137,0.096042,0.155161,0.230391,0.325123,0,0.0182086,0.0507116,0.0960401,0.155159,0.230389,0.325121,0,0.0182058,0.0507096,0.0960384,0.155158,0.230388,0.32512,0,0.0182283,0.0507308,0.0960629,0.155174,0.230405,0.325138,0,0.0183025,0.0507992,0.0961405,0.155247,0.23048,0.325196,0,0.0184282,0.0509146,0.0962447,0.155347,0.230583,0.325322
7,0.134352,0.00258894,0.0308874,0.0652446,0.111836,0.171721,0.247425,0.342626,0.00258571,0.0308851,0.0652425,0.111834,0.171719,0.247423,0.342625,0.00258248,0.0308829,0.0652405,0.111833,0.171718,0.247422,0.342624,0.00257952,0.0308808,0.0652386,0.111831,0.171716,0.247421,0.342622,0.00261639,0.0309116,0.0652657,0.11186,0.171747,0.247453,0.342644,0.00271383,0.0309922,0.0653711,0.111972,0.171843,0.247552,0.342735,0.00287168,0.0311225,0.0654961,0.112105,0.171972,0.247651,0.34286
8,0.154445,0.0180953,0.0443473,0.0804978,0.127922,0.188525,0.264744,0.360364,0.0180923,0.0443451,0.0804959,0.12792,0.188523,0.264743,0.360363,0.0180892,0.0443428,0.0804939,0.127919,0.188521,0.264741,0.360362,0.0180865,0.0443407,0.0804921,0.127917,0.18852,0.26474,0.360361,0.0181296,0.0443806,0.0805369,0.127963,0.188556,0.264777,0.360399,0.0182654,0.0444841,0.080652,0.128082,0.188692,0.264893,0.360491,0.0184244,0.044651,0.0808373,0.128236,0.188854,0.265048,0.360635
9,0.174771,0.031083,0.0588244,0.0963938,0.144547,0.205666,0.282427,0.378389,0.0310807,0.0588222,0.0963919,0.144545,0.205664,0.282426,0.378388,0.0310785,0.0588201,0.09639,0.144544,0.205663,0.282424,0.378387,0.0310764,0.0588181,0.0963882,0.144542,0.205662,0.282423,0.378386,0.0311172,0.0588667,0.0964402,0.144596,0.205717,0.282466,0.37843,0.0312443,0.059017,0.0965732,0.144735,0.20586,0.282598,0.378564,0.0314252,0.0591927,0.0967871,0.144958,0.206045,0.282774,0.378699
