gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-16.2844,-16.2844,-16.2844,-16.2844,-16.2844,-16.2844,-16.2844,-14.6899,-14.6899,-14.6899,-14.6899,-14.6899,-14.6899,-14.6899,-13.5527,-13.5527,-13.5527,-13.5527,-13.5527,-13.5527,-13.5527,-12.7145,-12.7145,-12.7145,-12.7145,-12.7145,-12.7145,-12.7145,-12.0005,-12.0005,-12.0005,-12.0005,-12.0005,-12.0005,-12.0005,-11.3342,-11.3342,-11.3342,-11.3342,-11.3342,-11.3342,-11.3342,-10.6847,-10.6847,-10.6847,-10.6847,-10.6847,-10.6847,-10.6847
1,0.0185364,-15.8882,-15.8845,-15.8809,-15.8772,-15.8736,-15.8699,-15.8663,-14.4696,-14.4675,-14.4654,-14.4634,-14.4613,-14.4592,-14.4572,-13.4304,-13.4292,-13.4281,-13.4269,-13.4258,-13.4246,-13.4235,-12.635,-12.6343,-12.6336,-12.6328,-12.6321,-12.6313,-12.6306,-11.94,-11.9394,-11.9388,-11.9381,-11.9375,-11.9369,-11.9364,-11.2852,-11.2848,-11.2843,-11.2838,-11.2833,-11.2828,-11.2823,-10.6436,-10.6432,-10.6428,-10.6424,-10.642,-10.6416,-10.6412
2,0.0372875,-15.5437,-15.5374,-15.5311,-15.5247,-15.5185,-15.5122,-15.5059,-14.2728,-14.2691,-14.2655,-14.2618,-14.2582,-14.2545,-14.2509,-13.3188,-13.3167,-13.3146,-13.3125,-13.3104,-13.3083,-13.3062,-12.5595,-12.558,-12.5565,-12.555,-12.5535,-12.552,-12.5505,-11.8807,-11.8796,-11.8784,-11.8772,-11.876,-11.8749,-11.8737,-11.2363,-11.2354,-11.2344,-11.2334,-11.2325,-11.2315,-11.2306,-10.6027,-10.6019,-10.6011,-10.6003,-10.5995,-10.5987,-10.5978
3,0.0562558,-15.2425,-15.2342,-15.226,-15.2178,-15.2096,-15.2014,-15.1933,-14.0965,-14.0916,-14.0867,-14.0818,-14.077,-14.0721,-14.0673,-13.2167,-13.2138,-13.211,-13.2081,-13.2053,-13.2024,-13.1996,-12.4845,-12.4824,-12.4802,-12.4781,-12.476,-12.4738,-12.4717,-11.8219,-11.8202,-11.8184,-11.8167,-11.815,-11.8133,-11.8116,-11.1877,-11.1862,-11.1848,-11.1833,-11.1819,-11.1805,-11.179,-10.5618,-10.5606,-10.5594,-10.5582,-10.557,-10.5558,-10.5546
4,0.0754439,-14.9778,-14.9681,-14.9585,-14.9489,-14.9394,-14.9299,-14.9205,-13.9381,-13.9322,-13.9264,-13.9206,-13.9148,-13.909,-13.9033,-13.1228,-13.119,-13.1151,-13.1113,-13.1075,-13.1037,-13.0999,-12.4115,-12.4086,-12.4057,-12.4029,-12.4001,-12.3973,-12.3945,-11.7635,-11.7613,-11.759,-11.7568,-11.7545,-11.7522,-11.75,-11.1392,-11.1373,-11.1354,-11.1335,-11.1316,-11.1297,-11.1279,-10.5208,-10.5192,-10.5176,-10.516,-10.5144,-10.5129,-10.5113
5,0.0948544,-14.744,-14.7333,-14.7228,-14.7122,-14.7018,-14.6914,-14.6811,-13.7951,-13.7886,-13.782,-13.7755,-13.7691,-13.7626,-13.7562,-13.0247,-13.0199,-13.0151,-13.0103,-13.0055,-13.0007,-12.996,-12.339,-12.3355,-12.332,-12.3285,-12.3249,-12.3214,-12.3179,-11.7055,-11.7027,-11.6998,-11.697,-11.6942,-11.6914,-11.6886,-11.0908,-11.0884,-11.0861,-11.0838,-11.0814,-11.0791,-11.0767,-10.4798,-10.4778,-10.4758,-10.4738,-10.4718,-10.4698,-10.4679
6,0.11449,-14.5366,-14.5253,-14.5141,-14.503,-14.4919,-14.481,-14.4701,-13.6659,-13.6588,-13.6517,-13.6447,-13.6377,-13.6308,-13.6239,-12.9317,-12.9265,-12.9212,-12.916,-12.9107,-12.9054,-12.9002,-12.2677,-12.2637,-12.2596,-12.2556,-12.2515,-12.2474,-12.2434,-11.6478,-11.6444,-11.6411,-11.6377,-11.6344,-11.631,-11.6277,-11.0423,-11.0395,-11.0368,-11.034,-11.0312,-11.0284,-11.0257,-10.4389,-10.4365,-10.4341,-10.4317,-10.4294,-10.427,-10.4246
7,0.134352,-14.3519,-14.3402,-14.3286,-14.3171,-14.3057,-14.2944,-14.2832,-13.5486,-13.5411,-13.5337,-13.5263,-13.519,-13.5117,-13.5045,-12.8405,-12.8347,-12.8289,-12.8232,-12.8174,-12.8117,-12.8059,-12.1974,-12.1928,-12.1882,-12.1836,-12.179,-12.1744,-12.1698,-11.5903,-11.5865,-11.5826,-11.5788,-11.575,-11.5712,-11.5673,-10.9942,-10.9909,-10.9877,-10.9844,-10.9812,-10.9779,-10.9747,-10.3978,-10.395,-10.3923,-10.3895,-10.3868,-10.384,-10.3813
8,0.154445,-14.1867,-14.1748,-14.163,-14.1514,-14.1398,-14.1283,-14.117,-13.442,-13.4342,-13.4266,-13.4189,-13.4114,-13.4039,-13.3964,-12.7542,-12.7476,-12.741,-12.7343,-12.7277,-12.7211,-12.7145,-12.1286,-12.1233,-12.118,-12.1127,-12.1075,-12.1022,-12.0972,-11.5331,-11.5288,-11.5245,-11.5202,-11.5159,-11.5116,-11.5073,-10.9461,-10.9424,-10.9387,-10.9351,-10.9314,-10.9277,-10.9241,-10.3567,-10.3535,-10.3504,-10.3472,-10.3441,-10.341,-10.3379
9,0.174771,-14.0385,-14.0266,-14.0147,-14.003,-13.9914,-13.98,-13.9686,-13.34,-13.3302,-13.3204,-13.3106,-13.3008,-13.291,-13.2812,-12.6689,-12.6618,-12.6547,-12.6476,-12.6405,-12.6334,-12.6263,-12.0608,-12.055,-12.0493,-12.0435,-12.0378,-12.032,-12.0263,-11.4765,-11.4717,-11.4668,-11.4619,-11.4572,-11.4524,-11.4477,-10.898,-10.8939,-10.8898,-10.8858,-10.8817,-10.8776,-10.8736,-10.3157,-10.3121,-10.3086,-10.3051,-10.3016,-10.2981,-10.2946
