gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[1 0],policy[1 1],policy[1 2],policy[2 0],policy[2 1],policy[2 2],policy[3 0],policy[3 1],policy[3 2],policy[4 0],policy[4 1],policy[4 2]
70,10.4835,6.6575,6.6575,6.6575,6.54316,6.54316,6.54316,6.40504,6.40504,6.40504,6.24807,6.24807,6.24807,6.0801,6.0801,6.0801
71,10.8376,6.91141,6.91141,6.91141,6.79644,6.79644,6.79644,6.65753,6.65753,6.65753,6.49996,6.49996,6.49996,6.33272,6.33272,6.33272
72,11.2021,7.17402,7.17402,7.17402,7.05792,7.05792,7.05792,6.91775,6.91775,6.91775,6.75934,6.75934,6.75934,6.59139,6.59139,6.59139
73,11.5773,7.44571,7.44571,7.44571,7.32908,7.32908,7.32908,7.18771,7.18771,7.18771,7.02799,7.02799,7.02799,6.859,6.859,6.859
74,11.9634,7.72562,7.72562,7.72562,7.60915,7.60915,7.60915,7.46831,7.46831,7.46831,7.30736,7.30736,7.30736,7.13712,7.13712,7.13712
75,12.3609,8.01483,8.01483,8.01483,7.89765,7.89765,7.89765,7.75664,7.75664,7.75664,7.596,7.596,7.596,7.42505,7.42505,7.42505
76,12.77,8.31424,8.31424,8.31424,8.19595,8.19595,8.19595,8.05381,8.05381,8.05381,7.8928,7.8928,7.8928,7.72161,7.72161,7.72161
77,13.1911,8.62337,8.62337,8.62337,8.50428,8.50428,8.50428,8.36118,8.36118,8.36118,8.19917,8.19917,8.19917,8.02803,8.02803,8.02803
78,13.6246,8.94226,8.94226,8.94226,8.82262,8.82262,8.82262,8.67882,8.67882,8.67882,8.51582,8.51582,8.51582,8.34418,8.34418,8.34418
79,14.0707,9.27092,9.27092,9.27092,9.1511,9.1511,9.1511,9.00702,9.00702,9.00702,8.84363,8.84363,8.84363,8.67099,8.67099,8.67099
80,14.5299,9.60987,9.60987,9.60987,9.48992,9.48992,9.48992,9.34579,9.34579,9.34579,9.18233,9.18233,9.18233,9.00947,9.00947,9.00947
81,15.0026,9.95969,9.95969,9.95969,9.83967,9.83967,9.83967,9.69531,9.69531,9.69531,9.53161,9.53161,9.53161,9.35886,9.35886,9.35886
82,15.4891,10.3204,10.3204,10.3204,10.2001,10.2001,10.2001,10.0554,10.0554,10.0554,9.89154,9.89154,9.89154,9.71869,9.71869,9.71869
83,15.9899,10.6928,10.6928,10.6928,10.5722,10.5722,10.5722,10.427,10.427,10.427,10.2626,10.2626,10.2626,10.089,10.089,10.089
84,16.5054,11.077,11.077,11.077,10.9563,10.9563,10.9563,10.8112,10.8112,10.8112,10.6466,10.6466,10.6466,10.4724,10.4724,10.4724
85,17.036,11.4737,11.4737,11.4737,11.3525,11.3525,11.3525,11.2073,11.2073,11.2073,11.0433,11.0433,11.0433,10.8702,10.8702,10.8702
86,17.5821,11.883,11.883,11.883,11.7615,11.7615,11.7615,11.6158,11.6158,11.6158,11.4516,11.4516,11.4516,11.2791,11.2791,11.2791
87,18.1442,12.3049,12.3049,12.3049,12.1835,12.1835,12.1835,12.0373,12.0373,12.0373,11.8724,11.8724,11.8724,11.6995,11.6995,11.6995
88,18.7228,12.7401,12.7401,12.7401,12.6188,12.6188,12.6188,12.4726,12.4726,12.4726,12.3072,12.3072,12.3072,12.1335,12.1335,12.1335
89,19.3184,13.1893,13.1893,13.1893,13.0678,13.0678,13.0678,12.9216,12.9216,12.9216,12.7561,12.7561,12.7561,12.5823,12.5823,12.5823
90,19.9314,13.6523,13.6523,13.6523,13.5306,13.5306,13.5306,13.3845,13.3845,13.3845,13.219,13.219,13.219,13.0454,13.0454,13.0454
91,20.5623,14.1295,14.1295,14.1295,14.0077,14.0077,14.0077,13.8617,13.8617,13.8617,13.6967,13.6967,13.6967,13.5232,13.5232,13.5232
92,21.2118,14.6216,14.6216,14.6216,14.4992,14.4992,14.4992,14.3533,14.3533,14.3533,14.1887,14.1887,14.1887,14.0157,14.0157,14.0157
93,21.8803,15.1292,15.1292,15.1292,15.0063,15.0063,15.0063,14.8599,14.8599,14.8599,14.6952,14.6952,14.6952,14.5223,14.5223,14.5223
94,22.5684,15.6527,15.6527,15.6527,15.5298,15.5298,15.5298,15.3831,15.3831,15.3831,15.2182,15.2182,15.2182,15.0453,15.0453,15.0453
95,23.2766,16.1921,16.1921,16.1921,16.0692,16.0692,16.0692,15.9226,15.9226,15.9226,15.7579,15.7579,15.7579,15.5857,15.5857,15.5857
96,24.0056,16.7484,16.7484,16.7484,16.6252,16.6252,16.6252,16.4782,16.4782,16.4782,16.3136,16.3136,16.3136,16.1419,16.1419,16.1419
97,24.756,17.3216,17.3216,17.3216,17.1987,17.1987,17.1987,17.0514,17.0514,17.0514,16.8864,16.8864,16.8864,16.7146,16.7146,16.7146
98,25.5283,17.9122,17.9122,17.9122,17.7898,17.7898,17.7898,17.6431,17.6431,17.6431,17.4778,17.4778,17.4778,17.3056,17.3056,17.3056
99,26.3233,18.5213,18.5213,18.5213,18.3992,18.3992,18.3992,18.2529,18.2529,18.2529,18.0879,18.0879,18.0879,17.9153,17.9153,17.9153
100,27.1416,19.149,19.149,19.149,19.027,19.027,19.027,18.8811,18.8811,18.8811,18.7164,18.7164,18.7164,18.5439,18.5439,18.5439
101,27.9838,19.7958,19.7958,19.7958,19.6738,19.6738,19.6738,19.5281,19.5281,19.5281,19.364,19.364,19.364,19.1923,19.1923,19.1923
102,28.8508,20.463,20.463,20.463,20.3407,20.3407,20.3407,20.195,20.195,20.195,20.0311,20.0311,20.0311,19.8601,19.8601,19.8601
103,29.7431,21.1505,21.1505,21.1505,21.0282,21.0282,21.0282,20.8824,20.8824,20.8824,20.7185,20.7185,20.7185,20.5477,20.5477,20.5477
104,30.6616,21.859,21.859,21.859,21.7366,21.7366,21.7366,21.5906,21.5906,21.5906,21.4268,21.4268,21.4268,21.2562,21.2562,21.2562
105,31.607,22.5893,22.5893,22.5893,22.4666,22.4666,22.4666,22.3206,22.3206,22.3206,22.1569,22.1569,22.1569,21.9865,21.9865,21.9865
106,32.5802,23.3418,23.3418,23.3418,23.2189,23.2189,23.2189,23.0728,23.0728,23.0728,22.9093,22.9093,22.9093,22.7394,22.7394,22.7394
107,33.5818,24.1172,24.1172,24.1172,23.9944,23.9944,23.9944,23.8481,23.8481,23.8481,23.6843,23.6843,23.6843,23.5144,23.5144,23.5144
108,34.6128,24.9162,24.9162,24.9162,24.7934,24.7934,24.7934,24.6472,24.6472,24.6472,24.4833,24.4833,24.4833,24.3132,24.3132,24.3132
109,35.674,25.739,25.739,25.739,25.6165,25.6165,25.6165,25.4706,25.4706,25.4706,25.3072,25.3072,25.3072,25.1375,25.1375,25.1375
110,36.7663,26.5872,26.5872,26.5872,26.4646,26.4646,26.4646,26.319,26.319,26.319,26.1562,26.1562,26.1562,25.9869,25.9869,25.9869
111,37.8906,27.4612,27.4612,27.4612,27.3387,27.3387,27.3387,27.1931,27.1931,27.1931,27.0306,27.0306,27.0306,26.8617,26.8617,26.8617
112,39.0479,28.3615,28.3615,28.3615,28.2394,28.2394,28.2394,28.094,28.094,28.094,27.9314,27.9314,27.9314,27.7628,27.7628,27.7628
113,40.239,29.2888,29.2888,29.2888,29.1672,29.1672,29.1672,29.022,29.022,29.022,28.8593,28.8593,28.8593,28.6908,28.6908,28.6908
114,41.4651,30.244,30.244,30.244,30.1228,30.1228,30.1228,29.9779,29.9779,29.9779,29.8153,29.8153,29.8153,29.6467,29.6467,29.6467
115,42.7271,31.2279,31.2279,31.2279,31.1069,31.1069,31.1069,30.9627,30.9627,30.9627,30.8006,30.8006,30.8006,30.6321,30.6321,30.6321
116,44.0261,32.2419,32.2419,32.2419,32.121,32.121,32.121,31.977,31.977,31.977,31.8153,31.8153,31.8153,31.6472,31.6472,31.6472
117,45.3631,33.2867,33.2867,33.2867,33.1655,33.1655,33.1655,33.0216,33.0216,33.0216,32.86,32.86,32.86,32.692,32.692,32.692
118,46.7394,34.363,34.363,34.363,34.2416,34.2416,34.2416,34.0975,34.0975,34.0975,33.9364,33.9364,33.9364,33.769,33.769,33.769
119,48.1559,35.4717,35.4717,35.4717,35.3501,35.3501,35.3501,35.206,35.206,35.206,35.0452,35.0452,35.0452,34.8786,34.8786,34.8786
120,49.614,36.6137,36.6137,36.6137,36.4919,36.4919,36.4919,36.3476,36.3476,36.3476,36.1868,36.1868,36.1868,36.0209,36.0209,36.0209
121,51.1148,37.7903,37.7903,37.7903,37.6684,37.6684,37.6684,37.5239,37.5239,37.5239,37.3629,37.3629,37.3629,37.1971,37.1971,37.1971
122,52.6596,39.0023,39.0023,39.0023,38.8805,38.8805,38.8805,38.7362,38.7362,38.7362,38.5751,38.5751,38.5751,38.409,38.409,38.409
123,54.2497,40.2506,40.2506,40.2506,40.1289,40.1289,40.1289,39.9848,39.9848,39.9848,39.8238,39.8238,39.8238,39.6575,39.6575,39.6575
124,55.8863,41.5363,41.5363,41.5363,41.4147,41.4147,41.4147,41.2707,41.2707,41.2707,41.11,41.11,41.11,40.9438,40.9438,40.9438
125,57.5709,42.8606,42.8606,42.8606,42.7389,42.7389,42.7389,42.5951,42.5951,42.5951,42.4348,42.4348,42.4348,42.2691,42.2691,42.2691
126,59.3049,44.2248,44.2248,44.2248,44.1031,44.1031,44.1031,43.9592,43.9592,43.9592,43.799,43.799,43.799,43.6336,43.6336,43.6336
127,61.0897,45.6296,45.6296,45.6296,45.5082,45.5082,45.5082,45.3644,45.3644,45.3644,45.2041,45.2041,45.2041,45.0383,45.0383,45.0383
128,62.9268,47.0764,47.0764,47.0764,46.9553,46.9553,46.9553,46.8118,46.8118,46.8118,46.6516,46.6516,46.6516,46.4859,46.4859,46.4859
129,64.8177,48.5665,48.5665,48.5665,48.4457,48.4457,48.4457,48.3024,48.3024,48.3024,48.1425,48.1425,48.1425,47.977,47.977,47.977
130,66.7641,50.1007,50.1007,50.1007,49.9802,49.9802,49.9802,49.8371,49.8371,49.8371,49.6772,49.6772,49.6772,49.512,49.512,49.512
131,68.7675,51.6802,51.6802,51.6802,51.5601,51.5601,51.5601,51.4172,51.4172,51.4172,51.2573,51.2573,51.2573,51.0923,51.0923,51.0923
132,70.8295,53.3066,53.3066,53.3066,53.1869,53.1869,53.1869,53.0445,53.0445,53.0445,52.8851,52.8851,52.8851,52.7203,52.7203,52.7203
133,72.9521,54.9818,54.9818,54.9818,54.862,54.862,54.862,54.7201,54.7201,54.7201,54.5615,54.5615,54.5615,54.3973,54.3973,54.3973
134,75.1368,56.7072,56.7072,56.7072,56.5871,56.5871,56.5871,56.4453,56.4453,56.4453,56.2874,56.2874,56.2874,56.1242,56.1242,56.1242
135,77.3855,58.4844,58.4844,58.4844,58.3641,58.3641,58.3641,58.222,58.222,58.222,58.0645,58.0645,58.0645,57.9023,57.9023,57.9023
136,79.7002,60.3144,60.3144,60.3144,60.1942,60.1942,60.1942,60.0519,60.0519,60.0519,59.8941,59.8941,59.8941,59.7322,59.7322,59.7322
137,82.0826,62.199,62.199,62.199,62.079,62.079,62.079,61.9366,61.9366,61.9366,61.7784,61.7784,61.7784,61.6163,61.6163,61.6163
138,84.5349,64.1397,64.1397,64.1397,64.0198,64.0198,64.0198,63.8776,63.8776,63.8776,63.7194,63.7194,63.7194,63.557,63.557,63.557
139,87.0591,66.1383,66.1383,66.1383,66.0183,66.0183,66.0183,65.8763,65.8763,65.8763,65.7183,65.7183,65.7183,65.5558,65.5558,65.5558
140,89.6572,68.1964,68.1964,68.1964,68.0764,68.0764,68.0764,67.9345,67.9345,67.9345,67.7766,67.7766,67.7766,67.6142,67.6142,67.6142
141,92.3314,70.3156,70.3156,70.3156,70.1956,70.1956,70.1956,70.0536,70.0536,70.0536,69.8955,69.8955,69.8955,69.733,69.733,69.733
142,95.084,72.4977,72.4977,72.4977,72.3777,72.3777,72.3777,72.2355,72.2355,72.2355,72.0772,72.0772,72.0772,71.9145,71.9145,71.9145
143,97.9173,74.7448,74.7448,74.7448,74.6248,74.6248,74.6248,74.4824,74.4824,74.4824,74.3238,74.3238,74.3238,74.1611,74.1611,74.1611
144,100.834,77.0589,77.0589,77.0589,76.9389,76.9389,76.9389,76.7966,76.7966,76.7966,76.638,76.638,76.638,76.4752,76.4752,76.4752
145,103.835,79.4416,79.4416,79.4416,79.3218,79.3218,79.3218,79.1796,79.1796,79.1796,79.0211,79.0211,79.0211,78.8584,78.8584,78.8584
146,106.925,81.8946,81.8946,81.8946,81.7749,81.7749,81.7749,81.633,81.633,81.633,81.4748,81.4748,81.4748,81.3119,81.3119,81.3119
147,110.105,84.4203,84.4203,84.4203,84.3008,84.3008,84.3008,84.1592,84.1592,84.1592,84.0012,84.0012,84.0012,83.8386,83.8386,83.8386
148,113.379,87.0213,87.0213,87.0213,86.9018,86.9018,86.9018,86.7602,86.7602,86.7602,86.6024,86.6024,86.6024,86.4399,86.4399,86.4399
149,116.748,89.6993,89.6993,89.6993,89.5798,89.5798,89.5798,89.4384,89.4384,89.4384,89.2807,89.2807,89.2807,89.1185,89.1185,89.1185
150,120.216,92.4568,92.4568,92.4568,92.3375,92.3375,92.3375,92.1962,92.1962,92.1962,92.0387,92.0387,92.0387,91.8767,91.8767,91.8767
151,123.786,95.2956,95.2956,95.2956,95.1765,95.1765,95.1765,95.0355,95.0355,95.0355,94.8781,94.8781,94.8781,94.7163,94.7163,94.7163
152,127.461,98.2183,98.2183,98.2183,98.0994,98.0994,98.0994,97.9586,97.9586,97.9586,97.8016,97.8016,97.8016,97.6399,97.6399,97.6399
153,131.243,101.227,101.227,101.227,101.109,101.109,101.109,100.968,100.968,100.968,100.811,100.811,100.811,100.649,100.649,100.649
154,135.136,104.325,104.325,104.325,104.207,104.207,104.207,104.067,104.067,104.067,103.91,103.91,103.91,103.748,103.748,103.748
155,139.143,107.514,107.514,107.514,107.397,107.397,107.397,107.257,107.257,107.257,107.1,107.1,107.1,106.939,106.939,106.939
156,143.267,110.797,110.797,110.797,110.68,110.68,110.68,110.54,110.54,110.54,110.384,110.384,110.384,110.223,110.223,110.223
157,147.512,114.176,114.176,114.176,114.059,114.059,114.059,113.92,113.92,113.92,113.765,113.765,113.765,113.605,113.605,113.605
158,151.882,117.656,117.656,117.656,117.538,117.538,117.538,117.4,117.4,117.4,117.245,117.245,117.245,117.086,117.086,117.086
159,156.38,121.239,121.239,121.239,121.121,121.121,121.121,120.982,120.982,120.982,120.828,120.828,120.828,120.67,120.67,120.67
160,161.009,124.928,124.928,124.928,124.81,124.81,124.81,124.671,124.671,124.671,124.516,124.516,124.516,124.358,124.358,124.358
161,165.774,128.726,128.726,128.726,128.608,128.608,128.608,128.468,128.468,128.468,128.313,128.313,128.313,128.154,128.154,128.154
162,170.679,132.636,132.636,132.636,132.518,132.518,132.518,132.378,132.378,132.378,132.223,132.223,132.223,132.064,132.064,132.064
163,175.728,136.661,136.661,136.661,136.543,136.543,136.543,136.404,136.404,136.404,136.249,136.249,136.249,136.09,136.09,136.09
164,180.924,140.804,140.804,140.804,140.687,140.687,140.687,140.548,140.548,140.548,140.393,140.393,140.393,140.234,140.234,140.234
165,186.273,145.071,145.071,145.071,144.953,144.953,144.953,144.814,144.814,144.814,144.659,144.659,144.659,144.501,144.501,144.501
166,191.779,149.464,149.464,149.464,149.346,149.346,149.346,149.206,149.206,149.206,149.052,149.052,149.052,148.893,148.893,148.893
167,197.446,153.986,153.986,153.986,153.868,153.868,153.868,153.728,153.728,153.728,153.573,153.573,153.573,153.414,153.414,153.414
168,203.279,158.641,158.641,158.641,158.523,158.523,158.523,158.383,158.383,158.383,158.228,158.228,158.228,158.069,158.069,158.069
169,209.282,163.434,163.434,163.434,163.316,163.316,163.316,163.176,163.176,163.176,163.021,163.021,163.021,162.862,162.862,162.862
170,215.462,168.368,168.368,168.368,168.25,168.25,168.25,168.11,168.11,168.11,167.955,167.955,167.955,167.797,167.797,167.797
171,221.823,173.447,173.447,173.447,173.329,173.329,173.329,173.19,173.19,173.19,173.035,173.035,173.035,172.876,172.876,172.876
172,228.37,178.677,178.677,178.677,178.559,178.559,178.559,178.419,178.419,178.419,178.264,178.264,178.264,178.105,178.105,178.105
173,235.11,184.06,184.06,184.06,183.942,183.942,183.942,183.803,183.803,183.803,183.648,183.648,183.648,183.489,183.489,183.489
