gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-51.2027,-45.5343,-41.4809,-38.4609,-35.7862,-33.2205,-30.6707,-51.2027,-45.5343,-41.4809,-38.4573,-35.7726,-33.1964,-30.6357,-51.2027,-45.5344,-41.481,-38.4537,-35.7591,-33.1724,-30.6008,-51.2027,-45.5343,-41.4809,-38.45,-35.7456,-33.1484,-30.5659,-51.2027,-45.5344,-41.481,-38.4465,-35.7322,-33.1246,-30.5313,-51.2027,-45.5343,-41.4809,-38.4429,-35.7188,-33.1008,-30.4969,-51.2027,-45.5343,-41.4809,-38.4394,-35.7055,-33.077,-30.4632
1,0.0185364,-48.7247,-44.1408,-40.7004,-37.9245,-35.358,-32.8639,-30.3659,-48.7247,-44.1408,-40.7004,-37.9175,-35.3416,-32.8375,-30.3291,-48.7247,-44.1408,-40.7004,-37.9106,-35.3253,-32.8112,-30.2925,-48.7246,-44.1407,-40.7004,-37.9036,-35.309,-32.7849,-30.2559,-48.7247,-44.1408,-40.7004,-37.8968,-35.2928,-32.7588,-30.2195,-48.7247,-44.1407,-40.7004,-37.8899,-35.2766,-32.7327,-30.1839,-48.7247,-44.1407,-40.7004,-37.8831,-35.2606,-32.7067,-30.1485
2,0.0372875,-46.8176,-43.0177,-40.0355,-37.4051,-34.9389,-32.5107,-30.0651,-46.8176,-43.0177,-40.0342,-37.3951,-34.92,-32.482,-30.0266,-46.8177,-43.0178,-40.033,-37.3852,-34.9012,-32.4535,-29.9882,-46.8176,-43.0177,-40.0317,-37.3752,-34.8824,-32.4249,-29.9498,-46.8177,-43.0178,-40.0305,-37.3654,-34.8637,-32.3966,-29.912,-46.8176,-43.0177,-40.0292,-37.3556,-34.8451,-32.3682,-29.8747,-46.8176,-43.0177,-40.028,-37.3458,-34.8265,-32.3399,-29.8375
3,0.0562558,-45.3202,-42.1003,-39.3804,-36.9066,-34.5281,-32.1608,-29.7661,-45.3202,-42.1003,-39.3752,-36.8941,-34.5068,-32.1299,-29.7258,-45.3203,-42.1003,-39.3701,-36.8818,-34.4855,-32.0992,-29.6856,-45.3202,-42.1002,-39.3649,-36.8693,-34.4642,-32.0684,-29.6455,-45.3203,-42.1003,-39.36,-36.8571,-34.4431,-32.0378,-29.6062,-45.3202,-42.1003,-39.3549,-36.8448,-34.422,-32.0073,-29.5671,-45.3202,-42.1003,-39.35,-36.8326,-34.4009,-31.9768,-29.5281
4,0.0754439,-44.1241,-41.3281,-38.7911,-36.4283,-34.1244,-31.8148,-29.4687,-44.1241,-41.3267,-38.7827,-36.4127,-34.1006,-31.7819,-29.4266,-44.1241,-41.3253,-38.7743,-36.3973,-34.0769,-31.7492,-29.3846,-44.124,-41.3237,-38.766,-36.3819,-34.0531,-31.7164,-29.343,-44.1241,-41.3224,-38.7578,-36.3666,-34.0295,-31.6839,-29.3021,-44.1241,-41.3209,-38.7495,-36.3513,-34.006,-31.6514,-29.2612,-44.1241,-41.3195,-38.7414,-36.3361,-33.9825,-31.6192,-29.2204
5,0.0948544,-43.1543,-40.5698,-38.216,-35.9598,-33.7274,-31.4739,-29.1728,-43.1543,-40.5642,-38.2046,-35.9414,-33.7011,-31.439,-29.1289,-43.1544,-40.5586,-38.1933,-35.9231,-33.6749,-31.4042,-29.0852,-43.1543,-40.553,-38.1819,-35.9048,-33.6486,-31.3694,-29.0421,-43.1544,-40.5476,-38.1706,-35.8866,-33.6226,-31.3349,-28.9995,-43.1543,-40.5421,-38.1594,-35.8684,-33.5965,-31.3004,-28.9569,-43.1543,-40.5367,-38.1482,-35.8504,-33.5705,-31.2667,-28.9145
6,0.11449,-42.2779,-39.9026,-37.6602,-35.5001,-33.336,-31.1362,-28.8795,-42.2738,-39.8935,-37.6459,-35.4788,-33.3074,-31.0992,-28.834,-42.2697,-39.8846,-37.6319,-35.4577,-33.2789,-31.0624,-28.7888,-42.2656,-39.8756,-37.6181,-35.4366,-33.2504,-31.0257,-28.7445,-42.2617,-39.8668,-37.6046,-35.4157,-33.2221,-30.9891,-28.7003,-42.2578,-39.8579,-37.591,-35.3948,-33.1938,-30.953,-28.6562,-42.2539,-39.8492,-37.5774,-35.3739,-33.1655,-30.9175,-28.6122
7,0.134352,-41.4616,-39.253,-37.141,-35.0522,-32.9519,-30.8014,-28.5884,-41.4531,-39.2408,-37.1238,-35.0287,-32.9209,-30.7625,-28.5413,-41.4446,-39.2286,-37.1067,-35.0054,-32.89,-30.7237,-28.4946,-41.4361,-39.2164,-37.0896,-34.982,-32.8592,-30.685,-28.4487,-41.4278,-39.2044,-37.0726,-34.9589,-32.8285,-30.6466,-28.4029,-41.4194,-39.1924,-37.0557,-34.9357,-32.7978,-30.6089,-28.3572,-41.4112,-39.1805,-37.0388,-34.9126,-32.7672,-30.5714,-28.3116
8,0.154445,-40.6985,-38.6347,-36.6306,-34.6174,-32.5724,-30.4695,-28.2987,-40.6873,-38.6203,-36.6105,-34.5913,-32.5391,-30.4286,-28.25,-40.6762,-38.6059,-36.5905,-34.5653,-32.5059,-30.3879,-28.2021,-40.6651,-38.5915,-36.5705,-34.5392,-32.4728,-30.3472,-28.1545,-40.6541,-38.5773,-36.5507,-34.5134,-32.4398,-30.3073,-28.1072,-40.6432,-38.5631,-36.5308,-34.4876,-32.4068,-30.2677,-28.0598,-40.6323,-38.549,-36.5111,-34.4618,-32.3742,-30.2283,-28.0126
9,0.174771,-40.0027,-38.0613,-36.1333,-34.1895,-32.1975,-30.1405,-28.0106,-39.9885,-38.0433,-36.1104,-34.1608,-32.162,-30.0979,-27.9603,-39.9743,-38.0254,-36.0876,-34.1322,-32.1266,-30.0554,-27.9111,-39.9601,-38.0075,-36.0647,-34.1036,-32.0912,-30.0131,-27.862,-39.9461,-37.9898,-36.0421,-34.0752,-32.056,-29.9718,-27.813,-39.9321,-37.9721,-36.0195,-34.0468,-32.0209,-29.9304,-27.7642,-39.9181,-37.9545,-35.9969,-34.0185,-31.9865,-29.8892,-27.7154
10,0.195332,-39.3349,-37.5015,-35.6495,-33.7685,-31.8271,-29.8156,-27.724,-39.3174,-37.4805,-35.6239,-33.7372,-31.7894,-29.7711,-27.6723,-39.3,-37.4597,-35.5984,-33.7061,-31.7519,-29.7267,-27.6219,-39.2827,-37.4388,-35.5729,-33.675,-31.7144,-29.6829,-27.5714,-39.2655,-37.4181,-35.5477,-33.6441,-31.677,-29.6397,-27.5211,-39.2484,-37.3974,-35.5224,-33.6131,-31.6401,-29.5965,-27.4709,-39.2314,-37.3768,-35.4973,-33.5823,-31.6039,-29.5534,-27.4207
11,0.216131,-38.7093,-36.9581,-35.1784,-33.3539,-31.4611,-29.493,-27.4405,-38.6889,-36.9342,-35.1503,-33.3202,-31.4213,-29.4466,-27.3877,-38.6687,-36.9104,-35.1224,-33.2866,-31.3817,-29.4004,-27.3357,-38.6484,-36.8866,-35.0944,-33.253,-31.3421,-29.3551,-27.2837,-38.6284,-36.863,-35.0667,-33.2197,-31.3027,-29.3101,-27.232,-38.6083,-36.8394,-35.0389,-33.1863,-31.2643,-29.2651,-27.1802,-38.5884,-36.8159,-35.0113,-33.1531,-31.226,-29.2202,-27.1286
12,0.237172,-38.1095,-36.4327,-34.7197,-32.9456,-31.0996,-29.1727,-27.1585,-38.0863,-36.4061,-34.689,-32.9095,-31.0579,-29.1245,-27.1044,-38.0633,-36.3796,-34.6584,-32.8735,-31.0164,-29.0767,-27.0509,-38.0403,-36.353,-34.6278,-32.8376,-30.9749,-29.0298,-26.9975,-38.0174,-36.3267,-34.5975,-32.8018,-30.9342,-28.983,-26.9442,-37.9946,-36.3004,-34.5671,-32.7661,-30.8939,-28.9362,-26.891,-37.9719,-36.2745,-34.5369,-32.7309,-30.8537,-28.8896,-26.838
13,0.258456,-37.5329,-35.9256,-34.2696,-32.5435,-30.7431,-28.8547,-26.8779,-37.5067,-35.8965,-34.2363,-32.5054,-30.6994,-28.8048,-26.8225,-37.4807,-35.8674,-34.2031,-32.4674,-30.6558,-28.7556,-26.7676,-37.4547,-35.8384,-34.1699,-32.4294,-30.6124,-28.7069,-26.7126,-37.4289,-35.8096,-34.1369,-32.3916,-30.57,-28.6584,-26.6579,-37.403,-35.7808,-34.1039,-32.3541,-30.5277,-28.61,-26.6032,-37.3774,-35.7521,-34.0711,-32.3175,-30.4855,-28.5616,-26.5489
14,0.279986,-36.9754,-35.4316,-33.8274,-32.1491,-30.39,-28.5391,-26.5985,-36.9463,-35.3998,-33.7916,-32.1087,-30.3443,-28.4875,-26.5419,-36.9174,-35.3681,-33.7559,-32.0685,-30.2987,-28.4369,-26.4855,-36.8885,-35.3364,-33.7202,-32.0283,-30.2537,-28.3866,-26.4292,-36.8598,-35.305,-33.6847,-31.9884,-30.2094,-28.3364,-26.373,-36.8312,-35.2735,-33.6493,-31.9493,-30.1651,-28.2863,-26.3168,-36.8026,-35.2422,-33.6141,-31.9105,-30.1209,-28.2363,-26.2615
15,0.301766,-36.4347,-34.9487,-33.393,-31.7598,-30.0402,-28.2264,-26.3205,-36.4028,-34.9142,-33.3547,-31.7173,-29.9926,-28.1734,-26.2627,-36.3711,-34.8798,-33.3166,-31.6749,-29.9451,-28.1215,-26.205,-36.3393,-34.8454,-33.2785,-31.6325,-29.8985,-28.0697,-26.1474,-36.3078,-34.8113,-33.2407,-31.5908,-29.8523,-28.0181,-26.09,-36.2763,-34.7771,-33.2029,-31.5498,-29.806,-27.9665,-26.0326,-36.2449,-34.7431,-33.1658,-31.5088,-29.7599,-27.9151,-25.9764
16,0.323799,-35.9092,-34.4758,-32.966,-31.3753,-29.6937,-27.9168,-26.0452,-35.8747,-34.4387,-32.9254,-31.3306,-29.6441,-27.8625,-25.9861,-35.8403,-34.4017,-32.885,-31.2861,-29.5949,-27.809,-25.9271,-35.806,-34.3647,-32.8446,-31.2417,-29.5466,-27.7556,-25.8681,-35.7719,-34.328,-32.8044,-31.1983,-29.4985,-27.7024,-25.8093,-35.738,-34.2913,-32.7647,-31.1551,-29.4505,-27.6493,-25.7508,-35.7044,-34.2548,-32.7258,-31.112,-29.4025,-27.5962,-25.6934
17,0.346087,-35.3992,-34.0124,-32.546,-30.9953,-29.3503,-27.6095,-25.7712,-35.3623,-33.9728,-32.5032,-30.9485,-29.2989,-27.5538,-25.7108,-35.3255,-33.9333,-32.4605,-30.9019,-29.2483,-27.4988,-25.6504,-35.2887,-33.8939,-32.4178,-30.8557,-29.1982,-27.4438,-25.5901,-35.2522,-33.8547,-32.3755,-30.8105,-29.1482,-27.389,-25.53,-35.2157,-33.8156,-32.3342,-30.7652,-29.0984,-27.3342,-25.4706,-35.1793,-33.7772,-32.2931,-30.72,-29.0486,-27.2797,-25.4119
18,0.368632,-34.9018,-33.5581,-32.1325,-30.6197,-29.0102,-27.3041,-25.4986,-34.8624,-33.5161,-32.0874,-30.5708,-28.957,-27.2471,-25.4369,-34.823,-33.4743,-32.0425,-30.5222,-28.9049,-27.1906,-25.3753,-34.7837,-33.4325,-31.9976,-30.4744,-28.853,-27.134,-25.3137,-34.7447,-33.3909,-31.9537,-30.4271,-28.8014,-27.0777,-25.2523,-34.7056,-33.3499,-31.9101,-30.3798,-28.7497,-27.0213,-25.192,-34.6671,-33.3097,-31.8667,-30.3326,-28.6982,-26.9655,-25.132
19,0.391439,-34.4158,-33.1123,-31.7248,-30.2482,-28.6732,-27.0008,-25.2273,-34.3738,-33.068,-31.6776,-30.1973,-28.6184,-26.9425,-25.1644,-34.3321,-33.0239,-31.6307,-30.1469,-28.565,-26.8844,-25.1015,-34.2903,-32.9798,-31.584,-30.0974,-28.5116,-26.8263,-25.0387,-34.2488,-32.936,-31.5385,-30.0481,-28.4584,-26.7684,-24.9762,-34.2075,-32.8934,-31.493,-29.9989,-28.4052,-26.7106,-24.9149,-34.1673,-32.8509,-31.4477,-29.9497,-28.3522,-26.6536,-24.8536
