gridnumber,capital,VF[0 0],VF[0 1],VF[0 2],VF[0 3],VF[0 4],VF[0 5],VF[0 6],VF[1 0],VF[1 1],VF[1 2],VF[1 3],VF[1 4],VF[1 5],VF[1 6],VF[2 0],VF[2 1],VF[2 2],VF[2 3],VF[2 4],VF[2 5],VF[2 6],VF[3 0],VF[3 1],VF[3 2],VF[3 3],VF[3 4],VF[3 5],VF[3 6],VF[4 0],VF[4 1],VF[4 2],VF[4 3],VF[4 4],VF[4 5],VF[4 6],VF[5 0],VF[5 1],VF[5 2],VF[5 3],VF[5 4],VF[5 5],VF[5 6],VF[6 0],VF[6 1],VF[6 2],VF[6 3],VF[6 4],VF[6 5],VF[6 6]
0,0,-56.9964,-51.3435,-47.3092,-44.3379,-41.7704,-39.3716,-37.0228,-56.9964,-51.3435,-47.3092,-44.3379,-41.7704,-39.3716,-37.0228,-56.9965,-51.3435,-47.3092,-44.3379,-41.7704,-39.3716,-37.0228,-56.9964,-51.3434,-47.3091,-44.3351,-41.7584,-39.3504,-36.9921,-56.9965,-51.3435,-47.3092,-44.3324,-41.7469,-39.3294,-36.9616,-56.9964,-51.3435,-47.3092,-44.3296,-41.7353,-39.3083,-36.9311,-56.9964,-51.3435,-47.3092,-44.3268,-41.7238,-39.2873,-36.9006
1,0.0185364,-54.5184,-49.9499,-46.5286,-43.8169,-41.3722,-39.0418,-36.7469,-54.5184,-49.9499,-46.5286,-43.8169,-41.3722,-39.0418,-36.7468,-54.5184,-49.9499,-46.5287,-43.817,-41.3722,-39.0418,-36.7468,-54.5184,-49.9498,-46.5286,-43.8108,-41.3579,-39.0184,-36.7144,-54.5184,-49.9499,-46.5287,-43.8049,-41.3438,-38.9953,-36.6822,-54.5184,-49.9499,-46.5286,-43.7988,-41.3297,-38.9721,-36.65,-54.5184,-49.9499,-46.5286,-43.7929,-41.3157,-38.9491,-36.6179
2,0.0372875,-52.6114,-48.8269,-45.8712,-43.3194,-40.9805,-38.7164,-36.4726,-52.6114,-48.8269,-45.8712,-43.3194,-40.9805,-38.7164,-36.4726,-52.6114,-48.8269,-45.8713,-43.3195,-40.9805,-38.7164,-36.4726,-52.6113,-48.8268,-45.8704,-43.3108,-40.9638,-38.6912,-36.4385,-52.6114,-48.8269,-45.8698,-43.3024,-40.9474,-38.6662,-36.4046,-52.6114,-48.8269,-45.869,-43.2939,-40.9308,-38.6411,-36.3707,-52.6114,-48.8269,-45.8682,-43.2855,-40.9144,-38.6162,-36.3369
3,0.0562558,-51.114,-47.9094,-45.2395,-42.8492,-40.5961,-38.3969,-36.2,-51.114,-47.9094,-45.2395,-42.8491,-40.5961,-38.3969,-36.2,-51.114,-47.9095,-45.2396,-42.8492,-40.5961,-38.3969,-36.2,-51.1139,-47.9094,-45.235,-42.838,-40.5771,-38.3698,-36.1642,-51.114,-47.9095,-45.2307,-42.8269,-40.5583,-38.3429,-36.1287,-51.1139,-47.9094,-45.2263,-42.8158,-40.5395,-38.3159,-36.0932,-51.1139,-47.9094,-45.2219,-42.8048,-40.5208,-38.2891,-36.0579
4,0.0754439,-49.9178,-47.1445,-44.665,-42.3918,-40.2197,-38.0811,-35.9306,-49.9178,-47.1445,-44.665,-42.3918,-40.2197,-38.0811,-35.9306,-49.9179,-47.1445,-44.665,-42.3918,-40.2197,-38.0811,-35.9306,-49.9178,-47.1433,-44.6574,-42.3779,-40.1986,-38.0521,-35.8934,-49.9179,-47.1423,-44.6499,-42.3642,-40.1778,-38.0233,-35.8564,-49.9178,-47.1412,-44.6424,-42.3504,-40.157,-37.9944,-35.8194,-49.9178,-47.1401,-44.6349,-42.3367,-40.1362,-37.9657,-35.7825
5,0.0948544,-48.9481,-46.4071,-44.1072,-41.9485,-39.8539,-37.7688,-35.6632,-48.9481,-46.4071,-44.1072,-41.9485,-39.8539,-37.7688,-35.6631,-48.9481,-46.4071,-44.1072,-41.9485,-39.8539,-37.7688,-35.6631,-48.948,-46.4019,-44.0967,-41.932,-39.8306,-37.7379,-35.6244,-48.9481,-46.3969,-44.0863,-41.9156,-39.8075,-37.7072,-35.5858,-48.9481,-46.3918,-44.0759,-41.8992,-39.7844,-37.6765,-35.5473,-48.9481,-46.3869,-44.0656,-41.8829,-39.7614,-37.6459,-35.5088
6,0.11449,-48.0884,-45.7535,-43.5815,-41.5186,-39.4933,-37.4598,-35.3973,-48.0884,-45.7535,-43.5815,-41.5186,-39.4933,-37.4597,-35.3972,-48.0884,-45.7535,-43.5816,-41.5187,-39.4933,-37.4597,-35.3972,-48.0845,-45.745,-43.5688,-41.4999,-39.4678,-37.427,-35.357,-48.0808,-45.7367,-43.5563,-41.4815,-39.4425,-37.3945,-35.3169,-48.077,-45.7284,-43.5436,-41.4629,-39.4171,-37.362,-35.2768,-48.0733,-45.7201,-43.5311,-41.4445,-39.3919,-37.3296,-35.2369
7,0.134352,-47.2842,-45.1183,-43.0823,-41.1024,-39.1379,-37.1552,-35.133,-47.2842,-45.1183,-43.0823,-41.1023,-39.1379,-37.1551,-35.1329,-47.2843,-45.1183,-43.0823,-41.1024,-39.1379,-37.1551,-35.1329,-47.276,-45.1068,-43.0666,-41.0812,-39.1103,-37.1207,-35.0911,-47.2679,-45.0954,-43.0512,-41.0603,-39.0829,-37.0866,-35.0496,-47.2597,-45.084,-43.0357,-41.0393,-39.0554,-37.0524,-35.008,-47.2516,-45.0727,-43.0203,-41.0185,-39.0281,-37.0183,-34.9666
8,0.154445,-46.5412,-44.5289,-42.5976,-40.6949,-38.7878,-36.8538,-34.8709,-46.5412,-44.5289,-42.5976,-40.6949,-38.7877,-36.8538,-34.8708,-46.5412,-44.5289,-42.5977,-40.6949,-38.7877,-36.8538,-34.8708,-46.5305,-44.5153,-42.5793,-40.6714,-38.7581,-36.8176,-34.8277,-46.5201,-44.5019,-42.5612,-40.6481,-38.7287,-36.7817,-34.7849,-46.5096,-44.4885,-42.543,-40.6247,-38.6993,-36.7457,-34.742,-46.4992,-44.4751,-42.525,-40.6015,-38.67,-36.7098,-34.6996
9,0.174771,-45.8602,-43.9731,-42.1258,-40.2957,-38.4431,-36.555,-34.6112,-45.8602,-43.9731,-42.1258,-40.2957,-38.443,-36.555,-34.6112,-45.8602,-43.9732,-42.1259,-40.2957,-38.4431,-36.555,-34.6112,-45.8465,-43.9565,-42.105,-40.2698,-38.4115,-36.5171,-34.5667,-45.833,-43.94,-42.0843,-40.2442,-38.3803,-36.4794,-34.5223,-45.8194,-43.9235,-42.0636,-40.2185,-38.3491,-36.4417,-34.478,-45.8059,-43.9071,-42.043,-40.1929,-38.3181,-36.4041,-34.4344
