gridnumber,capital,policy[0 0 00],policy[0 0 01],policy[0 0 02],policy[0 0 10],policy[0 0 11],policy[0 0 12],policy[0 0 20],policy[0 0 21],policy[0 0 22],policy[0 1 00],policy[0 1 01],policy[0 1 02],policy[0 1 10],policy[0 1 11],policy[0 1 12],policy[0 1 20],policy[0 1 21],policy[0 1 22],policy[0 2 00],policy[0 2 01],policy[0 2 02],policy[0 2 10],policy[0 2 11],policy[0 2 12],policy[0 2 20],policy[0 2 21],policy[0 2 22],policy[1 0 00],policy[1 0 01],policy[1 0 02],policy[1 0 10],policy[1 0 11],policy[1 0 12],policy[1 0 20],policy[1 0 21],policy[1 0 22],policy[1 1 00],policy[1 1 01],policy[1 1 02],policy[1 1 10],policy[1 1 11],policy[1 1 12],policy[1 1 20],policy[1 1 21],policy[1 1 22],policy[1 2 00],policy[1 2 01],policy[1 2 02],policy[1 2 10],policy[1 2 11],policy[1 2 12],policy[1 2 20],policy[1 2 21],policy[1 2 22],policy[2 0 00],policy[2 0 01],policy[2 0 02],policy[2 0 10],policy[2 0 11],policy[2 0 12],policy[2 0 20],policy[2 0 21],policy[2 0 22],policy[2 1 00],policy[2 1 01],policy[2 1 02],policy[2 1 10],policy[2 1 11],policy[2 1 12],policy[2 1 20],policy[2 1 21],policy[2 1 22],policy[2 2 00],policy[2 2 01],policy[2 2 02],policy[2 2 10],policy[2 2 11],policy[2 2 12],policy[2 2 20],policy[2 2 21],policy[2 2 22]
0,0,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244,0,0,0,0,0,0,0.0559244,0.0559244,0.0559244
1,0.0572595,0,0,0,0.0323776,0.04486,0.04486,0.0914795,0.0914795,0.102249,0,0,0,0.0323776,0.04486,0.04486,0.0914795,0.0914795,0.102249,0,0,0,0.0323776,0.04486,0.04486,0.0914795,0.0914795,0.102249,0,0,0,0.0419274,0.04486,0.04486,0.100558,0.100558,0.102249,0,0,0,0.0419274,0.04486,0.04486,0.100558,0.100558,0.102249,0,0,0,0.0419274,0.04486,0.04486,0.100558,0.100558,0.102249,0,0,0,0.0514772,0.04486,0.04486,0.109637,0.109637,0.102249,0,0,0,0.0514772,0.04486,0.04486,0.109637,0.109637,0.102249,0,0,0,0.0514772,0.04486,0.04486,0.109637,0.109637,0.102249
2,0.116568,0.0484531,0.0484531,0.0484531,0.0723378,0.0917024,0.0917024,0.131585,0.131585,0.131585,0.0484531,0.0484531,0.0484531,0.0723378,0.0917024,0.0917024,0.131585,0.131585,0.131585,0.0484531,0.0484531,0.0484531,0.0723378,0.0917024,0.0917024,0.131585,0.131585,0.131585,0.0484531,0.0484531,0.0484531,0.0899307,0.0917024,0.0917024,0.15085,0.15085,0.15085,0.0484531,0.0484531,0.0484531,0.0899307,0.0917024,0.0917024,0.15085,0.15085,0.15085,0.0484531,0.0484531,0.0484531,0.0899307,0.0917024,0.0917024,0.15085,0.15085,0.15085,0.0484531,0.0484531,0.0484531,0.107524,0.0917024,0.0917024,0.170115,0.170115,0.170115,0.0484531,0.0484531,0.0484531,0.107524,0.0917024,0.0917024,0.170115,0.170115,0.170115,0.0484531,0.0484531,0.0484531,0.107524,0.0917024,0.0917024,0.170115,0.170115,0.170115
3,0.177999,0.0945095,0.0945095,0.0945095,0.111278,0.140566,0.140566,0.174226,0.174226,0.174226,0.0945095,0.0945095,0.0945095,0.111278,0.140566,0.140566,0.174226,0.174226,0.174226,0.0945095,0.0945095,0.0945095,0.111278,0.140566,0.140566,0.174226,0.174226,0.174226,0.0945095,0.0945095,0.0945095,0.139935,0.140566,0.140566,0.204026,0.204026,0.204026,0.0945095,0.0945095,0.0945095,0.139935,0.140566,0.140566,0.204026,0.204026,0.204026,0.0945095,0.0945095,0.0945095,0.139935,0.140566,0.140566,0.204026,0.204026,0.204026,0.0945095,0.0945095,0.0945095,0.169033,0.140566,0.140566,0.233881,0.233881,0.233881,0.0945095,0.0945095,0.0945095,0.169033,0.140566,0.140566,0.233881,0.233881,0.233881,0.0945095,0.0945095,0.0945095,0.169033,0.140566,0.140566,0.233881,0.233881,0.233881
4,0.241629,0.143704,0.143704,0.143704,0.154524,0.193782,0.193782,0.218994,0.218994,0.218994,0.143704,0.143704,0.143704,0.154524,0.193782,0.193782,0.218994,0.218994,0.218994,0.143704,0.143704,0.143704,0.154524,0.193782,0.193782,0.218994,0.218994,0.218994,0.143704,0.143704,0.143704,0.194112,0.193782,0.193782,0.25992,0.25992,0.25992,0.143704,0.143704,0.143704,0.194112,0.193782,0.193782,0.25992,0.25992,0.25992,0.143704,0.143704,0.143704,0.194112,0.193782,0.193782,0.25992,0.25992,0.25992,0.143704,0.143704,0.143704,0.23383,0.193782,0.193782,0.301348,0.301348,0.301348,0.143704,0.143704,0.143704,0.23383,0.193782,0.193782,0.301348,0.301348,0.301348,0.143704,0.143704,0.143704,0.23383,0.193782,0.193782,0.301348,0.301348,0.301348
5,0.307536,0.197973,0.197973,0.197973,0.199895,0.250328,0.250328,0.265951,0.265951,0.265951,0.197973,0.197973,0.197973,0.199895,0.250328,0.250328,0.265951,0.265951,0.265951,0.197973,0.197973,0.197973,0.199895,0.250328,0.250328,0.265951,0.265951,0.265951,0.197973,0.197973,0.197973,0.250723,0.250328,0.250328,0.318727,0.318727,0.318727,0.197973,0.197973,0.197973,0.250723,0.250328,0.250328,0.318727,0.318727,0.318727,0.197973,0.197973,0.197973,0.250723,0.250328,0.250328,0.318727,0.318727,0.318727,0.197973,0.197973,0.197973,0.302866,0.250328,0.250328,0.371679,0.371679,0.371679,0.197973,0.197973,0.197973,0.302866,0.250328,0.250328,0.371679,0.371679,0.371679,0.197973,0.197973,0.197973,0.302866,0.250328,0.250328,0.371679,0.371679,0.371679
6,0.375801,0.25597,0.25597,0.25597,0.247193,0.30975,0.30975,0.315141,0.315141,0.315141,0.25597,0.25597,0.25597,0.247193,0.30975,0.30975,0.315141,0.315141,0.315141,0.25597,0.25597,0.25597,0.247193,0.30975,0.30975,0.315141,0.315141,0.315141,0.25597,0.25597,0.25597,0.310951,0.30975,0.30975,0.379861,0.379861,0.379861,0.25597,0.25597,0.25597,0.310951,0.30975,0.30975,0.379861,0.379861,0.379861,0.25597,0.25597,0.25597,0.310951,0.30975,0.30975,0.379861,0.379861,0.379861,0.25597,0.25597,0.25597,0.375446,0.30975,0.30975,0.44478,0.44478,0.44478,0.25597,0.25597,0.25597,0.375446,0.30975,0.30975,0.44478,0.44478,0.44478,0.25597,0.25597,0.25597,0.375446,0.30975,0.30975,0.44478,0.44478,0.44478
7,0.44651,0.317016,0.317016,0.317016,0.297545,0.371912,0.371912,0.366275,0.366275,0.366275,0.317016,0.317016,0.317016,0.297545,0.371912,0.371912,0.366275,0.366275,0.366275,0.317016,0.317016,0.317016,0.297545,0.371912,0.371912,0.366275,0.366275,0.366275,0.317016,0.317016,0.317016,0.374053,0.371912,0.371912,0.443377,0.443377,0.443377,0.317016,0.317016,0.317016,0.374053,0.371912,0.371912,0.443377,0.443377,0.443377,0.317016,0.317016,0.317016,0.374053,0.371912,0.371912,0.443377,0.443377,0.443377,0.317016,0.317016,0.317016,0.450901,0.371912,0.371912,0.521513,0.521513,0.521513,0.317016,0.317016,0.317016,0.450901,0.371912,0.371912,0.521513,0.521513,0.521513,0.317016,0.317016,0.317016,0.450901,0.371912,0.371912,0.521513,0.521513,0.521513
8,0.519749,0.381116,0.381116,0.381116,0.350214,0.436729,0.436729,0.419382,0.419382,0.419382,0.381116,0.381116,0.381116,0.350214,0.436729,0.436729,0.419382,0.419382,0.419382,0.381116,0.381116,0.381116,0.350214,0.436729,0.436729,0.419382,0.419382,0.419382,0.381116,0.381116,0.381116,0.439563,0.436729,0.436729,0.509998,0.509998,0.509998,0.381116,0.381116,0.381116,0.439563,0.436729,0.436729,0.509998,0.509998,0.509998,0.381116,0.381116,0.381116,0.439563,0.436729,0.436729,0.509998,0.509998,0.509998,0.381116,0.381116,0.381116,0.529903,0.436729,0.436729,0.601956,0.601956,0.601956,0.381116,0.381116,0.381116,0.529903,0.436729,0.436729,0.601956,0.601956,0.601956,0.381116,0.381116,0.381116,0.529903,0.436729,0.436729,0.601956,0.601956,0.601956
9,0.595608,0.448104,0.448104,0.448104,0.404962,0.504593,0.504593,0.474791,0.474791,0.474791,0.448104,0.448104,0.448104,0.404962,0.504593,0.504593,0.474791,0.474791,0.474791,0.448104,0.448104,0.448104,0.404962,0.504593,0.504593,0.474791,0.474791,0.474791,0.448104,0.448104,0.448104,0.508001,0.504593,0.504593,0.579746,0.579746,0.579746,0.448104,0.448104,0.448104,0.508001,0.504593,0.504593,0.579746,0.579746,0.579746,0.448104,0.448104,0.448104,0.508001,0.504593,0.504593,0.579746,0.579746,0.579746,0.448104,0.448104,0.448104,0.612882,0.504593,0.504593,0.685564,0.685564,0.685564,0.448104,0.448104,0.448104,0.612882,0.504593,0.504593,0.685564,0.685564,0.685564,0.448104,0.448104,0.448104,0.612882,0.504593,0.504593,0.685564,0.685564,0.685564
10,0.674183,0.518238,0.518238,0.518238,0.461878,0.575501,0.575501,0.532708,0.532708,0.532708,0.518238,0.518238,0.518238,0.461878,0.575501,0.575501,0.532708,0.532708,0.532708,0.518238,0.518238,0.518238,0.461878,0.575501,0.575501,0.532708,0.532708,0.532708,0.518238,0.518238,0.518238,0.579824,0.575501,0.575501,0.652307,0.652307,0.652307,0.518238,0.518238,0.518238,0.579824,0.575501,0.575501,0.652307,0.652307,0.652307,0.518238,0.518238,0.518238,0.579824,0.575501,0.575501,0.652307,0.652307,0.652307,0.518238,0.518238,0.518238,0.699332,0.575501,0.575501,0.772351,0.772351,0.772351,0.518238,0.518238,0.518238,0.699332,0.575501,0.575501,0.772351,0.772351,0.772351,0.518238,0.518238,0.518238,0.699332,0.575501,0.575501,0.772351,0.772351,0.772351
11,0.75557,0.591446,0.591446,0.591446,0.521261,0.649421,0.649421,0.593247,0.593247,0.593247,0.591446,0.591446,0.591446,0.521261,0.649421,0.649421,0.593247,0.593247,0.593247,0.591446,0.591446,0.591446,0.521261,0.649421,0.649421,0.593247,0.593247,0.593247,0.591446,0.591446,0.591446,0.654753,0.649421,0.649421,0.727609,0.727609,0.727609,0.591446,0.591446,0.591446,0.654753,0.649421,0.649421,0.727609,0.727609,0.727609,0.591446,0.591446,0.591446,0.654753,0.649421,0.649421,0.727609,0.727609,0.727609,0.591446,0.591446,0.591446,0.789203,0.649421,0.649421,0.862657,0.862657,0.862657,0.591446,0.591446,0.591446,0.789203,0.649421,0.649421,0.862657,0.862657,0.862657,0.591446,0.591446,0.591446,0.789203,0.649421,0.649421,0.862657,0.862657,0.862657
