gridnumber,capital,dist[0 0 0],dist[0 0 1],dist[0 0 2],dist[0 0 3],dist[0 0 4],dist[0 0 5],dist[0 0 6],dist[0 1 0],dist[0 1 1],dist[0 1 2],dist[0 1 3],dist[0 1 4],dist[0 1 5],dist[0 1 6],dist[0 2 0],dist[0 2 1],dist[0 2 2],dist[0 2 3],dist[0 2 4],dist[0 2 5],dist[0 2 6],dist[0 3 0],dist[0 3 1],dist[0 3 2],dist[0 3 3],dist[0 3 4],dist[0 3 5],dist[0 3 6],dist[0 4 0],dist[0 4 1],dist[0 4 2],dist[0 4 3],dist[0 4 4],dist[0 4 5],dist[0 4 6],dist[0 5 0],dist[0 5 1],dist[0 5 2],dist[0 5 3],dist[0 5 4],dist[0 5 5],dist[0 5 6],dist[0 6 0],dist[0 6 1],dist[0 6 2],dist[0 6 3],dist[0 6 4],dist[0 6 5],dist[0 6 6],dist[1 0 0],dist[1 0 1],dist[1 0 2],dist[1 0 3],dist[1 0 4],dist[1 0 5],dist[1 0 6],dist[1 1 0],dist[1 1 1],dist[1 1 2],dist[1 1 3],dist[1 1 4],dist[1 1 5],dist[1 1 6],dist[1 2 0],dist[1 2 1],dist[1 2 2],dist[1 2 3],dist[1 2 4],dist[1 2 5],dist[1 2 6],dist[1 3 0],dist[1 3 1],dist[1 3 2],dist[1 3 3],dist[1 3 4],dist[1 3 5],dist[1 3 6],dist[1 4 0],dist[1 4 1],dist[1 4 2],dist[1 4 3],dist[1 4 4],dist[1 4 5],dist[1 4 6],dist[1 5 0],dist[1 5 1],dist[1 5 2],dist[1 5 3],dist[1 5 4],dist[1 5 5],dist[1 5 6],dist[1 6 0],dist[1 6 1],dist[1 6 2],dist[1 6 3],dist[1 6 4],dist[1 6 5],dist[1 6 6],dist[2 0 0],dist[2 0 1],dist[2 0 2],dist[2 0 3],dist[2 0 4],dist[2 0 5],dist[2 0 6],dist[2 1 0],dist[2 1 1],dist[2 1 2],dist[2 1 3],dist[2 1 4],dist[2 1 5],dist[2 1 6],dist[2 2 0],dist[2 2 1],dist[2 2 2],dist[2 2 3],dist[2 2 4],dist[2 2 5],dist[2 2 6],dist[2 3 0],dist[2 3 1],dist[2 3 2],dist[2 3 3],dist[2 3 4],dist[2 3 5],dist[2 3 6],dist[2 4 0],dist[2 4 1],dist[2 4 2],dist[2 4 3],dist[2 4 4],dist[2 4 5],dist[2 4 6],dist[2 5 0],dist[2 5 1],dist[2 5 2],dist[2 5 3],dist[2 5 4],dist[2 5 5],dist[2 5 6],dist[2 6 0],dist[2 6 1],dist[2 6 2],dist[2 6 3],dist[2 6 4],dist[2 6 5],dist[2 6 6],dist[3 0 0],dist[3 0 1],dist[3 0 2],dist[3 0 3],dist[3 0 4],dist[3 0 5],dist[3 0 6],dist[3 1 0],dist[3 1 1],dist[3 1 2],dist[3 1 3],dist[3 1 4],dist[3 1 5],dist[3 1 6],dist[3 2 0],dist[3 2 1],dist[3 2 2],dist[3 2 3],dist[3 2 4],dist[3 2 5],dist[3 2 6],dist[3 3 0],dist[3 3 1],dist[3 3 2],dist[3 3 3],dist[3 3 4],dist[3 3 5],dist[3 3 6],dist[3 4 0],dist[3 4 1],dist[3 4 2],dist[3 4 3],dist[3 4 4],dist[3 4 5],dist[3 4 6],dist[3 5 0],dist[3 5 1],dist[3 5 2],dist[3 5 3],dist[3 5 4],dist[3 5 5],dist[3 5 6],dist[3 6 0],dist[3 6 1],dist[3 6 2],dist[3 6 3],dist[3 6 4],dist[3 6 5],dist[3 6 6],dist[4 0 0],dist[4 0 1],dist[4 0 2],dist[4 0 3],dist[4 0 4],dist[4 0 5],dist[4 0 6],dist[4 1 0],dist[4 1 1],dist[4 1 2],dist[4 1 3],dist[4 1 4],dist[4 1 5],dist[4 1 6],dist[4 2 0],dist[4 2 1],dist[4 2 2],dist[4 2 3],dist[4 2 4],dist[4 2 5],dist[4 2 6],dist[4 3 0],dist[4 3 1],dist[4 3 2],dist[4 3 3],dist[4 3 4],dist[4 3 5],dist[4 3 6],dist[4 4 0],dist[4 4 1],dist[4 4 2],dist[4 4 3],dist[4 4 4],dist[4 4 5],dist[4 4 6],dist[4 5 0],dist[4 5 1],dist[4 5 2],dist[4 5 3],dist[4 5 4],dist[4 5 5],dist[4 5 6],dist[4 6 0],dist[4 6 1],dist[4 6 2],dist[4 6 3],dist[4 6 4],dist[4 6 5],dist[4 6 6],dist[5 0 0],dist[5 0 1],dist[5 0 2],dist[5 0 3],dist[5 0 4],dist[5 0 5],dist[5 0 6],dist[5 1 0],dist[5 1 1],dist[5 1 2],dist[5 1 3],dist[5 1 4],dist[5 1 5],dist[5 1 6],dist[5 2 0],dist[5 2 1],dist[5 2 2],dist[5 2 3],dist[5 2 4],dist[5 2 5],dist[5 2 6],dist[5 3 0],dist[5 3 1],dist[5 3 2],dist[5 3 3],dist[5 3 4],dist[5 3 5],dist[5 3 6],dist[5 4 0],dist[5 4 1],dist[5 4 2],dist[5 4 3],dist[5 4 4],dist[5 4 5],dist[5 4 6],dist[5 5 0],dist[5 5 1],dist[5 5 2],dist[5 5 3],dist[5 5 4],dist[5 5 5],dist[5 5 6],dist[5 6 0],dist[5 6 1],dist[5 6 2],dist[5 6 3],dist[5 6 4],dist[5 6 5],dist[5 6 6],dist[6 0 0],dist[6 0 1],dist[6 0 2],dist[6 0 3],dist[6 0 4],dist[6 0 5],dist[6 0 6],dist[6 1 0],dist[6 1 1],dist[6 1 2],dist[6 1 3],dist[6 1 4],dist[6 1 5],dist[6 1 6],dist[6 2 0],dist[6 2 1],dist[6 2 2],dist[6 2 3],dist[6 2 4],dist[6 2 5],dist[6 2 6],dist[6 3 0],dist[6 3 1],dist[6 3 2],dist[6 3 3],dist[6 3 4],dist[6 3 5],dist[6 3 6],dist[6 4 0],dist[6 4 1],dist[6 4 2],dist[6 4 3],dist[6 4 4],dist[6 4 5],dist[6 4 6],dist[6 5 0],dist[6 5 1],dist[6 5 2],dist[6 5 3],dist[6 5 4],dist[6 5 5],dist[6 5 6],dist[6 6 0],dist[6 6 1],dist[6 6 2],dist[6 6 3],dist[6 6 4],dist[6 6 5],dist[6 6 6]
0,0,1.74515e-007,1.47704e-006,5.00087e-006,6.51535e-006,3.25493e-006,6.16039e-007,4.44901e-008,1.70301e-006,1.44138e-005,4.88013e-005,6.35804e-005,3.17635e-005,6.01165e-006,4.34159e-007,6.7935e-006,5.74982e-005,0.000194674,0.000253629,0.000126708,2.39811e-005,1.73191e-006,1.07616e-005,9.10829e-005,0.000308382,0.000401774,0.000200718,3.79885e-005,2.74352e-006,6.7935e-006,5.74982e-005,0.000194674,0.000253629,0.000126708,2.39811e-005,1.73191e-006,1.70301e-006,1.44138e-005,4.88013e-005,6.35804e-005,3.17635e-005,6.01165e-006,4.34159e-007,1.74515e-007,1.47704e-006,5.00087e-006,6.51535e-006,3.25493e-006,6.16039e-007,4.44901e-008,1.70301e-006,1.44138e-005,4.88013e-005,6.35804e-005,3.17635e-005,6.01165e-006,4.34159e-007,1.66189e-005,0.000140658,0.00047623,0.000620454,0.000309966,5.86651e-005,4.23677e-006,6.62948e-005,0.0005611,0.00189973,0.00247506,0.00123649,0.000234021,1.69009e-005,0.000105018,0.000888838,0.00300937,0.00392074,0.00195872,0.000370713,2.67728e-005,6.62948e-005,0.0005611,0.00189973,0.00247506,0.00123649,0.000234021,1.69009e-005,1.66189e-005,0.000140658,0.00047623,0.000620454,0.000309966,5.86651e-005,4.23677e-006,1.70301e-006,1.44138e-005,4.88013e-005,6.35804e-005,3.17635e-005,6.01165e-006,4.34159e-007,6.7935e-006,5.74982e-005,0.000194674,0.000253629,0.000126708,2.39811e-005,1.73191e-006,6.62948e-005,0.0005611,0.00189973,0.00247506,0.00123649,0.000234021,1.69009e-005,0.000264457,0.00223829,0.00757825,0.00987328,0.00493249,0.000933537,6.74197e-005,0.000418927,0.00354567,0.0120047,0.0156403,0.00781355,0.00147882,0.0001068,0.000264457,0.00223829,0.00757825,0.00987328,0.00493249,0.000933537,6.74197e-005,6.62948e-005,0.0005611,0.00189973,0.00247506,0.00123649,0.000234021,1.69009e-005,6.7935e-006,5.74982e-005,0.000194674,0.000253629,0.000126708,2.39811e-005,1.73191e-006,1.07616e-005,9.10829e-005,0.000308382,0.000401774,0.000200718,3.79885e-005,2.74352e-006,0.000105018,0.000888838,0.00300937,0.00392074,0.00195872,0.000370713,2.67728e-005,0.000418927,0.00354567,0.0120047,0.0156403,0.00781355,0.00147882,0.0001068,0.000663622,0.0056167,0.0190167,0.0247757,0.0123774,0.00234259,0.000169181,0.000418927,0.00354567,0.0120047,0.0156403,0.00781355,0.00147882,0.0001068,0.000105018,0.000888838,0.00300937,0.00392074,0.00195872,0.000370713,2.67728e-005,1.07616e-005,9.10829e-005,0.000308382,0.000401774,0.000200718,3.79885e-005,2.74352e-006,6.7935e-006,5.74982e-005,0.000194674,0.000253629,0.000126708,2.39811e-005,1.73191e-006,6.62948e-005,0.0005611,0.00189973,0.00247506,0.00123649,0.000234021,1.69009e-005,0.000264457,0.00223829,0.00757825,0.00987328,0.00493249,0.000933537,6.74197e-005,0.000418927,0.00354567,0.0120047,0.0156403,0.00781355,0.00147882,0.0001068,0.000264457,0.00223829,0.00757825,0.00987328,0.00493249,0.000933537,6.74197e-005,6.62948e-005,0.0005611,0.00189973,0.00247506,0.00123649,0.000234021,1.69009e-005,6.7935e-006,5.74982e-005,0.000194674,0.000253629,0.000126708,2.39811e-005,1.73191e-006,1.70301e-006,1.44138e-005,4.88013e-005,6.35804e-005,3.17635e-005,6.01165e-006,4.34159e-007,1.66189e-005,0.000140658,0.00047623,0.000620454,0.000309966,5.86651e-005,4.23677e-006,6.62948e-005,0.0005611,0.00189973,0.00247506,0.00123649,0.000234021,1.69009e-005,0.000105018,0.000888838,0.00300937,0.00392074,0.00195872,0.000370713,2.67728e-005,6.62948e-005,0.0005611,0.00189973,0.00247506,0.00123649,0.000234021,1.69009e-005,1.66189e-005,0.000140658,0.00047623,0.000620454,0.000309966,5.86651e-005,4.23677e-006,1.70301e-006,1.44138e-005,4.88013e-005,6.35804e-005,3.17635e-005,6.01165e-006,4.34159e-007,1.74515e-007,1.47704e-006,5.00087e-006,6.51535e-006,3.25493e-006,6.16039e-007,4.44901e-008,1.70301e-006,1.44138e-005,4.88013e-005,6.35804e-005,3.17635e-005,6.01165e-006,4.34159e-007,6.7935e-006,5.74982e-005,0.000194674,0.000253629,0.000126708,2.39811e-005,1.73191e-006,1.07616e-005,9.10829e-005,0.000308382,0.000401774,0.000200718,3.79885e-005,2.74352e-006,6.7935e-006,5.74982e-005,0.000194674,0.000253629,0.000126708,2.39811e-005,1.73191e-006,1.70301e-006,1.44138e-005,4.88013e-005,6.35804e-005,3.17635e-005,6.01165e-006,4.34159e-007,1.74515e-007,1.47704e-006,5.00087e-006,6.51535e-006,3.25493e-006,6.16039e-007,4.44901e-008
1,0.031055,1.67355e-008,1.74027e-007,6.99871e-007,1.05649e-006,5.9759e-007,1.25394e-007,9.86779e-009,1.63314e-007,1.69825e-006,6.82974e-006,1.03098e-005,5.83162e-006,1.22366e-006,9.62954e-008,6.51478e-007,6.77451e-006,2.72446e-005,4.1127e-005,2.3263e-005,4.88132e-006,3.84133e-007,1.03201e-006,1.07315e-005,4.31581e-005,6.51493e-005,3.68509e-005,7.7325e-006,6.08505e-007,6.51478e-007,6.77451e-006,2.72446e-005,4.1127e-005,2.3263e-005,4.88132e-006,3.84133e-007,1.63314e-007,1.69825e-006,6.82974e-006,1.03098e-005,5.83162e-006,1.22366e-006,9.62954e-008,1.67355e-008,1.74027e-007,6.99871e-007,1.05649e-006,5.9759e-007,1.25394e-007,9.86779e-009,1.63314e-007,1.69825e-006,6.82974e-006,1.03098e-005,5.83162e-006,1.22366e-006,9.62954e-008,1.59371e-006,1.65725e-005,6.66484e-005,0.000100609,5.69082e-005,1.19412e-005,9.39705e-007,6.35749e-006,6.61095e-005,0.000265868,0.00040134,0.000227013,4.76347e-005,3.74859e-006,1.00709e-005,0.000104724,0.000421161,0.000635763,0.000359611,7.54581e-005,5.93813e-006,6.35749e-006,6.61095e-005,0.000265868,0.00040134,0.000227013,4.76347e-005,3.74859e-006,1.59371e-006,1.65725e-005,6.66484e-005,0.000100609,5.69082e-005,1.19412e-005,9.39705e-007,1.63314e-007,1.69825e-006,6.82974e-006,1.03098e-005,5.83162e-006,1.22366e-006,9.62954e-008,6.51478e-007,6.77451e-006,2.72446e-005,4.1127e-005,2.3263e-005,4.88132e-006,3.84133e-007,6.35749e-006,6.61095e-005,0.000265868,0.00040134,0.000227013,4.76347e-005,3.74859e-006,2.53607e-005,0.000263718,0.00106058,0.00160099,0.00090558,0.00019002,1.49535e-005,4.01739e-005,0.000417756,0.00168006,0.00253613,0.00143453,0.000301011,2.36879e-005,2.53607e-005,0.000263718,0.00106058,0.00160099,0.00090558,0.00019002,1.49535e-005,6.35749e-006,6.61095e-005,0.000265868,0.00040134,0.000227013,4.76347e-005,3.74859e-006,6.51478e-007,6.77451e-006,2.72446e-005,4.1127e-005,2.3263e-005,4.88132e-006,3.84133e-007,1.03201e-006,1.07315e-005,4.31581e-005,6.51493e-005,3.68509e-005,7.7325e-006,6.08505e-007,1.00709e-005,0.000104724,0.000421161,0.000635763,0.000359611,7.54581e-005,5.93813e-006,4.01739e-005,0.000417756,0.00168006,0.00253613,0.00143453,0.000301011,2.36879e-005,6.36395e-005,0.000661767,0.00266138,0.00401748,0.00227244,0.000476831,3.75239e-005,4.01739e-005,0.000417756,0.00168006,0.00253613,0.00143453,0.000301011,2.36879e-005,1.00709e-005,0.000104724,0.000421161,0.000635763,0.000359611,7.54581e-005,5.93813e-006,1.03201e-006,1.07315e-005,4.31581e-005,6.51493e-005,3.68509e-005,7.7325e-006,6.08505e-007,6.51478e-007,6.77451e-006,2.72446e-005,4.1127e-005,2.3263e-005,4.88132e-006,3.84133e-007,6.35749e-006,6.61095e-005,0.000265868,0.00040134,0.000227013,4.76347e-005,3.74859e-006,2.53607e-005,0.000263718,0.00106058,0.00160099,0.00090558,0.00019002,1.49535e-005,4.01739e-005,0.000417756,0.00168006,0.00253613,0.00143453,0.000301011,2.36879e-005,2.53607e-005,0.000263718,0.00106058,0.00160099,0.00090558,0.00019002,1.49535e-005,6.35749e-006,6.61095e-005,0.000265868,0.00040134,0.000227013,4.76347e-005,3.74859e-006,6.51478e-007,6.77451e-006,2.72446e-005,4.1127e-005,2.3263e-005,4.88132e-006,3.84133e-007,1.63314e-007,1.69825e-006,6.82974e-006,1.03098e-005,5.83162e-006,1.22366e-006,9.62954e-008,1.59371e-006,1.65725e-005,6.66484e-005,0.000100609,5.69082e-005,1.19412e-005,9.39705e-007,6.35749e-006,6.61095e-005,0.000265868,0.00040134,0.000227013,4.76347e-005,3.74859e-006,1.00709e-005,0.000104724,0.000421161,0.000635763,0.000359611,7.54581e-005,5.93813e-006,6.35749e-006,6.61095e-005,0.000265868,0.00040134,0.000227013,4.76347e-005,3.74859e-006,1.59371e-006,1.65725e-005,6.66484e-005,0.000100609,5.69082e-005,1.19412e-005,9.39705e-007,1.63314e-007,1.69825e-006,6.82974e-006,1.03098e-005,5.83162e-006,1.22366e-006,9.62954e-008,1.67355e-008,1.74027e-007,6.99871e-007,1.05649e-006,5.9759e-007,1.25394e-007,9.86779e-009,1.63314e-007,1.69825e-006,6.82974e-006,1.03098e-005,5.83162e-006,1.22366e-006,9.62954e-008,6.51478e-007,6.77451e-006,2.72446e-005,4.1127e-005,2.3263e-005,4.88132e-006,3.84133e-007,1.03201e-006,1.07315e-005,4.31581e-005,6.51493e-005,3.68509e-005,7.7325e-006,6.08505e-007,6.51478e-007,6.77451e-006,2.72446e-005,4.1127e-005,2.3263e-005,4.88132e-006,3.84133e-007,1.63314e-007,1.69825e-006,6.82974e-006,1.03098e-005,5.83162e-006,1.22366e-006,9.62954e-008,1.67355e-008,1.74027e-007,6.99871e-007,1.05649e-006,5.9759e-007,1.25394e-007,9.86779e-009
2,0.0627127,1.74284e-008,2.01131e-007,9.00022e-007,1.52552e-006,9.81718e-007,2.38468e-007,2.23094e-008,1.70076e-007,1.96275e-006,8.78292e-006,1.48869e-005,9.58016e-006,2.3271e-006,2.17708e-007,6.78452e-007,7.82963e-006,3.5036e-005,5.93855e-005,3.82163e-005,9.28307e-006,8.6846e-007,1.07474e-006,1.24029e-005,5.55006e-005,9.40726e-005,6.05384e-005,1.47053e-005,1.37573e-006,6.78452e-007,7.82963e-006,3.5036e-005,5.93855e-005,3.82163e-005,9.28307e-006,8.6846e-007,1.70076e-007,1.96275e-006,8.78292e-006,1.48869e-005,9.58016e-006,2.3271e-006,2.17708e-007,1.74284e-008,2.01131e-007,9.00022e-007,1.52552e-006,9.81718e-007,2.38468e-007,2.23094e-008,1.70076e-007,1.96275e-006,8.78292e-006,1.48869e-005,9.58016e-006,2.3271e-006,2.17708e-007,1.6597e-006,1.91536e-005,8.57087e-005,0.000145275,9.34886e-005,2.27092e-005,2.12451e-006,6.62072e-006,7.64059e-005,0.000341901,0.000579517,0.000372936,9.05895e-005,8.47492e-006,1.04879e-005,0.000121035,0.000541606,0.000918013,0.000590768,0.000143503,1.34251e-005,6.62072e-006,7.64059e-005,0.000341901,0.000579517,0.000372936,9.05895e-005,8.47492e-006,1.6597e-006,1.91536e-005,8.57087e-005,0.000145275,9.34886e-005,2.27092e-005,2.12451e-006,1.70076e-007,1.96275e-006,8.78292e-006,1.48869e-005,9.58016e-006,2.3271e-006,2.17708e-007,6.78452e-007,7.82963e-006,3.5036e-005,5.93855e-005,3.82163e-005,9.28307e-006,8.6846e-007,6.62072e-006,7.64059e-005,0.000341901,0.000579517,0.000372936,9.05895e-005,8.47492e-006,2.64108e-005,0.000304791,0.00136388,0.00231176,0.00148768,0.000361371,3.38074e-005,4.18373e-005,0.00048282,0.00216053,0.00366206,0.00235664,0.000572448,5.35543e-005,2.64108e-005,0.000304791,0.00136388,0.00231176,0.00148768,0.000361371,3.38074e-005,6.62072e-006,7.64059e-005,0.000341901,0.000579517,0.000372936,9.05895e-005,8.47492e-006,6.78452e-007,7.82963e-006,3.5036e-005,5.93855e-005,3.82163e-005,9.28307e-006,8.6846e-007,1.07474e-006,1.24029e-005,5.55006e-005,9.40726e-005,6.05384e-005,1.47053e-005,1.37573e-006,1.04879e-005,0.000121035,0.000541606,0.000918013,0.000590768,0.000143503,1.34251e-005,4.18373e-005,0.00048282,0.00216053,0.00366206,0.00235664,0.000572448,5.35543e-005,6.62745e-005,0.000764835,0.00342249,0.00580106,0.00373315,0.000906815,8.48353e-005,4.18373e-005,0.00048282,0.00216053,0.00366206,0.00235664,0.000572448,5.35543e-005,1.04879e-005,0.000121035,0.000541606,0.000918013,0.000590768,0.000143503,1.34251e-005,1.07474e-006,1.24029e-005,5.55006e-005,9.40726e-005,6.05384e-005,1.47053e-005,1.37573e-006,6.78452e-007,7.82963e-006,3.5036e-005,5.93855e-005,3.82163e-005,9.28307e-006,8.6846e-007,6.62072e-006,7.64059e-005,0.000341901,0.000579517,0.000372936,9.05895e-005,8.47492e-006,2.64108e-005,0.000304791,0.00136388,0.00231176,0.00148768,0.000361371,3.38074e-005,4.18373e-005,0.00048282,0.00216053,0.00366206,0.00235664,0.000572448,5.35543e-005,2.64108e-005,0.000304791,0.00136388,0.00231176,0.00148768,0.000361371,3.38074e-005,6.62072e-006,7.64059e-005,0.000341901,0.000579517,0.000372936,9.05895e-005,8.47492e-006,6.78452e-007,7.82963e-006,3.5036e-005,5.93855e-005,3.82163e-005,9.28307e-006,8.6846e-007,1.70076e-007,1.96275e-006,8.78292e-006,1.48869e-005,9.58016e-006,2.3271e-006,2.17708e-007,1.6597e-006,1.91536e-005,8.57087e-005,0.000145275,9.34886e-005,2.27092e-005,2.12451e-006,6.62072e-006,7.64059e-005,0.000341901,0.000579517,0.000372936,9.05895e-005,8.47492e-006,1.04879e-005,0.000121035,0.000541606,0.000918013,0.000590768,0.000143503,1.34251e-005,6.62072e-006,7.64059e-005,0.000341901,0.000579517,0.000372936,9.05895e-005,8.47492e-006,1.6597e-006,1.91536e-005,8.57087e-005,0.000145275,9.34886e-005,2.27092e-005,2.12451e-006,1.70076e-007,1.96275e-006,8.78292e-006,1.48869e-005,9.58016e-006,2.3271e-006,2.17708e-007,1.74284e-008,2.01131e-007,9.00022e-007,1.52552e-006,9.81718e-007,2.38468e-007,2.23094e-008,1.70076e-007,1.96275e-006,8.78292e-006,1.48869e-005,9.58016e-006,2.3271e-006,2.17708e-007,6.78452e-007,7.82963e-006,3.5036e-005,5.93855e-005,3.82163e-005,9.28307e-006,8.6846e-007,1.07474e-006,1.24029e-005,5.55006e-005,9.40726e-005,6.05384e-005,1.47053e-005,1.37573e-006,6.78452e-007,7.82963e-006,3.5036e-005,5.93855e-005,3.82163e-005,9.28307e-006,8.6846e-007,1.70076e-007,1.96275e-006,8.78292e-006,1.48869e-005,9.58016e-006,2.3271e-006,2.17708e-007,1.74284e-008,2.01131e-007,9.00022e-007,1.52552e-006,9.81718e-007,2.38468e-007,2.23094e-008
3,0.0949849,1.30332e-008,1.68153e-007,8.49283e-007,1.63458e-006,1.1951e-006,3.28464e-007,3.46031e-008,1.27185e-007,1.64093e-006,8.28779e-006,1.59512e-005,1.16625e-005,3.20533e-006,3.37676e-007,5.07356e-007,6.54585e-006,3.30609e-005,6.36309e-005,4.65228e-005,1.27864e-005,1.34703e-006,8.03703e-007,1.03693e-005,5.23717e-005,0.000100798,7.36968e-005,2.0255e-005,2.13383e-006,5.07356e-007,6.54585e-006,3.30609e-005,6.36309e-005,4.65228e-005,1.27864e-005,1.34703e-006,1.27185e-007,1.64093e-006,8.28779e-006,1.59512e-005,1.16625e-005,3.20533e-006,3.37676e-007,1.30332e-008,1.68153e-007,8.49283e-007,1.63458e-006,1.1951e-006,3.28464e-007,3.46031e-008,1.27185e-007,1.64093e-006,8.28779e-006,1.59512e-005,1.16625e-005,3.20533e-006,3.37676e-007,1.24115e-006,1.60131e-005,8.08769e-005,0.00015566,0.000113809,3.12794e-005,3.29523e-006,4.95107e-006,6.38781e-005,0.000322627,0.000620947,0.000453996,0.000124777,1.3145e-005,7.84298e-006,0.000101189,0.000511073,0.000983641,0.000719175,0.000197659,2.08231e-005,4.95107e-006,6.38781e-005,0.000322627,0.000620947,0.000453996,0.000124777,1.3145e-005,1.24115e-006,1.60131e-005,8.08769e-005,0.00015566,0.000113809,3.12794e-005,3.29523e-006,1.27185e-007,1.64093e-006,8.28779e-006,1.59512e-005,1.16625e-005,3.20533e-006,3.37676e-007,5.07356e-007,6.54585e-006,3.30609e-005,6.36309e-005,4.65228e-005,1.27864e-005,1.34703e-006,4.95107e-006,6.38781e-005,0.000322627,0.000620947,0.000453996,0.000124777,1.3145e-005,1.97503e-005,0.000254817,0.00128699,0.00247702,0.00181104,0.00049775,5.2437e-005,3.12865e-005,0.000403655,0.00203873,0.00392385,0.00286887,0.000788485,8.30655e-005,1.97503e-005,0.000254817,0.00128699,0.00247702,0.00181104,0.00049775,5.2437e-005,4.95107e-006,6.38781e-005,0.000322627,0.000620947,0.000453996,0.000124777,1.3145e-005,5.07356e-007,6.54585e-006,3.30609e-005,6.36309e-005,4.65228e-005,1.27864e-005,1.34703e-006,8.03703e-007,1.03693e-005,5.23717e-005,0.000100798,7.36968e-005,2.0255e-005,2.13383e-006,7.84298e-006,0.000101189,0.000511073,0.000983641,0.000719175,0.000197659,2.08231e-005,3.12865e-005,0.000403655,0.00203873,0.00392385,0.00286887,0.000788485,8.30655e-005,4.9561e-005,0.00063943,0.00322955,0.00621578,0.00454457,0.00124904,0.000131584,3.12865e-005,0.000403655,0.00203873,0.00392385,0.00286887,0.000788485,8.30655e-005,7.84298e-006,0.000101189,0.000511073,0.000983641,0.000719175,0.000197659,2.08231e-005,8.03703e-007,1.03693e-005,5.23717e-005,0.000100798,7.36968e-005,2.0255e-005,2.13383e-006,5.07356e-007,6.54585e-006,3.30609e-005,6.36309e-005,4.65228e-005,1.27864e-005,1.34703e-006,4.95107e-006,6.38781e-005,0.000322627,0.000620947,0.000453996,0.000124777,1.3145e-005,1.97503e-005,0.000254817,0.00128699,0.00247702,0.00181104,0.00049775,5.2437e-005,3.12865e-005,0.000403655,0.00203873,0.00392385,0.00286887,0.000788485,8.30655e-005,1.97503e-005,0.000254817,0.00128699,0.00247702,0.00181104,0.00049775,5.2437e-005,4.95107e-006,6.38781e-005,0.000322627,0.000620947,0.000453996,0.000124777,1.3145e-005,5.07356e-007,6.54585e-006,3.30609e-005,6.36309e-005,4.65228e-005,1.27864e-005,1.34703e-006,1.27185e-007,1.64093e-006,8.28779e-006,1.59512e-005,1.16625e-005,3.20533e-006,3.37676e-007,1.24115e-006,1.60131e-005,8.08769e-005,0.00015566,0.000113809,3.12794e-005,3.29523e-006,4.95107e-006,6.38781e-005,0.000322627,0.000620947,0.000453996,0.000124777,1.3145e-005,7.84298e-006,0.000101189,0.000511073,0.000983641,0.000719175,0.000197659,2.08231e-005,4.95107e-006,6.38781e-005,0.000322627,0.000620947,0.000453996,0.000124777,1.3145e-005,1.24115e-006,1.60131e-005,8.08769e-005,0.00015566,0.000113809,3.12794e-005,3.29523e-006,1.27185e-007,1.64093e-006,8.28779e-006,1.59512e-005,1.16625e-005,3.20533e-006,3.37676e-007,1.30332e-008,1.68153e-007,8.49283e-007,1.63458e-006,1.1951e-006,3.28464e-007,3.46031e-008,1.27185e-007,1.64093e-006,8.28779e-006,1.59512e-005,1.16625e-005,3.20533e-006,3.37676e-007,5.07356e-007,6.54585e-006,3.30609e-005,6.36309e-005,4.65228e-005,1.27864e-005,1.34703e-006,8.03703e-007,1.03693e-005,5.23717e-005,0.000100798,7.36968e-005,2.0255e-005,2.13383e-006,5.07356e-007,6.54585e-006,3.30609e-005,6.36309e-005,4.65228e-005,1.27864e-005,1.34703e-006,1.27185e-007,1.64093e-006,8.28779e-006,1.59512e-005,1.16625e-005,3.20533e-006,3.37676e-007,1.30332e-008,1.68153e-007,8.49283e-007,1.63458e-006,1.1951e-006,3.28464e-007,3.46031e-008
