gridnumber,capital,policy[0 0 0],policy[0 0 1],policy[0 0 2],policy[0 0 3],policy[0 0 4],policy[0 0 5],policy[0 0 6],policy[0 1 0],policy[0 1 1],policy[0 1 2],policy[0 1 3],policy[0 1 4],policy[0 1 5],policy[0 1 6],policy[0 2 0],policy[0 2 1],policy[0 2 2],policy[0 2 3],policy[0 2 4],policy[0 2 5],policy[0 2 6],policy[0 3 0],policy[0 3 1],policy[0 3 2],policy[0 3 3],policy[0 3 4],policy[0 3 5],policy[0 3 6],policy[0 4 0],policy[0 4 1],policy[0 4 2],policy[0 4 3],policy[0 4 4],policy[0 4 5],policy[0 4 6],policy[0 5 0],policy[0 5 1],policy[0 5 2],policy[0 5 3],policy[0 5 4],policy[0 5 5],policy[0 5 6],policy[0 6 0],policy[0 6 1],policy[0 6 2],policy[0 6 3],policy[0 6 4],policy[0 6 5],policy[0 6 6],policy[1 0 0],policy[1 0 1],policy[1 0 2],policy[1 0 3],policy[1 0 4],policy[1 0 5],policy[1 0 6],policy[1 1 0],policy[1 1 1],policy[1 1 2],policy[1 1 3],policy[1 1 4],policy[1 1 5],policy[1 1 6],policy[1 2 0],policy[1 2 1],policy[1 2 2],policy[1 2 3],policy[1 2 4],policy[1 2 5],policy[1 2 6],policy[1 3 0],policy[1 3 1],policy[1 3 2],policy[1 3 3],policy[1 3 4],policy[1 3 5],policy[1 3 6],policy[1 4 0],policy[1 4 1],policy[1 4 2],policy[1 4 3],policy[1 4 4],policy[1 4 5],policy[1 4 6],policy[1 5 0],policy[1 5 1],policy[1 5 2],policy[1 5 3],policy[1 5 4],policy[1 5 5],policy[1 5 6],policy[1 6 0],policy[1 6 1],policy[1 6 2],policy[1 6 3],policy[1 6 4],policy[1 6 5],policy[1 6 6],policy[2 0 0],policy[2 0 1],policy[2 0 2],policy[2 0 3],policy[2 0 4],policy[2 0 5],policy[2 0 6],policy[2 1 0],policy[2 1 1],policy[2 1 2],policy[2 1 3],policy[2 1 4],policy[2 1 5],policy[2 1 6],policy[2 2 0],policy[2 2 1],policy[2 2 2],policy[2 2 3],policy[2 2 4],policy[2 2 5],policy[2 2 6],policy[2 3 0],policy[2 3 1],policy[2 3 2],policy[2 3 3],policy[2 3 4],policy[2 3 5],policy[2 3 6],policy[2 4 0],policy[2 4 1],policy[2 4 2],policy[2 4 3],policy[2 4 4],policy[2 4 5],policy[2 4 6],policy[2 5 0],policy[2 5 1],policy[2 5 2],policy[2 5 3],policy[2 5 4],policy[2 5 5],policy[2 5 6],policy[2 6 0],policy[2 6 1],policy[2 6 2],policy[2 6 3],policy[2 6 4],policy[2 6 5],policy[2 6 6],policy[3 0 0],policy[3 0 1],policy[3 0 2],policy[3 0 3],policy[3 0 4],policy[3 0 5],policy[3 0 6],policy[3 1 0],policy[3 1 1],policy[3 1 2],policy[3 1 3],policy[3 1 4],policy[3 1 5],policy[3 1 6],policy[3 2 0],policy[3 2 1],policy[3 2 2],policy[3 2 3],policy[3 2 4],policy[3 2 5],policy[3 2 6],policy[3 3 0],policy[3 3 1],policy[3 3 2],policy[3 3 3],policy[3 3 4],policy[3 3 5],policy[3 3 6],policy[3 4 0],policy[3 4 1],policy[3 4 2],policy[3 4 3],policy[3 4 4],policy[3 4 5],policy[3 4 6],policy[3 5 0],policy[3 5 1],policy[3 5 2],policy[3 5 3],policy[3 5 4],policy[3 5 5],policy[3 5 6],policy[3 6 0],policy[3 6 1],policy[3 6 2],policy[3 6 3],policy[3 6 4],policy[3 6 5],policy[3 6 6],policy[4 0 0],policy[4 0 1],policy[4 0 2],policy[4 0 3],policy[4 0 4],policy[4 0 5],policy[4 0 6],policy[4 1 0],policy[4 1 1],policy[4 1 2],policy[4 1 3],policy[4 1 4],policy[4 1 5],policy[4 1 6],policy[4 2 0],policy[4 2 1],policy[4 2 2],policy[4 2 3],policy[4 2 4],policy[4 2 5],policy[4 2 6],policy[4 3 0],policy[4 3 1],policy[4 3 2],policy[4 3 3],policy[4 3 4],policy[4 3 5],policy[4 3 6],policy[4 4 0],policy[4 4 1],policy[4 4 2],policy[4 4 3],policy[4 4 4],policy[4 4 5],policy[4 4 6],policy[4 5 0],policy[4 5 1],policy[4 5 2],policy[4 5 3],policy[4 5 4],policy[4 5 5],policy[4 5 6],policy[4 6 0],policy[4 6 1],policy[4 6 2],policy[4 6 3],policy[4 6 4],policy[4 6 5],policy[4 6 6],policy[5 0 0],policy[5 0 1],policy[5 0 2],policy[5 0 3],policy[5 0 4],policy[5 0 5],policy[5 0 6],policy[5 1 0],policy[5 1 1],policy[5 1 2],policy[5 1 3],policy[5 1 4],policy[5 1 5],policy[5 1 6],policy[5 2 0],policy[5 2 1],policy[5 2 2],policy[5 2 3],policy[5 2 4],policy[5 2 5],policy[5 2 6],policy[5 3 0],policy[5 3 1],policy[5 3 2],policy[5 3 3],policy[5 3 4],policy[5 3 5],policy[5 3 6],policy[5 4 0],policy[5 4 1],policy[5 4 2],policy[5 4 3],policy[5 4 4],policy[5 4 5],policy[5 4 6],policy[5 5 0],policy[5 5 1],policy[5 5 2],policy[5 5 3],policy[5 5 4],policy[5 5 5],policy[5 5 6],policy[5 6 0],policy[5 6 1],policy[5 6 2],policy[5 6 3],policy[5 6 4],policy[5 6 5],policy[5 6 6],policy[6 0 0],policy[6 0 1],policy[6 0 2],policy[6 0 3],policy[6 0 4],policy[6 0 5],policy[6 0 6],policy[6 1 0],policy[6 1 1],policy[6 1 2],policy[6 1 3],policy[6 1 4],policy[6 1 5],policy[6 1 6],policy[6 2 0],policy[6 2 1],policy[6 2 2],policy[6 2 3],policy[6 2 4],policy[6 2 5],policy[6 2 6],policy[6 3 0],policy[6 3 1],policy[6 3 2],policy[6 3 3],policy[6 3 4],policy[6 3 5],policy[6 3 6],policy[6 4 0],policy[6 4 1],policy[6 4 2],policy[6 4 3],policy[6 4 4],policy[6 4 5],policy[6 4 6],policy[6 5 0],policy[6 5 1],policy[6 5 2],policy[6 5 3],policy[6 5 4],policy[6 5 5],policy[6 5 6],policy[6 6 0],policy[6 6 1],policy[6 6 2],policy[6 6 3],policy[6 6 4],policy[6 6 5],policy[6 6 6]
0,0,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165,0,0,0,0.0339244,0.137123,0.291934,0.499165
1,0.031055,0,0,0,0.0433402,0.148895,0.305595,0.51482,0,0,0,0.0433402,0.148895,0.305595,0.51482,0,0,0,0.0433402,0.148895,0.305595,0.51482,0,0,0,0.0433402,0.148895,0.305595,0.51482,0,0,0,0.0433402,0.148895,0.305595,0.51482,0,0,0,0.0433402,0.148895,0.305595,0.51482,0,0,0,0.0433402,0.148895,0.305595,0.51482,0,0,0,0.0467327,0.152951,0.309725,0.518711,0,0,0,0.0467327,0.152951,0.309725,0.518711,0,0,0,0.0467327,0.152951,0.309725,0.518711,0,0,0,0.0467327,0.152951,0.309725,0.518711,0,0,0,0.0467327,0.152951,0.309725,0.518711,0,0,0,0.0467327,0.152951,0.309725,0.518711,0,0,0,0.0467327,0.152951,0.309725,0.518711,0,0,0,0.0501252,0.157007,0.313854,0.522602,0,0,0,0.0501252,0.157007,0.313854,0.522602,0,0,0,0.0501252,0.157007,0.313854,0.522602,0,0,0,0.0501252,0.157007,0.313854,0.522602,0,0,0,0.0501252,0.157007,0.313854,0.522602,0,0,0,0.0501252,0.157007,0.313854,0.522602,0,0,0,0.0501252,0.157007,0.313854,0.522602,0,0,0,0.0535176,0.161063,0.317984,0.526493,0,0,0,0.0535176,0.161063,0.317984,0.526493,0,0,0,0.0535176,0.161063,0.317984,0.526493,0,0,0,0.0535176,0.161063,0.317984,0.526493,0,0,0,0.0535176,0.161063,0.317984,0.526493,0,0,0,0.0535176,0.161063,0.317984,0.526493,0,0,0,0.0535176,0.161063,0.317984,0.526493,0,0,0,0.0569101,0.165195,0.322113,0.530384,0,0,0,0.0569101,0.165195,0.322113,0.530384,0,0,0,0.0569101,0.165195,0.322113,0.530384,0,0,0,0.0569101,0.165195,0.322113,0.530384,0,0,0,0.0569101,0.165195,0.322113,0.530384,0,0,0,0.0569101,0.165195,0.322113,0.530384,0,0,0,0.0569101,0.165195,0.322113,0.530384,0,0,0,0.0603026,0.169333,0.326243,0.534275,0,0,0,0.0603026,0.169333,0.326243,0.534275,0,0,0,0.0603026,0.169333,0.326243,0.534275,0,0,0,0.0603026,0.169333,0.326243,0.534275,0,0,0,0.0603026,0.169333,0.326243,0.534275,0,0,0,0.0603026,0.169333,0.326243,0.534275,0,0,0,0.0603026,0.169333,0.326243,0.534275,0,0,0,0.0637765,0.173472,0.330372,0.538173,0,0,0,0.0637765,0.173472,0.330372,0.538173,0,0,0,0.0637765,0.173472,0.330372,0.538173,0,0,0,0.0637765,0.173472,0.330372,0.538173,0,0,0,0.0637765,0.173472,0.330372,0.538173,0,0,0,0.0637765,0.173472,0.330372,0.538173,0,0,0,0.0637765,0.173472,0.330372,0.538173
2,0.0627127,0,0,0,0.0527041,0.160895,0.319615,0.531088,0,0,0,0.0527041,0.160895,0.319615,0.531088,0,0,0,0.0527041,0.160895,0.319615,0.531088,0,0,0,0.0527041,0.160895,0.319615,0.531088,0,0,0,0.0527041,0.160895,0.319615,0.531088,0,0,0,0.0527041,0.160895,0.319615,0.531088,0,0,0,0.0527041,0.160895,0.319615,0.531088,0,0,0,0.0596295,0.169242,0.327955,0.538848,0,0,0,0.0596295,0.169242,0.327955,0.538848,0,0,0,0.0596295,0.169242,0.327955,0.538848,0,0,0,0.0596295,0.169242,0.327955,0.538848,0,0,0,0.0596295,0.169242,0.327955,0.538848,0,0,0,0.0596295,0.169242,0.327955,0.538848,0,0,0,0.0596295,0.169242,0.327955,0.538848,0,0,0,0.0668737,0.1776,0.336294,0.546616,0,0,0,0.0668737,0.1776,0.336294,0.546616,0,0,0,0.0668737,0.1776,0.336294,0.546616,0,0,0,0.0668737,0.1776,0.336294,0.546616,0,0,0,0.0668737,0.1776,0.336294,0.546616,0,0,0,0.0668737,0.1776,0.336294,0.546616,0,0,0,0.0668737,0.1776,0.336294,0.546616,0,0,0,0.0743735,0.185958,0.344691,0.554384,0,0,0,0.0743735,0.185958,0.344691,0.554384,0,0,0,0.0743735,0.185958,0.344691,0.554384,0,0,0,0.0743735,0.185958,0.344691,0.554384,0,0,0,0.0743735,0.185958,0.344691,0.554384,0,0,0,0.0743735,0.185958,0.344691,0.554384,0,0,0,0.0743735,0.185958,0.344691,0.554384,0,0,0.00684797,0.0818734,0.194316,0.353118,0.562152,0,0,0.00684797,0.0818734,0.194316,0.353118,0.562152,0,0,0.00684797,0.0818734,0.194316,0.353118,0.562152,0,0,0.00684797,0.0818734,0.194316,0.353118,0.562152,0,0,0.00684797,0.0818734,0.194316,0.353118,0.562152,0,0,0.00684797,0.0818734,0.194316,0.353118,0.562152,0,0,0.00684797,0.0818734,0.194316,0.353118,0.562152,0,0,0.0147927,0.0893732,0.202821,0.361546,0.56992,0,0,0.0147927,0.0893732,0.202821,0.361546,0.56992,0,0,0.0147927,0.0893732,0.202821,0.361546,0.56992,0,0,0.0147927,0.0893732,0.202821,0.361546,0.56992,0,0,0.0147927,0.0893732,0.202821,0.361546,0.56992,0,0,0.0147927,0.0893732,0.202821,0.361546,0.56992,0,0,0.0147927,0.0893732,0.202821,0.361546,0.56992,0,0,0.0227375,0.0969717,0.211354,0.369973,0.577691,0,0,0.0227375,0.0969717,0.211354,0.369973,0.577691,0,0,0.0227375,0.0969717,0.211354,0.369973,0.577691,0,0,0.0227375,0.0969717,0.211354,0.369973,0.577691,0,0,0.0227375,0.0969717,0.211354,0.369973,0.577691,0,0,0.0227375,0.0969717,0.211354,0.369973,0.577691,0,0,0.0227375,0.0969717,0.211354,0.369973,0.577691
3,0.0949849,0,0,0,0.0627008,0.173367,0.334393,0.547489,0,0,0,0.0627008,0.173367,0.334393,0.547489,0,0,0,0.0627008,0.173367,0.334393,0.547489,0,0,0,0.0627008,0.173367,0.334393,0.547489,0,0,0,0.0627008,0.173367,0.334393,0.547489,0,0,0,0.0627008,0.173367,0.334393,0.547489,0,0,0,0.0627008,0.173367,0.334393,0.547489,0,0,0,0.0739363,0.186026,0.346954,0.559254,0,0,0,0.0739363,0.186026,0.346954,0.559254,0,0,0,0.0739363,0.186026,0.346954,0.559254,0,0,0,0.0739363,0.186026,0.346954,0.559254,0,0,0,0.0739363,0.186026,0.346954,0.559254,0,0,0,0.0739363,0.186026,0.346954,0.559254,0,0,0,0.0739363,0.186026,0.346954,0.559254,0,0,0.0107321,0.0851729,0.198749,0.359566,0.57102,0,0,0.0107321,0.0851729,0.198749,0.359566,0.57102,0,0,0.0107321,0.0851729,0.198749,0.359566,0.57102,0,0,0.0107321,0.0851729,0.198749,0.359566,0.57102,0,0,0.0107321,0.0851729,0.198749,0.359566,0.57102,0,0,0.0107321,0.0851729,0.198749,0.359566,0.57102,0,0,0.0107321,0.0851729,0.198749,0.359566,0.57102,0,0,0.0227652,0.0964837,0.211672,0.372178,0.582798,0,0,0.0227652,0.0964837,0.211672,0.372178,0.582798,0,0,0.0227652,0.0964837,0.211672,0.372178,0.582798,0,0,0.0227652,0.0964837,0.211672,0.372178,0.582798,0,0,0.0227652,0.0964837,0.211672,0.372178,0.582798,0,0,0.0227652,0.0964837,0.211672,0.372178,0.582798,0,0,0.0227652,0.0964837,0.211672,0.372178,0.582798,0,0,0.0340575,0.108306,0.224595,0.384839,0.594588,0,0,0.0340575,0.108306,0.224595,0.384839,0.594588,0,0,0.0340575,0.108306,0.224595,0.384839,0.594588,0,0,0.0340575,0.108306,0.224595,0.384839,0.594588,0,0,0.0340575,0.108306,0.224595,0.384839,0.594588,0,0,0.0340575,0.108306,0.224595,0.384839,0.594588,0,0,0.0340575,0.108306,0.224595,0.384839,0.594588,0,0,0.0437091,0.120129,0.237628,0.397528,0.606377,0,0,0.0437091,0.120129,0.237628,0.397528,0.606377,0,0,0.0437091,0.120129,0.237628,0.397528,0.606377,0,0,0.0437091,0.120129,0.237628,0.397528,0.606377,0,0,0.0437091,0.120129,0.237628,0.397528,0.606377,0,0,0.0437091,0.120129,0.237628,0.397528,0.606377,0,0,0.0437091,0.120129,0.237628,0.397528,0.606377,0,0,0.0533606,0.13211,0.250752,0.410217,0.618167,0,0,0.0533606,0.13211,0.250752,0.410217,0.618167,0,0,0.0533606,0.13211,0.250752,0.410217,0.618167,0,0,0.0533606,0.13211,0.250752,0.410217,0.618167,0,0,0.0533606,0.13211,0.250752,0.410217,0.618167,0,0,0.0533606,0.13211,0.250752,0.410217,0.618167,0,0,0.0533606,0.13211,0.250752,0.410217,0.618167
4,0.127884,0,0,0,0.0734888,0.18668,0.349229,0.564909,0,0,0,0.0734888,0.18668,0.349229,0.564909,0,0,0,0.0734888,0.18668,0.349229,0.564909,0,0,0,0.0734888,0.18668,0.349229,0.564909,0,0,0,0.0734888,0.18668,0.349229,0.564909,0,0,0,0.0734888,0.18668,0.349229,0.564909,0,0,0,0.0734888,0.18668,0.349229,0.564909,0,0,0.0146886,0.0886172,0.203697,0.36621,0.580544,0,0,0.0146886,0.0886172,0.203697,0.36621,0.580544,0,0,0.0146886,0.0886172,0.203697,0.36621,0.580544,0,0,0.0146886,0.0886172,0.203697,0.36621,0.580544,0,0,0.0146886,0.0886172,0.203697,0.36621,0.580544,0,0,0.0146886,0.0886172,0.203697,0.36621,0.580544,0,0,0.0146886,0.0886172,0.203697,0.36621,0.580544,0,0,0.0308895,0.104202,0.220903,0.383229,0.596205,0,0,0.0308895,0.104202,0.220903,0.383229,0.596205,0,0,0.0308895,0.104202,0.220903,0.383229,0.596205,0,0,0.0308895,0.104202,0.220903,0.383229,0.596205,0,0,0.0308895,0.104202,0.220903,0.383229,0.596205,0,0,0.0308895,0.104202,0.220903,0.383229,0.596205,0,0,0.0308895,0.104202,0.220903,0.383229,0.596205,0,0,0.0439167,0.12012,0.238227,0.400313,0.611866,0,0,0.0439167,0.12012,0.238227,0.400313,0.611866,0,0,0.0439167,0.12012,0.238227,0.400313,0.611866,0,0,0.0439167,0.12012,0.238227,0.400313,0.611866,0,0,0.0439167,0.12012,0.238227,0.400313,0.611866,0,0,0.0439167,0.12012,0.238227,0.400313,0.611866,0,0,0.0439167,0.12012,0.238227,0.400313,0.611866,0,0,0.0569111,0.136356,0.255699,0.41741,0.627582,0,0,0.0569111,0.136356,0.255699,0.41741,0.627582,0,0,0.0569111,0.136356,0.255699,0.41741,0.627582,0,0,0.0569111,0.136356,0.255699,0.41741,0.627582,0,0,0.0569111,0.136356,0.255699,0.41741,0.627582,0,0,0.0569111,0.136356,0.255699,0.41741,0.627582,0,0,0.0569111,0.136356,0.255699,0.41741,0.627582,0,0.0129302,0.07055,0.152897,0.273224,0.434595,0.643338,0,0.0129302,0.07055,0.152897,0.273224,0.434595,0.643338,0,0.0129302,0.07055,0.152897,0.273224,0.434595,0.643338,0,0.0129302,0.07055,0.152897,0.273224,0.434595,0.643338,0,0.0129302,0.07055,0.152897,0.273224,0.434595,0.643338,0,0.0129302,0.07055,0.152897,0.273224,0.434595,0.643338,0,0.0129302,0.07055,0.152897,0.273224,0.434595,0.643338,0,0.0263536,0.0847085,0.169666,0.290827,0.451779,0.659094,0,0.0263536,0.0847085,0.169666,0.290827,0.451779,0.659094,0,0.0263536,0.0847085,0.169666,0.290827,0.451779,0.659094,0,0.0263536,0.0847085,0.169666,0.290827,0.451779,0.659094,0,0.0263536,0.0847085,0.169666,0.290827,0.451779,0.659094,0,0.0263536,0.0847085,0.169666,0.290827,0.451779,0.659094,0,0.0263536,0.0847085,0.169666,0.290827,0.451779,0.659094
5,0.161421,0,0,0.010539,0.085118,0.200644,0.36522,0.582144,0,0,0.010539,0.085118,0.200644,0.36522,0.582144,0,0,0.010539,0.085118,0.200644,0.36522,0.582144,0,0,0.010539,0.085118,0.200644,0.36522,0.582144,0,0,0.010539,0.085118,0.200644,0.36522,0.582144,0,0,0.010539,0.085118,0.200644,0.36522,0.582144,0,0,0.010539,0.085118,0.200644,0.36522,0.582144,0,0,0.0309886,0.104475,0.222119,0.386451,0.601912,0,0,0.0309886,0.104475,0.222119,0.386451,0.601912,0,0,0.0309886,0.104475,0.222119,0.386451,0.601912,0,0,0.0309886,0.104475,0.222119,0.386451,0.601912,0,0,0.0309886,0.104475,0.222119,0.386451,0.601912,0,0,0.0309886,0.104475,0.222119,0.386451,0.601912,0,0,0.0309886,0.104475,0.222119,0.386451,0.601912,0,0,0.0474039,0.124345,0.243795,0.407756,0.621699,0,0,0.0474039,0.124345,0.243795,0.407756,0.621699,0,0,0.0474039,0.124345,0.243795,0.407756,0.621699,0,0,0.0474039,0.124345,0.243795,0.407756,0.621699,0,0,0.0474039,0.124345,0.243795,0.407756,0.621699,0,0,0.0474039,0.124345,0.243795,0.407756,0.621699,0,0,0.0474039,0.124345,0.243795,0.407756,0.621699,0,0.0102704,0.0639041,0.144853,0.265598,0.429137,0.641588,0,0.0102704,0.0639041,0.144853,0.265598,0.429137,0.641588,0,0.0102704,0.0639041,0.144853,0.265598,0.429137,0.641588,0,0.0102704,0.0639041,0.144853,0.265598,0.429137,0.641588,0,0.0102704,0.0639041,0.144853,0.265598,0.429137,0.641588,0,0.0102704,0.0639041,0.144853,0.265598,0.429137,0.641588,0,0.0102704,0.0639041,0.144853,0.265598,0.429137,0.641588,0,0.02898,0.0817757,0.165616,0.287559,0.45056,0.661476,0,0.02898,0.0817757,0.165616,0.287559,0.45056,0.661476,0,0.02898,0.0817757,0.165616,0.287559,0.45056,0.661476,0,0.02898,0.0817757,0.165616,0.287559,0.45056,0.661476,0,0.02898,0.0817757,0.165616,0.287559,0.45056,0.661476,0,0.02898,0.0817757,0.165616,0.287559,0.45056,0.661476,0,0.02898,0.0817757,0.165616,0.287559,0.45056,0.661476,0,0.0440879,0.0999274,0.186852,0.309603,0.472097,0.681478,0,0.0440879,0.0999274,0.186852,0.309603,0.472097,0.681478,0,0.0440879,0.0999274,0.186852,0.309603,0.472097,0.681478,0,0.0440879,0.0999274,0.186852,0.309603,0.472097,0.681478,0,0.0440879,0.0999274,0.186852,0.309603,0.472097,0.681478,0,0.0440879,0.0999274,0.186852,0.309603,0.472097,0.681478,0,0.0440879,0.0999274,0.186852,0.309603,0.472097,0.681478,0.00346084,0.0587465,0.118872,0.208407,0.331805,0.493659,0.70148,0.00346084,0.0587465,0.118872,0.208407,0.331805,0.493659,0.70148,0.00346084,0.0587465,0.118872,0.208407,0.331805,0.493659,0.70148,0.00346084,0.0587465,0.118872,0.208407,0.331805,0.493659,0.70148,0.00346084,0.0587465,0.118872,0.208407,0.331805,0.493659,0.70148,0.00346084,0.0587465,0.118872,0.208407,0.331805,0.493659,0.70148,0.00346084,0.0587465,0.118872,0.208407,0.331805,0.493659,0.70148
6,0.195609,0,0,0.0228243,0.0973466,0.214463,0.381868,0.600782,0,0,0.0228243,0.0973466,0.214463,0.381868,0.600782,0,0,0.0228243,0.0973466,0.214463,0.381868,0.600782,0,0,0.0228243,0.0973466,0.214463,0.381868,0.600782,0,0,0.0228243,0.0973466,0.214463,0.381868,0.600782,0,0,0.0228243,0.0973466,0.214463,0.381868,0.600782,0,0,0.0228243,0.0973466,0.214463,0.381868,0.600782,0,0,0.0443294,0.121155,0.24064,0.407372,0.624445,0,0,0.0443294,0.121155,0.24064,0.407372,0.624445,0,0,0.0443294,0.121155,0.24064,0.407372,0.624445,0,0,0.0443294,0.121155,0.24064,0.407372,0.624445,0,0,0.0443294,0.121155,0.24064,0.407372,0.624445,0,0,0.0443294,0.121155,0.24064,0.407372,0.624445,0,0,0.0443294,0.121155,0.24064,0.407372,0.624445,0,0.012837,0.0643393,0.145631,0.267069,0.432968,0.648212,0,0.012837,0.0643393,0.145631,0.267069,0.432968,0.648212,0,0.012837,0.0643393,0.145631,0.267069,0.432968,0.648212,0,0.012837,0.0643393,0.145631,0.267069,0.432968,0.648212,0,0.012837,0.0643393,0.145631,0.267069,0.432968,0.648212,0,0.012837,0.0643393,0.145631,0.267069,0.432968,0.648212,0,0.012837,0.0643393,0.145631,0.267069,0.432968,0.648212,0,0.033917,0.085996,0.170626,0.293685,0.458631,0.672035,0,0.033917,0.085996,0.170626,0.293685,0.458631,0.672035,0,0.033917,0.085996,0.170626,0.293685,0.458631,0.672035,0,0.033917,0.085996,0.170626,0.293685,0.458631,0.672035,0,0.033917,0.085996,0.170626,0.293685,0.458631,0.672035,0,0.033917,0.085996,0.170626,0.293685,0.458631,0.672035,0,0.033917,0.085996,0.170626,0.293685,0.458631,0.672035,0.00601554,0.0510558,0.108414,0.196087,0.320497,0.484427,0.695929,0.00601554,0.0510558,0.108414,0.196087,0.320497,0.484427,0.695929,0.00601554,0.0510558,0.108414,0.196087,0.320497,0.484427,0.695929,0.00601554,0.0510558,0.108414,0.196087,0.320497,0.484427,0.695929,0.00601554,0.0510558,0.108414,0.196087,0.320497,0.484427,0.695929,0.00601554,0.0510558,0.108414,0.196087,0.320497,0.484427,0.695929,0.00601554,0.0510558,0.108414,0.196087,0.320497,0.484427,0.695929,0.0218779,0.0686686,0.131546,0.222188,0.347517,0.510337,0.719898,0.0218779,0.0686686,0.131546,0.222188,0.347517,0.510337,0.719898,0.0218779,0.0686686,0.131546,0.222188,0.347517,0.510337,0.719898,0.0218779,0.0686686,0.131546,0.222188,0.347517,0.510337,0.719898,0.0218779,0.0686686,0.131546,0.222188,0.347517,0.510337,0.719898,0.0218779,0.0686686,0.131546,0.222188,0.347517,0.510337,0.719898,0.0218779,0.0686686,0.131546,0.222188,0.347517,0.510337,0.719898,0.0361839,0.0872896,0.155655,0.248622,0.374798,0.536318,0.743916,0.0361839,0.0872896,0.155655,0.248622,0.374798,0.536318,0.743916,0.0361839,0.0872896,0.155655,0.248622,0.374798,0.536318,0.743916,0.0361839,0.0872896,0.155655,0.248622,0.374798,0.536318,0.743916,0.0361839,0.0872896,0.155655,0.248622,0.374798,0.536318,0.743916,0.0361839,0.0872896,0.155655,0.248622,0.374798,0.536318,0.743916,0.0361839,0.0872896,0.155655,0.248622,0.374798,0.536318,0.743916
