gridnumber,capital,Port[0 0],Port[0 1],Port[0 2],Port[0 3],Port[0 4],Port[1 0],Port[1 1],Port[1 2],Port[1 3],Port[1 4],Port[2 0],Port[2 1],Port[2 2],Port[2 3],Port[2 4],Port[3 0],Port[3 1],Port[3 2],Port[3 3],Port[3 4],Port[4 0],Port[4 1],Port[4 2],Port[4 3],Port[4 4]
37,3.05848,0,0,0,0.04,0.18,0,0,0,0,0.18,0,0,0,0,0.12,0,0,0,0,0.14,0,0,0,0,0.08
38,3.195,0,0,0,0.04,0.18,0,0,0,0,0.16,0,0,0,0,0.18,0,0,0,0,0.12,0,0,0,0,0.1
39,3.33551,0,0,0,0.04,0.2,0,0,0,0,0.16,0,0,0,0,0.16,0,0,0,0,0.1,0,0,0,0,0.08
40,3.48015,0,0,0,0.04,0.22,0,0,0,0,0.18,0,0,0,0,0.16,0,0,0,0,0.1,0,0,0,0,0.08
41,3.62902,0,0,0,0.02,0.22,0,0,0,0.02,0.24,0,0,0,0,0.2,0,0,0,0,0.14,0,0,0,0,0.14
42,3.78225,0,0,0,0.04,0.24,0,0,0,0.04,0.24,0,0,0,0,0.22,0,0,0,0,0.18,0,0,0,0,0.14
43,3.93998,0,0,0,0.06,0.26,0,0,0,0.06,0.22,0,0,0,0,0.24,0,0,0,0,0.16,0,0,0,0,0.12
44,4.10232,0,0,0,0.1,0.26,0,0,0,0.08,0.22,0,0,0,0,0.22,0,0,0,0,0.22,0,0,0,0,0.12
45,4.26943,0,0,0,0.12,0.26,0,0,0,0.08,0.22,0,0,0,0.02,0.22,0,0,0,0,0.24,0,0,0,0,0.16
46,4.44143,0,0,0,0.1,0.26,0,0,0,0.08,0.24,0,0,0,0.04,0.2,0,0,0,0,0.22,0,0,0,0,0.18
47,4.61847,0,0,0,0.1,0.28,0,0,0,0.06,0.26,0,0,0,0.04,0.24,0,0,0,0,0.22,0,0,0,0,0.16
48,4.8007,0,0,0,0.1,0.28,0,0,0,0.06,0.28,0,0,0,0.04,0.28,0,0,0,0,0.2,0,0,0,0,0.2
49,4.98827,0,0,0,0.1,0.3,0,0,0,0.06,0.28,0,0,0,0.04,0.28,0,0,0,0,0.24,0,0,0,0,0.24
50,5.18134,0,0,0,0.08,0.3,0,0,0,0.06,0.28,0,0,0,0.02,0.26,0,0,0,0,0.26,0,0,0,0,0.22
51,5.38006,0,0,0,0.08,0.3,0,0,0,0.06,0.28,0,0,0,0.02,0.26,0,0,0,0.02,0.26,0,0,0,0,0.22
52,5.58461,0,0,0,0.08,0.3,0,0,0,0.08,0.28,0,0,0,0.02,0.26,0,0,0,0.02,0.26,0,0,0,0,0.26
53,5.79515,0,0,0,0.1,0.3,0,0,0,0.1,0.32,0,0,0,0.04,0.28,0,0,0,0.04,0.24,0,0,0,0,0.28
54,6.01186,0,0,0,0.1,0.3,0,0,0,0.1,0.32,0,0,0,0.06,0.3,0,0,0,0.06,0.24,0,0,0,0.02,0.26
55,6.23493,0,0,0,0.12,0.3,0,0,0,0.12,0.34,0,0,0,0.08,0.32,0,0,0,0.08,0.24,0,0,0,0,0.24
56,6.46452,0,0,0,0.12,0.32,0,0,0,0.12,0.34,0,0,0,0.08,0.32,0,0,0,0.06,0.28,0,0,0,0,0.24
57,6.70085,0,0,0,0.12,0.34,0,0,0,0.12,0.32,0,0,0,0.08,0.3,0,0,0,0.04,0.28,0,0,0,0,0.26
58,6.94411,0,0,0,0.14,0.34,0,0,0,0.12,0.32,0,0,0,0.08,0.3,0,0,0,0.04,0.28,0,0,0,0.02,0.28
59,7.19449,0,0,0,0.14,0.34,0,0,0,0.1,0.32,0,0,0,0.06,0.28,0,0,0,0.06,0.28,0,0,0,0.06,0.3
60,7.45221,0,0,0,0.14,0.36,0,0,0,0.1,0.32,0,0,0,0.06,0.28,0,0,0,0.08,0.3,0,0,0,0.04,0.28
61,7.71748,0,0,0,0.14,0.34,0,0,0,0.1,0.3,0,0,0,0.06,0.28,0,0,0,0.08,0.32,0,0,0,0.04,0.26
62,7.99052,0,0,0,0.14,0.34,0,0,0,0.1,0.3,0,0,0,0.1,0.28,0,0,0,0.1,0.34,0,0,0,0.02,0.26
63,8.27157,0,0,0,0.14,0.34,0,0,0,0.08,0.3,0,0,0,0.1,0.3,0,0,0,0.12,0.34,0,0,0,0.02,0.28
64,8.56085,0,0,0,0.14,0.34,0,0,0,0.1,0.3,0,0,0,0.12,0.32,0,0,0,0.1,0.32,0,0,0,0.06,0.3
65,8.85861,0,0,0,0.14,0.34,0,0,0,0.1,0.3,0,0,0,0.12,0.32,0,0,0,0.1,0.32,0,0,0,0.08,0.32
66,9.16509,0,0,0,0.14,0.34,0,0,0,0.12,0.32,0,0,0,0.12,0.32,0,0,0,0.08,0.3,0,0,0,0.08,0.32
67,9.48056,0,0,0,0.14,0.32,0,0,0,0.12,0.32,0,0,0,0.12,0.32,0,0,0,0.08,0.3,0,0,0,0.08,0.3
68,9.80527,0,0,0,0.12,0.32,0,0,0,0.12,0.32,0,0,0,0.12,0.32,0,0,0,0.08,0.3,0,0,0,0.06,0.28
69,10.1395,0,0,0,0.12,0.32,0,0,0,0.12,0.34,0,0,0,0.12,0.32,0,0,0,0.1,0.32,0,0,0,0.06,0.28
70,10.4835,0,0,0,0.12,0.32,0,0,0,0.14,0.34,0,0,0,0.12,0.32,0,0,0,0.12,0.34,0,0,0,0.06,0.28
71,10.8376,0,0,0,0.12,0.32,0,0,0,0.14,0.34,0,0,0,0.14,0.34,0,0,0,0.12,0.34,0,0,0,0.08,0.3
72,11.2021,0,0,0,0.12,0.32,0,0,0,0.14,0.34,0,0,0,0.14,0.36,0,0,0,0.14,0.34,0,0,0,0.08,0.32
73,11.5773,0,0,0,0.12,0.32,0,0,0,0.14,0.34,0,0,0,0.14,0.36,0,0,0,0.14,0.34,0,0,0,0.1,0.32
74,11.9634,0,0,0,0.12,0.3,0,0,0,0.14,0.34,0,0,0,0.14,0.36,0,0,0,0.14,0.34,0,0,0,0.12,0.32
75,12.3609,0,0,0,0.12,0.32,0,0,0,0.14,0.34,0,0,0,0.14,0.36,0,0,0,0.12,0.32,0,0,0,0.1,0.32
76,12.77,0,0,0,0.12,0.32,0,0,0,0.14,0.32,0,0,0,0.16,0.36,0,0,0,0.12,0.32,0,0,0,0.1,0.3
77,13.1911,0,0,0,0.12,0.32,0,0,0,0.14,0.32,0,0,0,0.16,0.36,0,0,0,0.12,0.32,0,0,0,0.08,0.3
78,13.6246,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.16,0.34,0,0,0,0.1,0.32,0,0,0,0.08,0.3
79,14.0707,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.34,0,0,0,0.12,0.32,0,0,0,0.08,0.3
80,14.5299,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.34,0,0,0,0.12,0.32,0,0,0,0.1,0.3
81,15.0026,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.34,0,0,0,0.12,0.32,0,0,0,0.1,0.32
82,15.4891,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.32,0,0,0,0.14,0.34,0,0,0,0.12,0.32
83,15.9899,0,0,0,0.14,0.34,0,0,0,0.16,0.32,0,0,0,0.14,0.32,0,0,0,0.14,0.34,0,0,0,0.12,0.34
84,16.5054,0,0,0,0.14,0.34,0,0,0,0.16,0.3,0,0,0,0.14,0.32,0,0,0,0.14,0.34,0,0,0,0.14,0.34
85,17.036,0,0,0,0.16,0.34,0,0,0,0.14,0.3,0,0,0,0.14,0.32,0,0,0,0.16,0.36,0,0,0,0.14,0.32
86,17.5821,0,0,0,0.16,0.34,0,0,0,0.14,0.3,0,0,0,0.14,0.32,0,0,0,0.16,0.36,0,0,0,0.12,0.32
87,18.1442,0,0,0,0.16,0.34,0,0,0,0.14,0.3,0,0,0,0.14,0.32,0,0,0,0.16,0.34,0,0,0,0.12,0.32
88,18.7228,0,0,0,0.16,0.34,0,0,0,0.14,0.3,0,0,0,0.14,0.32,0,0,0,0.16,0.34,0,0,0,0.12,0.3
89,19.3184,0,0,0,0.16,0.34,0,0,0,0.12,0.3,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.1,0.3
90,19.9314,0,0,0,0.16,0.34,0,0,0,0.12,0.3,0,0,0,0.14,0.32,0,0,0,0.14,0.32,0,0,0,0.1,0.3
91,20.5623,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.3
92,21.2118,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.32,0,0,0,0.12,0.3
93,21.8803,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.32,0,0,0,0.12,0.3
94,22.5684,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.3,0,0,0,0.14,0.32,0,0,0,0.1,0.28
95,23.2766,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.3,0,0,0,0.14,0.32,0,0,0,0.1,0.28
96,24.0056,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.3,0,0,0,0.14,0.32,0,0,0,0.1,0.28
97,24.756,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.3,0,0,0,0.14,0.32,0,0,0,0.1,0.28
98,25.5283,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.3,0,0,0,0.14,0.32,0,0,0,0.1,0.28
99,26.3233,0,0,0,0.16,0.34,0,0,0,0.14,0.32,0,0,0,0.12,0.3,0,0,0,0.14,0.32,0,0,0,0.1,0.28
100,27.1416,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.12,0.3,0,0,0,0.14,0.3,0,0,0,0.1,0.28
101,27.9838,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.3,0,0,0,0.1,0.28
102,28.8508,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.3,0,0,0,0.12,0.3
103,29.7431,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.3,0,0,0,0.12,0.3
104,30.6616,0,0,0,0.16,0.32,0,0,0,0.16,0.34,0,0,0,0.12,0.3,0,0,0,0.12,0.3,0,0,0,0.12,0.3
105,31.607,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.3,0,0,0,0.12,0.3,0,0,0,0.12,0.3
106,32.5802,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.3,0,0,0,0.12,0.3,0,0,0,0.12,0.3
107,33.5818,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.3,0,0,0,0.12,0.28,0,0,0,0.14,0.3
108,34.6128,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.32,0,0,0,0.1,0.28,0,0,0,0.14,0.3
109,35.674,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.32,0,0,0,0.1,0.28,0,0,0,0.14,0.3
110,36.7663,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.32,0,0,0,0.1,0.28,0,0,0,0.12,0.3
111,37.8906,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.32,0,0,0,0.12,0.28,0,0,0,0.12,0.3
112,39.0479,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.32,0,0,0,0.12,0.28,0,0,0,0.12,0.3
113,40.239,0,0,0,0.14,0.32,0,0,0,0.16,0.32,0,0,0,0.14,0.32,0,0,0,0.12,0.28,0,0,0,0.12,0.3
114,41.4651,0,0,0,0.14,0.3,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.3
115,42.7271,0,0,0,0.14,0.3,0,0,0,0.16,0.32,0,0,0,0.16,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.28
116,44.0261,0,0,0,0.14,0.3,0,0,0,0.14,0.3,0,0,0,0.16,0.32,0,0,0,0.12,0.3,0,0,0,0.12,0.28
117,45.3631,0,0,0,0.14,0.3,0,0,0,0.14,0.28,0,0,0,0.16,0.3,0,0,0,0.12,0.3,0,0,0,0.12,0.28
118,46.7394,0,0,0,0.14,0.3,0,0,0,0.14,0.28,0,0,0,0.16,0.28,0,0,0,0.14,0.3,0,0,0,0.1,0.28
119,48.1559,0,0,0,0.14,0.28,0,0,0,0.14,0.3,0,0,0,0.16,0.28,0,0,0,0.14,0.28,0,0,0,0.1,0.28
120,49.614,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.16,0.26,0,0,0,0.14,0.28,0,0,0,0.1,0.28
121,51.1148,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.16,0.26,0,0,0,0.14,0.26,0,0,0,0.1,0.28
122,52.6596,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.16,0.26,0,0,0,0.14,0.26,0,0,0,0.1,0.28
123,54.2497,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.1,0.28
124,55.8863,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.12,0.28
125,57.5709,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.12,0.28
126,59.3049,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.12,0.28
127,61.0897,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.12,0.28
128,62.9268,0,0,0,0.14,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.12,0.26
129,64.8177,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.12,0.26
130,66.7641,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24,0,0,0,0.12,0.26
131,68.7675,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24,0,0,0,0.14,0.26
132,70.8295,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24,0,0,0,0.14,0.26
133,72.9521,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24,0,0,0,0.14,0.26
134,75.1368,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24,0,0,0,0.14,0.26
135,77.3855,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.14,0.26
136,79.7002,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.14,0.26
137,82.0826,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.26,0,0,0,0.14,0.24
138,84.5349,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
139,87.0591,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
140,89.6572,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
141,92.3314,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
142,95.084,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
143,97.9173,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
144,100.834,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
145,103.835,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
146,106.925,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
147,110.105,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
148,113.379,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
149,116.748,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
150,120.216,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
151,123.786,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.14,0.26,0,0,0,0.14,0.24
152,127.461,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.14,0.26
153,131.243,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.14,0.26
154,135.136,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.14,0.26
155,139.143,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.14,0.26
156,143.267,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.14,0.26
157,147.512,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.14,0.26
158,151.882,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.14,0.26
159,156.38,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.14,0.26
160,161.009,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.12,0.26
161,165.774,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.28,0,0,0,0.12,0.26,0,0,0,0.12,0.26
162,170.679,0,0,0,0.12,0.26,0,0,0,0.12,0.26,0,0,0,0.12,0.26,0,0,0,0.12,0.26,0,0,0,0.12,0.26
163,175.728,0,0,0,0.12,0.24,0,0,0,0.12,0.26,0,0,0,0.12,0.26,0,0,0,0.12,0.26,0,0,0,0.12,0.26
164,180.924,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.26,0,0,0,0.12,0.26,0,0,0,0.12,0.26
165,186.273,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.26,0,0,0,0.12,0.26
166,191.779,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.26
167,197.446,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24
168,203.279,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24
169,209.282,0,0,0,0.12,0.22,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24,0,0,0,0.12,0.24
170,215.462,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.24
171,221.823,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
172,228.37,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
173,235.11,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
174,242.046,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
175,249.186,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
176,256.535,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
177,264.1,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
178,271.886,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
179,279.901,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
180,288.15,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
181,296.641,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
182,305.381,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
183,314.377,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
184,323.636,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
185,333.167,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
186,342.977,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22,0,0,0,0.12,0.22
