gridnumber,capital,dist[0 0 00],dist[0 0 01],dist[0 0 02],dist[0 0 10],dist[0 0 11],dist[0 0 12],dist[0 0 20],dist[0 0 21],dist[0 0 22],dist[0 1 00],dist[0 1 01],dist[0 1 02],dist[0 1 10],dist[0 1 11],dist[0 1 12],dist[0 1 20],dist[0 1 21],dist[0 1 22],dist[0 2 00],dist[0 2 01],dist[0 2 02],dist[0 2 10],dist[0 2 11],dist[0 2 12],dist[0 2 20],dist[0 2 21],dist[0 2 22],dist[1 0 00],dist[1 0 01],dist[1 0 02],dist[1 0 10],dist[1 0 11],dist[1 0 12],dist[1 0 20],dist[1 0 21],dist[1 0 22],dist[1 1 00],dist[1 1 01],dist[1 1 02],dist[1 1 10],dist[1 1 11],dist[1 1 12],dist[1 1 20],dist[1 1 21],dist[1 1 22],dist[1 2 00],dist[1 2 01],dist[1 2 02],dist[1 2 10],dist[1 2 11],dist[1 2 12],dist[1 2 20],dist[1 2 21],dist[1 2 22],dist[2 0 00],dist[2 0 01],dist[2 0 02],dist[2 0 10],dist[2 0 11],dist[2 0 12],dist[2 0 20],dist[2 0 21],dist[2 0 22],dist[2 1 00],dist[2 1 01],dist[2 1 02],dist[2 1 10],dist[2 1 11],dist[2 1 12],dist[2 1 20],dist[2 1 21],dist[2 1 22],dist[2 2 00],dist[2 2 01],dist[2 2 02],dist[2 2 10],dist[2 2 11],dist[2 2 12],dist[2 2 20],dist[2 2 21],dist[2 2 22]
0,0,1.42869e+056,3.40813e+055,0,2.96541e+053,7.0237e+052,0,0,0,0,4.42544e+055,1.30179e+056,4.51791e+055,9.22415e+052,2.69863e+053,9.31027e+052,0,0,0,0,3.33902e+055,1.4356e+056,0,6.95933e+052,2.97185e+053,0,0,0,9.67e+055,2.30853e+055,0,8.06862e+055,1.92298e+055,0,2.96541e+053,7.0237e+052,0,2.99397e+055,8.81227e+055,3.06026e+055,2.50066e+055,7.35075e+055,2.54914e+055,9.22415e+052,2.69863e+053,9.31027e+052,0,2.25898e+055,9.71955e+055,0,1.88675e+055,8.10485e+055,0,6.95933e+052,2.97185e+053,0,0,0,7.23506e+055,1.72722e+055,0,7.08153e+055,1.68793e+055,0,0,0,0,2.24009e+055,6.5933e+055,2.28966e+055,2.19458e+055,6.45162e+055,2.23756e+055,0,0,0,0,1.69017e+055,7.27211e+055,0,1.65581e+055,7.11365e+055
1,0.0572595,2.50471e+056,6.2186e+055,0,8.81526e+053,2.52823e+053,0,0,0,0,7.66404e+055,2.28927e+056,8.24701e+055,2.59561e+053,8.12491e+053,3.35786e+053,0,0,0,0,5.78287e+055,2.54828e+056,0,1.95851e+053,9.38498e+053,0,0,0,1.56846e+056,3.77502e+055,0,1.54225e+056,3.94896e+055,0,8.81526e+053,2.52823e+053,0,4.83494e+055,1.43117e+056,5.00463e+055,4.68313e+055,1.41199e+056,5.2388e+055,2.59561e+053,8.12491e+053,3.35786e+053,0,3.64818e+055,1.58114e+056,0,3.53364e+055,1.58378e+056,0,1.95851e+053,9.38498e+053,0,0,0,1.17453e+056,2.82792e+055,0,1.33899e+056,3.41596e+055,0,0,0,0,3.6203e+055,1.07174e+056,3.74906e+055,4.0697e+055,1.22565e+056,4.53153e+055,0,0,0,0,2.73168e+055,1.18415e+056,0,3.07078e+055,1.37351e+056
2,0.116568,4.58897e+056,1.14362e+056,0,6.27677e+054,1.56741e+054,0,0,0,0,1.4004e+056,4.19761e+056,1.51669e+056,1.92432e+054,5.73219e+054,2.07887e+054,0,0,0,0,1.0567e+056,4.67589e+056,0,1.4519e+054,6.39228e+054,0,0,0,2.82689e+056,6.8401e+055,0,2.86804e+056,7.35422e+055,0,7.83316e+054,1.9363e+054,0,8.68735e+055,2.58178e+056,9.06849e+055,8.69097e+055,2.62751e+056,9.75632e+055,2.40827e+054,7.14872e+054,2.56786e+054,0,6.55523e+055,2.85537e+056,0,6.55795e+055,2.94766e+056,0,1.81702e+054,7.95244e+054,0,0,0,2.1171e+056,5.12446e+055,0,2.53464e+056,6.46848e+055,0,0,0,0,6.50555e+055,1.93357e+056,6.79395e+055,7.69088e+055,2.32136e+056,8.58084e+055,0,0,0,0,4.90891e+055,2.13865e+056,0,5.8033e+055,2.60115e+056
3,0.177999,7.89586e+056,1.9919e+056,0,1.26195e+055,3.23284e+054,0,0,0,0,2.40149e+056,7.22813e+056,2.64204e+056,3.81962e+054,1.1566e+055,4.28868e+054,0,0,0,0,1.81211e+056,8.07565e+056,0,2.88225e+054,1.29701e+055,0,0,0,4.82402e+056,1.1656e+056,0,4.97329e+056,1.30644e+056,0,1.58837e+055,4.0229e+054,0,1.48385e+056,4.40453e+056,1.54532e+056,1.49582e+056,4.56435e+056,1.73358e+056,4.82234e+054,1.45475e+055,5.33613e+054,0,1.11966e+056,4.86996e+056,0,1.12873e+056,5.151e+056,0,3.63888e+054,1.62677e+055,0,0,0,3.61305e+056,8.73455e+055,0,4.409e+056,1.15077e+056,0,0,0,0,1.11121e+056,3.29897e+056,1.15801e+056,1.32847e+056,4.04482e+056,1.52692e+056,0,0,0,0,8.38482e+055,3.64803e+056,0,1.00245e+056,4.55732e+056
4,0.241629,1.36623e+057,3.5717e+056,0,2.36599e+055,6.29835e+054,0,0,0,0,4.1164e+056,1.25334e+057,4.73926e+056,7.08598e+054,2.17364e+055,8.35871e+054,0,0,0,0,3.10616e+056,1.41278e+057,0,5.34709e+054,2.46112e+055,0,0,0,8.25355e+056,1.99819e+056,0,8.69784e+056,2.43484e+056,0,2.98434e+055,7.79736e+054,0,2.53693e+056,7.53728e+056,2.64918e+056,2.57003e+056,8.01373e+056,3.23297e+056,8.98351e+054,2.73862e+055,1.03461e+055,0,1.91428e+056,8.33745e+056,0,1.93934e+056,9.19334e+056,0,6.77894e+054,3.08618e+055,0,0,0,6.18243e+056,1.49819e+056,0,7.71643e+056,2.13649e+056,0,0,0,0,1.89987e+056,5.64621e+056,1.98632e+056,2.28739e+056,7.10451e+056,2.83653e+056,0,0,0,0,1.43358e+056,6.24704e+056,0,1.72605e+056,8.12687e+056
5,0.307536,2.21423e+057,5.75763e+056,0,4.15636e+055,1.09992e+055,0,0,0,0,6.68102e+056,2.03061e+057,7.63931e+056,1.24352e+055,3.82042e+055,1.45961e+055,0,0,0,0,5.04138e+056,2.28585e+057,0,9.38409e+054,4.31787e+055,0,0,0,1.31869e+057,3.19324e+056,0,1.42846e+057,3.95225e+056,0,5.25053e+055,1.36792e+055,0,4.05263e+056,1.20431e+057,4.23359e+056,4.23578e+056,1.31507e+057,5.24719e+056,1.57726e+055,4.82193e+055,1.81495e+055,0,3.05799e+056,1.33222e+057,0,3.19629e+056,1.50405e+057,0,1.19026e+055,5.42819e+055,0,0,0,9.87938e+056,2.39445e+056,0,1.26785e+057,3.47317e+056,0,0,0,0,3.03549e+056,9.02294e+056,3.17459e+056,3.76989e+056,1.16652e+057,4.61069e+056,0,0,0,0,2.29048e+056,9.98335e+056,0,2.84474e+056,1.3307e+057
6,0.375801,3.82994e+057,9.83391e+056,0,7.25215e+055,1.90998e+055,0,0,0,0,1.15859e+057,3.51062e+057,1.3046e+057,2.16305e+055,6.67369e+055,2.53436e+055,0,0,0,0,8.7426e+056,3.93907e+057,0,1.63246e+055,7.52968e+055,0,0,0,2.26856e+057,5.497e+056,0,2.48323e+057,6.7066e+056,0,9.15424e+055,2.3827e+055,0,6.96775e+056,2.07216e+057,7.28793e+056,7.40608e+056,2.2835e+057,8.90179e+056,2.73817e+055,8.41908e+055,3.16121e+055,0,5.25769e+056,2.29249e+057,0,5.58868e+056,2.59502e+057,0,2.06651e+055,9.47043e+055,0,0,0,1.69967e+057,4.12149e+056,0,2.20279e+057,5.90341e+056,0,0,0,0,5.2195e+056,1.55259e+057,5.46432e+056,6.58269e+056,2.02477e+057,7.83508e+056,0,0,0,0,3.93851e+056,1.71797e+057,0,4.96734e+056,2.2964e+057
7,0.44651,6.10224e+057,1.58044e+057,0,1.1948e+056,3.15754e+055,0,0,0,0,1.84149e+057,5.59662e+057,2.09684e+057,3.56426e+055,1.09933e+056,4.18993e+055,0,0,0,0,1.38958e+057,6.2931e+057,0,2.6899e+055,1.24156e+056,0,0,0,3.6178e+057,8.7756e+056,0,3.95279e+057,1.08368e+057,0,1.5117e+056,3.94172e+055,0,1.11065e+057,3.30504e+057,1.16348e+057,1.1738e+057,3.63835e+057,1.43861e+057,4.52488e+055,1.3899e+056,5.22977e+055,0,8.38072e+056,3.65729e+057,0,8.85762e+056,4.15072e+057,0,3.41488e+055,1.56438e+056,0,0,0,2.71051e+057,6.58022e+056,0,3.51121e+057,9.53989e+056,0,0,0,0,8.31946e+056,2.47631e+057,8.72422e+056,1.04518e+057,3.23024e+057,1.26632e+057,0,0,0,0,6.27769e+056,2.74077e+057,0,7.88706e+056,3.67649e+057
8,0.519749,9.75839e+057,2.52782e+057,0,1.98757e+056,5.22575e+055,0,0,0,0,2.94509e+057,8.94948e+057,3.35379e+057,5.9438e+055,1.82755e+056,6.93406e+055,0,0,0,0,2.22234e+057,1.00639e+058,0,4.48561e+055,2.06159e+056,0,0,0,5.76428e+057,1.39707e+057,0,6.34162e+057,1.73971e+057,0,2.5187e+056,6.5339e+055,0,1.77062e+057,5.26506e+057,1.85224e+057,1.8827e+057,5.83751e+057,2.30951e+057,7.55829e+055,2.31418e+056,8.66862e+055,0,1.33607e+057,5.82529e+057,0,1.42071e+057,6.66063e+057,0,5.70402e+055,2.60169e+056,0,0,0,4.31886e+057,1.04762e+057,0,5.63829e+057,1.53245e+057,0,0,0,0,1.32635e+057,3.94501e+057,1.38896e+057,1.67818e+057,5.18722e+057,2.03418e+057,0,0,0,0,1.00083e+057,4.36565e+057,0,1.26637e+057,5.90437e+057
9,0.595608,1.54416e+058,4.01966e+057,0,3.15855e+056,8.35916e+055,0,0,0,0,4.65284e+057,1.41671e+058,5.33336e+057,9.41868e+055,2.90641e+056,1.10924e+056,0,0,0,0,3.51102e+057,1.59502e+058,0,7.10815e+055,3.28365e+056,0,0,0,9.08555e+057,2.20411e+057,0,1.0071e+058,2.78403e+057,0,4.00011e+056,1.04392e+056,0,2.78954e+057,8.29976e+057,2.92225e+057,2.98227e+057,9.27591e+057,3.69613e+057,1.19714e+056,3.67793e+056,1.38506e+056,0,2.10492e+057,9.18474e+057,0,2.25047e+057,1.06045e+058,0,9.03467e+055,4.14056e+056,0,0,0,6.80762e+057,1.65297e+057,0,8.94985e+057,2.45028e+057,0,0,0,0,2.08967e+057,6.21917e+057,2.19156e+057,2.65736e+057,8.23858e+057,3.25273e+057,0,0,0,0,1.57682e+057,6.88376e+057,0,2.00529e+057,9.39485e+057
