gridnumber,capital,dist[0 0],dist[0 1],dist[0 2],dist[1 0],dist[1 1],dist[1 2],dist[2 0],dist[2 1],dist[2 2],dist[3 0],dist[3 1],dist[3 2],dist[4 0],dist[4 1],dist[4 2]
0,0,0.00570006,0.00707433,0.00570006,0.013741,0.0170539,0.013741,0.0131562,0.0163282,0.0131562,0.00476313,0.0059115,0.00476313,0.000698184,0.000866514,0.000698184
1,0.0468873,0.00188115,0.00233469,0.00188115,0.00471501,0.00585179,0.00471501,0.00472341,0.0058622,0.00472341,0.00184666,0.00229188,0.00184666,0.000301771,0.000374527,0.000301771
2,0.0951487,0.00164226,0.00203821,0.00164226,0.00551334,0.00684259,0.00551334,0.00731368,0.00907698,0.00731368,0.00330695,0.00410424,0.00330695,0.000529201,0.00065679,0.000529201
3,0.144824,0.00168734,0.00209415,0.00168734,0.00573863,0.00712219,0.00573863,0.00719425,0.00892875,0.00719425,0.00307358,0.00381461,0.00307358,0.00048236,0.000598655,0.00048236
4,0.195956,0.00118485,0.00147052,0.00118485,0.00410132,0.00509013,0.00410132,0.00532886,0.00661363,0.00532886,0.002421,0.00300469,0.002421,0.000422368,0.000524199,0.000422368
5,0.248585,0.000983783,0.00122097,0.000983783,0.00371034,0.00460489,0.00371034,0.0055939,0.00694257,0.0055939,0.00317968,0.00394629,0.00317968,0.000700389,0.00086925,0.000700389
6,0.302757,0.000876448,0.00108776,0.000876448,0.00372678,0.0046253,0.00372678,0.00610371,0.00757529,0.00610371,0.003483,0.00432274,0.003483,0.000731472,0.000907828,0.000731472
7,0.358517,0.000690045,0.000856412,0.000690045,0.00295515,0.00366763,0.00295515,0.00499542,0.0061998,0.00499542,0.00300827,0.00373356,0.00300827,0.000666023,0.000826599,0.000666023
8,0.41591,0.000620105,0.00076961,0.000620105,0.00278913,0.00346158,0.00278913,0.00489127,0.00607053,0.00489127,0.00300468,0.00372909,0.00300468,0.000676761,0.000839925,0.000676761
9,0.474986,0.000537782,0.00066744,0.000537782,0.00236851,0.00293955,0.00236851,0.00413793,0.00513557,0.00413793,0.00258935,0.00321363,0.00258935,0.000601019,0.000745923,0.000601019
