gridnumber,capital,policy[0 0],policy[0 1],policy[0 2],policy[0 3],policy[0 4],policy[0 5],policy[0 6],policy[1 0],policy[1 1],policy[1 2],policy[1 3],policy[1 4],policy[1 5],policy[1 6],policy[2 0],policy[2 1],policy[2 2],policy[2 3],policy[2 4],policy[2 5],policy[2 6],policy[3 0],policy[3 1],policy[3 2],policy[3 3],policy[3 4],policy[3 5],policy[3 6],policy[4 0],policy[4 1],policy[4 2],policy[4 3],policy[4 4],policy[4 5],policy[4 6],policy[5 0],policy[5 1],policy[5 2],policy[5 3],policy[5 4],policy[5 5],policy[5 6],policy[6 0],policy[6 1],policy[6 2],policy[6 3],policy[6 4],policy[6 5],policy[6 6]
0,0,0,0,0,0.0332572,0.129529,0.266919,0.442093,0,0,0,0.0332572,0.129529,0.266919,0.442093,0,0,0,0.0332572,0.129529,0.266919,0.442093,0,0,0,0.0332571,0.129529,0.266919,0.442093,0,0,0,0.0332569,0.129529,0.266919,0.442093,0,0,0,0.0332569,0.129529,0.266919,0.442093,0,0,0,0.0332569,0.129529,0.266919,0.442093
1,0.0185364,0,0,0,0.045449,0.144961,0.283045,0.458656,0,0,0,0.045449,0.144961,0.283045,0.458656,0,0,0,0.045449,0.144961,0.283045,0.458656,0,0,0,0.0454489,0.144961,0.283045,0.458656,0,0,0,0.0454487,0.144961,0.283045,0.458656,0,0,0,0.0454487,0.144961,0.283045,0.458656,0,0,0,0.0454487,0.144961,0.283045,0.458656
2,0.0372875,0,0,0,0.0584067,0.16143,0.299264,0.475501,0,0,0,0.0584067,0.16143,0.299264,0.475501,0,0,0,0.0584067,0.16143,0.299264,0.475501,0,0,0,0.0584066,0.16143,0.299264,0.475501,0,0,0,0.0584065,0.16143,0.299264,0.475501,0,0,0,0.0584065,0.16143,0.299264,0.475501,0,0,0,0.0584065,0.16143,0.299264,0.475501
3,0.0562558,0,0,0,0.07277,0.177712,0.315586,0.492601,0,0,0,0.07277,0.177712,0.315586,0.492601,0,0,0,0.07277,0.177712,0.315586,0.492601,0,0,0,0.0727699,0.177712,0.315586,0.492601,0,0,0,0.0727698,0.177712,0.315586,0.492601,0,0,0,0.0727698,0.177712,0.315586,0.492601,0,0,0,0.0727698,0.177712,0.315586,0.492601
4,0.0754439,0,0,0.0105667,0.0871783,0.193022,0.332211,0.509959,0,0,0.0105667,0.0871783,0.193022,0.332211,0.509959,0,0,0.0105667,0.0871783,0.193022,0.332211,0.509959,0,0,0.0105666,0.0871783,0.193022,0.332211,0.509959,0,0,0.0105664,0.0871781,0.193022,0.332211,0.509959,0,0,0.0105664,0.0871781,0.193022,0.332211,0.509959,0,0,0.0105664,0.0871781,0.193022,0.332211,0.509959
5,0.0948544,0,0,0.0242382,0.101357,0.208823,0.349206,0.527573,0,0,0.0242382,0.101357,0.208823,0.349206,0.527573,0,0,0.0242382,0.101357,0.208823,0.349206,0.527573,0,0,0.0242382,0.101356,0.208823,0.349206,0.527573,0,0,0.024238,0.101356,0.208823,0.349206,0.527573,0,0,0.024238,0.101356,0.208823,0.349206,0.527573,0,0,0.024238,0.101356,0.208823,0.349206,0.527573
6,0.11449,0,0,0.0363749,0.115317,0.225137,0.36662,0.545401,0,0,0.0363749,0.115317,0.225137,0.36662,0.545401,0,0,0.0363749,0.115317,0.225137,0.36662,0.545401,0,0,0.0363748,0.115317,0.225137,0.36662,0.545401,0,0,0.0363747,0.115317,0.225136,0.36662,0.545401,0,0,0.0363747,0.115317,0.225136,0.36662,0.545401,0,0,0.0363747,0.115317,0.225136,0.36662,0.545401
7,0.134352,0,0,0.0497759,0.130029,0.241961,0.384243,0.563458,0,0,0.0497759,0.130029,0.241961,0.384243,0.563458,0,0,0.0497759,0.130029,0.241961,0.384243,0.563458,0,0,0.0497758,0.130029,0.241961,0.384243,0.563458,0,0,0.0497757,0.130029,0.241961,0.384243,0.563458,0,0,0.0497757,0.130029,0.241961,0.384243,0.563458,0,0,0.0497757,0.130029,0.241961,0.384243,0.563458
8,0.154445,0,0.00226878,0.0642466,0.14693,0.259228,0.402065,0.58177,0,0.00226878,0.0642466,0.14693,0.259228,0.402065,0.58177,0,0.00226878,0.0642466,0.14693,0.259228,0.402065,0.58177,0,0.00226867,0.0642465,0.14693,0.259228,0.402065,0.58177,0,0.00226843,0.0642463,0.14693,0.259228,0.402065,0.58177,0,0.00226843,0.0642463,0.14693,0.259228,0.402065,0.58177,0,0.00226843,0.0642463,0.14693,0.259228,0.402065,0.58177
9,0.174771,0,0.0181724,0.0795947,0.164753,0.276935,0.420116,0.600353,0,0.0181724,0.0795947,0.164753,0.276935,0.420116,0.600353,0,0.0181724,0.0795947,0.164753,0.276935,0.420116,0.600353,0,0.0181723,0.0795946,0.164753,0.276935,0.420116,0.600353,0,0.0181721,0.0795945,0.164753,0.276935,0.420116,0.600353,0,0.0181721,0.0795945,0.164753,0.276935,0.420116,0.600353,0,0.0181721,0.0795945,0.164753,0.276935,0.420116,0.600353
10,0.195332,0,0.0309578,0.0949966,0.18202,0.294741,0.438437,0.619174,0,0.0309578,0.0949966,0.18202,0.294741,0.438437,0.619174,0,0.0309578,0.0949966,0.18202,0.294741,0.438437,0.619174,0,0.0309577,0.0949966,0.18202,0.294741,0.438437,0.619174,0,0.0309576,0.0949964,0.18202,0.294741,0.438437,0.619174,0,0.0309576,0.0949964,0.18202,0.294741,0.438437,0.619174,0,0.0309576,0.0949964,0.18202,0.294741,0.438437,0.619174
11,0.216131,0,0.0444593,0.109747,0.198694,0.312665,0.457023,0.638232,0,0.0444593,0.109747,0.198694,0.312665,0.457023,0.638232,0,0.0444593,0.109747,0.198694,0.312665,0.457023,0.638232,0,0.0444592,0.109747,0.198693,0.312665,0.457023,0.638232,0,0.0444591,0.109747,0.198693,0.312665,0.457023,0.638232,0,0.0444591,0.109747,0.198693,0.312665,0.457023,0.638232,0,0.0444591,0.109747,0.198693,0.312665,0.457023,0.638232
12,0.237172,0.00959466,0.0590369,0.125121,0.215881,0.330861,0.475916,0.657534,0.00959466,0.0590369,0.125121,0.215881,0.330861,0.475916,0.657534,0.00959466,0.0590369,0.125121,0.215881,0.330861,0.475916,0.657534,0.00959456,0.0590368,0.125121,0.215881,0.330861,0.475916,0.657534,0.00959433,0.0590366,0.125121,0.215881,0.330861,0.475916,0.657534,0.00959433,0.0590366,0.125121,0.215881,0.330861,0.475916,0.657534,0.00959433,0.0590366,0.125121,0.215881,0.330861,0.475916,0.657534
13,0.258456,0.0246285,0.0751536,0.142135,0.233805,0.349497,0.495113,0.677115,0.0246285,0.0751536,0.142135,0.233805,0.349497,0.495113,0.677115,0.0246285,0.0751536,0.142135,0.233805,0.349497,0.495113,0.677115,0.0246284,0.0751536,0.142135,0.233805,0.349497,0.495113,0.677115,0.0246282,0.0751534,0.142135,0.233805,0.349496,0.495113,0.677115,0.0246282,0.0751534,0.142135,0.233805,0.349496,0.495113,0.677115,0.0246282,0.0751534,0.142135,0.233805,0.349496,0.495113,0.677115
14,0.279986,0.0380009,0.0912932,0.16106,0.25223,0.368592,0.514605,0.696961,0.0380009,0.0912932,0.16106,0.25223,0.368592,0.514605,0.696961,0.0380009,0.0912932,0.16106,0.25223,0.368592,0.514605,0.696961,0.0380008,0.0912931,0.16106,0.25223,0.368592,0.514605,0.696961,0.0380006,0.091293,0.16106,0.25223,0.368592,0.514605,0.696961,0.0380006,0.091293,0.16106,0.25223,0.368592,0.514605,0.696961,0.0380006,0.091293,0.16106,0.25223,0.368592,0.514605,0.696961
15,0.301766,0.0527944,0.106931,0.179618,0.271114,0.387917,0.534369,0.717069,0.0527944,0.106931,0.179618,0.271114,0.387917,0.534369,0.717069,0.0527944,0.106931,0.179618,0.271114,0.387917,0.534369,0.717069,0.0527943,0.106931,0.179618,0.271114,0.387917,0.534369,0.717069,0.0527942,0.106931,0.179617,0.271114,0.387917,0.534369,0.717069,0.0527942,0.106931,0.179617,0.271114,0.387917,0.534369,0.717069,0.0527942,0.106931,0.179617,0.271114,0.387917,0.534369,0.717069
16,0.323799,0.0690804,0.122914,0.197241,0.290234,0.407457,0.554381,0.737429,0.0690804,0.122914,0.197241,0.290234,0.407457,0.554381,0.737429,0.0690804,0.122914,0.197241,0.290234,0.407457,0.554381,0.737429,0.0690803,0.122914,0.197241,0.290234,0.407457,0.554381,0.737429,0.0690801,0.122914,0.197241,0.290234,0.407457,0.554381,0.737429,0.0690801,0.122914,0.197241,0.290234,0.407457,0.554381,0.737429,0.0690801,0.122914,0.197241,0.290234,0.407457,0.554381,0.737429
17,0.346087,0.0858495,0.140392,0.215448,0.309465,0.427282,0.574678,0.75807,0.0858495,0.140392,0.215448,0.309465,0.427282,0.574678,0.75807,0.0858495,0.140392,0.215448,0.309465,0.427282,0.574678,0.75807,0.0858494,0.140392,0.215448,0.309465,0.427282,0.574678,0.75807,0.0858493,0.140392,0.215448,0.309465,0.427281,0.574678,0.75807,0.0858493,0.140392,0.215448,0.309465,0.427281,0.574678,0.75807,0.0858493,0.140392,0.215448,0.309465,0.427281,0.574678,0.75807
18,0.368632,0.102323,0.160221,0.234421,0.328926,0.447397,0.595267,0.778976,0.102323,0.160221,0.234421,0.328926,0.447397,0.595267,0.778976,0.102323,0.160221,0.234421,0.328926,0.447397,0.595267,0.778976,0.102323,0.160221,0.234421,0.328926,0.447397,0.595267,0.778976,0.102323,0.160221,0.234421,0.328926,0.447397,0.595266,0.778976,0.102323,0.160221,0.234421,0.328926,0.447397,0.595266,0.778976,0.102323,0.160221,0.234421,0.328926,0.447397,0.595266,0.778976
